|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3/T13/T13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1305.42        2500.00        99.0630                 NaN  0.155155                 NaN  0.524295                 NaN            NaN            NaN  0.257503                 NaN            NaN            NaN
  1303.84        2500.00        99.0637                 NaN  0.163130                 NaN  0.514648                 NaN            NaN            NaN  0.258486                 NaN            NaN            NaN
  1302.25        2500.00        99.0755                 NaN  0.150120                 NaN  0.520891                 NaN            NaN            NaN  0.253538                 NaN            NaN            NaN
  1300.67        2500.00        89.9526                 NaN  0.694289                 NaN   2.67937                 NaN            NaN            NaN   1.37826        5.29549                 NaN            NaN
  1299.09        2500.00        88.5742                 NaN  0.707505                 NaN   3.10935                 NaN            NaN            NaN   1.54752        6.06147                 NaN            NaN
  1297.51        2500.00        89.1518                 NaN  0.609101                 NaN   3.06527                 NaN            NaN            NaN   1.47581        5.69802                 NaN            NaN
  1295.92        2500.00        86.7692                 NaN  0.689012                 NaN   3.63580                 NaN            NaN            NaN   1.79279        6.91162       0.201561                 NaN
  1294.34        2500.00        82.7407                 NaN  0.872594                 NaN   4.53905                 NaN            NaN            NaN   2.32341        8.98529       0.539004                 NaN
  1292.76        2500.00        84.1814                 NaN  0.857138                 NaN   4.15047                 NaN            NaN            NaN   2.13252        8.18878       0.489657                 NaN
  1291.18        2500.00        85.5995                 NaN  0.784223                 NaN   3.82067                 NaN            NaN            NaN   1.94561        7.41057       0.439441                 NaN
  1289.59        2500.00        75.1446                 NaN   1.99584                 NaN   5.20253       0.303066                 NaN            NaN   3.46065        13.0812       0.812057                 NaN
  1288.01        2500.00        92.1825                 NaN  0.447707                 NaN   2.33593                 NaN            NaN            NaN   1.00483        3.79752       0.231503                 NaN
  1286.43        2500.00        97.2241                 NaN            NaN            NaN   1.42193                 NaN            NaN            NaN  0.350783       0.995425       0.778959E-002            NaN
  1284.85        2500.00        87.1697                 NaN  0.770799                 NaN   3.33927                 NaN            NaN            NaN   1.77925        6.54056       0.400436                 NaN
  1283.26        2500.00        90.4305                 NaN            NaN            NaN   3.16744                 NaN            NaN            NaN   1.28304        4.87792       0.241118                 NaN
  1281.68        2500.00        94.3241                 NaN            NaN            NaN   2.17738                 NaN            NaN            NaN  0.740559        2.61586       0.142149                 NaN
  1280.10        2500.00        90.6416                 NaN            NaN            NaN   3.14914                 NaN            NaN            NaN   1.25834        4.69592       0.255023                 NaN
  1278.52        2500.00        93.0934                 NaN  0.363544E-001            NaN   2.45402                 NaN            NaN            NaN  0.924304        3.31866       0.173273                 NaN
  1276.93        2500.00        92.2412                 NaN  0.135895                 NaN   2.54689                 NaN            NaN            NaN   1.06431        3.81334       0.198386                 NaN
  1275.35        2500.00        93.3954                 NaN            NaN            NaN   1.55341       0.651304                 NaN            NaN  0.911032        3.31562       0.173202                 NaN
  1273.77        2500.00        91.9011                 NaN  0.826512E-001            NaN   2.87530                 NaN            NaN            NaN   1.09209        3.85984       0.189004                 NaN
  1272.19        2500.00        93.7625                 NaN            NaN            NaN   2.24027                 NaN            NaN            NaN  0.856543        3.00018       0.140470                 NaN
  1270.60        2500.00        93.7727                 NaN            NaN            NaN   2.24399                 NaN            NaN            NaN  0.854500        2.98914       0.139688                 NaN
  1269.02        2500.00        91.1769                 NaN            NaN            NaN   1.64862       0.921202                 NaN            NaN   1.39208        4.65682       0.204357                 NaN
  1267.44        2500.00        95.9561                 NaN            NaN            NaN   2.09045                 NaN            NaN            NaN  0.356956        1.50899       0.875380E-001            NaN
  1265.86        2500.00        93.1717                 NaN            NaN            NaN  0.572972        1.71681                 NaN            NaN  0.948969        3.42531       0.164228                 NaN
  1264.27        2500.00        93.3624                 NaN            NaN            NaN   2.28287                 NaN            NaN            NaN  0.862106        3.33859       0.154044                 NaN
  1262.69        2500.00        99.4973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.100157       0.325163       0.773400E-001            NaN
  1261.11        2500.00        93.8049                 NaN            NaN            NaN   2.48028       0.136059                 NaN            NaN  0.859192        2.63772       0.818803E-001            NaN
  1259.53        2500.00        94.9875                 NaN            NaN            NaN   1.73909                 NaN            NaN            NaN  0.688607        2.46995       0.114857                 NaN
  1257.94        2500.00        96.5395                 NaN            NaN            NaN   1.24119                 NaN            NaN            NaN  0.438924        1.72523       0.551675E-001            NaN
  1256.36        2500.00        92.1440                 NaN  0.176154                 NaN   2.12220       0.377805                 NaN            NaN   1.07965        3.89836       0.201870                 NaN
  1254.78        2500.00        99.6125                 NaN            NaN            NaN  0.151044                 NaN            NaN            NaN  0.189955E-001  0.217502                 NaN            NaN
  1253.20        2500.00        96.1347                 NaN            NaN            NaN   1.39992                 NaN            NaN            NaN  0.547310        1.84366       0.743666E-001            NaN
  1251.61        2500.00        90.0014                 NaN            NaN            NaN   1.57438        1.93426                 NaN            NaN   1.38173        4.89117       0.217054                 NaN
  1250.03        2500.00        99.8360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.855834E-002  0.149233       0.618558E-002            NaN
  1248.45        2500.00        98.9918                 NaN            NaN            NaN  0.718748E-001  0.318580                 NaN            NaN  0.137346       0.462787       0.176310E-001            NaN
  1246.87        2500.00        96.6654                 NaN            NaN            NaN  0.240056       0.883022                 NaN            NaN  0.434671        1.70552       0.712899E-001            NaN
  1245.28        2500.00        97.5901                 NaN            NaN            NaN  0.257594                 NaN            NaN            NaN  0.296195        1.74115       0.114918                 NaN
  1243.70        2500.00        96.1159                 NaN            NaN            NaN   1.87691                 NaN            NaN            NaN  0.524091        1.45718       0.259687E-001            NaN
  1242.12        2500.00        97.2371                 NaN            NaN            NaN  0.484817       0.374634                 NaN            NaN  0.365078        1.47187       0.664704E-001            NaN
  1240.54        2500.00        96.1236                 NaN            NaN            NaN  0.394835E-001   1.14497                 NaN            NaN  0.518004        2.09853       0.754097E-001            NaN
  1238.95        2500.00        94.4436                 NaN            NaN            NaN  0.352547        1.30067                 NaN            NaN  0.637439        3.10122       0.164494                 NaN
  1237.37        2500.00        99.8981                 NaN            NaN            NaN  0.487474E-001            NaN            NaN            NaN  0.369324E-001            NaN  0.162075E-001            NaN
  1235.79        2500.00        94.3329                 NaN            NaN            NaN   1.02010                 NaN            NaN            NaN  0.550976        2.24972       0.292935E-001   1.81698     
  1234.21        2500.00        96.5543                 NaN            NaN            NaN   1.28076                 NaN            NaN            NaN  0.432968        1.67579       0.562302E-001            NaN
  1232.62        2500.00        95.9594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.223206        1.64923       0.315031E-001   2.13663     
  1231.04        2500.00        92.0514                 NaN            NaN            NaN   2.70335                 NaN            NaN            NaN   1.02777        4.07576       0.141758                 NaN
  1229.46        2500.00                 NaN            NaN            NaN            NaN   11.9228        3.68524                 NaN            NaN   8.51688        43.6036        1.07597        31.1955     
  1227.88        2500.00                 NaN            NaN            NaN            NaN   15.6447                 NaN            NaN            NaN   8.52216        43.5649        1.06577        31.2025     
  1226.29        2500.00                 NaN            NaN            NaN            NaN   15.6446                 NaN            NaN            NaN   8.52360        43.5634        1.06566        31.2027     
  1224.71        2500.00                 NaN            NaN            NaN            NaN   11.7527        3.85853                 NaN            NaN   8.52547        43.5933        1.07415        31.1958     
  1223.13        2500.00                 NaN            NaN            NaN            NaN   11.7686        3.84427                 NaN            NaN   8.52856        43.5891        1.07338        31.1960     
  1221.55        2500.00                 NaN            NaN            NaN            NaN   11.7857        3.82887                 NaN            NaN   8.53166        43.5850        1.07260        31.1962     
  1219.96        2500.00                 NaN            NaN            NaN            NaN   11.8040        3.81226                 NaN            NaN   8.53477        43.5807        1.07181        31.1964     
  1218.38        2500.00                 NaN            NaN            NaN            NaN   11.8236        3.79445                 NaN            NaN   8.53789        43.5765        1.07101        31.1966     
  1216.80        2500.00                 NaN            NaN            NaN            NaN   11.8444        3.77536                 NaN            NaN   8.54103        43.5722        1.07021        31.1968     
  1215.22        2500.00                 NaN            NaN            NaN            NaN   11.8666        3.75498                 NaN            NaN   8.54419        43.5679        1.06939        31.1970     
  1213.63        2500.00                 NaN            NaN            NaN            NaN   11.8901        3.73325                 NaN            NaN   8.54736        43.5635        1.06856        31.1972     
  1212.05        2500.00                 NaN            NaN            NaN            NaN   11.9151        3.71014                 NaN            NaN   8.55055        43.5591        1.06771        31.1975     
  1210.47        2500.00                 NaN            NaN            NaN            NaN   11.9415        3.68558                 NaN            NaN   8.55376        43.5546        1.06686        31.1977     
  1208.89        2500.00                 NaN            NaN            NaN            NaN   11.9695        3.65951                 NaN            NaN   8.55700        43.5501        1.06599        31.1979     
  1207.31        2500.00                 NaN            NaN            NaN            NaN   11.9990        3.63193                 NaN            NaN   8.56026        43.5455        1.06511        31.1982     
  1205.72        2500.00                 NaN            NaN            NaN            NaN   8.89478        6.77126                 NaN            NaN   8.57995        43.4959        1.05379        31.2043     
  1204.14        2500.00                 NaN            NaN            NaN            NaN   9.22066        6.45006                 NaN            NaN   8.58336        43.4874        1.05341        31.2051     
  1202.56        2500.00                 NaN            NaN            NaN            NaN   15.6759                 NaN            NaN            NaN   8.58603        43.4809        1.05130        31.2058     
  1200.98        2500.00                 NaN            NaN            NaN            NaN   15.6734                 NaN            NaN            NaN   8.59184        43.4790        1.05066        31.2051     
  1199.39        2500.00                 NaN            NaN            NaN            NaN   15.6834                 NaN            NaN            NaN   8.60332        43.4561        1.04907        31.2081     
  1197.81        2500.00                 NaN            NaN            NaN            NaN   15.6858                 NaN            NaN            NaN   8.60755        43.4502        1.04796        31.2084     
  1196.23        2500.00                 NaN            NaN            NaN            NaN   12.7665        2.89593                 NaN            NaN   8.59538        43.4824        1.05546        31.2043     
  1194.65        2500.00                 NaN            NaN            NaN            NaN   15.6775                 NaN            NaN            NaN   8.61148        43.4584        1.04741        31.2053     
  1193.06        2500.00                 NaN            NaN            NaN            NaN   15.6797                 NaN            NaN            NaN   8.61574        43.4528        1.04630        31.2055     
  1191.48        2500.00                 NaN            NaN            NaN            NaN   15.6814                 NaN            NaN            NaN   8.61996        43.4475        1.04546        31.2057     
  1189.90        2500.00                 NaN            NaN            NaN            NaN   15.6835                 NaN            NaN            NaN   8.62489        43.4415        1.04424        31.2059     
  1188.32        2500.00                 NaN            NaN            NaN            NaN   15.6862                 NaN            NaN            NaN   8.62886        43.4358        1.04300        31.2062     
  1186.73        2500.00                 NaN            NaN            NaN            NaN   15.6955                 NaN            NaN            NaN   8.63485        43.4225        1.03939        31.2077     
  1185.15        2500.00                 NaN            NaN            NaN            NaN   8.15186        7.55622                 NaN            NaN   8.64002        43.4068        1.03501        31.2101     
  1183.57        2500.00                 NaN            NaN            NaN            NaN   14.5907        1.10748                 NaN            NaN   8.64033        43.4153        1.03806        31.2081     
  1181.99        2500.00                 NaN            NaN            NaN            NaN   14.4523        1.24816                 NaN            NaN   8.64425        43.4099        1.03698        31.2084     
  1180.40        2500.00                 NaN            NaN            NaN            NaN   14.3122        1.39057                 NaN            NaN   8.64817        43.4045        1.03588        31.2087     
  1178.82        2500.00                 NaN            NaN            NaN            NaN   14.1243        1.58078                 NaN            NaN   8.65210        43.3990        1.03478        31.2090     
  1177.24        2500.00                 NaN            NaN            NaN            NaN   15.7050                 NaN            NaN            NaN   8.66083        43.3916        1.03408        31.2085     
  1175.66        2500.00                 NaN            NaN            NaN            NaN   15.7179                 NaN            NaN            NaN   8.66858        43.3736        1.02926        31.2106     
  1174.07        2500.00                 NaN            NaN            NaN            NaN   11.4699        4.24484                 NaN            NaN   8.66607        43.3786        1.03031        31.2103     
  1172.49        2500.00                 NaN            NaN            NaN            NaN   4.66499       0.530250E-005   9.21348        1.68753        8.50479        43.6533        1.08606        31.1898     
  1170.91        2500.00                 NaN            NaN            NaN            NaN   13.1991        2.49610                 NaN            NaN   8.64788        43.4127        1.03732        31.2069     
  1169.33        2500.00                 NaN            NaN            NaN            NaN   15.7314                 NaN            NaN            NaN   8.68927        43.3442        1.02287        31.2123     
  1167.74        2500.00                 NaN            NaN            NaN            NaN   13.3607        2.34178                 NaN            NaN   8.65766        43.3978        1.03419        31.2079     
  1166.16        2500.00                 NaN            NaN            NaN            NaN   15.7302                 NaN            NaN            NaN   8.64859        43.3504        1.04974        31.2211     
  1164.58        2500.00                 NaN            NaN            NaN            NaN   15.7454                 NaN            NaN            NaN   8.70085        43.3218        1.01734        31.2146     
  1163.00        2500.00                 NaN            NaN            NaN            NaN   15.7341                 NaN            NaN            NaN   8.70117        43.3316        1.02078        31.2123     
  1161.41        2500.00                 NaN            NaN            NaN            NaN   14.2451        1.46795                 NaN            NaN   8.67904        43.3697        1.02900        31.2091     
  1159.83        2500.00                 NaN            NaN            NaN            NaN   14.3015        1.41456                 NaN            NaN   8.68380        43.3630        1.02761        31.2095     
  1158.25        2500.00                 NaN            NaN            NaN            NaN   14.1851        1.55727                 NaN            NaN   8.71212        43.3147        1.01720        31.2136     
  1156.67        2500.00                 NaN            NaN            NaN            NaN   15.7584                 NaN            NaN            NaN   8.72297        43.2915        1.01108        31.2161     
  1155.08        2500.00                 NaN            NaN            NaN            NaN   15.7662                 NaN            NaN            NaN   8.73022        43.2780        1.00817        31.2174     
  1153.50        2500.00                 NaN            NaN            NaN            NaN   15.7633                 NaN            NaN            NaN   8.73258        43.2789        1.00863        31.2167     
  1151.92        2500.00                 NaN            NaN            NaN            NaN   15.7661                 NaN            NaN            NaN   8.73749        43.2721        1.00712        31.2172     
  1150.34        2500.00                 NaN            NaN            NaN            NaN   15.7753                 NaN            NaN            NaN   8.74247        43.2594        1.00408        31.2187     
  1148.75        2500.00                 NaN            NaN            NaN            NaN   14.8891       0.871220                 NaN            NaN   8.73892        43.2761        1.00882        31.2159     
  1147.17        2500.00                 NaN            NaN            NaN            NaN   15.1204       0.643044                 NaN            NaN   8.74373        43.2692        1.00732        31.2163     
  1145.59        2500.00                 NaN            NaN            NaN            NaN   15.7626                 NaN            NaN            NaN   8.74582        43.2676        1.00774        31.2162     
  1144.01        2500.00                 NaN            NaN            NaN            NaN   7.65234        5.32873        2.69992                 NaN   8.63848        43.4323        1.04197        31.2062     
  1142.42        2500.00                 NaN            NaN            NaN            NaN   7.61288        5.35352        2.71539                 NaN   8.64009        43.4298        1.04162        31.2067     
  1140.84        2500.00                 NaN            NaN            NaN            NaN   7.57367        5.35217        2.75822                 NaN   8.64254        43.4257        1.04073        31.2070     
  1139.26        2500.00                 NaN            NaN            NaN            NaN   7.53435        5.35692        2.79455                 NaN   8.64469        43.4221        1.04001        31.2074     
  1137.68        2500.00                 NaN            NaN            NaN            NaN   7.49502        5.35834        2.83432                 NaN   8.64689        43.4185        1.03924        31.2077     
  1136.09        2500.00                 NaN            NaN            NaN            NaN   7.45552        5.30562        2.93321                 NaN   8.65189        43.4075        1.03735        31.2089     
  1134.51        2500.00                 NaN            NaN            NaN            NaN   7.41618        5.36158        2.91364                 NaN   8.65124        43.4113        1.03772        31.2083     
  1132.93        2500.00                 NaN            NaN            NaN            NaN   7.37670        5.36346        2.95311                 NaN   8.65340        43.4077        1.03695        31.2087     
  1131.35        2500.00                 NaN            NaN            NaN            NaN   15.7997                 NaN            NaN            NaN   8.78949        43.1976       0.991653        31.2215     
  1129.76        2500.00                 NaN            NaN            NaN            NaN   7.29805        5.33132        3.06846                 NaN   8.65877        43.3990        1.03505        31.2094     
  1128.18        2500.00                 NaN            NaN            NaN            NaN   14.8901       0.914695       0.548646E-005            NaN   8.79400        43.1892       0.989084        31.2229     
  1126.60        2500.00                 NaN            NaN            NaN            NaN   14.7885        1.01854       0.570812E-005            NaN   8.79729        43.1844       0.988058        31.2233     
  1125.02        2500.00                 NaN            NaN            NaN            NaN   14.6879        1.12132       0.595252E-005            NaN   8.80057        43.1795       0.987035        31.2237     
  1123.43        2500.00                 NaN            NaN            NaN            NaN   14.4489        1.36235       0.278620E-005            NaN   8.80439        43.1740       0.985942        31.2244     
  1121.85        2500.00                 NaN            NaN            NaN            NaN   14.5540        1.26017       0.336571E-005            NaN   8.80757        43.1689       0.984784        31.2245     
  1120.27        2500.00                 NaN            NaN            NaN            NaN   14.2300        1.58491       0.273010E-005            NaN   8.80913        43.1669       0.984398        31.2247     
  1118.69        2500.00                 NaN            NaN            NaN            NaN   14.3582        1.46026       0.332947E-005            NaN   8.81387        43.1595       0.982800        31.2254     
  1117.10        2500.00                 NaN            NaN            NaN            NaN   13.8587        1.95281       0.302996E-005            NaN   8.81478        43.1667       0.983868        31.2231     
  1115.52        2500.00                 NaN            NaN            NaN            NaN   14.1707        1.65222       0.329743E-005            NaN   8.82018        43.1499       0.980799        31.2262     
  1113.94        2500.00                 NaN            NaN            NaN            NaN   14.0661        1.75815       0.321251E-005            NaN   8.82336        43.1461       0.979864        31.2264     
  1112.36        2500.00                 NaN            NaN            NaN            NaN   13.9911        1.83623       0.326254E-005            NaN   8.82643        43.1404       0.978806        31.2271     
  1110.77        2500.00                 NaN            NaN            NaN            NaN   13.9043        1.92515       0.324375E-005            NaN   8.82953        43.1357       0.977812        31.2275     
  1109.19        2500.00                 NaN            NaN            NaN            NaN   15.8481                 NaN            NaN            NaN   8.84576        43.1067       0.970637        31.2288     
  1107.61        2500.00                 NaN            NaN            NaN            NaN   14.6080        1.25838                 NaN            NaN   8.85943        43.0788       0.963596        31.2318     
  1106.03        2500.00                 NaN            NaN            NaN            NaN   11.7021        4.14905                 NaN            NaN   8.84995        43.0997       0.969343        31.2299     
  1104.44        2500.00                 NaN            NaN            NaN            NaN   12.9912        2.88158                 NaN            NaN   8.86661        43.0668       0.960889        31.2329     
  1102.86        2500.00                 NaN            NaN            NaN            NaN   13.7160        2.15991                 NaN            NaN   8.87055        43.0606       0.959467        31.2334     
  1101.28        2500.00                 NaN            NaN            NaN            NaN   13.6277        2.21878       0.191527E-004            NaN   8.85112        43.1016       0.970355        31.2305     
  1099.70        2500.00                 NaN            NaN            NaN            NaN   13.3567        2.48817       0.307746E-005            NaN   8.85081        43.1027       0.970937        31.2307     
  1098.11        2500.00                 NaN            NaN            NaN            NaN   13.2870        2.56015       0.304824E-005            NaN   8.85379        43.0980       0.969967        31.2311     
  1096.53        2500.00                 NaN            NaN            NaN            NaN   13.2193        2.63000       0.301795E-005            NaN   8.85675        43.0933       0.969002        31.2316     
  1094.95        2500.00                 NaN            NaN            NaN            NaN   13.1537        2.69778       0.298679E-005            NaN   8.85970        43.0887       0.968040        31.2321     
  1093.37        2500.00                 NaN            NaN            NaN            NaN   12.9603        2.89897       0.291537E-005            NaN   8.86915        43.0720       0.964448        31.2352     
  1091.78        2500.00                 NaN            NaN            NaN            NaN   15.8888       0.604073E-004            NaN            NaN   8.89199        43.0336       0.950303        31.2352     
  1090.20        2500.00                 NaN            NaN            NaN            NaN   15.8947       0.601170E-004            NaN            NaN   8.89755        43.0232       0.948383        31.2361     
  1088.62        2500.00                 NaN            NaN            NaN            NaN   15.9008       0.602344E-004            NaN            NaN   8.90328        43.0125       0.946431        31.2370     
  1087.04        2500.00                 NaN            NaN            NaN            NaN   15.9069       0.613662E-004            NaN            NaN   8.90919        43.0015       0.944447        31.2379     
  1085.45        2500.00                 NaN            NaN            NaN            NaN   15.9160                 NaN            NaN            NaN   8.91739        42.9857       0.941793        31.2391     
  1083.87        2500.00                 NaN            NaN            NaN            NaN   15.9216                 NaN            NaN            NaN   8.92246        42.9764       0.939490        31.2400     
  1082.29        2500.00                 NaN            NaN            NaN            NaN   15.8538       0.756221E-001            NaN            NaN   8.92866        42.9642       0.936337        31.2413     
  1080.71        2500.00                 NaN            NaN            NaN            NaN   15.7153       0.216746                 NaN            NaN   8.93181        42.9590       0.935179        31.2419     
  1079.12        2500.00                 NaN            NaN            NaN            NaN   15.5632       0.370591                 NaN            NaN   8.93448        42.9551       0.934370        31.2423     
  1077.54        2500.00                 NaN            NaN            NaN            NaN   15.9451                 NaN            NaN            NaN   8.93034        42.9483       0.933399        31.2429     
  1075.96        2500.00                 NaN            NaN            NaN            NaN   12.2942        3.57488                 NaN            NaN   8.88797        43.0486       0.958511        31.2359     
  1074.38        2500.00                 NaN            NaN            NaN            NaN   8.54137        7.36147                 NaN            NaN   8.87531        43.0334       0.954309        31.2342     
  1072.79        2500.00                 NaN            NaN            NaN            NaN   14.4089        1.46618       0.158685E-005            NaN   8.89492        43.0401       0.955355        31.2345     
  1071.21        2500.00                 NaN            NaN            NaN            NaN   12.2277        3.67068                 NaN            NaN   8.89273        43.0114       0.955507        31.2420     
  1069.63        2500.00                 NaN            NaN            NaN            NaN   12.3492        3.53678                 NaN            NaN   8.90500        43.0157       0.953223        31.2400     
  1068.05        2500.00                 NaN            NaN            NaN            NaN   12.3116        3.57648                 NaN            NaN   8.90773        43.0113       0.952332        31.2406     
  1066.46        2500.00                 NaN            NaN            NaN            NaN   12.2755        3.61473                 NaN            NaN   8.91045        43.0068       0.951446        31.2411     
  1064.88        2500.00                 NaN            NaN            NaN            NaN   13.1901        2.70516       0.152812E-005            NaN   8.94467        42.9906       0.935013        31.2345     
  1063.30        2500.00                 NaN            NaN            NaN            NaN   12.2728        3.62562                 NaN            NaN   8.92102        42.9901       0.947383        31.2431     
  1061.72        2500.00                 NaN            NaN            NaN            NaN   12.4828        3.42765                 NaN            NaN   8.92699        42.9740       0.944235        31.2443     
  1060.13        2500.00                 NaN            NaN            NaN            NaN   12.3324        3.60716                 NaN            NaN   8.92830        42.9370       0.942118        31.2530     
  1058.55        2500.00                 NaN            NaN            NaN            NaN   12.3288        3.58356                 NaN            NaN   8.93118        42.9668       0.943956        31.2457     
  1056.97        2500.00                 NaN            NaN            NaN            NaN   15.0756       0.867478                 NaN            NaN   8.97448        42.9258       0.917198        31.2395     
  1055.39        2500.00                 NaN            NaN            NaN            NaN   13.2297        2.74427                 NaN            NaN   8.96312        42.8780       0.929825        31.2551     
  1053.80        2500.00                 NaN            NaN            NaN            NaN   13.1558        2.75626                 NaN            NaN   8.96694        42.9579       0.926436        31.2367     
  1052.22        2500.00                 NaN            NaN            NaN            NaN   11.9969        3.91198                 NaN            NaN   8.93447        42.9670       0.943638        31.2459     
  1050.64        2500.00                 NaN            NaN            NaN            NaN   11.9700        3.94102                 NaN            NaN   8.93709        42.9626       0.942786        31.2465     
  1049.06        2500.00                 NaN            NaN            NaN            NaN   13.3516        2.63748                 NaN            NaN   8.98790        42.8475       0.918141        31.2573     
  1047.47        2500.00                 NaN            NaN            NaN            NaN   15.0167        1.02372                 NaN            NaN   9.03043        42.7764       0.892573        31.2602     
  1045.89        2500.00                 NaN            NaN            NaN            NaN   11.8951        4.02212                 NaN            NaN   8.94494        42.9495       0.940246        31.2482     
  1044.31        2500.00                 NaN            NaN            NaN            NaN   13.1903        2.75365                 NaN            NaN   8.99322        42.9033       0.915617        31.2440     
  1042.73        2500.00                 NaN            NaN            NaN            NaN   11.7811        4.13803                 NaN            NaN   8.94801        42.9512       0.936346        31.2454     
  1041.14        2500.00                 NaN            NaN            NaN            NaN   11.7396        4.17764                 NaN            NaN   8.94918        42.9445       0.940351        31.2488     
  1039.56        2500.00                 NaN            NaN            NaN            NaN   12.1817        3.75431                 NaN            NaN   8.96569        42.9149       0.932711        31.2507     
  1037.98        2500.00                 NaN            NaN            NaN            NaN   12.1994        3.74143                 NaN            NaN   8.97203        42.9047       0.930493        31.2519     
  1036.40        2500.00                 NaN            NaN            NaN            NaN   12.2814        3.66759                 NaN            NaN   8.97884        42.8919       0.926890        31.2534     
  1034.81        2500.00                 NaN            NaN            NaN            NaN   12.1971        3.75229                 NaN            NaN   8.97168        42.8990       0.926911        31.2531     
  1033.23        2500.00                 NaN            NaN            NaN            NaN   12.2898        3.66975                 NaN            NaN   8.97946        42.8834       0.922742        31.2549     
  1031.65        2500.00                 NaN            NaN            NaN            NaN   12.9603        3.02997                 NaN            NaN   9.01230        42.8296       0.909330        31.2585     
  1030.07        2500.00                 NaN            NaN            NaN            NaN   11.9441        4.08889                 NaN            NaN   9.03312        42.7746       0.895682        31.2635     
  1028.48        2500.00                 NaN            NaN            NaN            NaN   11.9510        4.08423                 NaN            NaN   9.03569        42.7700       0.894826        31.2642     
  1026.90        2500.00                 NaN            NaN            NaN            NaN   11.8781        4.15958                 NaN            NaN   9.03809        42.7654       0.893987        31.2649     
  1025.32        2500.00                 NaN            NaN            NaN            NaN   11.9652        4.07401                 NaN            NaN   9.04053        42.7615       0.893312        31.2655     
  1023.74        2500.00                 NaN            NaN            NaN            NaN   12.0193        4.02171                 NaN            NaN   9.04312        42.7573       0.892509        31.2661     
  1022.15        2500.00                 NaN            NaN            NaN            NaN   11.9617        4.08167                 NaN            NaN   9.04555        42.7527       0.891679        31.2667     
  1020.57        2500.00                 NaN            NaN            NaN            NaN   11.8965        4.14929                 NaN            NaN   9.04794        42.7480       0.890843        31.2674     
  1018.99        2500.00                 NaN            NaN            NaN            NaN   11.6984        4.35083                 NaN            NaN   9.05041        42.7424       0.889769        31.2682     
  1017.41        2500.00                 NaN            NaN            NaN            NaN   11.7046        4.34680                 NaN            NaN   9.05292        42.7379       0.888956        31.2688     
  1015.82        2500.00                 NaN            NaN            NaN            NaN   11.9334        4.11884                 NaN            NaN   9.05588        42.7342       0.888238        31.2694     
  1014.24        2500.00                 NaN            NaN            NaN            NaN   11.9243        4.13023                 NaN            NaN   9.05851        42.7295       0.887355        31.2701     
  1012.66        2500.00                 NaN            NaN            NaN            NaN   11.9146        4.14219                 NaN            NaN   9.06113        42.7248       0.886470        31.2707     
  1011.08        2500.00                 NaN            NaN            NaN            NaN   11.9046        4.15449                 NaN            NaN   9.06377        42.7201       0.885581        31.2714     
  1009.49        2500.00                 NaN            NaN            NaN            NaN   11.8944        4.16707                 NaN            NaN   9.06641        42.7154       0.884691        31.2721     
  1007.91        2500.00                 NaN            NaN            NaN            NaN   11.8839        4.17984                 NaN            NaN   9.06905        42.7106       0.883798        31.2728     
  1006.33        2500.00                 NaN            NaN            NaN            NaN   11.8693        4.19682                 NaN            NaN   9.07168        42.7059       0.882909        31.2734     
  1004.75        2500.00                 NaN            NaN            NaN            NaN   11.8511        4.21737                 NaN            NaN   9.07429        42.7011       0.882020        31.2741     
  1003.16        2500.00                 NaN            NaN            NaN            NaN   11.8330        4.23777                 NaN            NaN   9.07690        42.6964       0.881134        31.2748     
  1001.58        2500.00                 NaN            NaN            NaN            NaN   11.8141        4.25878                 NaN            NaN   9.07938        42.6919       0.880349        31.2755     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   11.5586        4.52048                 NaN            NaN   9.08242        42.6833       0.878635        31.2766     
