|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3/T13/T13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1544.37        2500.00        99.4304       0.515620       0.539435E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.79        2500.00        99.4349       0.511620       0.535157E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.21        2500.00        99.4397       0.507139       0.531728E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.63        2500.00        99.4405       0.507737       0.517720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.04        2500.00        99.4492       0.498682       0.521536E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.46        2500.00        99.4493       0.503758       0.469203E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.88        2500.00        99.4560       0.495344       0.486086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.30        2500.00        99.4587       0.493274       0.480235E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.71        2500.00        99.4620       0.488225       0.497547E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.13        2500.00        99.4691       0.484162       0.467051E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.55        2500.00        99.5411       0.421309       0.376126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.97        2500.00        99.4001       0.549793       0.501071E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.38        2500.00        99.4773       0.480256       0.424125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.80        2500.00        99.4786       0.480451       0.409716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.22        2500.00        99.4836       0.475260       0.411885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.64        2500.00        99.4864       0.473275       0.403330E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.05        2500.00        99.4835       0.478662       0.378484E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.47        2500.00        99.4959       0.466237       0.378264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.89        2500.00        99.4405       0.275665       0.158253E-001            NaN  0.267984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.31        2500.00        99.3432                 NaN  0.278099E-004            NaN  0.656788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.72        2500.00        99.3479       0.555368E-001            NaN            NaN  0.596585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.14        2500.00        99.3397                 NaN  0.911801E-006            NaN  0.660294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.56        2500.00        99.3411                 NaN            NaN            NaN  0.658858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.98        2500.00        99.3416                 NaN            NaN            NaN  0.658411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.39        2500.00        99.3395                 NaN            NaN            NaN  0.660474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.81        2500.00        99.3365                 NaN            NaN            NaN  0.663464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.23        2500.00        99.3318                 NaN            NaN            NaN  0.668154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.65        2500.00        99.3291                 NaN            NaN            NaN  0.670892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.06        2500.00        99.3221                 NaN            NaN            NaN  0.677915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.48        2500.00        99.3160                 NaN            NaN            NaN  0.684048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.90        2500.00        99.3071                 NaN            NaN            NaN  0.692909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.32        2500.00        99.2967                 NaN  0.232987E-005            NaN  0.703256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.2885                 NaN            NaN            NaN  0.711510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.15        2500.00        99.1333                 NaN            NaN            NaN  0.560384       0.306280                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.57        2500.00        98.9350                 NaN            NaN            NaN  0.309479       0.755560                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.99        2500.00        98.9301                 NaN            NaN            NaN  0.765053       0.304863                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.40        2500.00        98.9666                 NaN            NaN            NaN  0.732273       0.301147                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.82        2500.00        98.9631                 NaN            NaN            NaN  0.737280       0.299613                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.24        2500.00        98.9724                 NaN            NaN            NaN  0.298452       0.729106                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.66        2500.00        98.9766                 NaN            NaN            NaN  0.299883       0.723496                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.07        2500.00        98.9956                 NaN            NaN            NaN  0.712694       0.291729                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.49        2500.00        98.9985                 NaN            NaN            NaN  0.290667       0.710866                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.91        2500.00        99.0093                 NaN            NaN            NaN  0.288268       0.702450                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.33        2500.00        99.0162                 NaN            NaN            NaN  0.699558       0.284282                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.74        2500.00        99.0236                 NaN            NaN            NaN  0.282645       0.693762                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.16        2500.00        99.0316                 NaN            NaN            NaN  0.688499       0.279937                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.58        2500.00        99.0391                 NaN            NaN            NaN  0.277185       0.683738                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.00        2500.00        99.0474                 NaN            NaN            NaN  0.676010       0.276614                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.41        2500.00        99.0544                 NaN            NaN            NaN  0.672643       0.272933                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.83        2500.00        99.0612                 NaN            NaN            NaN  0.668164       0.270600                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.25        2500.00        99.0679                 NaN            NaN            NaN  0.266312       0.665766                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.67        2500.00        99.0754                 NaN  0.101130E-002            NaN  0.659657       0.263908                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.08        2500.00        99.0833                 NaN  0.112814E-001            NaN  0.244963       0.660496                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.50        2500.00        99.0954                 NaN  0.293153E-001            NaN  0.211848       0.663451                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.92        2500.00        99.1005                 NaN  0.283980E-001            NaN  0.660139       0.210944                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.34        2500.00        99.1057                 NaN  0.273327E-001            NaN  0.657122       0.209818                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.75        2500.00        99.1098                 NaN  0.267187E-001            NaN  0.209358       0.654170                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.17        2500.00        99.1217                 NaN  0.243418E-001            NaN  0.211516       0.642423                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.59        2500.00        99.1235                 NaN  0.241157E-001            NaN  0.643097       0.209286                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.01        2500.00        99.1293                 NaN  0.231317E-001            NaN  0.639292       0.208306                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.42        2500.00        97.5257                 NaN  0.259808                 NaN  0.859256       0.537471                 NaN            NaN  0.817788                 NaN            NaN            NaN
  1447.84        2500.00        97.2250                 NaN  0.311154                 NaN  0.895698       0.586991                 NaN            NaN  0.981148                 NaN            NaN            NaN
  1446.26        2500.00        97.2881                 NaN  0.309023                 NaN  0.561232       0.881761                 NaN            NaN  0.959911                 NaN            NaN            NaN
  1444.68        2500.00        97.3475                 NaN  0.307294                 NaN  0.868034       0.537085                 NaN            NaN  0.940053                 NaN            NaN            NaN
  1443.09        2500.00        97.3912                 NaN  0.306997                 NaN  0.518216       0.857344                 NaN            NaN  0.926210                 NaN            NaN            NaN
  1441.51        2500.00        97.4713                 NaN  0.302604                 NaN  0.489386       0.839010                 NaN            NaN  0.897718                 NaN            NaN            NaN
  1439.93        2500.00        97.5170                 NaN  0.301887                 NaN  0.468593       0.829478                 NaN            NaN  0.883010                 NaN            NaN            NaN
  1438.35        2500.00        97.5679                 NaN  0.300555                 NaN  0.446959       0.818776                 NaN            NaN  0.865817                 NaN            NaN            NaN
  1436.76        2500.00        97.6169                 NaN  0.299315                 NaN  0.807872       0.426685                 NaN            NaN  0.849267                 NaN            NaN            NaN
  1435.18        2500.00        97.6632                 NaN  0.298041                 NaN  0.404523       0.800656                 NaN            NaN  0.833544                 NaN            NaN            NaN
  1433.60        2500.00        97.7127                 NaN  0.296399                 NaN  0.787795       0.386527                 NaN            NaN  0.816611                 NaN            NaN            NaN
  1432.02        2500.00        97.7578                 NaN  0.294990                 NaN  0.367851       0.778005                 NaN            NaN  0.801337                 NaN            NaN            NaN
  1430.43        2500.00        97.7965                 NaN  0.294686                 NaN  0.349662       0.770555                 NaN            NaN  0.788553                 NaN            NaN            NaN
  1428.85        2500.00        96.5245                 NaN  0.477289                 NaN   1.21490       0.534881                 NaN            NaN   1.24847                 NaN            NaN            NaN
  1427.27        2500.00        99.2533                 NaN  0.102186                 NaN  0.264719       0.113818                 NaN            NaN  0.266010                 NaN            NaN            NaN
  1425.69        2500.00        97.9241                 NaN  0.290240                 NaN  0.297364       0.743258                 NaN            NaN  0.744993                 NaN            NaN            NaN
  1424.10        2500.00        97.9600                 NaN  0.289570                 NaN  0.737528       0.279954                 NaN            NaN  0.732953                 NaN            NaN            NaN
  1422.52        2500.00        98.0010                 NaN  0.287876                 NaN  0.728096       0.264248                 NaN            NaN  0.718732                 NaN            NaN            NaN
  1420.94        2500.00        98.0346                 NaN  0.287100                 NaN  0.248870       0.722086                 NaN            NaN  0.707310                 NaN            NaN            NaN
  1419.36        2500.00        98.0701                 NaN  0.286193                 NaN  0.715827       0.232664                 NaN            NaN  0.695221                 NaN            NaN            NaN
  1417.78        2500.00        98.1037                 NaN  0.285200                 NaN  0.710197       0.217157                 NaN            NaN  0.683782                 NaN            NaN            NaN
  1416.19        2500.00        98.1376                 NaN  0.283842                 NaN  0.702992       0.203634                 NaN            NaN  0.671979                 NaN            NaN            NaN
  1414.61        2500.00        98.1666                 NaN  0.284168                 NaN  0.189582       0.697703                 NaN            NaN  0.661972                 NaN            NaN            NaN
  1413.03        2500.00        98.2021                 NaN  0.281073                 NaN  0.691802       0.175542                 NaN            NaN  0.649497                 NaN            NaN            NaN
  1411.45        2500.00        98.2315                 NaN  0.280952                 NaN  0.685368       0.162433                 NaN            NaN  0.639773                 NaN            NaN            NaN
  1409.86        2500.00        98.2339                 NaN  0.281775                 NaN  0.687293       0.156289                 NaN            NaN  0.640729                 NaN            NaN            NaN
  1408.28        2500.00        98.3076                 NaN  0.276664                 NaN  0.675801       0.128604                 NaN            NaN  0.611378                 NaN            NaN            NaN
  1406.70        2500.00        98.3165                 NaN  0.277858                 NaN  0.673226       0.122078                 NaN            NaN  0.610316                 NaN            NaN            NaN
  1405.12        2500.00        98.3387                 NaN  0.278981                 NaN  0.670349       0.108153                 NaN            NaN  0.603787                 NaN            NaN            NaN
  1403.53        2500.00        98.3773                 NaN  0.272620                 NaN  0.101074       0.661189                 NaN            NaN  0.587822                 NaN            NaN            NaN
  1401.95        2500.00        98.3956                 NaN  0.274275                 NaN  0.864197E-001  0.661193                 NaN            NaN  0.582477                 NaN            NaN            NaN
  1400.37        2500.00        98.4216                 NaN  0.273173                 NaN  0.656665       0.751947E-001            NaN            NaN  0.573345                 NaN            NaN            NaN
  1398.79        2500.00        98.4486                 NaN  0.272313                 NaN  0.679286E-001  0.646749                 NaN            NaN  0.564382                 NaN            NaN            NaN
  1397.20        2500.00        98.4674                 NaN  0.270795                 NaN  0.651614       0.530246E-001            NaN            NaN  0.557208                 NaN            NaN            NaN
  1395.62        2500.00        98.4982                 NaN  0.268742                 NaN  0.646092       0.408503E-001            NaN            NaN  0.546133                 NaN            NaN            NaN
  1394.04        2500.00        98.5171                 NaN  0.267700                 NaN  0.317450E-001  0.643857                 NaN            NaN  0.539622                 NaN            NaN            NaN
  1392.46        2500.00        98.5390                 NaN  0.266478                 NaN  0.640628       0.221482E-001            NaN            NaN  0.531750                 NaN            NaN            NaN
  1390.87        2500.00        98.5594                 NaN  0.264998                 NaN  0.106657E-001  0.640566                 NaN            NaN  0.524364                 NaN            NaN            NaN
  1389.29        2500.00        98.5822                 NaN  0.263610                 NaN  0.144555E-002  0.636370                 NaN            NaN  0.516329                 NaN            NaN            NaN
  1387.71        2500.00        98.6030                 NaN  0.261715                 NaN  0.626574                 NaN            NaN            NaN  0.508692                 NaN            NaN            NaN
  1386.13        2500.00        98.5689                 NaN  0.157509                 NaN  0.392861       0.379213                 NaN            NaN  0.501519                 NaN            NaN            NaN
  1384.54        2500.00        98.6460                 NaN  0.257403                 NaN  0.603868                 NaN            NaN            NaN  0.492735                 NaN            NaN            NaN
  1382.96        2500.00        98.6598                 NaN  0.252028                 NaN  0.601141                 NaN            NaN            NaN  0.487026                 NaN            NaN            NaN
  1381.38        2500.00        98.6685                 NaN  0.273475                 NaN  0.568933                 NaN            NaN            NaN  0.489118                 NaN            NaN            NaN
  1379.80        2500.00        98.7136                 NaN  0.243430                 NaN  0.577240                 NaN            NaN            NaN  0.465746                 NaN            NaN            NaN
  1378.21        2500.00        98.7154                 NaN  0.244576                 NaN  0.573517                 NaN            NaN            NaN  0.466504                 NaN            NaN            NaN
  1376.63        2500.00        98.7331                 NaN  0.239469                 NaN  0.568048                 NaN            NaN            NaN  0.459432                 NaN            NaN            NaN
  1375.05        2500.00        98.7474                 NaN  0.236301                 NaN  0.562804                 NaN            NaN            NaN  0.453485                 NaN            NaN            NaN
  1373.47        2500.00        98.7633                 NaN  0.229780                 NaN  0.560374                 NaN            NaN            NaN  0.446556                 NaN            NaN            NaN
  1371.88        2500.00        98.7811                 NaN  0.230474                 NaN  0.547766                 NaN            NaN            NaN  0.440628                 NaN            NaN            NaN
  1370.30        2500.00        98.7979                 NaN  0.228062                 NaN  0.539648                 NaN            NaN            NaN  0.434360                 NaN            NaN            NaN
  1368.72        2500.00        98.7952                 NaN  0.227545                 NaN  0.538428                 NaN            NaN            NaN  0.438805                 NaN            NaN            NaN
  1367.14        2500.00        98.8401                 NaN  0.212082                 NaN  0.535349                 NaN            NaN            NaN  0.412451                 NaN            NaN            NaN
  1365.55        2500.00        98.8426                 NaN  0.217763                 NaN  0.523150                 NaN            NaN            NaN  0.416489                 NaN            NaN            NaN
  1363.97        2500.00        98.8578                 NaN  0.214371                 NaN  0.517511                 NaN            NaN            NaN  0.410282                 NaN            NaN            NaN
  1362.39        2500.00        98.8583                 NaN  0.202370                 NaN  0.530786                 NaN            NaN            NaN  0.408539                 NaN            NaN            NaN
  1360.81        2500.00        98.8913                 NaN  0.208248                 NaN  0.503640                 NaN            NaN            NaN  0.396767                 NaN            NaN            NaN
  1359.22        2500.00        98.9033                 NaN  0.206209                 NaN  0.498156                 NaN            NaN            NaN  0.392354                 NaN            NaN            NaN
  1357.64        2500.00        98.9150                 NaN  0.204612                 NaN  0.492174                 NaN            NaN            NaN  0.388254                 NaN            NaN            NaN
  1356.06        2500.00        98.9286                 NaN  0.202784                 NaN  0.485512                 NaN            NaN            NaN  0.383152                 NaN            NaN            NaN
  1354.48        2500.00        98.9296                 NaN  0.187706                 NaN  0.501242                 NaN            NaN            NaN  0.381411                 NaN            NaN            NaN
  1352.89        2500.00        98.9589                 NaN  0.193956                 NaN  0.477763                 NaN            NaN            NaN  0.369398                 NaN            NaN            NaN
  1351.31        2500.00        98.9675                 NaN  0.196194                 NaN  0.468271                 NaN            NaN            NaN  0.368071                 NaN            NaN            NaN
  1349.73        2500.00        98.9795                 NaN  0.190850                 NaN  0.467061                 NaN            NaN            NaN  0.362567                 NaN            NaN            NaN
  1348.15        2500.00        98.9910                 NaN  0.186852                 NaN  0.464201                 NaN            NaN            NaN  0.357937                 NaN            NaN            NaN
  1346.56        2500.00        99.0012                 NaN  0.181714                 NaN  0.463649                 NaN            NaN            NaN  0.353433                 NaN            NaN            NaN
  1344.98        2500.00        99.0138                 NaN  0.182420                 NaN  0.455030                 NaN            NaN            NaN  0.348800                 NaN            NaN            NaN
  1343.40        2500.00        99.0305                 NaN  0.179619                 NaN  0.447638                 NaN            NaN            NaN  0.342206                 NaN            NaN            NaN
  1341.82        2500.00        99.0396                 NaN  0.178392                 NaN  0.443051                 NaN            NaN            NaN  0.338926                 NaN            NaN            NaN
  1340.23        2500.00        99.0451                 NaN  0.180067                 NaN  0.435990                 NaN            NaN            NaN  0.338816                 NaN            NaN            NaN
  1338.65        2500.00        99.0664                 NaN  0.168358                 NaN  0.438982                 NaN            NaN            NaN  0.326276                 NaN            NaN            NaN
  1337.07        2500.00        99.0711                 NaN  0.168028                 NaN  0.435213                 NaN            NaN            NaN  0.325706                 NaN            NaN            NaN
  1335.49        2500.00        99.0819                 NaN  0.165158                 NaN  0.431452                 NaN            NaN            NaN  0.321450                 NaN            NaN            NaN
  1333.90        2500.00        99.0924                 NaN  0.163878                 NaN  0.426206                 NaN            NaN            NaN  0.317496                 NaN            NaN            NaN
  1332.32        2500.00        99.1017                 NaN  0.160782                 NaN  0.424235                 NaN            NaN            NaN  0.313318                 NaN            NaN            NaN
  1330.74        2500.00        99.1122                 NaN  0.155137                 NaN  0.423920                 NaN            NaN            NaN  0.308760                 NaN            NaN            NaN
  1329.16        2500.00        99.1211                 NaN  0.153513                 NaN  0.420350                 NaN            NaN            NaN  0.305035                 NaN            NaN            NaN
  1327.57        2500.00        99.1310                 NaN  0.150018                 NaN  0.417836                 NaN            NaN            NaN  0.301150                 NaN            NaN            NaN
  1325.99        2500.00        99.1395                 NaN  0.146964                 NaN  0.416092                 NaN            NaN            NaN  0.297451                 NaN            NaN            NaN
  1324.41        2500.00        99.1484                 NaN  0.143394                 NaN  0.414473                 NaN            NaN            NaN  0.293737                 NaN            NaN            NaN
  1322.83        2500.00        99.1585                 NaN  0.141380                 NaN  0.410377                 NaN            NaN            NaN  0.289729                 NaN            NaN            NaN
  1321.24        2500.00        99.1662                 NaN  0.137200                 NaN  0.410316                 NaN            NaN            NaN  0.286331                 NaN            NaN            NaN
  1319.66        2500.00        99.1764                 NaN  0.136679                 NaN  0.403924                 NaN            NaN            NaN  0.282980                 NaN            NaN            NaN
  1318.08        2500.00        99.1829                 NaN  0.131681                 NaN  0.406346                 NaN            NaN            NaN  0.279034                 NaN            NaN            NaN
  1316.50        2500.00        99.1910                 NaN  0.128340                 NaN  0.404854                 NaN            NaN            NaN  0.275855                 NaN            NaN            NaN
  1314.91        2500.00        99.1995                 NaN  0.126417                 NaN  0.401536                 NaN            NaN            NaN  0.272575                 NaN            NaN            NaN
  1313.33        2500.00        99.2074                 NaN  0.122790                 NaN  0.400511                 NaN            NaN            NaN  0.269298                 NaN            NaN            NaN
  1311.75        2500.00        99.2146                 NaN  0.118890                 NaN  0.400586                 NaN            NaN            NaN  0.265955                 NaN            NaN            NaN
  1310.17        2500.00        99.2220                 NaN  0.116320                 NaN  0.398685                 NaN            NaN            NaN  0.262953                 NaN            NaN            NaN
  1308.58        2500.00        99.2291                 NaN  0.111739                 NaN  0.399291                 NaN            NaN            NaN  0.259841                 NaN            NaN            NaN
  1307.00        2500.00        99.2358                 NaN  0.110171                 NaN  0.396960                 NaN            NaN            NaN  0.257096                 NaN            NaN            NaN
