|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.5/EETA/EETA_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        an             Opx(TH)        O(HP)          Sp(TH)         San(TH)        ilm            q             
  1393.39        500.000        98.7884       0.416420       0.312625       0.352721                 NaN  0.129810                 NaN            NaN            NaN            NaN
  1392.33        500.000        99.6225       0.604286E-001  0.135645       0.114549                 NaN  0.652455E-001  0.161141E-002            NaN            NaN            NaN
  1391.27        500.000        97.9854       0.565494       0.676905       0.580106                 NaN  0.192046                 NaN            NaN            NaN            NaN
  1390.21        500.000        98.8247       0.294434       0.407590       0.342364                 NaN  0.130902                 NaN            NaN            NaN            NaN
  1389.15        500.000        98.8507       0.400495       0.280346       0.335156                 NaN  0.133263                 NaN            NaN            NaN            NaN
  1388.09        500.000        98.8549       0.278040       0.399285       0.334208                 NaN  0.133551                 NaN            NaN            NaN            NaN
  1387.03        500.000        98.8699       0.395194       0.272184       0.329739                 NaN  0.132994                 NaN            NaN            NaN            NaN
  1385.97        500.000        98.8813       0.264359       0.392931       0.326752                 NaN  0.134680                 NaN            NaN            NaN            NaN
  1384.91        500.000        98.8929       0.391645       0.251758       0.324095                 NaN  0.139592                 NaN            NaN            NaN            NaN
  1383.85        500.000        98.9046       0.258893       0.385243       0.319602                 NaN  0.131710                 NaN            NaN            NaN            NaN
  1382.79        500.000        98.9163       0.384425       0.245883       0.316870                 NaN  0.136480                 NaN            NaN            NaN            NaN
  1381.73        500.000        98.9254       0.240277       0.382391       0.314330                 NaN  0.137555                 NaN            NaN            NaN            NaN
  1380.67        500.000        98.9340       0.381073       0.234544       0.312072                 NaN  0.138317                 NaN            NaN            NaN            NaN
  1379.61        500.000        98.9569       0.225910       0.373917       0.305338                 NaN  0.137927                 NaN            NaN            NaN            NaN
  1378.55        500.000        98.9604       0.221729       0.374181       0.304531                 NaN  0.139172                 NaN            NaN            NaN            NaN
  1377.48        500.000        98.9706       0.216866       0.371104       0.301617                 NaN  0.139820                 NaN            NaN            NaN            NaN
  1376.42        500.000        98.8782       0.406484       0.231678       0.328783                 NaN  0.154837                 NaN            NaN            NaN            NaN
  1375.36        500.000        99.0953       0.186009       0.328005       0.265001                 NaN  0.125643                 NaN            NaN            NaN            NaN
  1374.30        500.000        99.0021       0.363847       0.200087       0.292583                 NaN  0.141366                 NaN            NaN            NaN            NaN
  1373.24        500.000        99.0132       0.193581       0.361125       0.289789                 NaN  0.142344                 NaN            NaN            NaN            NaN
  1372.18        500.000        99.0196       0.340390       0.258017       0.281922                 NaN  0.100049                 NaN            NaN            NaN            NaN
  1371.12        500.000        99.0343       0.375213       0.116070       0.289189                 NaN  0.185221                 NaN            NaN            NaN            NaN
  1370.06        500.000        99.0384       0.181500       0.354747       0.282316                 NaN  0.143056                 NaN            NaN            NaN            NaN
  1369.00        500.000        99.0458       0.353458       0.175788       0.280233                 NaN  0.144755                 NaN            NaN            NaN            NaN
  1367.94        500.000        99.0616       0.172285       0.348428       0.275330                 NaN  0.142333                 NaN            NaN            NaN            NaN
  1366.88        500.000        99.0698       0.166004       0.347132       0.273172                 NaN  0.143941                 NaN            NaN            NaN            NaN
  1365.82        500.000        99.0778       0.160212       0.345904       0.271041                 NaN  0.145030                 NaN            NaN            NaN            NaN
  1364.76        500.000        99.0869       0.155999       0.343800       0.268331                 NaN  0.144950                 NaN            NaN            NaN            NaN
  1363.70        500.000        99.0951       0.341670       0.151882       0.266014                 NaN  0.145361                 NaN            NaN            NaN            NaN
  1362.64        500.000        99.1036       0.147486       0.339742       0.263640                 NaN  0.145575                 NaN            NaN            NaN            NaN
  1361.58        500.000        99.1122       0.143427       0.337616       0.261046                 NaN  0.145743                 NaN            NaN            NaN            NaN
  1360.52        500.000        99.1200       0.336190       0.138871       0.258783                 NaN  0.146195                 NaN            NaN            NaN            NaN
  1359.46        500.000        99.1279       0.334072       0.135759       0.256381                 NaN  0.145897                 NaN            NaN            NaN            NaN
  1358.40        500.000        99.1355       0.332511       0.131669       0.254153                 NaN  0.146165                 NaN            NaN            NaN            NaN
  1357.34        500.000        99.1437       0.330268       0.127897       0.251758                 NaN  0.146347                 NaN            NaN            NaN            NaN
  1356.28        500.000        99.1508       0.329033       0.123266       0.249837                 NaN  0.147057                 NaN            NaN            NaN            NaN
  1355.22        500.000        99.1595       0.325710       0.121735       0.247044                 NaN  0.145974                 NaN            NaN            NaN            NaN
  1354.16        500.000        99.1658       0.325464       0.117127       0.245296                 NaN  0.146335                 NaN            NaN            NaN            NaN
  1353.10        500.000        99.1756       0.113257       0.322591       0.242239                 NaN  0.146333                 NaN            NaN            NaN            NaN
  1352.04        500.000        99.0277       0.379219       0.133145       0.286908                 NaN  0.173008                 NaN            NaN            NaN            NaN
  1350.98        500.000        99.3476       0.798075E-001  0.259492       0.191382                 NaN  0.121668                 NaN            NaN            NaN            NaN
  1349.92        500.000        99.1961       0.104187       0.317462       0.236177                 NaN  0.146068                 NaN            NaN            NaN            NaN
  1348.86        500.000        99.2023       0.101125       0.316265       0.234312                 NaN  0.146002                 NaN            NaN            NaN            NaN
  1347.80        500.000        99.2093       0.983404E-001  0.314475       0.232153                 NaN  0.145778                 NaN            NaN            NaN            NaN
  1346.73        500.000        99.2152       0.314069       0.937225E-001  0.230572                 NaN  0.146420                 NaN            NaN            NaN            NaN
  1345.67        500.000        99.2243       0.937674E-001  0.309643       0.227534                 NaN  0.144728                 NaN            NaN            NaN            NaN
  1344.61        500.000        99.2294       0.903462E-001  0.309413       0.226000                 NaN  0.144844                 NaN            NaN            NaN            NaN
  1343.55        500.000        99.2341       0.877153E-001  0.308339       0.224704                 NaN  0.145142                 NaN            NaN            NaN            NaN
  1342.49        500.000        99.2442       0.305195       0.854879E-001  0.221400                 NaN  0.143718                 NaN            NaN            NaN            NaN
  1341.43        500.000        99.2467       0.305706       0.835985E-001  0.220544                 NaN  0.143492                 NaN            NaN            NaN            NaN
  1340.37        500.000        99.2548       0.810509E-001  0.302980       0.218162                 NaN  0.143015                 NaN            NaN            NaN            NaN
  1339.31        500.000        99.2624       0.299725       0.780336E-001  0.216194                 NaN  0.143686                 NaN            NaN            NaN            NaN
  1338.25        500.000        99.2679       0.766927E-001  0.299057       0.214169                 NaN  0.142162                 NaN            NaN            NaN            NaN
  1337.19        500.000        99.2734       0.297891       0.736657E-001  0.212620                 NaN  0.142443                 NaN            NaN            NaN            NaN
  1336.13        500.000        99.5751       0.122514       0.148031       0.119468                 NaN  0.349349E-001            NaN            NaN            NaN            NaN
  1335.07        500.000        98.9822       0.451605       0.374748E-001  0.299855                 NaN  0.228872                 NaN            NaN            NaN            NaN
  1334.01        500.000        99.2988       0.265874E-001  0.310133       0.206848                 NaN  0.157669                 NaN            NaN            NaN            NaN
  1332.95        500.000        99.2967       0.670700E-001  0.291308       0.205282                 NaN  0.139674                 NaN            NaN            NaN            NaN
  1331.89        500.000        99.3016       0.289652       0.674296E-001  0.203435                 NaN  0.137916                 NaN            NaN            NaN            NaN
  1330.83        500.000        99.3078       0.637235E-001  0.288811       0.201589                 NaN  0.138057                 NaN            NaN            NaN            NaN
  1329.77        500.000        99.3130       0.286750       0.634912E-001  0.199922                 NaN  0.136812                 NaN            NaN            NaN            NaN
  1328.71        500.000        99.3059       0.293562       0.589739E-001  0.202720                 NaN  0.138868                 NaN            NaN            NaN            NaN
  1327.65        500.000        99.3356       0.277814       0.627596E-001  0.192028                 NaN  0.131822                 NaN            NaN            NaN            NaN
  1326.59        500.000        99.3291       0.281703       0.601127E-001  0.194778                 NaN  0.134303                 NaN            NaN            NaN            NaN
  1325.53        500.000        99.3315       0.282234       0.578271E-001  0.194117                 NaN  0.134311                 NaN            NaN            NaN            NaN
  1324.47        500.000        99.3415       0.276936       0.600891E-001  0.190509                 NaN  0.130960                 NaN            NaN            NaN            NaN
  1323.41        500.000        99.3439       0.580330E-001  0.276994       0.189894                 NaN  0.131152                 NaN            NaN            NaN            NaN
  1322.35        500.000        99.3488       0.275271       0.576062E-001  0.188302                 NaN  0.130064                 NaN            NaN            NaN            NaN
  1321.29        500.000        99.3543       0.571857E-001  0.273268       0.186478                 NaN  0.128806                 NaN            NaN            NaN            NaN
  1320.23        500.000        99.3607       0.273176       0.505735E-001  0.185009                 NaN  0.130520                 NaN            NaN            NaN            NaN
  1319.17        500.000        99.3635       0.269838       0.571865E-001  0.183378                 NaN  0.126061                 NaN            NaN            NaN            NaN
  1318.11        500.000        99.3694       0.556499E-001  0.268120       0.181536                 NaN  0.125325                 NaN            NaN            NaN            NaN
  1317.04        500.000        99.3714       0.266868       0.570401E-001  0.180729                 NaN  0.123916                 NaN            NaN            NaN            NaN
  1315.98        500.000        99.3779       0.265215       0.556498E-001  0.178581                 NaN  0.122630                 NaN            NaN            NaN            NaN
  1314.92        500.000        99.3821       0.554261E-001  0.263483       0.177296                 NaN  0.121690                 NaN            NaN            NaN            NaN
  1313.86        500.000        99.3862       0.565200E-001  0.261422       0.175848                 NaN  0.119966                 NaN            NaN            NaN            NaN
  1312.80        500.000        99.3916       0.533305E-001  0.260873       0.174290                 NaN  0.119890                 NaN            NaN            NaN            NaN
  1311.74        500.000        99.3944       0.258308       0.577134E-001  0.172924                 NaN  0.116700                 NaN            NaN            NaN            NaN
  1310.68        500.000        99.3996       0.565556E-001  0.256309       0.171392                 NaN  0.116129                 NaN            NaN            NaN            NaN
  1309.62        500.000        99.4044       0.570596E-001  0.253828       0.169887                 NaN  0.114824                 NaN            NaN            NaN            NaN
  1308.56        500.000        99.4078       0.253947       0.552797E-001  0.168801                 NaN  0.114189                 NaN            NaN            NaN            NaN
  1307.50        500.000        99.4122       0.596282E-001  0.250474       0.166966                 NaN  0.110742                 NaN            NaN            NaN            NaN
  1306.44        500.000        99.4158       0.249027       0.596464E-001  0.165833                 NaN  0.109695                 NaN            NaN            NaN            NaN
  1305.38        500.000        99.4196       0.606320E-001  0.247390       0.164436                 NaN  0.107951                 NaN            NaN            NaN            NaN
  1304.32        500.000        99.4232       0.246561       0.602493E-001  0.163270                 NaN  0.106754                 NaN            NaN            NaN            NaN
  1303.26        500.000        99.4274       0.244049       0.619722E-001  0.161741                 NaN  0.104804                 NaN            NaN            NaN            NaN
  1302.20        500.000        99.4311       0.241269       0.642609E-001  0.160511                 NaN  0.102904                 NaN            NaN            NaN            NaN
  1301.14        500.000        99.4347       0.641105E-001  0.240385       0.159253                 NaN  0.101531                 NaN            NaN            NaN            NaN
  1300.08        500.000        99.4386       0.655634E-001  0.238243       0.157916                 NaN  0.997097E-001            NaN            NaN            NaN            NaN
  1299.02        500.000        99.4415       0.681548E-001  0.236073       0.156771                 NaN  0.975079E-001            NaN            NaN            NaN            NaN
  1297.96        500.000        99.4452       0.234222       0.692602E-001  0.155518                 NaN  0.958397E-001            NaN            NaN            NaN            NaN
  1296.90        500.000        99.4492       0.231562       0.708374E-001  0.154209                 NaN  0.941783E-001            NaN            NaN            NaN            NaN
  1295.84        500.000        99.4518       0.230526       0.721775E-001  0.153226                 NaN  0.923198E-001            NaN            NaN            NaN            NaN
  1294.78        500.000        99.4558       0.744566E-001  0.227505       0.151868                 NaN  0.903871E-001            NaN            NaN            NaN            NaN
  1293.72        500.000        99.4562       0.773868E-001  0.226698       0.151514                 NaN  0.881750E-001            NaN            NaN            NaN            NaN
  1292.66        500.000        99.4635       0.222612       0.793567E-001  0.148951                 NaN  0.855577E-001            NaN            NaN            NaN            NaN
  1291.60        500.000        99.4654       0.809257E-001  0.220848       0.148423                 NaN  0.843793E-001            NaN            NaN            NaN            NaN
  1290.54        500.000        99.4684       0.218179       0.835918E-001  0.147392                 NaN  0.824310E-001            NaN            NaN            NaN            NaN
  1289.48        500.000        99.4718       0.215761       0.854885E-001  0.146293                 NaN  0.806746E-001            NaN            NaN            NaN            NaN
  1288.42        500.000        99.4743       0.877592E-001  0.214448       0.145243                 NaN  0.782922E-001            NaN            NaN            NaN            NaN
  1287.36        500.000        99.4781       0.211305       0.901571E-001  0.143993                 NaN  0.764283E-001            NaN            NaN            NaN            NaN
  1286.29        500.000        99.4800       0.208882       0.940086E-001  0.143168                 NaN  0.739222E-001            NaN            NaN            NaN            NaN
  1285.23        500.000        99.4831       0.206418       0.962929E-001  0.142105                 NaN  0.720346E-001            NaN            NaN            NaN            NaN
  1284.17        500.000        99.4855       0.204337       0.990536E-001  0.141186                 NaN  0.698797E-001            NaN            NaN            NaN            NaN
  1283.11        500.000        99.4880       0.987160E-001  0.203874       0.140409                 NaN  0.689767E-001            NaN            NaN            NaN            NaN
  1282.05        500.000        99.4909       0.107751       0.197383       0.139232                 NaN  0.647764E-001            NaN            NaN            NaN            NaN
  1280.99        500.000        99.4942       0.195210       0.109413       0.138083                 NaN  0.631045E-001            NaN            NaN            NaN            NaN
  1279.93        500.000        94.1887       0.578913        1.33457       0.717212                 NaN            NaN            NaN   3.18058                 NaN            NaN
  1278.87        500.000        93.8925       0.587714        1.41207       0.749901                 NaN            NaN            NaN   3.35783                 NaN            NaN
  1277.81        500.000        94.1527        1.38192       0.545311       0.721902                 NaN            NaN            NaN   3.19817                 NaN            NaN
  1276.75        500.000        94.4510       0.495959        1.34101       0.688367                 NaN  0.165558E-004            NaN   3.02367                 NaN            NaN
  1275.69        500.000        94.6948       0.447903        1.31755       0.661478                 NaN            NaN            NaN   2.87830                 NaN            NaN
  1274.63        500.000        94.9083       0.387892        1.31638       0.638117                 NaN            NaN            NaN   2.74930                 NaN            NaN
  1273.57        500.000        95.1215        1.30980       0.331069       0.614228                 NaN            NaN            NaN   2.62336                 NaN            NaN
  1272.51        500.000        95.1023        1.29377       0.339026       0.617303                 NaN            NaN            NaN   2.62529       0.222787E-001            NaN
  1271.45        500.000        93.5421       0.789951        1.19696       0.799129                 NaN            NaN            NaN   3.46771       0.204139                 NaN
  1270.39        500.000        93.9210       0.701252        1.17918       0.756122                 NaN  0.386839E-005            NaN   3.25248       0.189976                 NaN
  1269.33        500.000        94.2539        1.78719                 NaN  0.717264                 NaN            NaN            NaN   3.06360       0.178007                 NaN
  1268.27        500.000        94.5576        1.70057                 NaN  0.681597                 NaN            NaN            NaN   2.89314       0.167139                 NaN
  1267.21        500.000        94.8424        1.61887                 NaN  0.647882                 NaN            NaN            NaN   2.73369       0.157145                 NaN
  1266.15        500.000        95.0918        1.54690                 NaN  0.618226                 NaN            NaN            NaN   2.59469       0.148433                 NaN
  1265.09        500.000        95.3229        1.47978                 NaN  0.590669                 NaN            NaN            NaN   2.46627       0.140347                 NaN
  1264.03        500.000        95.5312        1.41079                 NaN  0.566176                 NaN  0.741781E-002            NaN   2.35113       0.133277                 NaN
  1262.97        500.000        95.7334        1.27992                 NaN  0.543462                 NaN  0.679447E-001            NaN   2.24620       0.129097                 NaN
  1261.91        500.000        95.9121        1.23493                 NaN  0.521557                 NaN  0.613987E-001            NaN   2.14737       0.122693                 NaN
  1260.85        500.000        96.0803        1.18443                 NaN  0.500821                 NaN  0.614544E-001            NaN   2.05578       0.117179                 NaN
  1259.79        500.000        96.2406        1.13549                 NaN  0.481050                 NaN  0.616790E-001            NaN   1.96930       0.111890                 NaN
  1258.73        500.000        96.3796        1.08861                 NaN  0.463568                 NaN  0.665295E-001            NaN   1.89402       0.107628                 NaN
  1257.67        500.000        96.5153        1.05386                 NaN  0.446725                 NaN  0.610896E-001            NaN   1.82030       0.102752                 NaN
  1256.60        500.000        96.6408        1.01104                 NaN  0.430926                 NaN  0.650436E-001            NaN   1.75333       0.988341E-001            NaN
  1255.54        500.000        96.7761       0.960447                 NaN  0.414051                 NaN  0.705473E-001            NaN   1.68388       0.949613E-001            NaN
  1254.48        500.000        96.8517       0.954493                 NaN  0.403977                 NaN  0.609656E-001            NaN   1.63749       0.913638E-001            NaN
  1253.42        500.000        96.9687       0.916318                 NaN  0.389388                 NaN  0.607233E-001            NaN   1.57730       0.875922E-001            NaN
  1252.36        500.000        97.0649       0.887433                 NaN  0.377058                 NaN  0.606474E-001            NaN   1.52563       0.843315E-001            NaN
  1251.30        500.000        97.1556       0.859571                 NaN  0.365323                 NaN  0.606152E-001            NaN   1.47759       0.812868E-001            NaN
  1250.24        500.000        97.2418       0.837806                 NaN  0.354283                 NaN  0.565908E-001            NaN   1.43141       0.780752E-001            NaN
  1249.18        500.000        97.3229       0.813958                 NaN  0.343767                 NaN  0.555948E-001            NaN   1.38847       0.752641E-001            NaN
  1248.12        500.000        97.4000       0.794070                 NaN  0.333733                 NaN  0.522434E-001            NaN   1.34749       0.724454E-001            NaN
  1247.06        500.000        97.4733       0.770913                 NaN  0.324100                 NaN  0.527971E-001            NaN   1.30899       0.699474E-001            NaN
  1246.00        500.000        97.5434       0.750850                 NaN  0.314881                 NaN  0.514799E-001            NaN   1.27194       0.674847E-001            NaN
  1244.94        500.000        97.6106       0.735891                 NaN  0.306140                 NaN  0.460149E-001            NaN   1.23650       0.648265E-001            NaN
  1243.88        500.000        97.6714       0.715943                 NaN  0.297855                 NaN  0.473486E-001            NaN   1.20461       0.628174E-001            NaN
  1242.82        500.000        97.7523       0.695165                 NaN  0.287967                 NaN  0.394174E-001            NaN   1.16525       0.598728E-001            NaN
  1241.76        500.000        97.7730       0.701017                 NaN  0.284088                 NaN  0.364856E-001            NaN   1.14716       0.582701E-001            NaN
  1240.70        500.000        97.8454       0.666330                 NaN  0.274533                 NaN  0.433732E-001            NaN   1.11380       0.565259E-001            NaN
  1239.64        500.000        97.8984       0.652033                 NaN  0.267556                 NaN  0.414215E-001            NaN   1.08606       0.545693E-001            NaN
  1238.58        500.000        97.9504       0.645864                 NaN  0.260607                 NaN  0.326558E-001            NaN   1.05824       0.522496E-001            NaN
  1237.52        500.000        97.9983       0.630481                 NaN  0.253985                 NaN  0.329627E-001            NaN   1.03372       0.505696E-001            NaN
  1236.46        500.000        98.0450       0.625543                 NaN  0.247954                 NaN  0.242216E-001            NaN   1.00878       0.484915E-001            NaN
  1235.40        500.000        98.0922       0.605836                 NaN  0.241615                 NaN  0.288483E-001            NaN  0.984648       0.468908E-001            NaN
  1234.34        500.000        98.1338       0.603923                 NaN  0.235528                 NaN  0.192303E-001            NaN  0.962402       0.451380E-001            NaN
  1233.28        500.000        98.1745       0.591821                 NaN  0.230122                 NaN  0.187601E-001            NaN  0.941234       0.435395E-001            NaN
  1232.22        500.000        98.2150       0.585244                 NaN  0.224681                 NaN  0.134391E-001            NaN  0.919880       0.418035E-001            NaN
  1231.16        500.000        98.2540       0.570747                 NaN  0.219146                 NaN  0.153206E-001            NaN  0.900271       0.405609E-001            NaN
  1230.10        500.000        98.2899       0.573466                 NaN  0.214426                 NaN  0.344590E-002            NaN  0.880140       0.385855E-001            NaN
  1229.04        500.000        98.3252       0.564511                 NaN  0.209378                 NaN  0.167431E-002            NaN  0.862054       0.372274E-001            NaN
  1227.98        500.000        98.3698       0.548862                 NaN  0.203857                 NaN            NaN            NaN  0.841552       0.359255E-001            NaN
  1226.92        500.000        98.3996       0.542804                 NaN  0.199265                 NaN            NaN            NaN  0.823793       0.345432E-001            NaN
  1225.85        500.000        98.4234       0.536743                 NaN  0.196624                 NaN            NaN            NaN  0.810125       0.330750E-001            NaN
  1224.79        500.000        98.4600       0.523799                 NaN  0.191002                 NaN            NaN            NaN  0.792947       0.322737E-001            NaN
  1223.73        500.000        98.4928       0.513226                 NaN  0.187843                 NaN            NaN            NaN  0.775577       0.305147E-001            NaN
  1222.67        500.000        98.5198       0.503371                 NaN  0.180655                 NaN            NaN            NaN  0.764992       0.311563E-001            NaN
  1221.61        500.000        98.5605       0.489453                 NaN  0.176374                 NaN            NaN            NaN  0.744248       0.294044E-001            NaN
  1220.55        500.000        98.5850       0.482555                 NaN  0.174507                 NaN            NaN            NaN  0.730211       0.277168E-001            NaN
  1219.49        500.000        98.6132       0.473533                 NaN  0.171313                 NaN  0.142212E-005            NaN  0.715513       0.264694E-001            NaN
  1218.43        500.000        98.6396       0.464499                 NaN  0.167166                 NaN            NaN            NaN  0.702948       0.257627E-001            NaN
  1217.37        500.000        98.6680       0.455535                 NaN  0.163334                 NaN            NaN            NaN  0.688318       0.247786E-001            NaN
  1216.31        500.000        98.6991       0.443739                 NaN  0.158533                 NaN            NaN            NaN  0.674386       0.242744E-001            NaN
  1215.25        500.000        98.7229       0.435903                 NaN  0.155682                 NaN            NaN            NaN  0.662314       0.232229E-001            NaN
  1214.19        500.000        98.7512       0.425164                 NaN  0.150519                 NaN            NaN            NaN  0.650087       0.230469E-001            NaN
  1213.13        500.000        98.7756       0.417603                 NaN  0.147698                 NaN            NaN            NaN  0.637097       0.219583E-001            NaN
  1212.07        500.000        98.3656       0.609848                 NaN  0.279203                 NaN            NaN            NaN  0.673059       0.723232E-001            NaN
  1211.01        500.000        97.8177       0.170486E-004            NaN  0.229171                 NaN  0.379963                 NaN   1.50142       0.167536E-002  0.700314E-001
  1209.95        500.000        84.8887       0.881624                 NaN   1.18514                 NaN  0.846789                 NaN   5.79552       0.156175        6.24606     
  1208.89        500.000        65.8770        5.87869       0.212661        2.95312                 NaN            NaN            NaN   12.2572       0.203557        12.6177     
  1207.83        500.000        92.4033       0.170326E-001   1.42587       0.627523                 NaN            NaN            NaN   2.80563       0.746947E-001   2.64594     
  1206.77        500.000        96.7841       0.377233       0.135176       0.255132                 NaN            NaN            NaN   1.18550       0.277744E-001   1.23504     
  1205.71        500.000        97.6907       0.143772                 NaN  0.130038                 NaN            NaN            NaN  0.925067       0.382452E-001   1.07221     
  1204.65        500.000        99.2748       0.281330E-002  0.123458       0.887069E-001            NaN            NaN            NaN  0.660273E-001            NaN  0.444222     
  1203.59        500.000        99.5944       0.222740                 NaN  0.169169E-001            NaN            NaN            NaN  0.165982                 NaN            NaN
  1202.53        500.000        99.5263       0.666909E-001            NaN  0.417814E-001            NaN            NaN            NaN  0.159844                 NaN  0.205412     
  1201.47        500.000        99.6375       0.104903                 NaN  0.338833E-001            NaN            NaN            NaN  0.220641       0.304642E-002            NaN
  1200.41        500.000        94.9373       0.784980       0.330164E-005  0.411250                 NaN            NaN            NaN   1.91193       0.407809E-001   1.91376     
  1199.35        500.000        94.1878       0.806344                 NaN  0.445903                 NaN            NaN            NaN   2.24743       0.466156E-001   2.26590     
  1198.29        500.000        88.5533        1.93093                 NaN   1.00901                 NaN            NaN            NaN   4.17029       0.562796E-001   4.28016     
  1197.23        500.000        90.3974        1.42494       0.413862E-003  0.804551                 NaN  0.359334E-001            NaN   3.60505       0.587215E-001   3.67296     
  1196.16        500.000        98.4320       0.177209       0.426073E-001  0.125559                 NaN            NaN            NaN  0.601773       0.120467E-001  0.608804     
  1195.10        500.000        99.9336       0.458887E-002  0.521296E-002  0.537805E-002            NaN            NaN            NaN  0.253212E-001  0.450351E-003  0.254630E-001
  1194.04        500.000        71.3874        4.25286                 NaN   2.31831                 NaN            NaN            NaN   10.8829       0.175581        10.9830     
  1192.98        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1191.92        500.000        99.9992       0.758756E-004            NaN  0.657528E-004            NaN  0.349601E-004            NaN  0.298139E-003  0.382485E-005  0.299572E-003
  1190.86        500.000        99.9994       0.610251E-004  0.669512E-005  0.487180E-004            NaN            NaN            NaN  0.214836E-003  0.514091E-005  0.270991E-003
  1189.80        500.000        53.0118        6.02688                 NaN   3.60585                 NaN            NaN            NaN   18.7823       0.269687        18.3035     
  1188.74        500.000                 NaN   11.8669                 NaN   7.43400                 NaN            NaN            NaN   40.7908       0.570763        39.3375     
  1187.68        500.000                 NaN   11.8669                 NaN   7.43400                 NaN            NaN            NaN   40.7908       0.570763        39.3375     
  1186.62        500.000                 NaN   11.8669                 NaN   7.43400                 NaN            NaN            NaN   40.7908       0.570762        39.3375     
  1185.56        500.000                 NaN   11.8669                 NaN   7.43400                 NaN            NaN            NaN   40.7908       0.570761        39.3375     
  1184.50        500.000                 NaN   11.8669                 NaN   7.43400                 NaN            NaN            NaN   40.7908       0.570762        39.3375     
  1183.44        500.000                 NaN   11.8669                 NaN   7.43400                 NaN            NaN            NaN   40.7908       0.570762        39.3375     
  1182.38        500.000                 NaN   11.8669                 NaN   7.43400                 NaN            NaN            NaN   40.7908       0.570762        39.3375     
