|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3.5/K22/K22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         ne             lc            
  1596.60        2500.00        99.1422       0.781416       0.763806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.01        2500.00        98.3757        1.48332       0.140950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.43        2500.00        99.8166       0.166451       0.169028E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.85        2500.00        99.2858       0.652862       0.613597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.27        2500.00        99.1753       0.753021       0.717155E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.68        2500.00        99.1819       0.747317       0.707758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.10        2500.00        99.1894       0.740741       0.698959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.52        2500.00        99.1955       0.735261       0.692190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.94        2500.00        99.2059       0.727758       0.663837E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.35        2500.00        99.2062       0.728740       0.650940E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.77        2500.00        99.2209       0.714646       0.644464E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.19        2500.00        99.2249       0.709613       0.654459E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.61        2500.00        99.2316       0.706421       0.620215E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.02        2500.00        99.2345       0.703796       0.617442E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.44        2500.00        99.2476       0.691759       0.606676E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.86        2500.00        99.4834       0.474641       0.420010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.28        2500.00        99.8451       0.144689       0.102156E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.69        2500.00        98.4441        1.43595       0.119902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.11        2500.00        99.2691       0.673927       0.569930E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.53        2500.00        99.2674       0.679051       0.535007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.95        2500.00        97.8300        1.99960       0.170396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.36        2500.00        99.5849       0.378257       0.368507E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.78        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.20        2500.00        99.6942       0.301967       0.384808E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.62        2500.00        99.4097       0.524387       0.659343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.03        2500.00        99.3097       0.642193       0.480676E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.45        2500.00        99.3154       0.637269       0.473395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.87        2500.00        99.3197       0.632798       0.475072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.29        2500.00        99.3231       0.629876       0.470700E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.70        2500.00        99.3284       0.628094       0.435303E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.12        2500.00        99.3387       0.618592       0.426701E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.54        2500.00        99.3409       0.615489       0.435878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.96        2500.00        99.3442       0.614161       0.416726E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.37        2500.00        99.3501       0.608529       0.413862E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.79        2500.00        99.3509       0.609415       0.396799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.21        2500.00        99.3622       0.597657       0.401392E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.63        2500.00        99.3568       0.607302       0.359440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.04        2500.00        99.3702       0.591622       0.382131E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.46        2500.00        99.3749       0.588294       0.367835E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.88        2500.00        99.3757       0.589240       0.351093E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.30        2500.00        99.3814       0.582781       0.358185E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.71        2500.00        98.5882       0.633151       0.230085E-002  0.776337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.13        2500.00        99.9873                 NaN  0.767766E-002  0.503176E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.55        2500.00        99.2577                 NaN            NaN  0.742258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.97        2500.00        99.1949                 NaN  0.195377E-001  0.785564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.38        2500.00        99.1743                 NaN  0.800419E-002  0.817690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.80        2500.00        99.2463       0.193175                 NaN  0.560476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.22        2500.00        99.1983                 NaN            NaN  0.801675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.64        2500.00        99.1971                 NaN            NaN  0.802895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.05        2500.00        99.1943                 NaN            NaN  0.805738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.47        2500.00        99.1890                 NaN            NaN  0.811050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.89        2500.00        99.1987                 NaN            NaN  0.801276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.31        2500.00        99.1611                 NaN            NaN  0.838902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.72        2500.00        99.1720                 NaN            NaN  0.827954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.14        2500.00        99.0374                 NaN            NaN  0.211271       0.751360                 NaN            NaN            NaN            NaN            NaN            NaN
  1509.56        2500.00        98.7029                 NaN            NaN  0.793655       0.503430                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.98        2500.00        98.7126                 NaN            NaN  0.498903       0.788458                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.39        2500.00        98.7260                 NaN            NaN  0.493521       0.780467                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.81        2500.00        98.3883                 NaN            NaN  0.624895       0.986833                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.23        2500.00        99.1042                 NaN            NaN  0.346904       0.548887                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.65        2500.00        98.7640                 NaN            NaN  0.757165       0.478860                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.06        2500.00        98.7807                 NaN  0.241160E-004  0.471426       0.747862                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.48        2500.00        98.6383                 NaN            NaN  0.835239       0.526420                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.90        2500.00        99.2453                 NaN            NaN  0.288897       0.465845                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.32        2500.00        98.5238                 NaN            NaN  0.904882       0.571323                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.8272                 NaN            NaN  0.452924       0.719865                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.15        2500.00        98.8362                 NaN            NaN  0.715139       0.448649                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.57        2500.00        98.8484                 NaN            NaN  0.707804       0.443801                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.99        2500.00        98.8531                 NaN            NaN  0.439150       0.707765                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.40        2500.00        98.8754                 NaN  0.253227E-003  0.692105       0.432257                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.82        2500.00        98.8818                 NaN            NaN  0.430810       0.687413                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.24        2500.00        98.8902                 NaN  0.159581E-004  0.426276       0.683474                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.66        2500.00        98.8965                 NaN  0.154810E-003  0.680388       0.422987                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.07        2500.00        98.9080                 NaN            NaN  0.417424       0.674545                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.49        2500.00        98.9231                 NaN            NaN  0.412468       0.664470                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.91        2500.00        98.9295                 NaN            NaN  0.660927       0.409579                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.33        2500.00        98.9379                 NaN            NaN  0.405518       0.656569                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.74        2500.00        98.9452                 NaN            NaN  0.402129       0.652674                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.16        2500.00        98.9564                 NaN  0.318848E-005  0.647020       0.396562                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.58        2500.00        98.9654                 NaN            NaN  0.395001       0.639562                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.00        2500.00        99.5332                 NaN  0.649162E-001  0.863654E-001  0.315527                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.41        2500.00        98.4369                 NaN            NaN  0.593495       0.969588                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.83        2500.00        98.9901                 NaN            NaN  0.628508       0.381371                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.25        2500.00        98.9973                 NaN            NaN  0.379090       0.623613                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.67        2500.00        99.0056                 NaN            NaN  0.375034       0.619389                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.08        2500.00        99.0123                 NaN            NaN  0.371260       0.616473                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.50        2500.00        99.0200                 NaN  0.135447E-005  0.368922       0.611072                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.92        2500.00        99.0268                 NaN            NaN  0.364997       0.608210                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.34        2500.00        99.0320                 NaN            NaN  0.362142       0.605860                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.75        2500.00        97.6119                 NaN            NaN   1.00928       0.745755       0.633099                 NaN            NaN            NaN            NaN            NaN
  1454.17        2500.00        97.2660                 NaN  0.231089       0.827820       0.853255       0.821877                 NaN            NaN            NaN            NaN            NaN
  1452.59        2500.00        97.3164                 NaN  0.257324       0.819206       0.795103       0.811926                 NaN            NaN            NaN            NaN            NaN
  1451.01        2500.00        97.3763                 NaN  0.255054       0.803634       0.771159       0.793818                 NaN            NaN            NaN            NaN            NaN
  1449.42        2500.00        97.4424                 NaN  0.251852       0.747276       0.784005       0.774474                 NaN            NaN            NaN            NaN            NaN
  1447.84        2500.00        97.4997                 NaN  0.249648       0.724661       0.768539       0.757475                 NaN            NaN            NaN            NaN            NaN
  1446.26        2500.00        97.5546                 NaN  0.247529       0.703031       0.753707       0.741153                 NaN            NaN            NaN            NaN            NaN
  1444.68        2500.00        97.6065                 NaN  0.245159       0.683699       0.738650       0.725957                 NaN            NaN            NaN            NaN            NaN
  1443.09        2500.00        97.6613                 NaN  0.242933       0.723923       0.662407       0.709408                 NaN            NaN            NaN            NaN            NaN
  1441.51        2500.00        97.7105                 NaN  0.240969       0.709764       0.643811       0.694994                 NaN            NaN            NaN            NaN            NaN
  1439.93        2500.00        97.7571                 NaN  0.238984       0.626339       0.696350       0.681209                 NaN            NaN            NaN            NaN            NaN
  1438.35        2500.00        97.8049                 NaN  0.236669       0.607487       0.683986       0.666992                 NaN            NaN            NaN            NaN            NaN
  1436.76        2500.00        97.8436                 NaN  0.235922       0.673949       0.591191       0.655289                 NaN            NaN            NaN            NaN            NaN
  1435.18        2500.00        97.8982                 NaN  0.231979       0.656964       0.574351       0.638504                 NaN            NaN            NaN            NaN            NaN
  1433.60        2500.00        97.9329                 NaN  0.231456       0.648528       0.558765       0.628349                 NaN            NaN            NaN            NaN            NaN
  1432.02        2500.00        97.9719                 NaN  0.234157       0.638076       0.538459       0.617423                 NaN            NaN            NaN            NaN            NaN
  1430.43        2500.00        98.0126                 NaN  0.223723       0.624906       0.534957       0.603839                 NaN            NaN            NaN            NaN            NaN
  1428.85        2500.00        98.0496                 NaN  0.225591       0.615386       0.516190       0.593282                 NaN            NaN            NaN            NaN            NaN
  1427.27        2500.00        98.0756                 NaN  0.229087       0.495389       0.609722       0.590229                 NaN            NaN            NaN            NaN            NaN
  1425.69        2500.00        98.1120                 NaN  0.220477       0.497945       0.597716       0.571815                 NaN            NaN            NaN            NaN            NaN
  1424.10        2500.00        98.1554                 NaN  0.221647       0.585535       0.475838       0.561605                 NaN            NaN            NaN            NaN            NaN
  1422.52        2500.00        98.1885                 NaN  0.220231       0.463144       0.576533       0.551546                 NaN            NaN            NaN            NaN            NaN
  1420.94        2500.00        98.2198                 NaN  0.218947       0.451270       0.567978       0.542017                 NaN            NaN            NaN            NaN            NaN
  1419.36        2500.00        98.2518                 NaN  0.217238       0.439999       0.558553       0.532421                 NaN            NaN            NaN            NaN            NaN
  1417.78        2500.00        98.2816                 NaN  0.215991       0.429473       0.549475       0.523490                 NaN            NaN            NaN            NaN            NaN
  1416.19        2500.00        98.3054                 NaN  0.215467       0.545396       0.417434       0.516309                 NaN            NaN            NaN            NaN            NaN
  1414.61        2500.00        98.3408                 NaN  0.212656       0.407911       0.533421       0.505187                 NaN            NaN            NaN            NaN            NaN
  1413.03        2500.00        98.3563                 NaN  0.214078       0.401866       0.526191       0.501567                 NaN            NaN            NaN            NaN            NaN
  1411.45        2500.00        98.4039                 NaN  0.209040       0.517739       0.383845       0.485472                 NaN            NaN            NaN            NaN            NaN
  1409.86        2500.00        98.4206                 NaN  0.208820       0.510952       0.378768       0.480862                 NaN            NaN            NaN            NaN            NaN
  1408.28        2500.00        98.4442                 NaN  0.208106       0.504763       0.369201       0.473762                 NaN            NaN            NaN            NaN            NaN
  1406.70        2500.00        98.4668                 NaN  0.206728       0.497868       0.361464       0.467131                 NaN            NaN            NaN            NaN            NaN
  1405.12        2500.00        98.4928                 NaN  0.206392       0.490595       0.350903       0.459335                 NaN            NaN            NaN            NaN            NaN
  1403.53        2500.00        98.5179                 NaN  0.203283       0.344357       0.483590       0.450833                 NaN            NaN            NaN            NaN            NaN
  1401.95        2500.00        98.5395                 NaN  0.202831       0.335289       0.477816       0.444590                 NaN            NaN            NaN            NaN            NaN
  1400.37        2500.00        98.5606                 NaN  0.201736       0.327395       0.472321       0.437993                 NaN            NaN            NaN            NaN            NaN
  1398.79        2500.00        98.5827                 NaN  0.200523       0.465287       0.320313       0.431150                 NaN            NaN            NaN            NaN            NaN
  1397.20        2500.00        98.6032                 NaN  0.199335       0.459616       0.312859       0.424944                 NaN            NaN            NaN            NaN            NaN
  1395.62        2500.00        98.6241                 NaN  0.198083       0.305595       0.454041       0.418221                 NaN            NaN            NaN            NaN            NaN
  1394.04        2500.00        98.6437                 NaN  0.196574       0.448476       0.299129       0.412128                 NaN            NaN            NaN            NaN            NaN
  1392.46        2500.00        98.6618                 NaN  0.195845       0.443006       0.292783       0.406564                 NaN            NaN            NaN            NaN            NaN
  1390.87        2500.00        98.6817                 NaN  0.194346       0.437177       0.286433       0.400331                 NaN            NaN            NaN            NaN            NaN
  1389.29        2500.00        98.7001                 NaN  0.192716       0.280842       0.431816       0.394485                 NaN            NaN            NaN            NaN            NaN
  1387.71        2500.00        98.7191                 NaN  0.191161       0.274310       0.426937       0.388456                 NaN            NaN            NaN            NaN            NaN
  1386.13        2500.00        98.7360                 NaN  0.190282       0.422079       0.268303       0.383301                 NaN            NaN            NaN            NaN            NaN
  1384.54        2500.00        98.7530                 NaN  0.189045       0.262502       0.417676       0.377769                 NaN            NaN            NaN            NaN            NaN
  1382.96        2500.00        98.7711                 NaN  0.188347       0.256411       0.411666       0.372518                 NaN            NaN            NaN            NaN            NaN
  1381.38        2500.00        98.7869                 NaN  0.186195       0.407736       0.251920       0.367261                 NaN            NaN            NaN            NaN            NaN
  1379.80        2500.00        98.8038                 NaN  0.183892       0.248654       0.402090       0.361549                 NaN            NaN            NaN            NaN            NaN
  1378.21        2500.00        98.8174                 NaN  0.183885       0.241634       0.399572       0.357477                 NaN            NaN            NaN            NaN            NaN
  1376.63        2500.00        98.8334                 NaN  0.181639       0.394629       0.238166       0.352121                 NaN            NaN            NaN            NaN            NaN
  1375.05        2500.00        98.8487                 NaN  0.180203       0.389339       0.234412       0.347326                 NaN            NaN            NaN            NaN            NaN
  1373.47        2500.00        98.8600                 NaN  0.180263       0.229477       0.385789       0.344458                 NaN            NaN            NaN            NaN            NaN
  1371.88        2500.00        98.8825                 NaN  0.176152       0.379275       0.225856       0.336181                 NaN            NaN            NaN            NaN            NaN
  1370.30        2500.00        98.8921                 NaN  0.175799       0.376744       0.221921       0.333481                 NaN            NaN            NaN            NaN            NaN
  1368.72        2500.00        98.9057                 NaN  0.174351       0.372539       0.218179       0.329217                 NaN            NaN            NaN            NaN            NaN
  1367.14        2500.00        98.9203                 NaN  0.173513       0.369176       0.212466       0.324534                 NaN            NaN            NaN            NaN            NaN
  1365.55        2500.00        98.9307                 NaN  0.170373       0.213112       0.365137       0.320691                 NaN            NaN            NaN            NaN            NaN
  1363.97        2500.00        98.9451                 NaN  0.169011       0.209024       0.360715       0.316164                 NaN            NaN            NaN            NaN            NaN
  1362.39        2500.00        98.9573                 NaN  0.167427       0.356928       0.206134       0.312240                 NaN            NaN            NaN            NaN            NaN
  1360.81        2500.00        98.9697                 NaN  0.165983       0.203468       0.352631       0.308260                 NaN            NaN            NaN            NaN            NaN
  1359.22        2500.00        98.9809                 NaN  0.163846       0.201001       0.349771       0.304448                 NaN            NaN            NaN            NaN            NaN
  1357.64        2500.00        98.9936                 NaN  0.161856       0.345587       0.198858       0.300125                 NaN            NaN            NaN            NaN            NaN
  1356.06        2500.00        99.0053                 NaN  0.160681       0.342374       0.195110       0.296554                 NaN            NaN            NaN            NaN            NaN
  1354.48        2500.00        99.0162                 NaN  0.157638       0.337475       0.196060       0.292607                 NaN            NaN            NaN            NaN            NaN
  1352.89        2500.00        99.0260                 NaN  0.156608       0.191759       0.336069       0.289556                 NaN            NaN            NaN            NaN            NaN
  1351.31        2500.00        99.0389                 NaN  0.153934       0.191463       0.330510       0.285144                 NaN            NaN            NaN            NaN            NaN
  1349.73        2500.00        99.0490                 NaN  0.152021       0.190457       0.326820       0.281700                 NaN            NaN            NaN            NaN            NaN
  1348.15        2500.00        99.0593                 NaN  0.150122       0.323299       0.188994       0.278321                 NaN            NaN            NaN            NaN            NaN
  1346.56        2500.00        99.0699                 NaN  0.148145       0.187623       0.319553       0.274812                 NaN            NaN            NaN            NaN            NaN
  1344.98        2500.00        99.0789                 NaN  0.146066       0.186441       0.316926       0.271698                 NaN            NaN            NaN            NaN            NaN
  1343.40        2500.00        99.0884                 NaN  0.144071       0.311549       0.187195       0.268749                 NaN            NaN            NaN            NaN            NaN
  1341.82        2500.00        99.0988                 NaN  0.140940       0.186614       0.308901       0.264731                 NaN            NaN            NaN            NaN            NaN
  1340.23        2500.00        99.1085                 NaN  0.138781       0.185693       0.305562       0.261497                 NaN            NaN            NaN            NaN            NaN
  1338.65        2500.00        99.1171                 NaN  0.137172       0.184568       0.302367       0.258776                 NaN            NaN            NaN            NaN            NaN
  1337.07        2500.00        99.1266                 NaN  0.134093       0.297766       0.186252       0.255334                 NaN            NaN            NaN            NaN            NaN
  1335.49        2500.00        99.1343                 NaN  0.132208       0.295012       0.185687       0.252809                 NaN            NaN            NaN            NaN            NaN
  1333.90        2500.00        99.1440                 NaN  0.129525       0.291172       0.185937       0.249328                 NaN            NaN            NaN            NaN            NaN
  1332.32        2500.00        99.1518                 NaN  0.127001       0.187244       0.287279       0.246655                 NaN            NaN            NaN            NaN            NaN
  1330.74        2500.00        99.1604                 NaN  0.124600       0.284213       0.187138       0.243689                 NaN            NaN            NaN            NaN            NaN
  1329.16        2500.00        99.1680                 NaN  0.122128       0.280119       0.188700       0.241044                 NaN            NaN            NaN            NaN            NaN
  1327.57        2500.00        99.1726                 NaN  0.117995       0.195247       0.274653       0.239477                 NaN            NaN            NaN            NaN            NaN
  1325.99        2500.00        99.1877                 NaN  0.118359       0.185770       0.274059       0.234151                 NaN            NaN            NaN            NaN            NaN
  1324.41        2500.00        99.1787                 NaN  0.112472       0.250612       0.218712       0.239525                 NaN            NaN            NaN            NaN            NaN
  1322.83        2500.00        99.2077                 NaN  0.111113       0.279745       0.176989       0.224409                 NaN            NaN            NaN            NaN            NaN
  1321.24        2500.00        99.2039                 NaN  0.107707       0.200408       0.259672       0.228329                 NaN            NaN            NaN            NaN            NaN
  1319.66        2500.00        99.2138                 NaN  0.105874       0.257308       0.198110       0.224946                 NaN            NaN            NaN            NaN            NaN
  1318.08        2500.00        99.2199                 NaN  0.102905       0.201441       0.252938       0.222789                 NaN            NaN            NaN            NaN            NaN
  1316.50        2500.00        99.2268                 NaN  0.100335       0.203181       0.249234       0.220412                 NaN            NaN            NaN            NaN            NaN
  1314.91        2500.00        99.2330                 NaN  0.977259E-001  0.244168       0.206738       0.218329                 NaN            NaN            NaN            NaN            NaN
  1313.33        2500.00        99.2394                 NaN  0.937306E-001  0.240244       0.210954       0.215706                 NaN            NaN            NaN            NaN            NaN
  1311.75        2500.00        99.2458                 NaN  0.914375E-001  0.212960       0.236173       0.213623                 NaN            NaN            NaN            NaN            NaN
  1310.17        2500.00        99.2523                 NaN  0.886169E-001  0.215993       0.231720       0.211367                 NaN            NaN            NaN            NaN            NaN
  1308.58        2500.00        99.2580                 NaN  0.856586E-001  0.220650       0.226291       0.209371                 NaN            NaN            NaN            NaN            NaN
  1307.00        2500.00        99.2642                 NaN  0.827184E-001  0.223523       0.222493       0.207112                 NaN            NaN            NaN            NaN            NaN
  1305.42        2500.00        99.2699                 NaN  0.795123E-001  0.228472       0.216996       0.205163                 NaN            NaN            NaN            NaN            NaN
  1303.84        2500.00        99.2754                 NaN  0.764847E-001  0.234835       0.209862       0.203405                 NaN            NaN            NaN            NaN            NaN
  1302.25        2500.00        99.2798                 NaN  0.744124E-001  0.237162       0.206714       0.201874                 NaN            NaN            NaN            NaN            NaN
  1300.67        2500.00        99.2866                 NaN  0.691587E-001  0.203698       0.241886       0.198608                 NaN            NaN            NaN            NaN            NaN
  1299.09        2500.00        99.2909                 NaN  0.673821E-001  0.195903       0.248144       0.197629                 NaN            NaN            NaN            NaN            NaN
  1297.51        2500.00        99.2961                 NaN  0.639407E-001  0.188913       0.255182       0.195815                 NaN            NaN            NaN            NaN            NaN
  1295.92        2500.00        99.3005                 NaN  0.610452E-001  0.261156       0.183085       0.194206                 NaN            NaN            NaN            NaN            NaN
  1294.34        2500.00        85.8492                 NaN   1.19655        2.61518                 NaN   1.71134        8.62772                 NaN            NaN            NaN            NaN
  1292.76        2500.00        84.8948                 NaN   1.25556        2.79814                 NaN   1.81829        9.23321                 NaN            NaN            NaN            NaN
  1291.18        2500.00        84.3931                 NaN   1.29382        2.88647                 NaN   1.87432        9.55227                 NaN            NaN            NaN            NaN
  1289.59        2500.00        84.7451                 NaN   1.25814        2.83993                 NaN   1.83556        9.32126                 NaN            NaN            NaN            NaN
  1288.01        2500.00        86.0069                 NaN   1.18960        2.57860                 NaN   1.68921        8.53568                 NaN            NaN            NaN            NaN
  1286.43        2500.00        87.3933                 NaN   1.08958        2.32656                 NaN   1.53097        7.65963                 NaN            NaN            NaN            NaN
  1284.85        2500.00        88.7681                 NaN  0.988118        2.08100                 NaN   1.37375        6.78906                 NaN            NaN            NaN            NaN
  1283.26        2500.00        79.2562                 NaN   1.62025        3.43250                 NaN   2.46765        12.5881       0.635382                 NaN            NaN            NaN
  1281.68        2500.00        78.8390                 NaN   1.65981        3.35614                 NaN   2.49765        12.8110       0.836395                 NaN            NaN            NaN
