|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/ALH/ALH_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           an             San(TH)        ilm            q              hed           
  1567.31        2500.00       0.269701E-001   99.8803                 NaN            NaN  0.573059E-001  0.354064E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.89        2500.00                 NaN   99.3621                 NaN            NaN  0.574461       0.634230E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.47        2500.00                 NaN   99.3624                 NaN            NaN  0.577229       0.603553E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.04        2500.00                 NaN   99.3712                 NaN            NaN  0.567054       0.617602E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.62        2500.00                 NaN   99.3748                 NaN            NaN  0.565036       0.601231E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.20        2500.00                 NaN   99.3778                 NaN            NaN  0.563194       0.590168E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.78        2500.00                 NaN   99.3831                 NaN            NaN  0.558597       0.582940E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.36        2500.00                 NaN   99.3895                 NaN            NaN  0.551582       0.589105E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.94        2500.00                 NaN   99.3809                 NaN            NaN  0.560800       0.583315E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.51        2500.00                 NaN   99.4101                 NaN            NaN  0.533917       0.559959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.09        2500.00                 NaN   99.4012                 NaN            NaN  0.542541       0.562975E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.67        2500.00                 NaN   99.4049                 NaN            NaN  0.539674       0.554522E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.25        2500.00                 NaN   99.3697                 NaN            NaN  0.569258       0.610182E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.83        2500.00                 NaN   99.4562                 NaN            NaN  0.493062       0.507869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.40        2500.00                 NaN   99.9961                 NaN            NaN            NaN  0.388215E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.98        2500.00                 NaN   98.8420                 NaN            NaN   1.05587       0.102088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.56        2500.00                 NaN   99.4333                 NaN            NaN  0.513482       0.532630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.14        2500.00                 NaN   99.4293                 NaN            NaN  0.518575       0.520799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.72        2500.00                 NaN   99.4346                 NaN            NaN  0.514868       0.505730E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.30        2500.00                 NaN   99.4363                 NaN            NaN  0.513595       0.500942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.87        2500.00                 NaN   99.3788                 NaN            NaN  0.562286       0.589295E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.45        2500.00                 NaN   99.4538                 NaN            NaN  0.272352       0.111713E-001  0.262713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.03        2500.00                 NaN   99.3228                 NaN            NaN  0.441493E-001  0.462491E-001  0.586813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.61        2500.00                 NaN   99.3054                 NaN            NaN  0.289076E-001            NaN  0.665674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.19        2500.00                 NaN   99.2177                 NaN            NaN  0.277529E-001  0.326920E-001  0.721848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.76        2500.00                 NaN   99.8902                 NaN            NaN  0.364017E-002            NaN  0.106112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.34        2500.00                 NaN   98.8312                 NaN            NaN  0.362176E-001            NaN   1.13262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.92        2500.00                 NaN   98.6942                 NaN            NaN  0.318796E-001            NaN   1.27389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.50        2500.00                 NaN   99.9356                 NaN            NaN  0.643568E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.08        2500.00                 NaN   99.3655                 NaN            NaN  0.792756E-001  0.184648       0.370600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.66        2500.00                 NaN   99.3294                 NaN            NaN            NaN            NaN  0.670602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.23        2500.00                 NaN   99.3214                 NaN            NaN  0.197508                 NaN  0.481136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.81        2500.00                 NaN   99.2018                 NaN            NaN            NaN            NaN  0.798184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.39        2500.00                 NaN   99.6168                 NaN            NaN            NaN            NaN  0.383201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.97        2500.00                 NaN   99.1170                 NaN            NaN            NaN            NaN  0.882954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.55        2500.00                 NaN   99.3389                 NaN            NaN  0.378963                 NaN  0.282113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.12        2500.00                 NaN   99.2926                 NaN            NaN            NaN            NaN  0.707401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.70        2500.00                 NaN   99.3304                 NaN            NaN            NaN            NaN  0.669642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.28        2500.00                 NaN   99.3111                 NaN            NaN            NaN            NaN  0.688911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.86        2500.00                 NaN   99.3077                 NaN            NaN            NaN            NaN  0.692307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.44        2500.00       0.258332E-002   99.3001                 NaN            NaN            NaN            NaN  0.697315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.01        2500.00       0.691850E-002   99.2913                 NaN            NaN            NaN            NaN  0.701813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.59        2500.00       0.685909E-002   99.2863                 NaN            NaN            NaN            NaN  0.706844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.17        2500.00       0.679041E-002   99.2827                 NaN            NaN            NaN            NaN  0.710463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.75        2500.00       0.671835E-002   99.2775                 NaN            NaN            NaN            NaN  0.715801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.33        2500.00       0.663606E-002   99.2728                 NaN            NaN            NaN            NaN  0.720583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.91        2500.00       0.657136E-002   99.2637                 NaN            NaN            NaN            NaN  0.729708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.48        2500.00       0.648424E-002   99.2590                 NaN            NaN            NaN            NaN  0.734473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.06        2500.00       0.638841E-002   99.2439                 NaN            NaN            NaN            NaN  0.749753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.64        2500.00       0.470638E-002   99.0357                 NaN            NaN            NaN            NaN  0.433208       0.526342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.22        2500.00       0.352571E-002   98.9129                 NaN            NaN            NaN            NaN  0.708391       0.375194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.80        2500.00       0.342138E-002   98.9243                 NaN            NaN            NaN            NaN  0.372158       0.700140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.37        2500.00       0.333310E-002   98.9321                 NaN            NaN            NaN            NaN  0.369304       0.695305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.95        2500.00       0.322602E-002   98.9419                 NaN            NaN            NaN            NaN  0.688204       0.366658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.53        2500.00       0.311134E-002   98.9463                 NaN            NaN            NaN            NaN  0.364125       0.686435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.11        2500.00       0.301551E-002   98.9630                 NaN            NaN            NaN            NaN  0.673237       0.360723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.69        2500.00       0.294338E-002   98.9683                 NaN            NaN            NaN            NaN  0.358827       0.669939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.27        2500.00       0.282120E-002   98.9772                 NaN            NaN            NaN            NaN  0.356250       0.663683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.84        2500.00       0.273447E-002   98.9859                 NaN            NaN            NaN            NaN  0.657442       0.353902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.42        2500.00       0.263438E-002   98.9935                 NaN            NaN            NaN            NaN  0.351744       0.652106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.00        2500.00       0.254657E-002   99.0022                 NaN            NaN            NaN            NaN  0.348893       0.646408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.58        2500.00       0.247075E-002   99.0094                 NaN            NaN            NaN            NaN  0.641299       0.346878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.16        2500.00       0.237701E-002   99.0174                 NaN            NaN            NaN            NaN  0.344519       0.635679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.73        2500.00       0.229314E-002   99.0243                 NaN            NaN            NaN            NaN  0.631044       0.342340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.31        2500.00       0.220610E-002   99.0329                 NaN            NaN            NaN            NaN  0.624799       0.340136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.89        2500.00       0.185013E-002   99.1341                 NaN            NaN            NaN            NaN  0.304745       0.559333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.47        2500.00       0.225123E-002   98.9538                 NaN            NaN            NaN            NaN  0.368841       0.675084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.05        2500.00       0.198009E-002   99.0534                 NaN            NaN            NaN            NaN  0.333289       0.611346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.63        2500.00       0.188748E-002   99.0616                 NaN            NaN            NaN            NaN  0.331049       0.605436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.20        2500.00       0.183775E-002   99.0677                 NaN            NaN            NaN            NaN  0.601512       0.328992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.78        2500.00       0.175627E-002   99.0743                 NaN            NaN            NaN            NaN  0.326533       0.597369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.36        2500.00       0.168707E-002   99.0807                 NaN            NaN            NaN            NaN  0.325119       0.592518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.94        2500.00       0.161575E-002   99.0880                 NaN            NaN            NaN            NaN  0.322359       0.588044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.52        2500.00       0.155101E-002   99.0935                 NaN            NaN            NaN            NaN  0.584532       0.320466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.09        2500.00       0.145374E-002   99.0983                 NaN            NaN            NaN            NaN  0.580746       0.319530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.67        2500.00       0.140860E-002   99.1072                 NaN            NaN            NaN            NaN  0.574832       0.316604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.25        2500.00       0.134090E-002   99.1122                 NaN            NaN            NaN            NaN  0.571888       0.314565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.83        2500.00       0.127419E-002   99.1172                 NaN            NaN            NaN            NaN  0.569277       0.312227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.41        2500.00       0.123050E-002   99.1226                 NaN            NaN            NaN            NaN  0.565212       0.310949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.99        2500.00       0.114370E-002   99.1230                 NaN            NaN            NaN            NaN  0.565127       0.310737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.56        2500.00       0.110121E-002   99.1392                 NaN            NaN            NaN            NaN  0.305739       0.553933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.14        2500.00       0.107204E-002   99.1383                 NaN            NaN            NaN            NaN  0.555060       0.305594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.72        2500.00       0.100613E-002   99.1457                 NaN            NaN            NaN            NaN  0.302835       0.550499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.30        2500.00       0.954466E-003   99.1489                 NaN            NaN            NaN            NaN  0.548564       0.301596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.88        2500.00       0.898578E-003   99.1542                 NaN            NaN            NaN            NaN  0.299791       0.545115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.45        2500.00       0.801678E-003   99.1877                 NaN            NaN            NaN            NaN  0.287323       0.524129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.03        2500.00       0.816866E-003   99.1348                 NaN            NaN            NaN            NaN  0.306380       0.557995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00       0.750485E-003   99.1690                 NaN            NaN            NaN            NaN  0.294378       0.535866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1442.19        2500.00       0.699356E-003   99.1730                 NaN            NaN            NaN            NaN  0.533519       0.292758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.77        2500.00       0.153246E-003   99.1461                 NaN            NaN            NaN            NaN  0.267183       0.567922                 NaN  0.186812E-001            NaN            NaN            NaN            NaN            NaN
  1439.35        2500.00                 NaN   99.1347                 NaN            NaN            NaN            NaN  0.253624       0.583403                 NaN  0.282348E-001            NaN            NaN            NaN            NaN            NaN
  1437.92        2500.00                 NaN   99.1406                 NaN            NaN            NaN            NaN  0.252495       0.579108                 NaN  0.278056E-001            NaN            NaN            NaN            NaN            NaN
  1436.50        2500.00                 NaN   99.1461                 NaN            NaN            NaN            NaN  0.250851       0.575782                 NaN  0.273144E-001            NaN            NaN            NaN            NaN            NaN
  1435.08        2500.00                 NaN   99.1517                 NaN            NaN            NaN            NaN  0.571382       0.250112                 NaN  0.267688E-001            NaN            NaN            NaN            NaN            NaN
  1433.66        2500.00                 NaN   99.1570                 NaN            NaN            NaN            NaN  0.248864       0.567802                 NaN  0.263466E-001            NaN            NaN            NaN            NaN            NaN
  1432.24        2500.00                 NaN   98.7891                 NaN            NaN            NaN            NaN  0.366988       0.635544                 NaN  0.520189E-001  0.156364                 NaN            NaN            NaN            NaN
  1430.81        2500.00                 NaN   97.3702                 NaN            NaN            NaN            NaN  0.819030       0.899246                 NaN  0.151475       0.760009                 NaN            NaN            NaN            NaN
  1429.39        2500.00                 NaN   97.4445                 NaN            NaN            NaN            NaN  0.874300       0.796616                 NaN  0.146136       0.738488                 NaN            NaN            NaN            NaN
  1427.97        2500.00                 NaN   97.5155                 NaN            NaN            NaN            NaN  0.773506       0.851645                 NaN  0.141436       0.717932                 NaN            NaN            NaN            NaN
  1426.55        2500.00                 NaN   97.5810                 NaN            NaN            NaN            NaN  0.831586       0.751388                 NaN  0.137015       0.699018                 NaN            NaN            NaN            NaN
  1425.13        2500.00                 NaN   97.6477                 NaN            NaN            NaN            NaN  0.731366       0.808734                 NaN  0.132567       0.679641                 NaN            NaN            NaN            NaN
  1423.71        2500.00                 NaN   97.7078                 NaN            NaN            NaN            NaN  0.714243       0.787789                 NaN  0.127985       0.662219                 NaN            NaN            NaN            NaN
  1422.28        2500.00                 NaN   97.7669                 NaN            NaN            NaN            NaN  0.695547       0.768425                 NaN  0.124193       0.644933                 NaN            NaN            NaN            NaN
  1420.86        2500.00                 NaN   97.8189                 NaN            NaN            NaN            NaN  0.680036       0.749982                 NaN  0.120677       0.630453                 NaN            NaN            NaN            NaN
  1419.44        2500.00                 NaN   97.8792                 NaN            NaN            NaN            NaN  0.730744       0.661142                 NaN  0.116604       0.612291                 NaN            NaN            NaN            NaN
  1418.02        2500.00                 NaN   97.9235                 NaN            NaN            NaN            NaN  0.716489       0.647031                 NaN  0.113281       0.599657                 NaN            NaN            NaN            NaN
  1416.60        2500.00                 NaN   97.9755                 NaN            NaN            NaN            NaN  0.631340       0.699522                 NaN  0.109595       0.584072                 NaN            NaN            NaN            NaN
  1415.17        2500.00                 NaN   98.0214                 NaN            NaN            NaN            NaN  0.682808       0.618600                 NaN  0.106436       0.570755                 NaN            NaN            NaN            NaN
  1413.75        2500.00                 NaN   98.0662                 NaN            NaN            NaN            NaN  0.605497       0.667329                 NaN  0.103306       0.557705                 NaN            NaN            NaN            NaN
  1412.33        2500.00                 NaN   98.1076                 NaN            NaN            NaN            NaN  0.593320       0.653157                 NaN  0.100396       0.545531                 NaN            NaN            NaN            NaN
  1410.91        2500.00                 NaN   98.1503                 NaN            NaN            NaN            NaN  0.638821       0.580653                 NaN  0.972434E-001  0.532996                 NaN            NaN            NaN            NaN
  1409.49        2500.00                 NaN   98.1778                 NaN            NaN            NaN            NaN  0.631055       0.570325                 NaN  0.955918E-001  0.525194                 NaN            NaN            NaN            NaN
  1408.07        2500.00                 NaN   98.2378                 NaN            NaN            NaN            NaN  0.607209       0.556945                 NaN  0.909981E-001  0.507059                 NaN            NaN            NaN            NaN
  1406.64        2500.00                 NaN   98.2630                 NaN            NaN            NaN            NaN  0.599667       0.547975                 NaN  0.892945E-001  0.500057                 NaN            NaN            NaN            NaN
  1405.22        2500.00                 NaN   98.2990                 NaN            NaN            NaN            NaN  0.587445       0.537335                 NaN  0.868061E-001  0.489395                 NaN            NaN            NaN            NaN
  1403.80        2500.00                 NaN   98.3319                 NaN            NaN            NaN            NaN  0.575884       0.528316                 NaN  0.842981E-001  0.479626                 NaN            NaN            NaN            NaN
  1402.38        2500.00                 NaN   98.3653                 NaN            NaN            NaN            NaN  0.563726       0.519386                 NaN  0.818135E-001  0.469789                 NaN            NaN            NaN            NaN
  1400.96        2500.00                 NaN   98.3967                 NaN            NaN            NaN            NaN  0.552998       0.509999                 NaN  0.796720E-001  0.460628                 NaN            NaN            NaN            NaN
  1399.53        2500.00                 NaN   98.4200                 NaN            NaN            NaN            NaN  0.543959       0.504191                 NaN  0.777834E-001  0.454101                 NaN            NaN            NaN            NaN
  1398.11        2500.00                 NaN   98.4628                 NaN            NaN            NaN            NaN  0.529718       0.491816                 NaN  0.749000E-001  0.440810                 NaN            NaN            NaN            NaN
  1396.69        2500.00                 NaN   98.4833                 NaN            NaN            NaN            NaN  0.486476       0.522027                 NaN  0.732124E-001  0.434997                 NaN            NaN            NaN            NaN
  1395.27        2500.00                 NaN   98.5134                 NaN            NaN            NaN            NaN  0.511134       0.478407                 NaN  0.709935E-001  0.426067                 NaN            NaN            NaN            NaN
  1393.85        2500.00                 NaN   98.5383                 NaN            NaN            NaN            NaN  0.502305       0.471488                 NaN  0.691799E-001  0.418742                 NaN            NaN            NaN            NaN
  1392.42        2500.00                 NaN   98.5636                 NaN            NaN            NaN            NaN  0.464395       0.493423                 NaN  0.673052E-001  0.411236                 NaN            NaN            NaN            NaN
  1391.00        2500.00                 NaN   98.5886                 NaN            NaN            NaN            NaN  0.458397       0.483885                 NaN  0.653168E-001  0.403797                 NaN            NaN            NaN            NaN
  1389.58        2500.00                 NaN   98.6121                 NaN            NaN            NaN            NaN  0.475659       0.451847                 NaN  0.635810E-001  0.396780                 NaN            NaN            NaN            NaN
  1388.16        2500.00                 NaN   98.6359                 NaN            NaN            NaN            NaN  0.466584       0.446059                 NaN  0.617747E-001  0.389718                 NaN            NaN            NaN            NaN
  1386.74        2500.00                 NaN   98.6582                 NaN            NaN            NaN            NaN  0.458342       0.440276                 NaN  0.600795E-001  0.383057                 NaN            NaN            NaN            NaN
  1385.32        2500.00                 NaN   98.6799                 NaN            NaN            NaN            NaN  0.450347       0.434941                 NaN  0.583281E-001  0.376528                 NaN            NaN            NaN            NaN
  1383.89        2500.00                 NaN   98.7007                 NaN            NaN            NaN            NaN  0.429704       0.442487                 NaN  0.567362E-001  0.370330                 NaN            NaN            NaN            NaN
  1382.47        2500.00                 NaN   98.7208                 NaN            NaN            NaN            NaN  0.424361       0.435552                 NaN  0.550850E-001  0.364213                 NaN            NaN            NaN            NaN
  1381.05        2500.00                 NaN   98.7416                 NaN            NaN            NaN            NaN  0.419589       0.427168                 NaN  0.535606E-001  0.358105                 NaN            NaN            NaN            NaN
  1379.63        2500.00                 NaN   98.7604                 NaN            NaN            NaN            NaN  0.414813       0.420242                 NaN  0.520581E-001  0.352488                 NaN            NaN            NaN            NaN
  1378.21        2500.00                 NaN   98.7792                 NaN            NaN            NaN            NaN  0.412768       0.410601                 NaN  0.505637E-001  0.346893                 NaN            NaN            NaN            NaN
  1376.78        2500.00                 NaN   98.7972                 NaN            NaN            NaN            NaN  0.406508       0.405936                 NaN  0.490070E-001  0.341360                 NaN            NaN            NaN            NaN
  1375.36        2500.00                 NaN   98.8146                 NaN            NaN            NaN            NaN  0.402284       0.399094                 NaN  0.477636E-001  0.336262                 NaN            NaN            NaN            NaN
  1373.94        2500.00                 NaN   98.8323                 NaN            NaN            NaN            NaN  0.398713       0.392070                 NaN  0.461595E-001  0.330720                 NaN            NaN            NaN            NaN
  1372.52        2500.00                 NaN   98.8485                 NaN            NaN            NaN            NaN  0.385511       0.395229                 NaN  0.448206E-001  0.325968                 NaN            NaN            NaN            NaN
  1371.10        2500.00                 NaN   98.8647                 NaN            NaN            NaN            NaN  0.391623       0.379146                 NaN  0.434520E-001  0.321056                 NaN            NaN            NaN            NaN
  1369.68        2500.00                 NaN   98.8805                 NaN            NaN            NaN            NaN  0.372644       0.388178                 NaN  0.423061E-001  0.316410                 NaN            NaN            NaN            NaN
  1368.25        2500.00                 NaN   98.8956                 NaN            NaN            NaN            NaN  0.385430       0.366514                 NaN  0.407719E-001  0.311721                 NaN            NaN            NaN            NaN
  1366.83        2500.00                 NaN   98.9104                 NaN            NaN            NaN            NaN  0.360763       0.382004                 NaN  0.395788E-001  0.307262                 NaN            NaN            NaN            NaN
  1365.41        2500.00                 NaN   98.9247                 NaN            NaN            NaN            NaN  0.379636       0.354444                 NaN  0.383058E-001  0.302950                 NaN            NaN            NaN            NaN
  1363.99        2500.00                 NaN   98.9383                 NaN            NaN            NaN            NaN  0.376668       0.349231                 NaN  0.370319E-001  0.298732                 NaN            NaN            NaN            NaN
  1362.57        2500.00                 NaN   98.9522                 NaN            NaN            NaN            NaN  0.374404       0.343040                 NaN  0.358342E-001  0.294548                 NaN            NaN            NaN            NaN
  1361.14        2500.00                 NaN   98.9647                 NaN            NaN            NaN            NaN  0.372252       0.337780                 NaN  0.346007E-001  0.290644                 NaN            NaN            NaN            NaN
  1359.72        2500.00                 NaN   98.9782                 NaN            NaN            NaN            NaN  0.331857       0.369837                 NaN  0.334413E-001  0.286619                 NaN            NaN            NaN            NaN
  1358.30        2500.00                 NaN   98.9901                 NaN            NaN            NaN            NaN  0.368430       0.326311                 NaN  0.322032E-001  0.282961                 NaN            NaN            NaN            NaN
  1356.88        2500.00                 NaN   99.0026                 NaN            NaN            NaN            NaN  0.365979       0.321066                 NaN  0.311750E-001  0.279150                 NaN            NaN            NaN            NaN
  1355.46        2500.00                 NaN   99.0145                 NaN            NaN            NaN            NaN  0.364916       0.315044                 NaN  0.299924E-001  0.275581                 NaN            NaN            NaN            NaN
  1354.04        2500.00                 NaN   99.0257                 NaN            NaN            NaN            NaN  0.310533       0.362672                 NaN  0.290386E-001  0.272045                 NaN            NaN            NaN            NaN
  1352.61        2500.00                 NaN   99.0374                 NaN            NaN            NaN            NaN  0.361791       0.304542                 NaN  0.277513E-001  0.268503                 NaN            NaN            NaN            NaN
  1351.19        2500.00                 NaN   99.0478                 NaN            NaN            NaN            NaN  0.299465       0.360585                 NaN  0.267828E-001  0.265341                 NaN            NaN            NaN            NaN
  1349.77        2500.00                 NaN   99.0590                 NaN            NaN            NaN            NaN  0.294187       0.359088                 NaN  0.257017E-001  0.261979                 NaN            NaN            NaN            NaN
  1348.35        2500.00                 NaN   99.0653                 NaN            NaN            NaN            NaN  0.290716       0.358949                 NaN  0.248165E-001  0.260179                 NaN            NaN            NaN            NaN
  1346.93        2500.00                 NaN   99.0823                 NaN            NaN            NaN            NaN  0.282451       0.357270                 NaN  0.233026E-001  0.254720                 NaN            NaN            NaN            NaN
  1345.50        2500.00                 NaN   99.0887                 NaN            NaN            NaN            NaN  0.278410       0.357486                 NaN  0.225370E-001  0.252824                 NaN            NaN            NaN            NaN
  1344.08        2500.00                 NaN   99.0976                 NaN            NaN            NaN            NaN  0.357250       0.273568                 NaN  0.214657E-001  0.250103                 NaN            NaN            NaN            NaN
  1342.66        2500.00                 NaN   99.1071                 NaN            NaN            NaN            NaN  0.356743       0.268439                 NaN  0.204854E-001  0.247202                 NaN            NaN            NaN            NaN
  1341.24        2500.00                 NaN   99.1156                 NaN            NaN            NaN            NaN  0.263163       0.357328                 NaN  0.193847E-001  0.244538                 NaN            NaN            NaN            NaN
  1339.82        2500.00                 NaN   99.1248                 NaN            NaN            NaN            NaN  0.258151       0.356866                 NaN  0.184396E-001  0.241700                 NaN            NaN            NaN            NaN
  1338.40        2500.00                 NaN   99.1323                 NaN            NaN            NaN            NaN  0.252944       0.358061                 NaN  0.173530E-001  0.239341                 NaN            NaN            NaN            NaN
  1336.97        2500.00                 NaN   99.1406                 NaN            NaN            NaN            NaN  0.359895       0.246421                 NaN  0.162732E-001  0.236762                 NaN            NaN            NaN            NaN
  1335.55        2500.00                 NaN   99.1488                 NaN            NaN            NaN            NaN  0.242251       0.359133                 NaN  0.154850E-001  0.234295                 NaN            NaN            NaN            NaN
  1334.13        2500.00                 NaN   99.1561                 NaN            NaN            NaN            NaN  0.360617       0.236794                 NaN  0.144653E-001  0.232011                 NaN            NaN            NaN            NaN
  1332.71        2500.00                 NaN   99.1638                 NaN            NaN            NaN            NaN  0.231209       0.361801                 NaN  0.135389E-001  0.229694                 NaN            NaN            NaN            NaN
  1331.29        2500.00                 NaN   99.1709                 NaN            NaN            NaN            NaN  0.225515       0.363479                 NaN  0.125907E-001  0.227492                 NaN            NaN            NaN            NaN
  1329.86        2500.00                 NaN   99.1780                 NaN            NaN            NaN            NaN  0.364799       0.220071                 NaN  0.117373E-001  0.225354                 NaN            NaN            NaN            NaN
  1328.44        2500.00                 NaN   99.1849                 NaN            NaN            NaN            NaN  0.212863       0.368301                 NaN  0.106621E-001  0.223282                 NaN            NaN            NaN            NaN
  1327.02        2500.00                 NaN   99.1911                 NaN            NaN            NaN            NaN  0.207046       0.370905                 NaN  0.969202E-002  0.221255                 NaN            NaN            NaN            NaN
