|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/ALH/ALH_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           an             San(TH)        ilm            q              hed           
  1085.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.90432        3.23155                 NaN            NaN   8.33679        46.1772       0.552877        33.7972                 NaN
  1083.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.91779        3.21131                 NaN            NaN   8.33565        46.1829       0.553989        33.7984                 NaN
  1082.47        2500.00                 NaN            NaN            NaN            NaN            NaN   2.97663        5.68260                 NaN            NaN            NaN   7.73079        47.8923       0.787334        34.9304                 NaN
  1081.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.46737        3.60960       0.177028E-005            NaN   8.40634        46.1898       0.550337        33.7765                 NaN
  1079.62        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42427                 NaN            NaN            NaN            NaN   7.32345        49.3656       0.890629        34.8442        4.15189     
  1078.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.48061        3.60180       0.175447E-005            NaN   8.41258        46.1767       0.548859        33.7795                 NaN
  1076.78        2500.00                 NaN            NaN            NaN            NaN            NaN   2.98518        5.66915                 NaN            NaN            NaN   7.72903        47.8902       0.787980        34.9385                 NaN
  1075.36        2500.00                 NaN            NaN            NaN            NaN            NaN   2.98816        5.66513                 NaN            NaN            NaN   7.73020        47.8879       0.787694        34.9409                 NaN
  1073.94        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42392                 NaN            NaN            NaN            NaN   7.32336        49.3630       0.890553        34.8476        4.15158     
  1072.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.51275        3.58024                 NaN            NaN   8.42572        46.1499       0.546022        33.7853                 NaN
  1071.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.50897        3.58722       0.171500E-005            NaN   8.42806        46.1436       0.545132        33.7870                 NaN
  1069.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.51357        3.58535       0.170764E-005            NaN   8.43112        46.1370       0.544398        33.7885                 NaN
  1068.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.51802        3.58371       0.169979E-005            NaN   8.43423        46.1304       0.543644        33.7900                 NaN
  1066.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.52516        3.57935       0.169211E-005            NaN   8.43734        46.1237       0.542890        33.7916                 NaN
  1065.40        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42339                 NaN            NaN            NaN            NaN   7.32322        49.3591       0.890440        34.8528        4.15112     
  1063.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.53222        3.57794                 NaN            NaN   8.44345        46.1104       0.541388        33.7946                 NaN
  1062.56        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42321                 NaN            NaN            NaN            NaN   7.32317        49.3578       0.890403        34.8545        4.15096     
  1061.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.53811        3.57771                 NaN            NaN   8.44956        46.0971       0.539884        33.7977                 NaN
  1059.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.54075        3.57794       0.165442E-005            NaN   8.45261        46.0904       0.539122        33.7992                 NaN
  1058.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.54320        3.57835       0.164716E-005            NaN   8.45565        46.0837       0.538370        33.8007                 NaN
  1056.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.54536        3.57906       0.163999E-005            NaN   8.45872        46.0770       0.537613        33.8023                 NaN
  1055.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.54702        3.58028       0.163252E-005            NaN   8.46173        46.0703       0.536853        33.8038                 NaN
  1054.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.54862        3.58163       0.162385E-005            NaN   8.46518        46.0631       0.536111        33.8053                 NaN
  1052.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55054        3.58253       0.161770E-005            NaN   8.46816        46.0565       0.535391        33.8069                 NaN
  1051.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55139        3.58468                 NaN            NaN   8.47125        46.0496       0.534608        33.8085                 NaN
  1049.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55241        3.58657                 NaN            NaN   8.47421        46.0430       0.533836        33.8100                 NaN
  1048.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55362        3.58824                 NaN            NaN   8.47685        46.0367       0.533046        33.8115                 NaN
  1046.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55407        3.59070                 NaN            NaN   8.48013        46.0297       0.532312        33.8131                 NaN
  1045.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55509        3.59265                 NaN            NaN   8.48287        46.0232       0.531517        33.8147                 NaN
  1044.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55516        3.59556                 NaN            NaN   8.48588        46.0164       0.530749        33.8162                 NaN
  1042.65        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55512        3.59855                 NaN            NaN   8.48887        46.0097       0.529982        33.8178                 NaN
  1041.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55547        3.60112       0.156019E-005            NaN   8.49188        46.0030       0.529214        33.8194                 NaN
  1039.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55474        3.60483       0.155331E-005            NaN   8.49487        45.9962       0.528446        33.8209                 NaN
  1038.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55487        3.60770       0.154622E-005            NaN   8.49787        45.9894       0.527675        33.8225                 NaN
  1036.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55420        3.61137       0.988768E-006            NaN   8.50085        45.9826       0.526906        33.8241                 NaN
  1035.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55317        3.61541       0.153229E-005            NaN   8.50386        45.9758       0.526129        33.8257                 NaN
  1034.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55313        3.61847       0.152534E-005            NaN   8.50683        45.9690       0.525361        33.8272                 NaN
  1032.70        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55202        3.62262       0.151832E-005            NaN   8.50984        45.9621       0.524587        33.8288                 NaN
  1031.28        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42127                 NaN            NaN            NaN            NaN   7.32267        49.3434       0.889992        34.8734        4.14927     
  1029.86        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42118                 NaN            NaN            NaN            NaN   7.32265        49.3428       0.889973        34.8742        4.14920     
  1028.44        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42109                 NaN            NaN            NaN            NaN   7.32263        49.3421       0.889955        34.8751        4.14912     
  1027.01        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42101                 NaN            NaN            NaN            NaN   7.32261        49.3415       0.889936        34.8759        4.14904     
  1025.59        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42092                 NaN            NaN            NaN            NaN   7.32258        49.3408       0.889918        34.8768        4.14897     
  1024.17        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42083                 NaN            NaN            NaN            NaN   7.32256        49.3402       0.889899        34.8777        4.14889     
  1022.75        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42074                 NaN            NaN            NaN            NaN   7.32254        49.3395       0.889881        34.8785        4.14881     
  1021.33        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42065                 NaN            NaN            NaN            NaN   7.32252        49.3389       0.889862        34.8794        4.14874     
  1019.91        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42057                 NaN            NaN            NaN            NaN   7.32250        49.3382       0.889844        34.8802        4.14866     
  1018.48        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42048                 NaN            NaN            NaN            NaN   7.32247        49.3376       0.889825        34.8811        4.14858     
  1017.06        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42039                 NaN            NaN            NaN            NaN   7.32245        49.3369       0.889807        34.8819        4.14851     
  1015.64        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42030                 NaN            NaN            NaN            NaN   7.32243        49.3363       0.889788        34.8828        4.14843     
  1014.22        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42022                 NaN            NaN            NaN            NaN   7.32241        49.3356       0.889770        34.8836        4.14835     
  1012.80        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42013                 NaN            NaN            NaN            NaN   7.32239        49.3350       0.889752        34.8845        4.14828     
  1011.37        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42004                 NaN            NaN            NaN            NaN   7.32237        49.3343       0.889733        34.8853        4.14820     
  1009.95        2500.00                 NaN            NaN            NaN            NaN            NaN   3.41995                 NaN            NaN            NaN            NaN   7.32234        49.3337       0.889715        34.8862        4.14812     
  1008.53        2500.00                 NaN            NaN            NaN            NaN            NaN   3.41987                 NaN            NaN            NaN            NaN   7.32232        49.3330       0.889696        34.8870        4.14805     
  1007.11        2500.00                 NaN            NaN            NaN            NaN            NaN   3.41978                 NaN            NaN            NaN            NaN   7.32230        49.3324       0.889678        34.8879        4.14797     
  1005.69        2500.00                 NaN            NaN            NaN            NaN            NaN   3.41969                 NaN            NaN            NaN            NaN   7.32228        49.3317       0.889660        34.8887        4.14789     
  1004.27        2500.00                 NaN            NaN            NaN            NaN            NaN   3.41960                 NaN            NaN            NaN            NaN   7.32226        49.3311       0.889641        34.8896        4.14782     
  1002.84        2500.00                 NaN            NaN            NaN            NaN            NaN   3.41952                 NaN            NaN            NaN            NaN   7.32224        49.3304       0.889623        34.8904        4.14774     
  1001.42        2500.00                 NaN            NaN            NaN            NaN            NaN   3.41943                 NaN            NaN            NaN            NaN   7.32222        49.3298       0.889604        34.8913        4.14766     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   3.41934                 NaN            NaN            NaN            NaN   7.32219        49.3292       0.889586        34.8921        4.14759     
