|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.5/GRV/GRV_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1525.31        500.000                 NaN   99.2980       0.661130                 NaN  0.408974E-001            NaN            NaN            NaN            NaN            NaN
  1523.92        500.000                 NaN   98.8521       0.592710                 NaN  0.543265       0.118853E-001            NaN            NaN            NaN            NaN
  1522.53        500.000                 NaN   98.3753       0.502521                 NaN   1.12222                 NaN            NaN            NaN            NaN            NaN
  1521.14        500.000                 NaN   98.4016       0.496316                 NaN   1.10204                 NaN            NaN            NaN            NaN            NaN
  1519.75        500.000                 NaN   98.4299       0.489579                 NaN   1.08053                 NaN            NaN            NaN            NaN            NaN
  1518.36        500.000                 NaN   98.4539       0.483911                 NaN   1.06218                 NaN            NaN            NaN            NaN            NaN
  1516.97        500.000                 NaN   98.4786       0.474707                 NaN   1.04669                 NaN            NaN            NaN            NaN            NaN
  1515.58        500.000                 NaN   98.5020       0.468496                 NaN   1.02955                 NaN            NaN            NaN            NaN            NaN
  1514.19        500.000                 NaN   98.5261       0.463691                 NaN   1.01024                 NaN            NaN            NaN            NaN            NaN
  1512.80        500.000                 NaN   98.5508       0.452216                 NaN  0.996960                 NaN            NaN            NaN            NaN            NaN
  1511.41        500.000                 NaN   98.5719       0.445703                 NaN  0.982421                 NaN            NaN            NaN            NaN            NaN
  1510.02        500.000                 NaN   98.5934       0.437185                 NaN  0.969413                 NaN            NaN            NaN            NaN            NaN
  1508.63        500.000                 NaN   99.2846       0.223555                 NaN  0.491867                 NaN            NaN            NaN            NaN            NaN
  1507.24        500.000                 NaN   97.9636       0.634067                 NaN   1.40233                 NaN            NaN            NaN            NaN            NaN
  1505.85        500.000                 NaN   98.6561       0.415505                 NaN  0.928441                 NaN            NaN            NaN            NaN            NaN
  1504.46        500.000                 NaN   98.6749       0.411164                 NaN  0.913894                 NaN            NaN            NaN            NaN            NaN
  1503.07        500.000                 NaN   98.6942       0.402864                 NaN  0.902949                 NaN            NaN            NaN            NaN            NaN
  1501.68        500.000                 NaN   98.7141       0.395801                 NaN  0.890124                 NaN            NaN            NaN            NaN            NaN
  1500.29        500.000                 NaN   98.7323       0.389101                 NaN  0.878639                 NaN            NaN            NaN            NaN            NaN
  1498.90        500.000                 NaN   98.7488       0.382104                 NaN  0.869094                 NaN            NaN            NaN            NaN            NaN
  1497.51        500.000                 NaN   98.7665       0.376543                 NaN  0.856983                 NaN            NaN            NaN            NaN            NaN
  1496.12        500.000                 NaN   98.7862       0.368362                 NaN  0.845445                 NaN            NaN            NaN            NaN            NaN
  1494.73        500.000                 NaN   98.8009       0.363450                 NaN  0.835674                 NaN            NaN            NaN            NaN            NaN
  1493.34        500.000                 NaN   98.7144       0.389336                 NaN  0.896293                 NaN            NaN            NaN            NaN            NaN
  1491.95        500.000                 NaN   98.9384       0.318199                 NaN  0.743374                 NaN            NaN            NaN            NaN            NaN
  1490.56        500.000                 NaN   98.8500       0.343812                 NaN  0.806155                 NaN            NaN            NaN            NaN            NaN
  1489.17        500.000                 NaN   98.8615       0.339535                 NaN  0.798926                 NaN            NaN            NaN            NaN            NaN
  1487.78        500.000                 NaN   98.8827       0.331589                 NaN  0.785732                 NaN            NaN            NaN            NaN            NaN
  1486.39        500.000                 NaN   98.8932       0.325810                 NaN  0.780981                 NaN            NaN            NaN            NaN            NaN
  1485.01        500.000                 NaN   98.9073       0.318256                 NaN  0.774484                 NaN            NaN            NaN            NaN            NaN
  1483.62        500.000                 NaN   98.9233       0.314577                 NaN  0.762160                 NaN            NaN            NaN            NaN            NaN
  1482.23        500.000                 NaN   98.9355       0.306944                 NaN  0.757566                 NaN            NaN            NaN            NaN            NaN
  1480.84        500.000                 NaN   98.9485       0.303335       0.878283E-006  0.748165                 NaN            NaN            NaN            NaN            NaN
  1479.45        500.000                 NaN   98.9601       0.296341                 NaN  0.743603                 NaN            NaN            NaN            NaN            NaN
  1478.06        500.000                 NaN   98.9751       0.290904                 NaN  0.733996                 NaN            NaN            NaN            NaN            NaN
  1476.67        500.000                 NaN   98.9853       0.285263                 NaN  0.729441                 NaN            NaN            NaN            NaN            NaN
  1475.28        500.000                 NaN   98.9975       0.280957                 NaN  0.721540                 NaN            NaN            NaN            NaN            NaN
  1473.89        500.000                 NaN   99.0110       0.274768                 NaN  0.714231                 NaN            NaN            NaN            NaN            NaN
  1472.50        500.000                 NaN   99.0177       0.270307                 NaN  0.711989                 NaN            NaN            NaN            NaN            NaN
  1471.11        500.000                 NaN   99.0338       0.264891       0.868376E-006  0.701342                 NaN            NaN            NaN            NaN            NaN
  1469.72        500.000                 NaN   99.0440       0.260223                 NaN  0.695788                 NaN            NaN            NaN            NaN            NaN
  1468.33        500.000                 NaN   99.0536       0.255199                 NaN  0.691151                 NaN            NaN            NaN            NaN            NaN
  1466.94        500.000                 NaN   99.0631       0.250546                 NaN  0.686320                 NaN            NaN            NaN            NaN            NaN
  1465.55        500.000                 NaN   99.0745       0.246562                 NaN  0.678968                 NaN            NaN            NaN            NaN            NaN
  1464.16        500.000                 NaN   99.0840       0.240531                 NaN  0.675465                 NaN            NaN            NaN            NaN            NaN
  1462.77        500.000                 NaN   99.0929       0.236587                 NaN  0.670523                 NaN            NaN            NaN            NaN            NaN
  1461.38        500.000                 NaN   99.1032       0.233080                 NaN  0.663705                 NaN            NaN            NaN            NaN            NaN
  1459.99        500.000                 NaN   99.1124       0.227275       0.309353E-005  0.660367                 NaN            NaN            NaN            NaN            NaN
  1458.60        500.000                 NaN   99.1114       0.174155                 NaN  0.727310E-001  0.641678                 NaN            NaN            NaN            NaN
  1457.21        500.000                 NaN   99.1132       0.135921                 NaN  0.625667       0.125247                 NaN            NaN            NaN            NaN
  1455.82        500.000                 NaN   99.1105       0.392760E-001            NaN  0.262392       0.587809                 NaN            NaN            NaN            NaN
  1454.43        500.000                 NaN   99.1147       0.347346E-001            NaN  0.266266       0.584299                 NaN            NaN            NaN            NaN
  1453.04        500.000                 NaN   99.1206       0.287042E-001            NaN  0.579253       0.271447                 NaN            NaN            NaN            NaN
  1451.65        500.000                 NaN   99.1306       0.251042E-001            NaN  0.272019       0.572252                 NaN            NaN            NaN            NaN
  1450.26        500.000                 NaN   99.1373       0.200080E-001            NaN  0.566216       0.276431                 NaN            NaN            NaN            NaN
  1448.87        500.000                 NaN   99.1437       0.141265E-001            NaN  0.281243       0.560963                 NaN            NaN            NaN            NaN
  1447.48        500.000                 NaN   99.1496       0.932962E-002            NaN  0.285352       0.555720                 NaN            NaN            NaN            NaN
  1446.09        500.000                 NaN   99.1572       0.570910E-002            NaN  0.287134       0.549979                 NaN            NaN            NaN            NaN
  1444.70        500.000                 NaN   99.1634       0.107054E-002            NaN  0.290450       0.545034                 NaN            NaN            NaN            NaN
  1443.31        500.000                 NaN   99.1697       0.793520E-001            NaN  0.198670       0.552272                 NaN            NaN            NaN            NaN
  1441.92        500.000                 NaN   99.1804                 NaN            NaN  0.532822       0.286775                 NaN            NaN            NaN            NaN
  1440.53        500.000                 NaN   99.1830                 NaN            NaN  0.531239       0.285772                 NaN            NaN            NaN            NaN
  1439.14        500.000                 NaN   99.1891                 NaN            NaN  0.283620       0.527295                 NaN            NaN            NaN            NaN
  1437.76        500.000                 NaN   99.1958                 NaN            NaN  0.522792       0.281450                 NaN            NaN            NaN            NaN
  1436.37        500.000                 NaN   99.2614       0.146903                 NaN  0.591743                 NaN            NaN            NaN            NaN            NaN
  1434.98        500.000                 NaN   99.1573                 NaN            NaN  0.457411       0.385260                 NaN            NaN            NaN            NaN
  1433.59        500.000                 NaN   99.2137                 NaN            NaN  0.510307       0.275951                 NaN            NaN            NaN            NaN
  1432.20        500.000                 NaN   99.2199                 NaN            NaN  0.505287       0.274792                 NaN            NaN            NaN            NaN
  1430.81        500.000                 NaN   99.2258                 NaN            NaN  0.501564       0.272625                 NaN            NaN            NaN            NaN
  1429.42        500.000                 NaN   99.2302                 NaN            NaN  0.271548       0.498245                 NaN            NaN            NaN            NaN
  1428.03        500.000                 NaN   99.2357                 NaN            NaN  0.268701       0.495647                 NaN            NaN            NaN            NaN
  1426.64        500.000                 NaN   99.2435                 NaN            NaN  0.267297       0.489218                 NaN            NaN            NaN            NaN
  1425.25        500.000                 NaN   99.2475                 NaN            NaN  0.486243       0.266236                 NaN            NaN            NaN            NaN
  1423.86        500.000                 NaN   99.2523                 NaN            NaN  0.265040       0.482688                 NaN            NaN            NaN            NaN
  1422.47        500.000                 NaN   99.2576                 NaN            NaN  0.263684       0.478719                 NaN            NaN            NaN            NaN
  1421.08        500.000                 NaN   99.2635                 NaN            NaN  0.475061       0.261447                 NaN            NaN            NaN            NaN
  1419.69        500.000                 NaN   99.2681                 NaN            NaN  0.259779       0.472075                 NaN            NaN            NaN            NaN
  1418.30        500.000                 NaN   99.2731                 NaN            NaN  0.468232       0.258718                 NaN            NaN            NaN            NaN
  1416.91        500.000                 NaN   99.2781                 NaN            NaN  0.256632       0.465267                 NaN            NaN            NaN            NaN
  1415.52        500.000                 NaN   99.2831                 NaN            NaN  0.255580       0.461348                 NaN            NaN            NaN            NaN
  1414.13        500.000                 NaN   99.2870                 NaN            NaN  0.254640       0.458336                 NaN            NaN            NaN            NaN
  1412.74        500.000                 NaN   99.2916                 NaN            NaN  0.252026       0.456353                 NaN            NaN            NaN            NaN
  1411.35        500.000                 NaN   99.2974                 NaN            NaN  0.251444       0.451187                 NaN            NaN            NaN            NaN
  1409.96        500.000                 NaN   99.3010                 NaN            NaN  0.448730       0.250303                 NaN            NaN            NaN            NaN
  1408.57        500.000                 NaN   99.3056                 NaN            NaN  0.445218       0.249135                 NaN            NaN            NaN            NaN
  1407.18        500.000                 NaN   99.3097                 NaN            NaN  0.442492       0.247796                 NaN            NaN            NaN            NaN
  1405.79        500.000                 NaN   99.3142                 NaN            NaN  0.439333       0.246494                 NaN            NaN            NaN            NaN
  1404.40        500.000                 NaN   99.3180                 NaN            NaN  0.245124       0.436852                 NaN            NaN            NaN            NaN
  1403.01        500.000                 NaN   99.3228                 NaN            NaN  0.243743       0.433440                 NaN            NaN            NaN            NaN
  1401.62        500.000                 NaN   99.3256                 NaN            NaN  0.242729       0.431702                 NaN            NaN            NaN            NaN
  1400.23        500.000       0.384086E-003   99.3308                 NaN            NaN  0.426476       0.242337                 NaN            NaN            NaN            NaN
  1398.84        500.000                 NaN   99.3343                 NaN            NaN  0.425231       0.240473                 NaN            NaN            NaN            NaN
  1397.45        500.000                 NaN   99.3386                 NaN            NaN  0.238785       0.422622                 NaN            NaN            NaN            NaN
  1396.06        500.000                 NaN   99.3425                 NaN            NaN  0.419478       0.238049                 NaN            NaN            NaN            NaN
  1394.67        500.000                 NaN   99.3462                 NaN            NaN  0.416846       0.236968                 NaN            NaN            NaN            NaN
  1393.28        500.000                 NaN   99.3496                 NaN  0.799532E-006  0.414686       0.235701                 NaN            NaN            NaN            NaN
  1391.90        500.000                 NaN   99.3538                 NaN            NaN  0.411535       0.234649                 NaN            NaN            NaN            NaN
  1390.51        500.000                 NaN   99.3566                 NaN            NaN  0.233635       0.409767                 NaN            NaN            NaN            NaN
  1389.12        500.000                 NaN   99.3597                 NaN            NaN  0.232311       0.407992                 NaN            NaN            NaN            NaN
  1387.73        500.000                 NaN   99.3638                 NaN            NaN  0.231186       0.405009                 NaN            NaN            NaN            NaN
  1386.34        500.000       0.126589E-003   99.3674                 NaN            NaN  0.401685       0.230807                 NaN            NaN            NaN            NaN
  1384.95        500.000                 NaN   98.6778                 NaN            NaN  0.431540       0.522933       0.367762                 NaN            NaN            NaN
  1383.56        500.000                 NaN   98.5382                 NaN            NaN  0.582431       0.434666       0.444679                 NaN            NaN            NaN
  1382.17        500.000                 NaN   98.5593                 NaN            NaN  0.428204       0.574683       0.437816                 NaN            NaN            NaN
  1380.78        500.000                 NaN   98.5781                 NaN            NaN  0.568095       0.421725       0.432094                 NaN            NaN            NaN
  1379.39        500.000                 NaN   98.5954                 NaN            NaN  0.561355       0.417159       0.426120                 NaN            NaN            NaN
  1378.00        500.000                 NaN   98.6121                 NaN            NaN  0.555126       0.411969       0.420791                 NaN            NaN            NaN
  1376.61        500.000                 NaN   98.6265                 NaN            NaN  0.549458       0.407937       0.416111                 NaN            NaN            NaN
  1375.22        500.000                 NaN   98.6470                 NaN            NaN  0.542098       0.401395       0.409487                 NaN            NaN            NaN
  1373.83        500.000                 NaN   98.6601                 NaN            NaN  0.397517       0.537150       0.405223                 NaN            NaN            NaN
  1372.44        500.000                 NaN   98.6781                 NaN            NaN  0.530706       0.391959       0.399251                 NaN            NaN            NaN
  1371.05        500.000                 NaN   98.6910                 NaN            NaN  0.526085       0.387919       0.394990                 NaN            NaN            NaN
  1369.66        500.000                 NaN   98.7049                 NaN            NaN  0.383371       0.521278       0.390442                 NaN            NaN            NaN
  1368.27        500.000                 NaN   98.7191                 NaN  0.208518E-005  0.379024       0.516144       0.385749                 NaN            NaN            NaN
  1366.88        500.000                 NaN   98.7303                 NaN  0.125628       0.422558       0.313522       0.407948                 NaN            NaN            NaN
  1365.49        500.000                 NaN   98.7405                 NaN  0.228258       0.146739       0.458512       0.425981                 NaN            NaN            NaN
  1364.10        500.000                 NaN   98.7546                 NaN  0.229081       0.455356       0.139650       0.421329                 NaN            NaN            NaN
  1362.71        500.000                 NaN   98.7703                 NaN  0.230372       0.452456       0.130170       0.416669                 NaN            NaN            NaN
  1361.32        500.000                 NaN   98.7866                 NaN  0.231540       0.122032       0.448162       0.411639                 NaN            NaN            NaN
  1359.93        500.000                 NaN   98.8007                 NaN  0.232064       0.445562       0.114513       0.407129                 NaN            NaN            NaN
  1358.54        500.000                 NaN   98.8139                 NaN  0.232983       0.442776       0.107232       0.403116                 NaN            NaN            NaN
  1357.15        500.000                 NaN   98.8186                 NaN  0.234181       0.102849       0.442560       0.401809                 NaN            NaN            NaN
  1355.76        500.000                 NaN   98.8475                 NaN  0.233495       0.914044E-001  0.435415       0.392172                 NaN            NaN            NaN
  1354.37        500.000                 NaN   98.8537                 NaN  0.235259       0.433880       0.863872E-001  0.390769                 NaN            NaN            NaN
  1352.98        500.000                 NaN   98.8686                 NaN  0.235432       0.787851E-001  0.431397       0.385741                 NaN            NaN            NaN
  1351.59        500.000                 NaN   98.8774                 NaN  0.237703       0.431217       0.702590E-001  0.383445                 NaN            NaN            NaN
  1350.20        500.000                 NaN   98.8972                 NaN  0.234968       0.677006E-001  0.423842       0.376294                 NaN            NaN            NaN
  1348.81        500.000                 NaN   98.9048                 NaN  0.237151       0.601828E-001  0.423533       0.374301                 NaN            NaN            NaN
  1347.42        500.000                 NaN   98.9185                 NaN  0.236271       0.419614       0.559612E-001  0.369676                 NaN            NaN            NaN
  1346.04        500.000                 NaN   98.9299                 NaN  0.236999       0.417505       0.494420E-001  0.366141                 NaN            NaN            NaN
  1344.65        500.000                 NaN   98.9396                 NaN  0.237870       0.442720E-001  0.415112       0.363163                 NaN            NaN            NaN
  1343.26        500.000                 NaN   98.9550                 NaN  0.236033       0.400515E-001  0.411355       0.357586                 NaN            NaN            NaN
  1341.87        500.000                 NaN   98.9642                 NaN  0.236567       0.409292       0.351935E-001  0.354708                 NaN            NaN            NaN
  1340.48        500.000                 NaN   98.9737                 NaN  0.236476       0.407505       0.307742E-001  0.351537                 NaN            NaN            NaN
  1339.09        500.000                 NaN   98.9879                 NaN  0.236042       0.255716E-001  0.403656       0.346855                 NaN            NaN            NaN
  1337.70        500.000                 NaN   98.9942                 NaN  0.236999       0.403385       0.204206E-001  0.345026                 NaN            NaN            NaN
  1336.31        500.000                 NaN   99.0115                 NaN  0.233318       0.397189       0.196073E-001  0.338417                 NaN            NaN            NaN
  1334.92        500.000                 NaN   99.0186                 NaN  0.234450       0.141909E-001  0.396245       0.336475                 NaN            NaN            NaN
  1333.53        500.000                 NaN   99.0300                 NaN  0.233639       0.104936E-001  0.393382       0.332523                 NaN            NaN            NaN
  1332.14        500.000                 NaN   99.0393                 NaN  0.232862       0.390977       0.749776E-002  0.329327                 NaN            NaN            NaN
  1330.75        500.000                 NaN   99.0489                 NaN  0.231304       0.570888E-002  0.388328       0.325757                 NaN            NaN            NaN
  1329.36        500.000                 NaN   99.0528                 NaN  0.217505       0.374792       0.333331E-001  0.321574                 NaN            NaN            NaN
  1327.97        500.000                 NaN   99.0686                 NaN  0.229211       0.383360                 NaN  0.318871                 NaN            NaN            NaN
  1326.58        500.000       0.303592E-001   99.0328                 NaN  0.207408       0.378164E-002  0.398142       0.327514                 NaN            NaN            NaN
  1325.19        500.000       0.438363E-001   99.0210                 NaN  0.179285       0.338075E-001  0.397928       0.324189                 NaN            NaN            NaN
  1323.80        500.000       0.563000E-001   99.0021                 NaN  0.165130       0.407739       0.416220E-001  0.327097                 NaN            NaN            NaN
  1322.41        500.000       0.681471E-001   98.9890                 NaN  0.152271       0.419321       0.433117E-001  0.327938                 NaN            NaN            NaN
  1321.02        500.000       0.784803E-001   98.9784                 NaN  0.140590       0.430052       0.441840E-001  0.328289                 NaN            NaN            NaN
  1319.63        500.000       0.835690E-001   98.9765                 NaN  0.135574       0.433918       0.422243E-001  0.328239                 NaN            NaN            NaN
  1318.24        500.000       0.888007E-001   98.9882                 NaN  0.125273       0.416305E-001  0.434347       0.321790                 NaN            NaN            NaN
  1316.85        500.000       0.935503E-001   98.9839                 NaN  0.120046       0.400679E-001  0.440321       0.322110                 NaN            NaN            NaN
  1315.46        500.000       0.959301E-001   98.9914                 NaN  0.115829       0.372214E-001  0.440606       0.319054                 NaN            NaN            NaN
  1314.07        500.000       0.974054E-001   98.9997                 NaN  0.112132       0.439892       0.350172E-001  0.315812                 NaN            NaN            NaN
  1312.68        500.000       0.975558E-001   99.0122                 NaN  0.109723       0.436231       0.324411E-001  0.311831                 NaN            NaN            NaN
  1311.29        500.000       0.973622E-001   99.0254                 NaN  0.108870       0.274442E-001  0.432937       0.307950                 NaN            NaN            NaN
  1309.90        500.000       0.968222E-001   99.0361                 NaN  0.102725       0.346038E-001  0.425933       0.303810                 NaN            NaN            NaN
  1308.51        500.000       0.962695E-001   99.0510                 NaN  0.104223       0.242742E-001  0.424673       0.299553                 NaN            NaN            NaN
  1307.12        500.000       0.957995E-001   99.0629                 NaN  0.101676       0.420350       0.235579E-001  0.295759                 NaN            NaN            NaN
  1305.73        500.000       0.947324E-001   99.0772                 NaN  0.100533       0.414991       0.209618E-001  0.291536                 NaN            NaN            NaN
  1304.34        500.000       0.933363E-001   99.0855                 NaN  0.856912E-001  0.395346       0.533309E-001  0.286752                 NaN            NaN            NaN
  1302.95        500.000       0.921727E-001   99.1078                 NaN  0.105428       0.410925                 NaN  0.283656                 NaN            NaN            NaN
  1301.56        500.000       0.893353E-001   99.0998                 NaN  0.761492E-001  0.860031E-001  0.367417       0.281255                 NaN            NaN            NaN
  1300.18        500.000       0.916588E-001   99.1395                 NaN  0.922644E-001  0.404528                 NaN  0.272020                 NaN            NaN            NaN
  1298.79        500.000       0.883879E-001   99.1465                 NaN  0.996100E-001  0.393886                 NaN  0.271610                 NaN            NaN            NaN
  1297.40        500.000       0.870485E-001   99.1563                 NaN  0.881705E-001  0.230442E-001  0.378594       0.266843                 NaN            NaN            NaN
  1296.01        500.000       0.856318E-001   99.1732                 NaN  0.961176E-001  0.381671                 NaN  0.263349                 NaN            NaN            NaN
  1294.62        500.000       0.841790E-001   99.1858                 NaN  0.946333E-001  0.375880                 NaN  0.259527                 NaN            NaN            NaN
  1293.23        500.000       0.827336E-001   99.1973                 NaN  0.908010E-001  0.580711E-002  0.367731       0.255600                 NaN            NaN            NaN
  1291.84        500.000       0.816668E-001   99.2076                 NaN  0.838240E-001  0.357737       0.176982E-001  0.251501                 NaN            NaN            NaN
  1290.45        500.000       0.802690E-001   99.2194                 NaN  0.820896E-001  0.351786       0.186473E-001  0.247832                 NaN            NaN            NaN
  1289.06        500.000       0.789758E-001   99.2316                 NaN  0.805894E-001  0.185739E-001  0.346108       0.244110                 NaN            NaN            NaN
  1287.67        500.000       0.776756E-001   99.2431                 NaN  0.787835E-001  0.194334E-001  0.340453       0.240524                 NaN            NaN            NaN
  1286.28        500.000       0.764037E-001   99.2542                 NaN  0.766918E-001  0.334535       0.211434E-001  0.237008                 NaN            NaN            NaN
  1284.89        500.000       0.752293E-001   99.2659                 NaN  0.752496E-001  0.329434       0.207536E-001  0.233389                 NaN            NaN            NaN
  1283.50        500.000       0.738512E-001   99.2772                 NaN  0.733078E-001  0.323527       0.223254E-001  0.229802                 NaN            NaN            NaN
  1282.11        500.000       0.709891E-001   99.2672                 NaN  0.452557E-001  0.282619       0.105313       0.228666                 NaN            NaN            NaN
  1280.72        500.000       0.733932E-001   99.3073                 NaN  0.721023E-001  0.326400                 NaN  0.220777                 NaN            NaN            NaN
  1279.33        500.000       0.701210E-001   99.3144                 NaN  0.786709E-001  0.316989                 NaN  0.219821                 NaN            NaN            NaN
  1277.94        500.000       0.691397E-001   99.3185                 NaN  0.639586E-001  0.324144E-001  0.299490       0.216455                 NaN            NaN            NaN
  1276.55        500.000       0.677181E-001   99.3356                 NaN  0.760765E-001  0.307339                 NaN  0.213307                 NaN            NaN            NaN
  1275.16        500.000       0.667863E-001   99.3404                 NaN  0.637863E-001  0.263380E-001  0.292617       0.210069                 NaN            NaN            NaN
  1273.77        500.000       0.656298E-001   99.3492                 NaN  0.599689E-001  0.285672       0.325984E-001  0.206950                 NaN            NaN            NaN
  1272.38        500.000       0.645090E-001   99.3586                 NaN  0.579850E-001  0.280236       0.347400E-001  0.203913                 NaN            NaN            NaN
  1270.99        500.000       0.634115E-001   99.3684                 NaN  0.562960E-001  0.275181       0.358312E-001  0.200842                 NaN            NaN            NaN
  1269.60        500.000       0.622987E-001   99.3774                 NaN  0.540848E-001  0.269773       0.385387E-001  0.197920                 NaN            NaN            NaN
  1268.21        500.000       0.611702E-001   99.3864                 NaN  0.522393E-001  0.407439E-001  0.264428       0.195028                 NaN            NaN            NaN
  1266.82        500.000       0.588794E-001   99.3931                 NaN  0.544622E-001  0.257028       0.431740E-001  0.193355                 NaN            NaN            NaN
  1265.43        500.000       0.605309E-001   99.4061                 NaN  0.441165E-001  0.433597E-001  0.257847       0.188057                 NaN            NaN            NaN
  1264.04        500.000       0.581387E-001   99.4124                 NaN  0.462686E-001  0.249842       0.468283E-001  0.186547                 NaN            NaN            NaN
  1262.65        500.000       0.123162        97.6540                 NaN            NaN  0.394791       0.312370       0.382501        1.13315                 NaN            NaN
  1261.26        500.000       0.246256        94.0317                 NaN  0.841624E-005  0.742316       0.693512       0.792346        3.49388                 NaN            NaN
  1259.87        500.000       0.229334        94.4692                 NaN            NaN  0.692010       0.638479       0.737256        3.23374                 NaN            NaN
  1258.48        500.000       0.214788        94.8442                 NaN            NaN  0.648801       0.590926       0.689866        3.01147                 NaN            NaN
  1257.09        500.000       0.202253        95.1764                 NaN            NaN  0.546923       0.611309       0.647419        2.81565                 NaN            NaN
  1255.70        500.000       0.190798        95.4670                 NaN            NaN  0.577411       0.510263       0.610160        2.64441                 NaN            NaN
  1254.31        500.000       0.180836        95.7259                 NaN            NaN  0.548107       0.476103       0.576729        2.49237                 NaN            NaN
  1252.93        500.000       0.171756        95.9570                 NaN            NaN  0.521228       0.446256       0.546607        2.35715                 NaN            NaN
  1251.54        500.000       0.163718        96.1693                 NaN            NaN  0.497114       0.417317       0.518747        2.23376                 NaN            NaN
  1250.15        500.000       0.156090        96.3575                 NaN            NaN  0.393211       0.474860       0.493930        2.12438                 NaN            NaN
  1248.76        500.000       0.149232        96.5308                 NaN            NaN  0.370915       0.454635       0.470982        2.02348                 NaN            NaN
  1247.37        500.000       0.142688        96.6888                 NaN            NaN  0.435850       0.350549       0.449760        1.93239                 NaN            NaN
  1245.98        500.000       0.136719        96.8362                 NaN            NaN  0.331087       0.418224       0.429881        1.84792                 NaN            NaN
  1244.59        500.000       0.130963        96.9690                 NaN            NaN  0.315299       0.402072       0.411830        1.77079                 NaN            NaN
  1243.20        500.000       0.125750        97.0968                 NaN            NaN  0.298506       0.386319       0.394286        1.69834                 NaN            NaN
  1241.81        500.000       0.120507        97.2139                 NaN            NaN  0.371559       0.284520       0.378247        1.63131                 NaN            NaN
  1240.42        500.000       0.115742        97.3211                 NaN            NaN  0.271441       0.358257       0.363360        1.57007                 NaN            NaN
  1239.03        500.000       0.111160        97.4263                 NaN            NaN  0.258660       0.344573       0.348639        1.51068                 NaN            NaN
  1237.64        500.000       0.106861        97.5213                 NaN            NaN  0.332100       0.247856       0.335369        1.45651                 NaN            NaN
  1236.25        500.000       0.102573        97.6136                 NaN            NaN  0.320147       0.236911       0.322251        1.40454                 NaN            NaN
  1234.86        500.000       0.984314E-001   97.6958                 NaN            NaN  0.229049       0.307277       0.310765        1.35864                 NaN            NaN
  1233.47        500.000       0.103726        97.6307                 NaN            NaN  0.213027       0.324082       0.318387        1.41013                 NaN            NaN
