|6.6.6
Archiving\03_Data\frac/QFM_m1.5/Y98/Y98_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.55654        3.03321                 NaN   9.12177        45.3500       0.561870        32.3766     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.43244        9.08674                 NaN   9.07027        45.4510       0.581374        32.3782     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.58180        3.01692                 NaN   9.14420        45.3171       0.558871        32.3811     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.52825        3.06991                 NaN   9.14082        45.3157       0.558813        32.3865     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.52034        3.08411                 NaN   9.14293        45.3061       0.558052        32.3885     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.60585        3.00764                 NaN   9.15358        45.2834       0.555906        32.3936     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.59823        3.01417                 NaN   9.15762        45.2799       0.554947        32.3951     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.55419        3.06423                 NaN   9.16263        45.2651       0.554172        32.3996     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.49886        3.12526                 NaN   9.17952        45.2435       0.553075        32.3998     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.50920        9.07386                 NaN   9.13611        45.3094       0.566560        32.4049     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.53780        3.09444                 NaN   9.18114        45.2271       0.550169        32.4094     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.52757        3.10906                 NaN   9.18815        45.2167       0.547902        32.4107     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.58582        3.07287                 NaN   9.19613        45.1835       0.544652        32.4170     
