|6.6.6
Archiving\03_Data\frac/QFM_m1.5/Y98/Y98_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1872.18        2500.00        99.2130       0.778634       0.836367E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.2129       0.778690       0.836370E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.2129       0.778747       0.836374E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.2128       0.778803       0.836378E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.2128       0.778859       0.836382E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.2127       0.778916       0.836386E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.2127       0.778972       0.836390E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.2126       0.779028       0.836394E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.2126       0.779085       0.836399E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.2125       0.779141       0.836403E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.2124       0.779198       0.836408E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.2124       0.779254       0.836412E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.2123       0.779311       0.836417E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.2123       0.779367       0.836422E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.2122       0.779424       0.836427E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.2122       0.779481       0.836432E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.2121       0.779537       0.836437E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.2120       0.779594       0.836442E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.2120       0.779651       0.836447E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.2119       0.779707       0.836453E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.2119       0.779764       0.836458E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.2118       0.779821       0.836464E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.2118       0.779877       0.836469E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.2117       0.779934       0.836475E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.2116       0.779991       0.836481E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.2116       0.780048       0.836487E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.2115       0.780105       0.836493E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.2115       0.780161       0.836499E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.2114       0.780218       0.836505E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.2114       0.780275       0.836511E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.2113       0.780332       0.836517E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.2112       0.780389       0.836524E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.2112       0.780446       0.836530E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.2111       0.780503       0.836537E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.2111       0.780560       0.836543E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.2110       0.780617       0.836550E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.2110       0.780674       0.836557E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.2109       0.780731       0.836564E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.2108       0.780788       0.836571E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.2108       0.780845       0.836578E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.2107       0.780902       0.836585E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.2107       0.780959       0.836592E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.2106       0.781016       0.836599E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.2106       0.781073       0.836607E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.2105       0.781130       0.836614E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.2104       0.781187       0.836622E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.2104       0.781245       0.836629E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.2103       0.781302       0.836637E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.2103       0.781359       0.836645E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.2102       0.781416       0.836652E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.2102       0.781473       0.836660E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.2101       0.781530       0.836668E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.2100       0.781588       0.836676E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.2100       0.781645       0.836685E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.2099       0.781702       0.836693E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.2099       0.781759       0.836701E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.2098       0.781817       0.836709E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.2098       0.781874       0.836718E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.2097       0.781931       0.836726E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.2096       0.781988       0.836735E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.2096       0.782046       0.836744E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2095       0.782103       0.836752E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.2095       0.782160       0.836761E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.2094       0.782218       0.836770E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.2094       0.782275       0.836779E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.2093       0.782333       0.836788E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.2088       0.782391       0.836798E-002  0.395539E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2029       0.782460       0.836820E-002  0.627796E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.1995       0.782580       0.836896E-002  0.952796E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.1994       0.782726       0.837000E-002  0.950701E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.0143       0.782914       0.389430E-002  0.977644E-002  0.189096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.9905                 NaN            NaN  0.945102E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.9906                 NaN            NaN  0.937991E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.9907                 NaN            NaN  0.928117E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.9908                 NaN            NaN  0.922036E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.9887                 NaN            NaN  0.113198E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.9931                 NaN            NaN  0.691798E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.9910                 NaN            NaN  0.900503E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.9911                 NaN            NaN  0.893571E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.9911                 NaN            NaN  0.885988E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.9946                 NaN            NaN  0.536143E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.9878                 NaN            NaN  0.121588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.9913                 NaN            NaN  0.867476E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.9914                 NaN            NaN  0.855421E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.9915                 NaN            NaN  0.852168E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.9916                 NaN            NaN  0.843533E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.9916                 NaN            NaN  0.836904E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.9917                 NaN            NaN  0.831220E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.9918                 NaN            NaN  0.822638E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.9918                 NaN            NaN  0.815967E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.9919                 NaN            NaN  0.809165E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.9054                 NaN            NaN  0.808339E-002  0.865002E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.4119                 NaN            NaN  0.832561E-002  0.579803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.4106                 NaN            NaN  0.833729E-002  0.581031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.4129                 NaN            NaN  0.828181E-002  0.578827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.4134                 NaN            NaN  0.826871E-002  0.578305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.5513                 NaN            NaN  0.205386E-001   1.42815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.6839                 NaN            NaN  0.417893E-002  0.311945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.4325                 NaN            NaN  0.796266E-002  0.559566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.9013                 NaN            NaN  0.300405E-002  0.353978       0.741729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.5280                 NaN            NaN            NaN  0.183680        1.28832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.5546                 NaN            NaN            NaN  0.179855        1.26550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5777                 NaN            NaN            NaN  0.177355        1.24492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.5969                 NaN            NaN            NaN  0.171285        1.23185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6259                 NaN            NaN            NaN  0.168812        1.20531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.6438                 NaN            NaN            NaN  0.164747        1.19144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.6637                 NaN            NaN            NaN  0.160686        1.17557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6868                 NaN            NaN            NaN  0.157401        1.15584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6986                 NaN            NaN            NaN  0.151865        1.14951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7349                 NaN            NaN            NaN  0.151024        1.11412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.7468                 NaN            NaN            NaN  0.147206        1.10599                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7621                 NaN            NaN            NaN  0.145455        1.09241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7851                 NaN            NaN            NaN  0.142398        1.07249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.8047                 NaN            NaN            NaN  0.137448        1.05782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8183                 NaN            NaN            NaN  0.135151        1.04651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8349                 NaN            NaN            NaN  0.131483        1.03366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8513                 NaN            NaN            NaN  0.129522        1.01919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7143                 NaN            NaN            NaN  0.142642        1.14307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.0346                 NaN            NaN            NaN  0.107691       0.857729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8986                 NaN            NaN            NaN  0.121057       0.980362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9125                 NaN            NaN            NaN  0.117612       0.969847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.6933                 NaN            NaN            NaN  0.131382        1.17533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.1715                 NaN            NaN            NaN  0.882556E-001  0.740262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9303                 NaN            NaN            NaN  0.102449       0.967209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9827                 NaN            NaN            NaN  0.111765       0.905503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9825                 NaN            NaN            NaN  0.101653       0.915819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9942                 NaN            NaN            NaN  0.102275       0.903496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0054                 NaN            NaN            NaN  0.994703E-001  0.895106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0132                 NaN            NaN            NaN  0.970636E-001  0.889749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0318                 NaN            NaN            NaN  0.951162E-001  0.873073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0372                 NaN            NaN            NaN  0.921965E-001  0.870566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0517                 NaN            NaN            NaN  0.906636E-001  0.857636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0617                 NaN            NaN            NaN  0.890339E-001  0.849291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0708                 NaN            NaN            NaN  0.858022E-001  0.843414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0803                 NaN            NaN            NaN  0.843764E-001  0.835304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0903                 NaN            NaN            NaN  0.813767E-001  0.828328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0963                 NaN            NaN            NaN  0.753347E-001  0.828370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9030                 NaN            NaN            NaN  0.949954E-001   1.00198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.3227                 NaN            NaN            NaN  0.564553E-001  0.620890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1266                 NaN            NaN            NaN  0.730047E-001  0.800387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1333                 NaN            NaN            NaN  0.696967E-001  0.797038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.9080                 NaN            NaN            NaN  0.274075E-001            NaN   1.06456                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.8672                 NaN            NaN            NaN  0.155170E-001  0.546294E-001   1.06270                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.8475                 NaN            NaN            NaN            NaN            NaN   1.15254                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.8398                 NaN            NaN            NaN            NaN            NaN   1.16018                 NaN            NaN            NaN            NaN            NaN            NaN
