|6.6.6
Archiving\03_Data\eq/QFM_m5/NWA1068/NWA1068_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1743.59        2500.00        96.1213       0.658600        3.20262       0.174584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        96.1149       0.658692        3.20897       0.174594E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        96.1084       0.658784        3.21533       0.174604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        96.1020       0.658876        3.22168       0.174615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        96.0955       0.658968        3.22804       0.174625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        96.0891       0.659060        3.23440       0.174635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        96.0826       0.659151        3.24076       0.174645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        96.0762       0.659243        3.24713       0.174656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        96.0697       0.659335        3.25349       0.174666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        96.0636       0.659425        3.25952       0.174676E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        96.0575       0.659516        3.26555       0.174686E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        96.0513       0.659606        3.27158       0.174696E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        96.0452       0.659696        3.27761       0.174706E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        96.0391       0.659786        3.28365       0.174716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        96.0330       0.659876        3.28968       0.174725E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        96.0268       0.659966        3.29572       0.174735E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        96.0207       0.660056        3.30176       0.174745E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        96.0149       0.660144        3.30746       0.174755E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        96.0091       0.660233        3.31316       0.174764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        96.0033       0.660321        3.31887       0.174774E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        95.9975       0.660409        3.32457       0.174784E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        95.9917       0.660498        3.33028       0.174793E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        95.9859       0.660586        3.33599       0.174803E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        95.9801       0.660674        3.34170       0.174812E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        95.9743       0.660762        3.34741       0.174822E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        95.9719       0.660829        3.34979       0.174826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        95.9694       0.660896        3.35217       0.174830E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        95.9670       0.660964        3.35456       0.174834E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        95.9645       0.661031        3.35695       0.174838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        95.9529       0.661157        3.36846       0.174858E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        95.9413       0.661283        3.37997       0.174878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        95.9310       0.661373        3.38478       0.174888E-001  0.539574E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        95.9161       0.661466        3.38906       0.174899E-001  0.158795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        95.9017       0.661558        3.39321       0.174910E-001  0.260144E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        95.8873       0.661650        3.39736       0.174921E-001  0.361524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        95.8730       0.661743        3.40151       0.174932E-001  0.462934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        95.8586       0.661835        3.40566       0.174943E-001  0.564374E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        95.8442       0.661927        3.40981       0.174954E-001  0.665845E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        95.8298       0.662019        3.41397       0.174965E-001  0.767347E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        95.8154       0.662111        3.41812       0.174976E-001  0.868878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        95.8010       0.662203        3.42228       0.174987E-001  0.970441E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        95.7870       0.662294        3.42627       0.174997E-001  0.106915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        95.3800       0.662366        3.41234       0.173274E-001  0.117345       0.410607                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        94.8005       0.662426        3.38966       0.170766E-001  0.128053        1.00229                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        94.2209       0.662484        3.36697       0.168257E-001  0.138763        1.59406                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        93.6492       0.662533        3.34246       0.165721E-001  0.149200        2.17999                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        93.0775       0.662580        3.31795       0.163186E-001  0.159638        2.76597                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        92.5058       0.662625        3.29342       0.160649E-001  0.170077        3.35202                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        91.9340       0.662669        3.26889       0.158113E-001  0.180518        3.93811                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        91.3712       0.662703        3.24247       0.155553E-001  0.190604        4.51746                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        90.8084       0.662735        3.21605       0.152994E-001  0.200691        5.09685                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        89.8315       0.663291        3.20500       0.151812E-001  0.201169        5.39752       0.686303                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        88.5212       0.664282        3.20740       0.151808E-001  0.193076        5.46129        1.93754                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        87.2881       0.665218        3.20904       0.151816E-001  0.184212        5.51977        3.11844                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        86.0516       0.666155        3.21068       0.151823E-001  0.175323        5.57839        4.30263                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        84.8117       0.667094        3.21233       0.151830E-001  0.166408        5.63717        5.49011                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        83.5683       0.668034        3.21397       0.151837E-001  0.157467        5.69611        6.68091                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        82.4749       0.668870        3.21402       0.151852E-001  0.146204        5.74726        7.73359                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        81.3787       0.669707        3.21407       0.151868E-001  0.134912        5.79853        8.78885                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        80.2799       0.670545        3.21412       0.151883E-001  0.123591        5.84992        9.84670                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        79.1784       0.671384        3.21416       0.151897E-001  0.112241        5.90143        10.9072                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        78.0743       0.672225        3.21420       0.151912E-001  0.100863        5.95306        11.9702                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        76.9674       0.673066        3.21423       0.151927E-001  0.894552E-001   6.00481        13.0359                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        75.8578       0.673908        3.21426       0.151941E-001  0.780189E-001   6.05667        14.1042                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        74.7455       0.674751        3.21428       0.151955E-001  0.665537E-001   6.10866        15.1751                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        73.7091       0.675548        3.21404       0.151980E-001  0.522370E-001   6.15717        16.1767                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        72.6704       0.676346        3.21378       0.152006E-001  0.378860E-001   6.20579        17.1806                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        71.4256       0.677302        3.21332       0.152275E-001  0.510782E-001   6.20660        16.8233        1.58749                 NaN            NaN            NaN            NaN
  1525.64        2500.00        69.8480       0.678524        3.21354       0.152891E-001  0.104897        6.14254        14.6071        5.39015                 NaN            NaN            NaN            NaN
  1522.44        2500.00        68.2511       0.679801        3.21483       0.153434E-001  0.157710        6.09804        12.6392        8.94402                 NaN            NaN            NaN            NaN
  1519.23        2500.00        66.6483       0.681080        3.21611       0.153978E-001  0.210724        6.05336        10.6639        12.5112                 NaN            NaN            NaN            NaN
  1516.03        2500.00        65.0396       0.682361        3.21739       0.154523E-001  0.263939        6.00849        8.68109        16.0917                 NaN            NaN            NaN            NaN
  1512.82        2500.00        63.4250       0.683645        3.21866       0.155070E-001  0.317355        5.96344        6.69087        19.6855                 NaN            NaN            NaN            NaN
  1509.62        2500.00        61.7205       0.685088        3.22700       0.155526E-001  0.354079        5.94746        5.52782        22.0528       0.469704                 NaN            NaN            NaN
  1506.41        2500.00        59.9227       0.686678        3.24352       0.155983E-001  0.372854        5.93860        5.07363        1.58869        23.1578                 NaN            NaN            NaN
  1503.21        2500.00        59.9212       0.686712        3.24354       0.155980E-001  0.372877        5.93881        5.07382        1.58875        23.1587                 NaN            NaN            NaN
  1500.00        2500.00        56.5318       0.689663        3.27055       0.156803E-001  0.411311        5.93065        4.18746        25.2682        3.69470                 NaN            NaN            NaN
  1496.79        2500.00        56.5303       0.689695        3.27056       0.156799E-001  0.411336        5.93085        4.18760        25.2691        3.69483                 NaN            NaN            NaN
  1493.59        2500.00        56.5289       0.689727        3.27058       0.156795E-001  0.411361        5.93104        4.18775        25.2701        3.69495                 NaN            NaN            NaN
  1490.38        2500.00        56.5274       0.689760        3.27059       0.156791E-001  0.411386        5.93123        4.18789        25.2710        3.69507                 NaN            NaN            NaN
  1487.18        2500.00        50.5379       0.694871        3.30009       0.157950E-001  0.485477        5.98054        2.73018        28.8165        7.43863                 NaN            NaN            NaN
  1483.97        2500.00        50.5365       0.694900        3.30009       0.157945E-001  0.485505        5.98071        2.73026        28.8174        7.43884                 NaN            NaN            NaN
  1480.77        2500.00        50.5350       0.694929        3.30008       0.157940E-001  0.485532        5.98087        2.73035        28.8183        7.43905                 NaN            NaN            NaN
  1477.56        2500.00        50.5336       0.694958        3.30008       0.157936E-001  0.485559        5.98104        2.73043        28.8193        7.43926                 NaN            NaN            NaN
  1474.36        2500.00        50.5322       0.694987        3.30008       0.157931E-001  0.485587        5.98121        2.73051        28.8202        7.43947                 NaN            NaN            NaN
  1471.15        2500.00        50.5308       0.695016        3.30008       0.157926E-001  0.485614        5.98137        2.73059        28.8211        7.43968                 NaN            NaN            NaN
  1467.95        2500.00        50.5293       0.695045        3.30008       0.157922E-001  0.485642        5.98154        2.73067        28.8220        7.43989                 NaN            NaN            NaN
  1464.74        2500.00        50.5279       0.695074        3.30008       0.157917E-001  0.485669        5.98170        2.73076        28.8229        7.44010                 NaN            NaN            NaN
  1461.54        2500.00        41.0436       0.702843        3.26960       0.158230E-001  0.615267        6.39630        1.32263        13.5528        33.0811                 NaN            NaN            NaN
  1458.33        2500.00        41.0423       0.702866        3.26957       0.158224E-001  0.615298        6.39643        1.32265        13.5531        33.0819                 NaN            NaN            NaN
  1455.13        2500.00        41.0411       0.702890        3.26955       0.158218E-001  0.615328        6.39655        1.32268        13.5534        33.0827                 NaN            NaN            NaN
  1451.92        2500.00        41.0398       0.702913        3.26952       0.158212E-001  0.615359        6.39668        1.32271        13.5537        33.0835                 NaN            NaN            NaN
  1448.72        2500.00        41.0385       0.702936        3.26949       0.158206E-001  0.615389        6.39680        1.32274        13.5539        33.0843                 NaN            NaN            NaN
  1445.51        2500.00        41.0373       0.702960        3.26947       0.158200E-001  0.615420        6.39693        1.32277        13.5542        33.0851                 NaN            NaN            NaN
  1442.31        2500.00        41.0360       0.702983        3.26944       0.158194E-001  0.615450        6.39706        1.32280        13.5545        33.0859                 NaN            NaN            NaN
  1439.10        2500.00        41.0347       0.703006        3.26942       0.158188E-001  0.615480        6.39718        1.32283        13.5548        33.0868                 NaN            NaN            NaN
  1435.90        2500.00        33.8451       0.708392        3.12425       0.155884E-001  0.750481        7.27081       0.951699        18.3546        34.9791                 NaN            NaN            NaN
  1432.69        2500.00        33.8440       0.708411        3.12421       0.155877E-001  0.750515        7.27091       0.951714        18.3549        34.9798                 NaN            NaN            NaN
  1429.49        2500.00        32.2908       0.709489        3.06992       0.154895E-001  0.790138        7.56408       0.894535        19.4063        35.2592                 NaN            NaN            NaN
  1426.28        2500.00        31.5543       0.709984        3.03937       0.154326E-001  0.812091        7.72497       0.840265        19.9003        35.4034                 NaN            NaN            NaN
  1423.08        2500.00        30.6918       0.710501        3.00900       0.153639E-001  0.833804        7.91310       0.723833        35.6418        20.3652       0.956208E-001            NaN            NaN
  1419.87        2500.00        29.2464       0.711061        2.98063       0.152386E-001  0.858438        8.23134       0.920132E-001   20.6021        36.5956       0.667220                 NaN            NaN
  1416.67        2500.00        27.9258       0.711605        2.95508       0.151251E-001  0.865003        8.52074                 NaN   36.9352        20.8913        1.18021                 NaN            NaN
  1413.46        2500.00        27.9249       0.711620        2.95502       0.151244E-001  0.865037        8.52082                 NaN   36.9357        20.8915        1.18029                 NaN            NaN
  1410.26        2500.00        25.5457       0.712521        2.89766       0.148951E-001  0.872225        9.10721                 NaN   21.4211        37.3120        2.11675                 NaN            NaN
  1407.05        2500.00        25.5449       0.712535        2.89760       0.148943E-001  0.872258        9.10727                 NaN   21.4213        37.3124        2.11689                 NaN            NaN
  1403.85        2500.00        25.5441       0.712549        2.89754       0.148936E-001  0.872291        9.10733                 NaN   21.4214        37.3129        2.11703                 NaN            NaN
  1400.64        2500.00        25.5433       0.712563        2.89748       0.148929E-001  0.872324        9.10740                 NaN   21.4216        37.3133        2.11718                 NaN            NaN
  1397.44        2500.00        25.5425       0.712577        2.89743       0.148921E-001  0.872357        9.10746                 NaN   21.4218        37.3137        2.11732                 NaN            NaN
  1394.23        2500.00        25.5417       0.712591        2.89737       0.148914E-001  0.872390        9.10752                 NaN   21.4219        37.3142        2.11746                 NaN            NaN
  1391.03        2500.00        25.5409       0.712604        2.89731       0.148906E-001  0.872423        9.10758                 NaN   21.4221        37.3146        2.11761                 NaN            NaN
  1387.82        2500.00        25.5401       0.712618        2.89725       0.148899E-001  0.872456        9.10765                 NaN   21.4223        37.3151        2.11775                 NaN            NaN
  1384.62        2500.00        18.3582       0.714173        2.54443       0.137099E-001  0.902873        11.9207                 NaN   37.5532        22.8690        5.12381                 NaN            NaN
  1381.41        2500.00        18.3576       0.714182        2.54436       0.137091E-001  0.902902        11.9207                 NaN   37.5534        22.8690        5.12413                 NaN            NaN
  1378.21        2500.00        18.3571       0.714191        2.54429       0.137084E-001  0.902930        11.9207                 NaN   37.5536        22.8691        5.12444                 NaN            NaN
  1375.00        2500.00        18.3565       0.714201        2.54423       0.137076E-001  0.902959        11.9207                 NaN   37.5538        22.8691        5.12475                 NaN            NaN
  1371.79        2500.00        18.3560       0.714210        2.54416       0.137069E-001  0.902988        11.9207                 NaN   37.5540        22.8691        5.12507                 NaN            NaN
  1368.59        2500.00        18.3554       0.714219        2.54409       0.137061E-001  0.903016        11.9207                 NaN   37.5543        22.8692        5.12538                 NaN            NaN
  1365.38        2500.00        18.3548       0.714229        2.54403       0.137054E-001  0.903045        11.9208                 NaN   37.5545        22.8692        5.12570                 NaN            NaN
