|6.6.6
Archiving\03_Data\eqfrac/QFM_m4/GRV/GRV_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1029.88        2500.00                 NaN            NaN            NaN            NaN            NaN   7.10590        4.59403                 NaN            NaN   8.47843       0.551725        45.7589        33.5110     
  1028.39        2500.00                 NaN            NaN            NaN            NaN            NaN  0.379373E-003   2.76769        8.96741                 NaN   8.54297       0.548633        45.6431        33.5298     
  1026.89        2500.00                 NaN            NaN            NaN            NaN            NaN   7.05049        4.66816                 NaN            NaN   8.47841       0.549997        45.7317        33.5212     
  1025.40        2500.00                 NaN            NaN            NaN            NaN            NaN  0.170193        11.7131                 NaN            NaN   8.61142       0.506843        45.4512        33.5472     
  1023.91        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9570       0.923813                 NaN            NaN   8.61614       0.506908        45.4468        33.5494     
  1022.41        2500.00                 NaN            NaN            NaN            NaN            NaN   7.44278        4.29427                 NaN            NaN   8.54846       0.539764        45.6545        33.5203     
  1020.92        2500.00                 NaN            NaN            NaN            NaN            NaN   7.39711        4.35811                 NaN            NaN   8.54952       0.539360        45.6241        33.5318     
  1019.42        2500.00                 NaN            NaN            NaN            NaN            NaN   5.81102        5.92979       0.231486E-005            NaN   8.40697       0.558949        45.7519        33.5414     
  1017.93        2500.00                 NaN            NaN            NaN            NaN            NaN   4.19195        7.53769       0.291496E-004            NaN   8.51600       0.538694        45.6903        33.5253     
  1016.44        2500.00                 NaN            NaN            NaN            NaN            NaN   6.71081        5.18877                 NaN            NaN   8.65689       0.502669        45.3817        33.5591     
  1014.94        2500.00                 NaN            NaN            NaN            NaN            NaN  0.379472E-003   11.1790       0.790559       0.106046E-005   8.58141       0.526461        45.3152        33.6069     
  1013.45        2500.00                 NaN            NaN            NaN            NaN            NaN   3.85282        7.92801                 NaN            NaN   8.60574       0.522088        45.5578        33.5335     
  1011.95        2500.00                 NaN            NaN            NaN            NaN            NaN   2.34202        9.64517                 NaN            NaN   8.70219       0.495449        45.2074        33.6078     
  1010.46        2500.00                 NaN            NaN            NaN            NaN            NaN   4.42000        7.30820       0.415529E-005            NaN   8.51242       0.543310        45.6826        33.5335     
  1008.96        2500.00                 NaN            NaN            NaN            NaN            NaN   4.01672        7.75567                 NaN            NaN   8.58764       0.528380        45.5753        33.5363     
  1007.47        2500.00                 NaN            NaN            NaN            NaN            NaN   4.45906        7.27347       0.198296E-004            NaN   8.52001       0.541504        45.6705        33.5355     
  1005.98        2500.00                 NaN            NaN            NaN            NaN            NaN   3.37687        8.54965                 NaN            NaN   8.65913       0.496045        45.3432        33.5751     
  1004.48        2500.00                 NaN            NaN            NaN            NaN            NaN   4.60329        7.14218       0.233305E-005            NaN   8.52646       0.539688        45.6491        33.5393     
  1002.99        2500.00                 NaN            NaN            NaN            NaN            NaN   4.08619        7.68144                 NaN            NaN   8.57905       0.531191        45.5803        33.5418     
  1001.49        2500.00                 NaN            NaN            NaN            NaN            NaN   4.07398        7.70760       0.183057E-005            NaN   8.60358       0.525645        45.5351        33.5541     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   4.27474        7.50395                 NaN            NaN   8.58694       0.530574        45.5555        33.5483     
