|6.6.6
Archiving\03_Data\fracLP/QFM_m0.5/TIS/TIS_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1523.81        500.000        99.4379                 NaN            NaN            NaN            NaN  0.552320       0.982057E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.4419                 NaN            NaN            NaN            NaN  0.548378       0.974348E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.4451                 NaN            NaN            NaN            NaN  0.545223       0.967674E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.4493                 NaN            NaN            NaN            NaN  0.541125       0.961187E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.6228                 NaN            NaN            NaN            NaN  0.370510       0.670947E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.8905                 NaN            NaN            NaN            NaN  0.107802       0.173351E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.6781                 NaN            NaN            NaN            NaN  0.949223       0.130739E-001  0.359639                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9356                 NaN            NaN            NaN            NaN  0.177932E-001            NaN   1.04657                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.9430                 NaN            NaN            NaN            NaN  0.103867E-001            NaN   1.04657                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.9532                 NaN            NaN            NaN            NaN  0.612822E-001            NaN  0.985476                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.9704                 NaN            NaN            NaN            NaN  0.359690E-002            NaN   1.02605                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.9884                 NaN            NaN            NaN            NaN  0.116324                 NaN  0.895285                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.9821                 NaN            NaN            NaN            NaN            NaN            NaN   1.01785                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.9946                 NaN            NaN            NaN            NaN            NaN            NaN   1.00542                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0016                 NaN            NaN            NaN            NaN            NaN            NaN  0.998362                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0109                 NaN            NaN            NaN            NaN            NaN            NaN  0.989055                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0191                 NaN            NaN            NaN            NaN  0.577187E-002            NaN  0.975160                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0265                 NaN            NaN            NaN            NaN  0.131511E-005            NaN  0.973457                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0332                 NaN            NaN            NaN            NaN            NaN            NaN  0.966839                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0408                 NaN            NaN            NaN            NaN            NaN            NaN  0.959199                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0471                 NaN            NaN            NaN            NaN            NaN            NaN  0.952892                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0563                 NaN            NaN            NaN            NaN  0.160783E-001            NaN  0.927669                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0598                 NaN            NaN            NaN            NaN            NaN            NaN  0.940191                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.8845                 NaN            NaN            NaN            NaN            NaN            NaN  0.379618       0.735836                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.2069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.924093       0.868978                 NaN            NaN            NaN            NaN
  1461.15        500.000        97.9931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.678722        1.32815                 NaN            NaN            NaN            NaN
  1458.65        500.000        98.0225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.30849       0.669038                 NaN            NaN            NaN            NaN
  1456.14        500.000        98.0530                 NaN            NaN            NaN            NaN            NaN            NaN  0.458963E-001   1.29580       0.605311                 NaN            NaN            NaN            NaN
  1453.63        500.000        98.0805                 NaN            NaN            NaN            NaN            NaN            NaN  0.469858E-001   1.27608       0.596478                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.1062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643768        1.25001                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.1308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.637531        1.23170                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.1583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.629026        1.21272                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.1797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.621912        1.19843                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.2034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.615796        1.18082                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.2266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.16439       0.608980                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.2480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.14859       0.603362                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.2703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.13378       0.595932                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.2907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.11757       0.591693                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.3095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.584070        1.10646                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.3277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.579644        1.09264                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.3463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.576209        1.07745                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.3623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.570759        1.06696                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.3840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05097       0.565027                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.3997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03960       0.560661                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.4130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.557346        1.02967                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.4300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.552850        1.01715                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.4448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.00693       0.548286                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.4582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.995573       0.546247                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.4732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.540153       0.986618                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.4847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.977750       0.537572                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.5000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.966586       0.533455                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.5113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.958209       0.530452                 NaN            NaN            NaN            NaN
  1393.48        500.000        98.5237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.527290       0.948980                 NaN            NaN            NaN            NaN
  1390.98        500.000        96.9973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.25380        1.03949       0.709431                 NaN            NaN            NaN
  1388.47        500.000        96.7506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03639        1.37725       0.835803                 NaN            NaN            NaN
  1385.96        500.000        96.8214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.34886        1.01480       0.814932                 NaN            NaN            NaN
  1383.46        500.000        96.8485                 NaN            NaN            NaN            NaN  0.330666                 NaN            NaN   1.10315       0.865353       0.852305                 NaN            NaN            NaN
  1380.95        500.000        96.8864                 NaN            NaN            NaN            NaN  0.573116                 NaN            NaN   1.16586       0.500283       0.874298                 NaN            NaN            NaN
  1378.45        500.000        96.9502                 NaN            NaN            NaN            NaN  0.583907                 NaN            NaN   1.15241       0.456447       0.857031                 NaN            NaN            NaN
  1375.94        500.000        97.0112                 NaN            NaN            NaN            NaN  0.594389                 NaN            NaN  0.412631        1.14093       0.840889                 NaN            NaN            NaN
  1373.43        500.000        97.0710                 NaN            NaN            NaN            NaN  0.603446                 NaN            NaN   1.12831       0.373015       0.824196                 NaN            NaN            NaN
  1370.93        500.000        97.1298                 NaN            NaN            NaN            NaN  0.614579                 NaN            NaN   1.11475       0.332154       0.808726                 NaN            NaN            NaN
  1368.42        500.000        97.1830                 NaN            NaN            NaN            NaN  0.622331                 NaN            NaN   1.10738       0.293815       0.793476                 NaN            NaN            NaN
  1365.91        500.000        97.2351                 NaN            NaN            NaN            NaN  0.631155                 NaN            NaN  0.257649        1.09672       0.779335                 NaN            NaN            NaN
  1363.41        500.000        97.2766                 NaN            NaN            NaN            NaN  0.646918                 NaN            NaN  0.216865        1.09029       0.769332                 NaN            NaN            NaN
  1360.90        500.000        97.3460                 NaN            NaN            NaN            NaN  0.640205                 NaN            NaN  0.195137        1.07157       0.747109                 NaN            NaN            NaN
  1358.40        500.000        97.3822                 NaN            NaN            NaN            NaN  0.652976                 NaN            NaN  0.158434        1.06848       0.737914                 NaN            NaN            NaN
  1355.89        500.000        97.4233                 NaN            NaN            NaN            NaN  0.662392                 NaN            NaN  0.124960        1.06279       0.726576                 NaN            NaN            NaN
  1353.38        500.000        97.4743                 NaN            NaN            NaN            NaN  0.661579                 NaN            NaN   1.04930       0.103776       0.711068                 NaN            NaN            NaN
  1350.88        500.000        97.5138                 NaN            NaN            NaN            NaN  0.669078                 NaN            NaN   1.04286       0.740757E-001  0.700172                 NaN            NaN            NaN
  1348.37        500.000        97.5514                 NaN            NaN            NaN            NaN  0.672177                 NaN            NaN   1.03647       0.509486E-001  0.688971                 NaN            NaN            NaN
  1345.86        500.000        97.5933                 NaN            NaN            NaN            NaN  0.674266                 NaN            NaN  0.277824E-001   1.02827       0.676404                 NaN            NaN            NaN
  1343.36        500.000        97.5976                 NaN            NaN            NaN            NaN  0.692653                 NaN            NaN   1.02975                 NaN  0.679955                 NaN            NaN            NaN
  1340.85        500.000        97.7065                 NaN            NaN            NaN            NaN  0.638873                 NaN            NaN  0.348396E-001  0.983610       0.636153                 NaN            NaN            NaN
  1338.35        500.000        97.4253                 NaN            NaN            NaN            NaN  0.547298       0.182365                 NaN  0.366400E-001   1.12255       0.685882                 NaN            NaN            NaN
  1335.84        500.000        97.3164                 NaN            NaN            NaN            NaN  0.455864       0.264790                 NaN   1.17116       0.984191E-001  0.693349                 NaN            NaN            NaN
  1333.33        500.000        97.2762                 NaN            NaN            NaN            NaN  0.415011       0.312869                 NaN   1.21154       0.910368E-001  0.693357                 NaN            NaN            NaN
  1330.83        500.000        97.2708                 NaN            NaN            NaN            NaN  0.386565       0.344558                 NaN  0.716720E-001   1.23875       0.687680                 NaN            NaN            NaN
  1328.32        500.000        97.2930                 NaN            NaN            NaN            NaN  0.371416       0.359712                 NaN  0.486355E-001   1.24839       0.678837                 NaN            NaN            NaN
  1325.81        500.000        97.3496                 NaN            NaN            NaN            NaN  0.365289       0.357585                 NaN   1.22932       0.334093E-001  0.664793                 NaN            NaN            NaN
  1323.31        500.000        97.3943                 NaN            NaN            NaN            NaN  0.358990       0.360910                 NaN  0.540980E-002   1.22785       0.652547                 NaN            NaN            NaN
  1320.80        500.000        97.4533                 NaN            NaN            NaN            NaN  0.347453       0.355519                 NaN   1.20192       0.417823E-002  0.637628                 NaN            NaN            NaN
  1318.30        500.000        97.5142                 NaN            NaN            NaN            NaN  0.339140       0.348460                 NaN   1.17553                 NaN  0.622671                 NaN            NaN            NaN
  1315.79        500.000        97.5746                 NaN            NaN            NaN            NaN  0.331049       0.340754                 NaN   1.14572                 NaN  0.607892                 NaN            NaN            NaN
  1313.28        500.000        97.6301                 NaN            NaN            NaN            NaN  0.320988       0.333204                 NaN   1.12175                 NaN  0.593955                 NaN            NaN            NaN
  1310.78        500.000        97.6932                 NaN            NaN            NaN            NaN  0.313392       0.325333                 NaN   1.08943                 NaN  0.578661                 NaN            NaN            NaN
  1308.27        500.000        97.7498                 NaN            NaN            NaN            NaN  0.307091       0.316860                 NaN   1.06119                 NaN  0.565082                 NaN            NaN            NaN
  1305.76        500.000        97.8078                 NaN            NaN            NaN            NaN  0.298916       0.308407                 NaN   1.03383                 NaN  0.551027                 NaN            NaN            NaN
  1303.26        500.000        97.8633                 NaN            NaN            NaN            NaN  0.291162       0.300854                 NaN   1.00716                 NaN  0.537496                 NaN            NaN            NaN
  1300.75        500.000        97.9172                 NaN            NaN            NaN            NaN  0.285811       0.292522                 NaN  0.979881                 NaN  0.524546                 NaN            NaN            NaN
  1298.25        500.000        97.9701                 NaN            NaN            NaN            NaN  0.280147       0.284631                 NaN  0.953372                 NaN  0.511796                 NaN            NaN            NaN
  1295.74        500.000        98.0232                 NaN            NaN            NaN            NaN  0.270561       0.276828                 NaN  0.930798                 NaN  0.498592                 NaN            NaN            NaN
  1293.23        500.000        98.0735                 NaN            NaN            NaN            NaN  0.266290       0.269318                 NaN  0.904341                 NaN  0.486558                 NaN            NaN            NaN
  1290.73        500.000        98.1222                 NaN            NaN            NaN            NaN  0.259662       0.262214                 NaN  0.881355                 NaN  0.474614                 NaN            NaN            NaN
  1288.22        500.000        98.1716                 NaN            NaN            NaN            NaN  0.252607       0.255366                 NaN  0.857957                 NaN  0.462490                 NaN            NaN            NaN
  1285.71        500.000        98.2175                 NaN            NaN            NaN            NaN  0.246042       0.247659                 NaN  0.837738                 NaN  0.451098                 NaN            NaN            NaN
  1283.21        500.000        98.2649                 NaN            NaN            NaN            NaN  0.239931       0.241116                 NaN  0.814432                 NaN  0.439592                 NaN            NaN            NaN
  1280.70        500.000        98.3101                 NaN            NaN            NaN            NaN  0.233650       0.234286                 NaN  0.793534                 NaN  0.428476                 NaN            NaN            NaN
  1278.20        500.000        98.3530                 NaN            NaN            NaN            NaN  0.229288       0.227528                 NaN  0.772334                 NaN  0.417864                 NaN            NaN            NaN
  1275.69        500.000        98.3965                 NaN            NaN            NaN            NaN  0.221916       0.221178                 NaN  0.753337                 NaN  0.407054                 NaN            NaN            NaN
  1273.18        500.000        98.4383                 NaN            NaN            NaN            NaN  0.216694       0.214587                 NaN  0.733714                 NaN  0.396722                 NaN            NaN            NaN
  1270.68        500.000        98.4789                 NaN            NaN            NaN            NaN  0.212151       0.208450                 NaN  0.713837                 NaN  0.386693                 NaN            NaN            NaN
  1268.17        500.000        98.5199                 NaN            NaN            NaN            NaN  0.205024       0.202114                 NaN  0.696544                 NaN  0.376432                 NaN            NaN            NaN
  1265.66        500.000        98.5590                 NaN            NaN            NaN            NaN  0.201024       0.195930                 NaN  0.677224                 NaN  0.366801                 NaN            NaN            NaN
  1263.16        500.000        98.5975                 NaN            NaN            NaN            NaN  0.195007       0.190102                 NaN  0.660138                 NaN  0.357209                 NaN            NaN            NaN
  1260.65        500.000        98.6346                 NaN            NaN            NaN            NaN  0.189029       0.184466                 NaN  0.644052                 NaN  0.347888                 NaN            NaN            NaN
  1258.15        500.000        98.6714                 NaN            NaN            NaN            NaN  0.183909       0.178772                 NaN  0.627207                 NaN  0.338722                 NaN            NaN            NaN
  1255.64        500.000        94.7028                 NaN            NaN            NaN            NaN  0.338442       0.429208                 NaN   1.33915                 NaN  0.752366        2.43808                 NaN            NaN
  1253.13        500.000        91.6415                 NaN            NaN            NaN            NaN            NaN  0.552114                 NaN   1.25454        1.26257        1.06604        4.22327                 NaN            NaN
  1250.63        500.000        92.4109                 NaN            NaN            NaN            NaN            NaN  0.513344                 NaN   1.17869        1.09145       0.969256        3.83637                 NaN            NaN
  1248.12        500.000        93.0209                 NaN            NaN            NaN            NaN  0.130103E-005  0.473487                 NaN   1.09316       0.992318       0.892800        3.52730                 NaN            NaN
  1245.61        500.000        93.5541                 NaN            NaN            NaN            NaN            NaN  0.440019                 NaN  0.899889        1.01972       0.824919        3.26137                 NaN            NaN
  1243.11        500.000        94.0112                 NaN            NaN            NaN            NaN            NaN  0.409285                 NaN  0.953849       0.825931       0.766176        3.03358                 NaN            NaN
  1240.60        500.000        94.4166                 NaN            NaN            NaN            NaN            NaN  0.381146                 NaN  0.893510       0.762110       0.713457        2.83316                 NaN            NaN
  1238.10        500.000        94.7785                 NaN            NaN            NaN            NaN            NaN  0.355479                 NaN  0.838842       0.705809       0.665765        2.65561                 NaN            NaN
  1235.59        500.000        95.1002                 NaN            NaN            NaN            NaN            NaN  0.331133                 NaN  0.659883       0.787485       0.623075        2.49820                 NaN            NaN
  1233.08        500.000        95.3914                 NaN            NaN            NaN            NaN            NaN  0.308224                 NaN  0.739848       0.620567       0.583923        2.35607                 NaN            NaN
  1230.58        500.000        95.6566                 NaN            NaN            NaN            NaN            NaN  0.286561                 NaN  0.587020       0.694207       0.548046        2.22756                 NaN            NaN
  1228.07        500.000        95.9037                 NaN            NaN            NaN            NaN            NaN  0.266326                 NaN  0.651318       0.555759       0.514420        2.10848                 NaN            NaN
  1225.56        500.000        96.1203                 NaN            NaN            NaN            NaN            NaN  0.247108                 NaN  0.612096       0.533369       0.484515        2.00259                 NaN            NaN
  1223.06        500.000        96.3241                 NaN            NaN            NaN            NaN            NaN  0.228822                 NaN  0.513387       0.573403       0.456449        1.90389                 NaN            NaN
  1220.55        500.000        96.5141                 NaN            NaN            NaN            NaN            NaN  0.211698                 NaN  0.537140       0.493864       0.430295        1.81288                 NaN            NaN
  1218.05        500.000        96.6887                 NaN            NaN            NaN            NaN            NaN  0.195098                 NaN  0.503074       0.479848       0.405842        1.72744                 NaN            NaN
  1215.54        500.000        96.8460                 NaN            NaN            NaN            NaN            NaN  0.179170                 NaN  0.470018       0.470638       0.383850        1.65029                 NaN            NaN
  1213.03        500.000        67.9322                 NaN            NaN            NaN            NaN  0.621551        1.24592                 NaN   3.44123                 NaN   2.77769        12.2520        11.7294                 NaN
  1210.53        500.000        43.7674                 NaN            NaN            NaN            NaN   1.65480        1.85820                 NaN   5.44810                 NaN   4.81280        20.8423        21.6164                 NaN
  1208.02        500.000        65.2424                 NaN            NaN            NaN            NaN   1.10188        1.15305                 NaN   3.31571                 NaN   2.97027        12.8871        13.3296                 NaN
  1205.51        500.000        69.4677                 NaN            NaN            NaN            NaN  0.898923       0.993452                 NaN   3.08850                 NaN   2.59778        11.2681        11.6856                 NaN
  1203.01        500.000        73.8466                 NaN            NaN            NaN            NaN  0.801494       0.833470                 NaN   2.53064                 NaN   2.22404        9.68653        10.0773                 NaN
  1200.50        500.000        77.2020                 NaN            NaN            NaN            NaN  0.723175       0.703776                 NaN   2.19777                 NaN   1.93255        8.44994        8.79080                 NaN
  1197.99        500.000        80.0044                 NaN            NaN            NaN            NaN  0.629869       0.608461                 NaN   1.88601                 NaN   1.68887        7.45068        7.73169                 NaN
  1195.49        500.000        79.5496                 NaN            NaN            NaN            NaN  0.592242       0.660651                 NaN   1.86651                 NaN   1.75104        7.71831        7.86164                 NaN
  1192.98        500.000        84.3349                 NaN            NaN            NaN            NaN  0.489388       0.424776                 NaN   1.52092                 NaN   1.25772        5.78703        6.18528                 NaN
  1190.48        500.000        83.8529                 NaN            NaN            NaN            NaN  0.459282       0.475210                 NaN   1.50428                 NaN   1.32440        6.15001        6.23392                 NaN
  1187.97        500.000        81.0326                 NaN            NaN            NaN            NaN  0.556419       0.535550                 NaN   1.57442                 NaN   1.53651        7.30988        7.45465                 NaN
  1185.46        500.000        71.1414                 NaN            NaN            NaN            NaN  0.679656       0.817194                 NaN   2.26184                 NaN   2.23646        11.5303        11.3331                 NaN
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN   2.08002        2.76618                 NaN   6.72678                 NaN   7.36730        41.2006        39.8591                 NaN
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN   2.12884        2.73952                 NaN   6.70556                 NaN   7.37259        41.1996        39.8539                 NaN
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN   2.29042        2.75827                 NaN   6.43960                 NaN   7.37656        41.2274        39.9078                 NaN
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN   2.31512        2.74255                 NaN   6.43230                 NaN   7.37887        41.2279        39.9032                 NaN
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN   2.33933        2.72713                 NaN   6.42517                 NaN   7.38113        41.2285        39.8988                 NaN
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN   2.36288        2.71207                 NaN   6.41834                 NaN   7.38334        41.2290        39.8944                 NaN
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN   2.38621        2.69693                 NaN   6.41197                 NaN   7.38555        41.2295        39.8899                 NaN
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN   2.40954        2.68174                 NaN   6.40571                 NaN   7.38774        41.2299        39.8853                 NaN
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN   2.49115        2.61666                 NaN   6.40269                 NaN   7.39739        41.2315        39.8606                 NaN
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN   2.49486        2.61641                 NaN   6.39828                 NaN   7.39805        41.2307        39.8617                 NaN
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN   2.49846        2.61610                 NaN   6.39410                 NaN   7.39874        41.2298        39.8628                 NaN
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN   2.50204        2.61579                 NaN   6.38999                 NaN   7.39942        41.2289        39.8638                 NaN
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN   2.50560        2.61546                 NaN   6.38594                 NaN   7.40012        41.2280        39.8649                 NaN
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN   2.50909        2.61505                 NaN   6.38215                 NaN   7.40085        41.2270        39.8659                 NaN
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN   2.51258        2.61461                 NaN   6.37843                 NaN   7.40161        41.2259        39.8668                 NaN
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN   2.51609        2.61415                 NaN   6.37472                 NaN   7.40238        41.2248        39.8678                 NaN
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN   2.61864        2.54256                 NaN   6.35586                 NaN   7.40783        41.2321        39.8430                 NaN
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN   2.64197        2.52683                 NaN   6.35079                 NaN   7.41019        41.2320        39.8383                 NaN
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN   4.97506                 NaN            NaN   6.19805                 NaN   7.52243        41.3047        39.1929       0.806897     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN   4.97922                 NaN            NaN   6.19239                 NaN   7.52295        41.3040        39.1944       0.807049     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN   4.98644                 NaN            NaN   6.21680                 NaN   7.54733        41.2450        39.2061       0.798409     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN   4.99868                 NaN            NaN   6.20131                 NaN   7.55012        41.2402        39.2111       0.798568     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN   5.01259                 NaN            NaN   6.18105                 NaN   7.55100        41.2404        39.2155       0.799408     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN   5.02402                 NaN            NaN   6.16526                 NaN   7.55218        41.2391        39.2195       0.799886     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN   5.03517                 NaN            NaN   6.14986                 NaN   7.55346        41.2376        39.2236       0.800379     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN   5.04628                 NaN            NaN   6.13450                 NaN   7.55483        41.2360        39.2276       0.800864     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN   5.06042                 NaN            NaN   6.11318                 NaN   7.55789        41.2340        39.2325       0.801983     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN   5.06772                 NaN            NaN   6.10500                 NaN   7.55739        41.2327        39.2354       0.801806     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN   5.07969                 NaN            NaN   6.08797                 NaN   7.55852        41.2318        39.2396       0.802433     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   5.09041                 NaN            NaN   6.07300                 NaN   7.55973        41.2304        39.2435       0.802945     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN   5.09899                 NaN            NaN   6.06270                 NaN   7.56098        41.2266        39.2477       0.803014     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN   5.10979                 NaN            NaN   6.04658                 NaN   7.56241        41.2267        39.2508       0.803758     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN   5.11873                 NaN            NaN   6.03471                 NaN   7.56401        41.2241        39.2543       0.804075     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN   5.17007                 NaN            NaN   5.94352                 NaN   7.55701        41.2534        39.2661       0.809959     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN   5.17298                 NaN            NaN   5.93963                 NaN   7.55748        41.2526        39.2672       0.810069     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN   5.14478                 NaN            NaN   6.00131                 NaN   7.56932        41.2143        39.2654       0.804835     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN   5.15373                 NaN            NaN   5.98936                 NaN   7.57081        41.2119        39.2690       0.805171     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN   5.20154                 NaN            NaN   5.90269                 NaN   7.56321        41.2426        39.2790       0.810901     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN   5.20428                 NaN            NaN   5.89909                 NaN   7.56370        41.2418        39.2801       0.810996     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN   5.18107                 NaN            NaN   5.95255                 NaN   7.57526        41.2050        39.2798       0.806274     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN   5.18936                 NaN            NaN   5.94165                 NaN   7.57682        41.2024        39.2832       0.806560     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN   5.19753                 NaN            NaN   5.93096                 NaN   7.57841        41.1996        39.2866       0.806836     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN   5.21490                 NaN            NaN   5.88521                 NaN   7.56573        41.2383        39.2845       0.811351     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN   5.21748                 NaN            NaN   5.88187                 NaN   7.56625        41.2374        39.2856       0.811433     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN   5.22003                 NaN            NaN   5.87858                 NaN   7.56678        41.2364        39.2867       0.811513     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN   5.22255                 NaN            NaN   5.87533                 NaN   7.56732        41.2355        39.2878       0.811591     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN   5.22504                 NaN            NaN   5.87214                 NaN   7.56786        41.2345        39.2888       0.811666     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN   5.22750                 NaN            NaN   5.86899                 NaN   7.56842        41.2334        39.2899       0.811739     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN   5.23023                 NaN            NaN   5.86581                 NaN   7.56925        41.2317        39.2912       0.811765     
