|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.75/ALH/ALH_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         Sp(TH)         an             ilm            San(TH)        ne             lc            
  1395.02        2500.00        98.5877       0.264241                 NaN  0.525290       0.207151                 NaN            NaN  0.415594                 NaN            NaN            NaN            NaN
  1393.61        2500.00        98.6023       0.263981                 NaN  0.199491       0.523016                 NaN            NaN  0.411229                 NaN            NaN            NaN            NaN
  1392.21        2500.00        98.6196       0.263472                 NaN  0.518198       0.192789                 NaN            NaN  0.405985                 NaN            NaN            NaN            NaN
  1390.80        2500.00        98.6282       0.263115                 NaN  0.516173       0.189366                 NaN            NaN  0.403100                 NaN            NaN            NaN            NaN
  1389.40        2500.00        98.6538       0.262731                 NaN  0.509657       0.178385                 NaN            NaN  0.395468                 NaN            NaN            NaN            NaN
  1387.99        2500.00        98.6623       0.262484                 NaN  0.508008       0.174321                 NaN            NaN  0.392874                 NaN            NaN            NaN            NaN
  1386.59        2500.00        98.6793       0.261753                 NaN  0.167687       0.503116                 NaN            NaN  0.388168                 NaN            NaN            NaN            NaN
  1385.18        2500.00        98.6923       0.261229                 NaN  0.501107       0.161591                 NaN            NaN  0.383787                 NaN            NaN            NaN            NaN
  1383.77        2500.00        98.7057       0.260586                 NaN  0.497557       0.156495                 NaN            NaN  0.379636                 NaN            NaN            NaN            NaN
  1382.37        2500.00        98.7167       0.260274                 NaN  0.151640       0.495238                 NaN            NaN  0.376173                 NaN            NaN            NaN            NaN
  1380.96        2500.00        98.7325       0.259403                 NaN  0.145443       0.491193                 NaN            NaN  0.371428                 NaN            NaN            NaN            NaN
  1379.56        2500.00        98.7442       0.258728                 NaN  0.488653       0.140684                 NaN            NaN  0.367688                 NaN            NaN            NaN            NaN
  1378.15        2500.00        98.7561       0.259382                 NaN  0.134726       0.485407                 NaN            NaN  0.364425                 NaN            NaN            NaN            NaN
  1376.74        2500.00        98.7701       0.255953                 NaN  0.481886       0.132900                 NaN            NaN  0.359190                 NaN            NaN            NaN            NaN
  1375.34        2500.00        98.7817       0.256510                 NaN  0.479984       0.125821                 NaN            NaN  0.356007                 NaN            NaN            NaN            NaN
  1373.93        2500.00        98.7934       0.255547                 NaN  0.121386       0.477359                 NaN            NaN  0.352325                 NaN            NaN            NaN            NaN
  1372.53        2500.00        98.8043       0.254710                 NaN  0.474840       0.117384                 NaN            NaN  0.348763                 NaN            NaN            NaN            NaN
  1371.12        2500.00        98.8158       0.253870                 NaN  0.113487       0.471641                 NaN            NaN  0.345208                 NaN            NaN            NaN            NaN
  1369.72        2500.00        98.8269       0.252316                 NaN  0.109512       0.469866                 NaN            NaN  0.341385                 NaN            NaN            NaN            NaN
  1368.31        2500.00        98.8369       0.256720                 NaN  0.970704E-001  0.470212                 NaN            NaN  0.339115                 NaN            NaN            NaN            NaN
  1366.90        2500.00        98.8482       0.245023                 NaN  0.463241       0.109783                 NaN            NaN  0.333781                 NaN            NaN            NaN            NaN
  1365.50        2500.00        98.8582       0.248891                 NaN  0.462975       0.987746E-001            NaN            NaN  0.331179                 NaN            NaN            NaN            NaN
  1364.09        2500.00        98.8677       0.247831                 NaN  0.461254       0.951085E-001            NaN            NaN  0.328154                 NaN            NaN            NaN            NaN
  1362.69        2500.00        98.8785       0.246825                 NaN  0.457496       0.924723E-001            NaN            NaN  0.324740                 NaN            NaN            NaN            NaN
  1361.28        2500.00        98.8890       0.244513                 NaN  0.892947E-001  0.456187                 NaN            NaN  0.320973                 NaN            NaN            NaN            NaN
  1359.88        2500.00        98.8981       0.243588                 NaN  0.454040       0.860943E-001            NaN            NaN  0.318194                 NaN            NaN            NaN            NaN
  1358.47        2500.00        98.9077       0.241829                 NaN  0.451596       0.840264E-001            NaN            NaN  0.314881                 NaN            NaN            NaN            NaN
  1357.06        2500.00        98.9159       0.240292                 NaN  0.450392       0.814189E-001            NaN            NaN  0.312007                 NaN            NaN            NaN            NaN
  1355.66        2500.00        98.9247       0.238557                 NaN  0.447046       0.807624E-001            NaN            NaN  0.308939                 NaN            NaN            NaN            NaN
  1354.25        2500.00        98.9347       0.236664                 NaN  0.445931       0.771361E-001            NaN            NaN  0.305613                 NaN            NaN            NaN            NaN
  1352.85        2500.00        98.9427       0.234713                 NaN  0.763334E-001  0.443456                 NaN            NaN  0.302833                 NaN            NaN            NaN            NaN
  1351.44        2500.00        98.9502       0.233331                 NaN  0.742630E-001  0.441969                 NaN            NaN  0.300258                 NaN            NaN            NaN            NaN
  1350.04        2500.00        98.9598       0.230445                 NaN  0.439879       0.730775E-001            NaN            NaN  0.296752                 NaN            NaN            NaN            NaN
  1348.63        2500.00        98.9674       0.228655                 NaN  0.438025       0.718622E-001            NaN            NaN  0.294085                 NaN            NaN            NaN            NaN
  1347.22        2500.00        98.9748       0.226588                 NaN  0.711842E-001  0.435980                 NaN            NaN  0.291456                 NaN            NaN            NaN            NaN
  1345.82        2500.00        98.9829       0.224262                 NaN  0.701133E-001  0.434209                 NaN            NaN  0.288534                 NaN            NaN            NaN            NaN
  1344.41        2500.00        98.9904       0.222042                 NaN  0.693847E-001  0.432321                 NaN            NaN  0.285865                 NaN            NaN            NaN            NaN
  1343.01        2500.00        98.9977       0.219387                 NaN  0.429965       0.698372E-001            NaN            NaN  0.283159                 NaN            NaN            NaN            NaN
  1341.60        2500.00        99.0043       0.216824                 NaN  0.698163E-001  0.428458                 NaN            NaN  0.280572                 NaN            NaN            NaN            NaN
  1340.19        2500.00        99.0115       0.214298                 NaN  0.426912       0.693360E-001            NaN            NaN  0.277929                 NaN            NaN            NaN            NaN
  1338.79        2500.00        99.0191       0.211788                 NaN  0.693804E-001  0.424501                 NaN            NaN  0.275261                 NaN            NaN            NaN            NaN
  1337.38        2500.00        99.0253       0.209037                 NaN  0.422699       0.700584E-001            NaN            NaN  0.272899                 NaN            NaN            NaN            NaN
  1335.98        2500.00        99.0151       0.206294                 NaN  0.420102       0.830194E-001            NaN            NaN  0.275457                 NaN            NaN            NaN            NaN
  1334.57        2500.00        99.0530       0.203183                 NaN  0.595360E-001  0.421752                 NaN            NaN  0.262572                 NaN            NaN            NaN            NaN
  1333.17        2500.00        99.0440       0.200082                 NaN  0.417626       0.728335E-001            NaN            NaN  0.265467                 NaN            NaN            NaN            NaN
  1331.76        2500.00        98.9790       0.216063                 NaN  0.484640                 NaN            NaN            NaN  0.280178       0.400708E-001            NaN            NaN            NaN
  1330.35        2500.00        98.9118       0.208530                 NaN  0.509984                 NaN            NaN            NaN  0.292443       0.772598E-001            NaN            NaN            NaN
  1328.95        2500.00        98.9239       0.207446                 NaN  0.503458                 NaN            NaN            NaN  0.289203       0.760114E-001            NaN            NaN            NaN
  1327.54        2500.00        98.9365       0.204829                 NaN  0.498320                 NaN            NaN            NaN  0.285799       0.746014E-001            NaN            NaN            NaN
  1326.14        2500.00        98.9474       0.201761                 NaN  0.494662                 NaN            NaN            NaN  0.282969       0.731792E-001            NaN            NaN            NaN
  1324.73        2500.00        98.9603       0.200947                 NaN  0.487907                 NaN            NaN            NaN  0.278882       0.719270E-001            NaN            NaN            NaN
  1323.33        2500.00        98.9715       0.198721                 NaN  0.483077                 NaN            NaN            NaN  0.275966       0.706882E-001            NaN            NaN            NaN
  1321.92        2500.00        98.9829       0.196375                 NaN  0.478352                 NaN            NaN            NaN  0.272965       0.694065E-001            NaN            NaN            NaN
  1320.51        2500.00        98.9930       0.194504                 NaN  0.474094                 NaN            NaN            NaN  0.270203       0.682414E-001            NaN            NaN            NaN
  1319.11        2500.00        99.0049       0.191003                 NaN  0.470512                 NaN            NaN            NaN  0.266674       0.668728E-001            NaN            NaN            NaN
  1317.70        2500.00        99.0153       0.189483                 NaN  0.465516                 NaN            NaN            NaN  0.263919       0.657495E-001            NaN            NaN            NaN
  1316.30        2500.00        99.0259       0.187131                 NaN  0.461389                 NaN            NaN            NaN  0.261033       0.645776E-001            NaN            NaN            NaN
  1314.89        2500.00        99.0358       0.185964                 NaN  0.456384                 NaN            NaN            NaN  0.258377       0.634958E-001            NaN            NaN            NaN
  1313.49        2500.00        99.0449       0.181651                 NaN  0.455714                 NaN            NaN            NaN  0.255486       0.622180E-001            NaN            NaN            NaN
  1312.08        2500.00        99.0552       0.180828                 NaN  0.449850                 NaN            NaN            NaN  0.252905       0.611925E-001            NaN            NaN            NaN
  1310.67        2500.00        99.0654       0.176229                 NaN  0.448825                 NaN            NaN            NaN  0.249600       0.599089E-001            NaN            NaN            NaN
  1309.27        2500.00        99.0750       0.176758                 NaN  0.441872                 NaN            NaN            NaN  0.247370       0.590256E-001            NaN            NaN            NaN
  1307.86        2500.00        99.0854       0.174196                 NaN  0.437906                 NaN            NaN            NaN  0.244534       0.579865E-001            NaN            NaN            NaN
  1306.46        2500.00        99.0941       0.171443                 NaN  0.435689                 NaN            NaN            NaN  0.241924       0.568540E-001            NaN            NaN            NaN
  1305.05        2500.00        99.1032       0.169516                 NaN  0.431974                 NaN            NaN            NaN  0.239448       0.558918E-001            NaN            NaN            NaN
  1303.65        2500.00        99.1116       0.166529                 NaN  0.430067                 NaN            NaN            NaN  0.236975       0.548322E-001            NaN            NaN            NaN
  1302.24        2500.00        99.1204       0.164027                 NaN  0.427168                 NaN            NaN            NaN  0.234555       0.538118E-001            NaN            NaN            NaN
  1300.83        2500.00        99.1266       0.161922                 NaN  0.425044                 NaN            NaN            NaN  0.233412       0.530274E-001            NaN            NaN            NaN
  1299.43        2500.00        99.1386       0.157102                 NaN  0.424292                 NaN            NaN            NaN  0.228492       0.514830E-001            NaN            NaN            NaN
  1298.02        2500.00        72.7134        2.68919                 NaN   4.96687                 NaN            NaN            NaN   3.60208        1.10176        14.9267                 NaN            NaN
  1296.62        2500.00        69.9218        1.94693                 NaN   6.01000                 NaN   1.80438                 NaN   3.83853       0.109572        16.3688                 NaN            NaN
  1295.21        2500.00        69.8417        1.82689                 NaN   6.06399                 NaN   2.07873                 NaN   3.82584                 NaN   16.3629                 NaN            NaN
  1293.80        2500.00        74.2041        1.62880                 NaN   5.17199                 NaN   1.75359                 NaN   3.27786                 NaN   13.9636                 NaN            NaN
  1292.40        2500.00        77.3952        1.47604                 NaN   4.52662                 NaN   1.51701                 NaN   2.87623                 NaN   12.2089                 NaN            NaN
  1290.99        2500.00        79.6075        1.26317                 NaN   4.11841                 NaN   1.39113                 NaN   2.58259                 NaN   11.0372                 NaN            NaN
  1289.59        2500.00        82.0654        1.33421                 NaN   3.53556                 NaN   1.14631                 NaN   2.29963                 NaN   9.61888                 NaN            NaN
  1288.18        2500.00        83.2884        1.15900                 NaN   3.34336                 NaN   1.09246                 NaN   2.12692                 NaN   8.98986                 NaN            NaN
  1286.78        2500.00        84.5803        1.09664                 NaN   3.08514                 NaN  0.997295                 NaN   1.96294                 NaN   8.27768                 NaN            NaN
  1285.37        2500.00        84.8175        1.08302                 NaN   3.04174                 NaN  0.978834                 NaN   1.93094                 NaN   8.14801                 NaN            NaN
  1283.96        2500.00        81.6449        1.30566                 NaN   3.84623                 NaN   1.18264                 NaN   2.35558                 NaN   9.66498                 NaN            NaN
  1282.56        2500.00        93.9684       0.408718                 NaN   1.01802                 NaN  0.436782                 NaN  0.708409                 NaN   3.45962                 NaN            NaN
  1281.15        2500.00        86.8537       0.861177                 NaN   2.64730                 NaN  0.885175                 NaN   1.64658                 NaN   7.10606                 NaN            NaN
  1279.75        2500.00        89.2021       0.829966                 NaN   2.13051                 NaN  0.684499                 NaN   1.35837                 NaN   5.79458                 NaN            NaN
  1278.34        2500.00        88.2646       0.836598                 NaN   2.34170                 NaN  0.766638                 NaN   1.46127                 NaN   6.32917                 NaN            NaN
