|6.6.6
Archiving\03_Data\Deqfrac/QFM/YM20/YM20_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        ilm            q             
  1548.08        2500.00        99.3172       0.620070       0.627346E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.56        2500.00        99.3197       0.619105       0.612281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.04        2500.00        99.3291       0.610557       0.603215E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.52        2500.00        99.3308       0.609062       0.601597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.00        2500.00        99.4401       0.511425       0.485067E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.49        2500.00        99.2341       0.699859       0.660212E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.97        2500.00        99.3458       0.597301       0.568821E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.45        2500.00        99.3476       0.597364       0.550111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.93        2500.00        99.3541       0.590263       0.556477E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.41        2500.00        99.3583       0.587005       0.547133E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.90        2500.00        99.1994       0.736923       0.636817E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.38        2500.00        99.5264       0.434767       0.388439E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.86        2500.00        99.3639       0.587059       0.490759E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.34        2500.00        99.3715       0.581114       0.473382E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.82        2500.00        99.3770       0.575380       0.476315E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.30        2500.00        99.3787       0.574636       0.466422E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.79        2500.00        99.3819       0.572754       0.453838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.27        2500.00        98.7287        1.18058       0.907244E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.75        2500.00        99.9995                 NaN  0.498213E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        99.4423       0.517641       0.400755E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.71        2500.00        99.3943       0.564876       0.408185E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.19        2500.00        99.4012       0.556336       0.424403E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.68        2500.00        99.4012       0.559520       0.392722E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.16        2500.00        99.4008       0.563684       0.355247E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.64        2500.00        99.4084       0.467420       0.124153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.12        2500.00        99.4096       0.590398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.60        2500.00        99.4088       0.591154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.09        2500.00        99.4161       0.568285       0.156284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.57        2500.00        99.4160       0.551921       0.320832E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.05        2500.00        99.4196       0.548121       0.322670E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.53        2500.00        99.4217       0.548867       0.294013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.01        2500.00        99.6192       0.326750       0.194243E-001            NaN  0.346343E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1499.49        2500.00        98.3662       0.501489       0.110290                 NaN   1.02206                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.98        2500.00        98.7553       0.323506       0.864443E-001            NaN  0.834776                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.46        2500.00        98.7676       0.318987       0.852892E-001            NaN  0.828156                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.94        2500.00        99.2672       0.208499       0.581185E-002  0.283812E-001  0.490071                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.42        2500.00        98.2644       0.451070       0.117276                 NaN   1.16727                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.90        2500.00        98.8028       0.308846       0.811670E-001            NaN  0.807169                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.39        2500.00        98.8137       0.305987       0.790312E-001            NaN  0.801279                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.87        2500.00        99.2469       0.193487       0.507567E-001            NaN  0.508837                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.35        2500.00        98.4107       0.408510       0.105195                 NaN   1.07559                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.83        2500.00        98.8470       0.298349       0.736607E-001            NaN  0.780970                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.31        2500.00        98.8493       0.298886       0.717814E-001            NaN  0.779998                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.79        2500.00        98.8644       0.292994       0.709492E-001            NaN  0.771696                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.28        2500.00        98.8707       0.290972       0.700187E-001            NaN  0.768285                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.76        2500.00        98.8817       0.290635       0.668872E-001            NaN  0.760777                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.24        2500.00        98.8873       0.288956       0.654515E-001            NaN  0.758286                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.72        2500.00        98.8969       0.287418       0.633781E-001            NaN  0.752323                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.20        2500.00        98.9040       0.286035       0.616450E-001            NaN  0.748279                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.9113       0.284693       0.598519E-001            NaN  0.744168                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.17        2500.00        98.9171       0.285378       0.572133E-001            NaN  0.740332                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.65        2500.00        98.9267       0.281168       0.566420E-001            NaN  0.735523                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.13        2500.00        98.9321       0.282544       0.537452E-001            NaN  0.731570                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00        98.9387       0.280517       0.526120E-001            NaN  0.728217                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.09        2500.00        98.9453       0.279485       0.511212E-001            NaN  0.724061                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.58        2500.00        98.9499       0.280873       0.475801E-001            NaN  0.721605                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.06        2500.00        98.9547       0.283527       0.446002E-001            NaN  0.717150                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.54        2500.00        98.9627       0.279384       0.444342E-001            NaN  0.713498                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.02        2500.00        98.9661       0.281778       0.407412E-001            NaN  0.711333                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.50        2500.00        98.9702       0.283271       0.381699E-001            NaN  0.708311                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.98        2500.00        98.9743       0.279295       0.360518E-001            NaN  0.705198       0.519532E-002            NaN            NaN            NaN            NaN            NaN
  1455.47        2500.00        98.9390       0.340983E-001  0.172618E-001            NaN  0.345524       0.664108                 NaN            NaN            NaN            NaN            NaN
  1453.95        2500.00        98.9399       0.515301E-002  0.136168E-001            NaN  0.655882       0.385475                 NaN            NaN            NaN            NaN            NaN
  1452.43        2500.00        98.9442       0.990789E-002  0.121572E-001            NaN  0.379403       0.654347                 NaN            NaN            NaN            NaN            NaN
  1450.91        2500.00        98.9512       0.894138E-001  0.198431E-001            NaN  0.659279       0.280271                 NaN            NaN            NaN            NaN            NaN
  1449.39        2500.00        98.9534       0.273913E-002  0.111925E-005            NaN  0.397694       0.646193                 NaN            NaN            NaN            NaN            NaN
  1447.88        2500.00        98.5119                 NaN  0.833127E-001            NaN  0.699115       0.497524       0.208126                 NaN            NaN            NaN            NaN
  1446.36        2500.00        97.3314                 NaN  0.305730                 NaN  0.761385       0.832755       0.768719                 NaN            NaN            NaN            NaN
  1444.84        2500.00        97.3829                 NaN  0.304664                 NaN  0.818455       0.740076       0.753873                 NaN            NaN            NaN            NaN
  1443.32        2500.00        97.4312                 NaN  0.304244                 NaN  0.804693       0.719393       0.740443                 NaN            NaN            NaN            NaN
  1441.80        2500.00        97.4834                 NaN  0.302656                 NaN  0.698785       0.790100       0.725082                 NaN            NaN            NaN            NaN
  1440.28        2500.00        97.5273                 NaN  0.302755                 NaN  0.777547       0.679551       0.712848                 NaN            NaN            NaN            NaN
  1438.77        2500.00        97.5728                 NaN  0.301898                 NaN  0.767138       0.658756       0.699416                 NaN            NaN            NaN            NaN
  1437.25        2500.00        97.6242                 NaN  0.299445                 NaN  0.750728       0.640973       0.684607                 NaN            NaN            NaN            NaN
  1435.73        2500.00        97.6618                 NaN  0.300188                 NaN  0.740466       0.623576       0.674003                 NaN            NaN            NaN            NaN
  1434.21        2500.00        97.6997                 NaN  0.300237                 NaN  0.729827       0.606891       0.663347                 NaN            NaN            NaN            NaN
  1432.69        2500.00        97.7451                 NaN  0.298924                 NaN  0.715919       0.589904       0.650125                 NaN            NaN            NaN            NaN
  1431.17        2500.00        97.7827                 NaN  0.298303                 NaN  0.706734       0.573138       0.639134                 NaN            NaN            NaN            NaN
  1429.66        2500.00        97.8193                 NaN  0.298124                 NaN  0.696644       0.557108       0.628858                 NaN            NaN            NaN            NaN
  1428.14        2500.00        97.8541                 NaN  0.298140                 NaN  0.687127       0.541728       0.618919                 NaN            NaN            NaN            NaN
  1426.62        2500.00        97.8886                 NaN  0.298055                 NaN  0.527296       0.677112       0.608936                 NaN            NaN            NaN            NaN
  1425.10        2500.00        97.9240                 NaN  0.297536                 NaN  0.512225       0.667432       0.598764                 NaN            NaN            NaN            NaN
  1423.58        2500.00        97.9567                 NaN  0.297493                 NaN  0.658311       0.498188       0.589326                 NaN            NaN            NaN            NaN
  1422.07        2500.00        97.9880                 NaN  0.297567                 NaN  0.649551       0.484497       0.580337                 NaN            NaN            NaN            NaN
  1420.55        2500.00        98.0179                 NaN  0.297652                 NaN  0.471747       0.641009       0.571684                 NaN            NaN            NaN            NaN
  1419.03        2500.00        98.0492                 NaN  0.298074                 NaN  0.457324       0.632295       0.563072                 NaN            NaN            NaN            NaN
  1417.51        2500.00        98.0800                 NaN  0.296661                 NaN  0.623952       0.445830       0.553559                 NaN            NaN            NaN            NaN
  1415.99        2500.00        98.1046                 NaN  0.298297                 NaN  0.433279       0.617056       0.546772                 NaN            NaN            NaN            NaN
  1414.47        2500.00        98.1335                 NaN  0.298070                 NaN  0.609015       0.421027       0.538436                 NaN            NaN            NaN            NaN
  1412.96        2500.00        98.1591                 NaN  0.298504                 NaN  0.409192       0.602032       0.531193                 NaN            NaN            NaN            NaN
  1411.44        2500.00        98.1819                 NaN  0.299426                 NaN  0.595515       0.398696       0.524422                 NaN            NaN            NaN            NaN
  1409.92        2500.00        98.2124                 NaN  0.299110                 NaN  0.587253       0.385509       0.515759                 NaN            NaN            NaN            NaN
  1408.40        2500.00        98.2374                 NaN  0.298245                 NaN  0.580257       0.375824       0.508259                 NaN            NaN            NaN            NaN
  1406.88        2500.00        98.2093                 NaN  0.288883                 NaN  0.584014       0.399024       0.518794                 NaN            NaN            NaN            NaN
  1405.36        2500.00        98.3521                 NaN  0.307518                 NaN  0.548324       0.316565       0.475542                 NaN            NaN            NaN            NaN
  1403.85        2500.00        98.3046                 NaN  0.300585                 NaN  0.561923       0.343889       0.488987                 NaN            NaN            NaN            NaN
  1402.33        2500.00        98.3267                 NaN  0.300864                 NaN  0.555941       0.334084       0.482416                 NaN            NaN            NaN            NaN
  1400.81        2500.00        98.3470                 NaN  0.301774                 NaN  0.324406       0.550137       0.476723                 NaN            NaN            NaN            NaN
  1399.29        2500.00        98.3671                 NaN  0.302255                 NaN  0.545246       0.314696       0.470681                 NaN            NaN            NaN            NaN
  1397.77        2500.00        98.3899                 NaN  0.302104                 NaN  0.538924       0.304791       0.464291                 NaN            NaN            NaN            NaN
  1396.26        2500.00        98.4102                 NaN  0.302596                 NaN  0.532916       0.296049       0.458249                 NaN            NaN            NaN            NaN
  1394.74        2500.00        98.4274                 NaN  0.303681                 NaN  0.287324       0.528339       0.453229                 NaN            NaN            NaN            NaN
  1393.22        2500.00        98.4479                 NaN  0.303750                 NaN  0.522829       0.278293       0.447224                 NaN            NaN            NaN            NaN
  1391.70        2500.00        98.4660                 NaN  0.304524                 NaN  0.517624       0.269775       0.442040                 NaN            NaN            NaN            NaN
  1390.18        2500.00        98.4724                 NaN  0.309280                 NaN  0.516883       0.260206       0.441265                 NaN            NaN            NaN            NaN
  1388.66        2500.00        98.4830                 NaN  0.313600                 NaN  0.255596       0.507664       0.440139                 NaN            NaN            NaN            NaN
  1387.15        2500.00        98.5519                 NaN  0.293990                 NaN  0.246074       0.495032       0.412984                 NaN            NaN            NaN            NaN
  1385.63        2500.00        98.5351                 NaN  0.306348                 NaN  0.498791       0.238172       0.421572                 NaN            NaN            NaN            NaN
  1384.11        2500.00        98.5506                 NaN  0.307366                 NaN  0.495238       0.229574       0.417207                 NaN            NaN            NaN            NaN
  1382.59        2500.00        98.5664                 NaN  0.307946                 NaN  0.222074       0.491049       0.412554                 NaN            NaN            NaN            NaN
  1381.07        2500.00        98.5824                 NaN  0.308143                 NaN  0.486535       0.215156       0.407759                 NaN            NaN            NaN            NaN
  1379.56        2500.00        98.5971                 NaN  0.308796                 NaN  0.207951       0.482828       0.403314                 NaN            NaN            NaN            NaN
  1378.04        2500.00        98.6123                 NaN  0.309241                 NaN  0.478602       0.200943       0.398907                 NaN            NaN            NaN            NaN
  1376.52        2500.00        98.6263                 NaN  0.309839                 NaN  0.475014       0.194185       0.394684                 NaN            NaN            NaN            NaN
  1375.00        2500.00        98.6410                 NaN  0.310010                 NaN  0.187561       0.471050       0.390369                 NaN            NaN            NaN            NaN
  1373.48        2500.00        98.6533                 NaN  0.311278                 NaN  0.180146       0.468474       0.386794                 NaN            NaN            NaN            NaN
  1371.96        2500.00        98.6694                 NaN  0.310007                 NaN  0.175640       0.463407       0.381553                 NaN            NaN            NaN            NaN
  1370.45        2500.00        98.6818                 NaN  0.311244                 NaN  0.460334       0.168545       0.378081                 NaN            NaN            NaN            NaN
  1368.93        2500.00        98.6938                 NaN  0.311648                 NaN  0.457020       0.163211       0.374318                 NaN            NaN            NaN            NaN
  1367.41        2500.00        98.7044                 NaN  0.312463                 NaN  0.454703       0.157457       0.370982                 NaN            NaN            NaN            NaN
  1365.89        2500.00        98.7209                 NaN  0.311276                 NaN  0.450177       0.151562       0.366127                 NaN            NaN            NaN            NaN
  1364.37        2500.00        98.7324                 NaN  0.311684                 NaN  0.447006       0.146270       0.362607                 NaN            NaN            NaN            NaN
  1362.85        2500.00        98.7433                 NaN  0.312166                 NaN  0.444280       0.141059       0.359233                 NaN            NaN            NaN            NaN
  1361.34        2500.00        98.7540                 NaN  0.312637                 NaN  0.441552       0.135933       0.355922                 NaN            NaN            NaN            NaN
  1359.82        2500.00        98.7670                 NaN  0.311579                 NaN  0.131672       0.437946       0.351806                 NaN            NaN            NaN            NaN
  1358.30        2500.00        98.7791                 NaN  0.312142                 NaN  0.434304       0.125987       0.348486                 NaN            NaN            NaN            NaN
  1356.78        2500.00        98.7893                 NaN  0.311570                 NaN  0.432221       0.122004       0.344900                 NaN            NaN            NaN            NaN
  1355.26        2500.00        98.7959                 NaN  0.312665                 NaN  0.117325       0.431099       0.343034                 NaN            NaN            NaN            NaN
  1353.75        2500.00        98.3341                 NaN            NaN            NaN  0.437280       0.590775       0.376809       0.261049                 NaN            NaN            NaN
  1352.23        2500.00        98.2342                 NaN            NaN            NaN  0.411171       0.639650       0.395799       0.319170                 NaN            NaN            NaN
  1350.71        2500.00        98.2692                 NaN            NaN            NaN  0.626336       0.402117       0.388929       0.313399                 NaN            NaN            NaN
  1349.19        2500.00        98.3019                 NaN            NaN            NaN  0.614905       0.392343       0.382694       0.308186                 NaN            NaN            NaN
  1347.67        2500.00        98.3363                 NaN            NaN            NaN  0.600168       0.386424       0.375838       0.301306                 NaN            NaN            NaN
  1346.15        2500.00        98.3694                 NaN            NaN            NaN  0.586639       0.379301       0.369477       0.295218                 NaN            NaN            NaN
  1344.64        2500.00        98.3996                 NaN            NaN            NaN  0.371800       0.575219       0.363630       0.289774                 NaN            NaN            NaN
  1343.12        2500.00        98.4306                 NaN            NaN            NaN  0.562872       0.364939       0.357622       0.283934                 NaN            NaN            NaN
  1341.60        2500.00        98.4598                 NaN            NaN            NaN  0.358180       0.551710       0.351840       0.278495                 NaN            NaN            NaN
  1340.08        2500.00        98.4888                 NaN            NaN            NaN  0.352314       0.539795       0.346083       0.272963                 NaN            NaN            NaN
  1338.56        2500.00        98.5175                 NaN            NaN            NaN  0.528947       0.345503       0.340440       0.267632                 NaN            NaN            NaN
  1337.04        2500.00        98.5453                 NaN            NaN            NaN  0.339870       0.517653       0.335030       0.262149                 NaN            NaN            NaN
  1335.53        2500.00        98.5718                 NaN            NaN            NaN  0.507276       0.333971       0.329707       0.257213                 NaN            NaN            NaN
  1334.01        2500.00        98.5981                 NaN            NaN            NaN  0.328351       0.496919       0.324491       0.252107                 NaN            NaN            NaN
  1332.49        2500.00        98.6238                 NaN            NaN            NaN  0.486501       0.323210       0.319369       0.247096                 NaN            NaN            NaN
  1330.97        2500.00        98.6485                 NaN            NaN            NaN  0.318007       0.476779       0.314504       0.242197                 NaN            NaN            NaN
  1329.45        2500.00        98.6727                 NaN            NaN            NaN  0.312811       0.467412       0.309622       0.237464                 NaN            NaN            NaN
  1327.94        2500.00        98.6965                 NaN            NaN            NaN  0.457792       0.308032       0.304865       0.232836                 NaN            NaN            NaN
  1326.42        2500.00        98.7195                 NaN            NaN            NaN  0.303295       0.448857       0.300267       0.228104                 NaN            NaN            NaN
  1324.90        2500.00        98.7417                 NaN            NaN            NaN  0.299113       0.439841       0.295713       0.223618                 NaN            NaN            NaN
  1323.38        2500.00        98.7637                 NaN            NaN            NaN  0.431483       0.293955       0.291396       0.219485                 NaN            NaN            NaN
  1321.86        2500.00        98.7850                 NaN            NaN            NaN  0.290023       0.422966       0.286957       0.215048                 NaN            NaN            NaN
  1320.34        2500.00        98.8056                 NaN            NaN            NaN  0.286241       0.414668       0.282789       0.210748                 NaN            NaN            NaN
  1318.83        2500.00        98.8258                 NaN            NaN            NaN  0.406544       0.282392       0.278723       0.206561                 NaN            NaN            NaN
  1317.31        2500.00        98.8460                 NaN            NaN            NaN  0.398966       0.277893       0.274484       0.202608                 NaN            NaN            NaN
  1315.79        2500.00        98.8648                 NaN            NaN            NaN  0.390667       0.275274       0.270788       0.198456                 NaN            NaN            NaN
  1314.27        2500.00        98.8838                 NaN            NaN            NaN  0.270632       0.384066       0.266844       0.194623                 NaN            NaN            NaN
  1312.75        2500.00        98.9025                 NaN            NaN            NaN  0.375902       0.267832       0.262998       0.190759                 NaN            NaN            NaN
  1311.24        2500.00        98.9199                 NaN            NaN            NaN  0.264477       0.369201       0.259440       0.186943                 NaN            NaN            NaN
  1309.72        2500.00        98.9376                 NaN            NaN            NaN  0.362323       0.261227       0.255718       0.183178                 NaN            NaN            NaN
  1308.20        2500.00        98.9550                 NaN            NaN            NaN  0.258175       0.354930       0.252162       0.179726                 NaN            NaN            NaN
  1306.68        2500.00        98.9718                 NaN            NaN            NaN  0.254874       0.348596       0.248633       0.176141                 NaN            NaN            NaN
  1305.16        2500.00        98.9882                 NaN            NaN            NaN  0.251680       0.342347       0.245178       0.172598                 NaN            NaN            NaN
  1303.64        2500.00        99.0039                 NaN            NaN            NaN  0.335893       0.249031       0.242003       0.169155                 NaN            NaN            NaN
  1302.13        2500.00        99.0194                 NaN            NaN            NaN  0.246594       0.329675       0.238672       0.165683                 NaN            NaN            NaN
  1300.61        2500.00        99.0350                 NaN            NaN            NaN  0.243697       0.323472       0.235506       0.162371                 NaN            NaN            NaN
  1299.09        2500.00        99.0495                 NaN            NaN            NaN  0.241526       0.317346       0.232478       0.159186                 NaN            NaN            NaN
  1297.57        2500.00        99.0644                 NaN            NaN            NaN  0.311938       0.238750       0.229140       0.155755                 NaN            NaN            NaN
  1296.05        2500.00        80.5787                 NaN            NaN            NaN   2.47206        2.92822        2.41335        1.46089        10.1468                 NaN            NaN
  1294.53        2500.00        78.1779                 NaN            NaN            NaN   2.67963        3.31599        2.69505        1.58871        11.5427                 NaN            NaN
  1293.02        2500.00        81.9926                 NaN            NaN            NaN   2.19096        2.76952        2.24077        1.29809        9.50801                 NaN            NaN
  1291.50        2500.00        83.6655                 NaN            NaN            NaN   1.98855        2.49166        2.04967        1.17803        8.62657                 NaN            NaN
  1289.98        2500.00        87.6957                 NaN            NaN            NaN   1.47588        1.93333        1.55168       0.877173        6.46620                 NaN            NaN
  1288.46        2500.00        88.1613                 NaN            NaN            NaN   1.84901        1.41701        1.50289       0.847738        6.22208                 NaN            NaN
  1286.94        2500.00        86.7783                 NaN            NaN            NaN   1.49048        2.23386        1.69750       0.861523        6.93838                 NaN            NaN
  1285.43        2500.00        93.7308                 NaN            NaN            NaN  0.894813       0.804972       0.801112       0.508460        3.25988                 NaN            NaN
  1283.91        2500.00        83.7146                 NaN            NaN            NaN   1.97988        2.54694        2.07854       0.991597        8.68849                 NaN            NaN
  1282.39        2500.00        99.5120                 NaN            NaN            NaN  0.131689                 NaN  0.110322       0.246025                 NaN            NaN            NaN
  1280.87        2500.00        94.4289                 NaN            NaN            NaN  0.621909       0.779058       0.709810       0.459703        3.00059                 NaN            NaN
  1279.35        2500.00        91.2547                 NaN            NaN            NaN   1.12873        1.31218        1.11056       0.485929        4.70789                 NaN            NaN
  1277.83        2500.00        95.3428                 NaN            NaN            NaN  0.735328       0.476788       0.644778       0.527509        2.27281                 NaN            NaN
  1276.32        2500.00        94.4435                 NaN            NaN            NaN  0.861646       0.659097       0.730791       0.412785        2.89221                 NaN            NaN
  1274.80        2500.00        94.4761                 NaN            NaN            NaN  0.679693       0.799786       0.728915       0.426446        2.88901                 NaN            NaN
