|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.75/EETA/EETA_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q             
  1353.63        500.000                 NaN   99.1623       0.866590E-001  0.351761                 NaN  0.248570       0.150746                 NaN            NaN            NaN
  1352.56        500.000                 NaN   99.1694       0.350334       0.833606E-001            NaN  0.246349       0.150536                 NaN            NaN            NaN
  1351.49        500.000                 NaN   99.1766       0.348905       0.801903E-001            NaN  0.244108       0.150198                 NaN            NaN            NaN
  1350.43        500.000                 NaN   99.1835       0.764268E-001  0.347677                 NaN  0.242117       0.150239                 NaN            NaN            NaN
  1349.36        500.000                 NaN   99.1913       0.732911E-001  0.346021                 NaN  0.239710       0.149709                 NaN            NaN            NaN
  1348.29        500.000                 NaN   99.1996       0.712277E-001  0.343266                 NaN  0.237006       0.148850                 NaN            NaN            NaN
  1347.22        500.000                 NaN   99.2058       0.682507E-001  0.342182                 NaN  0.235142       0.148666                 NaN            NaN            NaN
  1346.15        500.000                 NaN   99.2128       0.340428       0.652859E-001            NaN  0.233022       0.148416                 NaN            NaN            NaN
  1345.08        500.000                 NaN   99.2191       0.617323E-001  0.339619                 NaN  0.231099       0.148401                 NaN            NaN            NaN
  1344.02        500.000                 NaN   99.2267       0.338014       0.589428E-001            NaN  0.228692       0.147630                 NaN            NaN            NaN
  1342.95        500.000                 NaN   99.2331       0.336063       0.577317E-001            NaN  0.226581       0.146515                 NaN            NaN            NaN
  1341.88        500.000                 NaN   99.2380       0.577161E-001  0.333744                 NaN  0.225463       0.145088                 NaN            NaN            NaN
  1340.81        500.000                 NaN   99.2486       0.482638E-001  0.334151                 NaN  0.221788       0.147158                 NaN            NaN            NaN
  1339.74        500.000                 NaN   99.4707       0.445527E-001  0.231656                 NaN  0.156056       0.969972E-001            NaN            NaN            NaN
  1338.67        500.000                 NaN   99.0292       0.659845E-001  0.433290                 NaN  0.284551       0.186954                 NaN            NaN            NaN
  1337.61        500.000                 NaN   99.2652       0.328212       0.467036E-001            NaN  0.216504       0.143416                 NaN            NaN            NaN
  1336.54        500.000                 NaN   99.2714       0.450216E-001  0.326298                 NaN  0.214567       0.142722                 NaN            NaN            NaN
  1335.47        500.000                 NaN   99.2771       0.326210       0.419584E-001            NaN  0.212711       0.141995                 NaN            NaN            NaN
  1334.40        500.000                 NaN   99.2833       0.412347E-001  0.324162                 NaN  0.210611       0.140720                 NaN            NaN            NaN
  1333.33        500.000                 NaN   99.2892       0.402191E-001  0.321879                 NaN  0.208769       0.139940                 NaN            NaN            NaN
  1332.26        500.000                 NaN   99.2937       0.322241       0.377261E-001            NaN  0.207179       0.139108                 NaN            NaN            NaN
  1331.19        500.000                 NaN   99.3006       0.318343       0.387250E-001            NaN  0.204968       0.137373                 NaN            NaN            NaN
  1330.13        500.000                 NaN   99.3058       0.318798       0.355112E-001            NaN  0.203242       0.136657                 NaN            NaN            NaN
  1329.06        500.000                 NaN   99.3122       0.315634       0.349186E-001            NaN  0.201317       0.135946                 NaN            NaN            NaN
  1327.99        500.000                 NaN   99.3174       0.340748E-001  0.314340                 NaN  0.199543       0.134646                 NaN            NaN            NaN
  1326.92        500.000                 NaN   99.3204       0.314025       0.315181E-001            NaN  0.198800       0.135212                 NaN            NaN            NaN
  1325.85        500.000                 NaN   99.3294       0.362196E-001  0.308971                 NaN  0.195158       0.130250                 NaN            NaN            NaN
  1324.78        500.000                 NaN   99.3332       0.309513       0.320115E-001            NaN  0.194253       0.130982                 NaN            NaN            NaN
  1323.72        500.000                 NaN   99.3383       0.308034       0.311108E-001            NaN  0.192598       0.129909                 NaN            NaN            NaN
  1322.65        500.000                 NaN   99.3443       0.306846       0.272847E-001            NaN  0.191106       0.130480                 NaN            NaN            NaN
  1321.58        500.000                 NaN   99.3485       0.304291       0.316576E-001            NaN  0.189007       0.126566                 NaN            NaN            NaN
  1320.51        500.000                 NaN   99.3520       0.301754       0.332052E-001            NaN  0.187841       0.125224                 NaN            NaN            NaN
  1319.44        500.000                 NaN   99.3594       0.299779       0.316951E-001            NaN  0.185523       0.123629                 NaN            NaN            NaN
  1318.37        500.000                 NaN   99.3631       0.305816E-001  0.300002                 NaN  0.183989       0.122324                 NaN            NaN            NaN
  1317.31        500.000                 NaN   99.3674       0.299012       0.289097E-001            NaN  0.182879       0.121797                 NaN            NaN            NaN
  1316.24        500.000                 NaN   99.3708       0.299595       0.281620E-001            NaN  0.181476       0.119934                 NaN            NaN            NaN
  1315.17        500.000                 NaN   99.3781       0.325825E-001  0.293888                 NaN  0.178721       0.116664                 NaN            NaN            NaN
  1314.10        500.000                 NaN   99.3822       0.293558       0.292340E-001            NaN  0.177812       0.117172                 NaN            NaN            NaN
  1313.03        500.000                 NaN   99.3836       0.347247E-001  0.290745                 NaN  0.176912       0.114038                 NaN            NaN            NaN
  1311.96        500.000                 NaN   99.3905       0.288562       0.344810E-001            NaN  0.174517       0.111905                 NaN            NaN            NaN
  1310.90        500.000                 NaN   99.3943       0.288493       0.327948E-001            NaN  0.173324       0.111072                 NaN            NaN            NaN
  1309.83        500.000                 NaN   99.3988       0.322947E-001  0.287173                 NaN  0.171858       0.109847                 NaN            NaN            NaN
  1308.76        500.000                 NaN   99.4043       0.282335       0.366810E-001            NaN  0.170072       0.106638                 NaN            NaN            NaN
  1307.69        500.000                 NaN   99.3915       0.286481       0.405504E-001            NaN  0.174805       0.106683                 NaN            NaN            NaN
  1306.62        500.000                 NaN   99.4289       0.280865       0.219532E-001            NaN  0.161383       0.106849                 NaN            NaN            NaN
  1305.55        500.000                 NaN   99.4154       0.279264       0.374098E-001            NaN  0.165983       0.101955                 NaN            NaN            NaN
  1304.49        500.000                 NaN   99.4192       0.383214E-001  0.277444                 NaN  0.164688       0.100313                 NaN            NaN            NaN
  1303.42        500.000                 NaN   99.4214       0.275787       0.407254E-001            NaN  0.163802       0.983052E-001            NaN            NaN            NaN
  1302.35        500.000                 NaN   99.4274       0.272265       0.431432E-001            NaN  0.161681       0.954907E-001            NaN            NaN            NaN
  1301.28        500.000                 NaN   99.4299       0.272723       0.425563E-001            NaN  0.160736       0.941281E-001            NaN            NaN            NaN
  1300.21        500.000                 NaN   99.4338       0.270216       0.444902E-001            NaN  0.159387       0.920664E-001            NaN            NaN            NaN
  1299.14        500.000                 NaN   99.4296       0.213405       0.152778                 NaN  0.156619       0.475933E-001            NaN            NaN            NaN
  1298.08        500.000                 NaN   99.4384       0.272157       0.256506E-001            NaN  0.159247       0.104554                 NaN            NaN            NaN
  1297.01        500.000                 NaN   99.4484       0.190540E-001  0.282177                 NaN  0.155191       0.951822E-001            NaN            NaN            NaN
  1295.94        500.000                 NaN   99.4239       0.210400       0.169026                 NaN  0.157609       0.390474E-001            NaN            NaN            NaN
  1294.87        500.000                 NaN   99.4624       0.289549                 NaN            NaN  0.151229       0.968710E-001            NaN            NaN            NaN
  1293.80        500.000                 NaN   99.4610       0.291223                 NaN            NaN  0.151355       0.964223E-001            NaN            NaN            NaN
  1292.73        500.000                 NaN   99.4651       0.288978                 NaN            NaN  0.150059       0.958982E-001            NaN            NaN            NaN
  1291.67        500.000                 NaN   99.4635       0.322325E-001  0.271140                 NaN  0.149672       0.834634E-001            NaN            NaN            NaN
  1290.60        500.000                 NaN   99.4640       0.248058       0.679193E-001            NaN  0.148439       0.716095E-001            NaN            NaN            NaN
  1289.53        500.000                 NaN   99.4668       0.247299       0.678202E-001            NaN  0.147582       0.704501E-001            NaN            NaN            NaN
  1288.46        500.000                 NaN   99.4692       0.244656       0.716732E-001            NaN  0.146627       0.678255E-001            NaN            NaN            NaN
  1287.39        500.000                 NaN   99.4723       0.239619       0.783422E-001            NaN  0.145388       0.643827E-001            NaN            NaN            NaN
  1286.32        500.000                 NaN   99.4733       0.226844       0.951702E-001            NaN  0.145012       0.596486E-001            NaN            NaN            NaN
  1285.26        500.000                 NaN   99.4744       0.257650                 NaN            NaN  0.149856       0.118049                 NaN            NaN            NaN
  1284.19        500.000                 NaN   99.4922       0.244642       0.100886                 NaN  0.135578       0.266720E-001            NaN            NaN            NaN
  1283.12        500.000                 NaN   99.4767       0.177545       0.172949                 NaN  0.141610       0.311798E-001            NaN            NaN            NaN
  1282.05        500.000                 NaN   99.4857       0.970026E-001  0.223628                 NaN  0.140624       0.529995E-001            NaN            NaN            NaN
  1280.98        500.000                 NaN   97.1750       0.284213       0.759016                 NaN  0.393383                 NaN   1.38844                 NaN            NaN
  1279.91        500.000                 NaN   94.0678       0.440424        1.49191                 NaN  0.735727       0.395624E-003   3.26374                 NaN            NaN
  1278.84        500.000                 NaN   94.3626        1.68669       0.159237                 NaN  0.702865                 NaN   3.08859                 NaN            NaN
  1277.78        500.000                 NaN   94.6389        1.76451                 NaN            NaN  0.670344                 NaN   2.92623                 NaN            NaN
  1276.71        500.000                 NaN   94.9019        1.68533                 NaN            NaN  0.640360                 NaN   2.77242                 NaN            NaN
  1275.64        500.000                 NaN   95.1280        1.61865                 NaN            NaN  0.614588                 NaN   2.63872                 NaN            NaN
  1274.57        500.000                 NaN   95.3644        1.54478                 NaN            NaN  0.585083                 NaN   2.50570                 NaN            NaN
  1273.50        500.000                 NaN   95.5538        1.49035                 NaN            NaN  0.565258       0.570825E-004   2.39053                 NaN            NaN
  1272.43        500.000                 NaN   94.5004        1.71060                 NaN            NaN  0.692225                 NaN   2.96260       0.134155                 NaN
  1271.37        500.000                 NaN   94.3980        1.71396                 NaN            NaN  0.701325                 NaN   3.01576       0.170926                 NaN
  1270.30        500.000                 NaN   94.7040        1.62626                 NaN            NaN  0.663692                 NaN   2.84477       0.161309                 NaN
  1269.23        500.000                 NaN   94.9888        1.54387                 NaN            NaN  0.629563                 NaN   2.68601       0.151789                 NaN
  1268.16        500.000                 NaN   95.2323        1.47489                 NaN            NaN  0.599970                 NaN   2.54921       0.143633                 NaN
  1267.09        500.000                 NaN   95.4621        1.40790                 NaN            NaN  0.571564                 NaN   2.42204       0.136351                 NaN
  1266.02        500.000                 NaN   95.6770        1.34471                 NaN            NaN  0.545120                 NaN   2.30376       0.129446                 NaN
  1264.96        500.000                 NaN   95.8667        1.28959                 NaN            NaN  0.521968                 NaN   2.19862       0.123087                 NaN
  1263.89        500.000                 NaN   96.0364        1.24156                 NaN            NaN  0.502133                 NaN   2.10329       0.116660                 NaN
  1262.82        500.000                 NaN   96.1994        1.19487                 NaN            NaN  0.483539                 NaN   2.01195       0.110288                 NaN
  1261.75        500.000                 NaN   96.3486        1.14933                 NaN            NaN  0.462453                 NaN   1.93272       0.106929                 NaN
  1260.68        500.000                 NaN   96.4877        1.10786                 NaN            NaN  0.444514                 NaN   1.85725       0.102634                 NaN
  1259.61        500.000                 NaN   96.6178        1.07016                 NaN            NaN  0.429772                 NaN   1.78486       0.973672E-001            NaN
  1258.55        500.000                 NaN   96.7357        1.03583                 NaN            NaN  0.414905                 NaN   1.72022       0.933610E-001            NaN
  1257.48        500.000                 NaN   96.8420        1.00607                 NaN            NaN  0.402643                 NaN   1.66034       0.889162E-001            NaN
  1256.41        500.000                 NaN   96.9452       0.975230                 NaN            NaN  0.388504                 NaN   1.60513       0.859788E-001            NaN
  1255.34        500.000                 NaN   97.0463       0.944730                 NaN            NaN  0.376487       0.148868E-003   1.55017       0.821355E-001            NaN
  1254.27        500.000                 NaN   97.1456       0.914426                 NaN            NaN  0.363431                 NaN   1.49744       0.790738E-001            NaN
  1253.20        500.000                 NaN   97.2246       0.892462                 NaN            NaN  0.353317                 NaN   1.45355       0.761076E-001            NaN
  1252.14        500.000                 NaN   97.3088       0.867690                 NaN            NaN  0.343494                 NaN   1.40738       0.726367E-001            NaN
  1251.07        500.000                 NaN   97.3884       0.843175                 NaN            NaN  0.332784                 NaN   1.36546       0.701496E-001            NaN
  1250.00        500.000                 NaN   97.4569       0.824372                 NaN            NaN  0.324874                 NaN   1.32683       0.670479E-001            NaN
  1248.93        500.000                 NaN   97.5309       0.801235                 NaN            NaN  0.314140                 NaN   1.28863       0.651330E-001            NaN
  1247.86        500.000                 NaN   97.6042       0.777381                 NaN            NaN  0.304180                 NaN   1.25128       0.629960E-001            NaN
  1246.79        500.000                 NaN   97.6631       0.761364                 NaN            NaN  0.297596                 NaN   1.21785       0.601075E-001            NaN
  1245.73        500.000                 NaN   97.7253       0.741758                 NaN            NaN  0.287993                 NaN   1.18631       0.586412E-001            NaN
  1244.66        500.000                 NaN   97.7840       0.724096                 NaN            NaN  0.280688                 NaN   1.15483       0.564057E-001            NaN
  1243.59        500.000                 NaN   97.8322       0.710880                 NaN            NaN  0.274816                 NaN   1.12793       0.541352E-001            NaN
  1242.52        500.000                 NaN   97.8958       0.690236                 NaN            NaN  0.265975       0.647632E-004   1.09556       0.523323E-001            NaN
  1241.45        500.000                 NaN   97.9444       0.675375                 NaN            NaN  0.258911                 NaN   1.07046       0.508058E-001            NaN
  1240.38        500.000                 NaN   97.9956       0.658959                 NaN            NaN  0.252608                 NaN   1.04392       0.488771E-001            NaN
  1239.32        500.000                 NaN   98.0395       0.647644                 NaN            NaN  0.247362       0.108851E-003   1.01874       0.466945E-001            NaN
  1238.25        500.000                 NaN   98.0897       0.631334                 NaN            NaN  0.240425                 NaN  0.993365       0.451936E-001            NaN
  1237.18        500.000                 NaN   98.1338       0.617090                 NaN            NaN  0.234370                 NaN  0.971043       0.436973E-001            NaN
  1236.11        500.000                 NaN   98.1752       0.604557                 NaN            NaN  0.228576                 NaN  0.949419       0.422684E-001            NaN
  1235.04        500.000                 NaN   98.2176       0.590896                 NaN            NaN  0.222223                 NaN  0.928189       0.411408E-001            NaN
  1233.97        500.000                 NaN   98.2588       0.577986                 NaN            NaN  0.216921                 NaN  0.906805       0.395257E-001            NaN
  1232.90        500.000                 NaN   98.2963       0.566649                 NaN            NaN  0.212371                 NaN  0.886769       0.379155E-001            NaN
  1231.84        500.000                 NaN   98.3318       0.556152                 NaN            NaN  0.208176                 NaN  0.867528       0.363227E-001            NaN
  1230.77        500.000                 NaN   98.3756       0.540114                 NaN            NaN  0.201204                 NaN  0.847505       0.355681E-001            NaN
  1229.70        500.000                 NaN   98.4007       0.534241                 NaN            NaN  0.197138                 NaN  0.833390       0.345506E-001            NaN
  1228.63        500.000                 NaN   98.4431       0.519463                 NaN            NaN  0.191878                 NaN  0.812376       0.331943E-001            NaN
  1227.56        500.000                 NaN   98.4744       0.509696                 NaN            NaN  0.187813                 NaN  0.796128       0.319152E-001            NaN
  1226.49        500.000                 NaN   98.5078       0.498343                 NaN            NaN  0.183108                 NaN  0.779862       0.309089E-001            NaN
  1225.43        500.000                 NaN   98.5384       0.489018                 NaN            NaN  0.179053                 NaN  0.763652       0.298417E-001            NaN
  1224.36        500.000                 NaN   98.5702       0.478426                 NaN            NaN  0.177211                 NaN  0.746454       0.277216E-001            NaN
  1223.29        500.000                 NaN   98.6006       0.468777                 NaN            NaN  0.169706                 NaN  0.732787       0.280806E-001            NaN
  1222.22        500.000                 NaN   98.6271       0.460167                 NaN            NaN  0.166744                 NaN  0.719047       0.269121E-001            NaN
  1221.15        500.000                 NaN   98.6562       0.450100                 NaN            NaN  0.162066                 NaN  0.705366       0.262698E-001            NaN
  1220.08        500.000                 NaN   98.6839       0.440849                 NaN            NaN  0.158881                 NaN  0.691167       0.251628E-001            NaN
  1219.02        500.000                 NaN   98.7129       0.430781                 NaN            NaN  0.153880                 NaN  0.677705       0.247415E-001            NaN
  1217.95        500.000                 NaN   98.7325       0.425568                 NaN            NaN  0.152597                 NaN  0.666096       0.232446E-001            NaN
  1216.88        500.000                 NaN   98.7621       0.415202                 NaN            NaN  0.147530                 NaN  0.652199       0.229291E-001            NaN
  1215.81        500.000                 NaN   98.7892       0.405196                 NaN            NaN  0.143985                 NaN  0.639554       0.221064E-001            NaN
  1214.74        500.000                 NaN   98.8119       0.397894                 NaN            NaN  0.140989                 NaN  0.627867       0.213514E-001            NaN
  1213.67        500.000                 NaN   98.8565       0.376432                 NaN            NaN  0.133097                 NaN  0.612306       0.216865E-001            NaN
  1212.61        500.000                 NaN   98.8418       0.392399                 NaN            NaN  0.137175                 NaN  0.609083       0.195490E-001            NaN
  1211.54        500.000                 NaN   91.2689        1.42387                 NaN            NaN  0.743007                 NaN   3.28245       0.652460E-001   3.21657     
  1210.47        500.000                 NaN   74.7679       0.687091        3.09034                 NaN   2.12696                 NaN   9.50845       0.182734        9.63650     
  1209.40        500.000                 NaN   97.8354       0.372519                 NaN            NaN  0.158393                 NaN  0.765202       0.398555E-001  0.828605     
  1208.33        500.000                 NaN   96.7376       0.635528                 NaN            NaN  0.251039                 NaN   1.08454                 NaN   1.29127     
  1207.26        500.000                 NaN   90.1724        1.62109                 NaN            NaN  0.803607                 NaN   3.54929       0.613045E-001   3.79232     
  1206.20        500.000                 NaN   88.8995        1.33848                 NaN            NaN  0.930960       0.179364        4.15694       0.808033E-001   4.41400     
  1205.13        500.000                 NaN   75.6063        3.80926                 NaN            NaN   2.07054                 NaN   8.61044       0.141051        9.76244     
  1204.06        500.000                 NaN   98.9116       0.452818                 NaN            NaN  0.878408E-001            NaN  0.547721                 NaN            NaN
  1202.99        500.000                 NaN   95.0463       0.867297                 NaN            NaN  0.468379       0.477037E-001   2.14353       0.107113E-001   1.41609     
  1201.92        500.000                 NaN   94.4148       0.553590       0.284805                 NaN  0.412214                 NaN   1.94230       0.379530E-001   2.35438     
  1200.85        500.000                 NaN   93.7804       0.946282       0.109516                 NaN  0.540824                 NaN   2.43862       0.394179E-001   2.14492     
  1199.79        500.000                 NaN   95.0020       0.722455                 NaN            NaN  0.351339                 NaN   1.79201       0.419712E-001   2.09027     
  1198.72        500.000                 NaN   89.3904        1.71758                 NaN            NaN  0.935824                 NaN   4.03480       0.464630E-001   3.87495     
  1197.65        500.000                 NaN   97.4795       0.389795                 NaN            NaN  0.163414                 NaN  0.846416       0.200158E-001   1.10081     
  1196.58        500.000                 NaN   90.1453        1.38822                 NaN            NaN  0.727974                 NaN   3.76694       0.824310E-001   3.88912     
  1195.51        500.000                 NaN   90.4749       0.304873        1.03463                 NaN  0.782746                 NaN   3.61763       0.514746E-001   3.73371     
  1194.44        500.000                 NaN   73.8520        3.46682       0.102973                 NaN   2.10633                 NaN   9.52085       0.164220        10.7868     
  1193.38        500.000                 NaN   98.7275       0.239321                 NaN            NaN  0.479529E-001            NaN  0.983387       0.182304E-002            NaN
  1192.31        500.000                 NaN   98.3462                 NaN            NaN            NaN  0.132403       0.160682       0.800945       0.167187E-001  0.543008     
  1191.24        500.000                 NaN   96.8159       0.256068                 NaN            NaN  0.217680       0.134204        1.64949       0.145262E-001  0.912161     
  1190.17        500.000                 NaN            NaN   11.5719                 NaN            NaN   7.31609                 NaN   40.9114       0.576076        39.6245     
  1189.10        500.000                 NaN            NaN   11.5825                 NaN            NaN   7.32312                 NaN   40.8972       0.571490        39.6257     
  1188.03        500.000                 NaN            NaN   11.5839                 NaN            NaN   7.32481                 NaN   40.8945       0.570887        39.6259     
  1186.96        500.000                 NaN            NaN   11.5586                 NaN            NaN   7.31278                 NaN   40.9294       0.577956        39.6212     
  1185.90        500.000                 NaN            NaN   11.5612       0.464183E-003            NaN   7.31522                 NaN   40.9245       0.576890        39.6217     
  1184.83        500.000                 NaN            NaN   11.5844                 NaN            NaN   7.32818                 NaN   40.8912       0.570368        39.6259     
