|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/TIS/TIS_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           an             San(TH)        ilm            q             
  1335.65        500.000                 NaN   99.4244       0.234907       0.170690                 NaN  0.699888E-002  0.162984                 NaN            NaN            NaN
  1334.55        500.000                 NaN   99.4302       0.233940       0.168111                 NaN  0.655805E-002  0.161230                 NaN            NaN            NaN
  1333.45        500.000                 NaN   99.4364       0.231565       0.166284                 NaN  0.634186E-002  0.159425                 NaN            NaN            NaN
  1332.35        500.000                 NaN   99.4702       0.218900       0.155431                 NaN  0.565553E-002  0.149795                 NaN            NaN            NaN
  1331.25        500.000                 NaN   99.4179       0.170447       0.241400                 NaN  0.593926E-002  0.164362                 NaN            NaN            NaN
  1330.15        500.000                 NaN   99.4518       0.228081       0.159818                 NaN  0.544232E-002  0.154813                 NaN            NaN            NaN
  1329.05        500.000                 NaN   99.4573       0.226837       0.157732                 NaN  0.503361E-002  0.153129                 NaN            NaN            NaN
  1327.95        500.000                 NaN   99.4623       0.155593       0.225768                 NaN  0.469003E-002  0.151620                 NaN            NaN            NaN
  1326.85        500.000                 NaN   99.4673       0.153628       0.224537                 NaN  0.440720E-002  0.150129                 NaN            NaN            NaN
  1325.75        500.000                 NaN   99.4722       0.223322       0.151713                 NaN  0.411692E-002  0.148684                 NaN            NaN            NaN
  1324.65        500.000                 NaN   99.4771       0.149614       0.222193                 NaN  0.384601E-002  0.147236                 NaN            NaN            NaN
  1323.55        500.000                 NaN   99.4819       0.147733       0.221078                 NaN  0.353267E-002  0.145794                 NaN            NaN            NaN
  1322.45        500.000                 NaN   99.4864       0.145884       0.220080                 NaN  0.322758E-002  0.144433                 NaN            NaN            NaN
  1321.35        500.000                 NaN   99.4909       0.143840       0.219333                 NaN  0.288212E-002  0.143067                 NaN            NaN            NaN
  1320.25        500.000                 NaN   99.4954       0.218001       0.142200                 NaN  0.267630E-002  0.141766                 NaN            NaN            NaN
  1319.15        500.000                 NaN   99.5004       0.140065       0.216951                 NaN  0.237438E-002  0.140237                 NaN            NaN            NaN
  1318.04        500.000                 NaN   99.5040       0.138481       0.216231                 NaN  0.210205E-002  0.139177                 NaN            NaN            NaN
  1316.94        500.000                 NaN   99.5090       0.136071       0.215524                 NaN  0.174881E-002  0.137673                 NaN            NaN            NaN
  1315.84        500.000                 NaN   99.5128       0.134703       0.214535                 NaN  0.145238E-002  0.136485                 NaN            NaN            NaN
  1314.74        500.000                 NaN   99.5169       0.213570       0.133019                 NaN  0.120093E-002  0.135270                 NaN            NaN            NaN
  1313.64        500.000                 NaN   99.5210       0.131180       0.212834                 NaN  0.894858E-003  0.134054                 NaN            NaN            NaN
  1312.54        500.000                 NaN   99.5249       0.129533       0.212101                 NaN  0.607048E-003  0.132895                 NaN            NaN            NaN
  1311.44        500.000                 NaN   99.5292       0.211357       0.127544                 NaN  0.317915E-003  0.131596                 NaN            NaN            NaN
  1310.34        500.000                 NaN   99.5327       0.125792       0.210877                 NaN  0.336658E-004  0.130547                 NaN            NaN            NaN
  1309.24        500.000                 NaN   99.5366       0.124465       0.209458                 NaN            NaN  0.129457                 NaN            NaN            NaN
  1308.14        500.000                 NaN   99.5404       0.208260       0.122944                 NaN            NaN  0.128402                 NaN            NaN            NaN
  1307.04        500.000                 NaN   99.5424       0.203430       0.124021                 NaN  0.162095E-002  0.128509                 NaN            NaN            NaN
  1305.94        500.000                 NaN   99.5483       0.120693       0.204920                 NaN            NaN  0.126056                 NaN            NaN            NaN
  1304.84        500.000                 NaN   99.5510       0.204523       0.118996                 NaN            NaN  0.125509                 NaN            NaN            NaN
  1303.74        500.000                 NaN   99.5543       0.203335       0.117802                 NaN            NaN  0.124609                 NaN            NaN            NaN
  1302.64        500.000                 NaN   99.5578       0.116594       0.201945                 NaN            NaN  0.123629                 NaN            NaN            NaN
  1301.54        500.000                 NaN   99.5608       0.115111       0.201265                 NaN            NaN  0.122821                 NaN            NaN            NaN
  1300.44        500.000                 NaN   99.5649       0.113840       0.199618                 NaN            NaN  0.121676                 NaN            NaN            NaN
  1299.34        500.000                 NaN   99.5674       0.198569       0.113046                 NaN            NaN  0.120991                 NaN            NaN            NaN
  1298.24        500.000                 NaN   99.5709       0.111569       0.197414                 NaN            NaN  0.120128                 NaN            NaN            NaN
  1297.14        500.000                 NaN   99.5748       0.110191       0.196095                 NaN            NaN  0.118929                 NaN            NaN            NaN
  1296.03        500.000                 NaN   99.5774       0.195241       0.109072                 NaN            NaN  0.118277                 NaN            NaN            NaN
  1294.93        500.000                 NaN   99.5207       0.204669       0.113322                 NaN            NaN  0.123654       0.376525E-001            NaN            NaN
  1293.83        500.000                 NaN   90.9429       0.914650        1.67428                 NaN  0.228622E-002   1.01010        5.45574                 NaN            NaN
  1292.73        500.000                 NaN   91.8394       0.866377        1.44051                 NaN  0.236662E-001  0.919737        4.91030                 NaN            NaN
  1291.63        500.000                 NaN   92.6470       0.783883        1.30144                 NaN  0.173930E-001  0.830542        4.41972                 NaN            NaN
  1290.53        500.000                 NaN   71.0931        6.89476       0.513290                 NaN            NaN   3.45067        18.0482                 NaN            NaN
  1289.43        500.000                 NaN   89.7685        2.46625       0.140722                 NaN            NaN   1.22606        6.39847                 NaN            NaN
  1288.33        500.000                 NaN   96.0026       0.811553E-001  0.947774                 NaN            NaN  0.477919        2.49059                 NaN            NaN
  1287.23        500.000                 NaN   97.7495       0.608919E-001  0.524117                 NaN            NaN  0.268475        1.39705                 NaN            NaN
  1286.13        500.000       0.124412E-003   98.5113       0.505792E-001  0.340177                 NaN            NaN  0.177186       0.920593                 NaN            NaN
  1285.03        500.000       0.708764E-003   98.9085       0.409679E-001  0.246854                 NaN            NaN  0.129764       0.673189                 NaN            NaN
  1283.93        500.000       0.235004E-003   99.1628       0.182009       0.425654E-001            NaN            NaN  0.990316E-001  0.513378                 NaN            NaN
  1282.83        500.000       0.286709E-003   99.0056       0.775610E-001  0.194300                 NaN            NaN  0.115677       0.606561                 NaN            NaN
  1281.73        500.000       0.577403E-003   98.5978       0.152061       0.239309                 NaN            NaN  0.160354       0.849935                 NaN            NaN
  1280.63        500.000                 NaN   99.1995       0.112523       0.109422                 NaN  0.553044E-002  0.924023E-001  0.480659                 NaN            NaN
  1279.53        500.000                 NaN   99.4507       0.931509E-001  0.569351E-001            NaN  0.774573E-002  0.640027E-001  0.327455                 NaN            NaN
  1278.43        500.000                 NaN   99.6053       0.384466E-001  0.714901E-001            NaN  0.514723E-002  0.457105E-001  0.233931                 NaN            NaN
  1277.33        500.000                 NaN   97.0529        1.19784                 NaN            NaN  0.222666       0.414337        1.11229                 NaN            NaN
  1276.23        500.000                 NaN   99.4487       0.189086                 NaN            NaN  0.253237E-001  0.678782E-001  0.268977                 NaN            NaN
  1275.13        500.000                 NaN   99.7239       0.887083E-001            NaN            NaN  0.794694E-002  0.315083E-001  0.147943                 NaN            NaN
  1274.02        500.000                 NaN   99.8109       0.560168E-001            NaN            NaN  0.196928E-002  0.197416E-001  0.111419                 NaN            NaN
  1272.92        500.000                 NaN   97.4560       0.825271                 NaN            NaN  0.626836E-001  0.148133        1.50794                 NaN            NaN
  1271.82        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1270.72        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1269.62        500.000                 NaN   78.1383        7.63078                 NaN            NaN            NaN   1.50593        11.6889        1.03600                 NaN
  1268.52        500.000                 NaN   97.6640                 NaN            NaN            NaN            NaN  0.799437        1.37864       0.157966                 NaN
  1267.42        500.000                 NaN   96.4054       0.956073                 NaN            NaN            NaN  0.375520        2.04166       0.221361                 NaN
  1266.32        500.000                 NaN   98.2388       0.376669                 NaN            NaN            NaN  0.188005        1.07070       0.125784                 NaN
  1265.22        500.000                 NaN   98.2957       0.364011                 NaN            NaN            NaN  0.181916        1.04079       0.117544                 NaN
  1264.12        500.000                 NaN   98.5478       0.309962                 NaN            NaN            NaN  0.155125       0.894884       0.922036E-001            NaN
  1263.02        500.000                 NaN   98.6227       0.293114                 NaN            NaN            NaN  0.146954       0.849761       0.874325E-001            NaN
  1261.92        500.000                 NaN   98.6806       0.281562                 NaN            NaN            NaN  0.141063       0.813782       0.830211E-001            NaN
  1260.82        500.000                 NaN   98.7396       0.269118                 NaN            NaN            NaN  0.134924       0.777572       0.787528E-001            NaN
  1259.72        500.000                 NaN   97.7519       0.429634                 NaN            NaN            NaN  0.290555        1.37783       0.150127                 NaN
  1258.62        500.000                 NaN   86.8799        2.22051                 NaN            NaN            NaN   1.91557        8.04082       0.943197                 NaN
  1257.52        500.000                 NaN   97.7428       0.452885                 NaN            NaN            NaN  0.234575        1.41886       0.150919                 NaN
  1256.42        500.000                 NaN   97.8093       0.439314                 NaN            NaN            NaN  0.227554        1.37818       0.145693                 NaN
  1255.32        500.000                 NaN   96.6282       0.698346                 NaN            NaN            NaN  0.381174        2.03195       0.260349                 NaN
  1254.22        500.000                 NaN   99.2792       0.115754                 NaN            NaN            NaN  0.373731E-001  0.555281       0.124376E-001            NaN
  1253.12        500.000                 NaN   97.5801       0.404331                 NaN            NaN            NaN  0.279244        1.55026       0.186086                 NaN
  1252.01        500.000                 NaN   98.4637       0.391237                 NaN            NaN            NaN  0.134350       0.942653       0.680271E-001            NaN
  1250.91        500.000                 NaN   98.1044       0.375390                 NaN            NaN            NaN  0.195142        1.20210       0.122933                 NaN
  1249.81        500.000                 NaN   98.1543       0.365016                 NaN            NaN            NaN  0.189831        1.17212       0.118745                 NaN
  1248.71        500.000                 NaN   98.2037       0.354248                 NaN            NaN            NaN  0.184451        1.14280       0.114813                 NaN
  1247.61        500.000                 NaN   98.2519       0.344005                 NaN            NaN            NaN  0.179169        1.11396       0.110935                 NaN
  1246.51        500.000                 NaN   98.2989       0.333870                 NaN            NaN            NaN  0.173940        1.08599       0.107277                 NaN
  1245.41        500.000                 NaN   98.3437       0.324158                 NaN            NaN            NaN  0.168989        1.05947       0.103731                 NaN
  1244.31        500.000                 NaN   98.3869       0.314854                 NaN            NaN            NaN  0.164240        1.03375       0.100290                 NaN
  1243.21        500.000                 NaN   98.4285       0.305745                 NaN            NaN            NaN  0.159653        1.00914       0.970123E-001            NaN
  1242.11        500.000                 NaN   98.4685       0.297558                 NaN            NaN            NaN  0.155280       0.984969       0.936667E-001            NaN
  1241.01        500.000                 NaN   98.5081       0.288501                 NaN            NaN            NaN  0.150737       0.961847       0.907751E-001            NaN
  1239.91        500.000                 NaN   98.5457       0.280523                 NaN            NaN            NaN  0.146581       0.939464       0.877608E-001            NaN
  1238.81        500.000                 NaN   98.5817       0.272941                 NaN            NaN            NaN  0.142568       0.917987       0.848373E-001            NaN
  1237.71        500.000                 NaN   98.6172       0.265266                 NaN            NaN            NaN  0.138614       0.896806       0.820857E-001            NaN
  1236.61        500.000                 NaN   98.6505       0.258007                 NaN            NaN            NaN  0.134918       0.877091       0.794695E-001            NaN
  1235.51        500.000                 NaN   98.6841       0.250871                 NaN            NaN            NaN  0.131234       0.856966       0.768553E-001            NaN
  1234.41        500.000                 NaN   98.7149       0.244548                 NaN            NaN            NaN  0.127922       0.838381       0.742593E-001            NaN
  1233.31        500.000                 NaN   98.7455       0.238088                 NaN            NaN            NaN  0.124437       0.820104       0.718513E-001            NaN
  1232.21        500.000                 NaN   98.7759       0.231462                 NaN            NaN            NaN  0.121003       0.802049       0.695955E-001            NaN
  1231.11        500.000                 NaN   98.8047       0.224058                 NaN            NaN            NaN  0.117575       0.785920       0.677443E-001            NaN
  1230.00        500.000                 NaN   98.8335       0.219254                 NaN            NaN            NaN  0.114525       0.767520       0.651858E-001            NaN
  1228.90        500.000                 NaN   98.8587       0.213847                 NaN            NaN            NaN  0.111834       0.752411       0.631633E-001            NaN
  1227.80        500.000                 NaN   98.8850       0.208223                 NaN            NaN            NaN  0.108971       0.736661       0.611242E-001            NaN
  1226.70        500.000                 NaN   96.5647       0.369715                 NaN            NaN            NaN  0.274073        1.68327       0.106236        1.00198     
  1225.60        500.000                 NaN   85.5835        1.15135                 NaN            NaN            NaN   1.06096        6.14468       0.314729        5.74483     
  1224.50        500.000                 NaN   86.9445        1.06188                 NaN            NaN            NaN  0.965539        5.54952       0.275865        5.20266     
  1223.40        500.000                 NaN   88.1452       0.976597                 NaN            NaN            NaN  0.879578        5.03114       0.244821        4.72271     
  1222.30        500.000                 NaN   89.0940       0.906276                 NaN            NaN            NaN  0.810447        4.62160       0.220387        4.34730     
  1221.20        500.000                 NaN   89.8846       0.851612                 NaN            NaN            NaN  0.754499        4.27797       0.199001        4.03229     
  1220.10        500.000                 NaN   90.5592       0.803552                 NaN            NaN            NaN  0.706071        3.98578       0.181301        3.76405     
  1219.00        500.000                 NaN   91.1398       0.759800                 NaN            NaN            NaN  0.662832        3.73581       0.166993        3.53480     
  1217.90        500.000                 NaN   91.6283       0.726514                 NaN            NaN            NaN  0.627878        3.52331       0.153885        3.34008     
  1216.80        500.000                 NaN   92.0615       0.696495                 NaN            NaN            NaN  0.597753        3.33494       0.142004        3.16732     
  1215.70        500.000                 NaN   82.1599       0.895923       0.705607                 NaN            NaN   1.37365        7.43699       0.281604        7.14633     
  1214.60        500.000                 NaN   96.4843       0.286788       0.161661E-004            NaN            NaN  0.253543        1.48745       0.604608E-001   1.42744     
  1213.50        500.000                 NaN   98.1782       0.213008                 NaN            NaN            NaN  0.141159       0.741886       0.319564E-001  0.693828     
  1212.40        500.000                 NaN   95.9640       0.342050       0.363613E-002            NaN            NaN  0.305511        1.67318       0.859497E-001   1.62572     
  1211.30        500.000                 NaN   93.4165       0.423851                 NaN            NaN  0.282306       0.573676        2.54862                 NaN   2.75507     
  1210.20        500.000                 NaN   89.5606       0.856590                 NaN            NaN            NaN  0.756304        4.41504       0.188112        4.22333     
  1209.10        500.000                 NaN   91.5004       0.753898                 NaN            NaN            NaN  0.621034        3.58328       0.149275        3.39215     
  1207.99        500.000                 NaN   98.2708       0.743811E-001  0.115367                 NaN            NaN  0.138094       0.704228       0.193462E-001  0.677793     
  1206.89        500.000                 NaN   99.8560                 NaN            NaN            NaN  0.329893E-002  0.111279E-001  0.615330E-001  0.808632E-003  0.672714E-001
  1205.79        500.000                 NaN   86.5161        1.09327                 NaN            NaN            NaN  0.954967        5.73438       0.243616        5.45771     
  1204.69        500.000                 NaN   90.0780       0.943156                 NaN            NaN            NaN  0.721009        4.10576       0.142771        4.00934     
  1203.59        500.000                 NaN  100.0000       0.574169E-005            NaN            NaN            NaN  0.318577E-005  0.180606E-004            NaN  0.159246E-004
  1202.49        500.000                 NaN   99.9999                 NaN            NaN            NaN            NaN  0.302507E-005  0.227686E-004  0.234672E-005  0.240106E-004
  1201.39        500.000                 NaN   82.2163        1.53268                 NaN            NaN            NaN   1.25896        7.54881       0.279458        7.16376     
  1200.29        500.000                 NaN   96.0499       0.299309                 NaN            NaN            NaN  0.287589        1.70043       0.595896E-001   1.60319     
  1199.19        500.000                 NaN   97.2304       0.243747                 NaN            NaN            NaN  0.192732        1.18560       0.417989E-001   1.10577     
  1198.09        500.000                 NaN   97.0752       0.240225       0.791465E-004            NaN            NaN  0.222257        1.26063       0.290375E-001   1.17258     
  1196.99        500.000                 NaN   82.6241       0.102699        1.37941                 NaN            NaN   1.21281        7.44625       0.229530        7.00519     
  1195.89        500.000                 NaN   85.2726        1.15681                 NaN            NaN            NaN   1.02331        6.38785       0.179521        5.97996     
  1194.79        500.000                 NaN   87.3114        1.00718                 NaN            NaN            NaN  0.843372        5.52819       0.153850        5.15603     
  1193.69        500.000                 NaN   59.8966        3.13760                 NaN            NaN  0.122514        2.72312        17.2884       0.412984        16.4188     
  1192.59        500.000                 NaN            NaN   7.49627                 NaN            NaN  0.812791        6.80032        42.6640       0.912511        41.3141     
