|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.25/ALH/ALH_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             ilm            San(TH)        q             
  1238.58        500.000        97.4889                 NaN  0.899152E-004  0.836219                 NaN            NaN            NaN  0.317838       0.598314E-001   1.29711                 NaN
  1237.25        500.000        97.5612                 NaN  0.893315E-002  0.804290                 NaN            NaN            NaN  0.308569       0.573817E-001   1.25958                 NaN
  1235.93        500.000        97.6372                 NaN            NaN  0.788564                 NaN            NaN            NaN  0.297233       0.551723E-001   1.22184                 NaN
  1234.60        500.000        97.6949                 NaN            NaN  0.773238                 NaN            NaN            NaN  0.290613       0.521958E-001   1.18902                 NaN
  1233.28        500.000        97.7634                 NaN            NaN  0.750441                 NaN            NaN            NaN  0.281138       0.500472E-001   1.15493                 NaN
  1231.95        500.000        97.8234                 NaN            NaN  0.731815                 NaN            NaN            NaN  0.272478       0.481847E-001   1.12415                 NaN
  1230.63        500.000        97.8834                 NaN            NaN  0.712641                 NaN            NaN            NaN  0.264909       0.458533E-001   1.09322                 NaN
  1229.30        500.000        97.9452                 NaN            NaN  0.691491                 NaN            NaN            NaN  0.255740       0.442827E-001   1.06326                 NaN
  1227.98        500.000        97.9975                 NaN  0.201292E-005  0.675014                 NaN            NaN            NaN  0.247915       0.426746E-001   1.03691                 NaN
  1226.65        500.000        98.0520                 NaN            NaN  0.657693                 NaN            NaN            NaN  0.241682       0.403606E-001   1.00829                 NaN
  1225.32        500.000        98.0888                 NaN            NaN  0.633764                 NaN            NaN            NaN  0.234085       0.412938E-001   1.00210                 NaN
  1224.00        500.000        97.3341                 NaN  0.336502       0.335506                 NaN            NaN            NaN  0.334689       0.833832E-001   1.57581                 NaN
  1222.67        500.000        98.8584                 NaN            NaN  0.553471                 NaN            NaN            NaN  0.147830                 NaN  0.440301                 NaN
  1221.35        500.000        95.7210                 NaN            NaN  0.555386       0.698164                 NaN            NaN  0.555752       0.894898E-001   2.38017                 NaN
  1220.02        500.000        99.8202                 NaN            NaN  0.132568                 NaN            NaN            NaN  0.255565E-001  0.216951E-001            NaN            NaN
  1218.70        500.000        98.9355                 NaN            NaN  0.272118       0.275916                 NaN            NaN  0.114669       0.175424E-001  0.384291                 NaN
  1217.37        500.000        98.3941                 NaN            NaN  0.122040E-001  0.480133                 NaN            NaN  0.173871       0.208302E-001  0.918819                 NaN
  1216.05        500.000        98.5295                 NaN  0.198149       0.274194                 NaN            NaN            NaN  0.183234       0.122041E-001  0.802697                 NaN
  1214.72        500.000        98.8892                 NaN            NaN  0.417208                 NaN            NaN            NaN  0.119968       0.240602E-001  0.549552                 NaN
  1213.40        500.000        98.6169                 NaN            NaN  0.442508                 NaN            NaN            NaN  0.155069       0.309428E-001  0.754578                 NaN
  1212.07        500.000        97.8072                 NaN  0.102042       0.348338       0.185262                 NaN            NaN  0.294584       0.306897E-001   1.23186                 NaN
  1210.74        500.000        99.2663                 NaN            NaN  0.306278       0.232884E-001            NaN            NaN  0.705530E-001  0.173131E-001  0.316290                 NaN
  1209.42        500.000        99.0688                 NaN            NaN  0.751936E-001            NaN            NaN            NaN  0.739854E-001  0.486330E-001  0.733368                 NaN
  1208.09        500.000        85.7860                 NaN  0.451014E-001   2.14593       0.104247E-003            NaN            NaN   1.19428       0.114199        5.36368        5.35066     
  1206.77        500.000        94.0992                 NaN            NaN  0.206067        1.01960                 NaN            NaN  0.499029       0.234431E-001   2.00783        2.14485     
  1205.44        500.000        88.7943                 NaN            NaN  0.772284E-001   1.56282       0.321138E-005            NaN  0.902694       0.907914E-001   4.20584        4.36636     
  1204.12        500.000        89.8654                 NaN            NaN   1.71776                 NaN            NaN            NaN  0.875546       0.533599E-001   3.70778        3.78020     
  1202.79        500.000        93.1392                 NaN            NaN  0.937605E-001  0.822271                 NaN            NaN  0.541672       0.630723E-001   2.64477        2.69525     
  1201.47        500.000        99.7645                 NaN            NaN  0.335379E-001            NaN            NaN            NaN  0.177602E-001  0.235518E-002  0.903815E-001  0.914634E-001
  1200.14        500.000        78.4085                 NaN            NaN   3.48805                 NaN            NaN            NaN   1.81575       0.118592        7.96149        8.20758     
  1198.82        500.000        83.6239                 NaN            NaN  0.146468        1.96965       0.434810                 NaN   1.37627       0.887373E-001   6.09630        6.26382     
  1197.49        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1196.16        500.000        99.9995                 NaN            NaN  0.822799E-004            NaN            NaN            NaN  0.448093E-004  0.309786E-005  0.205413E-003  0.210577E-003
  1194.84        500.000        80.2945                 NaN            NaN   2.68475                 NaN            NaN            NaN   1.57074       0.133243        7.58596        7.73078     
  1193.51        500.000        88.3352                 NaN            NaN   1.56281       0.361991       0.139084E-003            NaN  0.948304       0.542603E-001   4.35512        4.38218     
  1192.19        500.000        86.9287                 NaN            NaN   1.82434                 NaN            NaN            NaN   1.04828       0.647837E-001   5.10838        5.02549     
  1190.86        500.000        58.5405                 NaN            NaN   5.13961                 NaN            NaN            NaN   3.11984       0.239633        16.6573        16.3031     
  1189.54        500.000                 NaN            NaN            NaN   11.2060       0.328817                 NaN            NaN   7.26482       0.592466        41.0446        39.5632     
  1188.21        500.000                 NaN            NaN            NaN   11.5362                 NaN            NaN            NaN   7.26606       0.592034        41.0423        39.5634     
  1186.89        500.000                 NaN            NaN            NaN   11.2252       0.309676                 NaN            NaN   7.26491       0.592437        41.0445        39.5633     
  1185.56        500.000                 NaN            NaN            NaN   11.2016       0.333214                 NaN            NaN   7.26481       0.592471        41.0447        39.5632     
  1184.24        500.000                 NaN            NaN            NaN   11.2016       0.333214                 NaN            NaN   7.26481       0.592471        41.0447        39.5632     
  1182.91        500.000                 NaN            NaN            NaN   11.2016       0.333196                 NaN            NaN   7.26481       0.592471        41.0447        39.5632     
  1181.59        500.000                 NaN            NaN            NaN   11.2016       0.333195                 NaN            NaN   7.26481       0.592471        41.0447        39.5632     
  1180.26        500.000                 NaN            NaN            NaN   11.2018       0.333008                 NaN            NaN   7.26481       0.592471        41.0447        39.5632     
  1178.93        500.000                 NaN            NaN            NaN   11.2016       0.333183                 NaN            NaN   7.26481       0.592471        41.0447        39.5632     
  1177.61        500.000                 NaN            NaN            NaN   11.2017       0.333132                 NaN            NaN   7.26481       0.592471        41.0447        39.5632     
  1176.28        500.000                 NaN            NaN            NaN   11.2017       0.333085                 NaN            NaN   7.26481       0.592471        41.0447        39.5632     
  1174.96        500.000                 NaN            NaN            NaN   11.2018       0.333052                 NaN            NaN   7.26481       0.592471        41.0447        39.5632     
  1173.63        500.000                 NaN            NaN            NaN   11.2019       0.332889                 NaN            NaN   7.26481       0.592470        41.0447        39.5632     
  1172.31        500.000                 NaN            NaN            NaN   11.2016       0.333220                 NaN            NaN   7.26481       0.592471        41.0447        39.5632     
  1170.98        500.000                 NaN            NaN            NaN   11.2040       0.330832                 NaN            NaN   7.26483       0.592462        41.0446        39.5632     
  1169.66        500.000                 NaN            NaN            NaN   11.2103       0.324564                 NaN            NaN   7.26491       0.592435        41.0445        39.5633     
  1168.33        500.000                 NaN            NaN            NaN   11.2016       0.333217                 NaN            NaN   7.26481       0.592471        41.0447        39.5632     
  1167.01        500.000                 NaN            NaN            NaN   11.2938       0.242121                 NaN            NaN   7.26599       0.592043        41.0427        39.5634     
  1165.68        500.000                 NaN            NaN            NaN   11.2016       0.333209                 NaN            NaN   7.26481       0.592471        41.0447        39.5632     
  1164.35        500.000                 NaN            NaN            NaN   11.4370       0.100946                 NaN            NaN   7.26826       0.591224        41.0389        39.5636     
  1163.03        500.000                 NaN            NaN            NaN   11.5444                 NaN            NaN            NaN   7.27017       0.588945        41.0314        39.5651     
  1161.70        500.000                 NaN            NaN            NaN   11.5814                 NaN            NaN            NaN   7.32885       0.570874        40.9518        39.5671     
  1160.38        500.000                 NaN            NaN            NaN   11.5811                 NaN            NaN            NaN   7.33365       0.570813        40.9472        39.5672     
  1159.05        500.000                 NaN            NaN            NaN   1.97978        9.61091                 NaN            NaN   7.34557       0.566367        40.9287        39.5687     
  1157.73        500.000                 NaN            NaN            NaN   11.5866                 NaN            NaN            NaN   7.33908       0.568958        40.9372        39.5682     
  1156.40        500.000                 NaN            NaN            NaN   2.56972        9.02577                 NaN            NaN   7.35139       0.564158        40.9196        39.5694     
  1155.08        500.000                 NaN            NaN            NaN   2.76352        8.83418                 NaN            NaN   7.35367       0.563196        40.9157        39.5697     
  1153.75        500.000                 NaN            NaN            NaN   2.92500        8.67457                 NaN            NaN   7.35577       0.562352        40.9123        39.5700     
  1152.43        500.000                 NaN            NaN            NaN   3.10865        8.49294                 NaN            NaN   7.35797       0.561476        40.9086        39.5704     
  1151.10        500.000                 NaN            NaN            NaN   4.43099        7.14587       0.131563E-003            NaN   7.35059       0.567480        40.9384        39.5666     
  1149.77        500.000                 NaN            NaN            NaN   4.43078        7.14570       0.508362E-003            NaN   7.35059       0.567480        40.9383        39.5666     
  1148.45        500.000                 NaN            NaN            NaN   4.43105        7.14592       0.209729E-004            NaN   7.35059       0.567480        40.9384        39.5666     
  1147.12        500.000                 NaN            NaN            NaN   4.43105        7.14592       0.170357E-004            NaN   7.35059       0.567480        40.9384        39.5666     
  1145.80        500.000                 NaN            NaN            NaN   3.95452        7.65561                 NaN            NaN   7.36724       0.557710        40.8932        39.5717     
  1144.47        500.000                 NaN            NaN            NaN   4.17615        7.40504       0.231193E-004            NaN   7.35443       0.565851        40.9311        39.5674     
  1143.15        500.000                 NaN            NaN            NaN   4.30145        7.31167                 NaN            NaN   7.37043       0.556404        40.8878        39.5722     
  1141.82        500.000                 NaN            NaN            NaN   4.16025        7.39502       0.260601E-001            NaN   7.35455       0.565823        40.9309        39.5674     
  1140.50        500.000                 NaN            NaN  0.752119E-005   4.17618        7.40501       0.117460E-004            NaN   7.35443       0.565852        40.9311        39.5674     
  1139.17        500.000                 NaN            NaN  0.763325E-005   4.17616        7.40500       0.373241E-004            NaN   7.35443       0.565852        40.9311        39.5674     
  1137.85        500.000                 NaN            NaN  0.772048E-005   3.93082        7.62145       0.327962E-001            NaN   7.35782       0.564394        40.9245        39.5682     
  1136.52        500.000                 NaN            NaN  0.108573E-004   4.51103        7.09771                 NaN            NaN   7.37048       0.557908        40.8912        39.5717     
  1135.19        500.000                 NaN            NaN  0.105636E-004   4.60556        7.00461                 NaN            NaN   7.37182       0.557305        40.8888        39.5719     
  1133.87        500.000                 NaN            NaN  0.931218E-005   11.6248                 NaN            NaN            NaN   7.37769       0.552415        40.8713        39.5738     
  1132.54        500.000                 NaN            NaN  0.111219E-004   5.23602        6.38667                 NaN            NaN   7.38030       0.552305        40.8708        39.5739     
  1131.22        500.000                 NaN            NaN            NaN   5.23833        6.38400                 NaN            NaN   7.37987       0.552564        40.8715        39.5737     
  1129.89        500.000                 NaN            NaN  0.992091E-005   11.6280                 NaN            NaN            NaN   7.38253       0.550818        40.8644        39.5742     
  1128.57        500.000                 NaN            NaN  0.660747E-004   5.40118        6.22295                 NaN            NaN   7.38213       0.551679        40.8678        39.5742     
  1127.24        500.000                 NaN            NaN  0.894704E-005   11.6347                 NaN            NaN            NaN   7.38698       0.548854        40.8543        39.5752     
  1125.92        500.000                 NaN            NaN  0.111933E-003   5.69556        5.93247                 NaN            NaN   7.38515       0.550092        40.8617        39.5749     
  1124.59        500.000                 NaN            NaN            NaN   5.71291        5.91597                 NaN            NaN   7.39236       0.550673        40.8533        39.5747     
  1123.27        500.000                 NaN            NaN            NaN   5.82800        5.80220                 NaN            NaN   7.38694       0.549281        40.8583        39.5753     
  1121.94        500.000                 NaN            NaN            NaN   5.88775        5.74347                 NaN            NaN   7.38782       0.548888        40.8566        39.5755     
  1120.61        500.000                 NaN            NaN            NaN   5.96401        5.66807                 NaN            NaN   7.38859       0.548533        40.8552        39.5756     
  1119.29        500.000                 NaN            NaN            NaN   6.03359        5.59939                 NaN            NaN   7.38936       0.548181        40.8537        39.5758     
  1117.96        500.000                 NaN            NaN            NaN   6.10414        5.52969                 NaN            NaN   7.39010       0.547843        40.8523        39.5760     
  1116.64        500.000                 NaN            NaN            NaN   6.17789        5.45679                 NaN            NaN   7.39081       0.547519        40.8509        39.5761     
  1115.31        500.000                 NaN            NaN            NaN   6.24799        5.38745                 NaN            NaN   7.39147       0.547215        40.8496        39.5763     
  1113.99        500.000                 NaN            NaN            NaN   6.32108        5.31511                 NaN            NaN   7.39211       0.546926        40.8483        39.5764     
  1112.66        500.000                 NaN            NaN            NaN   6.39489        5.24201                 NaN            NaN   7.39271       0.546651        40.8472        39.5766     
  1111.34        500.000                 NaN            NaN            NaN   6.46869        5.16890                 NaN            NaN   7.39329       0.546393        40.8460        39.5767     
  1110.01        500.000                 NaN            NaN            NaN   6.54228        5.09594                 NaN            NaN   7.39378       0.546163        40.8450        39.5769     
  1108.69        500.000                 NaN            NaN            NaN   3.58836        8.00287                 NaN            NaN   7.36314       0.562099        40.9140        39.5695     
  1107.36        500.000                 NaN            NaN            NaN   6.62364        5.01885                 NaN            NaN   7.39665       0.544580        40.8385        39.5778     
  1106.04        500.000                 NaN            NaN            NaN   8.62673        2.97236                 NaN            NaN   7.37050       0.559516        40.8990        39.5719     
  1104.71        500.000                 NaN            NaN  0.177793E-004   8.62631       0.907494E-003   2.97186                 NaN   7.37050       0.559515        40.8990        39.5719     
  1103.38        500.000                 NaN            NaN            NaN   8.62673        2.97236       0.505996E-005            NaN   7.37050       0.559516        40.8990        39.5719     
  1102.06        500.000                 NaN            NaN            NaN   8.62673        2.97236       0.504963E-005            NaN   7.37050       0.559516        40.8990        39.5719     
  1100.73        500.000                 NaN            NaN            NaN   8.62673        2.97236       0.508071E-005            NaN   7.37050       0.559516        40.8990        39.5719     
  1099.41        500.000                 NaN            NaN            NaN   8.62673        2.97236       0.508899E-005            NaN   7.37050       0.559516        40.8990        39.5719     
  1098.08        500.000                 NaN            NaN            NaN   8.62673        2.97236                 NaN            NaN   7.37050       0.559516        40.8990        39.5719     
  1096.76        500.000                 NaN            NaN            NaN   8.62673        2.97236                 NaN            NaN   7.37050       0.559516        40.8990        39.5719     
  1095.43        500.000                 NaN            NaN            NaN   8.62673        2.97236                 NaN            NaN   7.37050       0.559516        40.8990        39.5719     
  1094.11        500.000                 NaN            NaN            NaN   8.62673        2.97236                 NaN            NaN   7.37050       0.559516        40.8990        39.5719     
  1092.78        500.000                 NaN            NaN            NaN   8.71285        2.88810       0.108087E-004            NaN   7.37187       0.558893        40.8959        39.5724     
  1091.46        500.000                 NaN            NaN            NaN   8.71285        2.88811                 NaN            NaN   7.37187       0.558893        40.8959        39.5724     
  1090.13        500.000                 NaN            NaN            NaN   8.71285        2.88811                 NaN            NaN   7.37187       0.558893        40.8959        39.5724     
  1088.80        500.000                 NaN            NaN            NaN   8.71286        2.88811                 NaN            NaN   7.37187       0.558893        40.8959        39.5724     
  1087.48        500.000                 NaN            NaN            NaN   8.79142       0.877325E-005   2.81131                 NaN   7.37316       0.558309        40.8929        39.5728     
  1086.15        500.000                 NaN            NaN  0.488427E-003   8.78941       0.473169E-003   2.81213                 NaN   7.37311       0.558346        40.8931        39.5730     
  1084.83        500.000                 NaN            NaN  0.704398E-003   8.78860       0.472375E-003   2.81262                 NaN   7.37308       0.558363        40.8931        39.5730     
  1083.50        500.000                 NaN            NaN            NaN   8.79142       0.158386E-004   2.81131                 NaN   7.37316       0.558309        40.8929        39.5728     
  1082.18        500.000                 NaN            NaN            NaN   8.79142       0.163821E-004   2.81131                 NaN   7.37316       0.558309        40.8929        39.5728     
  1080.85        500.000                 NaN            NaN   2.31552        8.13068                 NaN            NaN            NaN   7.10001       0.741200        41.5270        40.1856     
  1079.53        500.000                 NaN            NaN   2.31552        8.13068                 NaN            NaN            NaN   7.10001       0.741200        41.5270        40.1856     
  1078.20        500.000                 NaN            NaN   2.31552        8.13068                 NaN            NaN            NaN   7.10001       0.741200        41.5270        40.1856     
  1076.88        500.000                 NaN            NaN   2.31552        8.13068                 NaN            NaN            NaN   7.10001       0.741200        41.5270        40.1856     
  1075.55        500.000                 NaN            NaN   2.31552        8.13068                 NaN            NaN            NaN   7.10001       0.741200        41.5270        40.1856     
  1074.22        500.000                 NaN            NaN   1.89841        8.86735                 NaN            NaN            NaN   7.21660       0.670902        41.2541        40.0926     
  1072.90        500.000                 NaN            NaN   1.94668        8.79518                 NaN            NaN            NaN   7.21077       0.674837        41.2668        40.1057     
  1071.57        500.000                 NaN            NaN   1.98526        8.73786                 NaN            NaN            NaN   7.20638       0.677853        41.2764        40.1162     
  1070.25        500.000                 NaN            NaN   2.02176        8.68369                 NaN            NaN            NaN   7.20226       0.680689        41.2854        40.1262     
  1068.92        500.000                 NaN            NaN   2.05640        8.63231                 NaN            NaN            NaN   7.19839       0.683368        41.2938        40.1357     
  1067.60        500.000                 NaN            NaN   2.08939        8.58344                 NaN            NaN            NaN   7.19475       0.685905        41.3017        40.1448     
  1066.27        500.000                 NaN            NaN   2.12088        8.53683                 NaN            NaN            NaN   7.19130       0.688314        41.3092        40.1534     
  1064.95        500.000                 NaN            NaN   2.15102        8.49225                 NaN            NaN            NaN   7.18804       0.690609        41.3163        40.1618     
  1063.62        500.000                 NaN            NaN   2.17993        8.44953                 NaN            NaN            NaN   7.18494       0.692798        41.3231        40.1697     
  1062.30        500.000                 NaN            NaN   2.20772        8.40851                 NaN            NaN            NaN   7.18199       0.694891        41.3295        40.1774     
  1060.97        500.000                 NaN            NaN   2.23447        8.36907                 NaN            NaN            NaN   7.17918       0.696895        41.3355        40.1848     
  1059.64        500.000                 NaN            NaN   2.26094        8.33000                 NaN            NaN            NaN   7.17639       0.698892        41.3416        40.1922     
  1058.32        500.000                 NaN            NaN   2.28509        8.29453                 NaN            NaN            NaN   7.17396       0.700656        41.3468        40.1989     
  1056.99        500.000                 NaN            NaN   2.30849        8.26021                 NaN            NaN            NaN   7.17163       0.702355        41.3519        40.2055     
  1055.67        500.000                 NaN            NaN   2.61330        7.72914                 NaN            NaN            NaN   7.09473       0.750593        41.5367        40.2756     
  1054.34        500.000                 NaN            NaN   2.60342        7.74765                 NaN            NaN            NaN   7.09794       0.748625        41.5288        40.2735     
  1053.02        500.000                 NaN            NaN   2.64921        7.69236                 NaN            NaN            NaN   7.10086       0.748169        41.5206        40.2888     
  1051.69        500.000                 NaN            NaN   2.69042        7.62226                 NaN            NaN            NaN   7.09153       0.754148        41.5430        40.2987     
  1050.37        500.000                 NaN            NaN   2.69109        7.62229                 NaN            NaN            NaN   7.09222       0.754012        41.5414        40.2990     
  1049.04        500.000                 NaN            NaN   2.72944        7.55470                 NaN            NaN            NaN   7.08205       0.760176        41.5659        40.3078     
  1047.72        500.000                 NaN            NaN   2.72946        7.55467                 NaN            NaN            NaN   7.08204       0.760180        41.5659        40.3078     
  1046.39        500.000                 NaN            NaN   2.72946        7.55467                 NaN            NaN            NaN   7.08204       0.760180        41.5659        40.3078     
  1045.06        500.000                 NaN            NaN   2.72946        7.55467                 NaN            NaN            NaN   7.08204       0.760180        41.5659        40.3078     
  1043.74        500.000                 NaN            NaN   2.72946        7.55467                 NaN            NaN            NaN   7.08204       0.760180        41.5659        40.3078     
  1042.41        500.000                 NaN            NaN   2.73011        7.55433                 NaN            NaN            NaN   7.08232       0.760070        41.5651        40.3081     
  1041.09        500.000                 NaN            NaN   2.82638        7.42764                 NaN            NaN            NaN   7.08160       0.761368        41.5661        40.3370     
  1039.76        500.000                 NaN            NaN   2.82639        7.42755                 NaN            NaN            NaN   7.08156       0.761385        41.5662        40.3369     
  1038.44        500.000                 NaN            NaN   2.82639        7.42755                 NaN            NaN            NaN   7.08156       0.761385        41.5662        40.3369     
  1037.11        500.000                 NaN            NaN   2.82643        7.42728                 NaN            NaN            NaN   7.08143       0.761439        41.5665        40.3369     
  1035.79        500.000                 NaN            NaN   2.82638        7.42766                 NaN            NaN            NaN   7.08161       0.761365        41.5660        40.3370     
  1034.46        500.000                 NaN            NaN   2.86054        7.38118                 NaN            NaN            NaN   7.08075       0.762696        41.5674        40.3474     
  1033.14        500.000                 NaN            NaN   2.86054        7.38118                 NaN            NaN            NaN   7.08075       0.762696        41.5674        40.3474     
  1031.81        500.000                 NaN            NaN   2.86054        7.38118                 NaN            NaN            NaN   7.08075       0.762696        41.5674        40.3474     
  1030.49        500.000                 NaN            NaN   2.66007        7.75222                 NaN            NaN            NaN   7.14084       0.725779        41.4152        40.3059     
  1029.16        500.000                 NaN            NaN   2.86054        7.38119                 NaN            NaN            NaN   7.08075       0.762694        41.5674        40.3474     
  1027.83        500.000                 NaN            NaN   2.92447        7.29566                 NaN            NaN            NaN   7.07999       0.764845        41.5676        40.3674     
  1026.51        500.000                 NaN            NaN   2.92446        7.29566                 NaN            NaN            NaN   7.07999       0.764844        41.5676        40.3674     
  1025.18        500.000                 NaN            NaN   2.92446        7.29566                 NaN            NaN            NaN   7.07999       0.764845        41.5676        40.3674     
  1023.86        500.000                 NaN            NaN   2.92446        7.29566                 NaN            NaN            NaN   7.07999       0.764845        41.5676        40.3674     
  1022.53        500.000                 NaN            NaN   2.92447        7.29566                 NaN            NaN            NaN   7.07999       0.764845        41.5676        40.3674     
  1021.21        500.000                 NaN            NaN   2.92447        7.29566                 NaN            NaN            NaN   7.07999       0.764845        41.5676        40.3674     
  1019.88        500.000                 NaN            NaN   2.92446        7.29566                 NaN            NaN            NaN   7.07999       0.764844        41.5676        40.3674     
  1018.56        500.000                 NaN            NaN   2.98426        7.21653                 NaN            NaN            NaN   7.07981       0.766660        41.5663        40.3865     
  1017.23        500.000                 NaN            NaN   2.98426        7.21653                 NaN            NaN            NaN   7.07981       0.766660        41.5663        40.3865     
  1015.91        500.000                 NaN            NaN   2.98402        7.21695                 NaN            NaN            NaN   7.07986       0.766630        41.5661        40.3864     
  1014.58        500.000                 NaN            NaN   2.98402        7.21695                 NaN            NaN            NaN   7.07986       0.766630        41.5661        40.3864     
  1013.25        500.000                 NaN            NaN   2.98402        7.21695                 NaN            NaN            NaN   7.07986       0.766630        41.5661        40.3864     
  1011.93        500.000                 NaN            NaN   2.98402        7.21695                 NaN            NaN            NaN   7.07986       0.766630        41.5661        40.3864     
  1010.60        500.000                 NaN            NaN   2.98402        7.21695                 NaN            NaN            NaN   7.07986       0.766630        41.5661        40.3864     
  1009.28        500.000                 NaN            NaN   3.03908        7.14535                 NaN            NaN            NaN   7.08044       0.768003        41.5628        40.4043     
  1007.95        500.000                 NaN            NaN   3.03908        7.14535                 NaN            NaN            NaN   7.08044       0.768003        41.5628        40.4043     
  1006.63        500.000                 NaN            NaN   3.03908        7.14535                 NaN            NaN            NaN   7.08044       0.768003        41.5628        40.4043     
  1005.30        500.000                 NaN            NaN   3.03908        7.14535                 NaN            NaN            NaN   7.08044       0.768003        41.5628        40.4043     
  1003.98        500.000                 NaN            NaN   3.03908        7.14535                 NaN            NaN            NaN   7.08044       0.768003        41.5628        40.4043     
  1002.65        500.000                 NaN            NaN   3.03939        7.14484                 NaN            NaN            NaN   7.08038       0.768034        41.5630        40.4044     
  1001.33        500.000                 NaN            NaN   3.08262        7.09477                 NaN            NaN            NaN   7.08356       0.767578        41.5509        40.4205     
  1000.00        500.000                 NaN            NaN   3.08270        7.09465                 NaN            NaN            NaN   7.08355       0.767585        41.5510        40.4206     
