|6.6.6
Archiving\03_Data\DfracLP/QFM_m4/K22/K22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        San(TH)        ilm            q             
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.10123        5.51097                 NaN            NaN   7.19626        43.0438                 NaN  0.301576        40.8462     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.02785        5.58798                 NaN            NaN   7.20059        43.0344                 NaN  0.300650        40.8485     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.96906        5.65356                 NaN            NaN   7.20634        43.0211                 NaN  0.298626        40.8513     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.93469        1.73090                 NaN            NaN   7.24159        42.9422                 NaN  0.288376        40.8622     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.01861        1.64793                 NaN            NaN   7.24366        42.9378                 NaN  0.288007        40.8640     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.98907        1.68160                 NaN            NaN   7.24779        42.9282                 NaN  0.286849        40.8665     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.09924        1.57580                 NaN            NaN   7.25210        42.9183                 NaN  0.285656        40.8689     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.33534        1.35338                 NaN            NaN   7.26377        14.6721        28.2179       0.282256        40.8753     
  1092.73        500.000                 NaN            NaN            NaN   1.34012                 NaN            NaN   6.01802       0.302255                 NaN            NaN   6.95274        43.5759                 NaN  0.390692        41.4203     
  1090.23        500.000                 NaN            NaN            NaN   1.33491                 NaN            NaN   5.97795       0.352496                 NaN            NaN   6.95467        43.5695                 NaN  0.390132        41.4203     
  1087.72        500.000                 NaN            NaN            NaN   1.37711                 NaN            NaN   5.96431       0.296377                 NaN            NaN   6.94946        43.5803                 NaN  0.392134        41.4403     
  1085.21        500.000                 NaN            NaN            NaN   1.37359                 NaN            NaN   5.87446       0.394847                 NaN            NaN   6.95318        43.5718                 NaN  0.390883        41.4412     
  1082.71        500.000                 NaN            NaN            NaN   1.41270                 NaN            NaN   5.89953       0.303547                 NaN            NaN   6.94834        43.5832                 NaN  0.392922        41.4597     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.81327        6.89243                 NaN            NaN   7.28250        42.8480                 NaN  0.276981        40.8868     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.80576        6.90424                 NaN            NaN   7.28709        42.8380                 NaN  0.275681        40.8892     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.65792        7.05760                 NaN            NaN   7.29226        42.8261                 NaN  0.274195        40.8919     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.18786        6.53177                 NaN            NaN   7.29610        42.8167                 NaN  0.273061        40.8945     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.32131        6.40310                 NaN            NaN   7.30059        42.8062                 NaN  0.271745        40.8971     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.204517E-001   2.55450        6.15417       0.113175E-005   7.30496        42.7957                 NaN  0.270474        40.8997     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.73294        6.00127                 NaN            NaN   7.30957        42.7848                 NaN  0.269107        40.9024     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.44345        5.29351                 NaN            NaN   7.31221        42.7777                 NaN  0.268366        40.9048     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.58399        5.15751                 NaN            NaN   7.31637        42.7676                 NaN  0.267173        40.9074     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.45325        3.28319                 NaN            NaN   7.31260        42.7739                 NaN  0.268463        40.9086     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.15350        2.59183                 NaN            NaN   7.32057        42.7561                 NaN  0.266150        40.9119     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.10998        2.63858                 NaN            NaN   7.32378        42.7480                 NaN  0.265307        40.9143     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.60358        6.16396                 NaN            NaN   7.32714        42.7182                 NaN  0.264443        40.9226     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.46972        6.30218                 NaN            NaN   7.33215        42.7081                 NaN  0.262963        40.9249     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.72941        6.04562                 NaN            NaN   7.33386        42.7010                 NaN  0.262502        40.9276     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.80225        5.97512                 NaN            NaN   7.33745        42.6942                 NaN  0.261451        40.9295     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.83121        5.94837                 NaN            NaN   7.34177        42.6874                 NaN  0.260177        40.9311     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.67471        6.11277                 NaN            NaN   7.34634        42.6725                 NaN  0.258817        40.9349     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.86879        5.91770                 NaN            NaN   7.34899        42.6707                 NaN  0.258100        40.9357     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.08360        2.70579                 NaN            NaN   7.35919        42.6603                 NaN  0.255027        40.9361     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.81551        5.98120                 NaN            NaN   7.35518        42.6499                 NaN  0.256308        40.9419     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.19604        2.60361                 NaN            NaN   7.36871        42.6379                 NaN  0.252279        40.9415     
  1025.06        500.000                 NaN            NaN            NaN  0.496680                 NaN            NaN   4.33909        3.58111                 NaN            NaN   7.22728        42.9055                 NaN  0.299315        41.1510     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.06491        2.74280                 NaN            NaN   7.37484        42.6216                 NaN  0.250149        40.9457     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.11555        2.69557                 NaN            NaN   7.37926        42.6113                 NaN  0.249346        40.9490     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.12488        2.69089                 NaN            NaN   7.38352        42.6009                 NaN  0.248130        40.9516     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.24820        2.57573                 NaN            NaN   7.39078        42.5846                 NaN  0.245921        40.9548     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.23824        2.58992                 NaN            NaN   7.39525        42.5744                 NaN  0.244794        40.9574     
  1010.03        500.000                 NaN            NaN            NaN   1.20781                 NaN            NaN   1.39096        5.30198                 NaN            NaN   7.08879        43.2071                 NaN  0.347051        41.4563     
  1007.52        500.000                 NaN            NaN            NaN   1.62096                 NaN            NaN   5.96818                 NaN            NaN            NaN   6.98798        43.4131                 NaN  0.380480        41.6293     
  1005.01        500.000                 NaN            NaN            NaN   1.64823                 NaN            NaN   5.92121                 NaN            NaN            NaN   6.98297        43.4228                 NaN  0.382303        41.6425     
  1002.51        500.000                 NaN            NaN            NaN   1.66929                 NaN            NaN   5.88498                 NaN            NaN            NaN   6.97928        43.4290                 NaN  0.383872        41.6536     
  1000.00        500.000                 NaN            NaN            NaN   1.67158                 NaN            NaN   5.88855                 NaN            NaN            NaN   6.98295        43.4165                 NaN  0.382757        41.6577     
