|6.6.6
Archiving\03_Data\fracLP/QFM_m3.5/YM20/YM20_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1912.28        500.000        99.7699       0.216092       0.140194E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.7699       0.216104       0.140197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.7699       0.216116       0.140201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.7699       0.216128       0.140204E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.7698       0.216140       0.140208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.7698       0.216152       0.140211E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.7698       0.216164       0.140215E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.6969       0.216190       0.139312E-001  0.867795E-002  0.643394E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000       100.0000                 NaN            NaN            NaN  0.120842E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        98.4879                 NaN            NaN            NaN   1.51208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3670                 NaN            NaN            NaN  0.632983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.5301                 NaN            NaN            NaN  0.469888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4559                 NaN            NaN            NaN  0.544149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4550                 NaN            NaN            NaN  0.545030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4599                 NaN            NaN            NaN  0.540117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4614                 NaN            NaN            NaN  0.538563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4637                 NaN            NaN            NaN  0.536269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4669                 NaN            NaN            NaN  0.533074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4694                 NaN            NaN            NaN  0.530583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4717                 NaN            NaN            NaN  0.528259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4669                 NaN            NaN  0.630998E-002  0.526799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.2018                 NaN            NaN  0.160838E-001  0.782119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.7343                 NaN            NaN  0.527259E-002  0.260431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4697                 NaN            NaN  0.106639E-001  0.519621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4709                 NaN            NaN  0.106453E-001  0.518414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4739                 NaN            NaN  0.105712E-001  0.515576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4744                 NaN            NaN  0.105492E-001  0.515039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4760                 NaN            NaN  0.105148E-001  0.513458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4761                 NaN            NaN  0.105323E-001  0.513336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4791                 NaN            NaN  0.104642E-001  0.510406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4810                 NaN            NaN  0.103935E-001  0.508597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4814                 NaN            NaN  0.103997E-001  0.508158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4823                 NaN            NaN  0.103627E-001  0.507377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4833                 NaN            NaN  0.103355E-001  0.506395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4722                 NaN            NaN  0.105687E-001  0.517256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4978                 NaN            NaN  0.100061E-001  0.492243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4804                 NaN            NaN  0.103405E-001  0.509307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4904                 NaN            NaN  0.100955E-001  0.499534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4869                 NaN            NaN  0.101758E-001  0.502963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4871                 NaN            NaN  0.101547E-001  0.502744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4877                 NaN            NaN  0.101272E-001  0.502172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4872                 NaN            NaN  0.101123E-001  0.502650                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.1741                 NaN            NaN  0.177689E-001  0.808131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.8024                 NaN            NaN  0.224522E-002  0.195381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4882                 NaN            NaN  0.100093E-001  0.501779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4881                 NaN            NaN  0.998933E-002  0.501940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4880                 NaN            NaN  0.995050E-002  0.502052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4858                 NaN            NaN  0.996143E-002  0.504235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4891                 NaN            NaN  0.986490E-002  0.501028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4867                 NaN            NaN  0.987714E-002  0.503427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4870                 NaN            NaN  0.984313E-002  0.503153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4853                 NaN            NaN  0.985504E-002  0.504821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4862                 NaN            NaN  0.978393E-002  0.504012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4845                 NaN            NaN  0.977527E-002  0.505738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4841                 NaN            NaN  0.974407E-002  0.506125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5041                 NaN            NaN  0.936071E-002  0.486524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4620                 NaN            NaN  0.100771E-001  0.527947                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4805                 NaN            NaN  0.969254E-002  0.509776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4806                 NaN            NaN  0.964368E-002  0.509805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4998                 NaN            NaN  0.924718E-002  0.490992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4526                 NaN            NaN  0.100528E-001  0.537315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4786                 NaN            NaN  0.953473E-002  0.511855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4749                 NaN            NaN  0.957643E-002  0.515524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.5020                 NaN            NaN  0.904511E-002  0.488964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4407                 NaN            NaN  0.100783E-001  0.549217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4729                 NaN            NaN  0.946022E-002  0.517638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4254                 NaN            NaN  0.102751E-001  0.564330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.5138                 NaN            NaN  0.863624E-002  0.477578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4662                 NaN            NaN  0.944380E-002  0.524386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4646                 NaN            NaN  0.942077E-002  0.525984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4623                 NaN            NaN  0.940282E-002  0.528323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4623                 NaN            NaN  0.936318E-002  0.528335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4587                 NaN            NaN  0.937556E-002  0.531931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4574                 NaN            NaN  0.936079E-002  0.533248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4557                 NaN            NaN  0.933542E-002  0.534981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4904                 NaN            NaN  0.869038E-002  0.500947                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4148                 NaN            NaN  0.991977E-002  0.575275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4524                 NaN            NaN  0.924497E-002  0.538403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4502                 NaN            NaN  0.922797E-002  0.540612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4485                 NaN            NaN  0.920756E-002  0.542324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4455                 NaN            NaN  0.923940E-002  0.545230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4455                 NaN            NaN  0.917748E-002  0.545330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4424                 NaN            NaN  0.918719E-002  0.548423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4410                 NaN            NaN  0.915572E-002  0.549852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4396                 NaN            NaN  0.914623E-002  0.551258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4342                 NaN            NaN  0.917969E-002  0.556666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4392                 NaN            NaN  0.907705E-002  0.551692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4347                 NaN            NaN  0.908873E-002  0.556203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4344                 NaN            NaN  0.905908E-002  0.556525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4331                 NaN            NaN  0.907342E-002  0.557848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4318                 NaN            NaN  0.902929E-002  0.559150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4307                 NaN            NaN  0.902710E-002  0.560277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.4290                 NaN            NaN  0.902950E-002  0.562002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.4292                 NaN            NaN  0.897764E-002  0.561826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.4103                 NaN            NaN  0.927181E-002  0.580425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.4461                 NaN            NaN  0.864325E-002  0.545235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4259                 NaN            NaN  0.895931E-002  0.565139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.4281                 NaN            NaN  0.888136E-002  0.562987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.4258                 NaN            NaN  0.890544E-002  0.565301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.4197                 NaN            NaN  0.898271E-002  0.571313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.4325                 NaN            NaN  0.874469E-002  0.558752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.9998                 NaN            NaN  0.233654E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        98.6872                 NaN            NaN  0.202239E-001   1.29262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.5940                 NaN            NaN  0.597768E-002  0.400025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.4255                 NaN            NaN  0.878135E-002  0.565699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.4270                 NaN            NaN  0.872585E-002  0.564310                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.4289                 NaN            NaN  0.870255E-002  0.562426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.4287                 NaN            NaN  0.872507E-002  0.562600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.4291                 NaN            NaN  0.867959E-002  0.562213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.4319                 NaN            NaN  0.864095E-002  0.559474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.4309                 NaN            NaN  0.864404E-002  0.560462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.4352                 NaN            NaN  0.856883E-002  0.556198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.4336                 NaN            NaN  0.854609E-002  0.557844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.4379                 NaN            NaN  0.851904E-002  0.553558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.4389                 NaN            NaN  0.851509E-002  0.552634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.4404                 NaN            NaN  0.849016E-002  0.551140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4393                 NaN            NaN  0.848628E-002  0.552168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.4478                 NaN            NaN  0.838778E-002  0.543858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.4469                 NaN            NaN  0.839931E-002  0.544687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.4491                 NaN            NaN  0.837878E-002  0.542537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4520                 NaN            NaN  0.834594E-002  0.539604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.4547                 NaN            NaN  0.830300E-002  0.536992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4576                 NaN            NaN  0.827648E-002  0.534173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.4602                 NaN            NaN  0.824737E-002  0.531519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4633                 NaN            NaN  0.822001E-002  0.528514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.4664                 NaN            NaN  0.817830E-002  0.525391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4698                 NaN            NaN  0.813489E-002  0.522103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.9083                 NaN            NaN            NaN  0.152839       0.938869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.8000                 NaN            NaN            NaN  0.679426E-001   1.13205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.8235                 NaN            NaN            NaN  0.713051E-001   1.10521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.8491                 NaN            NaN            NaN  0.642368E-001   1.08671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.8646                 NaN            NaN            NaN  0.632710E-001   1.07215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.8808                 NaN            NaN            NaN  0.579135E-001   1.06130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.9006                 NaN            NaN            NaN  0.577502E-001   1.04168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.9192                 NaN            NaN            NaN  0.526473E-001   1.02813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.8888                 NaN            NaN            NaN  0.515769E-001   1.05967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.9954                 NaN            NaN            NaN  0.442487E-001  0.960318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.9698                 NaN            NaN            NaN  0.463242E-001  0.983925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.9895                 NaN            NaN            NaN  0.460925E-001  0.964394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.0004                 NaN            NaN            NaN  0.430377E-001  0.956554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.0188                 NaN            NaN            NaN  0.411031E-001  0.940144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.0335                 NaN            NaN            NaN  0.390081E-001  0.927476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.0468                 NaN            NaN            NaN  0.366375E-001  0.916603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.0616                 NaN            NaN            NaN  0.356513E-001  0.902752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0697                 NaN            NaN            NaN  0.276563E-001  0.902632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0821                 NaN            NaN            NaN  0.265275E-001  0.891366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.1045                 NaN            NaN            NaN  0.296175E-001  0.865842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.1157                 NaN            NaN            NaN  0.286470E-001  0.855644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.1199                 NaN            NaN            NaN  0.194909E-001  0.860606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.1377                 NaN            NaN            NaN  0.212473E-001  0.841067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.1466                 NaN            NaN            NaN  0.178803E-001  0.835528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.1588                 NaN            NaN            NaN  0.167281E-001  0.824463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1683                 NaN            NaN            NaN  0.135600E-001  0.818147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1781                 NaN            NaN            NaN  0.114869E-001  0.810457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1910                 NaN            NaN            NaN  0.104403E-001  0.798562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.2048                 NaN            NaN            NaN  0.139586E-001  0.781234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.2098                 NaN            NaN            NaN  0.703442E-002  0.783202                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.2187                 NaN            NaN            NaN  0.409583E-002  0.777175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.2438                 NaN            NaN            NaN  0.746378E-001  0.681597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
