|6.6.6
Archiving\03_Data\fracLP/QFM_m3.5/YM20/YM20_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1872.18        500.000        99.4068                 NaN            NaN            NaN  0.593172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4118                 NaN            NaN            NaN  0.588170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4133                 NaN            NaN            NaN  0.586668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4155                 NaN            NaN            NaN  0.584454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4187                 NaN            NaN            NaN  0.581263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4212                 NaN            NaN            NaN  0.578791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4235                 NaN            NaN            NaN  0.576462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4155                 NaN            NaN  0.938395E-002  0.575073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.1220                 NaN            NaN  0.239364E-001  0.854104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.7075                 NaN            NaN  0.785187E-002  0.284686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4160                 NaN            NaN  0.158818E-001  0.568122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4170                 NaN            NaN  0.158596E-001  0.567094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4200                 NaN            NaN  0.157599E-001  0.564264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4202                 NaN            NaN  0.157382E-001  0.564076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4217                 NaN            NaN  0.156936E-001  0.562563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4214                 NaN            NaN  0.157235E-001  0.562853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4245                 NaN            NaN  0.156267E-001  0.559886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4263                 NaN            NaN  0.155331E-001  0.558164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4265                 NaN            NaN  0.155465E-001  0.557942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4271                 NaN            NaN  0.154994E-001  0.557438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4279                 NaN            NaN  0.154662E-001  0.556655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4153                 NaN            NaN  0.158208E-001  0.568831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4433                 NaN            NaN  0.149854E-001  0.541676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4234                 NaN            NaN  0.155074E-001  0.561063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4345                 NaN            NaN  0.151349E-001  0.550368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4303                 NaN            NaN  0.152655E-001  0.554466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4302                 NaN            NaN  0.152392E-001  0.554590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4306                 NaN            NaN  0.152037E-001  0.554228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4297                 NaN            NaN  0.151894E-001  0.555127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.0800                 NaN            NaN  0.267193E-001  0.893280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.7805                 NaN            NaN  0.337694E-002  0.216100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4298                 NaN            NaN  0.150574E-001  0.555154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4293                 NaN            NaN  0.150335E-001  0.555656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4289                 NaN            NaN  0.149837E-001  0.556160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4261                 NaN            NaN  0.150109E-001  0.558932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4294                 NaN            NaN  0.148686E-001  0.555719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4264                 NaN            NaN  0.148964E-001  0.558727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4264                 NaN            NaN  0.148510E-001  0.558751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4242                 NaN            NaN  0.148730E-001  0.560916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4247                 NaN            NaN  0.147750E-001  0.560497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4225                 NaN            NaN  0.147717E-001  0.562716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4217                 NaN            NaN  0.147320E-001  0.563562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4440                 NaN            NaN  0.141531E-001  0.541815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3962                 NaN            NaN  0.152498E-001  0.588589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4165                 NaN            NaN  0.146752E-001  0.568868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4162                 NaN            NaN  0.146088E-001  0.569196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4373                 NaN            NaN  0.140154E-001  0.548646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3837                 NaN            NaN  0.152502E-001  0.601029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4128                 NaN            NaN  0.144669E-001  0.572689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4083                 NaN            NaN  0.145358E-001  0.577149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4384                 NaN            NaN  0.137353E-001  0.547880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3686                 NaN            NaN  0.153198E-001  0.616039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4046                 NaN            NaN  0.143850E-001  0.581046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3507                 NaN            NaN  0.156284E-001  0.633628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4501                 NaN            NaN  0.131471E-001  0.536800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3958                 NaN            NaN  0.143821E-001  0.589770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3936                 NaN            NaN  0.143567E-001  0.592056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3905                 NaN            NaN  0.143383E-001  0.595158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3901                 NaN            NaN  0.142835E-001  0.595644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3855                 NaN            NaN  0.143111E-001  0.600180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3836                 NaN            NaN  0.142942E-001  0.602142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3812                 NaN            NaN  0.142647E-001  0.604583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4201                 NaN            NaN  0.132908E-001  0.566585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3335                 NaN            NaN  0.151737E-001  0.651317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3760                 NaN            NaN  0.141514E-001  0.609846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3730                 NaN            NaN  0.141368E-001  0.612908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3705                 NaN            NaN  0.141126E-001  0.615368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3668                 NaN            NaN  0.141642E-001  0.619050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3660                 NaN            NaN  0.140795E-001  0.619882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3619                 NaN            NaN  0.141043E-001  0.623955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3598                 NaN            NaN  0.140652E-001  0.626162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3577                 NaN            NaN  0.140562E-001  0.628292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3505                 NaN            NaN  0.141196E-001  0.635343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3562                 NaN            NaN  0.139644E-001  0.629788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3502                 NaN            NaN  0.139947E-001  0.635803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3495                 NaN            NaN  0.139578E-001  0.636541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3475                 NaN            NaN  0.139811E-001  0.638494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3453                 NaN            NaN  0.139301E-001  0.640758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3435                 NaN            NaN  0.139316E-001  0.642587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3410                 NaN            NaN  0.139392E-001  0.645095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3406                 NaN            NaN  0.138726E-001  0.645574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3184                 NaN            NaN  0.143279E-001  0.667281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3590                 NaN            NaN  0.133743E-001  0.627660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3349                 NaN            NaN  0.138687E-001  0.651210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3369                 NaN            NaN  0.137587E-001  0.649336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3336                 NaN            NaN  0.138024E-001  0.652548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3261                 NaN            NaN  0.139288E-001  0.659950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3401                 NaN            NaN  0.135738E-001  0.646295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.9996                 NaN            NaN  0.362868E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        98.4714                 NaN            NaN  0.313773E-001   1.49722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.5265                 NaN            NaN  0.929741E-002  0.464209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3292                 NaN            NaN  0.136649E-001  0.657147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3301                 NaN            NaN  0.135935E-001  0.656308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3320                 NaN            NaN  0.135596E-001  0.654462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3312                 NaN            NaN  0.135953E-001  0.655222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3309                 NaN            NaN  0.135402E-001  0.655608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3335                 NaN            NaN  0.134879E-001  0.653004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3317                 NaN            NaN  0.135011E-001  0.654793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3360                 NaN            NaN  0.133953E-001  0.650637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3333                 NaN            NaN  0.133827E-001  0.653317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3377                 NaN            NaN  0.133366E-001  0.648969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3383                 NaN            NaN  0.133353E-001  0.648379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3393                 NaN            NaN  0.133074E-001  0.647433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3374                 NaN            NaN  0.133134E-001  0.649275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3466                 NaN            NaN  0.131623E-001  0.640213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3449                 NaN            NaN  0.131913E-001  0.641912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3468                 NaN            NaN  0.131657E-001  0.639985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3497                 NaN            NaN  0.131220E-001  0.637214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3521                 NaN            NaN  0.130653E-001  0.634819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3549                 NaN            NaN  0.130302E-001  0.632115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3573                 NaN            NaN  0.129936E-001  0.629731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3603                 NaN            NaN  0.129582E-001  0.626708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3632                 NaN            NaN  0.129021E-001  0.623851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3665                 NaN            NaN  0.128424E-001  0.620614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.7361                 NaN            NaN            NaN  0.181676        1.08218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.6138                 NaN            NaN            NaN  0.808370E-001   1.30538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.6395                 NaN            NaN            NaN  0.849028E-001   1.27565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.6687                 NaN            NaN            NaN  0.765609E-001   1.25476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.6856                 NaN            NaN            NaN  0.754670E-001   1.23890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7040                 NaN            NaN            NaN  0.691451E-001   1.22689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7258                 NaN            NaN            NaN  0.690203E-001   1.20519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7470                 NaN            NaN            NaN  0.629676E-001   1.19003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7110                 NaN            NaN            NaN  0.617308E-001   1.22726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8338                 NaN            NaN            NaN  0.530461E-001   1.11318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8033                 NaN            NaN            NaN  0.555510E-001   1.14116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8255                 NaN            NaN            NaN  0.553263E-001   1.11914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8373                 NaN            NaN            NaN  0.517229E-001   1.11096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8583                 NaN            NaN            NaN  0.494228E-001   1.09230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8746                 NaN            NaN            NaN  0.469509E-001   1.07842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8895                 NaN            NaN            NaN  0.441399E-001   1.06639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9061                 NaN            NaN            NaN  0.429884E-001   1.05088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9153                 NaN            NaN            NaN  0.333825E-001   1.05134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9288                 NaN            NaN            NaN  0.320584E-001   1.03912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9543                 NaN            NaN            NaN  0.358101E-001   1.00984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9669                 NaN            NaN            NaN  0.346556E-001  0.998404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9716                 NaN            NaN            NaN  0.236056E-001   1.00477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9916                 NaN            NaN            NaN  0.257620E-001  0.982670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0015                 NaN            NaN            NaN  0.216978E-001  0.976777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0152                 NaN            NaN            NaN  0.203174E-001  0.964448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0258                 NaN            NaN            NaN  0.164888E-001  0.957747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0368                 NaN            NaN            NaN  0.139810E-001  0.949192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0515                 NaN            NaN            NaN  0.127142E-001  0.935756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0669                 NaN            NaN            NaN  0.170153E-001  0.916098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0722                 NaN            NaN            NaN  0.858449E-002  0.919231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0826                 NaN            NaN            NaN  0.500150E-002  0.912376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1080                 NaN            NaN            NaN  0.912249E-001  0.800776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
