|6.6.6
Archiving\03_Data\frac/QFM_m1.5/TIS/TIS_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1954.89        2500.00        99.1891       0.805257       0.567059E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        2500.00        99.1890       0.805321       0.567064E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        2500.00        99.1889       0.805385       0.567069E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        2500.00        99.1889       0.805449       0.567074E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        99.1888       0.805513       0.567079E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        99.1888       0.805577       0.567084E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        99.1887       0.805641       0.567089E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        99.1886       0.805705       0.567095E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        99.1886       0.805769       0.567100E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        99.1885       0.805834       0.567105E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        99.1884       0.805898       0.567111E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        99.1884       0.805962       0.567116E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        99.1883       0.806026       0.567122E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        99.1882       0.806090       0.567127E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        99.1882       0.806154       0.567133E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.1881       0.806219       0.567139E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.1880       0.806283       0.567145E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.1880       0.806347       0.567151E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.1879       0.806411       0.567156E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.1879       0.806476       0.567162E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.1878       0.806540       0.567168E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.1877       0.806605       0.567175E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.1877       0.806669       0.567181E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.1876       0.806733       0.567187E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.1875       0.806798       0.567193E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.1875       0.806862       0.567200E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.1874       0.806927       0.567206E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.1873       0.806991       0.567213E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.1873       0.807055       0.567219E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.1872       0.807120       0.567226E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.1871       0.807184       0.567232E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.1871       0.807249       0.567239E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.1870       0.807314       0.567246E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.1869       0.807378       0.567253E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.1869       0.807443       0.567259E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.1868       0.807507       0.567266E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.1868       0.807572       0.567273E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.1867       0.807637       0.567280E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.1866       0.807701       0.567288E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.1866       0.807766       0.567295E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.1865       0.807830       0.567302E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.1864       0.807895       0.567309E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.1864       0.807960       0.567317E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.1863       0.808025       0.567324E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.1862       0.808089       0.567331E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.1862       0.808154       0.567339E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.1861       0.808220       0.567347E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.1860       0.808284       0.567354E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.1860       0.808358       0.567368E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.1859       0.808413       0.567369E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.1858       0.808478       0.567377E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.1858       0.808543       0.567385E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.1857       0.808608       0.567393E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.1857       0.808672       0.567401E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.1856       0.808737       0.567409E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.1855       0.808802       0.567417E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.1855       0.808867       0.567425E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.1854       0.808932       0.567433E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.1853       0.808997       0.567441E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.1853       0.809062       0.567449E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.1852       0.809126       0.567458E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.1851       0.809191       0.567466E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.1851       0.809256       0.567474E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.1850       0.809321       0.567483E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.1849       0.809386       0.567491E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.1849       0.809451       0.567500E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.1848       0.809516       0.567508E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.1847       0.809581       0.567517E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.1847       0.809646       0.567526E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.1846       0.809711       0.567534E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.1845       0.809776       0.567543E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.1845       0.809841       0.567552E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.1844       0.809906       0.567561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.1844       0.809971       0.567570E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.1843       0.810036       0.567579E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.1842       0.810101       0.567588E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.1842       0.810166       0.567597E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.1841       0.810231       0.567606E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.1840       0.810296       0.567615E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.1840       0.810361       0.567624E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.1839       0.810426       0.567633E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.1838       0.810491       0.567643E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.1838       0.810556       0.567652E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.1837       0.810621       0.567661E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.1836       0.810686       0.567671E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.1836       0.810751       0.567680E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.1835       0.810816       0.567690E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.1834       0.810881       0.567699E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.1834       0.810946       0.567709E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.1833       0.811011       0.567718E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.1832       0.811076       0.567728E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.1832       0.811141       0.567738E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.1831       0.811206       0.567747E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.1831       0.811271       0.567757E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.1830       0.811337       0.567767E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.1829       0.811402       0.567777E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.1829       0.811467       0.567787E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.1828       0.811532       0.567797E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.1827       0.811597       0.567807E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.1827       0.811662       0.567817E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.1826       0.811727       0.567827E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.1825       0.811792       0.567837E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.1825       0.811857       0.567847E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.1824       0.811922       0.567857E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        98.9252       0.812063                 NaN  0.182053E-004  0.262727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.9913                 NaN            NaN  0.873188E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.9913                 NaN            NaN  0.866636E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.9914                 NaN            NaN  0.860790E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.9915                 NaN            NaN  0.847761E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.9916                 NaN            NaN  0.844907E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.9916                 NaN            NaN  0.838768E-002  0.210565E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.9917                 NaN            NaN  0.830057E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.9917                 NaN            NaN  0.825578E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.9918                 NaN            NaN  0.815657E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.9919                 NaN            NaN  0.810970E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.9919                 NaN            NaN  0.805556E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.9921                 NaN            NaN  0.794585E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.9921                 NaN            NaN  0.790722E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.9922                 NaN            NaN  0.782168E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.9922                 NaN            NaN  0.777754E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.9923                 NaN            NaN  0.772155E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.9924                 NaN            NaN  0.764290E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.9924                 NaN            NaN  0.758171E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.5438                 NaN            NaN  0.786208E-002  0.448382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.4283                 NaN            NaN  0.783512E-002  0.563882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.4260                 NaN            NaN  0.784991E-002  0.566196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.4261                 NaN            NaN  0.783078E-002  0.566038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.4278                 NaN            NaN  0.779677E-002  0.564412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.4270                 NaN            NaN  0.779582E-002  0.565179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.4307                 NaN            NaN  0.772026E-002  0.561560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.4313                 NaN            NaN  0.770957E-002  0.560958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.4319                 NaN            NaN  0.768853E-002  0.560362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.4333                 NaN            NaN  0.766582E-002  0.559000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.4351                 NaN            NaN  0.762133E-002  0.557270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.9228                 NaN            NaN  0.146279E-001   1.06254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.9575                 NaN            NaN  0.487610E-003  0.419850E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.4398                 NaN            NaN  0.754255E-002  0.552652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.4422                 NaN            NaN  0.748289E-002  0.550323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        99.4439                 NaN            NaN  0.746299E-002  0.548669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.4464                 NaN            NaN  0.742529E-002  0.546220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.4472                 NaN            NaN  0.740733E-002  0.545343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.4531                 NaN            NaN  0.732634E-002  0.539597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        99.4534                 NaN            NaN  0.732306E-002  0.539274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        99.4559                 NaN            NaN  0.728046E-002  0.536803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.4563                 NaN            NaN  0.729553E-002  0.536420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        99.4635                 NaN            NaN  0.716933E-002  0.529316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        99.4637                 NaN            NaN  0.719048E-002  0.529076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.4565                 NaN            NaN  0.727020E-002  0.536258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.4821                 NaN            NaN  0.693104E-002  0.510995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.4732                 NaN            NaN  0.705079E-002  0.519765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.4762                 NaN            NaN  0.700877E-002  0.516805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.4793                 NaN            NaN  0.697000E-002  0.513764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.4822                 NaN            NaN  0.692897E-002  0.510888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.4860                 NaN            NaN  0.688874E-002  0.507153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.4887                 NaN            NaN  0.685191E-002  0.504460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.4935                 NaN            NaN  0.678819E-002  0.499712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.4962                 NaN            NaN  0.675229E-002  0.497095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9707                 NaN            NaN            NaN  0.128323       0.901008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9681                 NaN            NaN            NaN  0.113595       0.918329                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9817                 NaN            NaN            NaN  0.112369       0.905896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9925                 NaN            NaN            NaN  0.108519       0.899000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0034                 NaN            NaN            NaN  0.105768       0.890860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0189                 NaN            NaN            NaN  0.105101       0.876045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0288                 NaN            NaN            NaN  0.102767       0.868479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0410                 NaN            NaN            NaN  0.101635       0.857343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0505                 NaN            NaN            NaN  0.971811E-001  0.852324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0614                 NaN            NaN            NaN  0.969423E-001  0.841642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0731                 NaN            NaN            NaN  0.948220E-001  0.832089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0837                 NaN            NaN            NaN  0.928999E-001  0.823379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0923                 NaN            NaN            NaN  0.902948E-001  0.817380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0962                 NaN            NaN            NaN  0.857439E-001  0.818010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1137                 NaN            NaN            NaN  0.867229E-001  0.799578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1184                 NaN            NaN            NaN  0.829573E-001  0.798674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1269                 NaN            NaN            NaN  0.823407E-001  0.790760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1385                 NaN            NaN            NaN  0.816352E-001  0.779854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1448                 NaN            NaN            NaN  0.793495E-001  0.775859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1487                 NaN            NaN            NaN  0.742504E-001  0.764919       0.121684E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.8822                 NaN            NaN            NaN  0.534673E-002  0.406499E-001   1.07181                 NaN            NaN            NaN            NaN            NaN            NaN
