|6.6.6
Archiving\03_Data\frac/QFM_m1.5/TIS/TIS_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1032.58        2500.00                 NaN            NaN            NaN            NaN   3.98003                 NaN  0.171500E-002   5.21644                 NaN   8.29107        47.5360       0.899051        34.0757     
  1030.08        2500.00                 NaN            NaN            NaN            NaN   3.40604                 NaN   6.54079                 NaN            NaN   8.47329        46.8328       0.825537        33.9215     
  1027.57        2500.00                 NaN            NaN            NaN            NaN   3.46319                 NaN   6.45569                 NaN            NaN   8.47237        46.8312       0.826373        33.9512     
  1025.06        2500.00                 NaN            NaN            NaN            NaN   3.43916                 NaN   6.48395       0.762170E-005            NaN   8.46933        46.8388       0.827995        33.9408     
  1022.56        2500.00                 NaN            NaN            NaN            NaN   3.47376                 NaN   6.44575       0.785632E-005            NaN   8.47583        46.8163       0.825975        33.9624     
  1020.05        2500.00                 NaN            NaN            NaN            NaN   3.48507                 NaN   6.42843       0.763829E-005            NaN   8.47624        46.8132       0.826521        33.9705     
  1017.54        2500.00                 NaN            NaN            NaN            NaN   3.49611                 NaN   6.41162       0.742273E-005            NaN   8.47676        46.8099       0.827023        33.9785     
  1015.04        2500.00                 NaN            NaN            NaN            NaN   3.50705                 NaN   6.39504                 NaN            NaN   8.47712        46.8064       0.827564        33.9868     
  1012.53        2500.00                 NaN            NaN            NaN            NaN   3.51718                 NaN   6.37994                 NaN            NaN   8.47774        46.8028       0.827979        33.9944     
  1010.03        2500.00                 NaN            NaN            NaN            NaN   3.52708                 NaN   6.36532                 NaN            NaN   8.47844        46.7988       0.828377        34.0019     
  1007.52        2500.00                 NaN            NaN            NaN            NaN   3.53674                 NaN   6.35117                 NaN            NaN   8.47920        46.7947       0.828759        34.0094     
  1005.01        2500.00                 NaN            NaN            NaN            NaN   3.54618                 NaN   6.33747                 NaN            NaN   8.48003        46.7904       0.829124        34.0168     
  1002.51        2500.00                 NaN            NaN            NaN            NaN   3.56630                 NaN   6.30113                 NaN            NaN   8.47796        46.7953       0.830939        34.0283     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   3.57431                 NaN   6.29030                 NaN            NaN   8.47916        46.7899       0.831147        34.0352     
