|6.6.6
Archiving\03_Data\fracLP/QFM_m4.25/ALH/ALH_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1804.51        500.000        99.4061                 NaN            NaN  0.583793       0.101034E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4284                 NaN            NaN  0.561956       0.967656E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4277                 NaN            NaN  0.562594       0.968831E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4269                 NaN            NaN  0.563462       0.968775E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4249                 NaN            NaN  0.565435       0.969911E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4262                 NaN            NaN  0.564167       0.966468E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.1358                 NaN            NaN  0.849624       0.145286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.8715                 NaN            NaN  0.126370       0.213386E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.2708                 NaN            NaN  0.717041       0.121652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4228                 NaN            NaN  0.567604       0.959509E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4252                 NaN            NaN  0.565306       0.950798E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4977                 NaN            NaN  0.494027       0.828637E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3459                 NaN            NaN  0.643360       0.107584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4173                 NaN            NaN  0.573088       0.957240E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4241                 NaN            NaN  0.566550       0.938074E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4514                 NaN            NaN  0.539653       0.891114E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3847                 NaN            NaN  0.605297       0.997165E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4166                 NaN            NaN  0.573951       0.941420E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4141                 NaN            NaN  0.576515       0.942185E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4539                 NaN            NaN  0.537373       0.875197E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3706                 NaN            NaN  0.619295       0.100556E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4130                 NaN            NaN  0.577653       0.930192E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4088                 NaN            NaN  0.581883       0.935925E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4292                 NaN            NaN  0.561781       0.898156E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3826                 NaN            NaN  0.607721       0.966049E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4050                 NaN            NaN  0.585691       0.926146E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4033                 NaN            NaN  0.587458       0.926147E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4013                 NaN            NaN  0.589409       0.925519E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3982                 NaN            NaN  0.592498       0.926410E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3982                 NaN            NaN  0.592630       0.919723E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3953                 NaN            NaN  0.595466       0.920659E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4343                 NaN            NaN  0.557118       0.858316E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3503                 NaN            NaN  0.639864       0.981546E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3911                 NaN            NaN  0.599768       0.913931E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3877                 NaN            NaN  0.603127       0.915869E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3870                 NaN            NaN  0.603846       0.913266E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3840                 NaN            NaN  0.606915       0.913429E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3833                 NaN            NaN  0.607597       0.909370E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        98.9045                 NaN            NaN   1.07953       0.160180E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.8512                 NaN            NaN  0.146676       0.214625E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3767                 NaN            NaN  0.614266       0.907358E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3750                 NaN            NaN  0.615955       0.906239E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3752                 NaN            NaN  0.615749       0.901059E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3896                 NaN            NaN  0.601586       0.877650E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3547                 NaN            NaN  0.636095       0.924805E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3665                 NaN            NaN  0.624483       0.904403E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3751                 NaN            NaN  0.615990       0.887941E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3704                 NaN            NaN  0.620671       0.894733E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3657                 NaN            NaN  0.625390       0.895407E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3666                 NaN            NaN  0.624536       0.891324E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3645                 NaN            NaN  0.626616       0.889800E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3656                 NaN            NaN  0.625560       0.887750E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3646                 NaN            NaN  0.626542       0.885965E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.9957                 NaN            NaN  0.160595E-002  0.267707E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        98.7227                 NaN            NaN   1.26225       0.150954E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3721                 NaN            NaN  0.619251       0.865912E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3623                 NaN            NaN  0.628850       0.881382E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3666                 NaN            NaN  0.624676       0.873119E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3655                 NaN            NaN  0.625731       0.873183E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3636                 NaN            NaN  0.627610       0.874255E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3670                 NaN            NaN  0.624309       0.866298E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3647                 NaN            NaN  0.626585       0.868622E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        98.8629                 NaN            NaN   1.12157       0.155150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.8567                 NaN            NaN  0.141416       0.188873E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3870                 NaN            NaN  0.604615       0.835018E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3693                 NaN            NaN  0.622201       0.854016E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3747                 NaN            NaN  0.616782       0.850394E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3757                 NaN            NaN  0.615774       0.849376E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3763                 NaN            NaN  0.615205       0.849421E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3780                 NaN            NaN  0.613585       0.843691E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3828                 NaN            NaN  0.608786       0.838568E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3837                 NaN            NaN  0.607950       0.837237E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3864                 NaN            NaN  0.605261       0.834807E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3883                 NaN            NaN  0.603403       0.831701E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3913                 NaN            NaN  0.600394       0.827683E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3951                 NaN            NaN  0.596627       0.822480E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3967                 NaN            NaN  0.595062       0.820282E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3974                 NaN            NaN  0.594414       0.821782E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.4073                 NaN            NaN  0.584595       0.807111E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.4071                 NaN            NaN  0.584831       0.809516E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.0466                 NaN            NaN   1.92683       0.265897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.9999                 NaN            NaN            NaN  0.108631E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.6292                 NaN            NaN  0.365735       0.506252E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4258                 NaN            NaN  0.566280       0.787928E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.4291                 NaN            NaN  0.563072       0.785250E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4208                 NaN            NaN  0.571343       0.783569E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.4515                 NaN            NaN  0.540772       0.769832E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.4425                 NaN            NaN  0.549825       0.771462E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.4452                 NaN            NaN  0.547158       0.768066E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.4510                 NaN            NaN  0.541431       0.760822E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.4544                 NaN            NaN  0.537989       0.759136E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.4585                 NaN            NaN  0.533981       0.753544E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4651                 NaN            NaN  0.527423       0.745334E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.4670                 NaN            NaN  0.525579       0.742657E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.3811                 NaN            NaN  0.610228       0.865879E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.8064                 NaN            NaN  0.190618       0.297114E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.2453                 NaN            NaN  0.744328       0.103304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.4868                 NaN            NaN  0.505926       0.722932E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.4912                 NaN            NaN  0.501623       0.718511E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.4957                 NaN            NaN  0.497175       0.714052E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.4997                 NaN            NaN  0.493157       0.709588E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.5010                 NaN            NaN  0.491970       0.705605E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.4911                 NaN            NaN  0.501835       0.704787E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.5360                 NaN            NaN  0.457139       0.681916E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.5180                 NaN            NaN  0.475115       0.690019E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.5223                 NaN            NaN  0.470856       0.684344E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.5295                 NaN            NaN  0.463765       0.674850E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.5328                 NaN            NaN  0.460461       0.671687E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.4408                 NaN            NaN  0.550872       0.834960E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.1176                 NaN            NaN  0.869822       0.126045E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.9839                 NaN            NaN  0.161081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.6321                 NaN            NaN  0.362617       0.532302E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.5548                 NaN            NaN  0.438703       0.646419E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.5599                 NaN            NaN  0.433673       0.640195E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.4230                 NaN            NaN  0.568580       0.842528E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.5689                 NaN            NaN  0.143486                 NaN  0.287638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1798                 NaN            NaN  0.248407E-001            NaN  0.795371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1903                 NaN            NaN  0.250705E-001            NaN  0.784626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.2004                 NaN            NaN  0.240124E-001            NaN  0.775539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.2073                 NaN            NaN  0.197670E-001            NaN  0.772930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.2189                 NaN            NaN  0.215040E-001            NaN  0.759596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
