|6.6.6
Archiving\03_Data\frac/QFM_m0.25/LAR/LAR_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1919.80        2500.00        99.1010       0.898951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.1011       0.898948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.1011       0.898946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.1011       0.898943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.1011       0.898941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.1011       0.898938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.1011       0.898935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.1011       0.898933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.1011       0.898930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.1011       0.898928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.1011       0.898925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.1011       0.898922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.1011       0.898919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.1011       0.898916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.1011       0.898912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.1011       0.898911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.1011       0.898908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.1011       0.898905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.1011       0.898902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.1011       0.898899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.1011       0.898896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.1011       0.898893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.1011       0.898890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.1011       0.898882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.1011       0.898884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.1011       0.898881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.1011       0.898878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.1011       0.898875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.1011       0.898872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.1011       0.898869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.1011       0.898866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.1011       0.898862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.1011       0.898859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.1011       0.898856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.1011       0.898853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.1012       0.898849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.1012       0.898846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.1012       0.898843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.1012       0.898839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.1012       0.898836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.1012       0.898832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.1012       0.898829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.1012       0.898824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.1012       0.898822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.1012       0.898818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.1012       0.898817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.1012       0.898811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.1012       0.898807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.1012       0.898803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.1012       0.898800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.1012       0.898796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.1012       0.898792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.1012       0.898788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.1012       0.898784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.1012       0.898780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.1012       0.898777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.1012       0.898773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.1012       0.898769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.1012       0.898765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.1012       0.898761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.1012       0.898759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.1012       0.898752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.1013       0.898748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.1013       0.898744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.1013       0.898740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.1013       0.898736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.1013       0.898731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.1013       0.898727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.1013       0.898723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.1013       0.898718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.1013       0.898714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.1013       0.898709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.1013       0.898705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.1013       0.898700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.1013       0.898696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.1013       0.898691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.1013       0.898687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.1013       0.898682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.1013       0.898677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.1013       0.898672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.1013       0.898668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.1013       0.898663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.1013       0.898658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.1013       0.898653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.1014       0.898648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.1014       0.898643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.1014       0.898638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.1014       0.898633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.1014       0.898628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.1014       0.898623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.1014       0.898618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.1014       0.898612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.0912       0.898607       0.101517E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.0878       0.898692       0.134729E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.0878       0.898808       0.133776E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.1011       0.898934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.0746       0.898916       0.264527E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.0878       0.899148       0.130032E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.0866       0.899258       0.141264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.0889       0.899380       0.117067E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.0878       0.899479       0.127257E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.0878       0.899587       0.126232E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.0878       0.899695       0.125123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.0878       0.899801       0.124365E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.0878       0.899907       0.122927E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.0878       0.900011       0.121994E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.0878       0.900114       0.121186E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.0878       0.900217       0.120263E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.0878       0.900319       0.118949E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.0878       0.900419       0.118119E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.0878       0.900519       0.117019E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.0878       0.900618       0.116070E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.0878       0.900716       0.115208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.0878       0.900813       0.114005E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.0878       0.900909       0.113181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.0878       0.901004       0.112175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.0877       0.901098       0.111643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.0878       0.901192       0.109866E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.0878       0.901284       0.109308E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.0878       0.901376       0.108430E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.0878       0.901466       0.107477E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.0878       0.901556       0.106487E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.0878       0.901645       0.105810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.0648       0.901734       0.104729E-001            NaN  0.229763E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        99.3763                 NaN  0.107909E-001            NaN  0.612878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.3774                 NaN  0.107491E-001            NaN  0.611813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.3781                 NaN  0.107088E-001            NaN  0.611232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.3800                 NaN  0.106527E-001            NaN  0.609358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        99.3796                 NaN  0.106709E-001            NaN  0.609729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        99.3855                 NaN  0.104831E-001            NaN  0.604023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.3850                 NaN  0.104959E-001            NaN  0.604544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        99.3867                 NaN  0.104493E-001            NaN  0.602873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        99.3875                 NaN  0.103990E-001            NaN  0.602071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.3269                 NaN  0.114222E-001            NaN  0.661696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.5354                 NaN  0.788574E-002            NaN  0.456678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.3144                 NaN  0.115966E-001            NaN  0.673986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.3980                 NaN  0.101675E-001            NaN  0.591872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.3243                 NaN  0.114033E-001            NaN  0.664284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.7919                 NaN  0.350649E-002            NaN  0.204565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.0886                 NaN  0.153299E-001            NaN  0.896068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.4089                 NaN  0.994288E-002            NaN  0.581119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.4099                 NaN  0.989749E-002            NaN  0.580163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.6569                 NaN  0.574957E-002            NaN  0.337390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.1647                 NaN  0.139549E-001            NaN  0.821307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.4144                 NaN  0.933754E-002            NaN  0.557986       0.182561E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.6495                 NaN            NaN            NaN  0.192886        1.15764                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1325                 NaN            NaN            NaN  0.112020       0.755485                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9001                 NaN            NaN            NaN  0.139062       0.960821                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9128                 NaN            NaN            NaN  0.138978       0.948224                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9280                 NaN            NaN            NaN  0.134407       0.937617                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9395                 NaN            NaN            NaN  0.133107       0.927412                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9515                 NaN            NaN            NaN  0.129269       0.919211                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.9654                 NaN            NaN            NaN  0.125941       0.908683                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.6873                 NaN            NaN            NaN  0.158709        1.15403                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2775                 NaN            NaN            NaN  0.878604E-001  0.634680                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.9980                 NaN            NaN            NaN  0.118762       0.883252                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0108                 NaN            NaN            NaN  0.117417       0.871808                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0199                 NaN            NaN            NaN  0.118143       0.861990                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0298                 NaN            NaN            NaN  0.111066       0.859176                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0425                 NaN            NaN            NaN  0.110820       0.846681                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0494                 NaN            NaN            NaN  0.108776       0.841835                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0611                 NaN            NaN            NaN  0.104679       0.834181                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0667                 NaN            NaN            NaN  0.105000       0.828296                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0794                 NaN            NaN            NaN  0.120628       0.799946                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0863                 NaN            NaN            NaN  0.787450E-001  0.834948                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0938                 NaN            NaN            NaN  0.948151E-001  0.811412                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1010                 NaN            NaN            NaN  0.934151E-001  0.805596                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1123                 NaN            NaN            NaN  0.910121E-001  0.796685                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1177                 NaN            NaN            NaN  0.882137E-001  0.794113                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1250                 NaN            NaN            NaN  0.872891E-001  0.787758                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1283                 NaN            NaN            NaN  0.837607E-001  0.787930                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1415                 NaN            NaN            NaN  0.810629E-001  0.777457                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1436                 NaN            NaN            NaN  0.798300E-001  0.776574                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.9579                 NaN            NaN            NaN  0.214258E-001  0.240985E-001  0.996537                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0008                 NaN            NaN            NaN            NaN            NaN  0.999213                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.7672                 NaN            NaN            NaN  0.463144E-001            NaN  0.186445                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        97.8858                 NaN            NaN            NaN            NaN            NaN   2.11418                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.8566                 NaN            NaN            NaN            NaN            NaN   1.14337                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.8315                 NaN            NaN            NaN            NaN            NaN   1.16848                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.7617                 NaN            NaN            NaN            NaN            NaN  0.962781E-001   1.14202                 NaN            NaN            NaN            NaN
  1468.67        2500.00        98.3490                 NaN            NaN            NaN            NaN            NaN  0.530968        1.12000                 NaN            NaN            NaN            NaN
  1466.17        2500.00        98.3652                 NaN            NaN            NaN            NaN            NaN  0.527276        1.10752                 NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3809                 NaN            NaN            NaN  0.435015E-002            NaN   1.09547       0.519256                 NaN            NaN            NaN            NaN
