|6.6.6
Archiving\03_Data\Deq/QFM_m0.5/YM20/YM20_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1128.21        2500.00                 NaN   50.7413        1.74975        30.3527        4.53182        9.94981        2.67458     
  1125.00        2500.00                 NaN   50.7413        1.74975        30.3527        4.53182        9.94981        2.67458     
  1121.79        2500.00                 NaN   50.7413        1.74975        30.3527        4.53182        9.94981        2.67458     
  1118.59        2500.00                 NaN   50.7413        1.74975        30.3527        4.53182        9.94981        2.67458     
  1115.38        2500.00                 NaN   50.7413        1.74975        30.3527        4.53182        9.94981        2.67458     
  1112.18        2500.00                 NaN   50.7413        1.74975        30.3527        4.53182        9.94981        2.67458     
  1108.97        2500.00                 NaN   50.7413        1.74975        30.3527        4.53182        9.94981        2.67458     
  1105.77        2500.00                 NaN   50.7413        1.74975        30.3527        4.53182        9.94981        2.67458     
  1102.56        2500.00                 NaN   50.7337        1.81866        30.3518        9.93124        4.43454        2.73004     
  1099.36        2500.00                 NaN   50.7337        1.81866        30.3518        9.93124        4.43454        2.73004     
  1096.15        2500.00                 NaN   50.7337        1.81866        30.3518        9.93124        4.43454        2.73004     
  1092.95        2500.00                 NaN   50.7337        1.81866        30.3518        9.93124        4.43454        2.73004     
  1089.74        2500.00                 NaN   50.7337        1.81866        30.3518        9.93124        4.43454        2.73004     
  1086.54        2500.00                 NaN   50.7337        1.81866        30.3518        9.93124        4.43454        2.73004     
  1083.33        2500.00                 NaN   50.7337        1.81866        30.3518        9.93124        4.43454        2.73004     
  1080.13        2500.00                 NaN   50.7337        1.81866        30.3518        9.93124        4.43454        2.73004     
  1076.92        2500.00                 NaN   50.7102        1.89322        30.3672        9.92128        4.33733        2.77079     
  1073.72        2500.00                 NaN   50.7102        1.89322        30.3672        9.92128        4.33733        2.77079     
  1070.51        2500.00                 NaN   50.7102        1.89322        30.3672        9.92128        4.33733        2.77079     
  1067.31        2500.00                 NaN   50.7102        1.89322        30.3672        9.92128        4.33733        2.77079     
  1064.10        2500.00                 NaN   50.7102        1.89322        30.3672        9.92128        4.33733        2.77079     
  1060.90        2500.00                 NaN   50.7102        1.89322        30.3672        9.92128        4.33733        2.77079     
  1057.69        2500.00                 NaN   50.7102        1.89322        30.3672        9.92128        4.33733        2.77079     
  1054.49        2500.00                 NaN   50.7102        1.89322        30.3672        9.92128        4.33733        2.77079     
  1051.28        2500.00                 NaN   50.6737        1.97247        30.3993        4.23597        9.91804        2.80051     
  1048.08        2500.00                 NaN   50.6737        1.97247        30.3993        4.23597        9.91804        2.80051     
  1044.87        2500.00                 NaN   50.6737        1.97247        30.3993        4.23597        9.91804        2.80051     
  1041.67        2500.00                 NaN   50.6737        1.97247        30.3993        4.23597        9.91804        2.80051     
  1038.46        2500.00                 NaN   50.6737        1.97247        30.3993        4.23597        9.91804        2.80051     
  1035.26        2500.00                 NaN   50.6737        1.97247        30.3993        4.23597        9.91804        2.80051     
  1032.05        2500.00                 NaN   50.6737        1.97247        30.3993        4.23597        9.91804        2.80051     
  1028.85        2500.00                 NaN   50.6737        1.97247        30.3993        4.23597        9.91804        2.80051     
