|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.75/KHA22/KHA22_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1486.27        500.000        99.7817                 NaN  0.218283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.89        500.000        99.4519                 NaN  0.548078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.52        500.000        99.6185                 NaN  0.381505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.15        500.000        99.5612                 NaN  0.438756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        99.6821                 NaN  0.317891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.40        500.000        99.6238                 NaN  0.376178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.02        500.000        99.6291                 NaN  0.359674       0.112088E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.65        500.000        99.6287                 NaN  0.371316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.28        500.000        99.6305                 NaN  0.369480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.90        500.000        99.6318                 NaN  0.368207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.53        500.000        99.6352                 NaN  0.364844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.16        500.000        99.6360                 NaN  0.363999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.78        500.000        99.6387                 NaN  0.361290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.41        500.000        99.6410                 NaN  0.358973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.04        500.000        99.6417                 NaN  0.358305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.66        500.000        99.6323                 NaN  0.367733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.29        500.000        99.7143                 NaN  0.285738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.91        500.000        99.5936                 NaN  0.406353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.54        500.000        99.6493                 NaN  0.350664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.17        500.000        99.6525                 NaN  0.347466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.79        500.000        99.6657                 NaN  0.334342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.42        500.000        99.6416                 NaN  0.358428       0.299374E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.05        500.000        99.6572                 NaN  0.342810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.67        500.000        99.5532                 NaN            NaN            NaN  0.446782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.30        500.000        99.6483                 NaN  0.343359E-001            NaN  0.317396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.93        500.000        99.4194                 NaN            NaN            NaN  0.824296E-001  0.498205                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.55        500.000        99.3055                 NaN            NaN            NaN  0.383557       0.310988                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.18        500.000        99.3127                 NaN            NaN            NaN  0.307516       0.379767                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.80        500.000        99.3187                 NaN  0.330163E-002            NaN  0.301002       0.377038                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.43        500.000        99.3255                 NaN  0.320348E-001            NaN  0.375345       0.267108                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.06        500.000        99.3317                 NaN  0.410135E-001            NaN  0.372639       0.254599                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.68        500.000        99.3390                 NaN  0.405775E-001            NaN  0.251409       0.369024                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.31        500.000        99.3447                 NaN  0.384285E-001            NaN  0.365852       0.251069                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.94        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1439.56        500.000        98.7086                 NaN  0.738169E-001            NaN  0.495576       0.721973                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.19        500.000        99.0573                 NaN  0.592842E-001            NaN  0.528161       0.355283                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.82        500.000        99.6795                 NaN  0.173057E-001  0.794461E-006  0.179376       0.123866                 NaN            NaN            NaN            NaN            NaN            NaN
  1435.44        500.000        99.3731                 NaN  0.395958E-001            NaN  0.235874       0.351440                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.07        500.000        99.3806                 NaN  0.253708E-001            NaN  0.247368       0.346629                 NaN            NaN            NaN            NaN            NaN            NaN
  1432.69        500.000        99.3852                 NaN  0.315676E-001            NaN  0.238335       0.344933                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.32        500.000        99.3900                 NaN  0.277558E-001            NaN  0.240210       0.342056                 NaN            NaN            NaN            NaN            NaN            NaN
  1429.95        500.000        99.3963                 NaN  0.278982E-001            NaN  0.236785       0.338996                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        99.4020                 NaN  0.274195E-001            NaN  0.335825       0.234761                 NaN            NaN            NaN            NaN            NaN            NaN
  1427.20        500.000        99.4067                 NaN  0.267111E-001            NaN  0.233129       0.333442                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.83        500.000        99.4118                 NaN  0.261563E-001            NaN  0.330842       0.231153                 NaN            NaN            NaN            NaN            NaN            NaN
  1424.45        500.000        99.4138                 NaN  0.136852E-001            NaN  0.245201       0.327356                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.08        500.000        99.4249                 NaN  0.345652E-001            NaN  0.214136       0.326422                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.71        500.000        99.4269                 NaN  0.240115E-001            NaN  0.323015       0.226096                 NaN            NaN            NaN            NaN            NaN            NaN
  1420.33        500.000        99.4322                 NaN  0.235309E-001            NaN  0.223897       0.320381                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.96        500.000        99.4366                 NaN  0.227733E-001            NaN  0.318014       0.222630                 NaN            NaN            NaN            NaN            NaN            NaN
  1417.58        500.000        99.4415                 NaN  0.229943E-001            NaN  0.219987       0.315498                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.21        500.000        99.4462                 NaN  0.230800E-001            NaN  0.217576       0.313150                 NaN            NaN            NaN            NaN            NaN            NaN
  1414.84        500.000        99.4510                 NaN  0.223570E-001            NaN  0.310573       0.216077                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.46        500.000        99.1848                 NaN  0.485985E-002            NaN  0.329054       0.344324                 NaN  0.136977                 NaN            NaN            NaN            NaN
  1412.09        500.000        98.5878                 NaN            NaN            NaN  0.596999       0.370982                 NaN  0.444175                 NaN            NaN            NaN            NaN
  1410.72        500.000        98.6134                 NaN            NaN            NaN  0.586179       0.364118                 NaN  0.436259                 NaN            NaN            NaN            NaN
  1409.34        500.000        98.6388                 NaN            NaN            NaN  0.575684       0.356992                 NaN  0.428501                 NaN            NaN            NaN            NaN
  1407.97        500.000        98.6629                 NaN            NaN            NaN  0.565620       0.350359                 NaN  0.421129                 NaN            NaN            NaN            NaN
  1406.60        500.000        98.6852                 NaN            NaN            NaN  0.556135       0.344525                 NaN  0.414112                 NaN            NaN            NaN            NaN
  1405.22        500.000        98.7104                 NaN            NaN            NaN  0.337044       0.545999                 NaN  0.406572                 NaN            NaN            NaN            NaN
  1403.85        500.000        98.7325                 NaN            NaN            NaN  0.331218       0.536693                 NaN  0.399578                 NaN            NaN            NaN            NaN
  1402.47        500.000        98.7540                 NaN            NaN            NaN  0.325445       0.527707                 NaN  0.392892                 NaN            NaN            NaN            NaN
  1401.10        500.000        98.7748                 NaN            NaN            NaN  0.519170       0.319558                 NaN  0.386447                 NaN            NaN            NaN            NaN
  1399.73        500.000        98.7951                 NaN            NaN            NaN  0.510962       0.313698                 NaN  0.380214                 NaN            NaN            NaN            NaN
  1398.35        500.000        98.8155                 NaN            NaN            NaN  0.308160       0.502404                 NaN  0.373918                 NaN            NaN            NaN            NaN
  1396.98        500.000        98.8346                 NaN            NaN            NaN  0.494057       0.303618                 NaN  0.367773                 NaN            NaN            NaN            NaN
  1395.61        500.000        98.8536                 NaN            NaN            NaN  0.486620       0.297719                 NaN  0.362067                 NaN            NaN            NaN            NaN
  1394.23        500.000        98.8721                 NaN            NaN            NaN  0.292658       0.478960                 NaN  0.356254                 NaN            NaN            NaN            NaN
  1392.86        500.000        98.8895                 NaN            NaN            NaN  0.471870       0.287676                 NaN  0.350973                 NaN            NaN            NaN            NaN
  1391.49        500.000        98.9081                 NaN            NaN            NaN  0.464209       0.282548                 NaN  0.345182                 NaN            NaN            NaN            NaN
  1390.11        500.000        98.9245                 NaN            NaN            NaN  0.457497       0.277985                 NaN  0.340063                 NaN            NaN            NaN            NaN
  1388.74        500.000        98.9412                 NaN            NaN            NaN  0.450398       0.273708                 NaN  0.334698                 NaN            NaN            NaN            NaN
  1387.36        500.000        98.9575                 NaN            NaN            NaN  0.443940       0.269008                 NaN  0.329557                 NaN            NaN            NaN            NaN
  1385.99        500.000        98.9707                 NaN            NaN            NaN  0.264967       0.438539                 NaN  0.325753                 NaN            NaN            NaN            NaN
  1384.62        500.000        98.9927                 NaN            NaN            NaN  0.429820       0.259055                 NaN  0.318384                 NaN            NaN            NaN            NaN
  1383.24        500.000        99.0026                 NaN            NaN            NaN  0.256281       0.425570                 NaN  0.315586                 NaN            NaN            NaN            NaN
  1381.87        500.000        99.0193                 NaN            NaN            NaN  0.418770       0.251688                 NaN  0.310251                 NaN            NaN            NaN            NaN
  1380.50        500.000        99.0330                 NaN            NaN  0.193557E-005  0.413228       0.247767                 NaN  0.306030                 NaN            NaN            NaN            NaN
  1379.12        500.000        99.0467                 NaN            NaN            NaN  0.244031       0.407628                 NaN  0.301692                 NaN            NaN            NaN            NaN
  1377.75        500.000        99.0611                 NaN            NaN            NaN  0.239964       0.401753                 NaN  0.297205                 NaN            NaN            NaN            NaN
  1376.38        500.000        99.0741                 NaN            NaN            NaN  0.236502       0.396299                 NaN  0.293073                 NaN            NaN            NaN            NaN
  1375.00        500.000        99.0876                 NaN            NaN            NaN  0.391030       0.232506                 NaN  0.288833                 NaN            NaN            NaN            NaN
  1373.63        500.000        99.0998                 NaN            NaN            NaN  0.229211       0.386014                 NaN  0.284939                 NaN            NaN            NaN            NaN
  1372.25        500.000        99.1126                 NaN            NaN            NaN  0.225614       0.380876                 NaN  0.280947                 NaN            NaN            NaN            NaN
  1370.88        500.000        99.1249                 NaN            NaN            NaN  0.376047       0.221951                 NaN  0.277076                 NaN            NaN            NaN            NaN
  1369.51        500.000        99.1369                 NaN            NaN            NaN  0.370982       0.218897                 NaN  0.273190                 NaN            NaN            NaN            NaN
  1368.13        500.000        99.1487                 NaN            NaN            NaN  0.366302       0.215471                 NaN  0.269543                 NaN            NaN            NaN            NaN
  1366.76        500.000        99.1596                 NaN            NaN            NaN  0.212580       0.361809                 NaN  0.265964                 NaN            NaN            NaN            NaN
  1365.39        500.000        99.1726                 NaN            NaN            NaN  0.356556       0.208892                 NaN  0.261929                 NaN            NaN            NaN            NaN
  1364.01        500.000        99.1827                 NaN            NaN            NaN  0.352559       0.205915                 NaN  0.258795                 NaN            NaN            NaN            NaN
  1362.64        500.000        99.1931                 NaN            NaN            NaN  0.203007       0.348426                 NaN  0.255509                 NaN            NaN            NaN            NaN
  1361.27        500.000        99.2039                 NaN            NaN            NaN  0.344071       0.199968                 NaN  0.252083                 NaN            NaN            NaN            NaN
  1359.89        500.000        99.2139                 NaN            NaN            NaN  0.339969       0.197303                 NaN  0.248851                 NaN            NaN            NaN            NaN
  1358.52        500.000        99.2214                 NaN            NaN            NaN  0.195158       0.336728                 NaN  0.246684                 NaN            NaN            NaN            NaN
  1357.14        500.000        99.2374                 NaN            NaN            NaN  0.330827       0.190488                 NaN  0.241250                 NaN            NaN            NaN            NaN
  1355.77        500.000        99.2439                 NaN            NaN            NaN  0.188720       0.328033                 NaN  0.239377                 NaN            NaN            NaN            NaN
  1354.40        500.000        99.2535                 NaN            NaN            NaN  0.324125       0.186100                 NaN  0.236316                 NaN            NaN            NaN            NaN
  1353.02        500.000        99.2627                 NaN            NaN            NaN  0.183479       0.320453                 NaN  0.233389                 NaN            NaN            NaN            NaN
  1351.65        500.000        99.2721                 NaN            NaN            NaN  0.316653       0.180866                 NaN  0.230417                 NaN            NaN            NaN            NaN
  1350.28        500.000        99.2811                 NaN            NaN            NaN  0.313094       0.178274                 NaN  0.227523                 NaN            NaN            NaN            NaN
  1348.90        500.000        99.2898                 NaN            NaN            NaN  0.175839       0.309607                 NaN  0.224762                 NaN            NaN            NaN            NaN
  1347.53        500.000        99.2984                 NaN            NaN            NaN  0.173340       0.306217                 NaN  0.221999                 NaN            NaN            NaN            NaN
  1346.16        500.000        99.3064                 NaN            NaN            NaN  0.171142       0.303022                 NaN  0.219462                 NaN            NaN            NaN            NaN
  1344.78        500.000        99.3160                 NaN            NaN            NaN  0.299147       0.168525                 NaN  0.216370                 NaN            NaN            NaN            NaN
  1343.41        500.000        99.3228                 NaN            NaN            NaN  0.166520       0.296440                 NaN  0.214228                 NaN            NaN            NaN            NaN
  1342.03        500.000        99.3322                 NaN            NaN  0.422516E-005  0.163889       0.292702                 NaN  0.211186                 NaN            NaN            NaN            NaN
  1340.66        500.000        99.3399                 NaN            NaN            NaN  0.161758       0.289630                 NaN  0.208755                 NaN            NaN            NaN            NaN
  1339.29        500.000        99.3473                 NaN            NaN            NaN  0.159671       0.286624                 NaN  0.206387                 NaN            NaN            NaN            NaN
  1337.91        500.000        99.3559                 NaN            NaN  0.519812E-002  0.275593       0.158851                 NaN  0.204466                 NaN            NaN            NaN            NaN
  1336.54        500.000        99.3722                 NaN            NaN  0.516961E-001  0.200188       0.169012                 NaN  0.206862                 NaN            NaN            NaN            NaN
  1335.17        500.000        99.3822                 NaN            NaN  0.502545E-001  0.166568       0.197946                 NaN  0.203030                 NaN            NaN            NaN            NaN
  1333.79        500.000        99.3887                 NaN            NaN  0.502182E-001  0.164625       0.195422                 NaN  0.201003                 NaN            NaN            NaN            NaN
  1332.42        500.000        99.3959                 NaN            NaN  0.504189E-001  0.162847       0.192068                 NaN  0.198758                 NaN            NaN            NaN            NaN
  1331.05        500.000        99.4030                 NaN            NaN  0.502048E-001  0.160903       0.189461                 NaN  0.196451                 NaN            NaN            NaN            NaN
  1329.67        500.000        99.4089                 NaN            NaN  0.501531E-001  0.187150       0.159251                 NaN  0.194562                 NaN            NaN            NaN            NaN
  1328.30        500.000        99.4177                 NaN            NaN  0.494863E-001  0.156819       0.184449                 NaN  0.191580                 NaN            NaN            NaN            NaN
  1326.92        500.000        99.4239                 NaN            NaN  0.492619E-001  0.182143       0.155111                 NaN  0.189535                 NaN            NaN            NaN            NaN
  1325.55        500.000        99.4302                 NaN            NaN  0.492577E-001  0.179519       0.153540                 NaN  0.187504                 NaN            NaN            NaN            NaN
  1324.18        500.000        99.4370                 NaN            NaN  0.486854E-001  0.151543       0.177550                 NaN  0.185200                 NaN            NaN            NaN            NaN
  1322.80        500.000        99.4437                 NaN            NaN  0.488972E-001  0.149690       0.174563                 NaN  0.183190                 NaN            NaN            NaN            NaN
  1321.43        500.000        99.4501                 NaN            NaN  0.481562E-001  0.147836       0.173037                 NaN  0.180860                 NaN            NaN            NaN            NaN
  1320.06        500.000        99.4562                 NaN            NaN  0.478958E-001  0.146259       0.170730                 NaN  0.178871                 NaN            NaN            NaN            NaN
  1318.68        500.000        99.4596                 NaN            NaN  0.452358E-001  0.173455       0.143609                 NaN  0.178061                 NaN            NaN            NaN            NaN
  1317.31        500.000        99.4707                 NaN            NaN  0.492478E-001  0.162771       0.143450                 NaN  0.173819                 NaN            NaN            NaN            NaN
  1315.94        500.000        99.4741                 NaN            NaN  0.478448E-001  0.141883       0.163007                 NaN  0.173135                 NaN            NaN            NaN            NaN
  1314.56        500.000        99.4801                 NaN            NaN  0.458718E-001  0.164135       0.139106                 NaN  0.170777                 NaN            NaN            NaN            NaN
  1313.19        500.000        99.4858                 NaN            NaN  0.460982E-001  0.138008       0.161110                 NaN  0.169003                 NaN            NaN            NaN            NaN
  1311.81        500.000        99.4913                 NaN            NaN  0.457863E-001  0.159259       0.136430                 NaN  0.167198                 NaN            NaN            NaN            NaN
  1310.44        500.000        99.4971                 NaN            NaN  0.454182E-001  0.134743       0.157492                 NaN  0.165295                 NaN            NaN            NaN            NaN
  1309.07        500.000        99.5022                 NaN            NaN  0.451151E-001  0.133429       0.155682                 NaN  0.163528                 NaN            NaN            NaN            NaN
  1307.69        500.000        99.5079                 NaN            NaN  0.447843E-001  0.131800       0.153869                 NaN  0.161629                 NaN            NaN            NaN            NaN
  1306.32        500.000        99.5131                 NaN            NaN  0.439521E-001  0.130043       0.152990                 NaN  0.159898                 NaN            NaN            NaN            NaN
  1304.95        500.000        99.5187                 NaN            NaN  0.441895E-001  0.150242       0.128858                 NaN  0.158042                 NaN            NaN            NaN            NaN
  1303.57        500.000        99.5241                 NaN            NaN  0.480135E-001  0.141852       0.129139                 NaN  0.156936                 NaN            NaN            NaN            NaN
  1302.20        500.000        99.5278                 NaN            NaN  0.383311E-001  0.124147       0.155519                 NaN  0.154166                 NaN            NaN            NaN            NaN
  1300.83        500.000        99.5335                 NaN            NaN  0.426496E-001  0.146387       0.124436                 NaN  0.153067                 NaN            NaN            NaN            NaN
  1299.45        500.000        99.5383                 NaN            NaN  0.419073E-001  0.122949       0.145488                 NaN  0.151330                 NaN            NaN            NaN            NaN
  1298.08        500.000        99.5431                 NaN            NaN  0.419346E-001  0.121709       0.143436                 NaN  0.149851                 NaN            NaN            NaN            NaN
  1296.70        500.000        99.5469                 NaN            NaN  0.407080E-001  0.143903       0.120040                 NaN  0.148436                 NaN            NaN            NaN            NaN
  1295.33        500.000        99.5530                 NaN            NaN  0.403069E-001  0.118708       0.141650                 NaN  0.146289                 NaN            NaN            NaN            NaN
  1293.96        500.000        99.5570                 NaN            NaN  0.401562E-001  0.117593       0.140245                 NaN  0.145046                 NaN            NaN            NaN            NaN
  1292.58        500.000        99.5616                 NaN            NaN  0.394315E-001  0.139431       0.116111                 NaN  0.143418                 NaN            NaN            NaN            NaN
  1291.21        500.000        98.3064                 NaN            NaN  0.643487E-001  0.206791       0.309862                 NaN  0.276733       0.835873                 NaN            NaN            NaN
  1289.84        500.000        80.7232                 NaN            NaN  0.376992        1.48832        2.76640                 NaN   2.16106        12.4840                 NaN            NaN            NaN
  1288.46        500.000        82.8384                 NaN            NaN  0.323845        2.48251        1.33955                 NaN   1.93924        11.0765                 NaN            NaN            NaN
  1287.09        500.000        84.4719                 NaN            NaN  0.282707        1.22421        2.26748                 NaN   1.76836        9.98529                 NaN            NaN            NaN
  1285.72        500.000        85.9464                 NaN            NaN  0.247615        1.11748        2.06821                 NaN   1.61169        9.00862                 NaN            NaN            NaN
  1284.34        500.000        87.1310                 NaN            NaN  0.220692        1.90847        1.03056                 NaN   1.48632        8.22291                 NaN            NaN            NaN
  1282.97        500.000        88.1265                 NaN            NaN  0.196244       0.954876        1.78021                 NaN   1.38099        7.56122                 NaN            NaN            NaN
  1281.59        500.000        89.0143                 NaN            NaN  0.179779       0.891638        1.65455                 NaN   1.28611        6.97359                 NaN            NaN            NaN
  1280.22        500.000        89.7675                 NaN            NaN  0.161138       0.831708        1.55928                 NaN   1.20581        6.47456                 NaN            NaN            NaN
  1278.85        500.000        90.4334                 NaN            NaN  0.146839        1.47157       0.779895                 NaN   1.13464        6.03369                 NaN            NaN            NaN
  1277.47        500.000        91.0227                 NaN            NaN  0.133900       0.733169        1.39509                 NaN   1.07143        5.64373                 NaN            NaN            NaN
  1276.10        500.000        91.5395                 NaN            NaN  0.122335       0.691874        1.32879                 NaN   1.01586        5.30165                 NaN            NaN            NaN
  1274.73        500.000        92.0221                 NaN            NaN  0.112127       0.652056        1.26639                 NaN  0.963675        4.98369                 NaN            NaN            NaN
  1273.35        500.000        92.4433                 NaN            NaN  0.104047       0.617812        1.21099                 NaN  0.918319        4.70553                 NaN            NaN            NaN
  1271.98        500.000        92.8245                 NaN            NaN  0.946620E-001   1.16586       0.584465                 NaN  0.876978        4.45349                 NaN            NaN            NaN
  1270.61        500.000        93.1703                 NaN            NaN  0.865646E-001   1.12406       0.554148                 NaN  0.839283        4.22566                 NaN            NaN            NaN
  1269.23        500.000        93.4954                 NaN            NaN  0.797721E-001  0.525636        1.08358                 NaN  0.803840        4.01177                 NaN            NaN            NaN
  1267.86        500.000        93.7857                 NaN            NaN  0.726587E-001   1.04993       0.498971                 NaN  0.771997        3.82076                 NaN            NaN            NaN
  1266.49        500.000        94.0528                 NaN            NaN  0.662331E-001  0.473789        1.01997                 NaN  0.742739        3.64442                 NaN            NaN            NaN
  1265.11        500.000        94.3001                 NaN            NaN  0.605265E-001  0.449744       0.991922                 NaN  0.715538        3.48213                 NaN            NaN            NaN
