|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.75/KHA22/KHA22_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1504.12        500.000        99.5047                 NaN  0.493072       0.220311E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.75        500.000        99.6220                 NaN  0.376133       0.190584E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.38        500.000        99.3988                 NaN  0.594612       0.660643E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        99.5149                 NaN  0.485126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.63        500.000        99.5178                 NaN  0.482224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.26        500.000        99.5207                 NaN  0.468018       0.112865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.88        500.000        99.5398                 NaN  0.347332       0.112820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.51        500.000        99.5205                 NaN  0.479537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.13        500.000        99.5370                 NaN  0.462986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.76        500.000        99.5319                 NaN  0.468117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.39        500.000        99.5355                 NaN  0.461164       0.334391E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.01        500.000        99.5380                 NaN  0.462007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.64        500.000        99.5326                 NaN  0.459106       0.827934E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.27        500.000        99.7421                 NaN  0.257913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.89        500.000        99.3525                 NaN  0.647481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.52        500.000        99.5490                 NaN  0.451047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.15        500.000        99.4811                 NaN  0.518856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        99.6240                 NaN  0.375976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.40        500.000        99.5549                 NaN  0.445065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.02        500.000        99.5607                 NaN  0.425690       0.136087E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.65        500.000        99.5604                 NaN  0.439600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.28        500.000        99.5625                 NaN  0.437468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.90        500.000        99.5639                 NaN  0.436060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.53        500.000        99.5678                 NaN  0.432172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.16        500.000        99.5686                 NaN  0.431398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.78        500.000        99.5718                 NaN  0.428194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.41        500.000        99.5743                 NaN  0.425696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.04        500.000        99.5751                 NaN  0.424934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.66        500.000        99.5637                 NaN  0.436323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.29        500.000        99.6608                 NaN  0.339151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.91        500.000        99.5176                 NaN  0.482354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.54        500.000        99.5836                 NaN  0.416366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.17        500.000        99.5873                 NaN  0.412735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.79        500.000        99.6028                 NaN  0.397202                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.42        500.000        99.5740                 NaN  0.425969       0.366103E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.05        500.000        99.5924                 NaN  0.407568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.67        500.000        99.4715                 NaN            NaN            NaN  0.528453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.30        500.000        99.5835                 NaN  0.408562E-001            NaN  0.375632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.93        500.000        99.3131                 NaN            NaN            NaN  0.972255E-001  0.589632                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.55        500.000        99.1793                 NaN            NaN            NaN  0.452481       0.368208                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.18        500.000        99.1875                 NaN            NaN            NaN  0.364260       0.448251                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.80        500.000        99.1940                 NaN  0.393511E-002            NaN  0.356815       0.445269                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.43        500.000        99.2015                 NaN  0.382030E-001            NaN  0.443493       0.316820                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.06        500.000        99.2084                 NaN  0.489402E-001            NaN  0.440504       0.302152                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.68        500.000        99.2165                 NaN  0.484512E-001            NaN  0.298560       0.436464                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.31        500.000        99.2228                 NaN  0.459115E-001            NaN  0.432919       0.298322                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.94        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1439.56        500.000        98.4687                 NaN  0.881983E-001            NaN  0.588891       0.854195                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.19        500.000        98.8807                 NaN  0.709219E-001            NaN  0.625639       0.422726                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.82        500.000        99.6188                 NaN  0.207390E-001  0.983601E-006  0.212820       0.147644                 NaN            NaN            NaN            NaN            NaN            NaN
  1435.44        500.000        99.2545                 NaN  0.474486E-001            NaN  0.281146       0.416908                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.07        500.000        99.2631                 NaN  0.304278E-001            NaN  0.295044       0.411468                 NaN            NaN            NaN            NaN            NaN            NaN
  1432.69        500.000        99.2680                 NaN  0.378812E-001            NaN  0.284442       0.409663                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.32        500.000        99.2734                 NaN  0.333288E-001            NaN  0.286842       0.406445                 NaN            NaN            NaN            NaN            NaN            NaN
  1429.95        500.000        99.2805                 NaN  0.335235E-001            NaN  0.282950       0.403060                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        99.2869                 NaN  0.329679E-001            NaN  0.399453       0.280689                 NaN            NaN            NaN            NaN            NaN            NaN
  1427.20        500.000        99.2921                 NaN  0.321352E-001            NaN  0.278909       0.396827                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.83        500.000        99.2978                 NaN  0.314877E-001            NaN  0.393947       0.276724                 NaN            NaN            NaN            NaN            NaN            NaN
  1424.45        500.000        99.2998                 NaN  0.164862E-001            NaN  0.293741       0.390012                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.08        500.000        99.3125                 NaN  0.416671E-001            NaN  0.256690       0.389108                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.71        500.000        99.3146                 NaN  0.289612E-001            NaN  0.385231       0.271178                 NaN            NaN            NaN            NaN            NaN            NaN
  1420.33        500.000        99.3206                 NaN  0.284015E-001            NaN  0.268727       0.382319                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.96        500.000        99.3254                 NaN  0.275047E-001            NaN  0.379686       0.267378                 NaN            NaN            NaN            NaN            NaN            NaN
  1417.58        500.000        99.3310                 NaN  0.277886E-001            NaN  0.264365       0.376876                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.21        500.000        99.3362                 NaN  0.279096E-001            NaN  0.261630       0.374266                 NaN            NaN            NaN            NaN            NaN            NaN
  1414.84        500.000        99.3416                 NaN  0.270525E-001            NaN  0.371382       0.259991                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.46        500.000        99.0488                 NaN  0.588383E-002            NaN  0.393637       0.414508                 NaN  0.137150                 NaN            NaN            NaN            NaN
  1412.09        500.000        98.3923                 NaN            NaN            NaN  0.719049       0.443906                 NaN  0.444735                 NaN            NaN            NaN            NaN
  1410.72        500.000        98.4200                 NaN            NaN            NaN  0.706772       0.436111                 NaN  0.437087                 NaN            NaN            NaN            NaN
  1409.34        500.000        98.4476                 NaN            NaN            NaN  0.694864       0.427976                 NaN  0.429589                 NaN            NaN            NaN            NaN
  1407.97        500.000        98.4737                 NaN            NaN            NaN  0.683443       0.420394                 NaN  0.422468                 NaN            NaN            NaN            NaN
  1406.60        500.000        98.4978                 NaN            NaN            NaN  0.672703       0.413777                 NaN  0.415695                 NaN            NaN            NaN            NaN
  1405.22        500.000        98.5253                 NaN            NaN            NaN  0.405183       0.661175                 NaN  0.408389                 NaN            NaN            NaN            NaN
  1403.85        500.000        98.5493                 NaN            NaN            NaN  0.398521       0.650559                 NaN  0.401622                 NaN            NaN            NaN            NaN
  1402.47        500.000        98.5726                 NaN            NaN            NaN  0.391928       0.640356                 NaN  0.395155                 NaN            NaN            NaN            NaN
  1401.10        500.000        98.5952                 NaN            NaN            NaN  0.630687       0.385197                 NaN  0.388922                 NaN            NaN            NaN            NaN
  1399.73        500.000        98.6173                 NaN            NaN            NaN  0.621375       0.378472                 NaN  0.382896                 NaN            NaN            NaN            NaN
  1398.35        500.000        98.6394                 NaN            NaN            NaN  0.372149       0.611623                 NaN  0.376799                 NaN            NaN            NaN            NaN
  1396.98        500.000        98.6601                 NaN            NaN            NaN  0.602068       0.367005                 NaN  0.370845                 NaN            NaN            NaN            NaN
  1395.61        500.000        98.6808                 NaN            NaN            NaN  0.593692       0.360210                 NaN  0.365326                 NaN            NaN            NaN            NaN
  1394.23        500.000        98.7010                 NaN            NaN            NaN  0.354397       0.584943                 NaN  0.359693                 NaN            NaN            NaN            NaN
  1392.86        500.000        98.7198                 NaN            NaN            NaN  0.576906       0.348665                 NaN  0.354590                 NaN            NaN            NaN            NaN
  1391.49        500.000        98.7401                 NaN            NaN            NaN  0.568123       0.342778                 NaN  0.348965                 NaN            NaN            NaN            NaN
  1390.11        500.000        98.7579                 NaN            NaN            NaN  0.560492       0.337550                 NaN  0.344011                 NaN            NaN            NaN            NaN
  1388.74        500.000        98.7761                 NaN            NaN            NaN  0.552394       0.332675                 NaN  0.338802                 NaN            NaN            NaN            NaN
  1387.36        500.000        98.7939                 NaN            NaN            NaN  0.545037       0.327251                 NaN  0.333814                 NaN            NaN            NaN            NaN
  1385.99        500.000        98.8083                 NaN            NaN            NaN  0.322610       0.538910                 NaN  0.330173                 NaN            NaN            NaN            NaN
  1384.62        500.000        98.8325                 NaN            NaN            NaN  0.528815       0.315725                 NaN  0.322914                 NaN            NaN            NaN            NaN
  1383.24        500.000        98.8429                 NaN            NaN            NaN  0.312611       0.524187                 NaN  0.320281                 NaN            NaN            NaN            NaN
  1381.87        500.000        98.8613                 NaN            NaN            NaN  0.516347       0.307309                 NaN  0.315071                 NaN            NaN            NaN            NaN
  1380.50        500.000        98.8762                 NaN            NaN  0.251778E-005  0.510016       0.302790                 NaN  0.310984                 NaN            NaN            NaN            NaN
  1379.12        500.000        98.8910                 NaN            NaN            NaN  0.298506       0.503674                 NaN  0.306773                 NaN            NaN            NaN            NaN
  1377.75        500.000        98.9070                 NaN            NaN            NaN  0.293772       0.496871                 NaN  0.302406                 NaN            NaN            NaN            NaN
  1376.38        500.000        98.9212                 NaN            NaN            NaN  0.289798       0.490644                 NaN  0.298394                 NaN            NaN            NaN            NaN
  1375.00        500.000        98.9359                 NaN            NaN            NaN  0.484640       0.285163                 NaN  0.294266                 NaN            NaN            NaN            NaN
  1373.63        500.000        98.9492                 NaN            NaN            NaN  0.281394       0.478951                 NaN  0.290484                 NaN            NaN            NaN            NaN
  1372.25        500.000        98.9631                 NaN            NaN            NaN  0.277223       0.473049                 NaN  0.286600                 NaN            NaN            NaN            NaN
  1370.88        500.000        98.9767                 NaN            NaN            NaN  0.467501       0.272952                 NaN  0.282832                 NaN            NaN            NaN            NaN
  1369.51        500.000        98.9898                 NaN            NaN            NaN  0.461727       0.269458                 NaN  0.279044                 NaN            NaN            NaN            NaN
  1368.13        500.000        99.0027                 NaN            NaN            NaN  0.456351       0.265475                 NaN  0.275495                 NaN            NaN            NaN            NaN
  1366.76        500.000        99.0147                 NaN            NaN            NaN  0.262130       0.451184                 NaN  0.272012                 NaN            NaN            NaN            NaN
  1365.39        500.000        99.0290                 NaN            NaN            NaN  0.445118       0.257824                 NaN  0.268057                 NaN            NaN            NaN            NaN
  1364.01        500.000        99.0400                 NaN            NaN            NaN  0.440577       0.254382                 NaN  0.265018                 NaN            NaN            NaN            NaN
  1362.64        500.000        99.0513                 NaN            NaN            NaN  0.251000       0.435876                 NaN  0.261820                 NaN            NaN            NaN            NaN
  1361.27        500.000        99.0632                 NaN            NaN            NaN  0.430872       0.247481                 NaN  0.258474                 NaN            NaN            NaN            NaN
  1359.89        500.000        99.0741                 NaN            NaN            NaN  0.426191       0.244416                 NaN  0.255323                 NaN            NaN            NaN            NaN
  1358.52        500.000        99.0823                 NaN            NaN            NaN  0.241949       0.422508                 NaN  0.253260                 NaN            NaN            NaN            NaN
  1357.14        500.000        99.1002                 NaN            NaN            NaN  0.415542       0.236384                 NaN  0.247840                 NaN            NaN            NaN            NaN
  1355.77        500.000        99.1071                 NaN            NaN            NaN  0.234407       0.412467                 NaN  0.246071                 NaN            NaN            NaN            NaN
  1354.40        500.000        99.1176                 NaN            NaN            NaN  0.407945       0.231352                 NaN  0.243078                 NaN            NaN            NaN            NaN
  1353.02        500.000        99.1277                 NaN            NaN            NaN  0.228302       0.403757                 NaN  0.240219                 NaN            NaN            NaN            NaN
  1351.65        500.000        99.1381                 NaN            NaN            NaN  0.399321       0.225249                 NaN  0.237310                 NaN            NaN            NaN            NaN
  1350.28        500.000        99.1480                 NaN            NaN            NaN  0.395270       0.222226                 NaN  0.234477                 NaN            NaN            NaN            NaN
  1348.90        500.000        99.1576                 NaN            NaN            NaN  0.219378       0.391258                 NaN  0.231778                 NaN            NaN            NaN            NaN
  1347.53        500.000        99.1671                 NaN            NaN            NaN  0.216451       0.387367                 NaN  0.229072                 NaN            NaN            NaN            NaN
  1346.16        500.000        99.1758                 NaN            NaN            NaN  0.213903       0.383724                 NaN  0.226597                 NaN            NaN            NaN            NaN
  1344.78        500.000        99.1865                 NaN            NaN            NaN  0.379168       0.210806                 NaN  0.223545                 NaN            NaN            NaN            NaN
  1343.41        500.000        99.1940                 NaN            NaN            NaN  0.208480       0.376098                 NaN  0.221470                 NaN            NaN            NaN            NaN
  1342.03        500.000        99.2044                 NaN            NaN  0.572112E-005  0.205372       0.371742                 NaN  0.218462                 NaN            NaN            NaN            NaN
  1340.66        500.000        99.2129                 NaN            NaN            NaN  0.202874       0.368190                 NaN  0.216081                 NaN            NaN            NaN            NaN
  1339.29        500.000        99.2211                 NaN            NaN            NaN  0.200425       0.364709                 NaN  0.213762                 NaN            NaN            NaN            NaN
  1337.91        500.000        99.2304                 NaN            NaN  0.706646E-002  0.351073       0.199587                 NaN  0.211905                 NaN            NaN            NaN            NaN
  1336.54        500.000        99.2473                 NaN            NaN  0.703809E-001  0.255264       0.212551                 NaN  0.214534                 NaN            NaN            NaN            NaN
  1335.17        500.000        99.2584                 NaN            NaN  0.685316E-001  0.209666       0.252671                 NaN  0.210704                 NaN            NaN            NaN            NaN
  1333.79        500.000        99.2656                 NaN            NaN  0.685690E-001  0.207410       0.249692                 NaN  0.208741                 NaN            NaN            NaN            NaN
  1332.42        500.000        99.2735                 NaN            NaN  0.689500E-001  0.205349       0.245666                 NaN  0.206549                 NaN            NaN            NaN            NaN
  1331.05        500.000        99.2813                 NaN            NaN  0.687670E-001  0.203099       0.242584                 NaN  0.204289                 NaN            NaN            NaN            NaN
  1329.67        500.000        99.2877                 NaN            NaN  0.688068E-001  0.239871       0.201196                 NaN  0.202461                 NaN            NaN            NaN            NaN
  1328.30        500.000        99.2975                 NaN            NaN  0.679999E-001  0.198320       0.236664                 NaN  0.199492                 NaN            NaN            NaN            NaN
  1326.92        500.000        99.3045                 NaN            NaN  0.677780E-001  0.233917       0.196323                 NaN  0.197495                 NaN            NaN            NaN            NaN
  1325.55        500.000        99.3113                 NaN            NaN  0.678813E-001  0.230812       0.194517                 NaN  0.195509                 NaN            NaN            NaN            NaN
  1324.18        500.000        99.3189                 NaN            NaN  0.671951E-001  0.192161       0.228483                 NaN  0.193237                 NaN            NaN            NaN            NaN
  1322.80        500.000        99.3264                 NaN            NaN  0.675892E-001  0.189950       0.224830                 NaN  0.191267                 NaN            NaN            NaN            NaN
  1321.43        500.000        99.3335                 NaN            NaN  0.666480E-001  0.187795       0.223132                 NaN  0.188959                 NaN            NaN            NaN            NaN
  1320.06        500.000        99.3403                 NaN            NaN  0.663950E-001  0.185956       0.220365                 NaN  0.187005                 NaN            NaN            NaN            NaN
  1318.68        500.000        99.3441                 NaN            NaN  0.627560E-001  0.224089       0.182799                 NaN  0.186282                 NaN            NaN            NaN            NaN
  1317.31        500.000        99.3563                 NaN            NaN  0.684782E-001  0.210521       0.182721                 NaN  0.181965                 NaN            NaN            NaN            NaN
  1315.94        500.000        99.3601                 NaN            NaN  0.666398E-001  0.180868       0.210999                 NaN  0.181368                 NaN            NaN            NaN            NaN
  1314.56        500.000        99.3668                 NaN            NaN  0.639637E-001  0.212692       0.177503                 NaN  0.179015                 NaN            NaN            NaN            NaN
  1313.19        500.000        99.3731                 NaN            NaN  0.643812E-001  0.176274       0.208981                 NaN  0.177271                 NaN            NaN            NaN            NaN
  1311.81        500.000        99.3793                 NaN            NaN  0.640489E-001  0.206787       0.174412                 NaN  0.175493                 NaN            NaN            NaN            NaN
  1310.44        500.000        99.3857                 NaN            NaN  0.636206E-001  0.172388       0.204687                 NaN  0.173609                 NaN            NaN            NaN            NaN
  1309.07        500.000        99.3914                 NaN            NaN  0.632956E-001  0.170878       0.202541                 NaN  0.171864                 NaN            NaN            NaN            NaN
  1307.69        500.000        99.3979                 NaN            NaN  0.628922E-001  0.168927       0.200351                 NaN  0.169979                 NaN            NaN            NaN            NaN
  1306.32        500.000        99.4037                 NaN            NaN  0.618322E-001  0.166833       0.199411                 NaN  0.168266                 NaN            NaN            NaN            NaN
  1304.95        500.000        99.4099                 NaN            NaN  0.622463E-001  0.196015       0.165457                 NaN  0.166421                 NaN            NaN            NaN            NaN
  1303.57        500.000        99.4157                 NaN            NaN  0.677531E-001  0.185251       0.165965                 NaN  0.165363                 NaN            NaN            NaN            NaN
  1302.20        500.000        99.4203                 NaN            NaN  0.541567E-001  0.159691       0.203289                 NaN  0.162548                 NaN            NaN            NaN            NaN
  1300.83        500.000        99.4264                 NaN            NaN  0.603446E-001  0.191546       0.160207                 NaN  0.161492                 NaN            NaN            NaN            NaN
  1299.45        500.000        99.4319                 NaN            NaN  0.593872E-001  0.158431       0.190547                 NaN  0.159761                 NaN            NaN            NaN            NaN
  1298.08        500.000        99.4372                 NaN            NaN  0.594894E-001  0.156980       0.188051                 NaN  0.158300                 NaN            NaN            NaN            NaN
  1296.70        500.000        99.4414                 NaN            NaN  0.578986E-001  0.188845       0.154968                 NaN  0.156904                 NaN            NaN            NaN            NaN
  1295.33        500.000        99.4485                 NaN            NaN  0.573513E-001  0.153361       0.186035                 NaN  0.154732                 NaN            NaN            NaN            NaN
  1293.96        500.000        99.4528                 NaN            NaN  0.572249E-001  0.152053       0.184382                 NaN  0.153514                 NaN            NaN            NaN            NaN
  1292.58        500.000        99.4581                 NaN            NaN  0.562764E-001  0.183469       0.150272                 NaN  0.151886                 NaN            NaN            NaN            NaN
  1291.21        500.000        98.1178                 NaN            NaN  0.919047E-001  0.267629       0.407774                 NaN  0.292962       0.821930                 NaN            NaN            NaN
  1289.84        500.000        79.5878                 NaN            NaN  0.535105        1.90466        3.60360                 NaN   2.25730        12.1115                 NaN            NaN            NaN
  1288.46        500.000        81.7965                 NaN            NaN  0.463091        3.24487        1.71868                 NaN   2.02650        10.7503                 NaN            NaN            NaN
  1287.09        500.000        83.5043                 NaN            NaN  0.406957        1.57443        2.97344                 NaN   1.84828        9.69257                 NaN            NaN            NaN
  1285.72        500.000        85.0513                 NaN            NaN  0.358583        1.44010        2.71943                 NaN   1.68486        8.74572                 NaN            NaN            NaN
  1284.34        500.000        86.2954                 NaN            NaN  0.321450        2.51573        1.33059                 NaN   1.55389        7.98296                 NaN            NaN            NaN
  1282.97        500.000        87.3412                 NaN            NaN  0.287384        1.23516        2.35231                 NaN   1.44377        7.34015                 NaN            NaN            NaN
  1281.59        500.000        88.2750                 NaN            NaN  0.264626        1.15526        2.19120                 NaN   1.34459        6.76932                 NaN            NaN            NaN
  1280.22        500.000        89.0678                 NaN            NaN  0.238348        1.07938        2.06939                 NaN   1.26062        6.28442                 NaN            NaN            NaN
  1278.85        500.000        89.7689                 NaN            NaN  0.218211        1.95694        1.01373                 NaN   1.18619        5.85606                 NaN            NaN            NaN
  1277.47        500.000        90.3895                 NaN            NaN  0.199855       0.954459        1.85884                 NaN   1.12012        5.47723                 NaN            NaN            NaN
  1276.10        500.000        90.9337                 NaN            NaN  0.183369       0.902071        1.77384                 NaN   1.06204        5.14497                 NaN            NaN            NaN
  1274.73        500.000        91.4425                 NaN            NaN  0.168668       0.851405        1.69358                 NaN   1.00754        4.83633                 NaN            NaN            NaN
  1273.35        500.000        91.8860                 NaN            NaN  0.157211       0.807878        1.62231                 NaN  0.960184        4.56639                 NaN            NaN            NaN
  1271.98        500.000        92.2875                 NaN            NaN  0.143576        1.56455       0.765369                 NaN  0.917048        4.32191                 NaN            NaN            NaN
  1270.61        500.000        92.6518                 NaN            NaN  0.131765        1.51100       0.726715                 NaN  0.877742        4.10099                 NaN            NaN            NaN
  1269.23        500.000        92.9943                 NaN            NaN  0.121868       0.690284        1.45894                 NaN  0.840812        3.89377                 NaN            NaN            NaN
  1267.86        500.000        93.3001                 NaN            NaN  0.111381        1.41591       0.656198                 NaN  0.807656        3.70879                 NaN            NaN            NaN
  1266.49        500.000        93.5812                 NaN            NaN  0.101870       0.623971        1.37768                 NaN  0.777216        3.53811                 NaN            NaN            NaN
  1265.11        500.000        93.8416                 NaN            NaN  0.933931E-001  0.593117        1.34180                 NaN  0.748942        3.38112                 NaN            NaN            NaN
