|6.6.6
Archiving\03_Data\Deqfrac/QFM_m5/YM20/YM20_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1497.66        2500.00                 NaN   98.8591                 NaN            NaN            NaN  0.143359E-001  0.356778       0.769781                 NaN            NaN            NaN            NaN            NaN
  1496.11        2500.00                 NaN   98.8728                 NaN            NaN            NaN  0.140955E-001  0.760212       0.352860                 NaN            NaN            NaN            NaN            NaN
  1494.56        2500.00                 NaN   98.8850                 NaN            NaN            NaN  0.138782E-001  0.349854       0.751236                 NaN            NaN            NaN            NaN            NaN
  1493.01        2500.00                 NaN   98.8977                 NaN            NaN            NaN  0.136374E-001  0.346278       0.742402                 NaN            NaN            NaN            NaN            NaN
  1491.46        2500.00                 NaN   98.9084                 NaN            NaN            NaN  0.133934E-001  0.734146       0.344055                 NaN            NaN            NaN            NaN            NaN
  1489.91        2500.00                 NaN   98.9162                 NaN            NaN            NaN  0.132946E-001  0.728013       0.342469                 NaN            NaN            NaN            NaN            NaN
  1488.36        2500.00                 NaN   98.9382                 NaN            NaN            NaN  0.128054E-001  0.335722       0.713230                 NaN            NaN            NaN            NaN            NaN
  1486.81        2500.00                 NaN   98.9439                 NaN            NaN            NaN  0.126744E-001  0.709794       0.333612                 NaN            NaN            NaN            NaN            NaN
  1485.26        2500.00                 NaN   98.9530                 NaN            NaN            NaN  0.125293E-001  0.703167       0.331305                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00                 NaN   98.9671                 NaN            NaN            NaN  0.122061E-001  0.694025       0.326698                 NaN            NaN            NaN            NaN            NaN
  1482.16        2500.00                 NaN   98.9768                 NaN            NaN            NaN  0.119999E-001  0.687253       0.323927                 NaN            NaN            NaN            NaN            NaN
  1480.61        2500.00                 NaN   98.9872                 NaN            NaN            NaN  0.117739E-001  0.680528       0.320533                 NaN            NaN            NaN            NaN            NaN
  1479.06        2500.00                 NaN   98.9968                 NaN            NaN            NaN  0.115614E-001  0.673809       0.317854                 NaN            NaN            NaN            NaN            NaN
  1477.51        2500.00                 NaN   99.0064                 NaN            NaN            NaN  0.113173E-001  0.666777       0.315537                 NaN            NaN            NaN            NaN            NaN
  1475.96        2500.00                 NaN   99.0177                 NaN            NaN            NaN  0.111250E-001  0.659734       0.311456                 NaN            NaN            NaN            NaN            NaN
  1474.41        2500.00                 NaN   99.0263                 NaN            NaN            NaN  0.109458E-001  0.654091       0.308640                 NaN            NaN            NaN            NaN            NaN
  1472.86        2500.00                 NaN   99.0349                 NaN            NaN            NaN  0.107863E-001  0.648401       0.305891                 NaN            NaN            NaN            NaN            NaN
  1471.31        2500.00                 NaN   99.0446                 NaN            NaN            NaN  0.105650E-001  0.643077       0.301784                 NaN            NaN            NaN            NaN            NaN
  1469.76        2500.00                 NaN   96.9343                 NaN            NaN            NaN  0.540429E-001   1.01032        1.08679                 NaN  0.914516                 NaN            NaN            NaN
  1468.21        2500.00                 NaN   95.2035                 NaN            NaN            NaN  0.896444E-001   1.59168        1.43031                 NaN   1.68489                 NaN            NaN            NaN
  1466.66        2500.00                 NaN   95.4729                 NaN            NaN            NaN  0.841937E-001   1.35055        1.50081                 NaN   1.59158                 NaN            NaN            NaN
  1465.11        2500.00                 NaN   95.7178                 NaN            NaN            NaN  0.790795E-001   1.41991        1.27670                 NaN   1.50647                 NaN            NaN            NaN
  1463.55        2500.00                 NaN   95.9347                 NaN            NaN            NaN  0.745662E-001   1.34763        1.21172                 NaN   1.43143                 NaN            NaN            NaN
  1462.00        2500.00                 NaN   96.1397                 NaN            NaN            NaN  0.704424E-001   1.15077        1.27903                 NaN   1.36005                 NaN            NaN            NaN
  1460.45        2500.00                 NaN   96.3244                 NaN            NaN            NaN  0.666935E-001   1.21884        1.09426                 NaN   1.29584                 NaN            NaN            NaN
  1458.90        2500.00                 NaN   96.4893                 NaN            NaN            NaN  0.632174E-001   1.04509        1.16398                 NaN   1.23845                 NaN            NaN            NaN
  1457.35        2500.00                 NaN   96.6468                 NaN            NaN            NaN  0.600759E-001   1.11159       0.997934                 NaN   1.18356                 NaN            NaN            NaN
  1455.80        2500.00                 NaN   96.7897                 NaN            NaN            NaN  0.571560E-001   1.06492       0.954536                 NaN   1.13367                 NaN            NaN            NaN
  1454.25        2500.00                 NaN   96.9224                 NaN            NaN            NaN  0.545485E-001   1.02075       0.915065                 NaN   1.08723                 NaN            NaN            NaN
  1452.70        2500.00                 NaN   97.0455                 NaN            NaN            NaN  0.519782E-001  0.980663       0.877458                 NaN   1.04442                 NaN            NaN            NaN
  1451.15        2500.00                 NaN   97.1603                 NaN            NaN            NaN  0.496255E-001  0.842675       0.943130                 NaN   1.00427                 NaN            NaN            NaN
  1449.60        2500.00                 NaN   97.2670                 NaN            NaN            NaN  0.474658E-001  0.810323       0.908240                 NaN  0.966940                 NaN            NaN            NaN
  1448.05        2500.00                 NaN   97.3662                 NaN            NaN            NaN  0.454313E-001  0.780487       0.875510                 NaN  0.932325                 NaN            NaN            NaN
  1446.50        2500.00                 NaN   97.4605                 NaN            NaN            NaN  0.434787E-001  0.751594       0.845161                 NaN  0.899222                 NaN            NaN            NaN
  1444.95        2500.00                 NaN   97.5489                 NaN            NaN            NaN  0.417310E-001  0.724593       0.816650                 NaN  0.868167                 NaN            NaN            NaN
  1443.40        2500.00                 NaN   97.6314                 NaN            NaN            NaN  0.400384E-001  0.700192       0.789176                 NaN  0.839196                 NaN            NaN            NaN
  1441.85        2500.00                 NaN   97.7099                 NaN            NaN            NaN  0.384494E-001  0.676181       0.763859                 NaN  0.811645                 NaN            NaN            NaN
  1440.30        2500.00                 NaN   97.7819                 NaN            NaN            NaN  0.369373E-001  0.654272       0.740642                 NaN  0.786239                 NaN            NaN            NaN
  1438.75        2500.00                 NaN   97.8533                 NaN            NaN            NaN  0.355474E-001  0.632986       0.717141                 NaN  0.761036                 NaN            NaN            NaN
  1437.20        2500.00                 NaN   97.9191                 NaN            NaN            NaN  0.341520E-001  0.696476       0.612446                 NaN  0.737864                 NaN            NaN            NaN
  1435.65        2500.00                 NaN   97.9814                 NaN            NaN            NaN  0.329389E-001  0.676370       0.593363                 NaN  0.715969                 NaN            NaN            NaN
  1434.10        2500.00                 NaN   98.0404                 NaN            NaN            NaN  0.316782E-001  0.657517       0.575381                 NaN  0.695069                 NaN            NaN            NaN
  1432.55        2500.00                 NaN   98.0970                 NaN            NaN            NaN  0.305645E-001  0.558607       0.638780                 NaN  0.675057                 NaN            NaN            NaN
  1431.00        2500.00                 NaN   98.1509                 NaN            NaN            NaN  0.294580E-001  0.541594       0.622037                 NaN  0.655976                 NaN            NaN            NaN
  1429.45        2500.00                 NaN   98.2011                 NaN            NaN            NaN  0.284366E-001  0.526396       0.605834                 NaN  0.638241                 NaN            NaN            NaN
  1427.90        2500.00                 NaN   98.2516                 NaN            NaN            NaN  0.273749E-001  0.590193       0.510579                 NaN  0.620204                 NaN            NaN            NaN
  1426.35        2500.00                 NaN   98.2971                 NaN            NaN            NaN  0.264711E-001  0.496904       0.575375                 NaN  0.604101                 NaN            NaN            NaN
  1424.80        2500.00                 NaN   98.3415                 NaN            NaN            NaN  0.255569E-001  0.561677       0.482850                 NaN  0.588395                 NaN            NaN            NaN
  1423.25        2500.00                 NaN   98.3842                 NaN            NaN            NaN  0.246829E-001  0.548019       0.469934                 NaN  0.573138                 NaN            NaN            NaN
  1421.70        2500.00                 NaN   98.4210                 NaN            NaN            NaN  0.238943E-001  0.458602       0.536183                 NaN  0.560273                 NaN            NaN            NaN
  1420.15        2500.00                 NaN   98.4676                 NaN            NaN            NaN  0.229381E-001  0.444257       0.521862                 NaN  0.543315                 NaN            NaN            NaN
  1418.59        2500.00                 NaN   98.5015                 NaN            NaN            NaN  0.222728E-001  0.511097       0.433675                 NaN  0.531425                 NaN            NaN            NaN
  1417.04        2500.00                 NaN   98.5374                 NaN            NaN            NaN  0.215313E-001  0.422580       0.499905                 NaN  0.518633                 NaN            NaN            NaN
  1415.49        2500.00                 NaN   98.5715                 NaN            NaN            NaN  0.207882E-001  0.489642       0.411654                 NaN  0.506405                 NaN            NaN            NaN
  1413.94        2500.00                 NaN   98.6050                 NaN            NaN            NaN  0.200968E-001  0.401620       0.478919                 NaN  0.494391                 NaN            NaN            NaN
  1412.39        2500.00                 NaN   98.6366                 NaN            NaN            NaN  0.194169E-001  0.391537       0.469379                 NaN  0.483054                 NaN            NaN            NaN
  1410.84        2500.00                 NaN   98.6669                 NaN            NaN            NaN  0.188709E-001  0.459447       0.382518                 NaN  0.472236                 NaN            NaN            NaN
  1409.29        2500.00                 NaN   98.6963                 NaN            NaN            NaN  0.182160E-001  0.451084       0.372540                 NaN  0.461824                 NaN            NaN            NaN
  1407.74        2500.00                 NaN   98.7269                 NaN            NaN            NaN  0.175855E-001  0.363848       0.441101                 NaN  0.450594                 NaN            NaN            NaN
  1406.19        2500.00                 NaN   98.7531                 NaN            NaN            NaN  0.170307E-001  0.355179       0.433442                 NaN  0.441270                 NaN            NaN            NaN
  1404.64        2500.00                 NaN   98.7793                 NaN            NaN            NaN  0.164652E-001  0.346998       0.425383                 NaN  0.431842                 NaN            NaN            NaN
  1403.09        2500.00                 NaN   98.8049                 NaN            NaN            NaN  0.159759E-001  0.339022       0.417444                 NaN  0.422658                 NaN            NaN            NaN
  1401.54        2500.00                 NaN   98.8298                 NaN            NaN            NaN  0.154145E-001  0.331148       0.409974                 NaN  0.413673                 NaN            NaN            NaN
  1399.99        2500.00                 NaN   98.8535                 NaN            NaN            NaN  0.149094E-001  0.323552       0.402928                 NaN  0.405126                 NaN            NaN            NaN
  1398.44        2500.00                 NaN   98.8765                 NaN            NaN            NaN  0.144309E-001  0.316380       0.395864                 NaN  0.396835                 NaN            NaN            NaN
  1396.89        2500.00                 NaN   98.8989                 NaN            NaN            NaN  0.139600E-001  0.309201       0.389241                 NaN  0.388711                 NaN            NaN            NaN
  1395.34        2500.00                 NaN   98.9204                 NaN            NaN            NaN  0.134904E-001  0.382684       0.302517                 NaN  0.380907                 NaN            NaN            NaN
  1393.79        2500.00                 NaN   98.9410                 NaN            NaN            NaN  0.130327E-001  0.295610       0.376857                 NaN  0.373484                 NaN            NaN            NaN
  1392.24        2500.00                 NaN   98.9618                 NaN            NaN            NaN  0.126221E-001  0.289263       0.370435                 NaN  0.365920                 NaN            NaN            NaN
  1390.69        2500.00                 NaN   98.9805                 NaN            NaN            NaN  0.122018E-001  0.283458       0.364738                 NaN  0.359148                 NaN            NaN            NaN
  1389.14        2500.00                 NaN   98.9986                 NaN            NaN            NaN  0.118364E-001  0.277341       0.359546                 NaN  0.352677                 NaN            NaN            NaN
  1387.59        2500.00                 NaN   99.0169                 NaN            NaN            NaN  0.113353E-001  0.354646       0.271009                 NaN  0.346118                 NaN            NaN            NaN
  1386.04        2500.00                 NaN   99.0398                 NaN            NaN            NaN  0.108969E-001  0.347706       0.264356                 NaN  0.337277                 NaN            NaN            NaN
  1384.49        2500.00                 NaN   99.0534                 NaN            NaN            NaN  0.105863E-001  0.343778       0.259648                 NaN  0.332539                 NaN            NaN            NaN
  1382.94        2500.00                 NaN   99.0704                 NaN            NaN            NaN  0.102203E-001  0.254117       0.338863                 NaN  0.326379                 NaN            NaN            NaN
  1381.39        2500.00                 NaN   99.0853                 NaN            NaN            NaN  0.991722E-002  0.249443       0.334293                 NaN  0.321082                 NaN            NaN            NaN
  1379.84        2500.00                 NaN   99.1039                 NaN            NaN            NaN  0.949169E-002  0.329199       0.243331                 NaN  0.314070                 NaN            NaN            NaN
  1378.29        2500.00                 NaN   99.1178                 NaN            NaN            NaN  0.917285E-002  0.238685       0.325244                 NaN  0.309052                 NaN            NaN            NaN
  1376.74        2500.00                 NaN   99.1326                 NaN            NaN            NaN  0.882132E-002  0.321051       0.233875                 NaN  0.303613                 NaN            NaN            NaN
  1375.18        2500.00                 NaN   99.1474                 NaN            NaN            NaN  0.850280E-002  0.316978       0.228913                 NaN  0.298248                 NaN            NaN            NaN
  1373.63        2500.00                 NaN   99.1615                 NaN            NaN            NaN  0.820878E-002  0.224294       0.312881                 NaN  0.293096                 NaN            NaN            NaN
  1372.08        2500.00                 NaN   99.1752                 NaN            NaN            NaN  0.789919E-002  0.308828       0.219985                 NaN  0.288072                 NaN            NaN            NaN
  1370.53        2500.00                 NaN   99.1887                 NaN            NaN            NaN  0.757076E-002  0.215398       0.305301                 NaN  0.283023                 NaN            NaN            NaN
  1368.98        2500.00                 NaN   99.2017                 NaN            NaN            NaN  0.726165E-002  0.210982       0.301794                 NaN  0.278280                 NaN            NaN            NaN
  1367.43        2500.00                 NaN   99.2142                 NaN            NaN            NaN  0.697641E-002  0.206953       0.298220                 NaN  0.273671                 NaN            NaN            NaN
  1365.88        2500.00                 NaN   99.2261                 NaN            NaN            NaN  0.666030E-002  0.202707       0.295276                 NaN  0.269298                 NaN            NaN            NaN
  1364.33        2500.00                 NaN   99.2388                 NaN            NaN            NaN  0.638578E-002  0.198320       0.291895                 NaN  0.264576                 NaN            NaN            NaN
  1362.78        2500.00                 NaN   99.2500                 NaN            NaN            NaN  0.609867E-002  0.194614       0.288808                 NaN  0.260486                 NaN            NaN            NaN
  1361.23        2500.00                 NaN   99.2616                 NaN            NaN            NaN  0.583653E-002  0.285577       0.190772                 NaN  0.256200                 NaN            NaN            NaN
  1359.68        2500.00                 NaN   99.2726                 NaN            NaN            NaN  0.557109E-002  0.187046       0.282710                 NaN  0.252089                 NaN            NaN            NaN
  1358.13        2500.00                 NaN   99.2835                 NaN            NaN            NaN  0.530681E-002  0.279928       0.183136                 NaN  0.248153                 NaN            NaN            NaN
  1356.58        2500.00                 NaN   99.2941                 NaN            NaN            NaN  0.506311E-002  0.179558       0.277100                 NaN  0.244142                 NaN            NaN            NaN
  1355.03        2500.00                 NaN   99.3043                 NaN            NaN            NaN  0.481541E-002  0.274434       0.176011                 NaN  0.240408                 NaN            NaN            NaN
  1353.48        2500.00                 NaN   99.3143                 NaN            NaN            NaN  0.456961E-002  0.172552       0.271914                 NaN  0.236706                 NaN            NaN            NaN
  1351.93        2500.00                 NaN   99.3241                 NaN            NaN            NaN  0.432229E-002  0.169193       0.269357                 NaN  0.233066                 NaN            NaN            NaN
  1350.38        2500.00                 NaN   99.3335                 NaN            NaN            NaN  0.409950E-002  0.165950       0.266858                 NaN  0.229564                 NaN            NaN            NaN
  1348.83        2500.00                 NaN   99.3428                 NaN            NaN            NaN  0.382169E-002  0.161980       0.265263                 NaN  0.226142                 NaN            NaN            NaN
  1347.28        2500.00                 NaN   99.3519                 NaN            NaN            NaN  0.361111E-002  0.262604       0.159093                 NaN  0.222791                 NaN            NaN            NaN
  1345.73        2500.00                 NaN   99.3604                 NaN            NaN            NaN  0.339588E-002  0.260202       0.156454                 NaN  0.219583                 NaN            NaN            NaN
  1344.18        2500.00                 NaN   99.3696                 NaN            NaN            NaN  0.311810E-002  0.152288       0.258824                 NaN  0.216203                 NaN            NaN            NaN
  1342.63        2500.00                 NaN   99.3775                 NaN            NaN            NaN  0.293148E-002  0.150324       0.256129                 NaN  0.213071                 NaN            NaN            NaN
  1341.08        2500.00                 NaN   99.3864                 NaN            NaN            NaN  0.271798E-002  0.254200       0.146819                 NaN  0.209816                 NaN            NaN            NaN
  1339.53        2500.00                 NaN   99.3939                 NaN            NaN            NaN  0.247275E-002  0.143868       0.252706                 NaN  0.207048                 NaN            NaN            NaN
  1337.98        2500.00                 NaN   99.4019                 NaN            NaN            NaN  0.226644E-002  0.250918       0.140890                 NaN  0.204072                 NaN            NaN            NaN
  1336.43        2500.00                 NaN   99.4095                 NaN            NaN            NaN  0.207518E-002  0.138018       0.249142                 NaN  0.201264                 NaN            NaN            NaN
  1334.88        2500.00                 NaN   99.4168                 NaN            NaN            NaN  0.185118E-002  0.135286       0.247542                 NaN  0.198521                 NaN            NaN            NaN
  1333.33        2500.00                 NaN   99.4243                 NaN            NaN            NaN  0.163719E-002  0.245985       0.132391                 NaN  0.195710                 NaN            NaN            NaN
  1331.78        2500.00                 NaN   99.4314                 NaN            NaN            NaN  0.146671E-002  0.130001       0.244142                 NaN  0.193015                 NaN            NaN            NaN
