|6.6.6
Archiving\03_Data\Deqfrac/QFM_m5/YM20/YM20_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1038.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.55057        3.76570                 NaN   8.05544        47.5581       0.787166        34.2830     
  1037.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.17888        5.10872                 NaN   8.03105        47.6111       0.793372        34.2769     
  1035.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.29777        4.98974                 NaN   8.03951        47.6035       0.792126        34.2773     
  1034.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.12519        5.17400                 NaN   8.04007        47.5881       0.791038        34.2816     
  1032.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.29965        4.02016                 NaN   8.05763        47.5488       0.786334        34.2874     
  1031.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.16224        4.16388                 NaN   8.06352        47.5350       0.784845        34.2905     
  1029.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.745950E-001   3.03011        6.17846        8.07889        47.5756       0.785455        34.2769     
  1027.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.34065        5.00088                 NaN   8.07705        47.5053       0.780562        34.2956     
  1026.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.01445        4.32415                 NaN   8.07833        47.5077       0.780317        34.2950     
  1024.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.41990        4.91351                 NaN   8.07476        47.5161       0.781254        34.2945     
  1023.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.19254        5.09370                 NaN   8.02630        47.6022       0.796919        34.2883     
  1021.70        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.58175        4.76666                 NaN   8.08437        47.4885       0.778348        34.3003     
  1020.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.96245        5.38578                 NaN   8.08115        47.4886       0.779614        34.3024     
  1018.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.05687        5.29896                 NaN   8.08761        47.4738       0.777623        34.3051     
  1017.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.11835        5.24217                 NaN   8.09156        47.4643       0.776405        34.3072     
  1015.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.16249        5.19971                 NaN   8.09334        47.4600       0.775908        34.3085     
  1013.95        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.20629        5.15774                 NaN   8.09514        47.4556       0.775402        34.3098     
  1012.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.24843        5.11740                 NaN   8.09698        47.4511       0.774888        34.3112     
  1010.85        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.28936        5.07830                 NaN   8.09884        47.4466       0.774365        34.3125     
  1009.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.51119        4.85564                 NaN   8.10020        47.4460       0.774030        34.3130     
  1007.75        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.53539        4.83355                 NaN   8.10221        47.4410       0.773460        34.3144     
  1006.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.54894        4.82228                 NaN   8.10425        47.4358       0.772879        34.3159     
  1004.65        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.55875        4.81482                 NaN   8.10632        47.4305       0.772290        34.3174     
  1003.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.57294        4.80270                 NaN   8.10825        47.4256       0.771737        34.3188     
  1001.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.58497        4.79253                 NaN   8.11014        47.4210       0.771198        34.3202     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.59656        4.78305                 NaN   8.11205        47.4162       0.770648        34.3215     
