|6.6.6
Archiving\03_Data\fracLP/QFM_m5/GRV/GRV_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1919.80        500.000        97.4835                 NaN  0.690851        1.82568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        97.4752                 NaN  0.690958        1.83379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        97.4670                 NaN  0.691065        1.84189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        97.4589                 NaN  0.691171        1.84996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        97.4507                 NaN  0.691278        1.85800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        97.4426                 NaN  0.691384        1.86601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        97.4345                 NaN  0.691490        1.87399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        97.4265                 NaN  0.691596        1.88195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        97.4184                 NaN  0.691702        1.88988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        97.4104                 NaN  0.691807        1.89779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        97.4024                 NaN  0.691912        1.90566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        97.3945                 NaN  0.692017        1.91352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        97.3865                 NaN  0.692122        1.92134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        97.3786                 NaN  0.692227        1.92916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        97.3887                 NaN  0.692204        1.91906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        97.3629                 NaN  0.692436        1.94465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        97.3551                 NaN  0.692540        1.95236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        97.3473                 NaN  0.692644        1.96005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        97.3395                 NaN  0.692748        1.96771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        97.3318                 NaN  0.692851        1.97535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        97.3241                 NaN  0.692955        1.98296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        97.3164                 NaN  0.693058        1.99054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        97.3087                 NaN  0.693161        1.99811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        97.3011                 NaN  0.693264        2.00564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        97.2935                 NaN  0.693366        2.01314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        97.2859                 NaN  0.693469        2.02061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        97.2784                 NaN  0.693571        2.02806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        97.2708                 NaN  0.693673        2.03549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        97.2633                 NaN  0.693775        2.04289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        97.2559                 NaN  0.693877        2.05026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        97.2484                 NaN  0.693979        2.05766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        97.2410                 NaN  0.694080        2.06493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        97.2336                 NaN  0.694182        2.07223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        97.2262                 NaN  0.694283        2.07949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        97.2188                 NaN  0.694384        2.08681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        97.2116                 NaN  0.694484        2.09394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        97.2042                 NaN  0.694585        2.10120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        97.1970                 NaN  0.694685        2.10830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        97.1898                 NaN  0.694785        2.11544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        97.1826                 NaN  0.694885        2.12256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        97.1754                 NaN  0.694985        2.12964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        97.1682                 NaN  0.695085        2.13670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        97.1611                 NaN  0.695185        2.14373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        97.1540                 NaN  0.695284        2.15076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        97.1469                 NaN  0.695383        2.15774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        97.1398                 NaN  0.695482        2.16470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        97.1328                 NaN  0.695581        2.17162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        97.1258                 NaN  0.695680        2.17853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        97.1188                 NaN  0.695778        2.18540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        97.1119                 NaN  0.695876        2.19227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        97.1049                 NaN  0.695975        2.19910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        97.0980                 NaN  0.696073        2.20589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        97.0912                 NaN  0.696170        2.21268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        97.0843                 NaN  0.696268        2.21943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        97.0775                 NaN  0.696366        2.22615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        97.0707                 NaN  0.696463        2.23286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        97.0590                 NaN  0.696595        2.24440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        97.0572                 NaN  0.696657        2.24619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        97.0504                 NaN  0.696754        2.25283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        97.0437                 NaN  0.696851        2.25945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        97.0370                 NaN  0.696947        2.26603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        97.0300                 NaN  0.697044        2.27252       0.383727E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        97.0144                 NaN  0.697153        2.27821       0.102143E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        97.0084                 NaN  0.697330        2.28410       0.101694E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        97.0024                 NaN  0.697506        2.28997       0.100921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        96.9965                 NaN  0.697682        2.29582       0.100258E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        96.9906                 NaN  0.697857        2.30164       0.994629E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        96.9846                 NaN  0.698032        2.30746       0.988567E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        96.9787                 NaN  0.698205        2.31324       0.980689E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        96.9729                 NaN  0.698378        2.31900       0.974016E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        96.9670                 NaN  0.698551        2.32475       0.966305E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        96.9612                 NaN  0.698722        2.33047       0.960568E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        96.9554                 NaN  0.698893        2.33617       0.952313E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        96.9496                 NaN  0.699063        2.34186       0.946247E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        96.9438                 NaN  0.699233        2.34752       0.940401E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        96.5900                 NaN  0.699448        2.34244       0.964783E-002  0.358505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4590                 NaN            NaN            NaN  0.941372E-002  0.531613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.5104                 NaN            NaN            NaN  0.845476E-002  0.481187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3996                 NaN            NaN            NaN  0.102737E-001  0.590137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4504                 NaN            NaN            NaN  0.933074E-002  0.540314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4463                 NaN            NaN            NaN  0.932342E-002  0.544339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4431                 NaN            NaN            NaN  0.929065E-002  0.547567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4373                 NaN            NaN            NaN  0.931340E-002  0.553383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4327                 NaN            NaN            NaN  0.931652E-002  0.557947                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4355                 NaN            NaN            NaN  0.918474E-002  0.555347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4275                 NaN            NaN            NaN  0.924001E-002  0.563234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4244                 NaN            NaN            NaN  0.922302E-002  0.566387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4209                 NaN            NaN            NaN  0.920576E-002  0.569888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        98.9066                 NaN            NaN            NaN  0.159463E-001   1.07746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.9313                 NaN            NaN            NaN  0.237449E-002  0.663653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3969                 NaN            NaN            NaN  0.937028E-002  0.593744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4167                 NaN            NaN            NaN  0.895688E-002  0.574309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4025                 NaN            NaN            NaN  0.914217E-002  0.588368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4221                 NaN            NaN            NaN  0.876602E-002  0.569146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        97.9079                 NaN            NaN            NaN  0.310438E-001   2.06110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.6503                 NaN            NaN            NaN  0.520591E-002  0.344467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.8042                 NaN            NaN            NaN  0.288104E-002  0.192953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        98.9536                 NaN            NaN            NaN  0.153226E-001   1.03104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3763                 NaN            NaN            NaN  0.906187E-002  0.614617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3719                 NaN            NaN            NaN  0.907716E-002  0.618988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3751                 NaN            NaN            NaN  0.897571E-002  0.615950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3680                 NaN            NaN            NaN  0.902751E-002  0.622945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3667                 NaN            NaN            NaN  0.900790E-002  0.624332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3659                 NaN            NaN            NaN  0.897937E-002  0.625163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3629                 NaN            NaN            NaN  0.898956E-002  0.628120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3605                 NaN            NaN            NaN  0.898282E-002  0.630495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        95.4169                 NaN            NaN            NaN  0.766509E-002  0.755014E-001   4.49997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.9959                 NaN            NaN            NaN  0.113011E-003  0.961881E-006  0.401235E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        97.7757                 NaN            NaN            NaN  0.328853E-002  0.759068E-002   2.21342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        97.6961                 NaN            NaN            NaN  0.342157E-002  0.214683E-001   2.27901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        97.7309                 NaN            NaN            NaN  0.309447E-002            NaN   2.26601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        97.7743                 NaN            NaN            NaN  0.281662E-002            NaN   2.22289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        97.8133                 NaN            NaN            NaN  0.272578E-002  0.632438E-003   2.18330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        97.8510                 NaN            NaN            NaN  0.234410E-002            NaN   2.14663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        95.8190                 NaN            NaN            NaN  0.265580E-002  0.305941E-001   4.14774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.8942                 NaN            NaN            NaN  0.140894E-003            NaN  0.105692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        98.1243                 NaN            NaN            NaN  0.157887E-002            NaN   1.87415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        97.9944                 NaN            NaN            NaN  0.151682E-002            NaN   2.00412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.0251                 NaN            NaN            NaN  0.140262E-002            NaN   1.97351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        98.0576                 NaN            NaN            NaN  0.108211E-002            NaN   1.94134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.0879                 NaN            NaN            NaN  0.104983E-002            NaN   1.91101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.1188                 NaN            NaN            NaN  0.737084E-003            NaN   1.88048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.1454                 NaN            NaN            NaN  0.542385E-003            NaN   1.85403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.1745                 NaN            NaN            NaN  0.399702E-003            NaN   1.82506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.2009                 NaN            NaN            NaN  0.203367E-003            NaN   1.79890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.2292                 NaN            NaN            NaN  0.474747E-003            NaN   1.77033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.2511                 NaN            NaN            NaN  0.900989E-003            NaN   1.74802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.2806                 NaN            NaN            NaN            NaN            NaN   1.71941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.3003                 NaN            NaN            NaN            NaN            NaN   1.69968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.3230                 NaN            NaN            NaN            NaN            NaN   1.67696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.3543                 NaN            NaN            NaN  0.152163E-002            NaN   1.64413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.3390                 NaN            NaN            NaN            NaN            NaN   1.66096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.4150                 NaN            NaN            NaN            NaN            NaN   1.58501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.4150                 NaN            NaN            NaN            NaN            NaN   1.58497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.4305                 NaN            NaN            NaN            NaN            NaN   1.56946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.4474                 NaN            NaN            NaN            NaN            NaN   1.55262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.4650                 NaN            NaN            NaN            NaN            NaN   1.53500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.4797                 NaN            NaN            NaN            NaN            NaN   1.52034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.4971                 NaN            NaN            NaN            NaN            NaN   1.50291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.5144                 NaN            NaN            NaN            NaN            NaN   1.48557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.5277                 NaN            NaN            NaN            NaN            NaN   1.47227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.5373                 NaN            NaN            NaN            NaN            NaN   1.46266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.5475                 NaN            NaN            NaN            NaN            NaN   1.45245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.5426                 NaN            NaN            NaN            NaN            NaN   1.45742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.5801                 NaN            NaN            NaN            NaN            NaN   1.41992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.5786                 NaN            NaN            NaN            NaN            NaN   1.42136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        97.2959                 NaN            NaN            NaN            NaN            NaN   1.39429        1.30978                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        96.4622                 NaN            NaN            NaN            NaN            NaN   1.32919        2.20858                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        96.6095                 NaN            NaN            NaN            NaN            NaN   1.25966        2.13084                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        96.7515                 NaN            NaN            NaN            NaN            NaN   1.20858        2.03990                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        96.8776                 NaN            NaN            NaN            NaN            NaN   1.15621        1.96617                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        96.9977                 NaN            NaN            NaN            NaN            NaN   1.10380        1.89851                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        97.1120                 NaN            NaN            NaN            NaN            NaN   1.05548        1.83254                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        97.2171                 NaN            NaN            NaN            NaN            NaN   1.01091        1.77194                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        97.3208                 NaN            NaN            NaN            NaN            NaN  0.967561        1.71167                 NaN            NaN            NaN            NaN            NaN            NaN
