|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.5/LAR/LAR_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       an             Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         San(TH)        ilm            q             
  1323.32        500.000        99.5211       0.165372       0.175753       0.653891E-001            NaN  0.723822E-001            NaN            NaN            NaN            NaN
  1322.32        500.000        99.5253       0.163742       0.174173       0.652824E-001            NaN  0.714843E-001            NaN            NaN            NaN            NaN
  1321.32        500.000        99.5289       0.162475       0.173093       0.646921E-001            NaN  0.708846E-001            NaN            NaN            NaN            NaN
  1320.31        500.000        99.5316       0.161474       0.654661E-001  0.171399                 NaN  0.700189E-001            NaN            NaN            NaN            NaN
  1319.31        500.000        99.5375       0.159181       0.170539       0.632159E-001            NaN  0.695555E-001            NaN            NaN            NaN            NaN
  1318.30        500.000        99.5405       0.158142       0.168976       0.635598E-001            NaN  0.688074E-001            NaN            NaN            NaN            NaN
  1317.30        500.000        99.5443       0.156794       0.628000E-001  0.167843                 NaN  0.682703E-001            NaN            NaN            NaN            NaN
  1316.29        500.000        99.5478       0.155686       0.166344       0.621900E-001            NaN  0.679795E-001            NaN            NaN            NaN            NaN
  1315.29        500.000        99.5515       0.153909       0.635183E-001  0.164896                 NaN  0.662143E-001            NaN            NaN            NaN            NaN
  1314.29        500.000        99.5552       0.152708       0.623077E-001  0.163691                 NaN  0.660762E-001            NaN            NaN            NaN            NaN
  1313.28        500.000        99.5585       0.151476       0.618726E-001  0.162785                 NaN  0.653803E-001            NaN            NaN            NaN            NaN
  1312.28        500.000        99.5619       0.150150       0.161397       0.622038E-001            NaN  0.643942E-001            NaN            NaN            NaN            NaN
  1311.27        500.000        99.5656       0.148820       0.160180       0.615246E-001            NaN  0.639150E-001            NaN            NaN            NaN            NaN
  1310.27        500.000        99.5687       0.147602       0.617924E-001  0.158905                 NaN  0.630272E-001            NaN            NaN            NaN            NaN
  1309.27        500.000        99.5721       0.146382       0.157051       0.623619E-001            NaN  0.621545E-001            NaN            NaN            NaN            NaN
  1308.26        500.000        99.5753       0.145082       0.156465       0.617717E-001            NaN  0.614114E-001            NaN            NaN            NaN            NaN
  1307.26        500.000        99.5791       0.143708       0.154868       0.615765E-001            NaN  0.607964E-001            NaN            NaN            NaN            NaN
  1306.25        500.000        99.5818       0.142649       0.153453       0.621561E-001            NaN  0.599088E-001            NaN            NaN            NaN            NaN
  1305.25        500.000        99.5851       0.141339       0.152017       0.626297E-001            NaN  0.589159E-001            NaN            NaN            NaN            NaN
  1304.25        500.000        99.5877       0.140350       0.151071       0.628500E-001            NaN  0.580672E-001            NaN            NaN            NaN            NaN
  1303.24        500.000        99.6703       0.112505       0.533409E-001  0.118781                 NaN  0.450650E-001            NaN            NaN            NaN            NaN
  1302.24        500.000        99.5094       0.165670       0.177138       0.821954E-001            NaN  0.656413E-001            NaN            NaN            NaN            NaN
  1301.23        500.000        99.5977       0.136391       0.146848       0.637139E-001            NaN  0.553195E-001            NaN            NaN            NaN            NaN
  1300.23        500.000        99.5997       0.135730       0.643545E-001  0.145613                 NaN  0.546157E-001            NaN            NaN            NaN            NaN
  1299.22        500.000        99.6030       0.134421       0.648810E-001  0.143948                 NaN  0.537089E-001            NaN            NaN            NaN            NaN
  1298.22        500.000        99.6056       0.133360       0.142865       0.655154E-001            NaN  0.526610E-001            NaN            NaN            NaN            NaN
  1297.22        500.000        99.6085       0.132269       0.141315       0.660200E-001            NaN  0.518527E-001            NaN            NaN            NaN            NaN
  1296.21        500.000        99.6108       0.131289       0.140243       0.668005E-001            NaN  0.508227E-001            NaN            NaN            NaN            NaN
  1295.21        500.000        99.6142       0.130118       0.668909E-001  0.138500                 NaN  0.502412E-001            NaN            NaN            NaN            NaN
  1294.20        500.000        99.6165       0.129200       0.137999       0.668478E-001            NaN  0.494847E-001            NaN            NaN            NaN            NaN
  1293.20        500.000        99.6187       0.128089       0.135496       0.702076E-001            NaN  0.475069E-001            NaN            NaN            NaN            NaN
  1292.20        500.000        99.6218       0.127022       0.134327       0.699165E-001            NaN  0.469763E-001            NaN            NaN            NaN            NaN
  1291.19        500.000        99.6243       0.126099       0.132665       0.707954E-001            NaN  0.461511E-001            NaN            NaN            NaN            NaN
  1290.19        500.000        99.6268       0.125099       0.702029E-001  0.132392                 NaN  0.455492E-001            NaN            NaN            NaN            NaN
  1289.18        500.000        99.6288       0.124149       0.737800E-001  0.129572                 NaN  0.436651E-001            NaN            NaN            NaN            NaN
  1288.18        500.000        99.6297       0.124101       0.129422       0.731450E-001            NaN  0.436783E-001            NaN            NaN            NaN            NaN
  1287.18        500.000        99.6361       0.121094       0.127036       0.741437E-001            NaN  0.416046E-001            NaN            NaN            NaN            NaN
  1286.17        500.000        99.6359       0.121435       0.125636       0.758714E-001            NaN  0.411648E-001            NaN            NaN            NaN            NaN
  1285.17        500.000        99.6390       0.120166       0.123829       0.770944E-001            NaN  0.399293E-001            NaN            NaN            NaN            NaN
  1284.16        500.000        99.6410       0.119478       0.774382E-001  0.122767                 NaN  0.393273E-001            NaN            NaN            NaN            NaN
  1283.16        500.000        99.6430       0.118666       0.782603E-001  0.121677                 NaN  0.384365E-001            NaN            NaN            NaN            NaN
  1282.15        500.000        97.4199       0.361446       0.484174       0.254701                 NaN  0.105626E-001            NaN   1.46927                 NaN            NaN
  1281.15        500.000        93.8361       0.756514       0.499936        1.06517                 NaN            NaN            NaN   3.84224                 NaN            NaN
  1280.15        500.000        94.1368       0.723478       0.472412        1.02210                 NaN            NaN            NaN   3.64522                 NaN            NaN
  1279.14        500.000        94.4014       0.694676       0.986237       0.446916                 NaN            NaN            NaN   3.47081                 NaN            NaN
  1278.14        500.000        94.6537       0.666813       0.422925       0.951413                 NaN            NaN            NaN   3.30511                 NaN            NaN
  1277.13        500.000        94.8862       0.641080       0.399349       0.920062                 NaN            NaN            NaN   3.15326                 NaN            NaN
  1276.13        500.000        95.1022       0.617275       0.374451       0.894476                 NaN            NaN            NaN   3.01155                 NaN            NaN
  1275.13        500.000        95.3007       0.595329       0.350568       0.871649                 NaN            NaN            NaN   2.88171                 NaN            NaN
  1274.12        500.000        95.4857       0.574758       0.852512       0.326184                 NaN            NaN            NaN   2.76089                 NaN            NaN
  1273.12        500.000        95.6607       0.555314       0.299805       0.837558                 NaN            NaN            NaN   2.64660                 NaN            NaN
  1272.11        500.000        95.8234       0.537178       0.827489       0.271431                 NaN            NaN            NaN   2.54046                 NaN            NaN
  1271.11        500.000        95.9729       0.520604       0.826299       0.237663                 NaN  0.139311E-004            NaN   2.44250                 NaN            NaN
  1270.11        500.000        96.1184       0.504165       0.197530       0.831614                 NaN  0.604262E-005            NaN   2.34832                 NaN            NaN
  1269.10        500.000        96.2472       0.489925       0.856103       0.143150                 NaN  0.956684E-006            NaN   2.26359                 NaN            NaN
  1268.10        500.000        96.3751       0.475423       0.650232E-001  0.903525                 NaN            NaN            NaN   2.18097                 NaN            NaN
  1267.09        500.000        96.4967       0.460829       0.939539                 NaN            NaN            NaN            NaN   2.10291                 NaN            NaN
  1266.09        500.000        96.6154       0.446687       0.911312                 NaN            NaN            NaN            NaN   2.02658                 NaN            NaN
  1265.09        500.000        96.6447       0.443833       0.897934                 NaN            NaN            NaN            NaN   2.00748       0.604301E-002            NaN
  1264.08        500.000        95.8447       0.543222        1.02695                 NaN            NaN            NaN            NaN   2.50796       0.772026E-001            NaN
  1263.08        500.000        96.0101       0.521546       0.988633                 NaN            NaN            NaN            NaN   2.40557       0.741899E-001            NaN
  1262.07        500.000        96.1783       0.499906       0.948657                 NaN            NaN            NaN            NaN   2.30217       0.709701E-001            NaN
  1261.07        500.000        96.3289       0.481856       0.913861                 NaN            NaN            NaN            NaN   2.20783       0.675598E-001            NaN
  1260.06        500.000        96.4684       0.463540       0.880518                 NaN            NaN            NaN            NaN   2.12257       0.649596E-001            NaN
  1259.06        500.000        96.6008       0.448373       0.847296                 NaN            NaN            NaN            NaN   2.04171       0.618096E-001            NaN
  1258.06        500.000        96.7313       0.431418       0.821290                 NaN            NaN            NaN            NaN   1.95703       0.589690E-001            NaN
  1257.05        500.000        96.8391       0.417724       0.793475                 NaN            NaN            NaN            NaN   1.89286       0.568855E-001            NaN
  1256.05        500.000        96.9486       0.403734       0.767114                 NaN            NaN            NaN            NaN   1.82588       0.546526E-001            NaN
  1255.04        500.000        95.8573       0.524755                 NaN            NaN            NaN  0.420595                 NaN   3.19736                 NaN            NaN
  1254.04        500.000        99.8028       0.849270E-001            NaN            NaN            NaN            NaN            NaN            NaN  0.112267                 NaN
  1253.04        500.000        99.3686       0.109334       0.108473                 NaN            NaN            NaN            NaN  0.397181       0.164566E-001            NaN
  1252.03        500.000        98.1475       0.236177       0.424066E-001            NaN            NaN  0.201475                 NaN   1.32297       0.494863E-001            NaN
  1251.03        500.000        92.8836       0.941052        2.65058                 NaN            NaN            NaN            NaN   3.44181       0.829535E-001            NaN
  1250.02        500.000        97.6269       0.300788       0.581061                 NaN            NaN  0.457083E-005            NaN   1.44376       0.475284E-001            NaN
  1249.02        500.000        97.6529       0.301921       0.581016                 NaN            NaN  0.513645E-005            NaN   1.41922       0.449253E-001            NaN
  1248.02        500.000        97.6945       0.299753       0.575032                 NaN            NaN  0.532966E-005            NaN   1.38809       0.425905E-001            NaN
  1247.01        500.000        97.7425       0.296460       0.566075                 NaN            NaN  0.549368E-005            NaN   1.35465       0.403398E-001            NaN
  1246.01        500.000        97.7988       0.290093       0.553346                 NaN            NaN  0.529615E-005            NaN   1.31908       0.386698E-001            NaN
  1245.00        500.000        97.8553       0.283865       0.540156                 NaN            NaN            NaN            NaN   1.28368       0.369827E-001            NaN
  1244.00        500.000        97.9088       0.276939       0.527430                 NaN            NaN            NaN            NaN   1.25110       0.357094E-001            NaN
  1242.99        500.000        97.9651       0.269747       0.513378                 NaN            NaN            NaN            NaN   1.21735       0.344005E-001            NaN
  1241.99        500.000        98.0142       0.263449       0.501837                 NaN            NaN            NaN            NaN   1.18730       0.331955E-001            NaN
  1240.99        500.000        98.0652       0.256512       0.489189                 NaN            NaN            NaN            NaN   1.15698       0.320941E-001            NaN
  1239.98        500.000        98.1133       0.249198       0.477171                 NaN            NaN            NaN            NaN   1.12900       0.313020E-001            NaN
  1238.98        500.000        98.1558       0.244160       0.467566                 NaN            NaN            NaN            NaN   1.10236       0.301290E-001            NaN
  1237.97        500.000        98.1999       0.238758       0.456583                 NaN            NaN            NaN            NaN   1.07581       0.289306E-001            NaN
  1236.97        500.000        98.2435       0.232371       0.445532                 NaN            NaN            NaN            NaN   1.05050       0.281027E-001            NaN
  1235.97        500.000        98.2825       0.227605       0.436287                 NaN            NaN            NaN            NaN   1.02654       0.270386E-001            NaN
  1234.96        500.000        98.3224       0.221494       0.426661                 NaN            NaN            NaN            NaN   1.00308       0.263513E-001            NaN
  1233.96        500.000        98.3620       0.215612       0.415876                 NaN            NaN            NaN            NaN  0.980869       0.256562E-001            NaN
  1232.95        500.000        98.3977       0.211559       0.407771                 NaN            NaN            NaN            NaN  0.958439       0.245479E-001            NaN
  1231.95        500.000        98.4321       0.206837       0.399361                 NaN            NaN            NaN            NaN  0.937908       0.237807E-001            NaN
  1230.95        500.000        98.4665       0.201190       0.390542                 NaN            NaN  0.800027E-006            NaN  0.918556       0.232570E-001            NaN
  1229.94        500.000        98.4996       0.196513       0.382466                 NaN            NaN            NaN            NaN  0.898888       0.225366E-001            NaN
  1228.94        500.000        98.5300       0.192876       0.375161                 NaN            NaN  0.351059E-004            NaN  0.880264       0.216404E-001            NaN
  1227.93        500.000        98.5644       0.187876       0.366098                 NaN            NaN            NaN            NaN  0.860583       0.210019E-001            NaN
  1226.93        500.000        98.5940       0.183652       0.358674                 NaN            NaN            NaN            NaN  0.843357       0.203641E-001            NaN
  1225.92        500.000        98.6207       0.180171       0.352326                 NaN            NaN            NaN            NaN  0.827171       0.196427E-001            NaN
  1224.92        500.000        98.6550       0.174212       0.342779                 NaN            NaN            NaN            NaN  0.808641       0.193296E-001            NaN
  1223.92        500.000        98.6404       0.175746       0.346683                 NaN            NaN            NaN            NaN  0.817839       0.193450E-001            NaN
  1222.91        500.000        98.7652       0.159742       0.311104                 NaN            NaN            NaN            NaN  0.746395       0.175221E-001            NaN
  1221.91        500.000        98.7311       0.165342       0.324079                 NaN            NaN            NaN            NaN  0.762436       0.170447E-001            NaN
  1220.90        500.000        98.7549       0.160544       0.319017                 NaN            NaN            NaN            NaN  0.748640       0.168575E-001            NaN
  1219.90        500.000        98.7793       0.157746       0.312383                 NaN            NaN            NaN            NaN  0.734462       0.161455E-001            NaN
  1218.90        500.000        98.8069       0.153322       0.304677                 NaN            NaN            NaN            NaN  0.719303       0.157632E-001            NaN
  1217.89        500.000        98.8295       0.150578       0.299238                 NaN            NaN            NaN            NaN  0.705508       0.151765E-001            NaN
  1216.89        500.000        98.8521       0.146454       0.293504                 NaN            NaN            NaN            NaN  0.693092       0.148805E-001            NaN
  1215.88        500.000        98.8730       0.144681       0.288482                 NaN            NaN            NaN            NaN  0.679695       0.141099E-001            NaN
  1214.88        500.000        98.8941       0.141361       0.282706                 NaN            NaN            NaN            NaN  0.668046       0.137375E-001            NaN
  1213.88        500.000        98.9173       0.136910       0.276424                 NaN            NaN            NaN            NaN  0.655746       0.135922E-001            NaN
  1212.87        500.000        98.9378       0.135023       0.271288                 NaN            NaN            NaN            NaN  0.642977       0.129027E-001            NaN
  1211.87        500.000        98.9608       0.130883       0.264472                 NaN            NaN            NaN            NaN  0.631077       0.127324E-001            NaN
  1210.86        500.000        98.9775       0.129365       0.261056                 NaN            NaN            NaN            NaN  0.620018       0.120688E-001            NaN
  1209.86        500.000        98.9948       0.126941       0.256549                 NaN            NaN            NaN            NaN  0.610062       0.116865E-001            NaN
  1208.85        500.000        99.0160       0.123904       0.250864                 NaN            NaN            NaN            NaN  0.597964       0.113027E-001            NaN
  1207.85        500.000        98.5518       0.137133       0.226259                 NaN            NaN            NaN            NaN   1.05866       0.261837E-001            NaN
  1206.85        500.000        99.3487       0.123985       0.339692E-001  0.200227                 NaN            NaN            NaN  0.257301       0.357829E-001            NaN
  1205.84        500.000        96.9715       0.382399       0.452922                 NaN            NaN            NaN            NaN   2.19322                 NaN            NaN
  1204.84        500.000        99.4039       0.195173       0.116883       0.284012                 NaN            NaN            NaN            NaN            NaN            NaN
  1203.83        500.000        99.8810       0.866823E-002  0.110164                 NaN            NaN            NaN            NaN            NaN  0.199263E-003            NaN
  1202.83        500.000        99.1933                 NaN  0.153381       0.122376                 NaN  0.102939E-004            NaN  0.520677       0.102574E-001            NaN
  1201.83        500.000        99.4154       0.100980       0.975973E-001            NaN            NaN  0.184619E-001            NaN  0.346639       0.209453E-001            NaN
  1200.82        500.000        73.0287        2.27293        3.47511                 NaN            NaN  0.152220E-001            NaN   11.7837       0.110653        9.31369     
  1199.82        500.000        99.7752       0.922755E-002            NaN            NaN            NaN  0.137568E-001            NaN            NaN  0.543632E-003  0.201260     
  1198.81        500.000        98.3846       0.146983       0.177047                 NaN            NaN  0.171060E-001            NaN  0.734720       0.510256E-002  0.534443     
  1197.81        500.000        99.8316       0.933993E-002            NaN            NaN            NaN            NaN            NaN  0.294997E-001  0.147607E-002  0.128079     
  1196.81        500.000        99.9257       0.774317E-002  0.178334E-001            NaN            NaN            NaN            NaN  0.485701E-001  0.201381E-003            NaN
  1195.80        500.000        99.8672       0.878996E-002            NaN            NaN            NaN            NaN            NaN  0.344691E-001            NaN  0.895529E-001
  1194.80        500.000        99.8866       0.324413E-002            NaN            NaN            NaN            NaN            NaN  0.557129E-001  0.256776E-002  0.518728E-001
  1193.79        500.000        99.9427                 NaN  0.863994E-002  0.440543E-001            NaN            NaN            NaN            NaN  0.463985E-002            NaN
  1192.79        500.000        99.9047       0.155802E-001  0.301500E-001  0.257252E-002            NaN            NaN            NaN            NaN            NaN  0.470121E-001
  1191.79        500.000        97.9134       0.163403       0.315428E-001  0.177857                 NaN            NaN            NaN  0.917455                 NaN  0.796368     
  1190.78        500.000        99.2220       0.288031E-001            NaN            NaN            NaN            NaN            NaN  0.410361       0.814907E-002  0.330718     
  1189.78        500.000        91.2124       0.662600       0.324980       0.528081                 NaN            NaN            NaN   3.70325       0.259387E-001   3.54276     
  1188.77        500.000                 NaN   7.15839        8.45844       0.277608E-005            NaN  0.105935                 NaN   43.0732       0.340953        40.8631     
  1187.77        500.000                 NaN   7.16071        8.45816       0.269488E-005            NaN  0.107245                 NaN   43.0688       0.340486        40.8646     
  1186.76        500.000                 NaN   7.16460        8.46555       0.258095E-005            NaN  0.104593                 NaN   43.0612       0.339511        40.8646     
  1185.76        500.000                 NaN   7.16841        8.47293       0.247353E-005            NaN  0.101906                 NaN   43.0537       0.338551        40.8645     
  1184.76        500.000                 NaN   7.17215        8.48029       0.237189E-005            NaN  0.991916E-001            NaN   43.0463       0.337606        40.8645     
  1183.75        500.000                 NaN   7.17580        8.48764       0.227588E-005            NaN  0.964483E-001            NaN   43.0390       0.336677        40.8644     
  1182.75        500.000                 NaN   7.17938        8.49500       0.218501E-005            NaN  0.936643E-001            NaN   43.0319       0.335761        40.8643     
  1181.74        500.000                 NaN   7.18289        8.50233       0.209897E-005            NaN  0.908567E-001            NaN   43.0248       0.334860        40.8642     
  1180.74        500.000                 NaN   7.18634        8.50967       0.201741E-005            NaN  0.880103E-001            NaN   43.0179       0.333972        40.8641     
  1179.74        500.000                 NaN   7.18564        8.59570       0.512931E-001            NaN            NaN            NaN   43.0096       0.331665        40.8261     
  1178.73        500.000                 NaN   7.19909        8.15302       0.507275                 NaN            NaN            NaN   42.9835       0.328206        40.8289     
  1177.73        500.000                 NaN   7.19046        8.65171                 NaN            NaN            NaN            NaN   42.9992       0.330324        40.8283     
  1176.72        500.000                 NaN   7.20543        8.19009       0.475319                 NaN            NaN            NaN   42.9714       0.326744        40.8310     
  1175.72        500.000                 NaN   7.20051        8.66675                 NaN            NaN            NaN            NaN   42.9735       0.326486        40.8328     
  1174.72        500.000                 NaN   7.19722        8.65789                 NaN            NaN            NaN            NaN   42.9849       0.328569        40.8314     
