|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.25/Y98/Y98_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1456.07        2500.00        99.1322       0.542299       0.304009                 NaN  0.215356E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1454.86        2500.00        99.1339       0.541556       0.302842                 NaN  0.216847E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1453.65        2500.00        99.1424       0.535526       0.301787                 NaN  0.203076E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1452.43        2500.00        99.1427       0.535438       0.301993                 NaN  0.198370E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1451.22        2500.00        99.1468       0.301479       0.532790                 NaN  0.188874E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1450.01        2500.00        99.1335       0.541129       0.306832                 NaN  0.185210E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1448.79        2500.00        99.1696       0.295095       0.518282                 NaN  0.170615E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1447.58        2500.00        99.1562       0.526950       0.300375                 NaN  0.164646E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1446.37        2500.00        98.1806        1.14505       0.634129                 NaN  0.402085E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1445.16        2500.00        99.9958                 NaN            NaN            NaN  0.417189E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1443.94        2500.00        99.3189       0.422704       0.254175                 NaN  0.419179E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1442.73        2500.00        99.1674       0.300950       0.519145                 NaN  0.125321E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1441.52        2500.00        99.1701       0.517774       0.299600                 NaN  0.125222E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1440.30        2500.00        98.9877       0.365684       0.632412                 NaN  0.142358E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1439.09        2500.00        99.3579       0.233716       0.400113                 NaN  0.826232E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1437.88        2500.00        99.1776       0.299395       0.512848                 NaN  0.101433E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1436.66        2500.00        99.1797       0.299546       0.511440                 NaN  0.934973E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1435.45        2500.00        99.1571       0.526129       0.307717                 NaN  0.902157E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1434.24        2500.00        99.2085       0.493495       0.290506                 NaN  0.745586E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1433.03        2500.00        99.1854       0.508405       0.299116                 NaN  0.706747E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1431.81        2500.00        99.1470       0.305069       0.511272                 NaN  0.163268E-001  0.203532E-001            NaN            NaN            NaN            NaN            NaN
  1430.60        2500.00        97.7178       0.781473       0.531590                 NaN  0.330141       0.639003                 NaN            NaN            NaN            NaN            NaN
  1429.39        2500.00        98.6919       0.441042       0.302998                 NaN  0.193189       0.370910                 NaN            NaN            NaN            NaN            NaN
  1428.17        2500.00        98.2162       0.602930       0.406973                 NaN  0.267647       0.506287                 NaN            NaN            NaN            NaN            NaN
  1426.96        2500.00        98.2354       0.396568       0.598143                 NaN  0.268801       0.501126                 NaN            NaN            NaN            NaN            NaN
  1425.75        2500.00        98.2621       0.590088       0.386750                 NaN  0.267759       0.493295                 NaN            NaN            NaN            NaN            NaN
  1424.54        2500.00        98.2800       0.585434       0.377589                 NaN  0.268841       0.488119                 NaN            NaN            NaN            NaN            NaN
  1423.32        2500.00        98.2978       0.370040       0.580344                 NaN  0.268714       0.483125                 NaN            NaN            NaN            NaN            NaN
  1422.11        2500.00        98.3144       0.359051       0.576005                 NaN  0.271500       0.479006                 NaN            NaN            NaN            NaN            NaN
  1420.90        2500.00        98.3319       0.571160       0.351769                 NaN  0.269994       0.475156                 NaN            NaN            NaN            NaN            NaN
  1419.68        2500.00        98.3786       0.331862       0.560751                 NaN  0.269089       0.459734                 NaN            NaN            NaN            NaN            NaN
  1418.47        2500.00        98.3778       0.331893       0.558365                 NaN  0.271043       0.460925                 NaN            NaN            NaN            NaN            NaN
  1417.26        2500.00        98.3967       0.322385       0.553831                 NaN  0.271519       0.455584                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.4117       0.550066       0.313992                 NaN  0.272821       0.451437                 NaN            NaN            NaN            NaN            NaN
  1414.83        2500.00        98.4286       0.545525       0.306277                 NaN  0.273063       0.446549                 NaN            NaN            NaN            NaN            NaN
  1413.62        2500.00        98.4496       0.297682       0.539382                 NaN  0.272757       0.440533                 NaN            NaN            NaN            NaN            NaN
  1412.41        2500.00        98.4607       0.288991       0.537160                 NaN  0.275307       0.437817                 NaN            NaN            NaN            NaN            NaN
  1411.19        2500.00        98.4857       0.529425       0.282108                 NaN  0.272699       0.430024                 NaN            NaN            NaN            NaN            NaN
  1409.98        2500.00        98.4971       0.273893       0.526911                 NaN  0.274880       0.427197                 NaN            NaN            NaN            NaN            NaN
  1408.77        2500.00        98.5120       0.522708       0.266550                 NaN  0.275770       0.422960                 NaN            NaN            NaN            NaN            NaN
  1407.55        2500.00        98.5274       0.519043       0.259021                 NaN  0.276048       0.418481                 NaN            NaN            NaN            NaN            NaN
  1406.34        2500.00        98.5430       0.251318       0.514539                 NaN  0.276857       0.414282                 NaN            NaN            NaN            NaN            NaN
  1405.13        2500.00        98.5567       0.511133       0.244123                 NaN  0.277661       0.410359                 NaN            NaN            NaN            NaN            NaN
  1403.91        2500.00        98.5612       0.240117       0.509904                 NaN  0.279575       0.409253                 NaN            NaN            NaN            NaN            NaN
  1402.70        2500.00        97.4649       0.900936       0.408205                 NaN  0.505299       0.720685                 NaN            NaN            NaN            NaN            NaN
  1401.49        2500.00        99.7380       0.994893E-001  0.418294E-001            NaN  0.489245E-001  0.717900E-001            NaN            NaN            NaN            NaN            NaN
  1400.28        2500.00        98.6118       0.496613       0.215790                 NaN  0.280632       0.395131                 NaN            NaN            NaN            NaN            NaN
  1399.06        2500.00        98.6246       0.209569       0.493238                 NaN  0.281441       0.391114                 NaN            NaN            NaN            NaN            NaN
  1397.85        2500.00        98.6383       0.203681       0.489509                 NaN  0.281399       0.387100                 NaN            NaN            NaN            NaN            NaN
  1396.64        2500.00        98.6489       0.196858       0.487102                 NaN  0.282949       0.384153                 NaN            NaN            NaN            NaN            NaN
  1395.42        2500.00        98.6630       0.482911       0.190373                 NaN  0.283368       0.380377                 NaN            NaN            NaN            NaN            NaN
  1394.21        2500.00        98.6742       0.480338       0.184372                 NaN  0.284157       0.376955                 NaN            NaN            NaN            NaN            NaN
  1393.00        2500.00        98.6854       0.477713       0.178328                 NaN  0.284904       0.373638                 NaN            NaN            NaN            NaN            NaN
  1391.79        2500.00        98.6975       0.172120       0.474631                 NaN  0.285456       0.370274                 NaN            NaN            NaN            NaN            NaN
  1390.57        2500.00        98.7030       0.473641       0.164800                 NaN  0.288961       0.369648                 NaN            NaN            NaN            NaN            NaN
  1389.36        2500.00        98.7222       0.161376       0.468639                 NaN  0.285253       0.362555                 NaN            NaN            NaN            NaN            NaN
  1388.15        2500.00        98.7273       0.154409       0.468185                 NaN  0.288212       0.361941                 NaN            NaN            NaN            NaN            NaN
  1386.93        2500.00        98.7442       0.149011       0.462849                 NaN  0.287438       0.356477                 NaN            NaN            NaN            NaN            NaN
  1385.72        2500.00        98.7488       0.143803       0.462379                 NaN  0.289673       0.355323                 NaN            NaN            NaN            NaN            NaN
  1384.51        2500.00        98.7625       0.458559       0.138333                 NaN  0.289339       0.351317                 NaN            NaN            NaN            NaN            NaN
  1383.29        2500.00        98.7699       0.457278       0.132828                 NaN  0.290809       0.349162                 NaN            NaN            NaN            NaN            NaN
  1382.08        2500.00        98.7812       0.454103       0.128234                 NaN  0.290760       0.345718                 NaN            NaN            NaN            NaN            NaN
  1380.87        2500.00        98.7900       0.122865       0.452137                 NaN  0.291748       0.343252                 NaN            NaN            NaN            NaN            NaN
  1379.66        2500.00        98.8004       0.117471       0.449278                 NaN  0.292329       0.340522                 NaN            NaN            NaN            NaN            NaN
  1378.44        2500.00        98.8091       0.447734       0.112660                 NaN  0.292796       0.337680                 NaN            NaN            NaN            NaN            NaN
  1377.23        2500.00        98.5959       0.515856       0.245106                 NaN  0.176598       0.356056       0.110449                 NaN            NaN            NaN            NaN
  1376.02        2500.00        98.4539       0.570458       0.328246                 NaN  0.974737E-001  0.367016       0.182878                 NaN            NaN            NaN            NaN
  1374.80        2500.00        98.3736       0.609725       0.370195                 NaN  0.510326E-001  0.371895       0.223525                 NaN            NaN            NaN            NaN
  1373.59        2500.00        98.3201       0.636838       0.400879                 NaN  0.149788E-001  0.373941       0.253234                 NaN            NaN            NaN            NaN
  1372.38        2500.00        98.2960       0.407870       0.651931                 NaN            NaN  0.374814       0.269390                 NaN            NaN            NaN            NaN
  1371.16        2500.00        98.2886       0.660345       0.397679                 NaN            NaN  0.375634       0.277780                 NaN            NaN            NaN            NaN
  1369.95        2500.00        98.2878       0.387531       0.665837                 NaN            NaN  0.375045       0.283786                 NaN            NaN            NaN            NaN
  1368.74        2500.00        98.2891       0.379764       0.669394                 NaN            NaN  0.374700       0.287042                 NaN            NaN            NaN            NaN
  1367.53        2500.00        98.3157       0.659715       0.370086                 NaN            NaN  0.368747       0.285792                 NaN            NaN            NaN            NaN
  1366.31        2500.00        98.3265       0.657445       0.363879                 NaN            NaN  0.366547       0.285672                 NaN            NaN            NaN            NaN
  1365.10        2500.00        98.3452       0.357180       0.650811                 NaN            NaN  0.362811       0.284002                 NaN            NaN            NaN            NaN
  1363.89        2500.00        98.3639       0.644315       0.350577                 NaN            NaN  0.359105       0.282093                 NaN            NaN            NaN            NaN
  1362.67        2500.00        98.3856       0.344549       0.635874                 NaN            NaN  0.354751       0.279215                 NaN            NaN            NaN            NaN
  1361.46        2500.00        98.4078       0.626593       0.339111                 NaN            NaN  0.350435       0.276026                 NaN            NaN            NaN            NaN
  1360.25        2500.00        98.4295       0.333847       0.617546                 NaN            NaN  0.346137       0.272942                 NaN            NaN            NaN            NaN
  1359.04        2500.00        98.4516       0.328475       0.608501                 NaN            NaN  0.341811       0.269610                 NaN            NaN            NaN            NaN
  1357.82        2500.00        98.4727       0.599997       0.323146                 NaN            NaN  0.337682       0.266498                 NaN            NaN            NaN            NaN
  1356.61        2500.00        98.4941       0.319318       0.590176                 NaN            NaN  0.333615       0.262814                 NaN            NaN            NaN            NaN
  1355.40        2500.00        98.5151       0.582124       0.313459                 NaN            NaN  0.329349       0.259956                 NaN            NaN            NaN            NaN
  1354.18        2500.00        98.5355       0.573396       0.309139                 NaN            NaN  0.325365       0.256558                 NaN            NaN            NaN            NaN
  1352.97        2500.00        98.5546       0.305852       0.564253                 NaN            NaN  0.321868       0.253383                 NaN            NaN            NaN            NaN
  1351.76        2500.00        98.5789       0.300404       0.554325                 NaN            NaN  0.316808       0.249532                 NaN            NaN            NaN            NaN
  1350.54        2500.00        98.5953       0.547780       0.296184                 NaN            NaN  0.313694       0.247023                 NaN            NaN            NaN            NaN
  1349.33        2500.00        98.6163       0.292414       0.538405                 NaN            NaN  0.309624       0.243228                 NaN            NaN            NaN            NaN
  1348.12        2500.00        98.6350       0.288209       0.530653                 NaN            NaN  0.305919       0.240210                 NaN            NaN            NaN            NaN
  1346.91        2500.00        98.6544       0.284391       0.522030                 NaN  0.258700E-004  0.302236       0.236931                 NaN            NaN            NaN            NaN
  1345.69        2500.00        98.6733       0.513966       0.280682                 NaN            NaN  0.298396       0.233668                 NaN            NaN            NaN            NaN
  1344.48        2500.00        98.6915       0.505788       0.277339                 NaN            NaN  0.294984       0.230432                 NaN            NaN            NaN            NaN
  1343.27        2500.00        98.7091       0.273139       0.498668                 NaN            NaN  0.291390       0.227676                 NaN            NaN            NaN            NaN
  1342.05        2500.00        98.7270       0.490648       0.270057                 NaN            NaN  0.287829       0.224417                 NaN            NaN            NaN            NaN
  1340.84        2500.00        98.7437       0.483519       0.266409                 NaN            NaN  0.284669       0.221660                 NaN            NaN            NaN            NaN
  1339.63        2500.00        98.7623       0.262661       0.475775                 NaN            NaN  0.280883       0.218358                 NaN            NaN            NaN            NaN
  1338.42        2500.00        98.7780       0.468298       0.260298                 NaN            NaN  0.277913       0.215496                 NaN            NaN            NaN            NaN
  1337.20        2500.00        98.7945       0.461426       0.256972                 NaN            NaN  0.274575       0.212538                 NaN            NaN            NaN            NaN
  1335.99        2500.00        98.8103       0.454558       0.253903                 NaN            NaN  0.271462       0.209769                 NaN            NaN            NaN            NaN
  1334.78        2500.00        98.8262       0.447757       0.250862                 NaN            NaN  0.268291       0.206901                 NaN            NaN            NaN            NaN
  1333.56        2500.00        98.8423       0.440749       0.247784                 NaN            NaN  0.265099       0.204118                 NaN            NaN            NaN            NaN
  1332.35        2500.00        98.8574       0.433940       0.245378                 NaN            NaN  0.262247       0.201064                 NaN            NaN            NaN            NaN
  1331.14        2500.00        98.8726       0.427590       0.242343                 NaN            NaN  0.259044       0.198445                 NaN            NaN            NaN            NaN
  1329.92        2500.00        98.8873       0.420755       0.240090                 NaN            NaN  0.256327       0.195565                 NaN            NaN            NaN            NaN
  1328.71        2500.00        98.9014       0.237342       0.414672                 NaN            NaN  0.253497       0.193113                 NaN            NaN            NaN            NaN
  1327.50        2500.00        98.9170       0.408333       0.234331                 NaN            NaN  0.250186       0.190193                 NaN            NaN            NaN            NaN
  1326.29        2500.00        98.9309       0.231399       0.402525                 NaN            NaN  0.247427       0.187752                 NaN            NaN            NaN            NaN
  1325.07        2500.00        98.9439       0.396411       0.229667                 NaN            NaN  0.244994       0.185035                 NaN            NaN            NaN            NaN
  1323.86        2500.00        98.9575       0.390193       0.227799                 NaN            NaN  0.242252       0.182297                 NaN            NaN            NaN            NaN
  1322.65        2500.00        98.9716       0.224110       0.384989                 NaN            NaN  0.239305       0.179965                 NaN            NaN            NaN            NaN
  1321.43        2500.00        98.9839       0.222790       0.378951                 NaN            NaN  0.236873       0.177491                 NaN            NaN            NaN            NaN
  1320.22        2500.00        98.9974       0.220105       0.373391                 NaN            NaN  0.234175       0.174886                 NaN            NaN            NaN            NaN
  1319.01        2500.00        99.0099       0.368005       0.218077                 NaN            NaN  0.231669       0.172337                 NaN            NaN            NaN            NaN
  1317.79        2500.00        99.0223       0.216203       0.362453                 NaN            NaN  0.229147       0.169940                 NaN            NaN            NaN            NaN
  1316.58        2500.00        99.0349       0.356798       0.214119                 NaN            NaN  0.226660       0.167497                 NaN            NaN            NaN            NaN
  1315.37        2500.00        99.0469       0.351921       0.212052                 NaN            NaN  0.224175       0.164996                 NaN            NaN            NaN            NaN
  1314.16        2500.00        99.0590       0.210081       0.346401                 NaN            NaN  0.221812       0.162696                 NaN            NaN            NaN            NaN
  1312.94        2500.00        99.0709       0.341306       0.208322                 NaN            NaN  0.219277       0.160231                 NaN            NaN            NaN            NaN
  1311.73        2500.00        99.0819       0.336398       0.206563                 NaN            NaN  0.217177       0.157934                 NaN            NaN            NaN            NaN
  1310.52        2500.00        99.0932       0.204458       0.331841                 NaN            NaN  0.214844       0.155679                 NaN            NaN            NaN            NaN
  1309.30        2500.00        99.1050       0.326168       0.203046                 NaN            NaN  0.212464       0.153323                 NaN            NaN            NaN            NaN
  1308.09        2500.00        99.1154       0.201420       0.321751                 NaN            NaN  0.210369       0.151015                 NaN            NaN            NaN            NaN
  1306.88        2500.00        99.1265       0.199532       0.317108                 NaN            NaN  0.208054       0.148848                 NaN            NaN            NaN            NaN
  1305.67        2500.00        99.1371       0.312649       0.197850                 NaN            NaN  0.205773       0.146667                 NaN            NaN            NaN            NaN
  1304.45        2500.00        99.1478       0.307508       0.196563                 NaN            NaN  0.203770       0.144310                 NaN            NaN            NaN            NaN
  1303.24        2500.00        99.1580       0.303404       0.194641                 NaN            NaN  0.201655       0.142347                 NaN            NaN            NaN            NaN
  1302.03        2500.00        99.1680       0.298977       0.193357                 NaN            NaN  0.199551       0.140126                 NaN            NaN            NaN            NaN
  1300.81        2500.00        99.1781       0.294474       0.191840                 NaN            NaN  0.197464       0.138091                 NaN            NaN            NaN            NaN
  1299.60        2500.00        99.1875       0.290474       0.190617                 NaN            NaN  0.195509       0.135923                 NaN            NaN            NaN            NaN
  1298.39        2500.00        99.1975       0.189300       0.285986                 NaN            NaN  0.193516       0.133731                 NaN            NaN            NaN            NaN
  1297.17        2500.00        97.5314       0.508968       0.403905                 NaN            NaN  0.392549       0.265040                 NaN  0.898123                 NaN            NaN
  1295.96        2500.00        74.6352        3.49790        3.49171                 NaN            NaN   3.14557        2.00645                 NaN   13.2231                 NaN            NaN
  1294.75        2500.00        80.1759        2.69800        2.80762                 NaN            NaN   2.48124        1.54009                 NaN   10.2971                 NaN            NaN
  1293.54        2500.00        83.7741        2.35074        2.18374                 NaN            NaN   2.04815        1.24354                 NaN   8.39976                 NaN            NaN
  1292.32        2500.00        84.7060        2.27550        2.03160                 NaN            NaN   1.94952        1.14064                 NaN   7.89671                 NaN            NaN
  1291.11        2500.00        89.5918        1.39166        1.54258                 NaN            NaN   1.33106       0.797303                 NaN   5.34559                 NaN            NaN
  1289.90        2500.00        88.2936        1.59057        1.69918                 NaN            NaN   1.51184       0.885868                 NaN   6.01897                 NaN            NaN
  1288.68        2500.00        90.7098        1.46817        1.20622                 NaN            NaN   1.20886       0.666452                 NaN   4.74051                 NaN            NaN
  1287.47        2500.00        87.6893        1.94972        1.16382                 NaN            NaN   1.62360        1.14758                 NaN   6.42599                 NaN            NaN
  1286.26        2500.00        97.2472        1.06590       0.824688E-001            NaN            NaN  0.346394       0.435672E-001            NaN   1.21442                 NaN            NaN
  1285.04        2500.00        93.2927       0.814572        1.16256                 NaN            NaN  0.882772       0.422558                 NaN   3.42483                 NaN            NaN
  1283.83        2500.00        91.6272        1.48563       0.991154                 NaN            NaN   1.09984       0.481688                 NaN   4.31453                 NaN            NaN
  1282.62        2500.00        95.8616       0.634600       0.436606                 NaN            NaN  0.554974       0.485386                 NaN   2.02681                 NaN            NaN
  1281.41        2500.00        84.5856        2.09446        2.22376                 NaN            NaN   2.05555        1.20612                 NaN   7.83447                 NaN            NaN
  1280.19        2500.00        99.8911                 NaN            NaN            NaN            NaN  0.201634E-001  0.519537E-001            NaN  0.368168E-001            NaN            NaN
  1278.98        2500.00        98.7884       0.166408       0.192719                 NaN            NaN  0.161128       0.887838E-001            NaN  0.602517                 NaN            NaN
  1277.77        2500.00        96.5220       0.236304       0.823418                 NaN            NaN  0.475950       0.212280                 NaN   1.73003                 NaN            NaN
  1276.55        2500.00        99.9684       0.280754E-001  0.113764E-004            NaN            NaN  0.355496E-002            NaN            NaN            NaN            NaN            NaN
  1275.34        2500.00        91.2553        1.31482        1.13270                 NaN            NaN   1.18334       0.682616                 NaN   4.43124                 NaN            NaN
  1274.13        2500.00        94.5192       0.415829        1.19925                 NaN            NaN  0.692108       0.173613                 NaN   3.00003                 NaN            NaN
  1272.92        2500.00        97.2230       0.217331       0.385726                 NaN            NaN  0.425118       0.550080                 NaN   1.19875                 NaN            NaN
  1271.70        2500.00        96.3008       0.510448       0.518342                 NaN            NaN  0.503285       0.300473                 NaN   1.86665                 NaN            NaN
  1270.49        2500.00        96.0133       0.580694       0.508765                 NaN            NaN  0.546370       0.330894                 NaN   2.01999                 NaN            NaN
  1269.28        2500.00        91.3965        1.50236       0.500196                 NaN            NaN   1.17179       0.703920                 NaN   4.48345       0.241826                 NaN
  1268.06        2500.00        99.0010       0.145324                 NaN            NaN            NaN  0.112548                 NaN            NaN  0.631682       0.109444                 NaN
  1266.85        2500.00        99.9620       0.206851E-001            NaN            NaN            NaN  0.129503E-002            NaN            NaN  0.152056E-001  0.773837E-003            NaN
  1265.64        2500.00        99.9554       0.262519E-001  0.186296E-005            NaN            NaN            NaN  0.161183E-003            NaN  0.174484E-001  0.718258E-003            NaN
  1264.42        2500.00        92.9998       0.367858        2.26170                 NaN            NaN  0.964082       0.999329E-001            NaN   3.30665                 NaN            NaN
  1263.21        2500.00        96.6861       0.118230        1.02958                 NaN            NaN  0.466423                 NaN            NaN   1.69962                 NaN            NaN
  1262.00        2500.00        96.3190       0.412048       0.481363                 NaN            NaN  0.419088       0.323218                 NaN   1.90820       0.137051                 NaN
  1260.79        2500.00        97.6604       0.470686E-001  0.782133                 NaN            NaN  0.411346                 NaN            NaN   1.07728       0.218028E-001            NaN
  1259.57        2500.00        97.7830       0.558863                 NaN            NaN            NaN  0.283808       0.180962                 NaN   1.15259       0.408112E-001            NaN
  1258.36        2500.00        97.5194       0.590244                 NaN            NaN            NaN  0.326735       0.222343                 NaN   1.29701       0.442675E-001            NaN
  1257.15        2500.00        97.2917       0.416243       0.344378                 NaN            NaN  0.364833       0.119474                 NaN   1.38815       0.752444E-001            NaN
  1255.93        2500.00        97.6662       0.567253                 NaN            NaN            NaN  0.306586       0.201641                 NaN   1.21709       0.412659E-001            NaN
  1254.72        2500.00        97.2495       0.918612                 NaN            NaN            NaN  0.384450                 NaN            NaN   1.35538       0.920127E-001            NaN
  1253.51        2500.00        98.0533       0.775813E-001  0.372431                 NaN            NaN  0.269517       0.237002                 NaN  0.990204                 NaN            NaN
  1252.30        2500.00        96.1771        1.11860                 NaN            NaN            NaN  0.539110                 NaN            NaN   2.03536       0.129851                 NaN
  1251.08        2500.00        97.8318       0.724676                 NaN            NaN            NaN  0.290954       0.316302E-001            NaN  0.987535       0.133407                 NaN
  1249.87        2500.00        98.4961       0.495719E-001  0.434678                 NaN            NaN  0.176444                 NaN            NaN  0.816760       0.264560E-001            NaN
  1248.66        2500.00        96.7482       0.349983       0.637519                 NaN            NaN  0.482759       0.103989                 NaN   1.55541       0.122158                 NaN
  1247.44        2500.00        96.3855       0.737662       0.106110                 NaN            NaN  0.506434       0.437540                 NaN   1.81830       0.840569E-002            NaN
  1246.23        2500.00        98.0664       0.195970       0.252486                 NaN            NaN  0.221291       0.130977                 NaN   1.13285                 NaN            NaN
  1245.02        2500.00        98.9238       0.359023                 NaN            NaN            NaN  0.159883                 NaN            NaN  0.520516       0.368149E-001            NaN
  1243.80        2500.00        99.3655       0.215959                 NaN            NaN            NaN  0.665978E-001            NaN            NaN  0.348038       0.388163E-002            NaN
  1242.59        2500.00        96.9407       0.105701       0.662406                 NaN            NaN  0.396083                 NaN            NaN   1.77292       0.122234                 NaN
  1241.38        2500.00        95.7702       0.927989       0.216494                 NaN            NaN  0.517028                 NaN            NaN   1.55052       0.157422       0.860323     
  1240.17        2500.00        98.7664       0.178610                 NaN            NaN            NaN  0.101016                 NaN            NaN  0.903593       0.503646E-001            NaN
  1238.95        2500.00        94.4946       0.260376       0.424636                 NaN            NaN  0.562872       0.323219                 NaN   2.35214                 NaN   1.58221     
  1237.74        2500.00        96.9119       0.257727       0.172187                 NaN            NaN  0.311770       0.169493                 NaN   1.25472                 NaN  0.922181     
  1236.53        2500.00        86.0634        1.85831                 NaN            NaN            NaN   1.33206       0.943231                 NaN   5.59555       0.175455E-001   4.18990     
  1235.31        2500.00        87.6481       0.159883        1.07763                 NaN            NaN   1.24350       0.707119       0.268389E-003   5.20961                 NaN   3.95393     
  1234.10        2500.00        97.4677       0.339940                 NaN            NaN            NaN  0.240216       0.166286                 NaN   1.01326                 NaN  0.772572     
  1232.89        2500.00        86.7097        2.03126                 NaN            NaN            NaN   1.25590       0.864935                 NaN   5.25513                 NaN   3.88305     
  1231.67        2500.00        90.3655        1.03665                 NaN            NaN            NaN  0.904931       0.609512                 NaN   4.01154       0.277587E-001   3.04410     
  1230.46        2500.00        91.4749       0.953677                 NaN            NaN            NaN  0.805086       0.603124                 NaN   3.51955                 NaN   2.64365     
  1229.25        2500.00        90.8256       0.964676                 NaN            NaN            NaN  0.855755       0.625924                 NaN   3.82440                 NaN   2.90363     
  1228.04        2500.00        88.7506        1.22144                 NaN            NaN            NaN   1.02205       0.561986       0.386902E-004   4.76796       0.145794        3.53017     
  1226.82        2500.00        90.7260       0.962968                 NaN            NaN            NaN  0.844883       0.622735                 NaN   3.92386                 NaN   2.91953     
  1225.61        2500.00        85.1025        1.36774                 NaN            NaN            NaN   1.31605       0.973709                 NaN   6.41048                 NaN   4.82952     
  1224.40        2500.00        59.2331        3.61788                 NaN            NaN            NaN   3.47189        2.53174                 NaN   17.9293                 NaN   13.2161     
