|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.25/Y98/Y98_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1448.79        2500.00        99.2677       0.258718       0.459458                 NaN  0.141655E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1447.58        2500.00        99.2561       0.466999       0.263241                 NaN  0.136593E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1446.37        2500.00        98.3959        1.01481       0.555909                 NaN  0.333351E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1445.16        2500.00        99.9966                 NaN            NaN            NaN  0.344966E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1443.94        2500.00        99.3999       0.374191       0.222414                 NaN  0.346995E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1442.73        2500.00        99.2669       0.263269       0.459478                 NaN  0.103682E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1441.52        2500.00        99.2695       0.458128       0.261987                 NaN  0.103518E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1440.30        2500.00        99.1089       0.319727       0.559619                 NaN  0.117660E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1439.09        2500.00        99.4354       0.204131       0.353685                 NaN  0.681924E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1437.88        2500.00        99.2768       0.261479       0.453338                 NaN  0.836987E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1436.66        2500.00        99.2789       0.261483       0.451930                 NaN  0.770931E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1435.45        2500.00        99.2594       0.464692       0.268486                 NaN  0.743203E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1434.24        2500.00        99.3048       0.435737       0.253340                 NaN  0.613663E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1433.03        2500.00        99.2847       0.448745       0.260729                 NaN  0.581386E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1431.81        2500.00        99.2477       0.265809       0.451140                 NaN  0.134222E-001  0.218948E-001            NaN            NaN            NaN            NaN            NaN
  1430.60        2500.00        97.8880       0.689797       0.463221                 NaN  0.271063       0.687928                 NaN            NaN            NaN            NaN            NaN
  1429.39        2500.00        98.7901       0.388827       0.263671                 NaN  0.158371       0.399027                 NaN            NaN            NaN            NaN            NaN
  1428.17        2500.00        98.3503       0.531530       0.354073                 NaN  0.219201       0.544882                 NaN            NaN            NaN            NaN            NaN
  1426.96        2500.00        98.3690       0.344803       0.527043                 NaN  0.219814       0.539333                 NaN            NaN            NaN            NaN            NaN
  1425.75        2500.00        98.3946       0.519735       0.336059                 NaN  0.218661       0.530900                 NaN            NaN            NaN            NaN            NaN
  1424.54        2500.00        98.4121       0.515419       0.327887                 NaN  0.219223       0.525325                 NaN            NaN            NaN            NaN            NaN
  1423.32        2500.00        98.4295       0.321083       0.510646                 NaN  0.218782       0.519939                 NaN            NaN            NaN            NaN            NaN
  1422.11        2500.00        98.4458       0.311360       0.506593                 NaN  0.220748       0.515491                 NaN            NaN            NaN            NaN            NaN
  1420.90        2500.00        98.4623       0.502072       0.304994                 NaN  0.219259       0.511326                 NaN            NaN            NaN            NaN            NaN
  1419.68        2500.00        98.5071       0.287376       0.492702                 NaN  0.218123       0.494696                 NaN            NaN            NaN            NaN            NaN
  1418.47        2500.00        98.5070       0.287238       0.490366                 NaN  0.219408       0.495954                 NaN            NaN            NaN            NaN            NaN
  1417.26        2500.00        98.5254       0.278795       0.486109                 NaN  0.219498       0.490172                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.5403       0.482514       0.271323                 NaN  0.220206       0.485671                 NaN            NaN            NaN            NaN            NaN
  1414.83        2500.00        98.5567       0.478297       0.264479                 NaN  0.220125       0.480369                 NaN            NaN            NaN            NaN            NaN
  1413.62        2500.00        98.5771       0.256864       0.472632                 NaN  0.219529       0.473848                 NaN            NaN            NaN            NaN            NaN
  1412.41        2500.00        98.5882       0.249202       0.470450                 NaN  0.221241       0.470876                 NaN            NaN            NaN            NaN            NaN
  1411.19        2500.00        98.6122       0.463415       0.243093                 NaN  0.218816       0.462437                 NaN            NaN            NaN            NaN            NaN
  1409.98        2500.00        98.6236       0.235838       0.460953                 NaN  0.220261       0.459338                 NaN            NaN            NaN            NaN            NaN
  1408.77        2500.00        98.6383       0.457034       0.229339                 NaN  0.220639       0.454720                 NaN            NaN            NaN            NaN            NaN
  1407.55        2500.00        98.6534       0.453536       0.222696                 NaN  0.220528       0.449838                 NaN            NaN            NaN            NaN            NaN
  1406.34        2500.00        98.6686       0.215912       0.449342                 NaN  0.220851       0.445253                 NaN            NaN            NaN            NaN            NaN
  1405.13        2500.00        98.6822       0.446096       0.209575                 NaN  0.221152       0.440964                 NaN            NaN            NaN            NaN            NaN
  1403.91        2500.00        98.6874       0.205939       0.444677                 NaN  0.222286       0.439701                 NaN            NaN            NaN            NaN            NaN
  1402.70        2500.00        97.6878       0.786071       0.350307                 NaN  0.401067       0.774781                 NaN            NaN            NaN            NaN            NaN
  1401.49        2500.00        99.7619       0.865751E-001  0.357877E-001            NaN  0.387481E-001  0.770217E-001            NaN            NaN            NaN            NaN            NaN
  1400.28        2500.00        98.7365       0.432369       0.184663                 NaN  0.222181       0.424275                 NaN            NaN            NaN            NaN            NaN
  1399.06        2500.00        98.7494       0.179203       0.429118                 NaN  0.222457       0.419872                 NaN            NaN            NaN            NaN            NaN
  1397.85        2500.00        98.7628       0.174027       0.425591                 NaN  0.222074       0.415470                 NaN            NaN            NaN            NaN            NaN
  1396.64        2500.00        98.7736       0.168053       0.423188                 NaN  0.222973       0.412212                 NaN            NaN            NaN            NaN            NaN
  1395.42        2500.00        98.7873       0.419285       0.162398                 NaN  0.222942       0.408061                 NaN            NaN            NaN            NaN            NaN
  1394.21        2500.00        98.7986       0.416772       0.157148                 NaN  0.223231       0.404288                 NaN            NaN            NaN            NaN            NaN
  1393.00        2500.00        98.8099       0.414170       0.151861                 NaN  0.223440       0.400626                 NaN            NaN            NaN            NaN            NaN
  1391.79        2500.00        98.8218       0.146458       0.411243                 NaN  0.223548       0.396912                 NaN            NaN            NaN            NaN            NaN
  1390.57        2500.00        98.8278       0.410094       0.140115                 NaN  0.225852       0.396132                 NaN            NaN            NaN            NaN            NaN
  1389.36        2500.00        98.8464       0.137081       0.405464                 NaN  0.222658       0.388416                 NaN            NaN            NaN            NaN            NaN
  1388.15        2500.00        98.8518       0.131050       0.404789                 NaN  0.224705       0.387646                 NaN            NaN            NaN            NaN            NaN
  1386.93        2500.00        98.8684       0.126354       0.399884                 NaN  0.223680       0.381675                 NaN            NaN            NaN            NaN            NaN
  1385.72        2500.00        98.8737       0.121837       0.399111                 NaN  0.225065       0.380321                 NaN            NaN            NaN            NaN            NaN
  1384.51        2500.00        98.8870       0.395563       0.117096                 NaN  0.224474       0.375911                 NaN            NaN            NaN            NaN            NaN
  1383.29        2500.00        98.8948       0.394173       0.112345                 NaN  0.225229       0.373481                 NaN            NaN            NaN            NaN            NaN
  1382.08        2500.00        98.9060       0.391107       0.108349                 NaN  0.224849       0.369671                 NaN            NaN            NaN            NaN            NaN
  1380.87        2500.00        98.9150       0.103728       0.389128                 NaN  0.225232       0.366905                 NaN            NaN            NaN            NaN            NaN
  1379.66        2500.00        98.9253       0.990895E-001  0.386386                 NaN  0.225359       0.363856                 NaN            NaN            NaN            NaN            NaN
  1378.44        2500.00        98.9343       0.384752       0.949424E-001            NaN  0.225333       0.360687                 NaN            NaN            NaN            NaN            NaN
  1377.23        2500.00        98.7652       0.443055       0.206413                 NaN  0.135735       0.380238       0.693788E-001            NaN            NaN            NaN            NaN
  1376.02        2500.00        98.6530       0.489520       0.276170                 NaN  0.748012E-001  0.391731       0.114782                 NaN            NaN            NaN            NaN
  1374.80        2500.00        98.5904       0.522643       0.311105                 NaN  0.390911E-001  0.396630       0.140153                 NaN            NaN            NaN            NaN
  1373.59        2500.00        98.5498       0.545262       0.336465                 NaN  0.114529E-001  0.398447       0.158566                 NaN            NaN            NaN            NaN
  1372.38        2500.00        98.5333       0.341833       0.557416                 NaN            NaN  0.398965       0.168446                 NaN            NaN            NaN            NaN
  1371.16        2500.00        98.5306       0.563812       0.332794                 NaN            NaN  0.399393       0.173410                 NaN            NaN            NaN            NaN
  1369.95        2500.00        98.5333       0.323816       0.567687                 NaN            NaN  0.398301       0.176849                 NaN            NaN            NaN            NaN
  1368.74        2500.00        98.5373       0.316813       0.569842                 NaN            NaN  0.397455       0.178593                 NaN            NaN            NaN            NaN
  1367.53        2500.00        98.5629       0.560735       0.308246                 NaN            NaN  0.390649       0.177446                 NaN            NaN            NaN            NaN
  1366.31        2500.00        98.5746       0.557940       0.302588                 NaN            NaN  0.387830       0.177054                 NaN            NaN            NaN            NaN
  1365.10        2500.00        98.5930       0.296531       0.551440                 NaN            NaN  0.383385       0.175682                 NaN            NaN            NaN            NaN
  1363.89        2500.00        98.6112       0.545078       0.290575                 NaN            NaN  0.378978       0.174176                 NaN            NaN            NaN            NaN
  1362.67        2500.00        98.6319       0.285098       0.537063                 NaN            NaN  0.373894       0.172085                 NaN            NaN            NaN            NaN
  1361.46        2500.00        98.6528       0.528388       0.280142                 NaN            NaN  0.368860       0.169792                 NaN            NaN            NaN            NaN
  1360.25        2500.00        98.6733       0.275338       0.519930                 NaN            NaN  0.363856       0.167570                 NaN            NaN            NaN            NaN
  1359.04        2500.00        98.6940       0.270461       0.511496                 NaN            NaN  0.358833       0.165222                 NaN            NaN            NaN            NaN
  1357.82        2500.00        98.7138       0.503542       0.265636                 NaN            NaN  0.354028       0.163011                 NaN            NaN            NaN            NaN
  1356.61        2500.00        98.7337       0.262045       0.494486                 NaN            NaN  0.349301       0.160436                 NaN            NaN            NaN            NaN
  1355.40        2500.00        98.7534       0.486980       0.256831                 NaN            NaN  0.344375       0.158405                 NaN            NaN            NaN            NaN
  1354.18        2500.00        98.7724       0.478903       0.252869                 NaN            NaN  0.339756       0.156048                 NaN            NaN            NaN            NaN
  1352.97        2500.00        98.7902       0.249754       0.470557                 NaN            NaN  0.335656       0.153826                 NaN            NaN            NaN            NaN
  1351.76        2500.00        98.8124       0.244921       0.461529                 NaN            NaN  0.329939       0.151205                 NaN            NaN            NaN            NaN
  1350.54        2500.00        98.8279       0.455367       0.241082                 NaN            NaN  0.326261       0.149399                 NaN            NaN            NaN            NaN
  1349.33        2500.00        98.8471       0.237629       0.446843                 NaN            NaN  0.321598       0.146851                 NaN            NaN            NaN            NaN
  1348.12        2500.00        98.8644       0.233832       0.439714                 NaN            NaN  0.317327       0.144758                 NaN            NaN            NaN            NaN
  1346.91        2500.00        98.8821       0.230368       0.431897                 NaN  0.188603E-004  0.313090       0.142519                 NaN            NaN            NaN            NaN
  1345.69        2500.00        98.8994       0.424553       0.226994                 NaN            NaN  0.308701       0.140311                 NaN            NaN            NaN            NaN
  1344.48        2500.00        98.9160       0.417141       0.223929                 NaN            NaN  0.304766       0.138118                 NaN            NaN            NaN            NaN
  1343.27        2500.00        98.9323       0.220194       0.410649                 NaN            NaN  0.300655       0.136236                 NaN            NaN            NaN            NaN
  1342.05        2500.00        98.9486       0.403397       0.217352                 NaN            NaN  0.296587       0.134025                 NaN            NaN            NaN            NaN
  1340.84        2500.00        98.9638       0.396948       0.214096                 NaN            NaN  0.292943       0.132166                 NaN            NaN            NaN            NaN
  1339.63        2500.00        98.9806       0.210749       0.389986                 NaN            NaN  0.288666       0.129956                 NaN            NaN            NaN            NaN
  1338.42        2500.00        98.9950       0.383257       0.208517                 NaN            NaN  0.285239       0.128023                 NaN            NaN            NaN            NaN
  1337.20        2500.00        99.0099       0.377059       0.205533                 NaN            NaN  0.281444       0.126042                 NaN            NaN            NaN            NaN
  1335.99        2500.00        99.0243       0.370870       0.202755                 NaN            NaN  0.277889       0.124178                 NaN            NaN            NaN            NaN
  1334.78        2500.00        99.0386       0.364789       0.200026                 NaN            NaN  0.274285       0.122288                 NaN            NaN            NaN            NaN
  1333.56        2500.00        99.0531       0.358524       0.197263                 NaN            NaN  0.270669       0.120418                 NaN            NaN            NaN            NaN
  1332.35        2500.00        99.0667       0.352453       0.195046                 NaN            NaN  0.267411       0.118432                 NaN            NaN            NaN            NaN
  1331.14        2500.00        99.0804       0.346784       0.192345                 NaN            NaN  0.263804       0.116685                 NaN            NaN            NaN            NaN
  1329.92        2500.00        99.0935       0.340721       0.190259                 NaN            NaN  0.260701       0.114802                 NaN            NaN            NaN            NaN
  1328.71        2500.00        99.1062       0.187809       0.335317                 NaN            NaN  0.257493       0.113162                 NaN            NaN            NaN            NaN
  1327.50        2500.00        99.1200       0.329720       0.185146                 NaN            NaN  0.253805       0.111281                 NaN            NaN            NaN            NaN
  1326.29        2500.00        99.1325       0.182575       0.324564                 NaN            NaN  0.250687       0.109674                 NaN            NaN            NaN            NaN
  1325.07        2500.00        99.1441       0.319135       0.180918                 NaN            NaN  0.247907       0.107906                 NaN            NaN            NaN            NaN
  1323.86        2500.00        99.1562       0.313673       0.179182                 NaN            NaN  0.244824       0.106140                 NaN            NaN            NaN            NaN
  1322.65        2500.00        99.1687       0.176028       0.309069                 NaN            NaN  0.241541       0.104612                 NaN            NaN            NaN            NaN
  1321.43        2500.00        99.1797       0.174741       0.303775                 NaN            NaN  0.238788       0.103001                 NaN            NaN            NaN            NaN
  1320.22        2500.00        99.1916       0.172392       0.298905                 NaN            NaN  0.235774       0.101332                 NaN            NaN            NaN            NaN
  1319.01        2500.00        99.2026       0.294162       0.170549                 NaN            NaN  0.232962       0.997051E-001            NaN            NaN            NaN            NaN
  1317.79        2500.00        99.2136       0.168841       0.289315                 NaN            NaN  0.230143       0.981483E-001            NaN            NaN            NaN            NaN
  1316.58        2500.00        99.2247       0.284410       0.166979                 NaN            NaN  0.227366       0.965932E-001            NaN            NaN            NaN            NaN
  1315.37        2500.00        99.2351       0.280131       0.165137                 NaN            NaN  0.224599       0.950114E-001            NaN            NaN            NaN            NaN
  1314.16        2500.00        99.2458       0.163372       0.275365                 NaN            NaN  0.221962       0.935480E-001            NaN            NaN            NaN            NaN
  1312.94        2500.00        99.2561       0.270936       0.161782                 NaN            NaN  0.219160       0.919912E-001            NaN            NaN            NaN            NaN
  1311.73        2500.00        99.2658       0.266673       0.160193                 NaN            NaN  0.216801       0.905263E-001            NaN            NaN            NaN            NaN
  1310.52        2500.00        99.2756       0.158346       0.262705                 NaN            NaN  0.214217       0.891077E-001            NaN            NaN            NaN            NaN
  1309.30        2500.00        99.2859       0.257877       0.157047                 NaN            NaN  0.211592       0.876283E-001            NaN            NaN            NaN            NaN
  1308.09        2500.00        99.2950       0.155569       0.254028                 NaN            NaN  0.209259       0.861848E-001            NaN            NaN            NaN            NaN
  1306.88        2500.00        99.3045       0.153914       0.250030                 NaN            NaN  0.206714       0.848263E-001            NaN            NaN            NaN            NaN
  1305.67        2500.00        99.3137       0.246202       0.152413                 NaN            NaN  0.204209       0.834561E-001            NaN            NaN            NaN            NaN
  1304.45        2500.00        99.3230       0.241836       0.151223                 NaN            NaN  0.201988       0.819961E-001            NaN            NaN            NaN            NaN
  1303.24        2500.00        99.3317       0.238295       0.149546                 NaN            NaN  0.199661       0.807676E-001            NaN            NaN            NaN            NaN
  1302.03        2500.00        99.3404       0.234517       0.148365                 NaN            NaN  0.197352       0.793875E-001            NaN            NaN            NaN            NaN
  1300.81        2500.00        99.3491       0.230693       0.147019                 NaN            NaN  0.195066       0.781305E-001            NaN            NaN            NaN            NaN
  1299.60        2500.00        99.3571       0.227264       0.145893                 NaN            NaN  0.192917       0.767906E-001            NaN            NaN            NaN            NaN
  1298.39        2500.00        99.3656       0.144704       0.223464                 NaN            NaN  0.190737       0.754554E-001            NaN            NaN            NaN            NaN
  1297.17        2500.00        97.8061       0.397611       0.308665                 NaN            NaN  0.386919       0.149509                 NaN  0.951221                 NaN            NaN
  1295.96        2500.00        76.0230        2.76865        2.70269                 NaN            NaN   3.14585        1.14921                 NaN   14.2106                 NaN            NaN
  1294.75        2500.00        81.3588        2.12211        2.15909                 NaN            NaN   2.46934       0.878246                 NaN   11.0124                 NaN            NaN
  1293.54        2500.00        84.8028        1.79869        1.70935                 NaN            NaN   2.03098       0.706897                 NaN   8.95126                 NaN            NaN
  1292.32        2500.00        85.7024        1.73512        1.58496                 NaN            NaN   1.92970       0.647571                 NaN   8.40025                 NaN            NaN
  1291.11        2500.00        90.3282        1.07991        1.16963                 NaN            NaN   1.31140       0.450645                 NaN   5.66025                 NaN            NaN
  1289.90        2500.00        89.1192        1.23225        1.28687                 NaN            NaN   1.48906       0.500988                 NaN   6.37158                 NaN            NaN
  1288.68        2500.00        91.3991        1.10567       0.929484                 NaN            NaN   1.18706       0.375567                 NaN   5.00315                 NaN            NaN
  1287.47        2500.00        88.5943        1.50347       0.876661                 NaN            NaN   1.59482       0.646747                 NaN   6.78397                 NaN            NaN
  1286.26        2500.00        97.5069       0.796204       0.630787E-001            NaN            NaN  0.337511       0.244162E-001            NaN   1.27185                 NaN            NaN
  1285.04        2500.00        93.8143       0.623708       0.869328                 NaN            NaN  0.861762       0.237214                 NaN   3.59366                 NaN            NaN
  1283.83        2500.00        92.2613        1.10952       0.758179                 NaN            NaN   1.07383       0.269432                 NaN   4.52775                 NaN            NaN
  1282.62        2500.00        96.2627       0.483364       0.324779                 NaN            NaN  0.539502       0.271722                 NaN   2.11797                 NaN            NaN
  1281.41        2500.00        85.8080        1.56533        1.70177                 NaN            NaN   2.01017       0.678310                 NaN   8.23642                 NaN            NaN
  1280.19        2500.00        99.9136                 NaN            NaN            NaN            NaN  0.194381E-001  0.288021E-001            NaN  0.381560E-001            NaN            NaN
  1278.98        2500.00        98.9032       0.125451       0.141821                 NaN            NaN  0.155425       0.492660E-001            NaN  0.624791                 NaN            NaN
  1277.77        2500.00        96.8407       0.178371       0.606952                 NaN            NaN  0.459634       0.118229                 NaN   1.79610                 NaN            NaN
  1276.55        2500.00        99.9753       0.212615E-001  0.834021E-005            NaN            NaN  0.342203E-002            NaN            NaN            NaN            NaN            NaN
  1275.34        2500.00        92.0355       0.970310       0.856102                 NaN            NaN   1.14545       0.381236                 NaN   4.61140                 NaN            NaN
  1274.13        2500.00        94.9235       0.304587       0.900319                 NaN            NaN  0.666831       0.967266E-001            NaN   3.10804                 NaN            NaN
  1272.92        2500.00        97.6031       0.162882       0.282420                 NaN            NaN  0.408396       0.305020                 NaN   1.23814                 NaN            NaN
  1271.70        2500.00        96.6658       0.381673       0.378373                 NaN            NaN  0.482741       0.166283                 NaN   1.92510                 NaN            NaN
  1270.49        2500.00        96.4090       0.433307       0.370850                 NaN            NaN  0.523406       0.182708                 NaN   2.08068                 NaN            NaN
  1269.28        2500.00        92.2395        1.12339       0.364712                 NaN            NaN   1.12370       0.390502                 NaN   4.62277       0.135430                 NaN
  1268.06        2500.00        99.0791       0.107732                 NaN            NaN            NaN  0.107004                 NaN            NaN  0.645371       0.607656E-001            NaN
  1266.85        2500.00        99.9675       0.153227E-001            NaN            NaN            NaN  0.123034E-002            NaN            NaN  0.155242E-001  0.429329E-003            NaN
  1265.64        2500.00        99.9622       0.195381E-001  0.133481E-005            NaN            NaN            NaN  0.884500E-004            NaN  0.178144E-001  0.398491E-003            NaN
  1264.42        2500.00        93.7198       0.273046        1.63665                 NaN            NaN  0.920491       0.550070E-001            NaN   3.39497                 NaN            NaN
  1263.21        2500.00        96.9946       0.871306E-001  0.739717                 NaN            NaN  0.442975                 NaN            NaN   1.73553                 NaN            NaN
  1262.00        2500.00        96.7533       0.294544       0.355070                 NaN            NaN  0.397599       0.176999                 NaN   1.94654       0.759264E-001            NaN
  1260.79        2500.00        97.9077       0.345692E-001  0.560598                 NaN            NaN  0.389123                 NaN            NaN   1.09597       0.120436E-001            NaN
  1259.57        2500.00        98.0289       0.410561                 NaN            NaN            NaN  0.268164       0.986254E-001            NaN   1.17118       0.225170E-001            NaN
  1258.36        2500.00        97.7963       0.433300                 NaN            NaN            NaN  0.308410       0.121001                 NaN   1.31655       0.243987E-001            NaN
  1257.15        2500.00        97.5925       0.304840       0.244813                 NaN            NaN  0.343989       0.649396E-001            NaN   1.40751       0.414255E-001            NaN
  1255.93        2500.00        97.9327       0.414550                 NaN            NaN            NaN  0.288586       0.109390                 NaN   1.23208       0.226803E-001            NaN
  1254.72        2500.00        97.5645       0.652528                 NaN            NaN            NaN  0.361559                 NaN            NaN   1.37085       0.505261E-001            NaN
  1253.51        2500.00        98.2941       0.549138E-001  0.270488                 NaN            NaN  0.252928       0.128096                 NaN  0.999517                 NaN            NaN
  1252.30        2500.00        96.5764       0.792276                 NaN            NaN            NaN  0.505933                 NaN            NaN   2.05427       0.711499E-001            NaN
  1251.08        2500.00        98.1192       0.524330                 NaN            NaN            NaN  0.272343       0.170403E-001            NaN  0.994210       0.729084E-001            NaN
  1249.87        2500.00        98.6584       0.357849E-001  0.305954                 NaN            NaN  0.164834                 NaN            NaN  0.820589       0.144299E-001            NaN
  1248.66        2500.00        97.1622       0.252470       0.448000                 NaN            NaN  0.451213       0.558959E-001            NaN   1.56359       0.666601E-001            NaN
  1247.44        2500.00        96.8581       0.532059       0.743246E-001            NaN            NaN  0.472268       0.234653                 NaN   1.82399       0.457642E-002            NaN
  1246.23        2500.00        98.2747       0.136638       0.181416                 NaN            NaN  0.205577       0.698496E-001            NaN   1.13178                 NaN            NaN
  1245.02        2500.00        99.0634       0.249023                 NaN            NaN            NaN  0.148321                 NaN            NaN  0.519323       0.199387E-001            NaN
  1243.80        2500.00        99.4391       0.150088                 NaN            NaN            NaN  0.617194E-001            NaN            NaN  0.346985       0.210011E-002            NaN
  1242.59        2500.00        97.2483       0.737244E-001  0.474688                 NaN            NaN  0.367522                 NaN            NaN   1.76950       0.662137E-001            NaN
  1241.38        2500.00        96.2318       0.646215       0.154928                 NaN            NaN  0.479842                 NaN            NaN   1.54783       0.852905E-001  0.854119     
  1240.17        2500.00        98.8534       0.127644                 NaN            NaN            NaN  0.933613E-001            NaN            NaN  0.898382       0.271735E-001            NaN
  1238.95        2500.00        94.9073       0.180742       0.303267                 NaN            NaN  0.521873       0.171391                 NaN   2.34612                 NaN   1.56933     
  1237.74        2500.00        97.1583       0.178190       0.123234                 NaN            NaN  0.288473       0.896877E-001            NaN   1.24926                 NaN  0.912838     
  1236.53        2500.00        87.1042        1.34175                 NaN            NaN            NaN   1.24232       0.504691                 NaN   5.61691       0.955214E-002   4.18053     
  1235.31        2500.00        88.4527       0.114814       0.751235                 NaN            NaN   1.15638       0.374935       0.143144E-003   5.21598                 NaN   3.93379     
  1234.10        2500.00        97.6762       0.243952                 NaN            NaN            NaN  0.221777       0.875730E-001            NaN   1.00738                 NaN  0.763118     
  1232.89        2500.00        87.7683        1.46793                 NaN            NaN            NaN   1.16865       0.460951                 NaN   5.26826                 NaN   3.86593     
  1231.67        2500.00        91.0584       0.746847                 NaN            NaN            NaN  0.837870       0.322972                 NaN   4.00324       0.150023E-001   3.01565     
  1230.46        2500.00        92.1283       0.684785                 NaN            NaN            NaN  0.744377       0.318529                 NaN   3.50868                 NaN   2.61533     
  1229.25        2500.00        91.5020       0.692737                 NaN            NaN            NaN  0.790905       0.329803                 NaN   3.81307                 NaN   2.87143     
  1228.04        2500.00        89.5437       0.881015                 NaN            NaN            NaN  0.945459       0.295496       0.204808E-004   4.76132       0.787200E-001   3.49428     
  1226.82        2500.00        91.4056       0.690969                 NaN            NaN            NaN  0.779860       0.326798                 NaN   3.91317                 NaN   2.88362     
  1225.61        2500.00        86.0721       0.989060                 NaN            NaN            NaN   1.21878       0.512031                 NaN   6.42204                 NaN   4.78601     
