|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.5/K22/K22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         Sp(TH)         ne             lc             ilm           
  1606.17        2500.00        99.0719       0.839521       0.885358E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.59        2500.00        99.0802       0.831544       0.882882E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1603.02        2500.00        99.0585       0.853504       0.880011E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.44        2500.00        99.1314       0.786767       0.818024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.87        2500.00        99.1043       0.813319       0.824259E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.30        2500.00        99.1190       0.799806       0.811512E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.72        2500.00        99.1242       0.794801       0.809662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.15        2500.00        99.1328       0.787989       0.791660E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.57        2500.00        99.1388       0.782928       0.782402E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1592.00        2500.00        99.1475       0.775533       0.769887E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.42        2500.00        99.1399       0.784300       0.758302E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.85        2500.00        99.1861       0.740133       0.737236E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.27        2500.00        99.1707       0.755752       0.735052E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.70        2500.00        98.4037        1.45473       0.141584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.13        2500.00        99.9753       0.222901E-001  0.242243E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.55        2500.00        99.3428       0.600542       0.567036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.98        2500.00        98.9654       0.991930       0.426596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.40        2500.00        99.2944       0.601378       0.104238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.83        2500.00        99.1381       0.790529       0.714156E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.25        2500.00        99.2973       0.643768       0.589653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.68        2500.00        99.2295       0.706403       0.640629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.10        2500.00        99.2344       0.703563       0.620274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.53        2500.00        99.2420       0.696231       0.617276E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.95        2500.00        99.2475       0.692377       0.601693E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.38        2500.00        99.2530       0.687121       0.598495E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.81        2500.00        99.2601       0.682348       0.575513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.23        2500.00        99.2655       0.678314       0.562026E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.66        2500.00        99.2705       0.672491       0.569781E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.08        2500.00        99.2794       0.664010       0.565669E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.51        2500.00        99.2867       0.659608       0.536594E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.93        2500.00        99.0060       0.905978       0.880626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.36        2500.00        99.5805       0.404056       0.154739E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.78        2500.00        99.3011       0.647971       0.509166E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.21        2500.00        99.3051       0.645646       0.492260E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.64        2500.00        99.3115       0.639321       0.492020E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.06        2500.00        99.6567       0.320161       0.231762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.49        2500.00        98.9763       0.953871       0.698315E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.91        2500.00        99.3264       0.628435       0.451287E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.34        2500.00        99.3313       0.624409       0.442431E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.76        2500.00        99.3356       0.620764       0.436802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.19        2500.00        99.3396       0.618492       0.418808E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.61        2500.00        99.3451       0.613762       0.411231E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.04        2500.00        99.3492       0.610276       0.405494E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.47        2500.00        99.3530       0.607076       0.398995E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.89        2500.00        99.3535       0.610416       0.360492E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.32        2500.00        99.3623       0.601058       0.366685E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.74        2500.00        99.3645       0.599978       0.355097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.17        2500.00        99.3696       0.594635       0.357667E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.59        2500.00        99.3742       0.588965       0.368277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.02        2500.00        99.3781       0.591127       0.307668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.44        2500.00        99.2520       0.711193       0.367959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.87        2500.00        99.5122       0.463166       0.246124E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.30        2500.00        99.3884       0.579588       0.319650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.72        2500.00        99.3936       0.577025       0.293938E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.15        2500.00        99.3961       0.574490       0.293835E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.57        2500.00        99.3652       0.459427       0.173003E-001  0.158064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.00        2500.00        99.1935                 NaN  0.234844E-002  0.804178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.42        2500.00        99.1877                 NaN            NaN  0.812348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.85        2500.00        99.1816                 NaN            NaN  0.818385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.27        2500.00        99.1767                 NaN            NaN  0.823328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.70        2500.00        99.1669                 NaN            NaN  0.833053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.13        2500.00        99.1396                 NaN            NaN  0.826734       0.336834E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.55        2500.00        98.6895                 NaN            NaN  0.786969       0.523560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.98        2500.00        98.7098                 NaN            NaN  0.514936       0.775273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.40        2500.00        98.6862                 NaN  0.343541E-001  0.472778       0.806713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.83        2500.00        98.7619                 NaN            NaN  0.496405       0.741666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.25        2500.00        98.7402                 NaN            NaN  0.758185       0.501601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.68        2500.00        98.7554                 NaN            NaN  0.496082       0.748553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.10        2500.00        98.7674                 NaN  0.354928E-002  0.485719       0.743373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.53        2500.00        98.7782                 NaN            NaN  0.735318       0.486483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.96        2500.00        98.7937                 NaN  0.166874E-001  0.733915       0.455673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.38        2500.00        98.8073                 NaN  0.370005E-001  0.421454       0.734246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.81        2500.00        98.8187                 NaN  0.353002E-001  0.726810       0.419207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.8295                 NaN  0.337106E-001  0.417114       0.719654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.66        2500.00        98.8404                 NaN  0.322320E-001  0.414337       0.713073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.08        2500.00        98.8504                 NaN  0.306809E-001  0.705031       0.413897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.51        2500.00        98.8613                 NaN  0.292326E-001  0.699376       0.410128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.93        2500.00        98.8707                 NaN  0.279601E-001  0.694232       0.407148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.36        2500.00        98.8808                 NaN  0.263455E-001  0.405585       0.687230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.79        2500.00        98.8894                 NaN  0.252206E-001  0.402887       0.682513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.21        2500.00        98.9010                 NaN  0.235627E-001  0.674935       0.400454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.64        2500.00        98.9057                 NaN  0.223781E-001  0.399391       0.672499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.06        2500.00        98.9194                 NaN  0.213701E-001  0.664201       0.395037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.49        2500.00        98.9202                 NaN  0.194693E-001  0.398378       0.661914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.91        2500.00        98.9459                 NaN  0.184158E-001  0.647068       0.388600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.34        2500.00        98.9431                 NaN  0.176317E-001  0.390244       0.649047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.76        2500.00        98.9526                 NaN  0.161857E-001  0.643198       0.387968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.19        2500.00        98.9602                 NaN  0.150543E-001  0.386309       0.638473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00        98.9670                 NaN  0.138268E-001  0.634513       0.384653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.04        2500.00        98.9766                 NaN  0.129320E-001  0.381977       0.628541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.47        2500.00        98.9829                 NaN  0.122137E-001  0.379377       0.625506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.89        2500.00        98.9908                 NaN  0.101249E-001  0.378531       0.620565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.32        2500.00        98.9968                 NaN  0.971044E-002  0.376782       0.616721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.74        2500.00        99.0042                 NaN  0.838488E-002  0.613121       0.374246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.17        2500.00        99.0121                 NaN  0.774064E-002  0.608454       0.371721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.59        2500.00        99.0620                 NaN  0.700483E-002  0.577341       0.353689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.02        2500.00        98.9796                 NaN  0.106404E-003  0.626622       0.393652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.44        2500.00        99.0309                 NaN  0.577231E-002  0.598538       0.364787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.87        2500.00        99.0379                 NaN  0.746117E-002  0.595408       0.359215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.30        2500.00        97.8841                 NaN  0.182109       0.656340       0.735761       0.541673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.72        2500.00        97.4272                 NaN  0.259064       0.781444       0.765997       0.766262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.15        2500.00        97.4805                 NaN  0.257465       0.766935       0.744296       0.750799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.57        2500.00        97.5382                 NaN  0.254975       0.722364       0.750659       0.733793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.00        2500.00        97.5884                 NaN  0.253382       0.736791       0.702225       0.719201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1442.42        2500.00        97.6409                 NaN  0.251552       0.681250       0.722329       0.703961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.85        2500.00        97.6935                 NaN  0.248459       0.663337       0.706603       0.688083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1439.27        2500.00        97.7372                 NaN  0.247552       0.694708       0.644964       0.675572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1437.70        2500.00        97.7832                 NaN  0.245790       0.627002       0.682037       0.662013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.13        2500.00        97.8268                 NaN  0.244272       0.610044       0.669672       0.649237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1434.55        2500.00        97.8680                 NaN  0.243043       0.658555       0.593049       0.637322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1432.98        2500.00        97.9090                 NaN  0.241000       0.646782       0.578469       0.624781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.40        2500.00        97.9502                 NaN  0.239591       0.562263       0.635111       0.612874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1429.83        2500.00        97.9865                 NaN  0.238528       0.547395       0.625352       0.602225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.25        2500.00        98.0231                 NaN  0.237227       0.534292       0.614147       0.591272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.68        2500.00        98.0619                 NaN  0.235334       0.519635       0.603464       0.579628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1425.10        2500.00        98.0963                 NaN  0.234530       0.593316       0.506305       0.569558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.53        2500.00        98.1267                 NaN  0.233213       0.585287       0.494134       0.560624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.96        2500.00        98.1600                 NaN  0.232621       0.481204       0.575073       0.551085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1420.38        2500.00        98.1941                 NaN  0.229960       0.469053       0.566811       0.540119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.81        2500.00        98.2232                 NaN  0.229573       0.457315       0.557975       0.531901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1417.23        2500.00        98.2522                 NaN  0.228708       0.550426       0.445541       0.523094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1415.66        2500.00        98.2816                 NaN  0.227589       0.541851       0.434414       0.514520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1414.08        2500.00        98.3087                 NaN  0.226621       0.534054       0.424352       0.506288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1412.51        2500.00        98.3382                 NaN  0.225061       0.413733       0.525363       0.497605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1410.93        2500.00        98.3545                 NaN  0.226621       0.404869       0.521013       0.492961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1409.36        2500.00        98.3917                 NaN  0.223254       0.513540       0.390084       0.481404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1407.79        2500.00        98.4189                 NaN  0.220289       0.385898       0.502287       0.472613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1406.21        2500.00        98.4372                 NaN  0.221625       0.498080       0.375343       0.467732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1404.64        2500.00        98.4609                 NaN  0.220728       0.366881       0.490881       0.460623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1403.06        2500.00        98.4840                 NaN  0.219718       0.357937       0.484681       0.453638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.49        2500.00        98.5035                 NaN  0.219264       0.350447       0.478860       0.447916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1399.91        2500.00        98.4544                 NaN  0.232743       0.349088       0.495528       0.468222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1398.34        2500.00        98.6382                 NaN  0.200501       0.435246       0.324069       0.402032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1396.76        2500.00        98.5699                 NaN  0.216260       0.461025       0.325096       0.427745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1395.19        2500.00        98.5891                 NaN  0.215437       0.455273       0.318534       0.421643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1393.62        2500.00        98.6111                 NaN  0.213984       0.311468       0.448495       0.414935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1392.04        2500.00        98.6298                 NaN  0.213786       0.303405       0.443533       0.409503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1390.47        2500.00        98.6485                 NaN  0.212122       0.297741       0.438161       0.403448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1388.89        2500.00        98.6580                 NaN  0.211879       0.435125       0.294398       0.400637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1387.32        2500.00        98.6931                 NaN  0.210983       0.280308       0.426097       0.389490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1385.74        2500.00        98.7015                 NaN  0.209737       0.278276       0.423204       0.387236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1384.17        2500.00        98.7185                 NaN  0.208837       0.418155       0.272367       0.382095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1382.59        2500.00        98.7361                 NaN  0.207704       0.265954       0.413595       0.376696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1381.02        2500.00        98.7507                 NaN  0.207336       0.410413       0.259035       0.372544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1379.45        2500.00        98.7498                 NaN  0.209484       0.404196       0.261338       0.375160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1377.87        2500.00        98.8038                 NaN  0.200922       0.397250       0.245447       0.352539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1376.30        2500.00        98.7983                 NaN  0.203755       0.395411       0.245279       0.357264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1374.72        2500.00        98.8132                 NaN  0.202708       0.240610       0.390857       0.352667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1373.15        2500.00        98.8271                 NaN  0.202114       0.235089       0.387163       0.348495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1371.57        2500.00        98.8428                 NaN  0.199959       0.382492       0.231643       0.343129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1370.00        2500.00        98.8557                 NaN  0.199663       0.379131       0.226173       0.339341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1368.42        2500.00        98.8694                 NaN  0.198131       0.374946       0.222696       0.334877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1366.85        2500.00        98.8819                 NaN  0.196805       0.219374       0.371089       0.330846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1365.27        2500.00        98.8955                 NaN  0.195748       0.366980       0.215187       0.326577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1363.70        2500.00        98.9089                 NaN  0.194155       0.211544       0.363106       0.322321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1362.13        2500.00        98.9209                 NaN  0.193720       0.360150       0.206489       0.318709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1360.55        2500.00        98.9339                 NaN  0.191174       0.205351       0.355335       0.314212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1358.98        2500.00        98.9456                 NaN  0.190460       0.201159       0.352163       0.310657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1357.40        2500.00        98.9574                 NaN  0.188965       0.197985       0.348808       0.306793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1355.83        2500.00        98.9687                 NaN  0.187790       0.194994       0.345250       0.303250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1354.25        2500.00        98.9809                 NaN  0.185820       0.341231       0.192765       0.299247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1352.68        2500.00        98.9905                 NaN  0.184295       0.191088       0.338060       0.296042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1351.10        2500.00        99.0014                 NaN  0.182904       0.187842       0.335506       0.292326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1349.53        2500.00        99.0123                 NaN  0.181171       0.331596       0.186114       0.288830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1347.96        2500.00        99.0221                 NaN  0.179516       0.328462       0.184373       0.285579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1346.38        2500.00        99.0324                 NaN  0.177726       0.182344       0.325375       0.282163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1344.81        2500.00        99.0426                 NaN  0.176030       0.180807       0.321695       0.278872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1343.23        2500.00        99.0527                 NaN  0.174258       0.318466       0.179081       0.275488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1341.66        2500.00        99.0614                 NaN  0.173656       0.316362       0.175810       0.272778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1340.08        2500.00        99.0716                 NaN  0.167180       0.182430       0.310171       0.268618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1338.51        2500.00        99.0805                 NaN  0.170407       0.309761       0.172804       0.266495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1336.93        2500.00        99.0895                 NaN  0.166460       0.305999       0.174945       0.263135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1335.36        2500.00        99.0980                 NaN  0.164104       0.175223       0.302546       0.260160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1333.79        2500.00        99.1074                 NaN  0.162730       0.173089       0.299526       0.257214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1332.21        2500.00        99.1152                 NaN  0.159892       0.296056       0.174541       0.254319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1330.64        2500.00        99.1228                 NaN  0.157622       0.174867       0.293066       0.251655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1329.06        2500.00        99.1321                 NaN  0.155840       0.290309       0.173073       0.248636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1327.49        2500.00        99.1398                 NaN  0.153164       0.174211       0.286919       0.245896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1325.91        2500.00        99.1480                 NaN  0.153057       0.284861       0.170506       0.243533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1324.34        2500.00        99.1559                 NaN  0.147740       0.175975       0.280169       0.240179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1322.76        2500.00        99.1628                 NaN  0.146060       0.175188       0.278015       0.237937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
