|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2/EETA/EETA_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        ilm            q              hed           
  1337.19        500.000        99.3819       0.238118       0.613284E-001            NaN  0.104379                 NaN  0.214262                 NaN            NaN            NaN            NaN
  1336.13        500.000        99.3899       0.614371E-001  0.234916                 NaN  0.102604                 NaN  0.211121                 NaN            NaN            NaN            NaN
  1335.07        500.000        99.3936       0.234906       0.585555E-001            NaN  0.102916                 NaN  0.210015                 NaN            NaN            NaN            NaN
  1334.01        500.000        99.3999       0.232470       0.574345E-001            NaN  0.102349                 NaN  0.207870                 NaN            NaN            NaN            NaN
  1332.95        500.000        99.4048       0.564686E-001  0.231140                 NaN  0.101566                 NaN  0.206031                 NaN            NaN            NaN            NaN
  1331.89        500.000        99.4102       0.229685       0.551776E-001            NaN  0.100835                 NaN  0.204066                 NaN            NaN            NaN            NaN
  1330.83        500.000        99.4153       0.227844       0.545252E-001            NaN  0.100051                 NaN  0.202252                 NaN            NaN            NaN            NaN
  1329.77        500.000        99.4209       0.226716       0.513036E-001            NaN  0.100493                 NaN  0.200590                 NaN            NaN            NaN            NaN
  1328.71        500.000        99.4260       0.517503E-001  0.225190                 NaN  0.987326E-001            NaN  0.198287                 NaN            NaN            NaN            NaN
  1327.65        500.000        99.4301       0.223905       0.506200E-001            NaN  0.984102E-001            NaN  0.196987                 NaN            NaN            NaN            NaN
  1326.59        500.000        99.4357       0.494566E-001  0.222329                 NaN  0.975753E-001            NaN  0.194940                 NaN            NaN            NaN            NaN
  1325.53        500.000        99.4396       0.220991       0.496777E-001            NaN  0.963848E-001            NaN  0.193350                 NaN            NaN            NaN            NaN
  1324.47        500.000        99.4450       0.219463       0.481208E-001            NaN  0.959365E-001            NaN  0.191448                 NaN            NaN            NaN            NaN
  1323.41        500.000        99.4496       0.478773E-001  0.217728                 NaN  0.950556E-001            NaN  0.189780                 NaN            NaN            NaN            NaN
  1322.35        500.000        99.4542       0.465989E-001  0.216652                 NaN  0.944523E-001            NaN  0.188145                 NaN            NaN            NaN            NaN
  1321.29        500.000        99.4585       0.214957       0.468211E-001            NaN  0.932792E-001            NaN  0.186412                 NaN            NaN            NaN            NaN
  1320.23        500.000        99.4624       0.448615E-001  0.214532                 NaN  0.931228E-001            NaN  0.185131                 NaN            NaN            NaN            NaN
  1319.17        500.000        99.4679       0.211776       0.466457E-001            NaN  0.909684E-001            NaN  0.182711                 NaN            NaN            NaN            NaN
  1318.11        500.000        99.4709       0.211255       0.453448E-001            NaN  0.907271E-001            NaN  0.181751                 NaN            NaN            NaN            NaN
  1317.04        500.000        99.4769       0.208709       0.450844E-001            NaN  0.897096E-001            NaN  0.179596                 NaN            NaN            NaN            NaN
  1315.98        500.000        99.4804       0.449100E-001  0.207643                 NaN  0.888341E-001            NaN  0.178227                 NaN            NaN            NaN            NaN
  1314.92        500.000        99.4847       0.205930       0.448714E-001            NaN  0.878440E-001            NaN  0.176614                 NaN            NaN            NaN            NaN
  1313.86        500.000        99.4877       0.205724       0.427075E-001            NaN  0.880776E-001            NaN  0.175767                 NaN            NaN            NaN            NaN
  1312.80        500.000        99.4937       0.201761       0.471575E-001            NaN  0.845659E-001            NaN  0.172844                 NaN            NaN            NaN            NaN
  1311.74        500.000        99.4967       0.201417       0.452808E-001            NaN  0.846288E-001            NaN  0.171993                 NaN            NaN            NaN            NaN
  1310.68        500.000        99.5009       0.456199E-001  0.199592                 NaN  0.835336E-001            NaN  0.170396                 NaN            NaN            NaN            NaN
  1309.62        500.000        99.5047       0.198323       0.454200E-001            NaN  0.826007E-001            NaN  0.169005                 NaN            NaN            NaN            NaN
  1308.56        500.000        99.5082       0.464602E-001  0.196637                 NaN  0.812351E-001            NaN  0.167511                 NaN            NaN            NaN            NaN
  1307.50        500.000        99.5121       0.194924       0.467868E-001            NaN  0.801388E-001            NaN  0.166004                 NaN            NaN            NaN            NaN
  1306.44        500.000        99.5151       0.470074E-001  0.194093                 NaN  0.790040E-001            NaN  0.164774                 NaN            NaN            NaN            NaN
  1305.38        500.000        99.5194       0.191599       0.483689E-001            NaN  0.775572E-001            NaN  0.163076                 NaN            NaN            NaN            NaN
  1304.32        500.000        99.5228       0.190100       0.488497E-001            NaN  0.764569E-001            NaN  0.161768                 NaN            NaN            NaN            NaN
  1303.26        500.000        99.5263       0.188803       0.490215E-001            NaN  0.754732E-001            NaN  0.160408                 NaN            NaN            NaN            NaN
  1302.20        500.000        99.5290       0.187412       0.501471E-001            NaN  0.741645E-001            NaN  0.159305                 NaN            NaN            NaN            NaN
  1301.14        500.000        99.5335       0.185082       0.513287E-001            NaN  0.726108E-001            NaN  0.157454                 NaN            NaN            NaN            NaN
  1300.08        500.000        99.5349       0.482608E-001  0.186239                 NaN  0.733285E-001            NaN  0.157321                 NaN            NaN            NaN            NaN
  1299.02        500.000        99.5412       0.191630       0.204223E-001            NaN  0.890285E-001            NaN  0.157714                 NaN            NaN            NaN            NaN
  1297.96        500.000        99.5435       0.881523E-001  0.169062                 NaN  0.492729E-001            NaN  0.150027                 NaN            NaN            NaN            NaN
  1296.90        500.000        99.5461       0.178952       0.547727E-001            NaN  0.677599E-001            NaN  0.152416                 NaN            NaN            NaN            NaN
  1295.84        500.000        99.5490       0.566570E-001  0.176829                 NaN  0.662534E-001            NaN  0.151237                 NaN            NaN            NaN            NaN
  1294.78        500.000        99.5520       0.611491E-001  0.173592                 NaN  0.634574E-001            NaN  0.149820                 NaN            NaN            NaN            NaN
  1293.72        500.000        99.5560       0.175596       0.533119E-001            NaN  0.661462E-001            NaN  0.148962                 NaN            NaN            NaN            NaN
  1292.66        500.000        99.5583       0.170906       0.619297E-001            NaN  0.615706E-001            NaN  0.147293                 NaN            NaN            NaN            NaN
  1291.60        500.000        99.5612       0.169722       0.619347E-001            NaN  0.608437E-001            NaN  0.146273                 NaN            NaN            NaN            NaN
  1290.54        500.000        99.5640       0.167848       0.635599E-001            NaN  0.594640E-001            NaN  0.145159                 NaN            NaN            NaN            NaN
  1289.48        500.000        99.5667       0.166349       0.647272E-001            NaN  0.581428E-001            NaN  0.144045                 NaN            NaN            NaN            NaN
  1288.42        500.000        99.5695       0.673842E-001  0.163754                 NaN  0.565028E-001            NaN  0.142860                 NaN            NaN            NaN            NaN
  1287.36        500.000        99.5724       0.673713E-001  0.162501                 NaN  0.558334E-001            NaN  0.141905                 NaN            NaN            NaN            NaN
  1286.29        500.000        99.5751       0.717828E-001  0.159576                 NaN  0.531424E-001            NaN  0.140389                 NaN            NaN            NaN            NaN
  1285.23        500.000        99.5768       0.158088       0.735578E-001            NaN  0.518434E-001            NaN  0.139691                 NaN            NaN            NaN            NaN
  1284.17        500.000        99.5800       0.734791E-001  0.156677                 NaN  0.512173E-001            NaN  0.138614                 NaN            NaN            NaN            NaN
  1283.11        500.000        99.5820       0.766087E-001  0.154707                 NaN  0.491782E-001            NaN  0.137542                 NaN            NaN            NaN            NaN
  1282.05        500.000        99.5848       0.151158       0.797090E-001            NaN  0.477373E-001            NaN  0.136598                 NaN            NaN            NaN            NaN
  1280.99        500.000        99.5871       0.799655E-001  0.150830                 NaN  0.466095E-001            NaN  0.135476                 NaN            NaN            NaN            NaN
  1279.93        500.000        99.5898       0.147866       0.832796E-001            NaN  0.447116E-001            NaN  0.134378                 NaN            NaN            NaN            NaN
  1278.87        500.000        99.5909       0.145264       0.870376E-001            NaN  0.429793E-001            NaN  0.133791                 NaN            NaN            NaN            NaN
  1277.81        500.000        94.5131       0.429984        1.03001                 NaN            NaN            NaN  0.697538        3.32933                 NaN            NaN            NaN
  1276.75        500.000        94.5065       0.421224        1.03912                 NaN  0.461251E-005            NaN  0.698381        3.33473                 NaN            NaN            NaN
  1275.69        500.000        94.7463        1.01181       0.392762                 NaN            NaN            NaN  0.672128        3.17697                 NaN            NaN            NaN
  1274.63        500.000        94.9639       0.990192       0.363785                 NaN            NaN            NaN  0.648319        3.03378                 NaN            NaN            NaN
  1273.57        500.000        95.1751       0.333380       0.970677                 NaN            NaN            NaN  0.624908        2.89590                 NaN            NaN            NaN
  1272.51        500.000        93.3301       0.755644       0.916632                 NaN            NaN            NaN  0.852739        4.02782       0.117069                 NaN            NaN
  1271.45        500.000        93.4073       0.436160        1.05325                 NaN  0.117003                 NaN  0.852374        3.99981       0.134096                 NaN            NaN
  1270.39        500.000        93.8726       0.222203        1.10692                 NaN  0.155935                 NaN  0.798920        3.71747       0.125967                 NaN            NaN
  1269.33        500.000        94.2695       0.155341        1.08778                 NaN  0.149964                 NaN  0.750520        3.46945       0.117463                 NaN            NaN
  1268.27        500.000        94.6090       0.200918       0.995780                 NaN  0.125423                 NaN  0.708771        3.25124       0.108849                 NaN            NaN
  1267.21        500.000        94.9316       0.933705E-001   1.02330                 NaN  0.127522                 NaN  0.669086        3.05264       0.102441                 NaN            NaN
  1266.15        500.000        95.2069       0.126324       0.948277                 NaN  0.110244                 NaN  0.634992        2.87762       0.956676E-001            NaN            NaN
  1265.09        500.000        95.4626       0.959856       0.560002E-001            NaN  0.108128                 NaN  0.603258        2.71979       0.903523E-001            NaN            NaN
  1264.03        500.000        95.6943       0.964675       0.314480E-002            NaN  0.102341                 NaN  0.574227        2.57604       0.852830E-001            NaN            NaN
  1262.97        500.000        95.8953       0.912380       0.286730E-001            NaN  0.861395E-001            NaN  0.549095        2.44835       0.801035E-001            NaN            NaN
  1261.91        500.000        96.0818       0.903384                 NaN            NaN  0.806996E-001            NaN  0.526016        2.33235       0.757677E-001            NaN            NaN
  1260.85        500.000        96.2734       0.842323                 NaN            NaN  0.906599E-001            NaN  0.500284        2.22030       0.730495E-001            NaN            NaN
  1259.79        500.000        96.4249       0.816909                 NaN            NaN  0.825347E-001            NaN  0.481500        2.12492       0.691917E-001            NaN            NaN
  1258.73        500.000        96.5813       0.771283                 NaN            NaN  0.863319E-001            NaN  0.461186        2.03339       0.664919E-001            NaN            NaN
  1257.67        500.000        96.7016       0.774633                 NaN            NaN  0.647993E-001            NaN  0.446011        1.95074       0.622385E-001            NaN            NaN
  1256.60        500.000        96.8348       0.742796                 NaN            NaN  0.622097E-001            NaN  0.428665        1.87195       0.595610E-001            NaN            NaN
  1255.54        500.000        96.9579       0.705045                 NaN            NaN  0.674559E-001            NaN  0.412425        1.79973       0.574317E-001            NaN            NaN
  1254.48        500.000        97.0657       0.688958                 NaN            NaN  0.595461E-001            NaN  0.398361        1.73271       0.547053E-001            NaN            NaN
  1253.42        500.000        97.1762       0.644344                 NaN            NaN  0.721465E-001            NaN  0.383549        1.67048       0.532923E-001            NaN            NaN
  1252.36        500.000        97.2667       0.643084                 NaN            NaN  0.565266E-001            NaN  0.371584        1.61164       0.504171E-001            NaN            NaN
  1251.30        500.000        97.3596       0.625487                 NaN            NaN  0.518197E-001            NaN  0.359317        1.55557       0.482169E-001            NaN            NaN
  1250.24        500.000        97.4475       0.600018                 NaN            NaN  0.543556E-001            NaN  0.347415        1.50413       0.465835E-001            NaN            NaN
  1249.18        500.000        97.5283       0.580998                 NaN            NaN  0.533997E-001            NaN  0.336467        1.45601       0.448501E-001            NaN            NaN
  1248.12        500.000        97.6059       0.564128                 NaN            NaN  0.512861E-001            NaN  0.325972        1.40965       0.431068E-001            NaN            NaN
  1247.06        500.000        97.6791       0.549408                 NaN            NaN  0.483355E-001            NaN  0.315983        1.36576       0.414220E-001            NaN            NaN
  1246.00        500.000        97.7509       0.528400                 NaN            NaN  0.503030E-001            NaN  0.306064        1.32430       0.400639E-001            NaN            NaN
  1244.94        500.000        97.8137       0.512251                 NaN            NaN  0.507723E-001            NaN  0.297286        1.28719       0.387518E-001            NaN            NaN
  1243.88        500.000        97.8778       0.501971                 NaN            NaN  0.461041E-001            NaN  0.288488        1.24852       0.371504E-001            NaN            NaN
  1242.82        500.000        97.9376       0.484215                 NaN            NaN  0.480002E-001            NaN  0.280122        1.21406       0.359998E-001            NaN            NaN
  1241.76        500.000        97.9935       0.479280                 NaN            NaN  0.406899E-001            NaN  0.272467        1.17969       0.343865E-001            NaN            NaN
  1240.70        500.000        98.0548       0.459441                 NaN            NaN  0.430129E-001            NaN  0.263832        1.14565       0.332915E-001            NaN            NaN
  1239.64        500.000        98.0952       0.457106                 NaN            NaN  0.386196E-001            NaN  0.257893        1.11914       0.320634E-001            NaN            NaN
  1238.58        500.000        98.1494       0.446152                 NaN            NaN  0.356635E-001            NaN  0.250397        1.08761       0.307895E-001            NaN            NaN
  1237.52        500.000        98.1979       0.433906                 NaN            NaN  0.353578E-001            NaN  0.243515        1.05953       0.297475E-001            NaN            NaN
  1236.46        500.000        98.2436       0.423623                 NaN            NaN  0.342213E-001            NaN  0.236986        1.03289       0.287091E-001            NaN            NaN
  1235.40        500.000        98.2879       0.414532                 NaN            NaN  0.324341E-001            NaN  0.230676        1.00676       0.276767E-001            NaN            NaN
  1234.34        500.000        98.3281       0.407874                 NaN            NaN  0.297296E-001            NaN  0.224818       0.982859       0.266191E-001            NaN            NaN
  1233.28        500.000        98.3702       0.398633                 NaN            NaN  0.284450E-001            NaN  0.218746       0.958253       0.256882E-001            NaN            NaN
  1232.22        500.000        98.4069       0.392984                 NaN            NaN  0.257347E-001            NaN  0.213468       0.936143       0.247304E-001            NaN            NaN
  1231.16        500.000        98.4435       0.392078                 NaN            NaN  0.191227E-001            NaN  0.208266       0.913487       0.235258E-001            NaN            NaN
  1230.10        500.000        98.4800       0.381825                 NaN            NaN  0.198344E-001            NaN  0.202928       0.892563       0.228114E-001            NaN            NaN
  1229.04        500.000        98.5129       0.381463                 NaN            NaN  0.137399E-001            NaN  0.198152       0.871975       0.217536E-001            NaN            NaN
  1227.98        500.000        98.5458       0.375511                 NaN            NaN  0.118335E-001            NaN  0.193462       0.852476       0.209147E-001            NaN            NaN
  1226.92        500.000        98.5772       0.369880                 NaN            NaN  0.100092E-001            NaN  0.188698       0.834093       0.201439E-001            NaN            NaN
  1225.85        500.000        98.6077       0.365752                 NaN            NaN  0.733147E-002            NaN  0.184434       0.815428       0.193424E-001            NaN            NaN
  1224.79        500.000        98.6364       0.362923                 NaN            NaN  0.393499E-002            NaN  0.180007       0.798242       0.185100E-001            NaN            NaN
  1223.73        500.000        98.6647       0.355421                 NaN            NaN  0.437685E-002            NaN  0.175901       0.781605       0.179559E-001            NaN            NaN
  1222.67        500.000        98.6924       0.353375                 NaN            NaN  0.262501E-003            NaN  0.172783       0.764341       0.168344E-001            NaN            NaN
  1221.61        500.000        98.7215       0.346206                 NaN            NaN            NaN            NaN  0.167592       0.748165       0.164998E-001            NaN            NaN
  1220.55        500.000        98.7465       0.339606                 NaN            NaN            NaN            NaN  0.164403       0.733628       0.158256E-001            NaN            NaN
  1219.49        500.000        98.7736       0.332732                 NaN            NaN            NaN            NaN  0.160823       0.717782       0.150968E-001            NaN            NaN
  1218.43        500.000        98.8019       0.324737                 NaN            NaN            NaN            NaN  0.156033       0.702491       0.148052E-001            NaN            NaN
  1217.37        500.000        98.8259       0.318213                 NaN            NaN            NaN            NaN  0.152944       0.688847       0.141185E-001            NaN            NaN
  1216.31        500.000        98.8522       0.311140                 NaN            NaN            NaN            NaN  0.149294       0.673793       0.135963E-001            NaN            NaN
  1215.25        500.000        98.8744       0.305366                 NaN            NaN            NaN            NaN  0.146333       0.660863       0.130652E-001            NaN            NaN
  1214.19        500.000        98.8999       0.298102                 NaN            NaN            NaN            NaN  0.141752       0.647456       0.128273E-001            NaN            NaN
  1213.13        500.000        98.9187       0.285497                 NaN            NaN  0.176352E-002            NaN  0.140831       0.641010       0.121819E-001            NaN            NaN
  1212.07        500.000        98.3592       0.288619       0.270783E-001            NaN            NaN            NaN  0.196373        1.09795       0.307684E-001            NaN            NaN
  1211.01        500.000        98.8228       0.119348       0.197539                 NaN  0.405718E-005            NaN  0.142950       0.702317       0.150375E-001            NaN            NaN
  1209.95        500.000        93.5462       0.176503E-001            NaN            NaN  0.413364                 NaN  0.533444        3.02797       0.545555E-001   2.40684                 NaN
  1208.89        500.000        97.3609       0.231521E-002  0.422359                 NaN            NaN            NaN  0.323503        1.12335       0.838163E-002  0.759219                 NaN
  1207.83        500.000        90.3459       0.946818       0.375378       0.182269E-005            NaN            NaN  0.751125        3.67101       0.408063E-001   3.86898                 NaN
  1206.77        500.000        98.7847       0.433879                 NaN            NaN            NaN            NaN  0.144192       0.172594                 NaN  0.464611                 NaN
  1205.71        500.000        92.8190       0.882003                 NaN            NaN            NaN            NaN  0.599787        2.82347       0.226059E-001   2.85311                 NaN
  1204.65        500.000        91.3785       0.231232       0.495935       0.278378                 NaN            NaN  0.699359        3.40148       0.404461E-001   3.47466                 NaN
  1203.59        500.000        76.7643        2.47130                 NaN            NaN  0.210007                 NaN   1.95577        9.15952       0.977587E-001   9.34135                 NaN
  1202.53        500.000        99.4194       0.303274E-001  0.320718E-001            NaN  0.387173E-002            NaN  0.501452E-001  0.231971       0.228376E-002  0.229943                 NaN
  1201.47        500.000        99.9999                 NaN            NaN            NaN  0.675895E-005            NaN  0.547780E-005  0.186386E-004            NaN  0.208939E-004            NaN
  1200.41        500.000        99.9998       0.217667E-004            NaN            NaN            NaN            NaN  0.156157E-004  0.827374E-004  0.116614E-005  0.828161E-004            NaN
