|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.75/EETA/EETA_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           an             San(TH)        ilm            q              O(HP)         
  1372.86        500.000                 NaN   98.7222       0.420427       0.395383                 NaN  0.206246E-001  0.441323                 NaN            NaN            NaN            NaN
  1371.79        500.000                 NaN   99.1799       0.270042       0.253878                 NaN  0.131144E-001  0.283037                 NaN            NaN            NaN            NaN
  1370.72        500.000                 NaN   99.1912       0.265594       0.251384                 NaN  0.127836E-001  0.279086                 NaN            NaN            NaN            NaN
  1369.66        500.000                 NaN   99.2018       0.261888       0.248402                 NaN  0.124706E-001  0.275424                 NaN            NaN            NaN            NaN
  1368.59        500.000                 NaN   99.2141       0.257606       0.245170                 NaN  0.121711E-001  0.270962                 NaN            NaN            NaN            NaN
  1367.52        500.000                 NaN   99.2183       0.256778       0.242845                 NaN  0.120520E-001  0.270005                 NaN            NaN            NaN            NaN
  1366.45        500.000                 NaN   99.2414       0.238322       0.248116                 NaN  0.113888E-001  0.260789                 NaN            NaN            NaN            NaN
  1365.38        500.000                 NaN   99.2451       0.237036       0.246614                 NaN  0.112909E-001  0.259928                 NaN            NaN            NaN            NaN
  1364.31        500.000                 NaN   99.2553       0.234321       0.243123                 NaN  0.110062E-001  0.256271                 NaN            NaN            NaN            NaN
  1363.25        500.000                 NaN   99.2655       0.239247       0.231880                 NaN  0.107131E-001  0.252686                 NaN            NaN            NaN            NaN
  1362.18        500.000                 NaN   99.2749       0.236100       0.229257                 NaN  0.104630E-001  0.249288                 NaN            NaN            NaN            NaN
  1361.11        500.000                 NaN   99.2845       0.232378       0.227078                 NaN  0.101741E-001  0.245839                 NaN            NaN            NaN            NaN
  1360.04        500.000                 NaN   99.2928       0.224842       0.229442                 NaN  0.994813E-002  0.242981                 NaN            NaN            NaN            NaN
  1358.97        500.000                 NaN   99.3040       0.225414       0.222146                 NaN  0.963393E-002  0.238836                 NaN            NaN            NaN            NaN
  1357.90        500.000                 NaN   99.3104       0.220845       0.222874                 NaN  0.933942E-002  0.236573                 NaN            NaN            NaN            NaN
  1356.84        500.000                 NaN   99.3212       0.217723       0.219340                 NaN  0.912102E-002  0.232614                 NaN            NaN            NaN            NaN
  1355.77        500.000                 NaN   99.3285       0.216155       0.216395                 NaN  0.887985E-002  0.230041                 NaN            NaN            NaN            NaN
  1354.70        500.000                 NaN   99.3374       0.214042       0.213045                 NaN  0.865913E-002  0.226865                 NaN            NaN            NaN            NaN
  1353.63        500.000                 NaN   99.3455       0.211963       0.210151                 NaN  0.841917E-002  0.223984                 NaN            NaN            NaN            NaN
  1352.56        500.000                 NaN   99.3533       0.207290       0.210139                 NaN  0.816158E-002  0.221077                 NaN            NaN            NaN            NaN
  1351.49        500.000                 NaN   99.3608       0.204483       0.208404                 NaN  0.792243E-002  0.218413                 NaN            NaN            NaN            NaN
  1350.43        500.000                 NaN   99.3689       0.201131       0.206915                 NaN  0.765629E-002  0.215442                 NaN            NaN            NaN            NaN
  1349.36        500.000                 NaN   99.3765       0.198561       0.204704                 NaN  0.748600E-002  0.212769                 NaN            NaN            NaN            NaN
  1348.29        500.000                 NaN   99.3834       0.195805       0.203216                 NaN  0.726688E-002  0.210319                 NaN            NaN            NaN            NaN
  1347.22        500.000                 NaN   99.3912       0.201606       0.192847                 NaN  0.699294E-002  0.207366                 NaN            NaN            NaN            NaN
  1346.15        500.000                 NaN   99.3977       0.190295       0.200208                 NaN  0.677570E-002  0.204982                 NaN            NaN            NaN            NaN
  1345.08        500.000                 NaN   99.4045       0.187578       0.198880                 NaN  0.653612E-002  0.202547                 NaN            NaN            NaN            NaN
  1344.02        500.000                 NaN   99.4117       0.197032       0.184996                 NaN  0.634796E-002  0.199910                 NaN            NaN            NaN            NaN
  1342.95        500.000                 NaN   99.4178       0.195677       0.182740                 NaN  0.613275E-002  0.197657                 NaN            NaN            NaN            NaN
  1341.88        500.000                 NaN   99.4247       0.180037       0.194131                 NaN  0.593012E-002  0.195169                 NaN            NaN            NaN            NaN
  1340.81        500.000                 NaN   99.4312       0.192948       0.177339                 NaN  0.571930E-002  0.192824                 NaN            NaN            NaN            NaN
  1339.74        500.000                 NaN   99.4802       0.176479       0.162086                 NaN  0.512730E-002  0.176103                 NaN            NaN            NaN            NaN
  1338.67        500.000                 NaN   99.4002       0.185910       0.205311                 NaN  0.570608E-002  0.202888                 NaN            NaN            NaN            NaN
  1337.61        500.000                 NaN   99.4495       0.170002       0.189288                 NaN  0.510391E-002  0.186108                 NaN            NaN            NaN            NaN
  1336.54        500.000                 NaN   99.4547       0.187908       0.168050                 NaN  0.500493E-002  0.184304                 NaN            NaN            NaN            NaN
  1335.47        500.000                 NaN   99.4619       0.187075       0.164873                 NaN  0.466143E-002  0.181451                 NaN            NaN            NaN            NaN
  1334.40        500.000                 NaN   99.4670       0.185627       0.163155                 NaN  0.453616E-002  0.179725                 NaN            NaN            NaN            NaN
  1333.33        500.000                 NaN   99.4719       0.184831       0.160890                 NaN  0.437461E-002  0.178009                 NaN            NaN            NaN            NaN
  1332.26        500.000                 NaN   99.4786       0.158420       0.183491                 NaN  0.411905E-002  0.175327                 NaN            NaN            NaN            NaN
  1331.19        500.000                 NaN   99.4827       0.156475       0.183063                 NaN  0.391484E-002  0.173859                 NaN            NaN            NaN            NaN
  1330.13        500.000                 NaN   99.4886       0.154123       0.181740                 NaN  0.377091E-002  0.171779                 NaN            NaN            NaN            NaN
  1329.06        500.000                 NaN   99.4940       0.181295       0.151445                 NaN  0.352553E-002  0.169696                 NaN            NaN            NaN            NaN
  1327.99        500.000                 NaN   99.4982       0.150212       0.179923                 NaN  0.342556E-002  0.168205                 NaN            NaN            NaN            NaN
  1326.92        500.000                 NaN   99.5040       0.178819       0.147877                 NaN  0.323847E-002  0.166057                 NaN            NaN            NaN            NaN
  1325.85        500.000                 NaN   99.5084       0.145593       0.178618                 NaN  0.300618E-002  0.164341                 NaN            NaN            NaN            NaN
  1324.78        500.000                 NaN   99.5137       0.143235       0.177847                 NaN  0.282237E-002  0.162433                 NaN            NaN            NaN            NaN
  1323.72        500.000                 NaN   99.5142       0.192075       0.103578                 NaN  0.106746E-001  0.179487                 NaN            NaN            NaN            NaN
  1322.65        500.000                 NaN   99.5201       0.222571       0.109399                 NaN            NaN  0.147897                 NaN            NaN            NaN            NaN
  1321.58        500.000                 NaN   99.5306       0.187019       0.128340                 NaN            NaN  0.154017                 NaN            NaN            NaN            NaN
  1320.51        500.000                 NaN   99.5342       0.186046       0.126817                 NaN            NaN  0.152940                 NaN            NaN            NaN            NaN
  1319.44        500.000                 NaN   99.5375       0.129298       0.179586                 NaN  0.992059E-003  0.152674                 NaN            NaN            NaN            NaN
  1318.37        500.000                 NaN   99.5401       0.174345       0.131224                 NaN  0.176856E-002  0.152558                 NaN            NaN            NaN            NaN
  1317.31        500.000                 NaN   99.5441       0.129213       0.174046                 NaN  0.158255E-002  0.151016                 NaN            NaN            NaN            NaN
  1316.24        500.000                 NaN   99.5485       0.173514       0.127144                 NaN  0.143269E-002  0.149431                 NaN            NaN            NaN            NaN
  1315.17        500.000                 NaN   99.5523       0.173026       0.125375                 NaN  0.127159E-002  0.147995                 NaN            NaN            NaN            NaN
  1314.10        500.000                 NaN   99.5564       0.172538       0.123441                 NaN  0.111920E-002  0.146457                 NaN            NaN            NaN            NaN
  1313.03        500.000                 NaN   99.5603       0.172229       0.121616                 NaN  0.920023E-003  0.144981                 NaN            NaN            NaN            NaN
  1311.96        500.000                 NaN   99.5640       0.119684       0.171985                 NaN  0.761453E-003  0.143606                 NaN            NaN            NaN            NaN
  1310.90        500.000                 NaN   99.5679       0.171952       0.117437                 NaN  0.570780E-003  0.142093                 NaN            NaN            NaN            NaN
  1309.83        500.000                 NaN   99.5714       0.115927       0.171461                 NaN  0.440490E-003  0.140821                 NaN            NaN            NaN            NaN
  1308.76        500.000                 NaN   99.5751       0.113910       0.171341                 NaN  0.260926E-003  0.139398                 NaN            NaN            NaN            NaN
  1307.69        500.000                 NaN   99.5781       0.171605       0.111991                 NaN  0.834899E-004  0.138243                 NaN            NaN            NaN            NaN
  1306.62        500.000                 NaN   99.5817       0.110112       0.171035                 NaN            NaN  0.137158                 NaN            NaN            NaN            NaN
  1305.55        500.000                 NaN   99.5851       0.118495       0.156345                 NaN  0.225582E-002  0.137787                 NaN            NaN            NaN            NaN
  1304.49        500.000                 NaN   99.5886       0.107845       0.168824                 NaN            NaN  0.134702                 NaN            NaN            NaN            NaN
  1303.42        500.000                 NaN   99.5922       0.167786       0.106611                 NaN            NaN  0.133413                 NaN            NaN            NaN            NaN
  1302.35        500.000                 NaN   99.5944       0.166333       0.106308                 NaN  0.145254E-003  0.132816                 NaN            NaN            NaN            NaN
  1301.28        500.000                 NaN   99.5977       0.104343       0.166366                 NaN            NaN  0.131590                 NaN            NaN            NaN            NaN
  1300.21        500.000                 NaN   99.6011       0.165372       0.103071                 NaN            NaN  0.130477                 NaN            NaN            NaN            NaN
  1299.14        500.000                 NaN   99.6041       0.101811       0.164542                 NaN            NaN  0.129525                 NaN            NaN            NaN            NaN
  1298.08        500.000                 NaN   99.6078       0.100662       0.163279                 NaN            NaN  0.128250                 NaN            NaN            NaN            NaN
  1297.01        500.000                 NaN   99.6100       0.998572E-001  0.162681                 NaN            NaN  0.127484                 NaN            NaN            NaN            NaN
  1295.94        500.000                 NaN   99.6130       0.162130       0.983847E-001            NaN            NaN  0.126500                 NaN            NaN            NaN            NaN
  1294.87        500.000                 NaN   99.6158       0.973841E-001  0.161247                 NaN            NaN  0.125560                 NaN            NaN            NaN            NaN
  1293.80        500.000                 NaN   99.6187       0.160471       0.962205E-001            NaN            NaN  0.124585                 NaN            NaN            NaN            NaN
  1292.73        500.000                 NaN   99.6212       0.160130       0.948785E-001            NaN            NaN  0.123766                 NaN            NaN            NaN            NaN
  1291.67        500.000                 NaN   99.6246       0.158822       0.939417E-001            NaN            NaN  0.122643                 NaN            NaN            NaN            NaN
  1290.60        500.000                 NaN   99.6270       0.158382       0.927810E-001            NaN            NaN  0.121866                 NaN            NaN            NaN            NaN
  1289.53        500.000                 NaN   99.6301       0.157736       0.913187E-001            NaN            NaN  0.120827                 NaN            NaN            NaN            NaN
  1288.46        500.000                 NaN   99.6329       0.898670E-001  0.157299                 NaN            NaN  0.119971                 NaN            NaN            NaN            NaN
  1287.39        500.000                 NaN   99.6349       0.156786       0.890501E-001            NaN            NaN  0.119293                 NaN            NaN            NaN            NaN
  1286.32        500.000                 NaN   99.6383       0.155770       0.878356E-001            NaN            NaN  0.118108                 NaN            NaN            NaN            NaN
  1285.26        500.000                 NaN   96.0223       0.379257       0.645404                 NaN            NaN  0.509913        2.44318                 NaN            NaN            NaN
  1284.19        500.000                 NaN   94.7101       0.818808       0.483078                 NaN            NaN  0.650501        3.33746                 NaN            NaN            NaN
  1283.12        500.000                 NaN   95.0283       0.457211       0.769648                 NaN            NaN  0.614354        3.13047                 NaN            NaN            NaN
  1282.05        500.000                 NaN   95.3186       0.430187       0.727522                 NaN            NaN  0.581115        2.94259                 NaN            NaN            NaN
  1280.98        500.000                 NaN   95.5766       0.666956       0.423672                 NaN  0.246434E-002  0.553116        2.77716                 NaN            NaN            NaN
  1279.91        500.000                 NaN   95.8133       0.408300       0.623942                 NaN  0.322649E-002  0.526293        2.62498                 NaN            NaN            NaN
  1278.84        500.000                 NaN   96.0324       0.376940       0.606310                 NaN  0.169107E-002  0.499815        2.48285                 NaN            NaN            NaN
  1277.78        500.000                 NaN   96.2277       0.346685       0.592938                 NaN  0.324265E-003  0.476212        2.35615                 NaN            NaN            NaN
  1276.71        500.000                 NaN   96.4042       0.324126       0.574063                 NaN            NaN  0.455474        2.24216                 NaN            NaN            NaN
  1275.64        500.000                 NaN   96.5669       0.300416       0.558923                 NaN            NaN  0.436646        2.13709                 NaN            NaN            NaN
  1274.57        500.000                 NaN   96.7148       0.275489       0.548365                 NaN            NaN  0.419292        2.04207                 NaN            NaN            NaN
  1273.50        500.000                 NaN   96.8513       0.236016       0.554924                 NaN            NaN  0.403263        1.95449                 NaN            NaN            NaN
  1272.43        500.000                 NaN   96.9810       0.170586       0.588945                 NaN            NaN  0.387815        1.87170                 NaN            NaN            NaN
  1271.37        500.000                 NaN   97.0957       0.732017                 NaN            NaN            NaN  0.374053        1.79823                 NaN            NaN            NaN
  1270.30        500.000                 NaN   97.2086       0.704767                 NaN            NaN            NaN  0.360240        1.72639                 NaN            NaN            NaN
  1269.23        500.000                 NaN   97.3144       0.678930                 NaN            NaN            NaN  0.347239        1.65947                 NaN            NaN            NaN
  1268.16        500.000                 NaN   97.4127       0.654205                 NaN            NaN            NaN  0.336037        1.59701                 NaN            NaN            NaN
  1267.09        500.000                 NaN   97.4979       0.633964                 NaN            NaN            NaN  0.324830        1.54326                 NaN            NaN            NaN
  1266.02        500.000                 NaN   97.5898       0.611662                 NaN            NaN            NaN  0.313773        1.48472                 NaN            NaN            NaN
  1264.96        500.000                 NaN   97.6690       0.591690                 NaN            NaN            NaN  0.304404        1.43494                 NaN            NaN            NaN
  1263.89        500.000                 NaN   97.7449       0.573273                 NaN            NaN            NaN  0.293974        1.38790                 NaN            NaN            NaN
  1262.82        500.000                 NaN   97.3426       0.622426                 NaN            NaN            NaN  0.346906        1.64423       0.437885E-001            NaN            NaN
  1261.75        500.000                 NaN   97.2791       0.623085                 NaN            NaN            NaN  0.353476        1.68731       0.570361E-001            NaN            NaN
  1260.68        500.000                 NaN   97.3759       0.600309                 NaN            NaN            NaN  0.338341        1.62971       0.557224E-001            NaN            NaN
  1259.61        500.000                 NaN   97.4734       0.577679                 NaN            NaN            NaN  0.325570        1.56981       0.535184E-001            NaN            NaN
  1258.55        500.000                 NaN   97.5654       0.556236                 NaN            NaN            NaN  0.314168        1.51303       0.512085E-001            NaN            NaN
  1257.48        500.000                 NaN   97.6487       0.536329                 NaN            NaN            NaN  0.300803        1.46404       0.500995E-001            NaN            NaN
  1256.41        500.000                 NaN   97.7266       0.519294                 NaN            NaN            NaN  0.292334        1.41414       0.475991E-001            NaN            NaN
  1255.34        500.000                 NaN   97.8002       0.502282                 NaN            NaN            NaN  0.281915        1.36957       0.460662E-001            NaN            NaN
  1254.27        500.000                 NaN   97.8704       0.486415                 NaN            NaN            NaN  0.272919        1.32604       0.442661E-001            NaN            NaN
  1253.20        500.000                 NaN   97.9371       0.471005                 NaN            NaN            NaN  0.264073        1.28519       0.426452E-001            NaN            NaN
  1252.14        500.000                 NaN   98.0005       0.456489                 NaN            NaN            NaN  0.256051        1.24596       0.409620E-001            NaN            NaN
  1251.07        500.000                 NaN   98.0619       0.441904                 NaN            NaN            NaN  0.247100        1.20933       0.397340E-001            NaN            NaN
  1250.00        500.000                 NaN   98.1175       0.429702                 NaN            NaN            NaN  0.240409        1.17428       0.380796E-001            NaN            NaN
  1248.93        500.000                 NaN   98.1698       0.418167                 NaN            NaN            NaN  0.234282        1.14133       0.364535E-001            NaN            NaN
  1247.86        500.000                 NaN   98.2240       0.405147                 NaN            NaN            NaN  0.225619        1.10966       0.355879E-001            NaN            NaN
  1246.79        500.000                 NaN   98.2720       0.394242                 NaN            NaN            NaN  0.219487        1.07997       0.342522E-001            NaN            NaN
  1245.73        500.000                 NaN   98.3202       0.382924                 NaN            NaN            NaN  0.212436        1.05123       0.332217E-001            NaN            NaN
  1244.66        500.000                 NaN   98.3637       0.373670                 NaN            NaN            NaN  0.208189        1.02281       0.315814E-001            NaN            NaN
  1243.59        500.000                 NaN   98.4093       0.362225                 NaN            NaN            NaN  0.200840       0.996784       0.308530E-001            NaN            NaN
  1242.52        500.000                 NaN   98.4495       0.353524                 NaN            NaN            NaN  0.195203       0.971922       0.298231E-001            NaN            NaN
  1241.45        500.000                 NaN   98.4887       0.344704                 NaN            NaN            NaN  0.190390       0.947491       0.286746E-001            NaN            NaN
  1240.38        500.000                 NaN   98.5269       0.335920                 NaN            NaN            NaN  0.185038       0.924429       0.277377E-001            NaN            NaN
  1239.32        500.000                 NaN   98.5620       0.328248                 NaN            NaN            NaN  0.180436       0.902585       0.267392E-001            NaN            NaN
  1238.25        500.000                 NaN   98.6002       0.318742                 NaN            NaN            NaN  0.174883       0.880253       0.259507E-001            NaN            NaN
  1237.18        500.000                 NaN   98.6315       0.312060                 NaN            NaN            NaN  0.170373       0.860914       0.251243E-001            NaN            NaN
  1236.11        500.000                 NaN   98.6643       0.304674                 NaN            NaN            NaN  0.165946       0.840852       0.242626E-001            NaN            NaN
  1235.04        500.000                 NaN   98.6954       0.297642                 NaN            NaN            NaN  0.161934       0.821673       0.233956E-001            NaN            NaN
  1233.97        500.000                 NaN   98.7240       0.291516                 NaN            NaN            NaN  0.158221       0.803694       0.225503E-001            NaN            NaN
  1232.90        500.000                 NaN   98.7536       0.284920                 NaN            NaN            NaN  0.154811       0.785028       0.215978E-001            NaN            NaN
  1231.84        500.000                 NaN   98.7803       0.279084                 NaN            NaN            NaN  0.151771       0.768076       0.207505E-001            NaN            NaN
  1230.77        500.000                 NaN   98.8101       0.271570                 NaN            NaN            NaN  0.146202       0.751644       0.204365E-001            NaN            NaN
  1229.70        500.000                 NaN   98.8354       0.266050                 NaN            NaN            NaN  0.142749       0.736082       0.197424E-001            NaN            NaN
  1228.63        500.000                 NaN   98.8600       0.260543                 NaN            NaN            NaN  0.139302       0.721099       0.191037E-001            NaN            NaN
  1227.56        500.000                 NaN   98.8847       0.254865                 NaN            NaN            NaN  0.135762       0.706091       0.185379E-001            NaN            NaN
  1226.49        500.000                 NaN   98.9085       0.249476                 NaN            NaN            NaN  0.133460       0.690883       0.176580E-001            NaN            NaN
  1225.43        500.000                 NaN   98.9300       0.245120                 NaN            NaN            NaN  0.129852       0.677771       0.172508E-001            NaN            NaN
  1224.36        500.000                 NaN   98.9525       0.239709                 NaN            NaN            NaN  0.126546       0.664505       0.167198E-001            NaN            NaN
  1223.29        500.000                 NaN   98.9750       0.234492                 NaN            NaN            NaN  0.123319       0.650972       0.162232E-001            NaN            NaN
  1222.22        500.000                 NaN   98.9943       0.230532                 NaN            NaN            NaN  0.121098       0.638473       0.155591E-001            NaN            NaN
  1221.15        500.000                 NaN   99.0154       0.225265                 NaN            NaN            NaN  0.117427       0.626581       0.153033E-001            NaN            NaN
  1220.08        500.000                 NaN   99.0358       0.220149                 NaN            NaN            NaN  0.115864       0.613673       0.144909E-001            NaN            NaN
  1219.02        500.000                 NaN   99.0519       0.218297                 NaN            NaN            NaN  0.113209       0.602525       0.140774E-001            NaN            NaN
  1217.95        500.000                 NaN   99.0714       0.213104                 NaN            NaN            NaN  0.110491       0.591306       0.136515E-001            NaN            NaN
  1216.88        500.000                 NaN   99.0885       0.209349                 NaN            NaN            NaN  0.107944       0.580970       0.132554E-001            NaN            NaN
  1215.81        500.000                 NaN   99.1100       0.202542                 NaN            NaN            NaN  0.104023       0.570288       0.131152E-001            NaN            NaN
  1214.74        500.000                 NaN   92.6348       0.758663                 NaN            NaN            NaN  0.592295        3.03161       0.419983E-001   2.94060                 NaN
  1213.67        500.000                 NaN   91.0666       0.908182                 NaN            NaN            NaN  0.711667        3.60908       0.470360E-001   3.65743                 NaN
  1212.61        500.000                 NaN   91.1527       0.919664                 NaN            NaN            NaN  0.705504        3.55828       0.447819E-001   3.61911                 NaN
  1211.54        500.000                 NaN   91.2867       0.923905                 NaN            NaN            NaN  0.697347        3.48966       0.421375E-001   3.56024                 NaN
  1210.47        500.000                 NaN   91.4742       0.917757                 NaN            NaN            NaN  0.683540        3.40348       0.396702E-001   3.48132                 NaN
  1209.40        500.000                 NaN   91.6450       0.912478                 NaN            NaN            NaN  0.671172        3.32545       0.373877E-001   3.40852                 NaN
  1208.33        500.000                 NaN   91.8914       0.893363                 NaN            NaN            NaN  0.652545        3.22110       0.350423E-001   3.30654                 NaN
  1207.26        500.000                 NaN   92.0523       0.885387                 NaN            NaN            NaN  0.640200        3.15057       0.331591E-001   3.23838                 NaN
  1206.20        500.000                 NaN   84.2089        1.10704                 NaN            NaN            NaN   1.36968        6.43065       0.600520E-001   6.43025       0.393431     
  1205.13        500.000                 NaN   97.6872                 NaN            NaN            NaN            NaN  0.448809E-001   1.06644       0.345902E-001   1.16693                 NaN
  1204.06        500.000                 NaN   93.6660       0.972591E-001  0.547341                 NaN            NaN  0.452679        2.46300       0.302878E-001   2.74348                 NaN
  1202.99        500.000                 NaN   93.6375        1.18344                 NaN            NaN            NaN  0.609234        2.21903       0.249102E-002   2.34834                 NaN
  1201.92        500.000                 NaN   93.1129       0.260233       0.488583                 NaN            NaN  0.522815        2.76147       0.318093E-001   2.82221                 NaN
  1200.85        500.000                 NaN   93.1540       0.701948                 NaN            NaN            NaN  0.543408        2.73781       0.262016E-001   2.83661                 NaN
