|6.6.6
Archiving\03_Data\frac/QFM_m1/KHA22/KHA22_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              Gt(TH)         ab            
  1122.81        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1120.30        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1117.79        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1115.29        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1112.78        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1110.28        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1107.77        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1105.26        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1102.76        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1100.25        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1097.74        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1095.24        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1092.73        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1090.23        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1087.72        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1085.21        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1082.71        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1080.20        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1077.69        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1075.19        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1072.68        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1070.18        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1067.67        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1065.16        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1062.66        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1060.15        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1057.64        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1055.14        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1052.63        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1050.13        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1047.62        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1045.11        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1042.61        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1040.10        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1037.59        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1035.09        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1032.58        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1030.08        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1027.57        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1025.06        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1022.56        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1020.05        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1017.54        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1015.04        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1012.53        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1010.03        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1007.52        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1005.01        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1002.51        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1000.00        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
