|6.6.6
Archiving\03_Data\eqfrac/QFM_m4/KHA22/KHA22_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             Sp(TH)         lc            
  1554.27        2500.00        99.4251       0.527048       0.478083E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.79        2500.00        99.4308       0.522822       0.463819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.31        2500.00        99.4346       0.519209       0.461550E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.83        2500.00        99.4332       0.518614       0.482166E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.35        2500.00        99.4506       0.506585       0.428485E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.88        2500.00        99.4472       0.509249       0.435826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.40        2500.00        99.4494       0.508201       0.424190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.92        2500.00        99.4571       0.500626       0.422403E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.44        2500.00        99.4599       0.498318       0.418175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.96        2500.00        99.4627       0.497286       0.400337E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.49        2500.00        99.4666       0.493700       0.397404E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.01        2500.00        99.4723       0.488343       0.393133E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.53        2500.00        99.3744       0.583836       0.417735E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.05        2500.00        99.5760       0.393811       0.302045E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.57        2500.00        99.9999                 NaN  0.796228E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.10        2500.00        98.9647       0.966729       0.685282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.62        2500.00        99.4902       0.474668       0.351410E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.14        2500.00        99.4883       0.476634       0.350284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.66        2500.00        99.4999       0.465848       0.342392E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.18        2500.00        99.5001       0.466235       0.337058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.71        2500.00        99.5045       0.469537       0.259430E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.23        2500.00        99.5068       0.454171       0.390031E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.75        2500.00        99.5086       0.460574       0.308268E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.27        2500.00        99.5128       0.454959       0.322794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.79        2500.00        99.5150       0.457061       0.279436E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.32        2500.00        99.5192       0.452444       0.283883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.84        2500.00        99.5195       0.449523       0.310174E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.36        2500.00        99.5278       0.441953       0.302738E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.88        2500.00        99.5268       0.451533       0.216229E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.40        2500.00        99.5291       0.445428       0.255201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.93        2500.00        99.5333       0.442298       0.244484E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.45        2500.00        99.5350       0.439689       0.252753E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.97        2500.00        99.3213       0.143423                 NaN            NaN  0.535302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.49        2500.00        99.7982       0.223550E-002            NaN            NaN  0.199556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.01        2500.00        99.1545       0.838974E-002            NaN            NaN  0.837112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.54        2500.00        99.4152       0.340902E-001  0.186261E-005            NaN  0.550754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.06        2500.00        99.4232       0.192654                 NaN            NaN  0.384160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.58        2500.00        99.4188       0.470457E-001            NaN            NaN  0.534157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.10        2500.00        99.4177       0.121809E-002            NaN            NaN  0.581072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.62        2500.00        99.4175                 NaN            NaN            NaN  0.582483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.15        2500.00        99.4173                 NaN            NaN            NaN  0.582661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.67        2500.00        99.4176                 NaN  0.278197E-003            NaN  0.582074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.19        2500.00        99.4163                 NaN            NaN            NaN  0.583684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.71        2500.00        99.4166                 NaN            NaN            NaN  0.583355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.23        2500.00        99.4153                 NaN  0.142722E-005            NaN  0.584700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.75        2500.00        99.4137                 NaN            NaN            NaN  0.586304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.28        2500.00        99.4108                 NaN            NaN            NaN  0.589230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.80        2500.00        99.4098                 NaN            NaN            NaN  0.590238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.32        2500.00        99.3998                 NaN            NaN            NaN  0.592232       0.793275E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1481.84        2500.00        99.1200                 NaN            NaN            NaN  0.519217       0.360828                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.36        2500.00        99.1263                 NaN            NaN            NaN  0.515877       0.357857                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.89        2500.00        99.1336                 NaN            NaN            NaN  0.511624       0.354802                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.41        2500.00        99.1427                 NaN            NaN            NaN  0.506659       0.350651                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.93        2500.00        99.4606                 NaN            NaN            NaN  0.220956       0.318407                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.45        2500.00        98.8457                 NaN            NaN            NaN  0.682497       0.471784                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.97        2500.00        99.1649                 NaN            NaN            NaN  0.493358       0.341750                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.50        2500.00        99.1712                 NaN            NaN            NaN  0.490461       0.338354                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.02        2500.00        99.1779                 NaN            NaN            NaN  0.486911       0.335198                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.54        2500.00        99.1842                 NaN            NaN            NaN  0.332665       0.483111                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.06        2500.00        99.1913                 NaN            NaN            NaN  0.329770       0.478933                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.58        2500.00        99.1978                 NaN            NaN            NaN  0.326223       0.475939                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.11        2500.00        99.4029                 NaN            NaN            NaN  0.244179       0.352880                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.63        2500.00        99.0148                 NaN            NaN            NaN  0.401402       0.583783                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.2185                 NaN            NaN            NaN  0.463618       0.317899                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.67        2500.00        99.2226                 NaN            NaN            NaN  0.461719       0.315681                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.19        2500.00        99.2316                 NaN            NaN            NaN  0.456451       0.311941                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.72        2500.00        99.2354                 NaN            NaN            NaN  0.309901       0.454747                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.24        2500.00        99.2433                 NaN            NaN            NaN  0.449938       0.306736                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.76        2500.00        99.2482                 NaN            NaN            NaN  0.304635       0.447142                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.28        2500.00        99.3400                 NaN            NaN            NaN  0.392937       0.267019                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.80        2500.00        99.1740                 NaN            NaN            NaN  0.491814       0.334214                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.33        2500.00        99.2652                 NaN            NaN            NaN  0.438463       0.296310                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.85        2500.00        99.2715                 NaN            NaN            NaN  0.294040       0.434507                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.37        2500.00        99.2938                 NaN            NaN            NaN  0.284934       0.421237                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.89        2500.00        99.2649                 NaN            NaN            NaN  0.439222       0.295916                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.41        2500.00        99.2874                 NaN            NaN            NaN  0.426138       0.286511                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.94        2500.00        99.2922                 NaN            NaN            NaN  0.423506       0.284328                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.46        2500.00        99.3003                 NaN            NaN            NaN  0.280686       0.419045                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.98        2500.00        99.7651                 NaN            NaN            NaN  0.140309       0.946337E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1437.50        2500.00        98.8428                 NaN            NaN            NaN  0.462718       0.694516                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.02        2500.00        99.3121                 NaN            NaN            NaN  0.274963       0.412911                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.55        2500.00        98.5038                 NaN            NaN            NaN  0.442119       0.656946       0.397108                 NaN            NaN            NaN            NaN            NaN
  1433.07        2500.00        98.3317                 NaN            NaN            NaN  0.739565       0.442048       0.486702                 NaN            NaN            NaN            NaN            NaN
  1431.59        2500.00        98.3608                 NaN            NaN            NaN  0.727517       0.433178       0.478546                 NaN            NaN            NaN            NaN            NaN
  1430.11        2500.00        98.3912                 NaN            NaN            NaN  0.714443       0.424863       0.469526                 NaN            NaN            NaN            NaN            NaN
  1428.63        2500.00        98.4172                 NaN            NaN            NaN  0.417645       0.703483       0.461689                 NaN            NaN            NaN            NaN            NaN
  1427.16        2500.00        98.4457                 NaN            NaN            NaN  0.409525       0.691554       0.453245                 NaN            NaN            NaN            NaN            NaN
  1425.68        2500.00        98.4684                 NaN  0.660646E-001            NaN  0.418952       0.589855       0.456700                 NaN            NaN            NaN            NaN            NaN
  1424.20        2500.00        98.4877                 NaN  0.144546                 NaN  0.471991       0.432851       0.462930                 NaN            NaN            NaN            NaN            NaN
  1422.72        2500.00        98.5140                 NaN  0.143613                 NaN  0.462034       0.425369       0.454978                 NaN            NaN            NaN            NaN            NaN
  1421.24        2500.00        98.5305                 NaN  0.142965                 NaN  0.418436       0.457448       0.450698                 NaN            NaN            NaN            NaN            NaN
  1419.76        2500.00        98.5717                 NaN  0.140610                 NaN  0.410419       0.439976       0.437259                 NaN            NaN            NaN            NaN            NaN
  1418.29        2500.00        98.5888                 NaN  0.139058                 NaN  0.436115       0.403824       0.432156                 NaN            NaN            NaN            NaN            NaN
  1416.81        2500.00        98.6101                 NaN  0.138482                 NaN  0.427398       0.398010       0.425970                 NaN            NaN            NaN            NaN            NaN
  1415.33        2500.00        98.6335                 NaN  0.137106                 NaN  0.419113       0.391412       0.418875                 NaN            NaN            NaN            NaN            NaN
  1413.85        2500.00        98.6551                 NaN  0.136139                 NaN  0.386213       0.410393       0.412147                 NaN            NaN            NaN            NaN            NaN
  1412.37        2500.00        98.6744                 NaN  0.135867                 NaN  0.381524       0.401732       0.406476                 NaN            NaN            NaN            NaN            NaN
  1410.90        2500.00        98.6976                 NaN  0.133444                 NaN  0.373622       0.396209       0.399168                 NaN            NaN            NaN            NaN            NaN
  1409.42        2500.00        98.7174                 NaN  0.132518                 NaN  0.389065       0.367944       0.393083                 NaN            NaN            NaN            NaN            NaN
  1407.94        2500.00        98.7379                 NaN  0.131551                 NaN  0.381062       0.362571       0.386891                 NaN            NaN            NaN            NaN            NaN
  1406.46        2500.00        98.7542                 NaN  0.130802                 NaN  0.374757       0.358229       0.381962                 NaN            NaN            NaN            NaN            NaN
  1404.98        2500.00        98.7771                 NaN  0.129396                 NaN  0.366999       0.351676       0.374820                 NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        98.7935                 NaN  0.128431                 NaN  0.361423       0.346716       0.369942                 NaN            NaN            NaN            NaN            NaN
  1402.03        2500.00        98.8113                 NaN  0.127388                 NaN  0.341763       0.355131       0.364408                 NaN            NaN            NaN            NaN            NaN
  1400.55        2500.00        98.8291                 NaN  0.126320                 NaN  0.348717       0.336892       0.358928                 NaN            NaN            NaN            NaN            NaN
  1399.07        2500.00        98.8450                 NaN  0.125395                 NaN  0.343097       0.332459       0.354038                 NaN            NaN            NaN            NaN            NaN
  1397.59        2500.00        98.8606                 NaN  0.124838                 NaN  0.328567       0.336548       0.349410                 NaN            NaN            NaN            NaN            NaN
  1396.12        2500.00        98.8800                 NaN  0.122534                 NaN  0.322671       0.331866       0.342969                 NaN            NaN            NaN            NaN            NaN
  1394.64        2500.00        98.8944                 NaN  0.122344                 NaN  0.318681       0.325798       0.338738                 NaN            NaN            NaN            NaN            NaN
  1393.16        2500.00        98.9101                 NaN  0.121498                 NaN  0.314506       0.319976       0.333874                 NaN            NaN            NaN            NaN            NaN
  1391.68        2500.00        98.9245                 NaN  0.121045                 NaN  0.314229       0.310656       0.329619                 NaN            NaN            NaN            NaN            NaN
  1390.20        2500.00        98.9419                 NaN  0.118089                 NaN  0.311616       0.304638       0.323776                 NaN            NaN            NaN            NaN            NaN
  1388.73        2500.00        98.9539                 NaN  0.118216                 NaN  0.305833       0.301724       0.320289                 NaN            NaN            NaN            NaN            NaN
  1387.25        2500.00        98.9695                 NaN  0.117166                 NaN  0.300666       0.297331       0.315363                 NaN            NaN            NaN            NaN            NaN
  1385.77        2500.00        98.9831                 NaN  0.116175                 NaN  0.295938       0.293600       0.311190                 NaN            NaN            NaN            NaN            NaN
  1384.29        2500.00        98.9965                 NaN  0.115156                 NaN  0.289645       0.291715       0.306979                 NaN            NaN            NaN            NaN            NaN
  1382.81        2500.00        99.0085                 NaN  0.114526                 NaN  0.287765       0.285810       0.303355                 NaN            NaN            NaN            NaN            NaN
  1381.34        2500.00        99.0241                 NaN  0.113062                 NaN  0.281868       0.282622       0.298307                 NaN            NaN            NaN            NaN            NaN
  1379.86        2500.00        99.0350                 NaN  0.111898                 NaN  0.279908       0.278414       0.294781                 NaN            NaN            NaN            NaN            NaN
  1378.38        2500.00        99.0462                 NaN  0.112689                 NaN  0.276263       0.273211       0.291670                 NaN            NaN            NaN            NaN            NaN
  1376.90        2500.00        99.0619                 NaN  0.108875                 NaN  0.269937       0.273120       0.286122                 NaN            NaN            NaN            NaN            NaN
  1375.42        2500.00        99.0722                 NaN  0.109077                 NaN  0.267884       0.267712       0.283144                 NaN            NaN            NaN            NaN            NaN
  1373.95        2500.00        99.0836                 NaN  0.108025                 NaN  0.264537       0.264240       0.279591                 NaN            NaN            NaN            NaN            NaN
  1372.47        2500.00        99.0946                 NaN  0.107352                 NaN  0.261357       0.260525       0.276143                 NaN            NaN            NaN            NaN            NaN
  1370.99        2500.00        98.3488                 NaN  0.190356                 NaN  0.476563       0.480269       0.503985                 NaN            NaN            NaN            NaN            NaN
  1369.51        2500.00        99.8661                 NaN  0.194193E-001            NaN  0.394759E-001  0.354629E-001  0.395107E-001            NaN            NaN            NaN            NaN            NaN
  1368.03        2500.00        99.1299                 NaN  0.102660                 NaN  0.250844       0.252095       0.264464                 NaN            NaN            NaN            NaN            NaN
  1366.56        2500.00        99.1388                 NaN  0.102814                 NaN  0.247936       0.248418       0.261991                 NaN            NaN            NaN            NaN            NaN
  1365.08        2500.00        99.1496                 NaN  0.101924                 NaN  0.245062       0.244840       0.258616                 NaN            NaN            NaN            NaN            NaN
  1363.60        2500.00        99.1074                 NaN  0.108593                 NaN  0.258153       0.253765       0.272077                 NaN            NaN            NaN            NaN            NaN
  1362.12        2500.00        99.2224                 NaN  0.914118E-001            NaN  0.223342       0.227523       0.235333                 NaN            NaN            NaN            NaN            NaN
  1360.64        2500.00        99.1795                 NaN  0.987321E-001            NaN  0.236335       0.236412       0.249004                 NaN            NaN            NaN            NaN            NaN
  1359.16        2500.00        99.1893                 NaN  0.976669E-001            NaN  0.233195       0.233929       0.245886                 NaN            NaN            NaN            NaN            NaN
  1357.69        2500.00        99.1969                 NaN  0.973820E-001            NaN  0.231054       0.230981       0.243685                 NaN            NaN            NaN            NaN            NaN
  1356.21        2500.00        99.2093                 NaN  0.945477E-001            NaN  0.227185       0.229739       0.239192                 NaN            NaN            NaN            NaN            NaN
  1354.73        2500.00        99.2151                 NaN  0.948259E-001            NaN  0.226977       0.224941       0.238170                 NaN            NaN            NaN            NaN            NaN
  1353.25        2500.00        99.2280                 NaN  0.929048E-001            NaN  0.224054       0.221953       0.233041                 NaN            NaN            NaN            NaN            NaN
  1351.77        2500.00        99.2349                 NaN  0.922170E-001            NaN  0.222639       0.219032       0.231241                 NaN            NaN            NaN            NaN            NaN
  1350.30        2500.00        99.2440                 NaN  0.913257E-001            NaN  0.216934       0.219497       0.228256                 NaN            NaN            NaN            NaN            NaN
  1348.82        2500.00        99.2515                 NaN  0.902783E-001            NaN  0.214835       0.217576       0.225774                 NaN            NaN            NaN            NaN            NaN
  1347.34        2500.00        99.2601                 NaN  0.885687E-001            NaN  0.211206       0.217038       0.223049                 NaN            NaN            NaN            NaN            NaN
  1345.86        2500.00        99.2688                 NaN  0.876581E-001            NaN  0.214288       0.209095       0.220130                 NaN            NaN            NaN            NaN            NaN
  1344.38        2500.00        99.2738                 NaN  0.714398E-001            NaN  0.201069       0.236967       0.216706                 NaN            NaN            NaN            NaN            NaN
  1342.91        2500.00        99.2860                 NaN  0.100949                 NaN  0.211369       0.185307       0.216402                 NaN            NaN            NaN            NaN            NaN
  1341.43        2500.00        99.2907                 NaN  0.843502E-001            NaN  0.210028       0.201961       0.213007                 NaN            NaN            NaN            NaN            NaN
  1339.95        2500.00        99.3011                 NaN  0.818385E-001            NaN  0.198867       0.208758       0.209390                 NaN            NaN            NaN            NaN            NaN
  1338.47        2500.00        99.6119                 NaN  0.535184E-001            NaN  0.100551       0.115550       0.118514                 NaN            NaN            NaN            NaN            NaN
  1336.99        2500.00        99.0085                 NaN  0.110190                 NaN  0.277429       0.309145       0.294783                 NaN            NaN            NaN            NaN            NaN
  1335.52        2500.00        99.3217                 NaN  0.794700E-001            NaN  0.203928       0.191918       0.202957                 NaN            NaN            NaN            NaN            NaN
  1334.04        2500.00        99.3292                 NaN  0.785814E-001            NaN  0.189988       0.201818       0.200392                 NaN            NaN            NaN            NaN            NaN
  1332.56        2500.00        99.3359                 NaN  0.775944E-001            NaN  0.188024       0.200162       0.198288                 NaN            NaN            NaN            NaN            NaN
  1331.08        2500.00        99.3432                 NaN  0.757724E-001            NaN  0.184781       0.200426       0.195845                 NaN            NaN            NaN            NaN            NaN
  1329.60        2500.00        99.3498                 NaN  0.748309E-001            NaN  0.198727       0.182928       0.193685                 NaN            NaN            NaN            NaN            NaN
  1328.13        2500.00        99.3562                 NaN  0.737557E-001            NaN  0.180918       0.197591       0.191550                 NaN            NaN            NaN            NaN            NaN
  1326.65        2500.00        99.3621                 NaN  0.728781E-001            NaN  0.179339       0.196038       0.189604                 NaN            NaN            NaN            NaN            NaN
  1325.17        2500.00        99.3696                 NaN  0.710794E-001            NaN  0.176342       0.195919       0.187088                 NaN            NaN            NaN            NaN            NaN
  1323.69        2500.00        99.3755                 NaN  0.703524E-001            NaN  0.174385       0.194468       0.185271                 NaN            NaN            NaN            NaN            NaN
  1322.21        2500.00        99.3817                 NaN  0.684599E-001            NaN  0.194931       0.171822       0.183063                 NaN            NaN            NaN            NaN            NaN
  1320.74        2500.00        99.3877                 NaN  0.683289E-001            NaN  0.170840       0.191939       0.181239                 NaN            NaN            NaN            NaN            NaN
  1319.26        2500.00        86.0632                 NaN   1.41977                 NaN   1.94373       0.420359        1.75837        8.39454                 NaN            NaN            NaN            NaN
  1317.78        2500.00        77.6159                 NaN   2.34338                 NaN   3.17648       0.355568        2.74998        13.7587                 NaN            NaN            NaN            NaN
  1316.30        2500.00        81.2451                 NaN   2.04845                 NaN  0.813730E-001   2.78725        2.31271        11.5251                 NaN            NaN            NaN            NaN
  1314.82        2500.00        83.8890                 NaN   1.78655                 NaN   2.44832                 NaN   1.99455        9.88161                 NaN            NaN            NaN            NaN
  1313.35        2500.00        85.9590                 NaN   1.55782                 NaN   2.15280                 NaN   1.74509        8.58534                 NaN            NaN            NaN            NaN
  1311.87        2500.00        87.6210                 NaN   1.37843                 NaN   1.90877                 NaN   1.54458        7.54720                 NaN            NaN            NaN            NaN
  1310.39        2500.00        88.9808                 NaN   1.23173                 NaN   1.70924                 NaN   1.38058        6.69760                 NaN            NaN            NaN            NaN
  1308.91        2500.00        90.1162                 NaN   1.10997                 NaN   1.54078                 NaN   1.24284        5.99019                 NaN            NaN            NaN            NaN
  1307.43        2500.00        91.0572                 NaN   1.01089                 NaN   1.39905                 NaN   1.12902        5.40382                 NaN            NaN            NaN            NaN
  1305.96        2500.00        91.8739                 NaN  0.922631                 NaN   1.27982                 NaN   1.02980        4.89385                 NaN            NaN            NaN            NaN
  1304.48        2500.00        92.5629                 NaN  0.849766                 NaN   1.17631                 NaN  0.946098        4.46490                 NaN            NaN            NaN            NaN
  1303.00        2500.00        93.1551                 NaN  0.785543                 NaN   1.09080                 NaN  0.874105        4.09447                 NaN            NaN            NaN            NaN
  1301.52        2500.00        93.6745                 NaN  0.729568                 NaN   1.01477                 NaN  0.810566        3.77056                 NaN            NaN            NaN            NaN
  1300.04        2500.00        94.1269                 NaN  0.679817                 NaN  0.950137                 NaN  0.755468        3.48764                 NaN            NaN            NaN            NaN
  1298.57        2500.00        94.5284                 NaN  0.636262                 NaN  0.892291                 NaN  0.706194        3.23689                 NaN            NaN            NaN            NaN
  1297.09        2500.00        94.8774                 NaN  0.598348                 NaN  0.842009                 NaN  0.663395        3.01887                 NaN            NaN            NaN            NaN
  1295.61        2500.00        95.1896                 NaN  0.563662                 NaN  0.798849                 NaN  0.625059        2.82281                 NaN            NaN            NaN            NaN
  1294.13        2500.00        95.4706                 NaN  0.531558                 NaN  0.760721                 NaN  0.590390        2.64676                 NaN            NaN            NaN            NaN
  1292.65        2500.00        95.7201                 NaN  0.503571                 NaN  0.726227                 NaN  0.559505        2.49059                 NaN            NaN            NaN            NaN
  1291.17        2500.00        95.9477                 NaN  0.477195                 NaN  0.696851                 NaN  0.531372        2.34684                 NaN            NaN            NaN            NaN
  1289.70        2500.00        95.7077                 NaN  0.468843                 NaN  0.735979                 NaN  0.558849        2.47261       0.559776E-001            NaN            NaN            NaN
  1288.22        2500.00        94.1840                 NaN  0.501323                 NaN  0.960167                 NaN  0.737369        3.33246       0.284630                 NaN            NaN            NaN
  1286.74        2500.00        94.6051                 NaN  0.469831                 NaN  0.892587                 NaN  0.684027        3.08371       0.264717                 NaN            NaN            NaN
