|6.6.6
Archiving\03_Data\frac/QFM_m1.75/TAY13/TAY13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.22615        2.87012                 NaN            NaN   8.73608        45.9641       0.600346        32.6032     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.411115        11.7894                 NaN            NaN   8.81835        45.7914       0.573642        32.6161     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.67952        4.39678                 NaN            NaN   8.69570        46.0037       0.609552        32.6148     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.82044        10.3552                 NaN            NaN   8.81017        45.8163       0.579429        32.6185     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.89049        3.12972        3.09040                 NaN   8.73842        45.9361       0.598677        32.6162     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.83419        3.08593        3.19248                 NaN   8.74455        45.9264       0.598011        32.6185     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.533543        7.69213        3.87260       0.581113E-005   8.71776        45.9528       0.605010        32.6262     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.4878       0.735732                 NaN            NaN   8.86612        45.7172       0.565729        32.6274     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.56139        3.59468        2.96867                 NaN   8.76051        45.8933       0.595067        32.6264     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.87484        2.59978        3.65591                 NaN   8.76540        45.8803       0.593790        32.6300     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.08206        2.71106        1.33098                 NaN   8.75460        45.8705       0.602483        32.6483     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.7414        1.48865                 NaN            NaN   8.88043        45.6870       0.564363        32.6381     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.75342        2.43412                 NaN            NaN   8.79454        45.7844       0.589163        32.6444     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.7856        1.44994                 NaN            NaN   8.89432        45.6657       0.562361        32.6421     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.8071        1.43574                 NaN            NaN   8.90185        45.6491       0.560524        32.6457     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.08014        3.06375                 NaN            NaN   8.85106        45.7838       0.586586        32.6347     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.56579        2.64120                 NaN            NaN   8.80784        45.7415       0.586889        32.6567     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.50501        9.73567                 NaN            NaN   8.81420        45.6797       0.585155        32.6803     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.99341        3.17286                 NaN            NaN   8.85023        45.7549       0.581147        32.6474     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.99039        3.17980                 NaN            NaN   8.85635        45.7433       0.580067        32.6501     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.19799        2.97233                 NaN            NaN   8.90558        45.6999       0.577287        32.6469     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.97985        3.19768                 NaN            NaN   8.86828        45.7210       0.577975        32.6552     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.94992        3.23140                 NaN            NaN   8.87374        45.7100       0.577082        32.6579     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.28847        9.97153                 NaN            NaN   8.93971        45.5756       0.555796        32.6689     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.93246        3.25531                 NaN            NaN   8.88715        45.6876       0.574665        32.6628     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.95356        9.26101                 NaN            NaN   8.90666        45.6289       0.571126        32.6787     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.02807        9.18077                 NaN            NaN   8.91057        45.6285       0.572089        32.6800     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.03923        9.17676                 NaN            NaN   8.91584        45.6152       0.570108        32.6829     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.05517        9.16440                 NaN            NaN   8.92148        45.6048       0.568965        32.6851     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.07350        9.14914                 NaN            NaN   8.92815        45.5939       0.567955        32.6873     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.08865        9.13726                 NaN            NaN   8.93396        45.5837       0.566899        32.6895     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.05782        3.31360                 NaN            NaN   9.00747        45.3630       0.537082        32.7211     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.10168        3.27024                 NaN            NaN   9.00845        45.3591       0.537013        32.7235     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.14054        3.23192                 NaN            NaN   9.00944        45.3553       0.536926        32.7259     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.17617        3.19686                 NaN            NaN   9.01044        45.3515       0.536829        32.7282     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.20883        3.16480                 NaN            NaN   9.01143        45.3476       0.536723        32.7306     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.23935        3.13490                 NaN            NaN   9.01244        45.3438       0.536613        32.7329     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.26759        3.10732                 NaN            NaN   9.01344        45.3399       0.536496        32.7353     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.29409        3.08147                 NaN            NaN   9.01445        45.3360       0.536375        32.7376     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.31926        3.05695                 NaN            NaN   9.01547        45.3322       0.536245        32.7399     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.54939        2.76917                 NaN            NaN   9.03384        45.3907       0.540603        32.7163     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.55183        2.77353                 NaN            NaN   9.04053        45.3760       0.538664        32.7194     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.79364        9.53591                 NaN            NaN   9.04632        45.3641       0.537624        32.7224     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.40731        2.97176                 NaN            NaN   9.01959        45.3165       0.535698        32.7491     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.35499        2.97252                 NaN            NaN   9.04821        45.3588       0.538421        32.7271     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.42350        2.91351                 NaN            NaN   9.05933        45.3369       0.535924        32.7308     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.00236        9.33590                 NaN            NaN   9.06143        45.3298       0.536026        32.7345     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.48149        2.90056                 NaN            NaN   9.02362        45.3009       0.535153        32.7583     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.49807        2.88458                 NaN            NaN   9.02465        45.2972       0.535009        32.7605     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.95996        9.39761                 NaN            NaN   9.08485        45.2833       0.530937        32.7433     
