|6.6.6
Archiving\03_Data\frac/QFM_m1.75/TAY13/TAY13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1558.90        2500.00        98.8265                 NaN            NaN            NaN  0.158050                 NaN   1.01544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.0895                 NaN            NaN            NaN  0.129676                 NaN  0.780861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9798                 NaN            NaN            NaN  0.144823                 NaN  0.875407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9902                 NaN            NaN            NaN  0.139044                 NaN  0.870752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0005                 NaN            NaN            NaN  0.145023                 NaN  0.854480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0249                 NaN            NaN            NaN  0.134303                 NaN  0.840786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0268                 NaN            NaN            NaN  0.131479                 NaN  0.841732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0391                 NaN            NaN            NaN  0.129610                 NaN  0.831265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0504                 NaN            NaN            NaN  0.127464                 NaN  0.822122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0623                 NaN            NaN            NaN  0.125672                 NaN  0.811996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0731                 NaN            NaN            NaN  0.121575                 NaN  0.805301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0824                 NaN            NaN            NaN  0.118830                 NaN  0.798720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0936                 NaN            NaN            NaN  0.116432                 NaN  0.789998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1047                 NaN            NaN            NaN  0.114603                 NaN  0.780697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1115                 NaN            NaN            NaN  0.109319                 NaN  0.779217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1234                 NaN            NaN            NaN  0.110542                 NaN  0.766102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1316                 NaN            NaN            NaN  0.108064                 NaN  0.760370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1417                 NaN            NaN            NaN  0.109376                 NaN  0.748918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1522                 NaN            NaN            NaN  0.101333                 NaN  0.746427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1509                 NaN            NaN            NaN  0.942573E-001            NaN  0.754863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1682                 NaN            NaN            NaN  0.942619E-001            NaN  0.737518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1669                 NaN            NaN            NaN  0.864940E-001            NaN  0.746592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1820                 NaN            NaN            NaN  0.961575E-001            NaN  0.721856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1928                 NaN            NaN            NaN  0.852743E-001            NaN  0.721972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1746                 NaN            NaN            NaN  0.937941E-001            NaN  0.731600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.2320                 NaN            NaN            NaN  0.798581E-001            NaN  0.688152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.2123                 NaN            NaN            NaN  0.830691E-001            NaN  0.704584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.2192                 NaN            NaN            NaN  0.805568E-001            NaN  0.700222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.2237                 NaN            NaN            NaN  0.755320E-001            NaN  0.700806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1853                 NaN            NaN            NaN  0.827610E-001            NaN  0.731951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.1768                 NaN            NaN            NaN  0.252009E-002            NaN  0.178101       0.642548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.0616                 NaN            NaN            NaN            NaN            NaN  0.586220E-001  0.879737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.0622                 NaN            NaN            NaN            NaN            NaN  0.885596E-002  0.928993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.0634                 NaN            NaN            NaN            NaN            NaN            NaN  0.936626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.0634                 NaN            NaN            NaN            NaN            NaN            NaN  0.936570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.0597                 NaN            NaN            NaN            NaN            NaN            NaN  0.940343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.0611                 NaN            NaN            NaN            NaN            NaN            NaN  0.938932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.0588                 NaN            NaN            NaN            NaN            NaN            NaN  0.941203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.0543                 NaN            NaN            NaN            NaN            NaN            NaN  0.945678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.0446                 NaN            NaN            NaN            NaN            NaN            NaN  0.955407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        99.0468                 NaN            NaN            NaN            NaN            NaN            NaN  0.953235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        99.0308                 NaN            NaN            NaN            NaN            NaN            NaN  0.969195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        99.0141                 NaN            NaN            NaN            NaN            NaN            NaN  0.985853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.9863                 NaN            NaN            NaN            NaN            NaN            NaN   1.01373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.9704                 NaN            NaN            NaN            NaN            NaN            NaN   1.02956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.7763                 NaN            NaN            NaN            NaN            NaN            NaN  0.521268       0.702439                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6211                 NaN            NaN            NaN            NaN            NaN            NaN  0.334515        1.04443                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6334                 NaN            NaN            NaN            NaN            NaN            NaN   1.03669       0.329948                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6471                 NaN            NaN            NaN            NaN            NaN            NaN   1.02464       0.328237                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6604                 NaN            NaN            NaN            NaN            NaN            NaN  0.326418        1.01321                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6713                 NaN            NaN            NaN            NaN            NaN            NaN   1.00393       0.324751                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6846                 NaN            NaN            NaN            NaN            NaN            NaN  0.322672       0.992741                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.6951                 NaN            NaN            NaN            NaN            NaN            NaN  0.985586       0.319289                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7042                 NaN            NaN            NaN            NaN            NaN            NaN  0.317779       0.977999                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7140                 NaN            NaN            NaN            NaN            NaN            NaN  0.970760       0.315263                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.7254                 NaN            NaN            NaN            NaN            NaN            NaN  0.960749       0.313874                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.7336                 NaN            NaN            NaN            NaN            NaN            NaN  0.311524       0.954864                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.7419                 NaN            NaN            NaN            NaN            NaN            NaN  0.948798       0.309341                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.7513                 NaN            NaN            NaN  0.168190E-005            NaN            NaN  0.941309       0.307381                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.2016                 NaN            NaN            NaN  0.913632E-001            NaN            NaN  0.949051       0.476756                 NaN            NaN  0.281212                 NaN            NaN            NaN
  1408.52        2500.00        96.9949                 NaN            NaN            NaN  0.561742                 NaN            NaN  0.391849        1.12404                 NaN            NaN  0.927489                 NaN            NaN            NaN
  1406.02        2500.00        97.0685                 NaN            NaN            NaN  0.560761                 NaN            NaN   1.10891       0.357067                 NaN            NaN  0.904754                 NaN            NaN            NaN
  1403.51        2500.00        97.1365                 NaN            NaN            NaN  0.561299                 NaN            NaN   1.09542       0.322878                 NaN            NaN  0.883878                 NaN            NaN            NaN
  1401.00        2500.00        97.2010                 NaN            NaN            NaN  0.560950                 NaN            NaN   1.08438       0.289755                 NaN            NaN  0.863907                 NaN            NaN            NaN
  1398.50        2500.00        97.2652                 NaN            NaN            NaN  0.559889                 NaN            NaN   1.07380       0.257071                 NaN            NaN  0.844012                 NaN            NaN            NaN
  1395.99        2500.00        97.3267                 NaN            NaN            NaN  0.559380                 NaN            NaN   1.06188       0.227101                 NaN            NaN  0.824977                 NaN            NaN            NaN
  1393.48        2500.00        97.3858                 NaN            NaN            NaN  0.558580                 NaN            NaN  0.197268        1.05190                 NaN            NaN  0.806493                 NaN            NaN            NaN
  1390.98        2500.00        97.4450                 NaN            NaN            NaN  0.557953                 NaN            NaN   1.03702       0.171676                 NaN            NaN  0.788350                 NaN            NaN            NaN
  1388.47        2500.00        97.5000                 NaN            NaN            NaN  0.555890                 NaN            NaN   1.02866       0.144444                 NaN            NaN  0.770982                 NaN            NaN            NaN
  1385.96        2500.00        97.5518                 NaN            NaN            NaN  0.554907                 NaN            NaN   1.02044       0.118083                 NaN            NaN  0.754818                 NaN            NaN            NaN
  1383.46        2500.00        97.6036                 NaN            NaN            NaN  0.553212                 NaN            NaN  0.948524E-001   1.00998                 NaN            NaN  0.738371                 NaN            NaN            NaN
  1380.95        2500.00        97.6508                 NaN            NaN            NaN  0.551386                 NaN            NaN   1.00056       0.737765E-001            NaN            NaN  0.723429                 NaN            NaN            NaN
  1378.45        2500.00        97.6939                 NaN            NaN            NaN  0.553924                 NaN            NaN  0.995090       0.453482E-001            NaN            NaN  0.711716                 NaN            NaN            NaN
  1375.94        2500.00        97.7615                 NaN            NaN            NaN  0.541160                 NaN            NaN  0.977587       0.325188E-001            NaN            NaN  0.687283                 NaN            NaN            NaN
  1373.43        2500.00        97.7914                 NaN            NaN            NaN  0.544104                 NaN            NaN  0.132340E-001  0.972555                 NaN            NaN  0.678668                 NaN            NaN            NaN
  1370.93        2500.00        97.8348                 NaN            NaN            NaN  0.538761                 NaN            NaN  0.962153                 NaN            NaN            NaN  0.664241                 NaN            NaN            NaN
  1368.42        2500.00        97.8691                 NaN            NaN            NaN  0.526068                 NaN            NaN  0.940667       0.122872E-001            NaN            NaN  0.651917                 NaN            NaN            NaN
  1365.91        2500.00        97.9143                 NaN            NaN            NaN  0.516829                 NaN            NaN  0.923751       0.841290E-002            NaN            NaN  0.636681                 NaN            NaN            NaN
  1363.41        2500.00        97.9519                 NaN            NaN            NaN  0.511778                 NaN            NaN  0.912011                 NaN            NaN            NaN  0.624304                 NaN            NaN            NaN
  1360.90        2500.00        97.9902                 NaN            NaN            NaN  0.506434                 NaN            NaN  0.891722                 NaN            NaN            NaN  0.611685                 NaN            NaN            NaN
  1358.40        2500.00        98.0263                 NaN            NaN            NaN  0.499154                 NaN            NaN  0.875204                 NaN            NaN            NaN  0.599388                 NaN            NaN            NaN
  1355.89        2500.00        98.0618                 NaN            NaN            NaN  0.490749                 NaN            NaN  0.860290                 NaN            NaN            NaN  0.587191                 NaN            NaN            NaN
  1353.38        2500.00        98.0947                 NaN            NaN            NaN  0.482042                 NaN            NaN  0.847676                 NaN            NaN            NaN  0.575555                 NaN            NaN            NaN
  1350.88        2500.00        98.1295                 NaN            NaN            NaN  0.472894                 NaN            NaN  0.833889                 NaN            NaN            NaN  0.563750                 NaN            NaN            NaN
  1348.37        2500.00        98.1474                 NaN            NaN            NaN  0.481831                 NaN            NaN  0.812289                 NaN            NaN            NaN  0.558520                 NaN            NaN            NaN
  1345.86        2500.00        98.2053                 NaN            NaN            NaN  0.457442                 NaN            NaN  0.799858                 NaN            NaN            NaN  0.537416                 NaN            NaN            NaN
  1343.36        2500.00        98.1559                 NaN            NaN            NaN  0.490665                 NaN            NaN  0.781213                 NaN            NaN            NaN  0.572255                 NaN            NaN            NaN
  1340.85        2500.00        98.3043                 NaN            NaN            NaN  0.392620                 NaN            NaN  0.821078                 NaN            NaN            NaN  0.481994                 NaN            NaN            NaN
  1338.35        2500.00        98.2863                 NaN            NaN            NaN  0.437792                 NaN            NaN  0.765995                 NaN            NaN            NaN  0.509927                 NaN            NaN            NaN
  1335.84        2500.00        98.3128                 NaN            NaN            NaN  0.428148                 NaN            NaN  0.758764                 NaN            NaN            NaN  0.500250                 NaN            NaN            NaN
  1333.33        2500.00        98.3418                 NaN            NaN            NaN  0.418200                 NaN            NaN  0.749716                 NaN            NaN            NaN  0.490257                 NaN            NaN            NaN
  1330.83        2500.00        98.3724                 NaN            NaN            NaN  0.415249                 NaN            NaN  0.732001                 NaN            NaN            NaN  0.480358                 NaN            NaN            NaN
  1328.32        2500.00        98.3933                 NaN            NaN            NaN  0.413267                 NaN            NaN  0.719921                 NaN            NaN            NaN  0.473465                 NaN            NaN            NaN
  1325.81        2500.00        98.4293                 NaN            NaN            NaN  0.394017                 NaN            NaN  0.716586                 NaN            NaN            NaN  0.460078                 NaN            NaN            NaN
  1323.31        2500.00        98.4501                 NaN            NaN            NaN  0.389819                 NaN            NaN  0.706979                 NaN            NaN            NaN  0.453078                 NaN            NaN            NaN
  1320.80        2500.00        98.4749                 NaN            NaN            NaN  0.378480                 NaN            NaN  0.702505                 NaN            NaN            NaN  0.444136                 NaN            NaN            NaN
  1318.30        2500.00        98.5024                 NaN            NaN            NaN  0.374394                 NaN            NaN  0.687939                 NaN            NaN            NaN  0.435312                 NaN            NaN            NaN
  1315.79        2500.00        98.5247                 NaN            NaN            NaN  0.364143                 NaN            NaN  0.683977                 NaN            NaN            NaN  0.427205                 NaN            NaN            NaN
  1313.28        2500.00        98.5495                 NaN            NaN            NaN  0.357161                 NaN            NaN  0.674445                 NaN            NaN            NaN  0.418869                 NaN            NaN            NaN
  1310.78        2500.00        98.5694                 NaN            NaN            NaN  0.344310                 NaN            NaN  0.675126                 NaN            NaN            NaN  0.411160                 NaN            NaN            NaN
  1308.27        2500.00        98.5936                 NaN            NaN            NaN  0.338645                 NaN            NaN  0.664694                 NaN            NaN            NaN  0.403018                 NaN            NaN            NaN
  1305.76        2500.00        98.6157                 NaN            NaN            NaN  0.328462                 NaN            NaN  0.660343                 NaN            NaN            NaN  0.395503                 NaN            NaN            NaN
  1303.26        2500.00        98.6385                 NaN            NaN            NaN  0.322750                 NaN            NaN  0.650930                 NaN            NaN            NaN  0.387809                 NaN            NaN            NaN
  1300.75        2500.00        83.6374                 NaN            NaN            NaN   1.39772                 NaN            NaN  0.488686        3.53927                 NaN            NaN   2.23985        8.69706                 NaN            NaN
  1298.25        2500.00        81.4392                 NaN            NaN            NaN  0.965300                 NaN            NaN   2.83693        2.45860                 NaN            NaN   2.49544        9.80448                 NaN            NaN
  1295.74        2500.00        82.9264                 NaN            NaN            NaN  0.753112                 NaN            NaN   5.13582                 NaN            NaN            NaN   2.31009        8.87455                 NaN            NaN
  1293.23        2500.00        84.3687                 NaN            NaN            NaN  0.614961                 NaN            NaN   4.87466                 NaN            NaN            NaN   2.12507        8.01665                 NaN            NaN
  1290.73        2500.00        85.5146                 NaN            NaN            NaN  0.468896                 NaN            NaN   4.71609                 NaN            NaN            NaN   1.97759        7.32280                 NaN            NaN
  1288.22        2500.00        86.4687                 NaN            NaN            NaN  0.332379                 NaN            NaN   4.60575                 NaN            NaN            NaN   1.85318        6.74003                 NaN            NaN
  1285.71        2500.00        87.2581                 NaN            NaN            NaN  0.186364                 NaN            NaN   4.55827                 NaN            NaN            NaN   1.74797        6.24933                 NaN            NaN
  1283.21        2500.00        85.2829                 NaN            NaN            NaN  0.272088                 NaN            NaN   4.94845                 NaN            NaN            NaN   2.02122        7.19004       0.285271                 NaN
  1280.70        2500.00        85.0972                 NaN            NaN            NaN  0.344706                 NaN            NaN   4.86273                 NaN            NaN            NaN   2.05028        7.23695       0.408185                 NaN
  1278.20        2500.00        86.4061                 NaN            NaN            NaN  0.256840                 NaN            NaN   4.56614                 NaN            NaN            NaN   1.87228        6.53633       0.362280                 NaN
  1275.69        2500.00        86.3911                 NaN            NaN            NaN   1.04679                 NaN            NaN   3.51653                 NaN            NaN            NaN   1.94688        6.68817       0.410525                 NaN
  1273.18        2500.00        85.4647                 NaN            NaN            NaN  0.970802                 NaN            NaN   3.87616       0.286479                 NaN            NaN   2.06756        6.93753       0.396760                 NaN
  1270.68        2500.00        91.7700                 NaN            NaN            NaN  0.345345E-005            NaN            NaN   3.10208                 NaN            NaN            NaN   1.12349        3.80242       0.201985                 NaN
  1268.17        2500.00        86.0174                 NaN            NaN            NaN            NaN            NaN            NaN   2.02464        3.26749                 NaN            NaN   2.01223        6.35559       0.322651                 NaN
  1265.66        2500.00        97.7546                 NaN            NaN            NaN            NaN            NaN            NaN  0.350775                 NaN            NaN            NaN  0.140567        1.63989       0.114188                 NaN
  1263.16        2500.00        91.8011                 NaN            NaN            NaN            NaN            NaN            NaN   2.35085        1.14833                 NaN            NaN   1.19187        3.37325       0.134608                 NaN
  1260.65        2500.00        92.7622                 NaN            NaN            NaN            NaN            NaN            NaN   2.20434       0.382018                 NaN            NaN  0.971020        3.45012       0.230311                 NaN
  1258.15        2500.00        90.7511                 NaN            NaN            NaN            NaN            NaN            NaN   3.31027                 NaN            NaN            NaN   1.18150        4.49786       0.259226                 NaN
  1255.64        2500.00        95.3934                 NaN            NaN            NaN            NaN            NaN            NaN   1.85812                 NaN            NaN            NaN  0.713469        1.99955       0.354728E-001            NaN
  1253.13        2500.00        94.0289                 NaN            NaN            NaN            NaN            NaN            NaN   2.17905                 NaN            NaN            NaN  0.834219        2.82538       0.132462                 NaN
  1250.63        2500.00        94.2995                 NaN            NaN            NaN            NaN            NaN            NaN   1.94585                 NaN            NaN            NaN  0.747850        2.85247       0.154307                 NaN
  1248.12        2500.00        91.3464                 NaN            NaN            NaN            NaN            NaN            NaN   3.11907                 NaN            NaN            NaN   1.28177        4.03889       0.213914                 NaN
  1245.61        2500.00        98.9696                 NaN            NaN            NaN            NaN            NaN            NaN  0.288821                 NaN            NaN            NaN  0.115997       0.625565                 NaN            NaN
  1243.11        2500.00        94.9933                 NaN            NaN            NaN            NaN            NaN            NaN   1.92880                 NaN            NaN            NaN  0.680981        2.30853       0.884280E-001            NaN
  1240.60        2500.00        95.4228                 NaN            NaN            NaN            NaN            NaN            NaN   1.64283                 NaN            NaN            NaN  0.627713        2.21024       0.963717E-001            NaN
  1238.10        2500.00        95.2966                 NaN            NaN            NaN            NaN            NaN            NaN  0.990701       0.532614                 NaN            NaN  0.559775        2.47777       0.142583                 NaN
  1235.59        2500.00        96.4955                 NaN            NaN            NaN            NaN            NaN            NaN   1.37038                 NaN            NaN            NaN  0.530669        1.55524       0.482236E-001            NaN
  1233.08        2500.00        96.1909                 NaN            NaN            NaN            NaN            NaN            NaN   1.31131                 NaN            NaN            NaN  0.517145        1.90344       0.772044E-001            NaN
  1230.58        2500.00        84.5646                 NaN            NaN            NaN            NaN            NaN            NaN   1.79820        1.28225                 NaN            NaN   1.53559        6.43631       0.176207        4.20686     
  1228.07        2500.00        44.8450                 NaN            NaN            NaN            NaN            NaN            NaN   3.51671        5.98173                 NaN            NaN   4.92780        23.4194       0.604018        16.7053     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8799        2.29370                 NaN            NaN   8.61374        43.2975        1.09426        30.8209     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.13908        9.45524       0.577279                 NaN   8.60413        43.3023        1.09836        30.8237     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.14778        9.38719       0.639101                 NaN   8.61172        43.2936        1.09688        30.8237     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.29937        6.16215       0.715017                 NaN   8.61923        43.2851        1.09541        30.8237     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.19584        6.18793       0.794393                 NaN   8.62784        43.2764        1.09402        30.8236     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.20771        9.06765       0.906063                 NaN   8.63404        43.2682        1.09249        30.8239     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.13610        10.0513                 NaN            NaN   8.63579        43.2585        1.09318        30.8252     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0270        3.18341       0.252622E-004            NaN   8.64892        43.1960        1.09186        30.8528     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0290        3.18309                 NaN            NaN   8.65516        43.1893        1.09072        30.8527     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0307        3.18313       0.269804E-004            NaN   8.66140        43.1825        1.08956        30.8527     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.40033        8.19221        1.60109                 NaN   8.66989        43.2267        1.08530        30.8245     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8771        4.36723                 NaN            NaN   8.69293        43.1634        1.06813        30.8312     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.21412        11.0001                 NaN            NaN   8.69925        43.1932        1.07204        30.8213     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2721                 NaN            NaN            NaN   8.72606        43.1108        1.05712        30.8339     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.59737        7.67783        1.94070                 NaN   8.70008        43.1824        1.07500        30.8266     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2783                 NaN            NaN            NaN   8.74227        43.0916        1.05359        30.8342     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2642                 NaN            NaN            NaN   8.74470        43.1020        1.05763        30.8315     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2850                 NaN            NaN            NaN   8.75841        43.0725        1.04979        30.8344     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2883                 NaN            NaN            NaN   8.76644        43.0629        1.04790        30.8345     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2736                 NaN            NaN            NaN   8.76967        43.0729        1.05222        30.8316     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2953                 NaN            NaN            NaN   8.78272        43.0432        1.04399        30.8348     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0740        3.97570        1.13619       0.244170E-003   8.71408        43.1906        1.08236        30.8269     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9498        3.98372        1.24912                 NaN   8.72428        43.1845        1.08262        30.8260     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.4984        4.32573       0.356933       0.149936E-003   8.72275        43.1865        1.08326        30.8263     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7570        4.42552       0.160952E-004            NaN   8.72923        43.1794        1.08226        30.8266     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.65089        9.61305                 NaN            NaN   8.79576        43.0595        1.05168        30.8292     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7350        4.45446       0.712806E-003            NaN   8.74403        43.1593        1.07895        30.8275     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.11528        11.1591                 NaN            NaN   8.81305        43.0352        1.04724        30.8301     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7160        4.48706                 NaN            NaN   8.75570        43.1376        1.07366        30.8299     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.3174                 NaN            NaN            NaN   8.84569        42.9704        1.03080        30.8357     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.94680        12.5107        1.78573                 NaN   8.79572        43.0533        1.06305        30.8447     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.74269        10.5522                 NaN            NaN   8.84081        42.9942        1.03768        30.8325     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.31505        12.6247        1.31621                 NaN   8.81432        43.0232        1.05832        30.8482     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.45746        12.6639        1.14105                 NaN   8.82163        43.0102        1.05599        30.8498     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.59463        12.6745       0.996687                 NaN   8.83033        42.9986        1.05446        30.8507     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.70768        12.7038       0.859211                 NaN   8.83722        42.9876        1.05255        30.8519     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.80070        12.7267       0.747924                 NaN   8.84486        42.9763        1.05060        30.8529     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.88667        12.7456       0.647532                 NaN   8.85235        42.9654        1.04869        30.8538     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.6129        3.64286                 NaN            NaN   8.84114        43.0173        1.04968        30.8361     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4014        3.85484                 NaN            NaN   8.84498        43.0128        1.04925        30.8366     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.5391        3.72379                 NaN            NaN   8.85427        42.9988        1.04665        30.8374     
