|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.75/T13/T13_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1601.44        2500.00                 NaN   99.1073                 NaN  0.778932       0.113753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.87        2500.00                 NaN   99.1163                 NaN  0.772567       0.111165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.30        2500.00                 NaN   99.1242                 NaN  0.765583       0.110258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.72        2500.00                 NaN   99.0948                 NaN  0.792767       0.112465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.15        2500.00                 NaN   99.1742                 NaN  0.724581       0.101184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.57        2500.00                 NaN   99.1501                 NaN  0.743960       0.105939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1592.00        2500.00                 NaN   99.1559                 NaN  0.740804       0.103276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.42        2500.00                 NaN   99.1643                 NaN  0.733126       0.102598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.85        2500.00                 NaN   99.1712                 NaN  0.728331       0.100473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.27        2500.00                 NaN   99.1787                 NaN  0.721673       0.996558E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.70        2500.00                 NaN   99.1877                 NaN  0.713528       0.987733E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.13        2500.00                 NaN   99.1931                 NaN  0.710338       0.965845E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.55        2500.00                 NaN   99.2004                 NaN  0.704006       0.955711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.98        2500.00                 NaN   99.1627                 NaN  0.763058       0.742007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.40        2500.00                 NaN   99.2567                 NaN  0.633559       0.109697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.83        2500.00                 NaN   99.2203                 NaN  0.687478       0.922133E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.25        2500.00                 NaN   99.5959                 NaN  0.362649       0.414595E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.68        2500.00                 NaN   98.8690                 NaN  0.993411       0.137582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.10        2500.00                 NaN   99.2425                 NaN  0.669573       0.878867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.53        2500.00                 NaN   99.2483                 NaN  0.664767       0.869580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.95        2500.00                 NaN   99.2541                 NaN  0.659614       0.863310E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.38        2500.00                 NaN   99.2599                 NaN  0.655955       0.841518E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.81        2500.00                 NaN   99.2642                 NaN  0.655931       0.798452E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.23        2500.00                 NaN   99.0895                 NaN  0.810193       0.100316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.66        2500.00                 NaN   99.6611                 NaN  0.301472       0.374195E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.08        2500.00                 NaN   99.0710                 NaN  0.734999       0.194020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.51        2500.00                 NaN   99.2959                 NaN  0.667352       0.367936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.93        2500.00                 NaN   99.2978                 NaN  0.680901       0.213466E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.36        2500.00                 NaN   99.2998                 NaN  0.624585       0.756253E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.78        2500.00                 NaN   99.3062                 NaN  0.619380       0.744663E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.21        2500.00                 NaN   99.3117                 NaN  0.614061       0.741982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.64        2500.00                 NaN   99.3154                 NaN  0.613372       0.711783E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.06        2500.00                 NaN   99.3215                 NaN  0.607634       0.708475E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.49        2500.00                 NaN   99.3264                 NaN  0.603393       0.701996E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.91        2500.00                 NaN   98.6060                 NaN   1.24666       0.147346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.34        2500.00                 NaN   99.8856                 NaN  0.102051       0.123563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.76        2500.00                 NaN   99.5256                 NaN  0.427618       0.468012E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.19        2500.00                 NaN   99.3456                 NaN  0.589426       0.649341E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.61        2500.00                 NaN   99.3506                 NaN  0.586525       0.628268E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.04        2500.00                 NaN   99.3537                 NaN  0.581467       0.648604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.47        2500.00                 NaN   99.3846                 NaN  0.555222       0.601829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.89        2500.00                 NaN   99.3390                 NaN  0.598024       0.630098E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.32        2500.00                 NaN   99.3694                 NaN  0.569987       0.605934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.74        2500.00                 NaN   99.3722                 NaN  0.569746       0.580137E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.17        2500.00                 NaN   99.3753                 NaN  0.567450       0.572374E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.59        2500.00                 NaN   99.3794                 NaN  0.564838       0.557519E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.02        2500.00                 NaN   99.3830                 NaN  0.562912       0.540969E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.44        2500.00                 NaN   99.2547                 NaN  0.679936       0.653279E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.87        2500.00                 NaN   99.5242                 NaN  0.435014       0.408244E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.30        2500.00                 NaN   99.3950                 NaN  0.553199       0.517651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.72        2500.00                 NaN   99.3990                 NaN  0.550317       0.506540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.15        2500.00                 NaN   99.4026                 NaN  0.547677       0.497135E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.57        2500.00                 NaN   99.5622                 NaN  0.401780       0.359745E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.00        2500.00                 NaN   99.2520                 NaN  0.688210       0.597923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.42        2500.00                 NaN   99.4122                 NaN  0.540765       0.470508E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.85        2500.00                 NaN   99.4147                 NaN  0.543361       0.419831E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.27        2500.00                 NaN   99.4023                 NaN  0.557950       0.397235E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.70        2500.00                 NaN   99.4380                 NaN  0.517386       0.445921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.13        2500.00                 NaN   99.4246                 NaN  0.533743       0.417042E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.55        2500.00                 NaN   99.2884                 NaN  0.659611       0.520050E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.98        2500.00                 NaN   99.7336                 NaN  0.247426       0.189579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.40        2500.00                 NaN   99.9649                 NaN  0.164193E-001  0.162984E-001  0.234475E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1503.83        2500.00                 NaN   98.5132                 NaN  0.369033                 NaN   1.11780                 NaN            NaN            NaN            NaN            NaN            NaN
  1502.25        2500.00                 NaN   99.2514                 NaN  0.113464                 NaN  0.635090                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.68        2500.00                 NaN   99.2371                 NaN            NaN            NaN  0.762917                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.10        2500.00                 NaN   99.2355                 NaN            NaN  0.163274E-001  0.748190                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.53        2500.00                 NaN   99.2253                 NaN            NaN  0.394841E-004  0.774642                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.96        2500.00                 NaN   99.0432                 NaN            NaN            NaN  0.956782                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.38        2500.00                 NaN   99.3763                 NaN            NaN            NaN  0.623699                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.81        2500.00                 NaN   99.1910                 NaN            NaN            NaN  0.809047                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00                 NaN   99.0602                 NaN            NaN            NaN  0.691714       0.248120                 NaN            NaN            NaN            NaN            NaN
  1489.66        2500.00                 NaN   98.7853                 NaN            NaN            NaN  0.840144       0.374533                 NaN            NaN            NaN            NaN            NaN
  1488.08        2500.00                 NaN   98.7908                 NaN            NaN            NaN  0.371831       0.837377                 NaN            NaN            NaN            NaN            NaN
  1486.51        2500.00                 NaN   98.8030                 NaN            NaN            NaN  0.367308       0.829671                 NaN            NaN            NaN            NaN            NaN
  1484.93        2500.00                 NaN   98.8168                 NaN            NaN            NaN  0.818565       0.364682                 NaN            NaN            NaN            NaN            NaN
  1483.36        2500.00                 NaN   98.7797                 NaN            NaN  0.131270       0.170232       0.918818                 NaN            NaN            NaN            NaN            NaN
  1481.79        2500.00                 NaN   98.8911                 NaN            NaN            NaN  0.342137       0.766749                 NaN            NaN            NaN            NaN            NaN
  1480.21        2500.00                 NaN   98.8472                 NaN            NaN            NaN  0.797423       0.355385                 NaN            NaN            NaN            NaN            NaN
  1478.64        2500.00                 NaN   98.8521                 NaN            NaN            NaN  0.794923       0.353012                 NaN            NaN            NaN            NaN            NaN
  1477.06        2500.00                 NaN   98.5561                 NaN            NaN  0.206083E-002  0.438965        1.00286                 NaN            NaN            NaN            NaN            NaN
  1475.49        2500.00                 NaN   99.1791                 NaN            NaN  0.225488E-002  0.569330       0.249288                 NaN            NaN            NaN            NaN            NaN
  1473.91        2500.00                 NaN   98.8843                 NaN            NaN  0.540583E-001  0.259770       0.801829                 NaN            NaN            NaN            NaN            NaN
  1472.34        2500.00                 NaN   98.8938                 NaN            NaN  0.521457E-001  0.793406       0.260619                 NaN            NaN            NaN            NaN            NaN
  1470.76        2500.00                 NaN   98.9010                 NaN            NaN  0.507352E-001  0.259691       0.788556                 NaN            NaN            NaN            NaN            NaN
  1469.19        2500.00                 NaN   98.9097                 NaN            NaN  0.492257E-001  0.780755       0.260299                 NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00                 NaN   98.9166                 NaN            NaN  0.477748E-001  0.775503       0.260131                 NaN            NaN            NaN            NaN            NaN
  1466.04        2500.00                 NaN   98.9206                 NaN            NaN  0.469060E-001  0.775006       0.257497                 NaN            NaN            NaN            NaN            NaN
  1464.47        2500.00                 NaN   98.9334                 NaN            NaN  0.444909E-001  0.260466       0.761594                 NaN            NaN            NaN            NaN            NaN
  1462.89        2500.00                 NaN   98.9386                 NaN            NaN  0.434044E-001  0.259902       0.758134                 NaN            NaN            NaN            NaN            NaN
  1461.32        2500.00                 NaN   98.9442                 NaN            NaN  0.421778E-001  0.753896       0.259691                 NaN            NaN            NaN            NaN            NaN
  1459.74        2500.00                 NaN   98.9508                 NaN            NaN  0.408344E-001  0.259327       0.749066                 NaN            NaN            NaN            NaN            NaN
  1458.17        2500.00                 NaN   98.9580                 NaN            NaN  0.392314E-001  0.743321       0.259485                 NaN            NaN            NaN            NaN            NaN
  1456.59        2500.00                 NaN   98.9639                 NaN            NaN  0.379262E-001  0.259235       0.738970                 NaN            NaN            NaN            NaN            NaN
  1455.02        2500.00                 NaN   98.9684                 NaN            NaN  0.367220E-001  0.735086       0.259747                 NaN            NaN            NaN            NaN            NaN
  1453.44        2500.00                 NaN   98.9756                 NaN            NaN  0.354419E-001  0.730061       0.258889                 NaN            NaN            NaN            NaN            NaN
  1451.87        2500.00                 NaN   98.9808                 NaN            NaN  0.372307E-001  0.728062       0.253937                 NaN            NaN            NaN            NaN            NaN
  1450.30        2500.00                 NaN   98.9855                 NaN            NaN  0.295185E-001  0.262103       0.722881                 NaN            NaN            NaN            NaN            NaN
  1448.72        2500.00                 NaN   98.9917                 NaN            NaN  0.312479E-001  0.718498       0.258596                 NaN            NaN            NaN            NaN            NaN
  1447.15        2500.00                 NaN   98.9961                 NaN            NaN  0.300825E-001  0.258343       0.715428                 NaN            NaN            NaN            NaN            NaN
  1445.57        2500.00                 NaN   98.1230                 NaN            NaN  0.191368       0.447794       0.834422                 NaN  0.403367                 NaN            NaN            NaN
  1444.00        2500.00                 NaN   97.1229                 NaN            NaN  0.384492       0.968340       0.652520                 NaN  0.871727                 NaN            NaN            NaN
  1442.42        2500.00                 NaN   97.1806                 NaN            NaN  0.383575       0.952057       0.628973                 NaN  0.854773                 NaN            NaN            NaN
  1440.85        2500.00                 NaN   97.2334                 NaN            NaN  0.383099       0.605710       0.938951                 NaN  0.838872                 NaN            NaN            NaN
  1439.27        2500.00                 NaN   97.2929                 NaN            NaN  0.381849       0.923660       0.580693                 NaN  0.820917                 NaN            NaN            NaN
  1437.70        2500.00                 NaN   97.3426                 NaN            NaN  0.381116       0.914086       0.555974                 NaN  0.806219                 NaN            NaN            NaN
  1436.13        2500.00                 NaN   97.3935                 NaN            NaN  0.380471       0.900173       0.534808                 NaN  0.791008                 NaN            NaN            NaN
  1434.55        2500.00                 NaN   97.4398                 NaN            NaN  0.380505       0.512541       0.889896                 NaN  0.777279                 NaN            NaN            NaN
  1432.98        2500.00                 NaN   97.4873                 NaN            NaN  0.379915       0.878413       0.491438                 NaN  0.762938                 NaN            NaN            NaN
  1431.40        2500.00                 NaN   97.5328                 NaN            NaN  0.379839       0.470358       0.867206                 NaN  0.749776                 NaN            NaN            NaN
  1429.83        2500.00                 NaN   97.5773                 NaN            NaN  0.378678       0.857516       0.450734                 NaN  0.735727                 NaN            NaN            NaN
  1428.25        2500.00                 NaN   97.6174                 NaN            NaN  0.379546       0.431416       0.847903                 NaN  0.723752                 NaN            NaN            NaN
  1426.68        2500.00                 NaN   97.6599                 NaN            NaN  0.378554       0.837948       0.412493                 NaN  0.711078                 NaN            NaN            NaN
  1425.10        2500.00                 NaN   97.6967                 NaN            NaN  0.378957       0.393610       0.830412                 NaN  0.700341                 NaN            NaN            NaN
  1423.53        2500.00                 NaN   97.7380                 NaN            NaN  0.378548       0.820258       0.375443                 NaN  0.687738                 NaN            NaN            NaN
  1421.96        2500.00                 NaN   97.7743                 NaN            NaN  0.378391       0.357583       0.812895                 NaN  0.676814                 NaN            NaN            NaN
  1420.38        2500.00                 NaN   97.0029                 NaN            NaN  0.519190        1.11510       0.448522                 NaN  0.914314                 NaN            NaN            NaN
  1418.81        2500.00                 NaN   98.6989                 NaN            NaN  0.231541       0.490472       0.185165                 NaN  0.393958                 NaN            NaN            NaN
  1417.23        2500.00                 NaN   97.8788                 NaN            NaN  0.378749       0.790010       0.306983                 NaN  0.645496                 NaN            NaN            NaN
  1415.66        2500.00                 NaN   97.9111                 NaN            NaN  0.378757       0.783500       0.291139                 NaN  0.635546                 NaN            NaN            NaN
  1414.08        2500.00                 NaN   97.9439                 NaN            NaN  0.378735       0.775946       0.275863                 NaN  0.625601                 NaN            NaN            NaN
  1412.51        2500.00                 NaN   97.9716                 NaN            NaN  0.379398       0.260037       0.771801                 NaN  0.617206                 NaN            NaN            NaN
  1410.93        2500.00                 NaN   98.0035                 NaN            NaN  0.378952       0.764387       0.245784                 NaN  0.607365                 NaN            NaN            NaN
  1409.36        2500.00                 NaN   98.0334                 NaN            NaN  0.378969       0.758077       0.231226                 NaN  0.598280                 NaN            NaN            NaN
  1407.79        2500.00                 NaN   98.0622                 NaN            NaN  0.379055       0.216871       0.752302                 NaN  0.589600                 NaN            NaN            NaN
  1406.21        2500.00                 NaN   98.0904                 NaN            NaN  0.379006       0.746407       0.203166                 NaN  0.581019                 NaN            NaN            NaN
  1404.64        2500.00                 NaN   98.1173                 NaN            NaN  0.379047       0.189679       0.741157                 NaN  0.572779                 NaN            NaN            NaN
  1403.06        2500.00                 NaN   98.1432                 NaN            NaN  0.379080       0.176377       0.736524                 NaN  0.564837                 NaN            NaN            NaN
  1401.49        2500.00                 NaN   98.1694                 NaN            NaN  0.378916       0.732622       0.162000                 NaN  0.557032                 NaN            NaN            NaN
  1399.91        2500.00                 NaN   98.1945                 NaN            NaN  0.378579       0.150674       0.727231                 NaN  0.548974                 NaN            NaN            NaN
  1398.34        2500.00                 NaN   98.2177                 NaN            NaN  0.378915       0.138000       0.723413                 NaN  0.541940                 NaN            NaN            NaN
  1396.76        2500.00                 NaN   98.2428                 NaN            NaN  0.378311       0.127163       0.717643                 NaN  0.534077                 NaN            NaN            NaN
  1395.19        2500.00                 NaN   98.2656                 NaN            NaN  0.378246       0.115659       0.713392                 NaN  0.527077                 NaN            NaN            NaN
  1393.62        2500.00                 NaN   98.2872                 NaN            NaN  0.378075       0.710612       0.103867                 NaN  0.520209                 NaN            NaN            NaN
  1392.04        2500.00                 NaN   98.3105                 NaN            NaN  0.377386       0.705926       0.931250E-001            NaN  0.513017                 NaN            NaN            NaN
  1390.47        2500.00                 NaN   98.3311                 NaN            NaN  0.377570       0.820112E-001  0.702653                 NaN  0.506667                 NaN            NaN            NaN
  1388.89        2500.00                 NaN   98.3529                 NaN            NaN  0.376358       0.724761E-001  0.698644                 NaN  0.499633                 NaN            NaN            NaN
  1387.32        2500.00                 NaN   98.3715                 NaN            NaN  0.376421       0.697176       0.609540E-001            NaN  0.493931                 NaN            NaN            NaN
  1385.74        2500.00                 NaN   98.3945                 NaN            NaN  0.374806       0.530079E-001  0.691248                 NaN  0.486469                 NaN            NaN            NaN
  1384.17        2500.00                 NaN   98.4133                 NaN            NaN  0.374400       0.688332       0.433446E-001            NaN  0.480639                 NaN            NaN            NaN
  1382.59        2500.00                 NaN   98.4319                 NaN            NaN  0.373821       0.685939       0.335920E-001            NaN  0.474768                 NaN            NaN            NaN
  1381.02        2500.00                 NaN   98.4511                 NaN            NaN  0.373419       0.682115       0.247079E-001            NaN  0.468696                 NaN            NaN            NaN
  1379.45        2500.00                 NaN   98.4708                 NaN            NaN  0.371523       0.677704       0.177196E-001            NaN  0.462277                 NaN            NaN            NaN
  1377.87        2500.00                 NaN   98.4858                 NaN            NaN  0.368141       0.183853E-001  0.670288                 NaN  0.457341                 NaN            NaN            NaN
  1376.30        2500.00                 NaN   98.5038                 NaN            NaN  0.356946       0.362632E-001  0.653194                 NaN  0.449779                 NaN            NaN            NaN
  1374.72        2500.00                 NaN   98.5164                 NaN            NaN  0.355926       0.649829       0.320659E-001            NaN  0.445763                 NaN            NaN            NaN
  1373.15        2500.00                 NaN   98.5380                 NaN            NaN  0.362425       0.660052                 NaN            NaN  0.439572                 NaN            NaN            NaN
  1371.57        2500.00                 NaN   98.5450                 NaN            NaN  0.355589       0.648966       0.134353E-001            NaN  0.436997                 NaN            NaN            NaN
  1370.00        2500.00                 NaN   98.5695                 NaN            NaN  0.332249       0.613531E-001  0.611435                 NaN  0.425454                 NaN            NaN            NaN
  1368.42        2500.00                 NaN   98.5849                 NaN            NaN  0.353376       0.637991                 NaN            NaN  0.423779                 NaN            NaN            NaN
  1366.85        2500.00                 NaN   98.5990                 NaN            NaN  0.349101       0.633222                 NaN            NaN  0.418628                 NaN            NaN            NaN
  1365.27        2500.00                 NaN   98.6051                 NaN            NaN  0.350972       0.627076                 NaN            NaN  0.416820                 NaN            NaN            NaN
  1363.70        2500.00                 NaN   98.6355                 NaN            NaN  0.340351       0.618336                 NaN            NaN  0.405778                 NaN            NaN            NaN
  1362.13        2500.00                 NaN   98.6432                 NaN            NaN  0.338280       0.615235                 NaN            NaN  0.403260                 NaN            NaN            NaN
  1360.55        2500.00                 NaN   98.6590                 NaN            NaN  0.337095       0.605620                 NaN            NaN  0.398318                 NaN            NaN            NaN
  1358.98        2500.00                 NaN   98.6709                 NaN            NaN  0.331835       0.603646                 NaN            NaN  0.393589                 NaN            NaN            NaN
  1357.40        2500.00                 NaN   98.6855                 NaN            NaN  0.329324       0.596535                 NaN            NaN  0.388681                 NaN            NaN            NaN
  1355.83        2500.00                 NaN   98.6976                 NaN            NaN  0.323595       0.594762                 NaN            NaN  0.384008                 NaN            NaN            NaN
  1354.25        2500.00                 NaN   98.7101                 NaN            NaN  0.322646       0.587364                 NaN            NaN  0.379889                 NaN            NaN            NaN
  1352.68        2500.00                 NaN   98.7244                 NaN            NaN  0.318879       0.581836                 NaN            NaN  0.374875                 NaN            NaN            NaN
  1351.10        2500.00                 NaN   98.7377                 NaN            NaN  0.315781       0.576199                 NaN            NaN  0.370296                 NaN            NaN            NaN
  1349.53        2500.00                 NaN   98.7488                 NaN            NaN  0.313403       0.571506                 NaN            NaN  0.366311                 NaN            NaN            NaN
  1347.96        2500.00                 NaN   98.7615                 NaN            NaN  0.308591       0.568145                 NaN            NaN  0.361755                 NaN            NaN            NaN
  1346.38        2500.00                 NaN   98.7758                 NaN            NaN  0.307020       0.559797                 NaN            NaN  0.357401                 NaN            NaN            NaN
  1344.81        2500.00                 NaN   98.7867                 NaN            NaN  0.302954       0.557252                 NaN            NaN  0.353113                 NaN            NaN            NaN
  1343.23        2500.00                 NaN   98.7968                 NaN            NaN  0.296003       0.558166                 NaN            NaN  0.349019                 NaN            NaN            NaN
  1341.66        2500.00                 NaN   98.8057                 NaN            NaN  0.297592       0.550424                 NaN            NaN  0.346252                 NaN            NaN            NaN
  1340.08        2500.00                 NaN   98.8225                 NaN            NaN  0.290654       0.546698                 NaN            NaN  0.340139                 NaN            NaN            NaN
  1338.51        2500.00                 NaN   98.8308                 NaN            NaN  0.288829       0.543089                 NaN            NaN  0.337295                 NaN            NaN            NaN
  1336.93        2500.00                 NaN   98.8409                 NaN            NaN  0.281487       0.544365                 NaN            NaN  0.333246                 NaN            NaN            NaN
  1335.36        2500.00                 NaN   98.8531                 NaN            NaN  0.281957       0.535591                 NaN            NaN  0.329398                 NaN            NaN            NaN
  1333.79        2500.00                 NaN   98.8640                 NaN            NaN  0.277112       0.533363                 NaN            NaN  0.325558                 NaN            NaN            NaN
  1332.21        2500.00                 NaN   98.8739                 NaN            NaN  0.275396       0.528654                 NaN            NaN  0.322054                 NaN            NaN            NaN
  1330.64        2500.00                 NaN   95.8635                 NaN            NaN   1.04469        1.94000                 NaN            NaN   1.15179                 NaN            NaN            NaN
  1329.06        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1327.49        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1325.91        2500.00                 NaN   99.7172                 NaN            NaN  0.180840                 NaN            NaN            NaN  0.101985                 NaN            NaN            NaN
  1324.34        2500.00                 NaN   99.0312                 NaN            NaN  0.282304       0.389682                 NaN            NaN  0.296765                 NaN            NaN            NaN
  1322.76        2500.00                 NaN   98.9335                 NaN            NaN  0.242341       0.524234                 NaN            NaN  0.299942                 NaN            NaN            NaN
  1321.19        2500.00                 NaN   98.9421                 NaN            NaN  0.239021       0.522001                 NaN            NaN  0.296848                 NaN            NaN            NaN
  1319.62        2500.00                 NaN   98.9501                 NaN            NaN  0.234857       0.521207                 NaN            NaN  0.293868                 NaN            NaN            NaN
  1318.04        2500.00                 NaN   98.9590                 NaN            NaN  0.233512       0.516667                 NaN            NaN  0.290809                 NaN            NaN            NaN
  1316.47        2500.00                 NaN   98.9681                 NaN            NaN  0.227380       0.517037                 NaN            NaN  0.287461                 NaN            NaN            NaN
  1314.89        2500.00                 NaN   98.9749                 NaN            NaN  0.219737       0.520789                 NaN            NaN  0.284595                 NaN            NaN            NaN
  1313.32        2500.00                 NaN   98.9843                 NaN            NaN  0.218162       0.516069                 NaN            NaN  0.281487                 NaN            NaN            NaN
  1311.74        2500.00                 NaN   98.9912                 NaN            NaN  0.220907       0.508166                 NaN            NaN  0.279764                 NaN            NaN            NaN
  1310.17        2500.00                 NaN   99.0029                 NaN            NaN  0.204771       0.517829                 NaN            NaN  0.274549                 NaN            NaN            NaN
