|6.6.6
Archiving\03_Data\eq/QFM_m3.75/KHA22/KHA22_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1788.46        2500.00        72.7311                 NaN            NaN   26.3911                 NaN  0.559210       0.318516                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        72.2310                 NaN            NaN   26.8819                 NaN  0.559411       0.327717                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        71.7306                 NaN            NaN   27.3729                 NaN  0.559611       0.336924                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        71.2298                 NaN            NaN   27.8642                 NaN  0.559810       0.346138                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        70.7288                 NaN            NaN   28.3558                 NaN  0.560008       0.355357                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        70.2275                 NaN            NaN   28.8477                 NaN  0.560205       0.364582                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        69.7259                 NaN            NaN   29.3398                 NaN  0.560401       0.373814                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        69.2526                 NaN            NaN   29.8043                 NaN  0.560587       0.382489                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        68.7791                 NaN            NaN   30.2689                 NaN  0.560771       0.391169                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        68.3053                 NaN            NaN   30.7339                 NaN  0.560955       0.399854                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        67.8313                 NaN            NaN   31.1990                 NaN  0.561138       0.408545                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        67.3571                 NaN            NaN   31.6644                 NaN  0.561319       0.417240                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        66.8826                 NaN            NaN   32.1300                 NaN  0.561500       0.425940                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        66.4079                 NaN            NaN   32.5958                 NaN  0.561680       0.434646                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        65.9330                 NaN            NaN   33.0618                 NaN  0.561859       0.443356                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        65.4862                 NaN            NaN   33.5002                 NaN  0.562026       0.451620                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        65.0392                 NaN            NaN   33.9387                 NaN  0.562193       0.459888                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        64.5920                 NaN            NaN   34.3775                 NaN  0.562358       0.468161                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        64.1446                 NaN            NaN   34.8164                 NaN  0.562523       0.476437                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        63.6971                 NaN            NaN   35.2555                 NaN  0.562687       0.484718                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        63.2494                 NaN            NaN   35.6948                 NaN  0.562850       0.493003                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        62.8015                 NaN            NaN   36.1342                 NaN  0.563011       0.501291                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        62.3534                 NaN            NaN   36.5738                 NaN  0.563172       0.509584                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        61.9343                 NaN            NaN   36.9852                 NaN  0.563321       0.517264                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        61.5149                 NaN            NaN   37.3966                 NaN  0.563469       0.524947                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        61.0955                 NaN            NaN   37.8083                 NaN  0.563616       0.532633                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        60.6759                 NaN            NaN   38.2200                 NaN  0.563762       0.540322                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        60.2562                 NaN            NaN   38.6319                 NaN  0.563907       0.548015                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        59.8363                 NaN            NaN   39.0439                 NaN  0.564051       0.555710                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        59.4164                 NaN            NaN   39.4560                 NaN  0.564195       0.563409                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        58.9963                 NaN            NaN   39.8683                 NaN  0.564337       0.571110                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        58.6046                 NaN            NaN   40.2526                 NaN  0.564468       0.578297                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        58.2129                 NaN            NaN   40.6370                 NaN  0.564598       0.585487                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        57.8211                 NaN            NaN   41.0215                 NaN  0.564727       0.592679                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        57.4292                 NaN            NaN   41.4061                 NaN  0.564855       0.599873                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        57.0372                 NaN            NaN   41.7907                 NaN  0.564982       0.607070                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        56.6451                 NaN            NaN   42.1755                 NaN  0.565109       0.614268                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        56.2530                 NaN            NaN   42.5603                 NaN  0.565234       0.621470                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        55.8607                 NaN            NaN   42.9452                 NaN  0.565358       0.628673                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        55.4981                 NaN            NaN   43.3010                 NaN  0.565472       0.635467                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        55.1353                 NaN            NaN   43.6568                 NaN  0.565584       0.642263                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        54.7726                 NaN            NaN   44.0127                 NaN  0.565696       0.649060                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        54.4097                 NaN            NaN   44.3686                 NaN  0.565806       0.655859                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        54.0469                 NaN            NaN   44.7246                 NaN  0.565916       0.662660                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        53.6839                 NaN            NaN   45.0806                 NaN  0.566025       0.669463                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        53.3210                 NaN            NaN   45.4366                 NaN  0.566132       0.676267                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        52.9579                 NaN            NaN   45.7927                 NaN  0.566239       0.683072                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        52.5047                 NaN            NaN   46.1034                 NaN  0.566421       0.689297       0.136183                 NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        51.4268                 NaN            NaN   46.2346                 NaN  0.567076       0.685491        1.08595                 NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        50.4097                 NaN            NaN   46.3563                 NaN  0.567697       0.681434        1.98482                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        49.3905                 NaN            NaN   46.4782                 NaN  0.568319       0.677367        2.88564                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        48.4785                 NaN            NaN   46.5835                 NaN  0.568881       0.673097        3.69596                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        47.5648                 NaN            NaN   46.6890                 NaN  0.569443       0.668818        4.50786                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        46.6494                 NaN            NaN   46.7947                 NaN  0.570006       0.664529        5.32133                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        45.7323                 NaN            NaN   46.9005                 NaN  0.570568       0.660231        6.13637                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        44.9838                 NaN            NaN   46.9801                 NaN  0.571038       0.655455        6.80961                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        44.2341                 NaN            NaN   47.0599                 NaN  0.571508       0.650671        7.48392                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        43.4832                 NaN            NaN   47.1396                 NaN  0.571978       0.645878        8.15931                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        42.7312                 NaN            NaN   47.2195                 NaN  0.572448       0.641077        8.83579                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        41.9780                 NaN            NaN   47.2995                 NaN  0.572919       0.636268        9.51335                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        41.2237                 NaN            NaN   47.3795                 NaN  0.573389       0.631450        10.1920                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        40.4682                 NaN            NaN   47.4596                 NaN  0.573860       0.626624        10.8717                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        39.7116                 NaN            NaN   47.5398                 NaN  0.574330       0.621789        11.5525                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        39.1149                 NaN            NaN   47.5957                 NaN  0.574713       0.616422        12.0983                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        38.5175                 NaN            NaN   47.6516                 NaN  0.575097       0.611048        12.6447                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        37.9194                 NaN            NaN   47.7076                 NaN  0.575480       0.605666        13.1918                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        37.3205                 NaN            NaN   47.7637                 NaN  0.575863       0.600277        13.7397                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        36.7210                 NaN            NaN   47.8197                 NaN  0.576247       0.594881        14.2882                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        36.1206                 NaN            NaN   47.8758                 NaN  0.576630       0.589477        14.8374                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        35.5196                 NaN            NaN   47.9319                 NaN  0.577013       0.584065        15.3874                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        34.9178                 NaN            NaN   47.9881                 NaN  0.577397       0.578646        15.9380                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        34.4224                 NaN            NaN   48.0290                 NaN  0.577722       0.572658        16.3982                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        33.9265                 NaN            NaN   48.0699                 NaN  0.578048       0.566664        16.8588                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        33.4301                 NaN            NaN   48.1109                 NaN  0.578374       0.560662        17.3200                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        32.9332                 NaN            NaN   48.1518                 NaN  0.578700       0.554653        17.7816                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        32.4358                 NaN            NaN   48.1928                 NaN  0.579026       0.548637        18.2437                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        31.9379                 NaN            NaN   48.2338                 NaN  0.579351       0.542615        18.7063                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        31.4395                 NaN            NaN   48.2748                 NaN  0.579677       0.536585        19.1694                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        30.9406                 NaN            NaN   48.3158                 NaN  0.580003       0.530549        19.6330                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        30.5120                 NaN            NaN   48.3472                 NaN  0.580292       0.523910        20.0365                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        30.0830                 NaN            NaN   48.3787                 NaN  0.580580       0.517264        20.4404                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        29.6537                 NaN            NaN   48.4101                 NaN  0.580869       0.510612        20.8447                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        29.2240                 NaN            NaN   48.4416                 NaN  0.581158       0.503953        21.2494                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        28.7939                 NaN            NaN   48.4730                 NaN  0.581447       0.497288        21.6544                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        28.3634                 NaN            NaN   48.5045                 NaN  0.581736       0.490616        22.0598                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        27.9325                 NaN            NaN   48.5360                 NaN  0.582024       0.483938        22.4655                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        27.5013                 NaN            NaN   48.5674                 NaN  0.582313       0.477253        22.8717                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        27.1221                 NaN            NaN   48.5942                 NaN  0.582574       0.469792        23.2313                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        26.7427                 NaN            NaN   48.6210                 NaN  0.582835       0.462324        23.5912                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        26.3629                 NaN            NaN   48.6477                 NaN  0.583096       0.454850        23.9514                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        25.9829                 NaN            NaN   48.6745                 NaN  0.583357       0.447369        24.3119                 NaN            NaN            NaN            NaN            NaN
  1496.79        2500.00        25.6025                 NaN            NaN   48.7013                 NaN  0.583618       0.439881        24.6727                 NaN            NaN            NaN            NaN            NaN
  1493.59        2500.00        25.2219                 NaN            NaN   48.7281                 NaN  0.583879       0.432387        25.0338                 NaN            NaN            NaN            NaN            NaN
  1490.38        2500.00        24.8410                 NaN            NaN   48.7549                 NaN  0.584140       0.424886        25.3951                 NaN            NaN            NaN            NaN            NaN
  1487.18        2500.00        24.4598                 NaN            NaN   48.7817                 NaN  0.584401       0.417379        25.7568                 NaN            NaN            NaN            NaN            NaN
  1483.97        2500.00        24.1032                 NaN            NaN   48.8067                 NaN  0.584649       0.409665        26.0958                 NaN            NaN            NaN            NaN            NaN
  1480.77        2500.00        23.7465                 NaN            NaN   48.8316                 NaN  0.584897       0.401945        26.4350                 NaN            NaN            NaN            NaN            NaN
  1477.56        2500.00        23.3657                 NaN            NaN   48.8586                 NaN  0.585168       0.396222        26.7323       0.620774E-001            NaN            NaN            NaN            NaN
  1474.36        2500.00        22.7922                 NaN            NaN   48.9002                 NaN  0.585603       0.398934        26.8547       0.468309                 NaN            NaN            NaN            NaN
  1471.15        2500.00        22.2782                 NaN            NaN   48.9327                 NaN  0.585999       0.403351        26.9617       0.838006                 NaN            NaN            NaN            NaN
  1467.95        2500.00        21.7636                 NaN            NaN   48.9653                 NaN  0.586395       0.407775        27.0687        1.20819                 NaN            NaN            NaN            NaN
  1464.74        2500.00        21.2484                 NaN            NaN   48.9978                 NaN  0.586791       0.412206        27.1759        1.57887                 NaN            NaN            NaN            NaN
  1461.54        2500.00        20.7325                 NaN            NaN   49.0304                 NaN  0.587187       0.416643        27.2832        1.95004                 NaN            NaN            NaN            NaN
  1458.33        2500.00        20.2636                 NaN            NaN   49.0530                 NaN  0.587554       0.423082        27.3802        2.29256                 NaN            NaN            NaN            NaN
  1455.13        2500.00        19.7942                 NaN            NaN   49.0756                 NaN  0.587922       0.429531        27.4772        2.63550                 NaN            NaN            NaN            NaN
  1451.92        2500.00        19.3052                 NaN            NaN   49.0768                 NaN  0.588305       0.444770        27.3478       0.292684        2.94443                 NaN            NaN            NaN
  1448.72        2500.00        18.8250                 NaN            NaN   49.0759                 NaN  0.588685       0.460481        27.2176       0.584517        3.24782                 NaN            NaN            NaN
  1445.51        2500.00        18.8244                 NaN            NaN   49.0762                 NaN  0.588697       0.460497        27.2179       0.584524        3.24785                 NaN            NaN            NaN
  1442.31        2500.00        18.8238                 NaN            NaN   49.0764                 NaN  0.588709       0.460514        27.2182       0.584532        3.24788                 NaN            NaN            NaN
  1439.10        2500.00        18.8231                 NaN            NaN   49.0767                 NaN  0.588721       0.460530        27.2185       0.584540        3.24790                 NaN            NaN            NaN
  1435.90        2500.00        17.0819                 NaN            NaN   49.0526                 NaN  0.590085       0.524918        26.8374        1.55155        4.36150                 NaN            NaN            NaN
  1432.69        2500.00        17.0814                 NaN            NaN   49.0529                 NaN  0.590097       0.524936        26.8376        1.55157        4.36153                 NaN            NaN            NaN
  1429.49        2500.00        17.0809                 NaN            NaN   49.0531                 NaN  0.590108       0.524954        26.8379        1.55159        4.36156                 NaN            NaN            NaN
  1426.28        2500.00        17.0803                 NaN            NaN   49.0533                 NaN  0.590119       0.524973        26.8381        1.55161        4.36158                 NaN            NaN            NaN
  1423.08        2500.00        17.0798                 NaN            NaN   49.0535                 NaN  0.590130       0.524991        26.8384        1.55163        4.36161                 NaN            NaN            NaN
  1419.87        2500.00        17.0792                 NaN            NaN   49.0537                 NaN  0.590141       0.525010        26.8386        1.55165        4.36164                 NaN            NaN            NaN
  1416.67        2500.00        17.0787                 NaN            NaN   49.0539                 NaN  0.590152       0.525028        26.8389        1.55166        4.36167                 NaN            NaN            NaN
  1413.46        2500.00        17.0782                 NaN            NaN   49.0541                 NaN  0.590163       0.525046        26.8391        1.55168        4.36170                 NaN            NaN            NaN
  1410.26        2500.00        14.2461                 NaN            NaN   48.9446                 NaN  0.592462       0.657751        26.5279        6.20822        2.82296                 NaN            NaN            NaN
  1407.05        2500.00        14.2457                 NaN            NaN   48.9447                 NaN  0.592472       0.657773        26.5281        6.20825        2.82299                 NaN            NaN            NaN
  1403.85        2500.00        13.6467                 NaN            NaN   48.9082                 NaN  0.592984       0.691223        26.5085        6.60145        3.05086                 NaN            NaN            NaN
  1400.64        2500.00        13.3627                 NaN            NaN   48.8871                 NaN  0.593234       0.709312        26.5075        6.78525        3.15490                 NaN            NaN            NaN
  1397.44        2500.00        13.0763                 NaN            NaN   48.8718                 NaN  0.593475       0.725426        26.4945        3.26513        6.96118       0.121416E-001            NaN            NaN
  1394.23        2500.00        13.0760                 NaN            NaN   48.8719                 NaN  0.593484       0.725450        26.4947        3.26517        6.96121       0.121424E-001            NaN            NaN
  1391.03        2500.00        13.0756                 NaN            NaN   48.8719                 NaN  0.593493       0.725474        26.4949        3.26520        6.96124       0.121432E-001            NaN            NaN
  1387.82        2500.00        13.0753                 NaN            NaN   48.8720                 NaN  0.593503       0.725498        26.4951        3.26523        6.96127       0.121440E-001            NaN            NaN
