|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.25/K22/K22_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1596.60        2500.00        98.6262        1.25459       0.119193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.01        2500.00        99.1163       0.824752       0.589273E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.43        2500.00        99.2045       0.710724       0.848247E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.85        2500.00        99.1689       0.758134       0.730141E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.27        2500.00        99.1748       0.754729       0.704922E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.68        2500.00        99.1851       0.745062       0.698479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.10        2500.00        99.0681       0.849131       0.828060E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.52        2500.00        99.3278       0.615669       0.565281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.94        2500.00        99.2060       0.728835       0.651253E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.35        2500.00        99.2129       0.722277       0.647942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.77        2500.00        99.2183       0.717683       0.640622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.19        2500.00        99.2213       0.716864       0.618036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.61        2500.00        99.2429       0.696463       0.606713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.02        2500.00        98.4753        1.40370       0.120986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.44        2500.00        99.9828       0.962333E-002  0.757221E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.86        2500.00        99.3057       0.648351       0.459868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.28        2500.00        99.8146       0.139733       0.456370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.69        2500.00        98.6954        1.23483       0.697356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.11        2500.00        99.2744       0.670326       0.552890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.53        2500.00        99.2774       0.668180       0.544391E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.95        2500.00        99.2858       0.661910       0.523126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.36        2500.00        99.2897       0.667006       0.433223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.78        2500.00        99.2962       0.643622       0.601905E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.20        2500.00        99.3021       0.646181       0.517118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.62        2500.00        99.3083       0.642008       0.496857E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.03        2500.00        99.3089       0.642526       0.485500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.45        2500.00        99.2587       0.689914       0.513526E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.87        2500.00        99.3852       0.573111       0.417253E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.29        2500.00        99.3283       0.626294       0.453713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.70        2500.00        99.3336       0.621783       0.445763E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.12        2500.00        99.3383       0.617765       0.439424E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.54        2500.00        99.3417       0.615883       0.424647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.96        2500.00        99.3456       0.612798       0.416106E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.37        2500.00        99.3502       0.612016       0.377459E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.79        2500.00        99.3289       0.627237       0.438579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.21        2500.00        99.3934       0.570022       0.365984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.63        2500.00        99.7978       0.191884       0.103267E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.04        2500.00        98.9377        1.00001       0.623051E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.46        2500.00        99.3741       0.590321       0.356214E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.88        2500.00        99.3775       0.588797       0.337368E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.30        2500.00        99.3832       0.578855       0.347971E-001            NaN  0.317455E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1531.71        2500.00        98.7384       0.305956       0.334060E-001            NaN  0.922211                 NaN            NaN            NaN            NaN            NaN            NaN
  1530.13        2500.00        99.7017                 NaN  0.106546E-002            NaN  0.297278                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.55        2500.00        99.2075                 NaN  0.258290E-002            NaN  0.789937                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.97        2500.00        99.2032                 NaN            NaN            NaN  0.796801                 NaN            NaN            NaN            NaN            NaN            NaN
  1525.38        2500.00        99.2050                 NaN            NaN            NaN  0.794990                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.80        2500.00        99.0180                 NaN  0.229936E-005            NaN  0.981963                 NaN            NaN            NaN            NaN            NaN            NaN
  1522.22        2500.00        99.3858                 NaN            NaN            NaN  0.614168                 NaN            NaN            NaN            NaN            NaN            NaN
  1520.64        2500.00        99.1976                 NaN            NaN            NaN  0.802427                 NaN            NaN            NaN            NaN            NaN            NaN
  1519.05        2500.00        99.1933                 NaN            NaN            NaN  0.806728                 NaN            NaN            NaN            NaN            NaN            NaN
  1517.47        2500.00        99.1927                 NaN            NaN            NaN  0.807266                 NaN            NaN            NaN            NaN            NaN            NaN
  1515.89        2500.00        99.2332                 NaN            NaN            NaN  0.766848                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.31        2500.00        99.1228                 NaN            NaN            NaN  0.877221                 NaN            NaN            NaN            NaN            NaN            NaN
  1512.72        2500.00        99.1691                 NaN            NaN            NaN  0.830934                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.14        2500.00        98.9638                 NaN            NaN            NaN  0.697517       0.338730                 NaN            NaN            NaN            NaN            NaN
  1509.56        2500.00        98.7020                 NaN            NaN            NaN  0.797236       0.500804                 NaN            NaN            NaN            NaN            NaN
  1507.98        2500.00        98.7168                 NaN            NaN            NaN  0.494850       0.788374                 NaN            NaN            NaN            NaN            NaN
  1506.39        2500.00        98.7317                 NaN            NaN            NaN  0.779668       0.488630                 NaN            NaN            NaN            NaN            NaN
  1504.81        2500.00        98.2024                 NaN            NaN            NaN  0.692178        1.10546                 NaN            NaN            NaN            NaN            NaN
  1503.23        2500.00        99.7110                 NaN            NaN            NaN  0.110000       0.179024                 NaN            NaN            NaN            NaN            NaN
  1501.65        2500.00        98.3602                 NaN            NaN            NaN   1.00729       0.632550                 NaN            NaN            NaN            NaN            NaN
  1500.06        2500.00        98.7856                 NaN            NaN            NaN  0.467318       0.747038                 NaN            NaN            NaN            NaN            NaN
  1498.48        2500.00        98.7950                 NaN            NaN            NaN  0.741127       0.463847                 NaN            NaN            NaN            NaN            NaN
  1496.90        2500.00        98.8085                 NaN            NaN            NaN  0.458632       0.732883                 NaN            NaN            NaN            NaN            NaN
  1495.32        2500.00        98.8160                 NaN            NaN            NaN  0.454191       0.729842                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.8324                 NaN            NaN            NaN  0.448221       0.719374                 NaN            NaN            NaN            NaN            NaN
  1492.15        2500.00        98.8417                 NaN            NaN            NaN  0.714566       0.443771                 NaN            NaN            NaN            NaN            NaN
  1490.57        2500.00        98.8554                 NaN            NaN            NaN  0.439171       0.705458                 NaN            NaN            NaN            NaN            NaN
  1488.99        2500.00        98.8610                 NaN            NaN            NaN  0.702153       0.436897                 NaN            NaN            NaN            NaN            NaN
  1487.40        2500.00        98.8781                 NaN            NaN            NaN  0.429776       0.692096                 NaN            NaN            NaN            NaN            NaN
  1485.82        2500.00        98.8843                 NaN            NaN            NaN  0.688896       0.426792                 NaN            NaN            NaN            NaN            NaN
  1484.24        2500.00        98.8951                 NaN            NaN            NaN  0.681970       0.422958                 NaN            NaN            NaN            NaN            NaN
  1482.66        2500.00        98.9052                 NaN            NaN            NaN  0.418628       0.676130                 NaN            NaN            NaN            NaN            NaN
  1481.07        2500.00        98.9151                 NaN            NaN            NaN  0.670857       0.414036                 NaN            NaN            NaN            NaN            NaN
  1479.49        2500.00        98.9245                 NaN            NaN            NaN  0.665573       0.409926                 NaN            NaN            NaN            NaN            NaN
  1477.91        2500.00        98.9336                 NaN            NaN            NaN  0.405778       0.660646                 NaN            NaN            NaN            NaN            NaN
  1476.33        2500.00        98.9369                 NaN            NaN            NaN  0.408640       0.654473                 NaN            NaN            NaN            NaN            NaN
  1474.74        2500.00        98.0164                 NaN  0.169906E-001            NaN  0.704049        1.26255                 NaN            NaN            NaN            NaN            NaN
  1473.16        2500.00        99.8992                 NaN            NaN            NaN  0.567699E-001  0.439821E-001            NaN            NaN            NaN            NaN            NaN
  1471.58        2500.00        98.9695                 NaN  0.245166E-003            NaN  0.640957       0.389310                 NaN            NaN            NaN            NaN            NaN
  1470.00        2500.00        98.9783                 NaN            NaN            NaN  0.635435       0.386273                 NaN            NaN            NaN            NaN            NaN
  1468.41        2500.00        98.9861                 NaN            NaN            NaN  0.630944       0.382964                 NaN            NaN            NaN            NaN            NaN
  1466.83        2500.00        98.9945                 NaN            NaN            NaN  0.626535       0.378921                 NaN            NaN            NaN            NaN            NaN
  1465.25        2500.00        99.0014                 NaN            NaN            NaN  0.375229       0.623413                 NaN            NaN            NaN            NaN            NaN
  1463.67        2500.00        99.0103                 NaN            NaN            NaN  0.617814       0.371883                 NaN            NaN            NaN            NaN            NaN
  1462.08        2500.00        99.0174                 NaN            NaN            NaN  0.614282       0.368347                 NaN            NaN            NaN            NaN            NaN
  1460.50        2500.00        99.0242                 NaN            NaN            NaN  0.610770       0.365056                 NaN            NaN            NaN            NaN            NaN
  1458.92        2500.00        99.0322                 NaN            NaN            NaN  0.361419       0.606423                 NaN            NaN            NaN            NaN            NaN
  1457.34        2500.00        98.2945                 NaN  0.878856E-003            NaN  0.696287       0.680473       0.327881                 NaN            NaN            NaN            NaN
  1455.75        2500.00        97.2805                 NaN  0.758398E-005            NaN   1.16017       0.776038       0.783269                 NaN            NaN            NaN            NaN
  1454.17        2500.00        97.2782                 NaN  0.212126                 NaN  0.870539       0.820855       0.818250                 NaN            NaN            NaN            NaN
  1452.59        2500.00        97.3232                 NaN  0.255613                 NaN  0.789618       0.819386       0.812140                 NaN            NaN            NaN            NaN
  1451.01        2500.00        97.3940                 NaN  0.251790                 NaN  0.765370       0.797869       0.790932                 NaN            NaN            NaN            NaN
  1449.42        2500.00        97.4525                 NaN  0.249721                 NaN  0.742317       0.781691       0.773810                 NaN            NaN            NaN            NaN
  1447.84        2500.00        97.5060                 NaN  0.247939                 NaN  0.768091       0.719809       0.758169                 NaN            NaN            NaN            NaN
  1446.26        2500.00        97.5738                 NaN  0.243734                 NaN  0.697031       0.748094       0.737335                 NaN            NaN            NaN            NaN
  1444.68        2500.00        97.6198                 NaN  0.242676                 NaN  0.677841       0.735871       0.723856                 NaN            NaN            NaN            NaN
  1443.09        2500.00        97.6710                 NaN  0.240469                 NaN  0.658097       0.721801       0.708671                 NaN            NaN            NaN            NaN
  1441.51        2500.00        97.7194                 NaN  0.238643                 NaN  0.639155       0.708628       0.694191                 NaN            NaN            NaN            NaN
  1439.93        2500.00        97.7685                 NaN  0.236318                 NaN  0.620200       0.695340       0.679685                 NaN            NaN            NaN            NaN
  1438.35        2500.00        97.8019                 NaN  0.237044                 NaN  0.687478       0.603343       0.670190                 NaN            NaN            NaN            NaN
  1436.76        2500.00        97.8673                 NaN  0.230117                 NaN  0.665993       0.587460       0.649147                 NaN            NaN            NaN            NaN
  1435.18        2500.00        97.9005                 NaN  0.230682                 NaN  0.658698       0.570148       0.639956                 NaN            NaN            NaN            NaN
  1433.60        2500.00        97.9447                 NaN  0.228770                 NaN  0.645294       0.554566       0.626665                 NaN            NaN            NaN            NaN
  1432.02        2500.00        97.9840                 NaN  0.227031                 NaN  0.539607       0.634362       0.614990                 NaN            NaN            NaN            NaN
  1430.43        2500.00        97.9927                 NaN  0.229920                 NaN  0.530159       0.631250       0.615961                 NaN            NaN            NaN            NaN
  1428.85        2500.00        98.0975                 NaN  0.217618                 NaN  0.601706       0.504632       0.578531                 NaN            NaN            NaN            NaN
  1427.27        2500.00        98.0958                 NaN  0.222102                 NaN  0.603265       0.497633       0.581199                 NaN            NaN            NaN            NaN
  1425.69        2500.00        98.1062                 NaN  0.223417                 NaN  0.490644       0.599890       0.579817                 NaN            NaN            NaN            NaN
  1424.10        2500.00        98.1922                 NaN  0.215901                 NaN  0.465994       0.575228       0.550696                 NaN            NaN            NaN            NaN
  1422.52        2500.00        98.1910                 NaN  0.218942                 NaN  0.459964       0.576785       0.553290                 NaN            NaN            NaN            NaN
  1420.94        2500.00        98.2373                 NaN  0.214304                 NaN  0.447502       0.563129       0.537795                 NaN            NaN            NaN            NaN
  1419.36        2500.00        98.2603                 NaN  0.214635                 NaN  0.557382       0.436269       0.531438                 NaN            NaN            NaN            NaN
  1417.78        2500.00        98.2916                 NaN  0.212858                 NaN  0.425614       0.548109       0.521863                 NaN            NaN            NaN            NaN
  1416.19        2500.00        98.3204                 NaN  0.211618                 NaN  0.540528       0.414406       0.513058                 NaN            NaN            NaN            NaN
  1414.61        2500.00        98.3466                 NaN  0.210513                 NaN  0.403875       0.534023       0.505004                 NaN            NaN            NaN            NaN
  1413.03        2500.00        98.3693                 NaN  0.209773                 NaN  0.527829       0.394778       0.498338                 NaN            NaN            NaN            NaN
  1411.45        2500.00        98.4053                 NaN  0.206855                 NaN  0.384341       0.516661       0.486845                 NaN            NaN            NaN            NaN
  1409.86        2500.00        98.4297                 NaN  0.205908                 NaN  0.375168       0.509617       0.479572                 NaN            NaN            NaN            NaN
  1408.28        2500.00        98.4527                 NaN  0.204907                 NaN  0.366025       0.503909       0.472452                 NaN            NaN            NaN            NaN
  1406.70        2500.00        98.4788                 NaN  0.192772                 NaN  0.373385       0.492236       0.462791                 NaN            NaN            NaN            NaN
  1405.12        2500.00        98.5002                 NaN  0.213147                 NaN  0.332258       0.494937       0.459500                 NaN            NaN            NaN            NaN
  1403.53        2500.00        98.5246                 NaN  0.200904                 NaN  0.483271       0.340947       0.450328                 NaN            NaN            NaN            NaN
  1401.95        2500.00        98.5472                 NaN  0.199712                 NaN  0.332683       0.477047       0.443325                 NaN            NaN            NaN            NaN
  1400.37        2500.00        98.5693                 NaN  0.198317                 NaN  0.470277       0.325657       0.436442                 NaN            NaN            NaN            NaN
  1398.79        2500.00        98.5906                 NaN  0.197305                 NaN  0.318065       0.463955       0.430087                 NaN            NaN            NaN            NaN
  1397.20        2500.00        98.6123                 NaN  0.195588                 NaN  0.310074       0.458986       0.423014                 NaN            NaN            NaN            NaN
  1395.62        2500.00        98.6324                 NaN  0.194320                 NaN  0.303626       0.452791       0.416854                 NaN            NaN            NaN            NaN
  1394.04        2500.00        98.6509                 NaN  0.193850                 NaN  0.296168       0.447876       0.411175                 NaN            NaN            NaN            NaN
  1392.46        2500.00        98.6724                 NaN  0.190980                 NaN  0.291289       0.441136       0.404195                 NaN            NaN            NaN            NaN
  1390.87        2500.00        98.6901                 NaN  0.190601                 NaN  0.436897       0.283556       0.398806                 NaN            NaN            NaN            NaN
  1389.29        2500.00        98.7088                 NaN  0.188945                 NaN  0.278008       0.431285       0.393000                 NaN            NaN            NaN            NaN
  1387.71        2500.00        98.7270                 NaN  0.187542                 NaN  0.426341       0.272042       0.387105                 NaN            NaN            NaN            NaN
  1386.13        2500.00        98.7440                 NaN  0.186438                 NaN  0.421906       0.265853       0.381844                 NaN            NaN            NaN            NaN
  1384.54        2500.00        98.7615                 NaN  0.184734                 NaN  0.260806       0.416764       0.376146                 NaN            NaN            NaN            NaN
  1382.96        2500.00        98.7784                 NaN  0.183452                 NaN  0.411633       0.255657       0.370887                 NaN            NaN            NaN            NaN
  1381.38        2500.00        98.7947                 NaN  0.182275                 NaN  0.249930       0.407403       0.365651                 NaN            NaN            NaN            NaN
  1379.80        2500.00        98.8108                 NaN  0.180619                 NaN  0.246037       0.401906       0.360664                 NaN            NaN            NaN            NaN
  1378.21        2500.00        98.8263                 NaN  0.178986                 NaN  0.397933       0.241295       0.355533                 NaN            NaN            NaN            NaN
  1376.63        2500.00        98.8421                 NaN  0.177487                 NaN  0.236992       0.392844       0.350594                 NaN            NaN            NaN            NaN
  1375.05        2500.00        98.8568                 NaN  0.176468                 NaN  0.389080       0.231686       0.345926                 NaN            NaN            NaN            NaN
  1373.47        2500.00        98.8713                 NaN  0.174350                 NaN  0.384101       0.229208       0.341081                 NaN            NaN            NaN            NaN
  1371.88        2500.00        98.8843                 NaN  0.173166                 NaN  0.380589       0.224965       0.336941                 NaN            NaN            NaN            NaN
  1370.30        2500.00        98.9006                 NaN  0.170501                 NaN  0.222052       0.375228       0.331665                 NaN            NaN            NaN            NaN
  1368.72        2500.00        98.9132                 NaN  0.169692                 NaN  0.371917       0.217691       0.327499                 NaN            NaN            NaN            NaN
  1367.14        2500.00        98.9212                 NaN  0.167944                 NaN  0.218144       0.367246       0.325494                 NaN            NaN            NaN            NaN
  1365.55        2500.00        98.9464                 NaN  0.165745                 NaN  0.362902       0.208456       0.316457                 NaN            NaN            NaN            NaN
  1363.97        2500.00        98.9527                 NaN  0.164572                 NaN  0.359440       0.208548       0.314735                 NaN            NaN            NaN            NaN
  1362.39        2500.00        98.9652                 NaN  0.162556                 NaN  0.205271       0.356528       0.310410                 NaN            NaN            NaN            NaN
  1360.81        2500.00        98.9766                 NaN  0.160849                 NaN  0.202618       0.353118       0.306786                 NaN            NaN            NaN            NaN
  1359.22        2500.00        98.9655                 NaN  0.137713                 NaN  0.285447       0.298835       0.312531                 NaN            NaN            NaN            NaN
  1357.64        2500.00        99.0251                 NaN  0.178201                 NaN  0.383815       0.123865       0.288987                 NaN            NaN            NaN            NaN
  1356.06        2500.00        99.0107                 NaN  0.156337                 NaN  0.194449       0.342921       0.295625                 NaN            NaN            NaN            NaN
  1354.48        2500.00        99.0262                 NaN  0.152027                 NaN  0.195801       0.335863       0.290084                 NaN            NaN            NaN            NaN
  1352.89        2500.00        99.0353                 NaN  0.146831                 NaN  0.330371       0.200790       0.286748                 NaN            NaN            NaN            NaN
  1351.31        2500.00        99.0450                 NaN  0.153819                 NaN  0.181832       0.334920       0.284416                 NaN            NaN            NaN            NaN
  1349.73        2500.00        99.0570                 NaN  0.146807                 NaN  0.190382       0.325885       0.279924                 NaN            NaN            NaN            NaN
  1348.15        2500.00        99.0667                 NaN  0.144889                 NaN  0.322297       0.189424       0.276647                 NaN            NaN            NaN            NaN
  1346.56        2500.00        99.0768                 NaN  0.142825                 NaN  0.318803       0.188385       0.273223                 NaN            NaN            NaN            NaN
  1344.98        2500.00        99.0873                 NaN  0.140661                 NaN  0.187213       0.315112       0.269756                 NaN            NaN            NaN            NaN
  1343.40        2500.00        99.0960                 NaN  0.137968                 NaN  0.188340       0.311103       0.266589                 NaN            NaN            NaN            NaN
  1341.82        2500.00        99.1064                 NaN  0.136106                 NaN  0.308410       0.185903       0.263166                 NaN            NaN            NaN            NaN
  1340.23        2500.00        99.1154                 NaN  0.133589                 NaN  0.304364       0.186569       0.260115                 NaN            NaN            NaN            NaN
  1338.65        2500.00        99.1250                 NaN  0.131439                 NaN  0.185874       0.300747       0.256918                 NaN            NaN            NaN            NaN
  1337.07        2500.00        99.1365                 NaN  0.144910                 NaN  0.308663       0.155035       0.254884                 NaN            NaN            NaN            NaN
  1335.49        2500.00        99.1404                 NaN  0.110327                 NaN  0.279793       0.220006       0.249521                 NaN            NaN            NaN            NaN
  1333.90        2500.00        99.1505                 NaN  0.123673                 NaN  0.188335       0.289542       0.247902                 NaN            NaN            NaN            NaN
  1332.32        2500.00        99.1589                 NaN  0.121273                 NaN  0.286352       0.188524       0.244971                 NaN            NaN            NaN            NaN
  1330.74        2500.00        99.1677                 NaN  0.118937                 NaN  0.281901       0.189430       0.242063                 NaN            NaN            NaN            NaN
  1329.16        2500.00        99.1751                 NaN  0.116151                 NaN  0.278338       0.191087       0.239359                 NaN            NaN            NaN            NaN
  1327.57        2500.00        99.1834                 NaN  0.113594                 NaN  0.192450       0.273963       0.236626                 NaN            NaN            NaN            NaN
  1325.99        2500.00        99.1909                 NaN  0.112511                 NaN  0.272498       0.189917       0.234170                 NaN            NaN            NaN            NaN
  1324.41        2500.00        99.1982                 NaN  0.106566                 NaN  0.264730       0.199546       0.230956                 NaN            NaN            NaN            NaN
  1322.83        2500.00        99.2058                 NaN  0.105309                 NaN  0.262070       0.198143       0.228659                 NaN            NaN            NaN            NaN
  1321.24        2500.00        99.2125                 NaN  0.102760                 NaN  0.258691       0.199835       0.226243                 NaN            NaN            NaN            NaN
  1319.66        2500.00        99.2199                 NaN  0.103784                 NaN  0.257682       0.194139       0.224473                 NaN            NaN            NaN            NaN
  1318.08        2500.00        99.2295                 NaN  0.947413E-001            NaN  0.243437       0.212188       0.220140                 NaN            NaN            NaN            NaN
  1316.50        2500.00        99.2268                 NaN  0.975386E-001            NaN  0.247150       0.205633       0.222893                 NaN            NaN            NaN            NaN
  1314.91        2500.00        99.2482                 NaN  0.873193E-001            NaN  0.241608       0.210569       0.212344                 NaN            NaN            NaN            NaN
  1313.33        2500.00        99.2460                 NaN  0.888954E-001            NaN  0.236359       0.214202       0.214551                 NaN            NaN            NaN            NaN
  1311.75        2500.00        99.2510                 NaN  0.864649E-001            NaN  0.230172       0.219340       0.213053                 NaN            NaN            NaN            NaN
  1310.17        2500.00        99.2562                 NaN  0.622188E-001            NaN  0.266139       0.207323       0.208158                 NaN            NaN            NaN            NaN
  1308.58        2500.00        99.2687                 NaN  0.987033E-001            NaN  0.179639       0.244437       0.208558                 NaN            NaN            NaN            NaN
  1307.00        2500.00        99.2703                 NaN  0.764721E-001            NaN  0.230553       0.216847       0.205787                 NaN            NaN            NaN            NaN
  1305.42        2500.00        99.2754                 NaN  0.733245E-001            NaN  0.236120       0.211176       0.203976                 NaN            NaN            NaN            NaN
  1303.84        2500.00        99.2817                 NaN  0.701144E-001            NaN  0.205067       0.241340       0.201778                 NaN            NaN            NaN            NaN
  1302.25        2500.00        99.2872                 NaN  0.672517E-001            NaN  0.245960       0.199708       0.199839                 NaN            NaN            NaN            NaN
  1300.67        2500.00        99.2923                 NaN  0.642439E-001            NaN  0.251743       0.193609       0.198127                 NaN            NaN            NaN            NaN
  1299.09        2500.00        99.2977                 NaN  0.607634E-001            NaN  0.259161       0.186296       0.196091                 NaN            NaN            NaN            NaN
  1297.51        2500.00        99.3023                 NaN  0.579789E-001            NaN  0.179904       0.265325       0.194504                 NaN            NaN            NaN            NaN
  1295.92        2500.00        91.2015                 NaN  0.729652                 NaN   1.75512                 NaN   1.10572        5.20804                 NaN            NaN            NaN
  1294.34        2500.00        84.6526                 NaN   1.21035                 NaN   2.89890                 NaN   1.84249        9.39566                 NaN            NaN            NaN
  1292.76        2500.00        83.8415                 NaN   1.27872                 NaN   3.02884                 NaN   1.93238        9.91859                 NaN            NaN            NaN
  1291.18        2500.00        83.8262                 NaN   1.28251                 NaN   3.03167                 NaN   1.93501        9.92459                 NaN            NaN            NaN
  1289.59        2500.00        85.1993                 NaN   1.20211                 NaN   2.75550                 NaN   1.77557        9.06753                 NaN            NaN            NaN
  1288.01        2500.00        86.5941                 NaN   1.11314                 NaN   2.49086                 NaN   1.61752        8.18441                 NaN            NaN            NaN
  1286.43        2500.00        88.1456                 NaN   1.00343                 NaN   2.20796                 NaN   1.44044        7.20253                 NaN            NaN            NaN
  1284.85        2500.00        89.4858                 NaN  0.907939                 NaN   1.96633                 NaN   1.28721        6.35275                 NaN            NaN            NaN
