|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m2.75/YM20/YM20_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1404.97        500.000                 NaN   98.1337                 NaN            NaN            NaN  0.777471       0.561996                 NaN  0.526851                 NaN            NaN            NaN
  1403.51        500.000                 NaN   98.1626                 NaN            NaN            NaN  0.765841       0.553194                 NaN  0.518413                 NaN            NaN            NaN
  1402.04        500.000                 NaN   98.1958                 NaN            NaN            NaN  0.753300       0.541193                 NaN  0.509719                 NaN            NaN            NaN
  1400.58        500.000                 NaN   98.2295                 NaN            NaN            NaN  0.738668       0.532864                 NaN  0.498981                 NaN            NaN            NaN
  1399.12        500.000                 NaN   98.2504                 NaN            NaN            NaN  0.525636       0.730599                 NaN  0.493391                 NaN            NaN            NaN
  1397.66        500.000                 NaN   98.2878                 NaN            NaN            NaN  0.514544       0.715408                 NaN  0.482221                 NaN            NaN            NaN
  1396.20        500.000                 NaN   98.3073                 NaN            NaN            NaN  0.707251       0.508383                 NaN  0.477060                 NaN            NaN            NaN
  1394.73        500.000                 NaN   98.3381                 NaN            NaN            NaN  0.499230       0.694904                 NaN  0.467766                 NaN            NaN            NaN
  1393.27        500.000                 NaN   98.3613                 NaN            NaN            NaN  0.685376       0.492255                 NaN  0.461059                 NaN            NaN            NaN
  1391.81        500.000                 NaN   98.3870                 NaN            NaN            NaN  0.483929       0.675435                 NaN  0.453592                 NaN            NaN            NaN
  1390.35        500.000                 NaN   98.4112                 NaN            NaN            NaN  0.666220       0.475956                 NaN  0.446662                 NaN            NaN            NaN
  1388.89        500.000                 NaN   98.4338                 NaN            NaN            NaN  0.656964       0.469192                 NaN  0.440007                 NaN            NaN            NaN
  1387.42        500.000                 NaN   98.4570                 NaN            NaN  0.177502E-005  0.647896       0.461977                 NaN  0.433080                 NaN            NaN            NaN
  1385.96        500.000                 NaN   98.4800                 NaN            NaN            NaN  0.638888       0.454584                 NaN  0.426576                 NaN            NaN            NaN
  1384.50        500.000                 NaN   98.5022                 NaN            NaN            NaN  0.447346       0.630318                 NaN  0.420115                 NaN            NaN            NaN
  1383.04        500.000                 NaN   98.5208                 NaN            NaN            NaN  0.441966       0.622763                 NaN  0.414474                 NaN            NaN            NaN
  1381.58        500.000                 NaN   98.5449                 NaN            NaN  0.509492E-005  0.433945       0.613634                 NaN  0.407485                 NaN            NaN            NaN
  1380.11        500.000                 NaN   98.5661                 NaN            NaN  0.136195E-001  0.583384       0.433565                 NaN  0.403325                 NaN            NaN            NaN
  1378.65        500.000                 NaN   98.5927                 NaN            NaN  0.134600       0.483828       0.378002                 NaN  0.410917                 NaN            NaN            NaN
  1377.19        500.000                 NaN   98.6158                 NaN            NaN  0.183224       0.500863       0.289785                 NaN  0.410359                 NaN            NaN            NaN
  1375.73        500.000                 NaN   98.6349                 NaN            NaN  0.184547       0.496499       0.279169                 NaN  0.404880                 NaN            NaN            NaN
  1374.27        500.000                 NaN   98.6550                 NaN            NaN  0.185355       0.491576       0.268995                 NaN  0.399120                 NaN            NaN            NaN
  1372.80        500.000                 NaN   98.6735                 NaN            NaN  0.186331       0.259202       0.487223                 NaN  0.393721                 NaN            NaN            NaN
  1371.34        500.000                 NaN   98.6928                 NaN            NaN  0.187735       0.482653       0.248593                 NaN  0.388226                 NaN            NaN            NaN
  1369.88        500.000                 NaN   98.7112                 NaN            NaN  0.188213       0.478671       0.239076                 NaN  0.382860                 NaN            NaN            NaN
  1368.42        500.000                 NaN   98.7264                 NaN            NaN  0.189514       0.230458       0.474844                 NaN  0.378759                 NaN            NaN            NaN
  1366.96        500.000                 NaN   98.7492                 NaN            NaN  0.189491       0.219840       0.469790                 NaN  0.371678                 NaN            NaN            NaN
  1365.49        500.000                 NaN   98.7631                 NaN            NaN  0.190306       0.466520       0.212387                 NaN  0.367685                 NaN            NaN            NaN
  1364.03        500.000                 NaN   98.7802                 NaN            NaN  0.191432       0.462420       0.203121                 NaN  0.362815                 NaN            NaN            NaN
  1362.57        500.000                 NaN   98.7947                 NaN            NaN  0.192569       0.194742       0.459397                 NaN  0.358580                 NaN            NaN            NaN
  1361.11        500.000                 NaN   98.8122                 NaN            NaN  0.192300       0.186540       0.455745                 NaN  0.353206                 NaN            NaN            NaN
  1359.65        500.000                 NaN   98.8277                 NaN            NaN  0.192006       0.180058       0.451611                 NaN  0.348605                 NaN            NaN            NaN
  1358.19        500.000                 NaN   98.8444                 NaN            NaN  0.192674       0.447431       0.171790                 NaN  0.343712                 NaN            NaN            NaN
  1356.72        500.000                 NaN   98.8581                 NaN            NaN  0.193448       0.444906       0.163839                 NaN  0.339695                 NaN            NaN            NaN
  1355.26        500.000                 NaN   98.8730                 NaN            NaN  0.193354       0.441222       0.157229                 NaN  0.335173                 NaN            NaN            NaN
  1353.80        500.000                 NaN   98.8875                 NaN            NaN  0.193626       0.150367       0.437574                 NaN  0.330885                 NaN            NaN            NaN
  1352.34        500.000                 NaN   98.9021                 NaN            NaN  0.193798       0.434369       0.143214                 NaN  0.326527                 NaN            NaN            NaN
  1350.88        500.000                 NaN   98.9156                 NaN            NaN  0.193975       0.431021       0.136899                 NaN  0.322502                 NaN            NaN            NaN
  1349.41        500.000                 NaN   98.9291                 NaN            NaN  0.193256       0.427968       0.131386                 NaN  0.318273                 NaN            NaN            NaN
  1347.95        500.000                 NaN   98.9425                 NaN            NaN  0.193301       0.125371       0.424557                 NaN  0.314260                 NaN            NaN            NaN
  1346.49        500.000                 NaN   98.9440                 NaN            NaN  0.204864       0.432869       0.102213                 NaN  0.316033                 NaN            NaN            NaN
  1345.03        500.000                 NaN   98.9817                 NaN            NaN  0.182549       0.127592       0.407726                 NaN  0.300462                 NaN            NaN            NaN
  1343.57        500.000                 NaN   98.9799                 NaN            NaN  0.190749       0.415257       0.111553                 NaN  0.302591                 NaN            NaN            NaN
  1342.10        500.000                 NaN   98.9942                 NaN            NaN  0.191441       0.104503       0.411517                 NaN  0.298292                 NaN            NaN            NaN
  1340.64        500.000                 NaN   99.0057                 NaN            NaN  0.190922       0.997387E-001  0.408832                 NaN  0.294848                 NaN            NaN            NaN
  1339.18        500.000                 NaN   99.0178                 NaN            NaN  0.190484       0.947922E-001  0.405820                 NaN  0.291118                 NaN            NaN            NaN
  1337.72        500.000                 NaN   99.0230                 NaN            NaN  0.190873       0.915690E-001  0.404765                 NaN  0.289802                 NaN            NaN            NaN
  1336.26        500.000                 NaN   99.0468                 NaN            NaN  0.186598       0.397747       0.872940E-001            NaN  0.281546                 NaN            NaN            NaN
  1334.79        500.000                 NaN   99.0517                 NaN            NaN  0.187398       0.837902E-001  0.396670                 NaN  0.280409                 NaN            NaN            NaN
  1333.33        500.000                 NaN   99.0635                 NaN            NaN  0.186768       0.791107E-001  0.393823                 NaN  0.276782                 NaN            NaN            NaN
  1331.87        500.000                 NaN   99.0742                 NaN            NaN  0.185450       0.390538       0.764473E-001            NaN  0.273342                 NaN            NaN            NaN
  1330.41        500.000                 NaN   99.0846                 NaN            NaN  0.183845       0.744832E-001  0.387140                 NaN  0.269923                 NaN            NaN            NaN
  1328.95        500.000                 NaN   99.0950                 NaN            NaN  0.182529       0.712185E-001  0.384649                 NaN  0.266589                 NaN            NaN            NaN
  1327.48        500.000                 NaN   99.1047                 NaN            NaN  0.181105       0.381511       0.692112E-001            NaN  0.263463                 NaN            NaN            NaN
  1326.02        500.000                 NaN   99.1148                 NaN            NaN  0.181724       0.379422       0.632218E-001            NaN  0.260836                 NaN            NaN            NaN
  1324.56        500.000                 NaN   99.1269                 NaN            NaN  0.176314       0.661855E-001  0.374793                 NaN  0.255791                 NaN            NaN            NaN
  1323.10        500.000                 NaN   99.1209                 NaN            NaN  0.148163       0.133797       0.342025                 NaN  0.255085                 NaN            NaN            NaN
  1321.64        500.000                 NaN   99.1288                 NaN            NaN  0.164546       0.364680       0.877096E-001            NaN  0.254243                 NaN            NaN            NaN
  1320.17        500.000                 NaN   99.1711                 NaN            NaN  0.200625       0.382711                 NaN            NaN  0.245547                 NaN            NaN            NaN
  1318.71        500.000                 NaN   99.1728                 NaN            NaN  0.178979       0.373512       0.328746E-001            NaN  0.241837                 NaN            NaN            NaN
  1317.25        500.000                 NaN   99.1718                 NaN            NaN  0.169432       0.562318E-001  0.360833                 NaN  0.241705                 NaN            NaN            NaN
  1315.79        500.000                 NaN   99.1812                 NaN            NaN  0.165806       0.583413E-001  0.356446                 NaN  0.238226                 NaN            NaN            NaN
  1314.33        500.000                 NaN   99.1903                 NaN            NaN  0.163740       0.352390       0.581749E-001            NaN  0.235382                 NaN            NaN            NaN
  1312.86        500.000                 NaN   99.1991                 NaN            NaN  0.162087       0.350126       0.561829E-001            NaN  0.232487                 NaN            NaN            NaN
  1311.40        500.000                 NaN   99.2056                 NaN            NaN  0.161199       0.538665E-001  0.348963                 NaN  0.230333                 NaN            NaN            NaN
  1309.94        500.000                 NaN   99.2159                 NaN            NaN  0.155518       0.341819       0.602017E-001            NaN  0.226570                 NaN            NaN            NaN
  1308.48        500.000                 NaN   99.2235                 NaN            NaN  0.154599       0.575565E-001  0.340083                 NaN  0.224218                 NaN            NaN            NaN
  1307.02        500.000                 NaN   99.2321                 NaN            NaN  0.152900       0.563649E-001  0.337118                 NaN  0.221492                 NaN            NaN            NaN
  1305.55        500.000                 NaN   99.2393                 NaN            NaN  0.149290       0.333439       0.591225E-001            NaN  0.218845                 NaN            NaN            NaN
  1304.09        500.000                 NaN   99.2476                 NaN            NaN  0.147138       0.330160       0.589431E-001            NaN  0.216138                 NaN            NaN            NaN
  1302.63        500.000                 NaN   99.2546                 NaN            NaN  0.143745       0.325995       0.620471E-001            NaN  0.213659                 NaN            NaN            NaN
  1301.17        500.000                 NaN   99.2625                 NaN            NaN  0.141437       0.322771       0.622461E-001            NaN  0.211062                 NaN            NaN            NaN
  1299.71        500.000                 NaN   99.2695                 NaN            NaN  0.138537       0.642179E-001  0.319090                 NaN  0.208623                 NaN            NaN            NaN
  1298.24        500.000                 NaN   99.2768                 NaN            NaN  0.135632       0.316108       0.653365E-001            NaN  0.206103                 NaN            NaN            NaN
  1296.78        500.000                 NaN   99.2832                 NaN            NaN  0.132075       0.689954E-001  0.311947                 NaN  0.203800                 NaN            NaN            NaN
  1295.32        500.000                 NaN   99.2900                 NaN            NaN  0.129443       0.308612       0.704816E-001            NaN  0.201495                 NaN            NaN            NaN
  1293.86        500.000                 NaN   99.2966                 NaN            NaN  0.125448       0.304100       0.747692E-001            NaN  0.199075                 NaN            NaN            NaN
  1292.40        500.000                 NaN   99.3036                 NaN            NaN  0.122966       0.300945       0.757404E-001            NaN  0.196792                 NaN            NaN            NaN
  1290.93        500.000                 NaN   99.3102                 NaN            NaN  0.119736       0.296787       0.787729E-001            NaN  0.194518                 NaN            NaN            NaN
  1289.47        500.000                 NaN   99.3160                 NaN            NaN  0.116899       0.293072       0.814729E-001            NaN  0.192577                 NaN            NaN            NaN
  1288.01        500.000                 NaN   99.3220                 NaN            NaN  0.112161       0.875122E-001  0.288112                 NaN  0.190212                 NaN            NaN            NaN
  1286.55        500.000                 NaN   99.3286                 NaN            NaN  0.109502       0.284426       0.894056E-001            NaN  0.188046                 NaN            NaN            NaN
  1285.09        500.000                 NaN   99.3349                 NaN            NaN  0.106801       0.280141       0.920310E-001            NaN  0.186135                 NaN            NaN            NaN
