|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.75/TIS/TIS_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q             
  1363.72        500.000                 NaN   99.0010       0.150024       0.376897       0.280603       0.191457                 NaN            NaN            NaN
  1362.68        500.000                 NaN   99.0078       0.375248       0.145842       0.278747       0.192323                 NaN            NaN            NaN
  1361.65        500.000                 NaN   99.0153       0.373092       0.142129       0.276739       0.192767                 NaN            NaN            NaN
  1360.61        500.000                 NaN   99.0253       0.370970       0.134591       0.274077       0.195058                 NaN            NaN            NaN
  1359.58        500.000                 NaN   99.0315       0.369824       0.131626       0.272238       0.194830                 NaN            NaN            NaN
  1358.54        500.000                 NaN   99.0118       0.370639       0.157701       0.276662       0.183156                 NaN            NaN            NaN
  1357.50        500.000                 NaN   99.0734       0.363048       0.925530E-001  0.261782       0.209231                 NaN            NaN            NaN
  1356.47        500.000                 NaN   99.0547       0.119053       0.363876       0.265730       0.196595                 NaN            NaN            NaN
  1355.43        500.000                 NaN   99.0572       0.116413       0.363730       0.264902       0.197720                 NaN            NaN            NaN
  1354.39        500.000                 NaN   99.0698       0.360056       0.111197       0.261551       0.197404                 NaN            NaN            NaN
  1353.36        500.000                 NaN   99.0749       0.107044       0.360087       0.259991       0.198021                 NaN            NaN            NaN
  1352.32        500.000                 NaN   99.0817       0.358035       0.103007       0.258154       0.199136                 NaN            NaN            NaN
  1351.29        500.000                 NaN   99.0873       0.355799       0.101299       0.256627       0.198999                 NaN            NaN            NaN
  1350.25        500.000                 NaN   99.0947       0.355985       0.958024E-001  0.254013       0.199458                 NaN            NaN            NaN
  1349.21        500.000                 NaN   99.1016       0.353433       0.924936E-001  0.252420       0.200029                 NaN            NaN            NaN
  1348.18        500.000                 NaN   99.1070       0.352272       0.895025E-001  0.250864       0.200341                 NaN            NaN            NaN
  1347.14        500.000                 NaN   99.1143       0.664411E-001  0.355086       0.250563       0.213608                 NaN            NaN            NaN
  1346.10        500.000                 NaN   99.1206       0.102790       0.343912       0.245070       0.187619                 NaN            NaN            NaN
  1345.07        500.000                 NaN   99.1267       0.796451E-001  0.347427       0.245139       0.201091                 NaN            NaN            NaN
  1344.03        500.000                 NaN   99.1325       0.727225E-001  0.346798       0.244175       0.203768                 NaN            NaN            NaN
  1343.00        500.000                 NaN   99.1398       0.343390       0.766490E-001  0.240817       0.199315                 NaN            NaN            NaN
  1341.96        500.000                 NaN   99.1447       0.343052       0.712387E-001  0.239818       0.201180                 NaN            NaN            NaN
  1340.92        500.000                 NaN   99.1492       0.340326       0.667288E-001  0.239543       0.204226                 NaN            NaN            NaN
  1339.89        500.000                 NaN   99.1575       0.341635       0.673650E-001  0.234954       0.198499                 NaN            NaN            NaN
  1338.85        500.000                 NaN   99.1620       0.338409       0.649453E-001  0.234539       0.200121                 NaN            NaN            NaN
  1337.81        500.000                 NaN   99.1677       0.337832       0.587794E-001  0.233155       0.202521                 NaN            NaN            NaN
  1336.78        500.000                 NaN   99.1732       0.336569       0.578025E-001  0.231401       0.201063                 NaN            NaN            NaN
  1335.74        500.000                 NaN   99.1785       0.335022       0.561092E-001  0.229645       0.200752                 NaN            NaN            NaN
  1334.71        500.000                 NaN   99.1834       0.333643       0.540232E-001  0.228183       0.200756                 NaN            NaN            NaN
  1333.67        500.000                 NaN   99.1896       0.331817       0.521598E-001  0.226314       0.200133                 NaN            NaN            NaN
  1332.63        500.000                 NaN   99.1944       0.330636       0.503209E-001  0.224801       0.199887                 NaN            NaN            NaN
  1331.60        500.000                 NaN   99.1997       0.329717       0.473747E-001  0.223272       0.199967                 NaN            NaN            NaN
  1330.56        500.000                 NaN   99.2047       0.328154       0.465193E-001  0.221627       0.199014                 NaN            NaN            NaN
  1329.52        500.000                 NaN   99.2108       0.326384       0.442015E-001  0.219832       0.198825                 NaN            NaN            NaN
  1328.49        500.000                 NaN   99.2147       0.325036       0.441247E-001  0.218412       0.197725                 NaN            NaN            NaN
  1327.45        500.000                 NaN   99.2191       0.323997       0.425041E-001  0.217004       0.197367                 NaN            NaN            NaN
  1326.42        500.000                 NaN   99.2247       0.397400E-001  0.323113       0.215418       0.197010                 NaN            NaN            NaN
  1325.38        500.000       0.381977E-001   99.1746       0.523472E-001  0.342922       0.222404       0.169488                 NaN            NaN            NaN
  1324.34        500.000       0.874246E-001   99.1059       0.664947E-001  0.373423       0.232369       0.134382                 NaN            NaN            NaN
  1323.31        500.000       0.919739E-001   99.1054       0.641636E-001  0.376054       0.231669       0.130744                 NaN            NaN            NaN
  1322.27        500.000       0.981909E-001   99.0996       0.620556E-001  0.382759       0.231762       0.125634                 NaN            NaN            NaN
  1321.23        500.000       0.103317        99.0971       0.584195E-001  0.388181       0.231285       0.121671                 NaN            NaN            NaN
  1320.20        500.000       0.105147        99.1002       0.387710       0.569604E-001  0.230297       0.119693                 NaN            NaN            NaN
  1319.16        500.000       0.106180        99.1067       0.388165       0.537225E-001  0.227917       0.117364                 NaN            NaN            NaN
  1318.13        500.000       0.107769        99.1090       0.388299       0.525534E-001  0.227060       0.115297                 NaN            NaN            NaN
  1317.09        500.000       0.108149        99.1157       0.494060E-001  0.386727       0.225377       0.114641                 NaN            NaN            NaN
  1316.05        500.000       0.108211        99.1229       0.485293E-001  0.384315       0.223427       0.112663                 NaN            NaN            NaN
  1315.02        500.000       0.109847        99.1245       0.387305       0.453199E-001  0.222259       0.110740                 NaN            NaN            NaN
  1313.98        500.000       0.109981        99.1300       0.429893E-001  0.386373       0.220836       0.109810                 NaN            NaN            NaN
  1312.94        500.000       0.109332        99.1386       0.382679       0.425857E-001  0.218595       0.108208                 NaN            NaN            NaN
  1311.91        500.000       0.109158        99.1448       0.410193E-001  0.381478       0.216815       0.106743                 NaN            NaN            NaN
  1310.87        500.000       0.108465        99.1523       0.386757E-001  0.379068       0.215019       0.106434                 NaN            NaN            NaN
  1309.84        500.000       0.107675        99.1594       0.376525       0.381594E-001  0.213142       0.105148                 NaN            NaN            NaN
  1308.80        500.000       0.106780        99.1672       0.373718       0.364758E-001  0.211274       0.104591                 NaN            NaN            NaN
  1307.76        500.000       0.105541        99.1756       0.369634       0.368285E-001  0.209128       0.103295                 NaN            NaN            NaN
  1306.73        500.000       0.105146        99.1804       0.371392       0.272927E-001  0.208409       0.107400                 NaN            NaN            NaN
  1305.69        500.000       0.103967        99.1910       0.424235E-001  0.361857       0.204558       0.961586E-001            NaN            NaN            NaN
  1304.65        500.000       0.103035        99.1976       0.362138       0.326759E-001  0.203610       0.100913                 NaN            NaN            NaN
  1303.62        500.000       0.101598        99.2058       0.357965       0.329061E-001  0.201645       0.100046                 NaN            NaN            NaN
  1302.58        500.000       0.101612        99.2085       0.347110E-001  0.356673       0.200800       0.977374E-001            NaN            NaN            NaN
  1301.55        500.000       0.100643        99.2174       0.353783       0.350759E-001  0.198209       0.949274E-001            NaN            NaN            NaN
  1300.51        500.000       0.977816E-001   99.2301       0.275473E-001  0.349657       0.195578       0.993834E-001            NaN            NaN            NaN
  1299.47        500.000       0.972741E-001   99.2368       0.315873E-001  0.344840       0.193791       0.957375E-001            NaN            NaN            NaN
  1298.44        500.000       0.954425E-001   99.2463       0.241418E-001  0.341530       0.192640       0.999832E-001            NaN            NaN            NaN
  1297.40        500.000       0.964006E-001   99.2483       0.339550       0.357159E-001  0.190087       0.899233E-001            NaN            NaN            NaN
  1296.36        500.000       0.943866E-001   99.2570       0.336460       0.303055E-001  0.188817       0.930527E-001            NaN            NaN            NaN
  1295.33        500.000       0.932302E-001   99.2648       0.332681       0.304504E-001  0.186889       0.919714E-001            NaN            NaN            NaN
  1294.29        500.000       0.920577E-001   99.2711       0.328954       0.325061E-001  0.185193       0.901493E-001            NaN            NaN            NaN
  1293.26        500.000       0.910152E-001   99.2782       0.326119       0.318515E-001  0.183434       0.893925E-001            NaN            NaN            NaN
  1292.22        500.000       0.898348E-001   99.2852       0.333216E-001  0.322045       0.181708       0.879000E-001            NaN            NaN            NaN
  1291.18        500.000       0.887880E-001   99.2919       0.333703E-001  0.319127       0.179993       0.868187E-001            NaN            NaN            NaN
  1290.15        500.000       0.878212E-001   99.2986       0.316016       0.336978E-001  0.178275       0.855919E-001            NaN            NaN            NaN
  1289.11        500.000       0.867010E-001   99.3052       0.345612E-001  0.312499       0.176626       0.843816E-001            NaN            NaN            NaN
  1288.07        500.000       0.856046E-001   99.3115       0.309012       0.359011E-001  0.175028       0.829239E-001            NaN            NaN            NaN
  1287.04        500.000       0.846001E-001   99.3181       0.305943       0.363320E-001  0.173347       0.817122E-001            NaN            NaN            NaN
  1286.00        500.000       0.835826E-001   99.3244       0.302492       0.378531E-001  0.171666       0.799740E-001            NaN            NaN            NaN
  1284.97        500.000       0.825791E-001   99.3306       0.299360       0.385626E-001  0.170108       0.788259E-001            NaN            NaN            NaN
  1283.93        500.000       0.814875E-001   99.3369       0.400105E-001  0.295751       0.168486       0.773155E-001            NaN            NaN            NaN
  1282.89        500.000       0.805109E-001   99.3433       0.405777E-001  0.292540       0.166896       0.762127E-001            NaN            NaN            NaN
  1281.86        500.000       0.795153E-001   99.3494       0.417058E-001  0.289165       0.165379       0.748364E-001            NaN            NaN            NaN
  1280.82        500.000       0.786723E-001   99.3545       0.465924E-001  0.285062       0.163883       0.712769E-001            NaN            NaN            NaN
  1279.78        500.000       0.771574E-001   99.3597       0.283356       0.440308E-001  0.162759       0.730448E-001            NaN            NaN            NaN
  1278.75        500.000       0.765643E-001   99.3683       0.279083       0.455591E-001  0.160389       0.701550E-001            NaN            NaN            NaN
  1277.71        500.000       0.756398E-001   99.3726       0.276513       0.460503E-001  0.159487       0.696654E-001            NaN            NaN            NaN
  1276.68        500.000       0.746343E-001   99.3789       0.272377       0.496152E-001  0.157670       0.668479E-001            NaN            NaN            NaN
  1275.64        500.000       0.726549E-001   99.3870       0.240362E-001  0.277641       0.157124       0.815712E-001            NaN            NaN            NaN
  1274.60        500.000       0.736595E-001   99.3868       0.257820       0.785688E-001  0.154340       0.488608E-001            NaN            NaN            NaN
  1273.57        500.000       0.717363E-001   99.3952       0.262275       0.549216E-001  0.153517       0.623823E-001            NaN            NaN            NaN
  1272.53        500.000       0.707940E-001   99.4008       0.259679       0.550043E-001  0.152129       0.615616E-001            NaN            NaN            NaN
  1271.50        500.000       0.698427E-001   99.4061       0.579681E-001  0.255598       0.150786       0.596986E-001            NaN            NaN            NaN
  1270.46        500.000       0.689591E-001   99.4110       0.252930       0.596176E-001  0.149425       0.580500E-001            NaN            NaN            NaN
  1269.42        500.000       0.210292        97.1249       0.532154       0.440621       0.401642       0.748078E-004   1.29033                 NaN            NaN
  1268.39        500.000       0.498591        92.2526        1.19074        1.05270       0.945039       0.241285E-004   4.06033                 NaN            NaN
  1267.35        500.000       0.456648        92.8936       0.969683        1.09483       0.870856       0.123004E-004   3.71441                 NaN            NaN
  1266.31        500.000       0.422063        93.4248       0.900307        1.01630       0.809275       0.734885E-005   3.42725                 NaN            NaN
  1265.28        500.000       0.392283        93.8847       0.839162       0.948249       0.755636       0.666851E-005   3.17994                 NaN            NaN
  1264.24        500.000       0.366762        94.2843       0.888971       0.785212       0.708958                 NaN   2.96575                 NaN            NaN
  1263.21        500.000       0.344578        94.6344       0.838019       0.736659       0.667796                 NaN   2.77859                 NaN            NaN
  1262.17        500.000       0.325183        94.9433       0.692231       0.793112       0.631285       0.353988E-005   2.61486                 NaN            NaN
  1261.13        500.000       0.307333        95.2196       0.655892       0.751983       0.598602                 NaN   2.46657                 NaN            NaN
  1260.10        500.000       0.292265        95.4615       0.620378       0.717055       0.569928                 NaN   2.33885                 NaN            NaN
  1259.06        500.000       0.278044        95.6846       0.589335       0.684272       0.543175                 NaN   2.22056                 NaN            NaN
  1258.02        500.000       0.266005        95.8807       0.655816       0.560633       0.519712                 NaN   2.11716                 NaN            NaN
  1256.99        500.000       0.254609        96.0712       0.531152       0.627356       0.496783                 NaN   2.01890                 NaN            NaN
  1255.95        500.000       0.243484        96.2361       0.605751       0.507779       0.476685                 NaN   1.93024                 NaN            NaN
  1254.92        500.000       0.233904        96.3885       0.486271       0.582008       0.458123       0.114666E-005   1.85118                 NaN            NaN
  1253.88        500.000       0.225181        96.5291       0.465011       0.561511       0.440968                 NaN   1.77826                 NaN            NaN
  1252.84        500.000       0.216415        96.6600       0.446470       0.542531       0.424947                 NaN   1.70962                 NaN            NaN
  1251.81        500.000       0.208736        96.7808       0.523790       0.429166       0.410076                 NaN   1.64746                 NaN            NaN
  1250.77        500.000       0.201393        96.8988       0.507028       0.410625       0.395278                 NaN   1.58692                 NaN            NaN
  1249.73        500.000       0.194533        97.0011       0.396843       0.491342       0.382667                 NaN   1.53347                 NaN            NaN
  1248.70        500.000       0.187962        97.1027       0.380985       0.476509       0.369868                 NaN   1.48199                 NaN            NaN
  1247.66        500.000       0.181852        97.1961       0.367928       0.462053       0.358153                 NaN   1.43395                 NaN            NaN
  1246.63        500.000       0.175874        97.2826       0.448551       0.355925       0.347161                 NaN   1.38992                 NaN            NaN
  1245.59        500.000       0.170134        97.3683       0.435790       0.343379       0.336263                 NaN   1.34617                 NaN            NaN
  1244.55        500.000       0.146324        97.4371       0.413572       0.354251       0.326967                 NaN   1.31177       0.100251E-001            NaN
  1243.52        500.000       0.680273E-001   97.4762       0.362018       0.430850       0.320306                 NaN   1.29351       0.490816E-001            NaN
  1242.48        500.000       0.628448E-001   97.5436       0.423845       0.350714       0.311334                 NaN   1.25897       0.486852E-001            NaN
  1241.44        500.000       0.591533E-001   97.6113       0.337620       0.417818       0.303190                 NaN   1.22334       0.476175E-001            NaN
  1240.41        500.000       0.543001E-001   97.6706       0.327384       0.413302       0.295303                 NaN   1.19193       0.471974E-001            NaN
  1239.37        500.000       0.495930E-001   97.7292       0.315114       0.409627       0.287811                 NaN   1.16171       0.469920E-001            NaN
  1238.34        500.000       0.450932E-001   97.7864       0.303985       0.405692       0.280531                 NaN   1.13182       0.464640E-001            NaN
  1237.30        500.000       0.380097E-001   97.8375       0.291599       0.406085       0.273791                 NaN   1.10547       0.475954E-001            NaN
  1236.26        500.000       0.364039E-001   97.8893       0.283203       0.400161       0.267051                 NaN   1.07807       0.458415E-001            NaN
  1235.23        500.000       0.298965E-001   97.9389       0.271017       0.400630       0.260561                 NaN   1.05237       0.466320E-001            NaN
  1234.19        500.000       0.249420E-001   97.9838       0.260934       0.399843       0.254733                 NaN   1.02896       0.468350E-001            NaN
  1233.15        500.000       0.190795E-001   98.0265       0.401917       0.249838       0.249038                 NaN   1.00619       0.474788E-001            NaN
  1232.12        500.000       0.120357E-001   98.0691       0.237325       0.405463       0.243327                 NaN  0.984138       0.486316E-001            NaN
  1231.08        500.000       0.688902E-002   98.1091       0.227603       0.406495       0.238032                 NaN  0.962928       0.489799E-001            NaN
  1230.05        500.000                 NaN   98.1435       0.408423       0.218029       0.233189                 NaN  0.945349       0.514881E-001            NaN
  1229.01        500.000                 NaN   98.1906       0.406823       0.208523       0.227173                 NaN  0.919661       0.472177E-001            NaN
  1227.97        500.000       0.181602        97.8042       0.392098E-001  0.467389       0.279778                 NaN   1.22779                 NaN            NaN
  1226.94        500.000       0.148688        98.3371       0.282436                 NaN  0.222298       0.102404       0.907104                 NaN            NaN
  1225.90        500.000                 NaN   98.6659       0.282741       0.368402       0.151987                 NaN  0.528635       0.230206E-002            NaN
  1224.86        500.000                 NaN   98.5527       0.356263       0.101196       0.168277                 NaN  0.775113       0.464719E-001            NaN
  1223.83        500.000                 NaN   97.1440       0.778082       0.125315       0.375433                 NaN   1.52168       0.554487E-001            NaN
  1222.79        500.000                 NaN   99.2940       0.671828E-001            NaN  0.959887E-001  0.185796       0.315375       0.416827E-001            NaN
  1221.76        500.000                 NaN   98.0480       0.384858       0.286361       0.242294                 NaN   1.00312       0.353260E-001            NaN
  1220.72        500.000                 NaN   94.9163        1.19483       0.586995       0.621785                 NaN   2.55993       0.120145                 NaN
  1219.68        500.000                 NaN   98.8535       0.866007E-001  0.134332       0.124959                 NaN  0.551720       0.236590E-001  0.225243     
  1218.65        500.000                 NaN   99.8546       0.112195                 NaN            NaN            NaN  0.331962E-001            NaN            NaN
  1217.61        500.000                 NaN   99.8854                 NaN            NaN  0.223673E-001            NaN  0.494489E-001  0.190723E-002  0.408507E-001
  1216.57        500.000                 NaN   99.7596       0.100301       0.139236E-001  0.290330E-001            NaN  0.958002E-001  0.131408E-002            NaN
  1215.54        500.000                 NaN   99.8750       0.224062E-001            NaN  0.148547E-001            NaN  0.825337E-001  0.516289E-002            NaN
  1214.50        500.000                 NaN   94.9742        1.25513       0.476769       0.617060                 NaN   2.56840       0.108477                 NaN
  1213.47        500.000                 NaN   99.7586       0.622987E-001  0.168166E-001  0.283182E-001            NaN  0.126828       0.709010E-002            NaN
  1212.43        500.000                 NaN   99.7742       0.402649E-001  0.140536E-001  0.212126E-001            NaN  0.813127E-001  0.168107E-002  0.673171E-001
  1211.39        500.000                 NaN   97.8713       0.204877       0.142437       0.183222                 NaN  0.806979       0.216876E-001  0.769508     
  1210.36        500.000                 NaN   75.7439        2.60493                 NaN   2.14983        1.37181        9.19862       0.288987        8.64189     
  1209.32        500.000                 NaN   71.6274        2.96033                 NaN   2.47129        1.53549        10.4401       0.301803        10.6636     
  1208.28        500.000                 NaN  100.0000       0.418962E-005            NaN  0.294537E-005  0.202030E-005  0.121150E-004            NaN  0.124535E-004
  1207.25        500.000                 NaN   75.5076        2.36849                 NaN   2.11199        1.35865        9.08893       0.270564        9.29375     
  1206.21        500.000                 NaN   73.7229        2.71750                 NaN   2.28223        1.44929        9.72777       0.280463        9.81989     
  1205.18        500.000                 NaN   99.9999       0.146676E-004            NaN  0.112487E-004  0.902164E-005  0.447461E-004            NaN  0.447147E-004
  1204.14        500.000                 NaN   99.9998       0.291292E-004  0.107176E-004  0.212864E-004            NaN  0.925494E-004  0.333226E-005  0.901525E-004
  1203.10        500.000                 NaN   99.9999       0.556312E-005            NaN  0.469120E-005  0.276590E-005  0.206139E-004            NaN  0.194784E-004
  1202.07        500.000                 NaN   65.2380        3.50260                 NaN   2.99872        1.86631        12.9149       0.364727        13.1148     
  1201.03        500.000                 NaN  100.0000       0.322080E-005            NaN  0.149991E-005            NaN  0.149239E-005            NaN  0.759913E-005
  1199.99        500.000       0.106455E-004   99.9997       0.274077E-004            NaN  0.192586E-004  0.249682E-005  0.978735E-004            NaN  0.954797E-004
  1198.96        500.000                 NaN   99.9992       0.646566E-004            NaN  0.742549E-004  0.510885E-004  0.316175E-003  0.768647E-005  0.323015E-003
  1197.92        500.000                 NaN   74.5968        2.05524                 NaN   2.18567        1.50123        9.61829       0.273128        9.76964     
  1196.89        500.000                 NaN   99.9996       0.390018E-004            NaN  0.384412E-004  0.485017E-004  0.141164E-003  0.265164E-005  0.142263E-003
  1195.85        500.000                 NaN   99.9985       0.170916E-003            NaN  0.119646E-003  0.437339E-004  0.556997E-003  0.161181E-004  0.561889E-003
  1194.81        500.000                 NaN   70.5722        3.31214                 NaN   2.47729        1.39081        10.9472       0.287609        11.0127     
  1193.78        500.000                 NaN  100.0000       0.272427E-005            NaN  0.344912E-005  0.386112E-005  0.147172E-004            NaN  0.163466E-004
  1192.74        500.000                 NaN   99.9999                 NaN            NaN  0.131746E-004  0.234931E-004  0.449092E-004            NaN  0.431868E-004
  1191.70        500.000                 NaN   99.9998       0.201539E-004            NaN  0.117460E-004            NaN  0.605537E-004  0.277970E-005  0.622739E-004
  1190.67        500.000                 NaN   85.1344        1.11814                 NaN   1.35085       0.853818        5.65704       0.150774        5.73494     
  1189.63        500.000                 NaN   97.3917       0.506615                 NaN  0.109743                 NaN   1.03402       0.231983E-001  0.934715     
  1188.60        500.000                 NaN   78.3976        2.10045                 NaN   1.81019       0.931658        7.64996       0.200354        8.90974     
  1187.56        500.000                 NaN   58.9994                 NaN            NaN   2.34179        2.34406        18.7840       0.370910        17.1598     
  1186.52        500.000                 NaN   91.9248        4.69331                 NaN   1.77160                 NaN   1.53725       0.730405E-001            NaN
  1185.49        500.000                 NaN   92.2751       0.915996                 NaN  0.578457                 NaN   2.84916       0.104563        3.27675     
  1184.45        500.000                 NaN   42.8129        4.03580                 NaN   4.21148        2.29557        24.1962       0.502110        21.9460     
  1183.41        500.000                 NaN            NaN   6.40559                 NaN   7.38020        4.33038        41.5507       0.914364        39.4188     
  1182.38        500.000                 NaN            NaN   6.39621                 NaN   7.38055        4.33696        41.5507       0.914689        39.4209     
  1181.34        500.000                 NaN            NaN   6.38693                 NaN   7.38092        4.34347        41.5507       0.915013        39.4230     
  1180.31        500.000                 NaN            NaN   6.37776                 NaN   7.38130        4.34990        41.5507       0.915325        39.4250     
  1179.27        500.000                 NaN            NaN   6.36868                 NaN   7.38166        4.35630        41.5507       0.915648        39.4271     
  1178.23        500.000                 NaN            NaN   6.35983                 NaN   7.38205        4.36256        41.5505       0.915951        39.4291     
  1177.20        500.000                 NaN            NaN   6.33825                 NaN   7.37820        4.37229        41.5581       0.917012        39.4361     
  1176.16        500.000                 NaN            NaN   6.35689                 NaN   7.38277        4.36380        41.5502       0.916512        39.4298     
  1175.12        500.000                 NaN            NaN   6.40275                 NaN   7.39767        4.33339        41.5240       0.916977        39.4252     
  1174.09        500.000                 NaN            NaN   6.39393                 NaN   7.40044        4.33984        41.5220       0.916302        39.4275     
  1173.05        500.000                 NaN            NaN   6.39149                 NaN   7.40115        4.34170        41.5203       0.916614        39.4287     
  1172.02        500.000                 NaN            NaN   6.39386                 NaN   7.40124        4.33992        41.5165       0.918033        39.4305     
  1170.98        500.000                 NaN            NaN   6.37560                 NaN   7.40037        4.35228        41.5216       0.917802        39.4324     
  1169.94        500.000                 NaN            NaN   6.36779                 NaN   7.39548        4.36190        41.5306       0.913463        39.4307     
  1168.91        500.000                 NaN            NaN   6.35434                 NaN   7.40038        4.36643        41.5228       0.918993        39.4371     
  1167.87        500.000                 NaN            NaN   6.27571                 NaN   7.38592        4.42207        41.5491       0.918797        39.4484     
  1166.83        500.000                 NaN            NaN   6.26774                 NaN   7.38632        4.42772        41.5489       0.919063        39.4503     
  1165.80        500.000                 NaN            NaN   6.25991                 NaN   7.38673        4.43331        41.5486       0.919319        39.4521     
