|6.6.6
Archiving\03_Data\Dfrac/QFM_m5/K22/K22_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1944.86        2500.00        99.5218       0.775741E-002            NaN  0.470470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        99.3859       0.421867E-002            NaN  0.609876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        99.3920       0.394291E-002            NaN  0.604007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        99.3964       0.366186E-002            NaN  0.599892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        99.4038       0.341084E-002            NaN  0.592799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        99.4084       0.314428E-002            NaN  0.588505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        99.4140       0.287823E-002            NaN  0.583076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        99.4185       0.256690E-002            NaN  0.578921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        99.4238       0.231706E-002            NaN  0.573873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        99.4281       0.202861E-002            NaN  0.569865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        99.4331       0.173024E-002            NaN  0.565161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.4370       0.143830E-002            NaN  0.561573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.4417       0.114247E-002            NaN  0.557166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.4445       0.831270E-003            NaN  0.554663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.4520       0.655258E-003            NaN  0.547389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.7335       0.410260E-002            NaN  0.262382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.1765       0.120956E-002            NaN  0.822243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.4615       0.171665E-002            NaN  0.536748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.4641       0.302172E-002            NaN  0.532876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.4704                 NaN            NaN  0.529569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.4688                 NaN            NaN  0.531196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.4765                 NaN            NaN  0.523474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.4771       0.253659E-002            NaN  0.520342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.5628                 NaN            NaN  0.437182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4037       0.256399E-003            NaN  0.596008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4820                 NaN            NaN  0.512869       0.510600E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.3611                 NaN            NaN  0.619286       0.196222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.7882                 NaN            NaN  0.205249       0.652492E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.2872                 NaN            NaN  0.690854       0.219695E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4828                 NaN            NaN  0.501247       0.159504E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4244                 NaN            NaN  0.557812       0.177540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.5487                 NaN            NaN  0.437384       0.139378E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4889                 NaN            NaN  0.495307       0.158150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4921                 NaN            NaN  0.492216       0.157147E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4935                 NaN            NaN  0.490814       0.156946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4951                 NaN            NaN  0.489263       0.156574E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4954                 NaN            NaN  0.488961       0.156573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4991                 NaN            NaN  0.485340       0.155154E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4994                 NaN            NaN  0.485092       0.155221E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.5010                 NaN            NaN  0.483540       0.154703E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.5011                 NaN            NaN  0.483483       0.154503E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.5032                 NaN            NaN  0.481408       0.153846E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.5029                 NaN            NaN  0.481694       0.153763E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.5063                 NaN            NaN  0.478396       0.152682E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.5062                 NaN            NaN  0.478609       0.152293E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.0530                 NaN            NaN  0.917762       0.292005E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.9638                 NaN            NaN  0.350614E-001  0.109751E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.5063                 NaN            NaN  0.478522       0.151659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.5078                 NaN            NaN  0.477125       0.150874E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.5079                 NaN            NaN  0.477068       0.150592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.5079                 NaN            NaN  0.477094       0.150083E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5079                 NaN            NaN  0.477094       0.150033E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.5082                 NaN            NaN  0.476886       0.149428E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.5032                 NaN            NaN  0.481789       0.150425E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.3669                 NaN            NaN  0.614093       0.190193E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.6704                 NaN            NaN  0.319648       0.990587E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4864                 NaN            NaN  0.498250       0.153893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.5046                 NaN            NaN  0.480587       0.148434E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.5054                 NaN            NaN  0.479849       0.147190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.5047                 NaN            NaN  0.480653       0.146934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.5041                 NaN            NaN  0.481284       0.146605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.5008                 NaN            NaN  0.484504       0.147242E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.3097                 NaN            NaN  0.670038       0.202127E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.6951                 NaN            NaN  0.296023       0.888396E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4988                 NaN            NaN  0.486694       0.145555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4980                 NaN            NaN  0.487541       0.144865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.1287                 NaN            NaN  0.847210       0.241323E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.9600                 NaN            NaN  0.382580E-001  0.172126E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.3881                 NaN            NaN  0.594479       0.174420E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4932                 NaN            NaN  0.492435       0.143537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4896                 NaN            NaN  0.496060       0.143769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4880                 NaN            NaN  0.497627       0.143515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4851                 NaN            NaN  0.500548       0.143605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4833                 NaN            NaN  0.502359       0.143198E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4824                 NaN            NaN  0.503375       0.142512E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4794                 NaN            NaN  0.506354       0.142736E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4763                 NaN            NaN  0.509445       0.142709E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4759                 NaN            NaN  0.509945       0.141763E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4724                 NaN            NaN  0.513421       0.141937E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4701                 NaN            NaN  0.515719       0.141710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4672                 NaN            NaN  0.518590       0.141641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4603                 NaN            NaN  0.525420       0.142440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4663                 NaN            NaN  0.519646       0.140096E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.5222                 NaN            NaN  0.465344       0.124843E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3938                 NaN            NaN  0.590469       0.157189E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4519                 NaN            NaN  0.533954       0.141959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4536                 NaN            NaN  0.532522       0.138971E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4499                 NaN            NaN  0.536146       0.139791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4451                 NaN            NaN  0.540946       0.140015E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4424                 NaN            NaN  0.543625       0.139928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        98.9208                 NaN            NaN   1.05281       0.264236E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.9569                 NaN            NaN  0.420644E-001  0.100853E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4161                 NaN            NaN  0.569546       0.143824E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4320                 NaN            NaN  0.554065       0.138894E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4269                 NaN            NaN  0.559135       0.139200E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4269                 NaN            NaN  0.559270       0.138499E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.4203                 NaN            NaN  0.565743       0.139111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4209                 NaN            NaN  0.565308       0.138343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4161                 NaN            NaN  0.570035       0.138300E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4296                 NaN            NaN  0.556970       0.134452E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3944                 NaN            NaN  0.591354       0.141988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4066                 NaN            NaN  0.579551       0.138535E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.4050                 NaN            NaN  0.581267       0.137818E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.4033                 NaN            NaN  0.582934       0.137454E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3990                 NaN            NaN  0.587274       0.137676E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3952                 NaN            NaN  0.590997       0.137991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        98.9873                 NaN            NaN  0.512759       0.767453E-002  0.492228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        97.5937                 NaN            NaN  0.210237                 NaN   2.19606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        97.5204                 NaN            NaN  0.212422                 NaN   2.26721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        97.6551                 NaN            NaN  0.207171                 NaN   2.13770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        97.6799                 NaN            NaN  0.204219                 NaN   2.11583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        97.7753                 NaN            NaN  0.194590                 NaN   2.03014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        97.7916                 NaN            NaN  0.191822                 NaN   2.01659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        97.8389                 NaN            NaN  0.187373                 NaN   1.97369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        97.8778                 NaN            NaN  0.183487                 NaN   1.93866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        97.9000                 NaN            NaN  0.179505                 NaN   1.92048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        97.9907                 NaN            NaN  0.172053                 NaN   1.83720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.0028                 NaN            NaN  0.170527                 NaN   1.82663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.0464                 NaN            NaN  0.165936                 NaN   1.78770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        97.9622                 NaN            NaN  0.170649                 NaN   1.86717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.2304                 NaN            NaN  0.151618                 NaN   1.61803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.1484                 NaN            NaN  0.153963                 NaN   1.69763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.1875                 NaN            NaN  0.151454                 NaN   1.66101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.2169                 NaN            NaN  0.147019                 NaN   1.63603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.2285                 NaN            NaN  0.142602                 NaN   1.62894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.2797                 NaN            NaN  0.133150                 NaN   1.58717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        96.7469                 NaN            NaN  0.245623                 NaN   3.00751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.9323                 NaN            NaN  0.137939E-001            NaN  0.539491E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.3666                 NaN            NaN  0.129534                 NaN   1.50389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.3969                 NaN            NaN  0.126336                 NaN   1.47675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.4216                 NaN            NaN  0.123254                 NaN   1.45510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.4438                 NaN            NaN  0.190108                 NaN   1.36608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.4763                 NaN            NaN  0.458182E-001            NaN   1.47786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4647                 NaN            NaN  0.109754                 NaN   1.42557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.5460                 NaN            NaN  0.110024                 NaN   1.34402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.1352                 NaN            NaN  0.122261                 NaN   1.74257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.9634                 NaN            NaN  0.750224E-001            NaN  0.961529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5812                 NaN            NaN  0.103105                 NaN   1.31565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6215                 NaN            NaN  0.995826E-001            NaN   1.27896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6304                 NaN            NaN  0.927073E-001            NaN   1.27686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6483                 NaN            NaN  0.963677E-001            NaN   1.25530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6675                 NaN            NaN  0.908742E-001            NaN   1.24161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        97.4804                 NaN            NaN  0.159184                 NaN   2.36040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.8132                 NaN            NaN  0.173136E-001            NaN  0.169501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8413                 NaN            NaN  0.699752E-001            NaN   1.08871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7477                 NaN            NaN  0.802168E-001            NaN   1.17212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7620                 NaN            NaN  0.765095E-001            NaN   1.16152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7770                 NaN            NaN  0.751584E-001            NaN   1.14785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7964                 NaN            NaN  0.702245E-001            NaN   1.13340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8123                 NaN            NaN  0.705875E-001            NaN   1.11709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8270                 NaN            NaN  0.675662E-001            NaN   1.10540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8430                 NaN            NaN  0.657965E-001            NaN   1.09122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8566                 NaN            NaN  0.628323E-001            NaN   1.08053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8564                 NaN            NaN  0.576651E-001            NaN   1.08593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8943                 NaN            NaN  0.584051E-001            NaN   1.04730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.6566                 NaN            NaN  0.668773E-001            NaN   1.27649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1520                 NaN            NaN  0.404870E-001            NaN  0.807542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9241                 NaN            NaN  0.511722E-001            NaN   1.02469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9286                 NaN            NaN  0.496965E-001            NaN   1.02175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9515                 NaN            NaN  0.400909E-001            NaN   1.00846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.8634                 NaN            NaN  0.855866E-002            NaN  0.645613       0.482395                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.7007                 NaN            NaN  0.961999E-006            NaN  0.535521E-001   1.24577                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.7051                 NaN            NaN  0.122514E-002            NaN            NaN   1.29370                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.7052                 NaN            NaN  0.125905E-003            NaN            NaN   1.29471                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.7070                 NaN            NaN            NaN            NaN            NaN   1.29299                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.7099                 NaN            NaN            NaN            NaN            NaN   1.29006                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.7075                 NaN            NaN            NaN            NaN            NaN   1.29253                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.7030                 NaN            NaN            NaN            NaN            NaN   1.29700                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.6986                 NaN            NaN            NaN            NaN            NaN   1.30138                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.6862                 NaN            NaN            NaN            NaN            NaN   1.31382                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.6682                 NaN            NaN            NaN            NaN            NaN   1.33175                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.1524                 NaN            NaN            NaN            NaN            NaN   1.04463       0.802980                 NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.9048                 NaN            NaN            NaN            NaN            NaN   1.22692       0.868296                 NaN            NaN            NaN            NaN            NaN
