|6.6.6
Archiving\03_Data\Dfrac/QFM_m5/K22/K22_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.9920        7.14074        11.5064        44.5345        2.44158        17.3848                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.9909        7.14141        11.5058        44.5352        2.44177        17.3849                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   17.7838        6.61854        11.9266        44.0244        2.31160        17.3351                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.58124        17.8628        11.9791        43.9556        2.29479        17.3264                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.48522        17.9954        12.0382        43.8844        2.27687        17.3199                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.41863        18.0981        12.0900        43.8204        2.25985        17.3130                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.26505        18.3180        12.1704        43.7161        2.23066        17.2998                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.12558        18.5413        12.2994        43.5608        2.18869        17.2842                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.15630        18.4992        12.2880        43.5770        2.19257        17.2870                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.20086        18.4434        12.2748        43.5946        2.19558        17.2908                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   18.7225        6.01133        12.3683        43.4645        2.16389        17.2695                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.06951        18.6588        12.3848        43.4551        2.15717        17.2746                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   19.1095        5.78061        12.5393        43.2344        2.09913        17.2370                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   19.1708        5.74435        12.5784        43.1874        2.08573        17.2333                 NaN
