|6.6.6
Archiving\03_Data\Dfrac/QFM_m5/K22/K22_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4696        6.03704        11.4043        47.8914        1.40893        18.7887                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4688        6.03762        11.4041        47.8931        1.40905        18.7873                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.1853        5.58989        11.8206        47.3399        1.33382        18.7305                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.56162        15.2544        11.8731        47.2669        1.32413        18.7198                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.48243        15.3688        11.9321        47.1915        1.31380        18.7114                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.42615        15.4599        11.9839        47.1235        1.30399        18.7025                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.29737        15.6519        12.0641        47.0125        1.28716        18.6870                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.17865        15.8477        12.1928        46.8484        1.26299        18.6694                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.20455        15.8117        12.1817        46.8660        1.26522        18.6708                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.24289        15.7660        12.1685        46.8832        1.26690        18.6726                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.0047        5.08764        12.2624        46.7472        1.24870        18.6494                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.13082        15.9589        12.2784        46.7348        1.24474        18.6523                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.3516        4.89115        12.4329        46.5014        1.21134        18.6117                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.4053        4.86256        12.4719        46.4507        1.20359        18.6059                 NaN
