|6.6.6
Archiving\03_Data\eqLP/QFM_m4.5/TIS/TIS_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         iron           O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1897.44        500.000        99.0001       0.984092       0.157991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.0001       0.984091       0.157991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.0001       0.984091       0.157991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.0001       0.984090       0.157991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.0001       0.984090       0.157990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        99.0001       0.984089       0.157990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        99.0001       0.984089       0.157990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        99.0001       0.984088       0.157990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        99.0001       0.984088       0.157990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        99.0001       0.984087       0.157990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        99.0001       0.984086       0.157990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        99.0001       0.984086       0.157990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        99.0001       0.984085       0.157990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        99.0001       0.984085       0.157990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        99.0001       0.984084       0.157990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        99.0001       0.984083       0.157989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        99.0001       0.984083       0.157989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        99.0001       0.984082       0.157989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        99.0001       0.984082       0.157989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        99.0001       0.984081       0.157989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        99.0001       0.984080       0.157989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        99.0001       0.984080       0.157989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        99.0001       0.984079       0.157989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        99.0001       0.984078       0.157989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        99.0001       0.984078       0.157989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        99.0001       0.984077       0.157988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        99.0001       0.984076       0.157988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        99.0001       0.984076       0.157988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        99.0001       0.984075       0.157988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        99.0001       0.984074       0.157988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        99.0001       0.984074       0.157988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        99.0001       0.984073       0.157988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        99.0001       0.984072       0.157988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        99.0001       0.984072       0.157988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        99.0001       0.984071       0.157987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        99.0001       0.984070       0.157987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        99.0001       0.984069       0.157987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        99.0001       0.984069       0.157987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        99.0001       0.984068       0.157987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        99.0001       0.984067       0.157987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        99.0001       0.984066       0.157987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        99.0001       0.984065       0.157987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        99.0001       0.984065       0.157986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        99.0001       0.984064       0.157986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        99.0001       0.984063       0.157986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        99.0001       0.984062       0.157986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        99.0001       0.984061       0.157986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        99.0001       0.984061       0.157986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        99.0001       0.984060       0.157986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        99.0001       0.984059       0.157985E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        99.0001       0.984058       0.157985E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        99.0001       0.984057       0.157985E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        99.0001       0.984056       0.157985E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        99.0001       0.984055       0.157985E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        99.0001       0.984054       0.157985E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        99.0001       0.984053       0.157985E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        99.0001       0.984053       0.157984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        99.0001       0.984052       0.157984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        99.0002       0.984051       0.157984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        99.0002       0.984050       0.157984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        99.0002       0.984049       0.157984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        99.0002       0.984048       0.157984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        99.0002       0.984047       0.157984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        99.0002       0.984046       0.157983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        99.0002       0.984045       0.157983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        99.0002       0.984044       0.157983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        99.0002       0.984043       0.157983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        99.0002       0.984042       0.157983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        98.9752       0.984111       0.157994E-001            NaN  0.248748E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        98.9619       0.984148       0.158000E-001            NaN  0.381445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        98.9486       0.984185       0.158006E-001            NaN  0.514153E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        98.9168       0.984265       0.158019E-001  0.297821E-002  0.801799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        98.8751       0.984338       0.158030E-001  0.185189E-001  0.106226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        98.8339       0.984410       0.158042E-001  0.338604E-001  0.132047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        98.7926       0.984483       0.158054E-001  0.492041E-001  0.157872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        98.7518       0.984554       0.158065E-001  0.643736E-001  0.183418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        98.4461       0.984531       0.153391E-001  0.806239E-001  0.175588       0.297815                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        97.5641       0.984294       0.138377E-001  0.991520E-001  0.921955E-001   1.24641                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        96.6825       0.984056       0.123370E-001  0.117671       0.884338E-002   2.19456                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        95.8280       0.984031       0.109954E-001  0.134355                 NaN   3.04264                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        94.9864       0.984031       0.965562E-002  0.150492                 NaN   3.86938                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        94.1594       0.984031       0.832942E-002  0.166270                 NaN   4.68193                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        93.3324       0.984031       0.700321E-002  0.182047                 NaN   5.49448                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        92.5054       0.984030       0.567701E-002  0.197825                 NaN   6.30703                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        91.6784       0.984030       0.435081E-002  0.213603                 NaN   7.11958                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        90.8731       0.984030       0.303618E-002  0.228888                 NaN   7.91099                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        90.0677       0.984030       0.172155E-002  0.244172                 NaN   8.70240                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        89.2744       0.984030       0.421050E-003  0.259209                 NaN   9.48198                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        88.5102       0.984032                 NaN  0.273930                 NaN   10.2319                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        87.7832       0.984035                 NaN  0.287987                 NaN   10.9448                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        87.0562       0.984039                 NaN  0.302044                 NaN   11.6577                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        86.3292       0.984042                 NaN  0.316102                 NaN   12.3706                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        85.6022       0.984045                 NaN  0.330160                 NaN   13.0836                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        84.8752       0.984048                 NaN  0.344217                 NaN   13.7965                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        84.1482       0.984051                 NaN  0.358275                 NaN   14.5094                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        83.4212       0.984055                 NaN  0.372333                 NaN   15.2224                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        82.6942       0.984058                 NaN  0.386391                 NaN   15.9353                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        82.0374       0.984061                 NaN  0.399158                 NaN   16.5793                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        81.3806       0.984064                 NaN  0.411926                 NaN   17.2234                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        80.7238       0.984067                 NaN  0.424693                 NaN   17.8674                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        80.0670       0.984070                 NaN  0.437461                 NaN   18.5115                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        79.4102       0.984073                 NaN  0.450228                 NaN   19.1555                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        78.7534       0.984076                 NaN  0.462996                 NaN   19.7995                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        78.0966       0.984079                 NaN  0.475764                 NaN   20.4436                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        77.4397       0.984083                 NaN  0.488532                 NaN   21.0877                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        76.8604       0.984085                 NaN  0.500153                 NaN   21.6554                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        76.2810       0.984088                 NaN  0.511775                 NaN   22.2232                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        75.7016       0.984091                 NaN  0.523397                 NaN   22.7909                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        75.1222       0.984094                 NaN  0.535019                 NaN   23.3587                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        74.5428       0.984097                 NaN  0.546641                 NaN   23.9265                 NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        73.9634       0.984100                 NaN  0.558263                 NaN   24.4942                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        73.3840       0.984102                 NaN  0.569885                 NaN   25.0620                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        72.8046       0.984105                 NaN  0.581507                 NaN   25.6298                 NaN            NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        72.2981       0.984108                 NaN  0.591974                 NaN   26.1258                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        71.7916       0.984110                 NaN  0.602442                 NaN   26.6218                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        71.2851       0.984113                 NaN  0.612909                 NaN   27.1178                 NaN            NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        70.7786       0.984115                 NaN  0.623377                 NaN   27.6139                 NaN            NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        70.2721       0.984118                 NaN  0.633845                 NaN   28.1099                 NaN            NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        69.7656       0.984121                 NaN  0.644312                 NaN   28.6059                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        69.2591       0.984123                 NaN  0.654780                 NaN   29.1020                 NaN            NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        68.7526       0.984126                 NaN  0.665248                 NaN   29.5980                 NaN            NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        68.2849       0.984128                 NaN  0.675319                 NaN   30.0556                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        67.6547       0.984130                 NaN  0.677420                 NaN   30.3495       0.334251                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        66.5976       0.984132                 NaN  0.660201                 NaN   30.2273        1.53071                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        65.5405       0.984134                 NaN  0.642983                 NaN   30.1052        2.72717                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        64.5144       0.984136                 NaN  0.623015                 NaN   29.9838        3.89472                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        63.4882       0.984137                 NaN  0.603046                 NaN   29.8623        5.06227                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        62.4621       0.984139                 NaN  0.583078                 NaN   29.7409        6.22983                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        61.4360       0.984141                 NaN  0.563109                 NaN   29.6194        7.39739                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        59.9604       0.984145                 NaN  0.610104                 NaN   29.3931        6.12181        2.93047                 NaN            NaN            NaN            NaN
  1480.77        500.000        58.0353       0.984152                 NaN  0.721337                 NaN   29.0961        2.72506        8.43804                 NaN            NaN            NaN            NaN
  1477.56        500.000        56.1436       0.984158                 NaN  0.817070                 NaN   28.8304                 NaN   13.2247                 NaN            NaN            NaN            NaN
  1474.36        500.000        54.5006       0.984161                 NaN  0.832352                 NaN   28.5947                 NaN   15.0882                 NaN            NaN            NaN            NaN
  1471.15        500.000        52.5741       0.984166                 NaN  0.846098                 NaN   28.5033                 NaN   15.8182        1.27420                 NaN            NaN            NaN
  1467.95        500.000        50.6925       0.984170                 NaN  0.859782                 NaN   28.4193                 NaN   2.57748        16.4667                 NaN            NaN            NaN
  1464.74        500.000        50.6925       0.984170                 NaN  0.859782                 NaN   28.4193                 NaN   2.57748        16.4667                 NaN            NaN            NaN
  1461.54        500.000        47.1474       0.984177                 NaN  0.886517                 NaN   28.2483                 NaN   17.7151        5.01852                 NaN            NaN            NaN
  1458.33        500.000        47.1474       0.984177                 NaN  0.886517                 NaN   28.2483                 NaN   17.7151        5.01852                 NaN            NaN            NaN
  1455.13        500.000        47.1474       0.984177                 NaN  0.886517                 NaN   28.2483                 NaN   17.7151        5.01852                 NaN            NaN            NaN
  1451.92        500.000        47.1474       0.984177                 NaN  0.886517                 NaN   28.2483                 NaN   17.7151        5.01852                 NaN            NaN            NaN
  1448.72        500.000        47.1474       0.984177                 NaN  0.886517                 NaN   28.2483                 NaN   17.7151        5.01852                 NaN            NaN            NaN
  1445.51        500.000        47.1474       0.984177                 NaN  0.886517                 NaN   28.2483                 NaN   17.7151        5.01852                 NaN            NaN            NaN
  1442.31        500.000        47.1474       0.984177                 NaN  0.886517                 NaN   28.2483                 NaN   17.7151        5.01852                 NaN            NaN            NaN
  1439.10        500.000        47.1474       0.984177                 NaN  0.886517                 NaN   28.2483                 NaN   17.7151        5.01852                 NaN            NaN            NaN
  1435.90        500.000        35.3073       0.984202                 NaN   1.00074                 NaN   27.5441                 NaN   22.2413        12.9224                 NaN            NaN            NaN
  1432.69        500.000        35.3073       0.984202                 NaN   1.00074                 NaN   27.5441                 NaN   22.2413        12.9224                 NaN            NaN            NaN
  1429.49        500.000        35.3073       0.984202                 NaN   1.00074                 NaN   27.5441                 NaN   22.2413        12.9224                 NaN            NaN            NaN
  1426.28        500.000        35.3073       0.984202                 NaN   1.00074                 NaN   27.5441                 NaN   22.2413        12.9224                 NaN            NaN            NaN
  1423.08        500.000        30.5756       0.984210                 NaN   1.06996                 NaN   27.1952                 NaN   16.0375        24.1375                 NaN            NaN            NaN
  1419.87        500.000        29.4499       0.984212                 NaN   1.08846                 NaN   27.1107                 NaN   24.5950        16.7541       0.177239E-001            NaN            NaN
  1416.67        500.000        26.8582       0.984218                 NaN   1.08716                 NaN   27.2515                 NaN   25.4967        17.5582       0.763931                 NaN            NaN
  1413.46        500.000        26.8582       0.984218                 NaN   1.08716                 NaN   27.2515                 NaN   25.4967        17.5582       0.763931                 NaN            NaN
  1410.26        500.000        22.5711       0.984228                 NaN   1.08519                 NaN   27.4757                 NaN   27.0275        18.8290        2.02725                 NaN            NaN
  1407.05        500.000        22.5711       0.984228                 NaN   1.08519                 NaN   27.4757                 NaN   27.0275        18.8290        2.02725                 NaN            NaN
  1403.85        500.000        22.5711       0.984228                 NaN   1.08519                 NaN   27.4757                 NaN   27.0275        18.8290        2.02725                 NaN            NaN
  1400.64        500.000        22.5711       0.984228                 NaN   1.08519                 NaN   27.4757                 NaN   27.0275        18.8290        2.02725                 NaN            NaN
  1397.44        500.000        22.5711       0.984228                 NaN   1.08519                 NaN   27.4757                 NaN   27.0275        18.8290        2.02725                 NaN            NaN
  1394.23        500.000        22.5711       0.984228                 NaN   1.08519                 NaN   27.4757                 NaN   27.0275        18.8290        2.02725                 NaN            NaN
  1391.03        500.000        22.5711       0.984228                 NaN   1.08519                 NaN   27.4757                 NaN   27.0275        18.8290        2.02725                 NaN            NaN
  1387.82        500.000        22.5711       0.984228                 NaN   1.08519                 NaN   27.4757                 NaN   27.0275        18.8290        2.02725                 NaN            NaN
  1384.62        500.000        12.3983       0.984252                 NaN   1.08523                 NaN   27.9407                 NaN   30.9634        21.3388        5.28932                 NaN            NaN
  1381.41        500.000        12.3983       0.984252                 NaN   1.08523                 NaN   27.9407                 NaN   30.9634        21.3388        5.28932                 NaN            NaN
  1378.21        500.000        12.3983       0.984252                 NaN   1.08523                 NaN   27.9407                 NaN   30.9634        21.3388        5.28932                 NaN            NaN
  1375.00        500.000        12.3983       0.984252                 NaN   1.08523                 NaN   27.9407                 NaN   30.9634        21.3388        5.28932                 NaN            NaN
  1371.79        500.000        12.3983       0.984252                 NaN   1.08523                 NaN   27.9407                 NaN   30.9634        21.3388        5.28932                 NaN            NaN
  1368.59        500.000        12.3983       0.984252                 NaN   1.08523                 NaN   27.9407                 NaN   30.9634        21.3388        5.28932                 NaN            NaN
  1365.38        500.000        12.3983       0.984252                 NaN   1.08523                 NaN   27.9407                 NaN   30.9634        21.3388        5.28932                 NaN            NaN
  1362.18        500.000        12.3983       0.984252                 NaN   1.08523                 NaN   27.9407                 NaN   30.9634        21.3388        5.28932                 NaN            NaN
  1358.97        500.000        7.27975       0.984262                 NaN   1.08741                 NaN   28.0692                 NaN   33.3587        21.9333        7.28738                 NaN            NaN
  1355.77        500.000        7.27975       0.984262                 NaN   1.08741                 NaN   28.0692                 NaN   33.3587        21.9333        7.28738                 NaN            NaN
  1352.56        500.000        7.27975       0.984262                 NaN   1.08741                 NaN   28.0692                 NaN   33.3587        21.9333        7.28738                 NaN            NaN
  1349.36        500.000        7.27975       0.984262                 NaN   1.08741                 NaN   28.0692                 NaN   33.3587        21.9333        7.28738                 NaN            NaN
  1346.15        500.000        7.27975       0.984262                 NaN   1.08741                 NaN   28.0692                 NaN   33.3587        21.9333        7.28738                 NaN            NaN
  1342.95        500.000        7.27975       0.984262                 NaN   1.08741                 NaN   28.0692                 NaN   33.3587        21.9333        7.28738                 NaN            NaN
  1339.74        500.000        7.27975       0.984262                 NaN   1.08741                 NaN   28.0692                 NaN   33.3587        21.9333        7.28738                 NaN            NaN
