|6.6.6
Archiving\03_Data\eqLP/QFM_m4.5/TIS/TIS_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         iron           O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1336.54        500.000        9.10351       0.890508                 NaN  0.818937                 NaN   25.6464                 NaN   32.7722        21.8976        8.87079                 NaN            NaN
  1333.33        500.000        5.26317       0.893881                 NaN  0.821570                 NaN   25.6970                 NaN   34.6936        21.8991        10.7317                 NaN            NaN
  1330.13        500.000        5.26304       0.893885                 NaN  0.821589                 NaN   25.6969                 NaN   34.6934        21.8989        10.7323                 NaN            NaN
  1326.92        500.000        5.26292       0.893890                 NaN  0.821608                 NaN   25.6967                 NaN   34.6932        21.8988        10.7329                 NaN            NaN
  1323.72        500.000        5.26279       0.893894                 NaN  0.821627                 NaN   25.6966                 NaN   34.6930        21.8986        10.7334                 NaN            NaN
  1320.51        500.000        5.26266       0.893898                 NaN  0.821645                 NaN   25.6965                 NaN   34.6929        21.8984        10.7340                 NaN            NaN
  1317.31        500.000        5.26253       0.893903                 NaN  0.821664                 NaN   25.6964                 NaN   34.6927        21.8983        10.7346                 NaN            NaN
  1314.10        500.000        5.26240       0.893907                 NaN  0.821683                 NaN   25.6962                 NaN   34.6925        21.8981        10.7352                 NaN            NaN
  1310.90        500.000        5.26227       0.893911                 NaN  0.821701                 NaN   25.6961                 NaN   34.6924        21.8979        10.7358                 NaN            NaN
  1307.69        500.000        2.44495       0.896568                 NaN  0.820041                 NaN   25.6550                 NaN   21.6068        36.3310        12.2457                 NaN            NaN
  1304.49        500.000        2.13992       0.896870                 NaN  0.818494                 NaN   25.6456                 NaN   36.5298        21.5518        12.4175                 NaN            NaN
  1301.28        500.000       0.449159       0.898128                 NaN  0.817715                 NaN   25.6355                 NaN   21.6216        37.0046        12.7410       0.832305                 NaN
  1298.08        500.000                 NaN  0.898395                 NaN  0.819391                 NaN   25.6446                 NaN   37.0597        21.6602        12.8163        1.10146                 NaN
  1294.87        500.000                 NaN  0.898353                 NaN  0.821152                 NaN   25.6533                 NaN   21.6587        37.0253        12.8395        1.10378                 NaN
  1291.67        500.000                 NaN  0.898355                 NaN  0.821169                 NaN   25.6531                 NaN   21.6584        37.0250        12.8401        1.10379                 NaN
  1288.46        500.000                 NaN  0.898357                 NaN  0.821185                 NaN   25.6529                 NaN   21.6582        37.0248        12.8408        1.10380                 NaN
  1285.26        500.000                 NaN  0.898358                 NaN  0.821201                 NaN   25.6527                 NaN   21.6580        37.0245        12.8414        1.10381                 NaN
  1282.05        500.000                 NaN  0.898188                 NaN  0.828106                 NaN   25.6878                 NaN   36.8925        21.6500        12.9317        1.11170                 NaN
  1278.85        500.000                 NaN  0.898189                 NaN  0.828123                 NaN   25.6876                 NaN   36.8922        21.6498        12.9324        1.11171                 NaN
  1275.64        500.000                 NaN  0.898191                 NaN  0.828139                 NaN   25.6874                 NaN   36.8919        21.6496        12.9330        1.11172                 NaN
  1272.44        500.000                 NaN  0.898193                 NaN  0.828155                 NaN   25.6872                 NaN   36.8917        21.6494        12.9337        1.11174                 NaN
  1269.23        500.000                 NaN  0.898194                 NaN  0.828171                 NaN   25.6870                 NaN   36.8914        21.6491        12.9344        1.11175                 NaN
  1266.03        500.000                 NaN  0.898196                 NaN  0.828188                 NaN   25.6868                 NaN   36.8912        21.6489        12.9350        1.11176                 NaN
  1262.82        500.000                 NaN  0.898197                 NaN  0.828204                 NaN   25.6865                 NaN   36.8909        21.6487        12.9357        1.11177                 NaN
  1259.62        500.000                 NaN  0.898199                 NaN  0.828220                 NaN   25.6863                 NaN   36.8906        21.6485        12.9363        1.11178                 NaN
  1256.41        500.000                 NaN  0.897878                 NaN  0.841464                 NaN   25.7517                 NaN   36.6653        21.6132        13.1034        1.12705                 NaN
  1253.21        500.000                 NaN  0.897879                 NaN  0.841480                 NaN   25.7515                 NaN   36.6651        21.6130        13.1040        1.12706                 NaN
  1250.00        500.000                 NaN  0.897880                 NaN  0.841496                 NaN   25.7513                 NaN   36.6648        21.6128        13.1047        1.12708                 NaN
  1246.79        500.000                 NaN  0.897881                 NaN  0.841512                 NaN   25.7511                 NaN   36.6645        21.6126        13.1054        1.12709                 NaN
  1243.59        500.000                 NaN  0.897883                 NaN  0.841529                 NaN   25.7508                 NaN   36.6643        21.6123        13.1060        1.12710                 NaN
  1240.38        500.000                 NaN  0.897884                 NaN  0.841545                 NaN   25.7506                 NaN   36.6640        21.6121        13.1067        1.12711                 NaN
  1237.18        500.000                 NaN  0.897885                 NaN  0.841561                 NaN   25.7504                 NaN   36.6638        21.6119        13.1074        1.12712                 NaN
  1233.97        500.000                 NaN  0.897886                 NaN  0.841577                 NaN   25.7502                 NaN   36.6635        21.6116        13.1080        1.12713                 NaN
  1230.77        500.000                 NaN  0.897592                 NaN  0.854505                 NaN   25.8082                 NaN   36.4915        21.5475        13.2623        1.13844                 NaN
  1227.56        500.000                 NaN  0.897593                 NaN  0.854521                 NaN   25.8080                 NaN   36.4912        21.5472        13.2630        1.13845                 NaN
  1224.36        500.000                 NaN  0.897524                 NaN  0.857668                 NaN   25.8213                 NaN   36.4506        21.5321        13.2995        1.14130                 NaN
  1221.15        500.000                 NaN  0.897492                 NaN  0.858957                 NaN   25.8279       0.144221E-001   36.4160        21.5251        13.3176        1.14259                 NaN
  1217.95        500.000                 NaN  0.897484                 NaN  0.852005                 NaN   25.8388       0.342156        36.0382        21.5620        13.3158        1.15359                 NaN
  1214.74        500.000                 NaN  0.897485                 NaN  0.852021                 NaN   25.8386       0.342152        36.0380        21.5617        13.3165        1.15360                 NaN
  1211.54        500.000                 NaN  0.897486                 NaN  0.852037                 NaN   25.8384       0.342149        36.0377        21.5615        13.3171        1.15361                 NaN
  1208.33        500.000                 NaN  0.897486                 NaN  0.852053                 NaN   25.8381       0.342146        36.0375        21.5613        13.3178        1.15362                 NaN
  1205.13        500.000                 NaN  0.897453                 NaN  0.826925                 NaN   25.8782        1.56880        34.6373        21.6868        13.3125        1.19206                 NaN
  1201.92        500.000                 NaN  0.897454                 NaN  0.826941                 NaN   25.8780        1.56878        34.6370        21.6866        13.3132        1.19207                 NaN
  1198.72        500.000                 NaN  0.897455                 NaN  0.826956                 NaN   25.8777        1.56877        34.6368        21.6863        13.3139        1.19208                 NaN
  1195.51        500.000                 NaN  0.897455                 NaN  0.826971                 NaN   25.8775        1.56875        34.6366        21.6861        13.3145        1.19210                 NaN
  1192.31        500.000                 NaN  0.897456                 NaN  0.826986                 NaN   25.8773        1.56874        34.6363        21.6859        13.3152        1.19211                 NaN
  1189.10        500.000                 NaN  0.897457                 NaN  0.827002                 NaN   25.8771        1.56872        34.6361        21.6856        13.3159        1.19212                 NaN
  1185.90        500.000                 NaN  0.897458                 NaN  0.827017                 NaN   25.8769        1.56871        34.6359        21.6854        13.3166        1.19213                 NaN
  1182.69        500.000                 NaN  0.897458                 NaN  0.827032                 NaN   25.8767        1.56869        34.6356        21.6852        13.3172        1.19214                 NaN
  1179.49        500.000                 NaN  0.897405                 NaN  0.785270                 NaN   25.9464        3.81442        32.1276        21.8595        13.3138        1.25556                 NaN
  1176.28        500.000                 NaN  0.897406                 NaN  0.785284                 NaN   25.9461        3.81438        32.1274        21.8593        13.3145        1.25557                 NaN
  1173.08        500.000                 NaN  0.897406                 NaN  0.785299                 NaN   25.9459        3.81435        32.1272        21.8591        13.3151        1.25558                 NaN
  1169.87        500.000                 NaN  0.897407                 NaN  0.785313                 NaN   25.9457        3.81431        32.1270        21.8588        13.3158        1.25559                 NaN
  1166.67        500.000                 NaN  0.897407                 NaN  0.785327                 NaN   25.9455        3.81428        32.1268        21.8586        13.3165        1.25561                 NaN
  1163.46        500.000                 NaN  0.897408                 NaN  0.785341                 NaN   25.9453        3.81424        32.1266        21.8583        13.3172        1.25562                 NaN
  1160.26        500.000                 NaN  0.897408                 NaN  0.785355                 NaN   25.9450        3.81421        32.1264        21.8581        13.3178        1.25563                 NaN
  1157.05        500.000                 NaN  0.897408                 NaN  0.785369                 NaN   25.9448        3.81417        32.1262        21.8579        13.3185        1.25564                 NaN
  1153.85        500.000                 NaN  0.897372                 NaN  0.753216                 NaN   26.0026        5.82845        21.9552        29.9355        13.3251        1.30254                 NaN
  1150.64        500.000                 NaN  0.897372                 NaN  0.753229                 NaN   26.0024        5.82840        21.9550        29.9353        13.3258        1.30256                 NaN
  1147.44        500.000                 NaN  0.897372                 NaN  0.753243                 NaN   26.0022        5.82834        21.9547        29.9351        13.3264        1.30257                 NaN
  1144.23        500.000                 NaN  0.897373                 NaN  0.753256                 NaN   26.0019        5.82829        21.9545        29.9350        13.3271        1.30258                 NaN
  1141.03        500.000                 NaN  0.897373                 NaN  0.753269                 NaN   26.0017        5.82824        21.9542        29.9348        13.3278        1.30260                 NaN
  1137.82        500.000                 NaN  0.897373                 NaN  0.753283                 NaN   26.0015        5.82819        21.9540        29.9346        13.3285        1.30261                 NaN
  1134.62        500.000                 NaN  0.897373                 NaN  0.753296                 NaN   26.0013        5.82814        21.9538        29.9344        13.3291        1.30262                 NaN
  1131.41        500.000                 NaN  0.897374                 NaN  0.753309                 NaN   26.0011        5.82808        21.9535        29.9342        13.3298        1.30263                 NaN
  1128.21        500.000                 NaN  0.897346                 NaN  0.728883                 NaN   26.0495        7.65173        27.9970        21.9933        13.3478        1.33458                 NaN
  1125.00        500.000                 NaN  0.897346                 NaN  0.728896                 NaN   26.0492        7.65166        27.9968        21.9930        13.3484        1.33459                 NaN
  1121.79        500.000                 NaN  0.897346                 NaN  0.728909                 NaN   26.0490        7.65159        27.9966        21.9928        13.3491        1.33461                 NaN
  1118.59        500.000                 NaN  0.897346                 NaN  0.728921                 NaN   26.0488        7.65152        27.9965        21.9926        13.3498        1.33462                 NaN
  1115.38        500.000                 NaN  0.897336                 NaN  0.719595                 NaN   26.0690        8.49863        21.9965        27.1111        13.3634        1.34447                 NaN
  1112.18        500.000                 NaN  0.897336                 NaN  0.719607                 NaN   26.0687        8.49856        21.9962        27.1110        13.3641        1.34448                 NaN
  1108.97        500.000                 NaN  0.897334                 NaN  0.715687                 NaN   26.0778        8.91059        21.9939        26.6848        13.3716        1.34817                 NaN
  1105.77        500.000                 NaN  0.897324                 NaN  0.709188                 NaN   26.0904        9.31820        21.9845        26.2678        13.3812                 NaN   1.35141     
  1102.56        500.000                 NaN  0.897329                 NaN  0.712031                 NaN   26.0864        9.31696        26.2646        21.9914        13.3800                 NaN   1.35132     
  1099.36        500.000                 NaN  0.897329                 NaN  0.712043                 NaN   26.0861        9.31688        26.2644        21.9912        13.3807                 NaN   1.35132     
  1096.15        500.000                 NaN  0.897329                 NaN  0.712056                 NaN   26.0859        9.31680        26.2643        21.9910        13.3813                 NaN   1.35131     
  1092.95        500.000                 NaN  0.897329                 NaN  0.712068                 NaN   26.0857        9.31672        26.2641        21.9907        13.3820                 NaN   1.35130     
  1089.74        500.000                 NaN  0.897329                 NaN  0.712080                 NaN   26.0855        9.31664        26.2640        21.9905        13.3827                 NaN   1.35128     
  1086.54        500.000                 NaN  0.897329                 NaN  0.712093                 NaN   26.0852        9.31656        26.2639        21.9902        13.3834                 NaN   1.35127     
  1083.33        500.000                 NaN  0.897329                 NaN  0.712105                 NaN   26.0850        9.31649        26.2637        21.9900        13.3840                 NaN   1.35125     
  1080.13        500.000                 NaN  0.897329                 NaN  0.712117                 NaN   26.0848        9.31641        26.2636        21.9898        13.3847                 NaN   1.35124     
  1076.92        500.000                 NaN  0.897315                 NaN  0.701615                 NaN   26.1177        10.8654        24.6735        21.9626        13.4127                 NaN   1.36925     
  1073.72        500.000                 NaN  0.897315                 NaN  0.701628                 NaN   26.1175        10.8653        24.6734        21.9623        13.4133                 NaN   1.36922     
  1070.51        500.000                 NaN  0.897315                 NaN  0.701640                 NaN   26.1173        10.8652        24.6732        21.9621        13.4140                 NaN   1.36920     
  1067.31        500.000                 NaN  0.897315                 NaN  0.701652                 NaN   26.1171        10.8651        24.6731        21.9619        13.4147                 NaN   1.36918     
  1064.10        500.000                 NaN  0.897315                 NaN  0.701664                 NaN   26.1169        10.8650        24.6730        21.9616        13.4154                 NaN   1.36915     
  1060.90        500.000                 NaN  0.897314                 NaN  0.701676                 NaN   26.1166        10.8649        24.6729        21.9614        13.4160                 NaN   1.36912     
  1057.69        500.000                 NaN  0.897314                 NaN  0.701688                 NaN   26.1164        10.8648        24.6728        21.9611        13.4167                 NaN   1.36909     
  1054.49        500.000                 NaN  0.897314                 NaN  0.701700                 NaN   26.1162        10.8648        24.6727        21.9609        13.4174                 NaN   1.36906     
  1051.28        500.000                 NaN  0.897303                 NaN  0.697230                 NaN   26.1425        12.3089        23.2121        21.9104        13.4506                 NaN   1.38097     
  1048.08        500.000                 NaN  0.897303                 NaN  0.697242                 NaN   26.1422        12.3088        23.2121        21.9102        13.4513                 NaN   1.38094     
  1044.87        500.000                 NaN  0.897302                 NaN  0.697254                 NaN   26.1420        12.3087        23.2120        21.9100        13.4519                 NaN   1.38091     
  1041.67        500.000                 NaN  0.897302                 NaN  0.697265                 NaN   26.1418        12.3086        23.2119        21.9097        13.4526                 NaN   1.38088     
  1038.46        500.000                 NaN  0.897302                 NaN  0.697277                 NaN   26.1416        12.3085        23.2118        21.9095        13.4533                 NaN   1.38084     
  1035.26        500.000                 NaN  0.897302                 NaN  0.697289                 NaN   26.1413        12.3084        23.2117        21.9092        13.4540                 NaN   1.38081     
  1032.05        500.000                 NaN  0.897302                 NaN  0.697301                 NaN   26.1411        12.3083        23.2116        21.9090        13.4546                 NaN   1.38078     
  1028.85        500.000                 NaN  0.897301                 NaN  0.697313                 NaN   26.1409        12.3082        23.2115        21.9088        13.4553                 NaN   1.38074     
  1025.64        500.000                 NaN  0.897293                 NaN  0.698289                 NaN   26.1629        13.6734        21.8397        21.8462        13.4915                 NaN   1.39058     
  1022.44        500.000                 NaN  0.897292                 NaN  0.698301                 NaN   26.1627        13.6733        21.8395        21.8462        13.4922                 NaN   1.39054     
  1019.23        500.000                 NaN  0.897292                 NaN  0.698313                 NaN   26.1625        13.6732        21.8392        21.8461        13.4929                 NaN   1.39051     
  1016.03        500.000                 NaN  0.897291                 NaN  0.698324                 NaN   26.1623        13.6731        21.8390        21.8460        13.4936                 NaN   1.39048     
  1012.82        500.000                 NaN  0.897291                 NaN  0.698336                 NaN   26.1620        13.6730        21.8387        21.8459        13.4942                 NaN   1.39044     
  1009.62        500.000                 NaN  0.897290                 NaN  0.698348                 NaN   26.1618        13.6729        21.8385        21.8458        13.4949                 NaN   1.39041     
  1006.41        500.000                 NaN  0.897290                 NaN  0.698359                 NaN   26.1616        13.6728        21.8383        21.8458        13.4956                 NaN   1.39038     
  1003.21        500.000                 NaN  0.897289                 NaN  0.698371                 NaN   26.1613        13.6727        21.8380        21.8457        13.4963                 NaN   1.39034     
  1000.00        500.000                 NaN  0.897281                 NaN  0.704854                 NaN   26.1777        14.9578        21.7540        20.5753        13.5370                 NaN   1.39614     
