|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.75/LAR/LAR_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1332.36        500.000        99.3861       0.236493       0.974935E-001            NaN  0.100108       0.179795                 NaN            NaN            NaN
  1331.36        500.000        99.3905       0.235478       0.961220E-001            NaN  0.994677E-001  0.178388                 NaN            NaN            NaN
  1330.35        500.000        99.3950       0.234448       0.945624E-001            NaN  0.990356E-001  0.176957                 NaN            NaN            NaN
  1329.35        500.000        99.4007       0.906233E-001  0.233417                 NaN  0.997330E-001  0.175481                 NaN            NaN            NaN
  1328.34        500.000        99.4049       0.230674       0.943305E-001            NaN  0.965389E-001  0.173588                 NaN            NaN            NaN
  1327.34        500.000        99.4091       0.914910E-001  0.229866                 NaN  0.970254E-001  0.172496                 NaN            NaN            NaN
  1326.34        500.000        99.4138       0.227026       0.929041E-001            NaN  0.954235E-001  0.170891                 NaN            NaN            NaN
  1325.33        500.000        99.4178       0.226605       0.909093E-001            NaN  0.950759E-001  0.169601                 NaN            NaN            NaN
  1324.33        500.000        99.4224       0.224637       0.900839E-001            NaN  0.946385E-001  0.168235                 NaN            NaN            NaN
  1323.32        500.000        99.4271       0.890664E-001  0.223520                 NaN  0.936495E-001  0.166645                 NaN            NaN            NaN
  1322.32        500.000        99.4308       0.891348E-001  0.221982                 NaN  0.926460E-001  0.165413                 NaN            NaN            NaN
  1321.32        500.000        99.4349       0.889111E-001  0.220531                 NaN  0.916123E-001  0.164037                 NaN            NaN            NaN
  1320.31        500.000        99.4396       0.218762       0.879244E-001            NaN  0.911083E-001  0.162628                 NaN            NaN            NaN
  1319.31        500.000        99.4434       0.217729       0.873616E-001            NaN  0.902070E-001  0.161286                 NaN            NaN            NaN
  1318.30        500.000        99.4453       0.877933E-001  0.217091                 NaN  0.891372E-001  0.160673                 NaN            NaN            NaN
  1317.30        500.000        99.4517       0.214282       0.881176E-001            NaN  0.875437E-001  0.158365                 NaN            NaN            NaN
  1316.29        500.000        99.4557       0.212995       0.868633E-001            NaN  0.871927E-001  0.157251                 NaN            NaN            NaN
  1315.29        500.000        99.4749       0.249337                 NaN            NaN  0.120627       0.155094                 NaN            NaN            NaN
  1314.29        500.000        99.4456       0.173037       0.174467                 NaN  0.504974E-001  0.156426                 NaN            NaN            NaN
  1313.28        500.000        99.4680       0.208206       0.864250E-001            NaN  0.842483E-001  0.153075                 NaN            NaN            NaN
  1312.28        500.000        99.4700       0.842714E-001  0.209020                 NaN  0.840350E-001  0.152675                 NaN            NaN            NaN
  1311.27        500.000        99.4754       0.204773       0.871325E-001            NaN  0.820893E-001  0.150638                 NaN            NaN            NaN
  1310.27        500.000        99.4775       0.203256       0.886793E-001            NaN  0.805998E-001  0.149948                 NaN            NaN            NaN
  1309.27        500.000        99.4813       0.882369E-001  0.201894                 NaN  0.798087E-001  0.148723                 NaN            NaN            NaN
  1308.26        500.000        99.4845       0.886926E-001  0.200666                 NaN  0.785673E-001  0.147612                 NaN            NaN            NaN
  1307.26        500.000        99.4881       0.198962       0.892259E-001            NaN  0.773378E-001  0.146408                 NaN            NaN            NaN
  1306.25        500.000        99.4917       0.197289       0.896550E-001            NaN  0.761454E-001  0.145210                 NaN            NaN            NaN
  1305.25        500.000        99.4951       0.195805       0.900819E-001            NaN  0.750112E-001  0.144049                 NaN            NaN            NaN
  1304.25        500.000        99.4976       0.889648E-001  0.195198                 NaN  0.748744E-001  0.143367                 NaN            NaN            NaN
  1303.24        500.000        99.5023       0.190781       0.939122E-001            NaN  0.715394E-001  0.141488                 NaN            NaN            NaN
  1302.24        500.000        99.5027       0.954405E-001  0.189761                 NaN  0.706818E-001  0.141375                 NaN            NaN            NaN
  1301.23        500.000        99.5088       0.187474       0.946885E-001            NaN  0.696419E-001  0.139367                 NaN            NaN            NaN
  1300.23        500.000        99.5103       0.187797       0.945937E-001            NaN  0.685379E-001  0.138753                 NaN            NaN            NaN
  1299.22        500.000        99.5140       0.186096       0.951292E-001            NaN  0.672354E-001  0.137543                 NaN            NaN            NaN
  1298.22        500.000        99.5173       0.961409E-001  0.183895                 NaN  0.661772E-001  0.136503                 NaN            NaN            NaN
  1297.22        500.000        99.5201       0.181697       0.982985E-001            NaN  0.644043E-001  0.135452                 NaN            NaN            NaN
  1296.21        500.000        99.5328       0.402003E-002  0.219571                 NaN  0.107935       0.135625                 NaN            NaN            NaN
  1295.21        500.000        99.5160       0.138031       0.196290                 NaN  0.171537E-001  0.132509                 NaN            NaN            NaN
  1294.20        500.000        99.5288       0.176248       0.101899                 NaN  0.604959E-001  0.132533                 NaN            NaN            NaN
  1293.20        500.000        99.5317       0.174303       0.103464                 NaN  0.590049E-001  0.131558                 NaN            NaN            NaN
  1292.20        500.000        99.5345       0.172911       0.104206                 NaN  0.577984E-001  0.130572                 NaN            NaN            NaN
  1291.19        500.000        99.5370       0.170854       0.106221                 NaN  0.562065E-001  0.129692                 NaN            NaN            NaN
  1290.19        500.000        99.5401       0.168904       0.106432                 NaN  0.556889E-001  0.128846                 NaN            NaN            NaN
  1289.18        500.000        99.5427       0.165610       0.111349                 NaN  0.526725E-001  0.127717                 NaN            NaN            NaN
  1288.18        500.000        99.5449       0.109979       0.165958                 NaN  0.521927E-001  0.127000                 NaN            NaN            NaN
  1287.18        500.000        99.5476       0.161958       0.114493                 NaN  0.499467E-001  0.126030                 NaN            NaN            NaN
  1286.17        500.000        99.5499       0.115323       0.160581                 NaN  0.489204E-001  0.125292                 NaN            NaN            NaN
  1285.17        500.000        99.5523       0.119091       0.157304                 NaN  0.468928E-001  0.124389                 NaN            NaN            NaN
  1284.16        500.000        94.6157       0.578169        1.14567                 NaN            NaN  0.660207        3.00023                 NaN            NaN
  1283.16        500.000        93.1561        1.42410       0.711688                 NaN            NaN  0.819312        3.88884                 NaN            NaN
  1282.15        500.000        93.4991       0.670140        1.36748                 NaN            NaN  0.781954        3.68136                 NaN            NaN
  1281.15        500.000        93.8141        1.31538       0.631562                 NaN            NaN  0.747515        3.49141                 NaN            NaN
  1280.15        500.000        94.0989        1.27968       0.586212                 NaN            NaN  0.716515        3.31868                 NaN            NaN
  1279.14        500.000        94.3712        1.24391       0.542591                 NaN            NaN  0.686563        3.15576                 NaN            NaN
  1278.14        500.000        94.6125        1.22364       0.493424                 NaN            NaN  0.660160        3.01026                 NaN            NaN
  1277.13        500.000        94.8259       0.428029        1.22750                 NaN            NaN  0.636969        2.88160                 NaN            NaN
  1276.13        500.000        95.0635        1.24803       0.338449                 NaN            NaN  0.610345        2.73965                 NaN            NaN
  1275.13        500.000        95.2497       0.315408E-001   1.50034                 NaN            NaN  0.590468        2.62793                 NaN            NaN
  1274.12        500.000        95.4377        1.47602                 NaN            NaN            NaN  0.568092        2.51821                 NaN            NaN
  1273.12        500.000        95.6021        1.43009                 NaN            NaN            NaN  0.548888        2.41892                 NaN            NaN
  1272.11        500.000        95.7873        1.37278                 NaN            NaN            NaN  0.528005        2.31193                 NaN            NaN
  1271.11        500.000        95.9455        1.32488                 NaN            NaN            NaN  0.509808        2.21976                 NaN            NaN
  1270.11        500.000        96.0932        1.28052                 NaN            NaN            NaN  0.492819        2.13351                 NaN            NaN
  1269.10        500.000        96.2278        1.24048                 NaN            NaN            NaN  0.477283        2.05448                 NaN            NaN
  1268.10        500.000        96.3556        1.20217                 NaN            NaN            NaN  0.461930        1.98026                 NaN            NaN
  1267.09        500.000        96.4814        1.16377                 NaN            NaN            NaN  0.447774        1.90707                 NaN            NaN
  1266.09        500.000        95.9154        1.26304                 NaN            NaN            NaN  0.515808        2.21895       0.868307E-001            NaN
  1265.09        500.000        95.7174        1.28805                 NaN            NaN            NaN  0.537700        2.32779       0.129032                 NaN
  1264.08        500.000        95.8817        1.24087                 NaN            NaN            NaN  0.516152        2.23681       0.124498                 NaN
  1263.08        500.000        96.0508        1.18975                 NaN            NaN            NaN  0.493557        2.14545       0.120408                 NaN
  1262.07        500.000        96.1993        1.14763                 NaN            NaN            NaN  0.475671        2.06216       0.115249                 NaN
  1261.07        500.000        96.3385        1.10820                 NaN            NaN            NaN  0.459006        1.98398       0.110309                 NaN
  1260.06        500.000        96.4673        1.07149                 NaN            NaN            NaN  0.443321        1.91206       0.105883                 NaN
  1259.06        500.000        97.0509                 NaN            NaN            NaN            NaN  0.353285        2.41512       0.180695                 NaN
  1258.06        500.000        99.5912                 NaN            NaN            NaN  0.101819                 NaN  0.281626       0.253757E-001            NaN
  1257.05        500.000        93.4622        2.94355                 NaN            NaN            NaN  0.897584        2.61346       0.832414E-001            NaN
  1256.05        500.000        96.9273       0.934471                 NaN            NaN            NaN  0.385366        1.66130       0.915245E-001            NaN
  1255.04        500.000        97.0186       0.909247                 NaN            NaN            NaN  0.373950        1.60998       0.882708E-001            NaN
  1254.04        500.000        97.1131       0.881490                 NaN            NaN            NaN  0.363007        1.55776       0.846361E-001            NaN
  1253.04        500.000        97.1914       0.859190                 NaN            NaN            NaN  0.354056        1.51400       0.813349E-001            NaN
  1252.03        500.000        97.2829       0.830727                 NaN            NaN            NaN  0.340459        1.46636       0.795534E-001            NaN
  1251.03        500.000        97.3546       0.810236                 NaN            NaN            NaN  0.331985        1.42651       0.766666E-001            NaN
  1250.02        500.000        97.4253       0.790270                 NaN            NaN            NaN  0.323320        1.38711       0.739525E-001            NaN
  1249.02        500.000        97.4980       0.768799                 NaN            NaN            NaN  0.314921        1.34727       0.710410E-001            NaN
  1248.02        500.000        97.5614       0.749906                 NaN            NaN            NaN  0.306145        1.31333       0.691707E-001            NaN
  1247.01        500.000        97.6262       0.731222                 NaN            NaN            NaN  0.298253        1.27770       0.666417E-001            NaN
  1246.01        500.000        97.6884       0.712523                 NaN            NaN            NaN  0.290487        1.24414       0.644276E-001            NaN
  1245.00        500.000        97.7439       0.695951                 NaN            NaN            NaN  0.282951        1.21460       0.625510E-001            NaN
  1244.00        500.000        97.7949       0.682275                 NaN            NaN            NaN  0.277320        1.18538       0.601652E-001            NaN
  1242.99        500.000        97.8540       0.663891                 NaN            NaN            NaN  0.269625        1.15431       0.581715E-001            NaN
  1241.99        500.000        97.9038       0.648921                 NaN            NaN            NaN  0.262706        1.12788       0.566740E-001            NaN
  1240.99        500.000        97.9531       0.634021                 NaN            NaN            NaN  0.256236        1.10181       0.548757E-001            NaN
  1239.98        500.000        98.0017       0.619221                 NaN            NaN            NaN  0.249865        1.07593       0.532813E-001            NaN
  1238.98        500.000        98.0466       0.605896                 NaN            NaN            NaN  0.243797        1.05198       0.516864E-001            NaN
  1237.97        500.000        98.0877       0.594388                 NaN            NaN            NaN  0.238802        1.02924       0.498546E-001            NaN
  1236.97        500.000        98.1332       0.580084                 NaN            NaN            NaN  0.232616        1.00563       0.484784E-001            NaN
  1235.97        500.000        98.1770       0.564536                 NaN            NaN            NaN  0.226746       0.984412       0.472914E-001            NaN
  1234.96        500.000        98.2150       0.555632                 NaN            NaN            NaN  0.221626       0.962114       0.455999E-001            NaN
  1233.96        500.000        98.2525       0.543750                 NaN            NaN            NaN  0.216227       0.943064       0.444495E-001            NaN
  1232.95        500.000        98.2883       0.533078                 NaN            NaN            NaN  0.211651       0.923910       0.430371E-001            NaN
  1231.95        500.000        98.3254       0.521463                 NaN            NaN            NaN  0.206123       0.904896       0.420834E-001            NaN
  1230.95        500.000        98.3576       0.513100                 NaN            NaN            NaN  0.202949       0.886251       0.401486E-001            NaN
  1229.94        500.000        98.3931       0.501313                 NaN            NaN            NaN  0.197894       0.868540       0.391905E-001            NaN
  1228.94        500.000        98.4251       0.492277                 NaN            NaN            NaN  0.193883       0.850962       0.378266E-001            NaN
  1227.93        500.000        98.4587       0.481144                 NaN            NaN            NaN  0.188780       0.834383       0.369500E-001            NaN
  1226.93        500.000        98.4879       0.472814                 NaN            NaN            NaN  0.185552       0.818178       0.355575E-001            NaN
  1225.92        500.000        98.5191       0.463184                 NaN            NaN            NaN  0.181676       0.801716       0.343226E-001            NaN
  1224.92        500.000        98.5439       0.456223                 NaN            NaN            NaN  0.177357       0.788853       0.337001E-001            NaN
  1223.92        500.000        98.5766       0.445308                 NaN            NaN            NaN  0.173064       0.772296       0.326884E-001            NaN
  1222.91        500.000        98.6042       0.436191                 NaN            NaN            NaN  0.169335       0.758610       0.316920E-001            NaN
  1221.91        500.000        98.6293       0.429651                 NaN            NaN            NaN  0.166550       0.743989       0.304700E-001            NaN
  1220.90        500.000        98.6568       0.420245                 NaN            NaN            NaN  0.161616       0.731267       0.300994E-001            NaN
  1219.90        500.000        98.6798       0.413710                 NaN            NaN            NaN  0.158812       0.718662       0.290179E-001            NaN
  1218.90        500.000        98.7047       0.405997                 NaN            NaN            NaN  0.155917       0.705390       0.280190E-001            NaN
  1217.89        500.000        98.7289       0.398763                 NaN            NaN            NaN  0.152904       0.692399       0.270261E-001            NaN
  1216.89        500.000        98.7544       0.390085                 NaN            NaN            NaN  0.149436       0.679875       0.261868E-001            NaN
  1215.88        500.000        98.7782       0.382279                 NaN            NaN            NaN  0.145152       0.668446       0.259683E-001            NaN
  1214.88        500.000        98.7988       0.376375                 NaN            NaN            NaN  0.142688       0.657213       0.249506E-001            NaN
  1213.88        500.000        98.8193       0.370582                 NaN            NaN            NaN  0.140586       0.645630       0.239362E-001            NaN
  1212.87        500.000        98.6301       0.217661                 NaN            NaN  0.284638E-001  0.192709       0.880338       0.506843E-001            NaN
  1211.87        500.000        99.1190       0.102195                 NaN            NaN            NaN            NaN  0.733880       0.449618E-001            NaN
  1210.86        500.000        97.2118       0.994658                 NaN            NaN            NaN  0.417099        1.29822       0.782526E-001            NaN
  1209.86        500.000        99.6790       0.199539                 NaN            NaN            NaN  0.468355E-001  0.274215E-002  0.718485E-001            NaN
  1208.85        500.000        99.0619                 NaN            NaN            NaN  0.310653E-001  0.116722       0.790338                 NaN            NaN
  1207.85        500.000        97.2957       0.843766                 NaN            NaN            NaN  0.270627        1.58993                 NaN            NaN
  1206.85        500.000        99.6922       0.306908                 NaN            NaN            NaN  0.929156E-003            NaN            NaN            NaN
  1205.84        500.000        99.6367       0.253729                 NaN            NaN            NaN  0.109528                 NaN            NaN            NaN
  1204.84        500.000        99.6012       0.987142E-001            NaN            NaN            NaN  0.289389E-001  0.257679       0.135064E-001            NaN
  1203.83        500.000        99.0664       0.859914E-001  0.232070                 NaN            NaN  0.101792       0.513766                 NaN            NaN
  1202.83        500.000        98.9261       0.374720                 NaN            NaN            NaN  0.138184       0.560951                 NaN            NaN
  1201.83        500.000        99.0738       0.264390                 NaN            NaN            NaN  0.712424E-001  0.590536                 NaN            NaN
  1200.82        500.000        99.0481       0.157014       0.188133                 NaN            NaN  0.121970       0.484831                 NaN            NaN
  1199.82        500.000        98.7999       0.301253                 NaN            NaN            NaN  0.152083       0.730622       0.161236E-001            NaN
  1198.81        500.000        98.6918                 NaN            NaN            NaN  0.269495       0.159801       0.841140       0.377660E-001            NaN
  1197.81        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1196.81        500.000        97.7514       0.263125                 NaN            NaN  0.237163       0.205587       0.748063                 NaN  0.794626     
  1195.80        500.000        84.3641        1.52377       0.557912                 NaN            NaN   1.16599        6.18591       0.143276        6.05900     
  1194.80        500.000        99.7821       0.147647E-001            NaN            NaN            NaN  0.167610E-001  0.963382E-001  0.317059E-002  0.869023E-001
  1193.79        500.000        96.2324       0.511230                 NaN            NaN            NaN  0.299462        1.48755       0.243087E-001   1.44507     
  1192.79        500.000        91.3666        1.05236                 NaN            NaN            NaN  0.683333        3.44569       0.477712E-001   3.40427     
  1191.79        500.000        83.2252        2.09978                 NaN            NaN            NaN   1.25484        6.73500       0.111021        6.57420     
  1190.78        500.000        65.1284        4.06051                 NaN            NaN            NaN   2.56343        14.2358       0.214560        13.7973     
  1189.78        500.000                 NaN   6.71716        4.60626                 NaN            NaN   7.24217        41.0687       0.601020        39.7646     
  1188.77        500.000                 NaN   6.65555        4.66878                 NaN            NaN   7.24320        41.0671       0.600618        39.7648     
  1187.77        500.000                 NaN   7.34674        3.97780                 NaN            NaN   7.24395        41.0662       0.600506        39.7648     
  1186.76        500.000                 NaN   7.18776        4.13766                 NaN            NaN   7.24489        41.0647       0.600104        39.7649     
  1185.76        500.000                 NaN   7.01141        4.31549                 NaN            NaN   7.24624        41.0621       0.599517        39.7652     
  1184.76        500.000                 NaN   6.85912        4.46848                 NaN            NaN   7.24732        41.0607       0.599149        39.7652     
  1183.75        500.000                 NaN   6.69719        4.63172                 NaN            NaN   7.24874        41.0583       0.598607        39.7655     
  1182.75        500.000                 NaN   3.39581        7.94379                 NaN            NaN   7.25547        41.0420       0.595623        39.7673     
  1181.74        500.000                 NaN   6.31889        5.01111                 NaN            NaN   7.25049        41.0559       0.597977        39.7656     
  1180.74        500.000                 NaN   11.3576                 NaN            NaN            NaN   7.26689        41.0167       0.588621        39.7702     
  1179.74        500.000                 NaN   11.3591                 NaN            NaN            NaN   7.26852        41.0140       0.587988        39.7704     
  1178.73        500.000                 NaN   11.3598                 NaN            NaN            NaN   7.26443        41.0203       0.587475        39.7680     
  1177.73        500.000                 NaN   11.3523                 NaN            NaN            NaN   7.26687        41.0213       0.590381        39.7692     
  1176.72        500.000                 NaN   11.3643                 NaN            NaN            NaN   7.27397        41.0048       0.585815        39.7711     
  1175.72        500.000                 NaN   11.3577                 NaN            NaN            NaN   7.27100        41.0130       0.588185        39.7701     
  1174.72        500.000                 NaN   11.3560                 NaN            NaN            NaN   7.27045        41.0146       0.589256        39.7697     
  1173.71        500.000                 NaN   11.3524                 NaN            NaN            NaN   7.26941        41.0186       0.590506        39.7691     
  1172.71        500.000                 NaN   11.3708                 NaN            NaN            NaN   7.28032        40.9929       0.583915        39.7721     
  1171.70        500.000                 NaN   11.3667                 NaN            NaN            NaN   7.27921        40.9981       0.584524        39.7714     
  1170.70        500.000                 NaN   5.13895        6.22779                 NaN            NaN   7.27570        40.9964       0.587435        39.7738     
  1169.69        500.000                 NaN   11.3690                 NaN            NaN            NaN   7.28087        40.9939       0.584446        39.7717     
  1168.69        500.000                 NaN   11.3599                 NaN            NaN            NaN   7.27737        41.0051       0.587323        39.7702     
  1167.69        500.000                 NaN   11.3685                 NaN            NaN            NaN   7.28411        40.9922       0.583781        39.7715     
  1166.68        500.000                 NaN   11.3774                 NaN            NaN            NaN   7.28858        40.9808       0.580157        39.7731     
  1165.68        500.000                 NaN   11.3796                 NaN            NaN            NaN   7.29072        40.9771       0.579155        39.7734     
  1164.67        500.000                 NaN   11.3661                 NaN            NaN            NaN   7.28410        40.9924       0.584500        39.7729     
  1163.67        500.000                 NaN   11.3704                 NaN            NaN            NaN   7.28656        40.9885       0.582607        39.7720     
  1162.67        500.000                 NaN   11.3846                 NaN            NaN            NaN   7.29573        40.9684       0.577137        39.7742     
  1161.66        500.000                 NaN   11.3860       0.149004E-005            NaN            NaN   7.29705        40.9659       0.576639        39.7745     
  1160.66        500.000                 NaN   11.3878                 NaN            NaN            NaN   7.29900        40.9628       0.575787        39.7747     
  1159.65        500.000                 NaN   11.3892                 NaN            NaN            NaN   7.30053        40.9602       0.575157        39.7749     
  1158.65        500.000                 NaN   11.3761                 NaN            NaN            NaN   7.29443        40.9768       0.580001        39.7727     
  1157.65        500.000                 NaN   11.3851                 NaN            NaN            NaN   7.30323        40.9626       0.574442        39.7746     
  1156.64        500.000                 NaN   11.3752                 NaN            NaN            NaN   7.30154        40.9712       0.579696        39.7724     
  1155.64        500.000                 NaN   11.3553       0.322764E-001            NaN            NaN   7.30589        40.9582       0.573382        39.7749     
  1154.63        500.000                 NaN   11.3834                 NaN            NaN            NaN   7.30688        40.9601       0.576092        39.7734     
  1153.63        500.000                 NaN   11.3910                 NaN            NaN            NaN   7.29932        40.9593       0.575056        39.7754     
  1152.62        500.000                 NaN   11.3919                 NaN            NaN            NaN   7.30053        40.9563       0.575010        39.7762     
  1151.62        500.000                 NaN   11.3934                 NaN            NaN            NaN   7.30815        40.9497       0.573249        39.7755     
