|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/KHA22/KHA22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           Ni             iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1922.31        500.000        99.4874       0.212015       0.137566E-001  0.286815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.4777       0.212046       0.137581E-001  0.296474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.4680       0.212077       0.137597E-001  0.306115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.4584       0.212108       0.137613E-001  0.315719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.4488       0.212139       0.137629E-001  0.325336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.4392       0.212170       0.137645E-001  0.334898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.0262       0.212243       0.136271E-001  0.338559       0.409397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.5929                 NaN            NaN  0.354032E-002  0.403583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        98.8571                 NaN            NaN            NaN   1.14289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.9953                 NaN            NaN  0.201901E-002  0.263903E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.5015                 NaN            NaN  0.681760E-003  0.497847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.6984                 NaN            NaN  0.555663E-002  0.296008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.1672                 NaN            NaN  0.199927E-002  0.830826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.3439                 NaN            NaN  0.170792E-002  0.654377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.5640                 NaN            NaN            NaN  0.436047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4631                 NaN            NaN  0.115648E-001  0.525347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4619                 NaN            NaN            NaN  0.538127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4683                 NaN            NaN            NaN  0.531671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4689                 NaN            NaN            NaN  0.531086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4702                 NaN            NaN            NaN  0.529770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4746                 NaN            NaN            NaN  0.525424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4756                 NaN            NaN            NaN  0.524353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4802                 NaN            NaN            NaN  0.519799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4819                 NaN            NaN            NaN  0.518137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4841                 NaN            NaN            NaN  0.515874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4863                 NaN            NaN            NaN  0.513720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4887                 NaN            NaN            NaN  0.511338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.1209                 NaN            NaN  0.530946E-002  0.863177       0.106106E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.8551                 NaN            NaN            NaN  0.144892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4872                 NaN            NaN            NaN  0.505074       0.768937E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4984                 NaN            NaN            NaN  0.500996       0.586611E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.8971                 NaN            NaN  0.104505E-001  0.463652E-001  0.460892E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.0688                 NaN            NaN            NaN  0.931162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.5013                 NaN            NaN            NaN  0.498722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.6146                 NaN            NaN            NaN  0.385444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3881                 NaN            NaN            NaN  0.604802       0.713871E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4967                 NaN            NaN            NaN  0.492617       0.107250E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4976                 NaN            NaN            NaN  0.491706       0.106986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4965                 NaN            NaN            NaN  0.492780       0.107092E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.8155                 NaN            NaN            NaN  0.179226       0.531294E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.1864                 NaN            NaN            NaN  0.797760       0.158850E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4916                 NaN            NaN            NaN  0.497590       0.108575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.5127                 NaN            NaN            NaN  0.477129       0.101540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.5035                 NaN            NaN            NaN  0.486028       0.104968E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4995                 NaN            NaN            NaN  0.489932       0.105885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.5101                 NaN            NaN            NaN  0.479585       0.102698E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.5056                 NaN            NaN            NaN  0.484074       0.103717E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.5051                 NaN            NaN            NaN  0.484542       0.103597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.5048                 NaN            NaN            NaN  0.484865       0.103667E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.5088                 NaN            NaN            NaN  0.481033       0.102137E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.5076                 NaN            NaN            NaN  0.482160       0.102252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.5027                 NaN            NaN            NaN  0.486930       0.103658E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.5130                 NaN            NaN            NaN  0.477023       0.100208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4343                 NaN            NaN            NaN  0.553988       0.116871E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.6852                 NaN            NaN            NaN  0.308281       0.650615E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.8417                 NaN            NaN            NaN  0.154871       0.341746E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.0655                 NaN            NaN            NaN  0.915756       0.187264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.5057                 NaN            NaN            NaN  0.484237       0.100298E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.6093                 NaN            NaN            NaN  0.382790       0.791230E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4014                 NaN            NaN            NaN  0.586538       0.120696E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.5039                 NaN            NaN            NaN  0.486083       0.999820E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.5079                 NaN            NaN            NaN  0.482331       0.980431E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5041                 NaN            NaN            NaN  0.486012       0.986514E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.5034                 NaN            NaN            NaN  0.486799       0.982795E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        98.9190                 NaN            NaN            NaN   1.05960       0.213705E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.5915                 NaN            NaN            NaN  0.400509       0.794392E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4999                 NaN            NaN            NaN  0.490362       0.973395E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.1357                 NaN            NaN            NaN  0.847539       0.167126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.8621                 NaN            NaN            NaN  0.135316       0.263346E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4967                 NaN            NaN            NaN  0.493700       0.964752E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4942                 NaN            NaN            NaN  0.496132       0.964187E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4945                 NaN            NaN            NaN  0.495932       0.957397E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4934                 NaN            NaN            NaN  0.497041       0.956213E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4916                 NaN            NaN            NaN  0.498863       0.954459E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4900                 NaN            NaN            NaN  0.500520       0.952345E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4890                 NaN            NaN            NaN  0.501537       0.949941E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4871                 NaN            NaN            NaN  0.503393       0.947570E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4859                 NaN            NaN            NaN  0.504624       0.944790E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4848                 NaN            NaN            NaN  0.505787       0.942199E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4829                 NaN            NaN            NaN  0.507722       0.941165E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4827                 NaN            NaN            NaN  0.507970       0.936340E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.5178                 NaN            NaN            NaN  0.473506       0.867854E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4399                 NaN            NaN            NaN  0.550024       0.100445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4782                 NaN            NaN            NaN  0.512507       0.929002E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4755                 NaN            NaN            NaN  0.515241       0.929899E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4734                 NaN            NaN            NaN  0.517310       0.928647E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4740                 NaN            NaN            NaN  0.516772       0.922709E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4717                 NaN            NaN            NaN  0.519102       0.921248E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4699                 NaN            NaN            NaN  0.520945       0.920024E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4689                 NaN            NaN            NaN  0.521936       0.917232E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4645                 NaN            NaN            NaN  0.526315       0.920801E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4686                 NaN            NaN            NaN  0.522283       0.908054E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4645                 NaN            NaN            NaN  0.526347       0.912488E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4634                 NaN            NaN            NaN  0.527530       0.909924E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4616                 NaN            NaN            NaN  0.529321       0.909500E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4609                 NaN            NaN            NaN  0.530082       0.906365E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4604                 NaN            NaN            NaN  0.530540       0.903394E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4598                 NaN            NaN            NaN  0.531232       0.899711E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.4544                 NaN            NaN            NaN  0.536539       0.905211E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.4609                 NaN            NaN            NaN  0.530184       0.889877E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.4557                 NaN            NaN            NaN  0.535310       0.895786E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3982                 NaN            NaN            NaN  0.591573       0.102370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.5108                 NaN            NaN            NaN  0.481661       0.754157E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.4559                 NaN            NaN            NaN  0.535229       0.886822E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        98.9747                 NaN            NaN            NaN   1.00875       0.165294E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.9176                 NaN            NaN            NaN  0.810822E-001  0.132913E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.4700                 NaN            NaN            NaN  0.521462       0.856420E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.4537                 NaN            NaN            NaN  0.537500       0.880360E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.4502                 NaN            NaN            NaN  0.540910       0.885421E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.4580                 NaN            NaN            NaN  0.533295       0.868613E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.4541                 NaN            NaN            NaN  0.537203       0.873615E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.4498                 NaN            NaN            NaN  0.541421       0.880799E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.4602                 NaN            NaN            NaN  0.531173       0.861061E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.4476                 NaN            NaN            NaN  0.543633       0.879734E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.4639                 NaN            NaN            NaN  0.527576       0.852553E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.4573                 NaN            NaN            NaN  0.534064       0.862279E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.4581                 NaN            NaN            NaN  0.533313       0.860581E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.4598                 NaN            NaN            NaN  0.531635       0.856297E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.6413                 NaN            NaN            NaN  0.352965       0.570806E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2689                 NaN            NaN            NaN  0.719521       0.116075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.4753                 NaN            NaN            NaN  0.516402       0.828083E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.4655                 NaN            NaN            NaN  0.526049       0.845990E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4667                 NaN            NaN            NaN  0.524878       0.844126E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.4675                 NaN            NaN            NaN  0.524042       0.844142E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.4711                 NaN            NaN            NaN  0.520530       0.837169E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.4730                 NaN            NaN            NaN  0.518699       0.835058E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4747                 NaN            NaN            NaN  0.516982       0.832660E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.1883                 NaN            NaN            NaN  0.348617       0.182517E-002  0.461260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.6889                 NaN            NaN            NaN  0.562223E-001            NaN   1.25483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.7143                 NaN            NaN            NaN  0.527285E-001            NaN   1.23293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.5904                 NaN            NaN            NaN  0.760624E-001  0.372211E-002   1.32982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.9443                 NaN            NaN            NaN  0.514333E-001            NaN   1.00423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.7837                 NaN            NaN            NaN  0.478298E-001            NaN   1.16851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.8038                 NaN            NaN            NaN  0.450487E-001            NaN   1.15115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.8321                 NaN            NaN            NaN  0.417220E-001            NaN   1.12622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.8276                 NaN            NaN            NaN  0.309003E-001            NaN   1.14147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.8808                 NaN            NaN            NaN  0.383335E-001            NaN   1.08084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.8876                 NaN            NaN            NaN  0.337117E-001            NaN   1.07866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.9073                 NaN            NaN            NaN  0.350077E-001            NaN   1.05769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.9247                 NaN            NaN            NaN  0.326281E-001            NaN   1.04267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.9408                 NaN            NaN            NaN  0.295181E-001            NaN   1.02969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.9630                 NaN            NaN            NaN  0.280994E-001            NaN   1.00890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.3324                 NaN            NaN            NaN  0.168012E-001            NaN  0.650825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.6354                 NaN            NaN            NaN  0.312716E-001            NaN   1.33335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.0101                 NaN            NaN            NaN  0.233481E-001            NaN  0.966592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.0236                 NaN            NaN            NaN  0.201982E-001            NaN  0.956236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.0382                 NaN            NaN            NaN  0.166691E-001            NaN  0.945118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.0522                 NaN            NaN            NaN  0.146924E-001            NaN  0.933084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.0670                 NaN            NaN            NaN  0.133242E-001            NaN  0.919675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.0793                 NaN            NaN            NaN  0.107946E-001            NaN  0.909878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0942                 NaN            NaN            NaN  0.101970E-001            NaN  0.895580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.1098                 NaN            NaN            NaN  0.144429E-001            NaN  0.875718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.1181                 NaN            NaN            NaN  0.292592E-003            NaN  0.881582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.1331                 NaN            NaN            NaN  0.550472E-002            NaN  0.861387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
