|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/KHA22/KHA22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           Ni             iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1065.16        500.000                 NaN            NaN            NaN            NaN   1.92598                 NaN            NaN   5.11840                 NaN            NaN   6.58464        43.7438        42.1501       0.477059     
  1062.66        500.000                 NaN            NaN            NaN            NaN  0.833443                 NaN            NaN   7.23217       0.123415E-005            NaN   6.91772        42.8891        41.7620       0.365525     
  1060.15        500.000                 NaN            NaN            NaN            NaN   1.93235                 NaN            NaN   5.10990                 NaN            NaN   6.58545        43.7385        42.1570       0.476840     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.46847        4.24395                 NaN   7.11240        42.4453        41.4316       0.298299     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.632952        2.12060        6.00635        7.15869        42.3556        41.4408       0.285026     
  1052.63        500.000                 NaN            NaN            NaN            NaN   1.06706                 NaN            NaN   6.83799                 NaN            NaN   6.87967        42.9705        41.8683       0.376477     
  1050.13        500.000                 NaN            NaN            NaN            NaN   1.17647                 NaN            NaN  0.474406        6.13883                 NaN   6.82243        43.0857        41.9060       0.396185     
  1047.62        500.000                 NaN            NaN            NaN            NaN   1.28493                 NaN            NaN  0.921755        5.49002                 NaN   6.80108        43.1483        41.9491       0.404801     
  1045.11        500.000                 NaN            NaN            NaN            NaN   1.07477                 NaN            NaN   6.83402                 NaN            NaN   6.86525        42.9682        41.8777       0.380156     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.61461        4.16078                 NaN   7.17138        42.3192        41.4525       0.281561     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.91572        2.87183                 NaN   7.18043        42.2967        41.4567       0.278596     
  1037.59        500.000                 NaN            NaN            NaN            NaN  0.158653                 NaN            NaN   6.33923        2.16826                 NaN   7.14052        42.3782        41.5232       0.291913     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.06417        3.73417                 NaN   7.18898        42.2742        41.4625       0.275967     
  1032.58        500.000                 NaN            NaN            NaN            NaN  0.210493                 NaN            NaN   5.71384        2.70926                 NaN   7.13356        42.3891        41.5493       0.294424     
  1030.08        500.000                 NaN            NaN            NaN            NaN  0.232235                 NaN            NaN   5.57576        2.81236                 NaN   7.13088        42.3927        41.5607       0.295411     
  1027.57        500.000                 NaN            NaN            NaN            NaN   1.26851                 NaN            NaN   6.50565       0.163796E-003            NaN   6.83821        43.0210        41.9739       0.392559     
  1025.06        500.000                 NaN            NaN            NaN            NaN   1.37009                 NaN            NaN  0.734004        5.56020                 NaN   6.80131        43.1212        42.0081       0.405116     
  1022.56        500.000                 NaN            NaN            NaN            NaN   1.37888                 NaN            NaN  0.714592        5.56777                 NaN   6.80148        43.1178        42.0143       0.405101     
  1020.05        500.000                 NaN            NaN            NaN            NaN   1.38758                 NaN            NaN  0.695625        5.57509                 NaN   6.80168        43.1143        42.0206       0.405079     
  1017.54        500.000                 NaN            NaN            NaN            NaN   1.43327                 NaN            NaN  0.676768        5.52897                 NaN   6.80177        43.1098        42.0444       0.405035     
  1015.04        500.000                 NaN            NaN            NaN            NaN   1.35531                 NaN            NaN   6.38108                 NaN            NaN   6.83718        43.0087        42.0246       0.393102     
  1012.53        500.000                 NaN            NaN            NaN            NaN   1.36712                 NaN            NaN   6.36333                 NaN            NaN   6.83641        43.0077        42.0320       0.393413     
  1010.03        500.000                 NaN            NaN            NaN            NaN   1.37870                 NaN            NaN   6.34602                 NaN            NaN   6.83569        43.0066        42.0393       0.393705     
  1007.52        500.000                 NaN            NaN            NaN            NaN   1.43631                 NaN            NaN  0.571431        5.63264                 NaN   6.80150        43.0984        42.0544       0.405383     
  1005.01        500.000                 NaN            NaN            NaN            NaN   1.40117                 NaN            NaN   6.31264                 NaN            NaN   6.83444        43.0040        42.0535       0.394232     
  1002.51        500.000                 NaN            NaN            NaN            NaN   1.41208                 NaN            NaN   6.29655       0.450587E-005            NaN   6.83390        43.0025        42.0605       0.394468     
  1000.00        500.000                 NaN            NaN            NaN            NaN   1.42278                 NaN            NaN   6.28087                 NaN            NaN   6.83341        43.0008        42.0674       0.394686     
