|6.6.6
Archiving\03_Data\fracLP/QFM_m5/YM20/YM20_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           iron           Ni             pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1929.82        500.000        94.9399                 NaN   4.32678       0.398686E-001  0.693459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        94.9213                 NaN   4.34535       0.398707E-001  0.693496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        94.9027                 NaN   4.36385       0.398728E-001  0.693532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        94.8843                 NaN   4.38230       0.398749E-001  0.693569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        94.8658                 NaN   4.40069       0.398770E-001  0.693605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        94.8474                 NaN   4.41906       0.398791E-001  0.693641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        94.7754                 NaN   4.49094       0.398872E-001  0.693782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        94.8108                 NaN   4.45563       0.398832E-001  0.693713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        94.7925                 NaN   4.47384       0.398853E-001  0.693748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        94.7504                 NaN   4.51587       0.398900E-001  0.693831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        94.7562                 NaN   4.51013       0.398894E-001  0.693820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        94.7381                 NaN   4.52818       0.398914E-001  0.693855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        94.7200                 NaN   4.54620       0.398934E-001  0.693891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        94.7020                 NaN   4.56416       0.398955E-001  0.693926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        94.6840                 NaN   4.58211       0.398975E-001  0.693961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        94.6661                 NaN   4.59997       0.398995E-001  0.693996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        94.6483                 NaN   4.61780       0.399015E-001  0.694031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        94.6305                 NaN   4.63557       0.399035E-001  0.694066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        94.6127                 NaN   4.65332       0.399055E-001  0.694101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        94.5949                 NaN   4.67102       0.399075E-001  0.694136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        94.2582                 NaN   4.67777       0.396667E-001  0.694149       0.330249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.5877                 NaN  0.490349E-002            NaN            NaN  0.407393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4724                 NaN  0.545508E-003            NaN            NaN  0.527052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4720                 NaN  0.185155E-003            NaN            NaN  0.527783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4666                 NaN  0.692591E-005            NaN            NaN  0.533368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.5760                 NaN            NaN            NaN            NaN  0.424012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4008                 NaN            NaN            NaN            NaN  0.599184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4846                 NaN  0.237721E-002            NaN            NaN  0.512981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4868                 NaN  0.182604E-002            NaN            NaN  0.511375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4893                 NaN            NaN            NaN            NaN  0.510668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4861                 NaN  0.145499E-001            NaN            NaN  0.499317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4988                 NaN            NaN            NaN            NaN  0.501202                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4967                 NaN            NaN            NaN            NaN  0.503310                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.5061                 NaN            NaN            NaN            NaN  0.493897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4928                 NaN            NaN            NaN            NaN  0.507170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.5026                 NaN            NaN            NaN            NaN  0.497370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.5055                 NaN            NaN            NaN            NaN  0.494482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.5062                 NaN            NaN            NaN            NaN  0.493838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.5069                 NaN            NaN            NaN            NaN  0.493117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.5028                 NaN            NaN            NaN            NaN  0.491527       0.569200E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.5003                 NaN            NaN            NaN            NaN  0.483732       0.159853E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4983                 NaN            NaN            NaN            NaN  0.485652       0.160969E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4990                 NaN            NaN            NaN            NaN  0.484924       0.160796E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.5010                 NaN            NaN            NaN            NaN  0.483040       0.159950E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.5028                 NaN            NaN            NaN            NaN  0.481262       0.159097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.5856                 NaN            NaN            NaN            NaN  0.401114       0.132872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4210                 NaN            NaN            NaN            NaN  0.560472       0.184797E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.5041                 NaN            NaN            NaN            NaN  0.480108       0.158350E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3947                 NaN            NaN            NaN            NaN  0.585989       0.193455E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.6178                 NaN            NaN            NaN            NaN  0.370065       0.121426E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.5064                 NaN            NaN            NaN            NaN  0.477953       0.156812E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.5035                 NaN            NaN            NaN            NaN  0.480656       0.158049E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.5111                 NaN            NaN            NaN            NaN  0.473504       0.154229E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.5076                 NaN            NaN            NaN            NaN  0.476889       0.155562E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.5078                 NaN            NaN            NaN            NaN  0.476730       0.154974E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.5081                 NaN            NaN            NaN            NaN  0.476510       0.154386E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.5080                 NaN            NaN            NaN            NaN  0.476552       0.154204E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.5078                 NaN            NaN            NaN            NaN  0.476862       0.153767E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.5074                 NaN            NaN            NaN            NaN  0.477270       0.153515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.5067                 NaN            NaN            NaN            NaN  0.477974       0.153075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.5079                 NaN            NaN            NaN            NaN  0.476859       0.152274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5063                 NaN            NaN            NaN            NaN  0.478513       0.152343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.5061                 NaN            NaN            NaN            NaN  0.478700       0.151743E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.5035                 NaN            NaN            NaN            NaN  0.481309       0.152225E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.5080                 NaN            NaN            NaN            NaN  0.476950       0.150014E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5046                 NaN            NaN            NaN            NaN  0.480300       0.150747E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.5037                 NaN            NaN            NaN            NaN  0.481308       0.150409E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.5028                 NaN            NaN            NaN            NaN  0.482157       0.149984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.5016                 NaN            NaN            NaN            NaN  0.483437       0.149727E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.5014                 NaN            NaN            NaN            NaN  0.483718       0.148994E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4998                 NaN            NaN            NaN            NaN  0.485301       0.148832E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4986                 NaN            NaN            NaN            NaN  0.486546       0.148534E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4977                 NaN            NaN            NaN            NaN  0.487485       0.148221E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4959                 NaN            NaN            NaN            NaN  0.489312       0.148089E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4945                 NaN            NaN            NaN            NaN  0.490736       0.147569E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4740                 NaN            NaN            NaN            NaN  0.510375       0.156067E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.5091                 NaN            NaN            NaN            NaN  0.477052       0.138948E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4918                 NaN            NaN            NaN            NaN  0.493619       0.146279E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4893                 NaN            NaN            NaN            NaN  0.496094       0.146210E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4868                 NaN            NaN            NaN            NaN  0.498604       0.146235E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4860                 NaN            NaN            NaN            NaN  0.499395       0.145746E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4837                 NaN            NaN            NaN            NaN  0.501772       0.145585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        98.2893                 NaN            NaN            NaN            NaN   1.66371       0.469872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.6393                 NaN            NaN            NaN            NaN  0.350529       0.101489E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.9139                 NaN            NaN            NaN            NaN  0.836456E-001  0.241382E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.0340                 NaN            NaN            NaN            NaN  0.939590       0.263758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4691                 NaN            NaN            NaN            NaN  0.516511       0.144340E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4712                 NaN            NaN            NaN            NaN  0.514580       0.142617E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4662                 NaN            NaN            NaN            NaN  0.519465       0.143122E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4646                 NaN            NaN            NaN            NaN  0.521114       0.142919E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4612                 NaN            NaN            NaN            NaN  0.524533       0.142826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4607                 NaN            NaN            NaN            NaN  0.525047       0.142256E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4557                 NaN            NaN            NaN            NaN  0.530006       0.142956E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4578                 NaN            NaN            NaN            NaN  0.528065       0.141327E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4534                 NaN            NaN            NaN            NaN  0.532408       0.141866E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4516                 NaN            NaN            NaN            NaN  0.534276       0.141629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4495                 NaN            NaN            NaN            NaN  0.536336       0.141261E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4454                 NaN            NaN            NaN            NaN  0.540458       0.141644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4470                 NaN            NaN            NaN            NaN  0.538939       0.140337E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4431                 NaN            NaN            NaN            NaN  0.542793       0.140629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.4406                 NaN            NaN            NaN            NaN  0.545386       0.140588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.4396                 NaN            NaN            NaN            NaN  0.546342       0.140172E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2062                 NaN            NaN            NaN            NaN  0.771206       0.225666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.6552                 NaN            NaN            NaN            NaN  0.339129       0.562636E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4422                 NaN            NaN            NaN            NaN  0.544061       0.137372E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.4235                 NaN            NaN            NaN            NaN  0.562286       0.142281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.4378                 NaN            NaN            NaN            NaN  0.548477       0.137262E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.4270                 NaN            NaN            NaN            NaN  0.559060       0.139288E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.6930                 NaN            NaN            NaN            NaN  0.299621       0.740195E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.1593                 NaN            NaN            NaN            NaN  0.820387       0.202836E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.4236                 NaN            NaN            NaN            NaN  0.562576       0.138285E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.4078                 NaN            NaN            NaN            NaN  0.578039       0.141256E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.4319                 NaN            NaN            NaN            NaN  0.554563       0.135176E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.4207                 NaN            NaN            NaN            NaN  0.565504       0.137530E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.4171                 NaN            NaN            NaN            NaN  0.569137       0.137963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.4169                 NaN            NaN            NaN            NaN  0.569384       0.137381E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.4166                 NaN            NaN            NaN            NaN  0.569719       0.137128E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.4148                 NaN            NaN            NaN            NaN  0.571507       0.137142E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.4142                 NaN            NaN            NaN            NaN  0.572068       0.136847E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3845                 NaN            NaN            NaN            NaN  0.601126       0.143384E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.4415                 NaN            NaN            NaN            NaN  0.545530       0.129833E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.4118                 NaN            NaN            NaN            NaN  0.574575       0.136140E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3234                 NaN            NaN            NaN            NaN  0.537238       0.110959E-001  0.128275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        98.2063                 NaN            NaN            NaN            NaN  0.681934E-001            NaN   1.72547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.2369                 NaN            NaN            NaN            NaN  0.652631E-001            NaN   1.69782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.2749                 NaN            NaN            NaN            NaN  0.591833E-001            NaN   1.66588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.2892                 NaN            NaN            NaN            NaN  0.636995E-001            NaN   1.64707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.3654                 NaN            NaN            NaN            NaN  0.555594E-001            NaN   1.57903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.3623                 NaN            NaN            NaN            NaN  0.527919E-001            NaN   1.58489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.4085                 NaN            NaN            NaN            NaN  0.528764E-001            NaN   1.53867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.4164                 NaN            NaN            NaN            NaN  0.501489E-001            NaN   1.53342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.4702                 NaN            NaN            NaN            NaN  0.466321E-001            NaN   1.48320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.4844                 NaN            NaN            NaN            NaN  0.438630E-001            NaN   1.47171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.5117                 NaN            NaN            NaN            NaN  0.421282E-001            NaN   1.44622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.5254                 NaN            NaN            NaN            NaN  0.330436E-001            NaN   1.44159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.5670                 NaN            NaN            NaN            NaN  0.368133E-001            NaN   1.39619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.5830                 NaN            NaN            NaN            NaN  0.330581E-001            NaN   1.38390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.6109                 NaN            NaN            NaN            NaN  0.336443E-001            NaN   1.35543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.6310                 NaN            NaN            NaN            NaN  0.293938E-001            NaN   1.33959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.6578                 NaN            NaN            NaN            NaN  0.296899E-001            NaN   1.31248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.6735                 NaN            NaN            NaN            NaN  0.243369E-001            NaN   1.30219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6944                 NaN            NaN            NaN            NaN  0.204070E-001            NaN   1.28518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7177                 NaN            NaN            NaN            NaN  0.212284E-001            NaN   1.26110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7379                 NaN            NaN            NaN            NaN  0.206851E-001            NaN   1.24139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.7562                 NaN            NaN            NaN            NaN  0.171212E-001            NaN   1.22667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
