|6.6.6
Archiving\03_Data\eqLP/QFM_m5/WD94/WD94_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1775.64        500.000        74.1108       0.867681        6.98589        17.9063       0.129322                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        73.5776       0.867606        6.95498        18.4547       0.145104                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        73.0444       0.867531        6.92409        19.0031       0.160883                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        72.5081       0.867430        6.88258        19.5660       0.175937                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        71.9719       0.867330        6.84108        20.1287       0.190988                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        71.4358       0.867229        6.79958        20.6913       0.206036                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        70.8999       0.867128        6.75810        21.2538       0.221080                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        70.3641       0.867027        6.71663        21.8161       0.236120                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        69.8284       0.866926        6.67517        22.3784       0.251157                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        69.2928       0.866826        6.63371        22.9404       0.266191                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        68.7574       0.866725        6.59227        23.5024       0.281221                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        68.2170       0.866603        6.54198        24.0787       0.295703                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        67.6767       0.866481        6.49171        24.6549       0.310181                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        67.1366       0.866359        6.44145        25.2309       0.324655                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        66.5967       0.866236        6.39120        25.8068       0.339124                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        66.0568       0.866114        6.34097        26.3825       0.353590                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        65.5172       0.865992        6.29075        26.9580       0.368052                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        64.9777       0.865870        6.24055        27.5334       0.382509                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        64.4383       0.865748        6.19036        28.1086       0.396963                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        63.8776       0.865584        6.12284        28.7231       0.410854                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        63.3170       0.865420        6.05534        29.3375       0.424740                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        62.7567       0.865256        5.98787        29.9515       0.438621                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        62.1966       0.865092        5.92043        30.5654       0.452496                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        61.6367       0.864928        5.85301        31.1790       0.466367                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        61.0770       0.864764        5.78562        31.7924       0.480231                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        60.5175       0.864600        5.71825        32.4055       0.494091                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        59.9582       0.864436        5.65091        33.0185       0.507946                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        59.3968       0.864249        5.57361        33.6440       0.521306                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        58.8357       0.864061        5.49635        34.2692       0.534661                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        58.2748       0.863873        5.41913        34.8942       0.548010                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        57.7141       0.863685        5.34193        35.5189       0.561353                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        57.1537       0.863497        5.26477        36.1434       0.574690                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        56.5935       0.863310        5.18765        36.7675       0.588022                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        56.0335       0.863122        5.11055        37.3914       0.601347                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        55.4738       0.862935        5.03349        38.0151       0.614667                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        54.9171       0.862715        4.94311        38.6495       0.627570                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        54.3606       0.862495        4.85277        39.2837       0.640465                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        53.8044       0.862276        4.76247        39.9175       0.653355                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        53.2485       0.862056        4.67223        40.5510       0.666237                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        52.6928       0.861837        4.58203        41.1842       0.679113                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        52.1375       0.861617        4.49187        41.8170       0.691983                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        51.5824       0.861398        4.40176        42.4496       0.704846                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        51.0276       0.861179        4.31170        43.0818       0.717703                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        50.4876       0.860941        4.21365        43.7075       0.730330                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        49.9479       0.860702        4.11566        44.3328       0.742951                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        49.4085       0.860464        4.01772        44.9578       0.755564                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        48.8693       0.860226        3.91983        45.5824       0.768171                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        48.3427       0.859988        3.82195        46.1945       0.780869                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        47.6362       0.859765        3.73029        46.6971       0.787909       0.288760                 NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        46.5015       0.859649        3.68230        46.8467       0.780834        1.32905                 NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        45.3671       0.859533        3.63432        46.9963       0.773760        2.36907                 NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        44.4443       0.859404        3.58141        47.1487       0.767132        3.19899                 NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        43.5219       0.859276        3.52852        47.3011       0.760506        4.02866                 NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        42.5997       0.859148        3.47565        47.4535       0.753881        4.85809                 NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        41.6778       0.859020        3.42279        47.6059       0.747259        5.68727                 NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        40.7562       0.858892        3.36995        47.7581       0.740639        6.51620                 NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        39.8348       0.858764        3.31712        47.9104       0.734020        7.34489                 NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        38.9137       0.858636        3.26431        48.0626       0.727404        8.17333                 NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        37.9929       0.858508        3.21152        48.2147       0.720789        9.00152                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        37.3094       0.858358        3.14984        48.3805       0.714920        9.58698                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        36.6260       0.858208        3.08819        48.5463       0.709053        10.1722                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        35.9429       0.858058        3.02656        48.7120       0.703189        10.7573                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        35.2601       0.857909        2.96496        48.8776       0.697326        11.3421                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        34.5774       0.857759        2.90337        49.0432       0.691465        11.9268                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        33.8950       0.857609        2.84181        49.2087       0.685606        12.5112                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        33.2129       0.857460        2.78027        49.3742       0.679750        13.0955                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        32.5310       0.857310        2.71874        49.5396       0.673895        13.6795                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        32.0058       0.857135        2.64666        49.7291       0.669395        14.0919                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        31.4809       0.856960        2.57460        49.9186       0.664896        14.5040                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        30.9561       0.856784        2.50257        50.1081       0.660399        14.9161                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        30.4316       0.856609        2.43057        50.2974       0.655904        15.3279                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        29.9073       0.856434        2.35860        50.4867       0.651411        15.7396                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        29.3832       0.856259        2.28666        50.6759       0.646919        16.1511                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        28.8593       0.856084        2.21475        50.8650       0.642430        16.5625                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        28.3356       0.855909        2.14287        51.0540       0.637942        16.9736                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        27.9142       0.855706        2.05929        51.2746       0.634676        17.2614                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        27.4930       0.855503        1.97574        51.4952       0.631412        17.5491                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        27.0720       0.855299        1.89223        51.7156       0.628149        17.8366                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        26.6512       0.855096        1.80876        51.9360       0.624887        18.1240                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        26.2306       0.854893        1.72534        52.1562       0.621627        18.4113                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        25.8102       0.854690        1.64195        52.3763       0.618369        18.6984                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        25.3900       0.854487        1.55860        52.5964       0.615112        18.9854                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        24.9700       0.854284        1.47529        52.8163       0.611857        19.2723                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        24.6232       0.854046        1.37753        53.0782       0.610447        19.4565                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        24.2766       0.853808        1.27982        53.3400       0.609038        19.6407                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        23.9302       0.853570        1.18217        53.6017       0.607630        19.8247                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        23.5840       0.853332        1.08457        53.8632       0.606222        20.0087                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        23.2380       0.853095       0.987028        54.1246       0.604815        20.1925                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        22.8922       0.852857       0.889538        54.3858       0.603409        20.3763                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        22.5465       0.852620       0.792103        54.6468       0.602004        20.5599                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        22.2011       0.852383       0.694722        54.9078       0.600599        20.7434                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        21.8977       0.852115       0.584893        55.2057       0.600970        20.8587                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        21.5944       0.851848       0.475133        55.5034       0.601339        20.9739                 NaN            NaN            NaN            NaN            NaN
  1477.56        500.000        21.2914       0.851580       0.365441        55.8009       0.601709        21.0890                 NaN            NaN            NaN            NaN            NaN
  1474.36        500.000        20.9885       0.851313       0.255819        56.0983       0.602078        21.2040                 NaN            NaN            NaN            NaN            NaN
  1471.15        500.000        20.6990       0.851031       0.139772        56.4162       0.603247        21.2908                 NaN            NaN            NaN            NaN            NaN
  1467.95        500.000        20.4097       0.850748       0.238025E-001   56.7339       0.604415        21.3775                 NaN            NaN            NaN            NaN            NaN
  1464.74        500.000        20.0907       0.850690                 NaN   56.7848       0.596297        21.6776                 NaN            NaN            NaN            NaN            NaN
  1461.54        500.000        19.7488       0.850690                 NaN   56.7658       0.584646        22.0500                 NaN            NaN            NaN            NaN            NaN
  1458.33        500.000        19.4268       0.850690                 NaN   56.7481       0.573430        22.4011                 NaN            NaN            NaN            NaN            NaN
  1455.13        500.000        19.1047       0.850691                 NaN   56.7304       0.562213        22.7521                 NaN            NaN            NaN            NaN            NaN
  1451.92        500.000        18.7826       0.850691                 NaN   56.7126       0.550997        23.1031                 NaN            NaN            NaN            NaN            NaN
  1448.72        500.000        18.4605       0.850691                 NaN   56.6949       0.539780        23.4541                 NaN            NaN            NaN            NaN            NaN
  1445.51        500.000        18.0348       0.850691                 NaN   56.6834       0.534292        23.6895       0.207362                 NaN            NaN            NaN            NaN
  1442.31        500.000        17.5274       0.850691                 NaN   56.6670       0.535659        23.8256       0.593623                 NaN            NaN            NaN            NaN
  1439.10        500.000        17.0513       0.850692                 NaN   56.6475       0.538700        23.9530       0.958831                 NaN            NaN            NaN            NaN
  1435.90        500.000        16.5753       0.850692                 NaN   56.6279       0.541741        24.0804        1.32404                 NaN            NaN            NaN            NaN
  1432.69        500.000        16.1443       0.850692                 NaN   56.6026       0.547464        24.1950        1.66005                 NaN            NaN            NaN            NaN
  1429.49        500.000        15.7132       0.850692                 NaN   56.5773       0.553187        24.3095        1.99607                 NaN            NaN            NaN            NaN
  1426.28        500.000        15.2822       0.850692                 NaN   56.5519       0.558910        24.4241        2.33208                 NaN            NaN            NaN            NaN
  1423.08        500.000        14.8512       0.850693                 NaN   56.5266       0.564633        24.5387        2.66810                 NaN            NaN            NaN            NaN
  1419.87        500.000        14.4441       0.850693                 NaN   56.4961       0.572650        24.6483        2.98817                 NaN            NaN            NaN            NaN
  1416.67        500.000        14.0416       0.850693                 NaN   56.4527       0.587862        24.5955        3.27689       0.194746                 NaN            NaN            NaN
  1413.46        500.000        13.3945       0.850694                 NaN   56.4713       0.599395        24.4226        3.51473       0.577565       0.169207                 NaN            NaN
  1410.26        500.000        12.7576       0.850695                 NaN   56.4975       0.609859        24.2487        3.72292       0.954665       0.357999                 NaN            NaN
  1407.05        500.000        12.7576       0.850695                 NaN   56.4975       0.609859        24.2487        3.72292       0.954665       0.357999                 NaN            NaN
  1403.85        500.000        12.7576       0.850695                 NaN   56.4975       0.609859        24.2487        3.72292       0.954665       0.357999                 NaN            NaN
  1400.64        500.000        12.7576       0.850695                 NaN   56.4975       0.609859        24.2487        3.72292       0.954665       0.357999                 NaN            NaN
  1397.44        500.000        12.7576       0.850695                 NaN   56.4975       0.609859        24.2487        3.72292       0.954665       0.357999                 NaN            NaN
  1394.23        500.000        12.7576       0.850695                 NaN   56.4975       0.609859        24.2487        3.72292       0.954665       0.357999                 NaN            NaN
  1391.03        500.000        12.7576       0.850695                 NaN   56.4975       0.609859        24.2487        3.72292       0.954665       0.357999                 NaN            NaN
  1387.82        500.000        12.7576       0.850695                 NaN   56.4975       0.609859        24.2487        3.72292       0.954665       0.357999                 NaN            NaN
  1384.62        500.000        9.24833       0.850700                 NaN   56.6390       0.676554        23.2043        4.84232        3.08689        1.45192                 NaN            NaN
  1381.41        500.000        9.24833       0.850700                 NaN   56.6390       0.676554        23.2043        4.84232        3.08689        1.45192                 NaN            NaN
  1378.21        500.000        9.24833       0.850700                 NaN   56.6390       0.676554        23.2043        4.84232        3.08689        1.45192                 NaN            NaN
  1375.00        500.000        9.24833       0.850700                 NaN   56.6390       0.676554        23.2043        4.84232        3.08689        1.45192                 NaN            NaN
  1371.79        500.000        9.24833       0.850700                 NaN   56.6390       0.676554        23.2043        4.84232        3.08689        1.45192                 NaN            NaN
  1368.59        500.000        9.24833       0.850700                 NaN   56.6390       0.676554        23.2043        4.84232        3.08689        1.45192                 NaN            NaN
  1365.38        500.000        9.24833       0.850700                 NaN   56.6390       0.676554        23.2043        4.84232        3.08689        1.45192                 NaN            NaN
  1362.18        500.000        9.24833       0.850700                 NaN   56.6390       0.676554        23.2043        4.84232        3.08689        1.45192                 NaN            NaN
  1358.97        500.000        7.24686       0.850703                 NaN   56.6813       0.730349        22.5217        5.43779        4.38518        2.14607                 NaN            NaN
  1355.77        500.000        7.24686       0.850703                 NaN   56.6813       0.730349        22.5217        5.43779        4.38518        2.14607                 NaN            NaN
  1352.56        500.000        7.24686       0.850703                 NaN   56.6813       0.730349        22.5217        5.43779        4.38518        2.14607                 NaN            NaN
  1349.36        500.000        7.24686       0.850703                 NaN   56.6813       0.730349        22.5217        5.43779        4.38518        2.14607                 NaN            NaN
  1346.15        500.000        7.24686       0.850703                 NaN   56.6813       0.730349        22.5217        5.43779        4.38518        2.14607                 NaN            NaN
  1342.95        500.000        7.24686       0.850703                 NaN   56.6813       0.730349        22.5217        5.43779        4.38518        2.14607                 NaN            NaN
  1339.74        500.000        7.24686       0.850703                 NaN   56.6813       0.730349        22.5217        5.43779        4.38518        2.14607                 NaN            NaN
  1336.54        500.000        7.24686       0.850703                 NaN   56.6813       0.730349        22.5217        5.43779        4.38518        2.14607                 NaN            NaN
  1333.33        500.000        5.91493       0.850704                 NaN   56.6962       0.771376        22.0622        5.25164        5.79484        2.65817                 NaN            NaN
  1330.13        500.000        5.91493       0.850704                 NaN   56.6962       0.771376        22.0622        5.25164        5.79484        2.65817                 NaN            NaN
  1326.92        500.000        5.91493       0.850704                 NaN   56.6962       0.771376        22.0622        5.25164        5.79484        2.65817                 NaN            NaN
  1323.72        500.000        5.91493       0.850704                 NaN   56.6962       0.771376        22.0622        5.25164        5.79484        2.65817                 NaN            NaN
  1320.51        500.000        5.91493       0.850704                 NaN   56.6962       0.771376        22.0622        5.25164        5.79484        2.65817                 NaN            NaN
  1317.31        500.000        5.91493       0.850704                 NaN   56.6962       0.771376        22.0622        5.25164        5.79484        2.65817                 NaN            NaN
  1314.10        500.000        5.91493       0.850704                 NaN   56.6962       0.771376        22.0622        5.25164        5.79484        2.65817                 NaN            NaN
  1310.90        500.000        5.91493       0.850704                 NaN   56.6962       0.771376        22.0622        5.25164        5.79484        2.65817                 NaN            NaN
  1307.69        500.000        4.95324       0.850706                 NaN   56.6894       0.803634        21.7603        5.85739        6.02574        3.05964                 NaN            NaN
  1304.49        500.000        4.85186       0.850706                 NaN   56.6740       0.809688        21.7222        6.04922        5.93893        3.10335                 NaN            NaN
  1301.28        500.000        4.30927       0.850706                 NaN   56.6918       0.810837        21.7029        6.05344        6.10913        3.19191       0.279974                 NaN
  1298.08        500.000                 NaN  0.850709                 NaN   56.7701       0.813988        21.6620        6.48466        6.79362        3.65482        2.97012                 NaN
  1294.87        500.000                 NaN  0.850709                 NaN   56.7730       0.816704        21.6906        6.49216        6.74408        3.66054        2.97223                 NaN
  1291.67        500.000                 NaN  0.850709                 NaN   56.7730       0.816704        21.6906        6.49216        6.74408        3.66054        2.97223                 NaN
  1288.46        500.000                 NaN  0.850709                 NaN   56.7730       0.816704        21.6906        6.49216        6.74408        3.66054        2.97223                 NaN
  1285.26        500.000                 NaN  0.850709                 NaN   56.7730       0.816704        21.6906        6.49216        6.74408        3.66054        2.97223                 NaN
  1282.05        500.000                 NaN  0.850709                 NaN   56.7806       0.828418        21.7958        6.56170        6.51941        3.68408        2.97929                 NaN
