|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2/TIS/TIS_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             Sp(TH)         ilm            San(TH)        q             
  1339.74        500.000        99.1836       0.360617       0.371305E-001            NaN  0.182055       0.236556                 NaN            NaN            NaN            NaN
  1338.67        500.000        99.1904       0.358157       0.355241E-001            NaN  0.181447       0.234460                 NaN            NaN            NaN            NaN
  1337.61        500.000        99.1961       0.334685E-001  0.357462                 NaN  0.180441       0.232532                 NaN            NaN            NaN            NaN
  1336.54        500.000        99.2026       0.356028       0.307711E-001            NaN  0.180013       0.230573                 NaN            NaN            NaN            NaN
  1335.47        500.000        99.2069       0.354621       0.304944E-001            NaN  0.178957       0.229012                 NaN            NaN            NaN            NaN
  1334.40        500.000        99.2152       0.282562E-001  0.352336                 NaN  0.177753       0.226468                 NaN            NaN            NaN            NaN
  1333.33        500.000        99.2209       0.352280       0.230818E-001            NaN  0.178714       0.225039                 NaN            NaN            NaN            NaN
  1332.26        500.000        99.2268       0.236336E-001  0.349807                 NaN  0.176911       0.222887                 NaN            NaN            NaN            NaN
  1331.19        500.000        99.2332       0.243183E-001  0.347194                 NaN  0.174636       0.220607                 NaN            NaN            NaN            NaN
  1330.13        500.000        99.2372       0.212473E-001  0.347318                 NaN  0.174775       0.219452                 NaN            NaN            NaN            NaN
  1329.06        500.000        99.2437       0.218550E-001  0.344512                 NaN  0.172765       0.217216                 NaN            NaN            NaN            NaN
  1327.99        500.000        99.2485       0.205633E-001  0.343417                 NaN  0.171912       0.215597                 NaN            NaN            NaN            NaN
  1326.92        500.000        99.2537       0.340688       0.220152E-001            NaN  0.169787       0.213782                 NaN            NaN            NaN            NaN
  1325.85        500.000        99.2602       0.340739       0.164448E-001            NaN  0.170648       0.211939                 NaN            NaN            NaN            NaN
  1324.78        500.000        99.2654       0.174938E-001  0.338530                 NaN  0.168421       0.210158                 NaN            NaN            NaN            NaN
  1323.72        500.000        99.2705       0.168066E-001  0.337125                 NaN  0.167146       0.208417                 NaN            NaN            NaN            NaN
  1322.65        500.000        99.2750       0.138045E-001  0.336829                 NaN  0.167167       0.207150                 NaN            NaN            NaN            NaN
  1321.58        500.000        99.2824       0.333790       0.146026E-001            NaN  0.164547       0.204637                 NaN            NaN            NaN            NaN
  1320.51        500.000        99.2863       0.332263       0.156556E-001            NaN  0.162727       0.203061                 NaN            NaN            NaN            NaN
  1319.44        500.000        99.2906       0.330316       0.163646E-001            NaN  0.161100       0.201571                 NaN            NaN            NaN            NaN
  1318.37        500.000        99.2960       0.329265       0.147476E-001            NaN  0.160099       0.199903                 NaN            NaN            NaN            NaN
  1317.31        500.000        99.3006       0.326719       0.161029E-001            NaN  0.158281       0.198277                 NaN            NaN            NaN            NaN
  1316.24        500.000        99.3056       0.325312       0.158662E-001            NaN  0.156650       0.196586                 NaN            NaN            NaN            NaN
  1315.17        500.000        99.3100       0.323606       0.164113E-001            NaN  0.154903       0.195031                 NaN            NaN            NaN            NaN
  1314.10        500.000        99.3145       0.171138E-001  0.321856                 NaN  0.153053       0.193444                 NaN            NaN            NaN            NaN
  1313.03        500.000        99.3182       0.319960       0.193445E-001            NaN  0.150461       0.191989                 NaN            NaN            NaN            NaN
  1311.96        500.000        99.3236       0.176243E-001  0.318750                 NaN  0.149752       0.190318                 NaN            NaN            NaN            NaN
  1310.90        500.000        99.3278       0.316141       0.197840E-001            NaN  0.147407       0.188885                 NaN            NaN            NaN            NaN
  1309.83        500.000        99.3319       0.316346       0.182667E-001            NaN  0.146114       0.187365                 NaN            NaN            NaN            NaN
  1308.76        500.000        99.3373       0.201231E-001  0.313052                 NaN  0.143963       0.185588                 NaN            NaN            NaN            NaN
  1307.69        500.000        99.3418       0.310536       0.218675E-001            NaN  0.141793       0.184019                 NaN            NaN            NaN            NaN
  1306.62        500.000        99.3451       0.242278E-001  0.308629                 NaN  0.139346       0.182675                 NaN            NaN            NaN            NaN
  1305.55        500.000        99.3493       0.307049       0.247565E-001            NaN  0.137609       0.181255                 NaN            NaN            NaN            NaN
  1304.49        500.000        99.3519       0.306066       0.271670E-001            NaN  0.134825       0.180036                 NaN            NaN            NaN            NaN
  1303.42        500.000        99.3574       0.277641E-001  0.302986                 NaN  0.133451       0.178410                 NaN            NaN            NaN            NaN
  1302.35        500.000        99.3615       0.287148E-001  0.301212                 NaN  0.131542       0.176997                 NaN            NaN            NaN            NaN
  1301.28        500.000        99.3640       0.300055       0.317960E-001            NaN  0.128428       0.175736                 NaN            NaN            NaN            NaN
  1300.21        500.000        99.3677       0.296298       0.356691E-001            NaN  0.125891       0.174470                 NaN            NaN            NaN            NaN
  1299.14        500.000        99.3696       0.364484E-001  0.296660                 NaN  0.123874       0.173467                 NaN            NaN            NaN            NaN
  1298.08        500.000        99.3759       0.290969       0.416474E-001            NaN  0.120125       0.171322                 NaN            NaN            NaN            NaN
  1297.01        500.000        99.3780       0.290923       0.407693E-001            NaN  0.119551       0.170789                 NaN            NaN            NaN            NaN
  1295.94        500.000        99.3834       0.288406       0.429986E-001            NaN  0.116485       0.168752                 NaN            NaN            NaN            NaN
  1294.87        500.000        99.3856       0.285926       0.461760E-001            NaN  0.114337       0.167961                 NaN            NaN            NaN            NaN
  1293.80        500.000        99.3900       0.484017E-001  0.283498                 NaN  0.111690       0.166387                 NaN            NaN            NaN            NaN
  1292.73        500.000        99.3925       0.281439       0.506979E-001            NaN  0.109853       0.165550                 NaN            NaN            NaN            NaN
  1291.67        500.000        99.3965       0.277977       0.554261E-001            NaN  0.106136       0.163918                 NaN            NaN            NaN            NaN
  1290.60        500.000        99.3989       0.276483       0.566950E-001            NaN  0.104792       0.163100                 NaN            NaN            NaN            NaN
  1289.53        500.000        99.4011       0.646508E-001  0.272189                 NaN  0.100042       0.162024                 NaN            NaN            NaN            NaN
  1288.46        500.000        99.4049       0.270292       0.661630E-001            NaN  0.980039E-001  0.160659                 NaN            NaN            NaN            NaN
  1287.39        500.000        99.3969       0.290466       0.339249E-001            NaN  0.106699       0.163452                 NaN  0.851246E-002            NaN            NaN
  1286.32        500.000        99.3532       0.330185                 NaN            NaN  0.106914       0.170829                 NaN  0.388788E-001            NaN            NaN
  1285.26        500.000        99.3596       0.325877                 NaN            NaN  0.106059       0.170018                 NaN  0.384636E-001            NaN            NaN
  1284.19        500.000        99.3657       0.321982                 NaN            NaN  0.105989       0.168394                 NaN  0.379720E-001            NaN            NaN
  1283.12        500.000        99.3713       0.321214                 NaN            NaN  0.103327       0.166763                 NaN  0.373877E-001            NaN            NaN
  1282.05        500.000        99.3773       0.316971                 NaN            NaN  0.103632       0.165159                 NaN  0.369134E-001            NaN            NaN
  1280.98        500.000        99.3830       0.313794                 NaN            NaN  0.103224       0.163562                 NaN  0.364525E-001            NaN            NaN
  1279.91        500.000        99.3886       0.311253                 NaN            NaN  0.102177       0.162055                 NaN  0.359538E-001            NaN            NaN
  1278.84        500.000        99.3934       0.308721                 NaN            NaN  0.101640       0.160688                 NaN  0.355071E-001            NaN            NaN
  1277.78        500.000        99.4000       0.306811                 NaN            NaN  0.993371E-001  0.158933                 NaN  0.348980E-001            NaN            NaN
  1276.71        500.000        99.4047       0.304599                 NaN            NaN  0.987335E-001  0.157470                 NaN  0.344519E-001            NaN            NaN
  1275.64        500.000        99.4101       0.302088                 NaN            NaN  0.977646E-001  0.156010                 NaN  0.339905E-001            NaN            NaN
  1274.57        500.000        99.4159       0.300048                 NaN            NaN  0.961857E-001  0.154445                 NaN  0.334680E-001            NaN            NaN
  1273.50        500.000        95.4059        1.17222                 NaN            NaN  0.290621       0.606111                 NaN  0.169545        2.35561                 NaN
  1272.43        500.000        92.6441        1.79035                 NaN            NaN  0.408602       0.914316                 NaN  0.259875        3.98276                 NaN
  1271.37        500.000        93.1692        1.69368                 NaN            NaN  0.363566       0.852408                 NaN  0.238763        3.68241                 NaN
  1270.30        500.000        93.6189        1.62940                 NaN            NaN  0.309379       0.799244                 NaN  0.219569        3.42348                 NaN
  1269.23        500.000        94.0203        1.54516                 NaN            NaN  0.282596       0.751600                 NaN  0.203988        3.19638                 NaN
  1268.16        500.000        94.3614        1.49864                 NaN            NaN  0.239234       0.711125                 NaN  0.189198        3.00044                 NaN
  1267.09        500.000        94.6758        1.43309                 NaN            NaN  0.217211       0.673430                 NaN  0.177002        2.82349                 NaN
  1266.02        500.000        94.9556        1.37408                 NaN            NaN  0.197576       0.639815                 NaN  0.166105        2.66680                 NaN
  1264.96        500.000        95.2043        1.31573                 NaN            NaN  0.185002       0.609731                 NaN  0.156809        2.52840                 NaN
  1263.89        500.000        95.4360        1.28245                 NaN            NaN  0.155324       0.581877                 NaN  0.146812        2.39755                 NaN
  1262.82        500.000        95.6476        1.22357                 NaN            NaN  0.151267       0.556001                 NaN  0.139460        2.28206                 NaN
  1261.75        500.000        95.8412        1.17948                 NaN            NaN  0.139241       0.532339                 NaN  0.132099        2.17566                 NaN
  1260.68        500.000        96.0177        1.13415                 NaN            NaN  0.132635       0.510629                 NaN  0.125688        2.07919                 NaN
  1259.61        500.000        96.1831        1.08041                 NaN            NaN  0.135226       0.490047                 NaN  0.120307        1.99094                 NaN
  1258.55        500.000        96.3303        1.05117                 NaN            NaN  0.122667       0.471822                 NaN  0.114442        1.90961                 NaN
  1257.48        500.000        96.4821        1.00517                 NaN            NaN  0.120409       0.453021                 NaN  0.109292        1.83004                 NaN
  1256.41        500.000        96.5928       0.983103                 NaN            NaN  0.113667       0.438600                 NaN  0.104887        1.76699                 NaN
  1255.34        500.000        96.7238       0.942732                 NaN            NaN  0.112063       0.422285                 NaN  0.100403        1.69868                 NaN
  1254.27        500.000        96.8379       0.901193                 NaN            NaN  0.117366       0.407679                 NaN  0.968931E-001   1.63893                 NaN
  1253.20        500.000        96.9436       0.881816                 NaN            NaN  0.106180       0.394302                 NaN  0.925048E-001   1.58159                 NaN
  1252.14        500.000        97.0441       0.850397                 NaN            NaN  0.106322       0.381283                 NaN  0.890818E-001   1.52880                 NaN
  1251.07        500.000        97.1384       0.826241                 NaN            NaN  0.101873       0.369218                 NaN  0.855430E-001   1.47874                 NaN
  1250.00        500.000        97.2274       0.801308                 NaN            NaN  0.993469E-001  0.357604                 NaN  0.822986E-001   1.43200                 NaN
  1248.93        500.000        97.3110       0.778727                 NaN            NaN  0.965104E-001  0.346702                 NaN  0.792333E-001   1.38783                 NaN
  1247.86        500.000        97.3913       0.759037                 NaN            NaN  0.915362E-001  0.336240                 NaN  0.761219E-001   1.34572                 NaN
  1246.79        500.000        97.4661       0.739364                 NaN            NaN  0.884517E-001  0.326326                 NaN  0.733301E-001   1.30642                 NaN
  1245.73        500.000        97.5384       0.713318                 NaN            NaN  0.912532E-001  0.316649                 NaN  0.710171E-001   1.26936                 NaN
  1244.66        500.000        97.6065       0.697271                 NaN            NaN  0.865584E-001  0.307667                 NaN  0.682563E-001   1.23376                 NaN
  1243.59        500.000        97.6609       0.664713                 NaN            NaN  0.100131       0.300012                 NaN  0.671441E-001   1.20709                 NaN
  1242.52        500.000        97.7423       0.660780                 NaN            NaN  0.812390E-001  0.289433                 NaN  0.632399E-001   1.16302                 NaN
  1241.45        500.000        97.7930       0.646055                 NaN            NaN  0.798615E-001  0.282440                 NaN  0.613519E-001   1.13731                 NaN
  1240.38        500.000        97.8485       0.644170                 NaN            NaN  0.663253E-001  0.275402                 NaN  0.584804E-001   1.10716                 NaN
  1239.32        500.000        97.9051       0.621613                 NaN            NaN  0.700591E-001  0.267387                 NaN  0.567262E-001   1.07907                 NaN
  1238.25        500.000        97.9563       0.613400                 NaN            NaN  0.631812E-001  0.260572                 NaN  0.545353E-001   1.05198                 NaN
  1237.18        500.000        98.0075       0.587403                 NaN            NaN  0.714116E-001  0.253257                 NaN  0.532071E-001   1.02717                 NaN
  1236.11        500.000        98.0541       0.578069                 NaN            NaN  0.666937E-001  0.247034                 NaN  0.512833E-001   1.00278                 NaN
  1235.04        500.000        98.1021       0.568823                 NaN            NaN  0.610785E-001  0.240335                 NaN  0.492595E-001  0.978408                 NaN
  1233.97        500.000        98.1424       0.564913                 NaN            NaN  0.540635E-001  0.234863                 NaN  0.472971E-001  0.956499                 NaN
  1232.90        500.000        98.1870       0.548941                 NaN            NaN  0.552632E-001  0.228519                 NaN  0.458439E-001  0.934389                 NaN
  1231.84        500.000        98.2275       0.542474                 NaN            NaN  0.496780E-001  0.223025                 NaN  0.440562E-001  0.913315                 NaN
  1230.77        500.000        98.2656       0.540676                 NaN            NaN  0.409728E-001  0.217749                 NaN  0.421309E-001  0.892855                 NaN
  1229.70        500.000        98.3049       0.524578                 NaN            NaN  0.437305E-001  0.212174                 NaN  0.409484E-001  0.873674                 NaN
  1228.63        500.000        98.3373       0.541998                 NaN            NaN  0.204646E-001  0.207987                 NaN  0.382910E-001  0.853934                 NaN
  1227.56        500.000        98.3706       0.528134                 NaN            NaN  0.239050E-001  0.203037                 NaN  0.372600E-001  0.837086                 NaN
  1226.49        500.000        98.4038       0.527514                 NaN            NaN  0.153773E-001  0.198527                 NaN  0.355873E-001  0.819168                 NaN
  1225.43        500.000        98.4352       0.524422                 NaN            NaN  0.973114E-002  0.193882                 NaN  0.340967E-001  0.802644                 NaN
  1224.36        500.000        98.4640       0.525994                 NaN            NaN  0.102062E-002  0.190005                 NaN  0.324674E-001  0.786518                 NaN
  1223.29        500.000        98.4951       0.517133                 NaN            NaN            NaN  0.186120                 NaN  0.310866E-001  0.770556                 NaN
  1222.22        500.000        98.5240       0.508362                 NaN            NaN            NaN  0.182488                 NaN  0.297322E-001  0.755387                 NaN
  1221.15        500.000        98.5584       0.495901                 NaN            NaN            NaN  0.177044                 NaN  0.290720E-001  0.739584                 NaN
  1220.08        500.000        98.5860       0.487055                 NaN            NaN            NaN  0.173942                 NaN  0.276810E-001  0.725296                 NaN
  1219.02        500.000        98.6143       0.477951                 NaN            NaN  0.118863E-005  0.169813                 NaN  0.267843E-001  0.711191                 NaN
  1217.95        500.000        98.6432       0.467964                 NaN            NaN            NaN  0.164789                 NaN  0.262095E-001  0.697797                 NaN
  1216.88        500.000        98.6708       0.458520                 NaN            NaN            NaN  0.162040                 NaN  0.249337E-001  0.683741                 NaN
  1215.81        500.000        98.7017       0.447112                 NaN            NaN            NaN  0.157691                 NaN  0.240781E-001  0.669450                 NaN
  1214.74        500.000        95.1139       0.982137                 NaN            NaN            NaN  0.452975                 NaN  0.492113E-001   1.94923        1.45250     
  1213.67        500.000        81.0523        2.71285                 NaN            NaN  0.309885        1.61130                 NaN  0.158944        6.98072        7.17404     
  1212.61        500.000        81.8284        2.43732                 NaN            NaN  0.442613        1.54214                 NaN  0.155478        6.69070        6.90336     
  1211.54        500.000        83.6613        2.19601                 NaN            NaN  0.371183        1.38066                 NaN  0.139934        6.02159        6.22934     
  1210.47        500.000        84.2984        2.02880                 NaN            NaN  0.468352        1.32538                 NaN  0.135478        5.77414        5.96947     
  1209.40        500.000        83.0887        1.27974       0.960598                 NaN  0.413693        1.43939                 NaN  0.137068        6.20296        6.47783     
  1208.33        500.000        89.4002        1.41656                 NaN            NaN  0.296599       0.893802                 NaN  0.895570E-001   3.90987        3.99342     
  1207.26        500.000        87.8632        1.69215                 NaN            NaN  0.257043        1.02362                 NaN  0.977695E-001   4.47005        4.59618     
  1206.20        500.000        85.1580        1.99288                 NaN            NaN  0.350492        1.25085                 NaN  0.117308        5.43633        5.69413     
  1205.13        500.000        70.3436        3.80853                 NaN            NaN  0.659961        2.49264                 NaN  0.226199        10.8387        11.6304     
  1204.06        500.000        95.4805       0.694749                 NaN            NaN  0.963539E-001  0.383758                 NaN  0.365200E-001   1.69541        1.61270     
  1202.99        500.000        95.3681       0.725907                 NaN            NaN  0.811962E-001  0.393380                 NaN  0.359266E-001   1.73504        1.66046     
  1201.92        500.000        99.5888       0.110147E-004  0.116099                 NaN  0.387477E-001  0.407712E-001            NaN  0.742950E-002  0.208167                 NaN
  1200.85        500.000        99.7849       0.977771E-001  0.379097E-001            NaN            NaN  0.862356E-002            NaN  0.560537E-003  0.702015E-001            NaN
  1199.79        500.000        94.1676       0.161046       0.918697                 NaN            NaN  0.505589                 NaN  0.409048E-001   2.21023        1.99596     
  1198.72        500.000        86.1415       0.748594E-002   2.12992                 NaN            NaN   1.17350                 NaN  0.817333E-001   5.08512        5.38077     
  1197.65        500.000        94.5117       0.129857       0.795620                 NaN            NaN  0.464357                 NaN  0.341364E-001   2.04920        2.01510     
  1196.58        500.000        94.2564       0.173368       0.777629                 NaN            NaN  0.483647                 NaN  0.354536E-001   2.14985        2.12362     
  1195.51        500.000        93.9355       0.209378       0.775108                 NaN            NaN  0.507855                 NaN  0.371548E-001   2.27698        2.25807     
  1194.44        500.000        81.6178       0.616541E-003   1.47526                 NaN  0.711750        1.49735                 NaN  0.153334        7.08657        7.45733     
  1193.38        500.000       100.0000       0.155891E-005            NaN            NaN            NaN            NaN            NaN            NaN  0.311219E-005  0.319041E-005
  1192.31        500.000        99.9996       0.115881E-003            NaN            NaN  0.261111E-004  0.342245E-004            NaN            NaN  0.134690E-003  0.733704E-004
  1191.24        500.000        99.9991       0.303132E-005            NaN            NaN  0.883172E-005  0.618362E-004            NaN  0.102775E-004  0.393927E-003  0.432083E-003
  1190.17        500.000        75.8439        1.92459        1.91443                 NaN            NaN   1.89454                 NaN  0.149355        9.39849        8.87469     
  1189.10        500.000        83.0376        2.34142                 NaN            NaN            NaN   1.33109                 NaN  0.894632E-001   6.73664        6.46375     
  1188.03        500.000        16.6295        6.90101       0.632910E-005            NaN   2.10883        6.06522                 NaN  0.646360        34.4894        33.1597     
  1186.96        500.000                 NaN   8.70421                 NaN            NaN   2.40122        7.16570                 NaN  0.765683        41.3329        39.6303     
  1185.90        500.000                 NaN   3.69867        8.64338                 NaN            NaN   7.42368                 NaN  0.569735        40.6753        38.9892     
  1184.83        500.000                 NaN   8.19510        4.13243       0.749238E-004  0.212476E-005   7.39374                 NaN  0.577992        40.7078        38.9929     
