|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4/K22/K22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         ne             lc            
  1474.74        2500.00        98.9510                 NaN            NaN            NaN  0.397926       0.651074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.16        2500.00        98.9586                 NaN            NaN            NaN  0.645372       0.396072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.58        2500.00        98.9686                 NaN            NaN            NaN  0.640927       0.390437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.00        2500.00        98.9765                 NaN            NaN            NaN  0.636385       0.387160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.41        2500.00        98.9852                 NaN            NaN            NaN  0.630726       0.384079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.83        2500.00        98.9921                 NaN            NaN            NaN  0.627045       0.380847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.25        2500.00        99.0000                 NaN  0.220878E-004            NaN  0.623905       0.376079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.67        2500.00        99.0067                 NaN            NaN            NaN  0.619135       0.374159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.08        2500.00        99.0169                 NaN            NaN            NaN  0.369981       0.613076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.50        2500.00        99.0260                 NaN            NaN            NaN  0.365463       0.608562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.92        2500.00        99.0303                 NaN            NaN            NaN  0.363073       0.606635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.34        2500.00        98.6139                 NaN            NaN            NaN  0.647692       0.552038                 NaN  0.186350                 NaN            NaN            NaN            NaN            NaN
  1455.75        2500.00        97.2673                 NaN  0.408462E-001            NaN  0.789011        1.11015                 NaN  0.792645                 NaN            NaN            NaN            NaN            NaN
  1454.17        2500.00        97.2596                 NaN  0.258172                 NaN  0.816527       0.835820                 NaN  0.829847                 NaN            NaN            NaN            NaN            NaN
  1452.59        2500.00        97.3235                 NaN  0.255736                 NaN  0.818199       0.791577                 NaN  0.810956                 NaN            NaN            NaN            NaN            NaN
  1451.01        2500.00        97.3907                 NaN  0.252621                 NaN  0.798756       0.766892                 NaN  0.791027                 NaN            NaN            NaN            NaN            NaN
  1449.42        2500.00        97.4498                 NaN  0.250141                 NaN  0.744060       0.782450                 NaN  0.773595                 NaN            NaN            NaN            NaN            NaN
  1447.84        2500.00        97.5090                 NaN  0.247366                 NaN  0.767000       0.720525                 NaN  0.756100                 NaN            NaN            NaN            NaN            NaN
  1446.26        2500.00        97.5649                 NaN  0.245607                 NaN  0.751527       0.698577                 NaN  0.739354                 NaN            NaN            NaN            NaN            NaN
  1444.68        2500.00        97.5770                 NaN  0.249025                 NaN  0.683622       0.752103                 NaN  0.738261                 NaN            NaN            NaN            NaN            NaN
  1443.09        2500.00        97.7134                 NaN  0.234446                 NaN  0.707410       0.651643                 NaN  0.693146                 NaN            NaN            NaN            NaN            NaN
  1441.51        2500.00        97.7187                 NaN  0.238844                 NaN  0.640567       0.708227                 NaN  0.693676                 NaN            NaN            NaN            NaN            NaN
  1439.93        2500.00        97.7650                 NaN  0.237202                 NaN  0.695836       0.621968                 NaN  0.680004                 NaN            NaN            NaN            NaN            NaN
  1438.35        2500.00        97.8133                 NaN  0.234559                 NaN  0.604877       0.681986                 NaN  0.665253                 NaN            NaN            NaN            NaN            NaN
  1436.76        2500.00        97.8569                 NaN  0.233028                 NaN  0.669824       0.587918                 NaN  0.652320                 NaN            NaN            NaN            NaN            NaN
  1435.18        2500.00        97.9001                 NaN  0.231097                 NaN  0.657557       0.571756                 NaN  0.639442                 NaN            NaN            NaN            NaN            NaN
  1433.60        2500.00        97.9408                 NaN  0.229403                 NaN  0.646222       0.556304                 NaN  0.627248                 NaN            NaN            NaN            NaN            NaN
  1432.02        2500.00        97.9777                 NaN  0.228560                 NaN  0.541910       0.635448                 NaN  0.616394                 NaN            NaN            NaN            NaN            NaN
  1430.43        2500.00        98.0239                 NaN  0.224965                 NaN  0.526304       0.622922                 NaN  0.601890                 NaN            NaN            NaN            NaN            NaN
  1428.85        2500.00        98.0552                 NaN  0.224529                 NaN  0.613956       0.513021                 NaN  0.593260                 NaN            NaN            NaN            NaN            NaN
  1427.27        2500.00        98.0984                 NaN  0.222071                 NaN  0.602565       0.497400                 NaN  0.579516                 NaN            NaN            NaN            NaN            NaN
  1425.69        2500.00        98.1285                 NaN  0.221133                 NaN  0.593808       0.485837                 NaN  0.570692                 NaN            NaN            NaN            NaN            NaN
  1424.10        2500.00        98.1610                 NaN  0.220008                 NaN  0.586486       0.471622                 NaN  0.560864                 NaN            NaN            NaN            NaN            NaN
  1422.52        2500.00        98.1935                 NaN  0.218489                 NaN  0.461404       0.575282                 NaN  0.551335                 NaN            NaN            NaN            NaN            NaN
  1420.94        2500.00        98.2257                 NaN  0.217946                 NaN  0.566059       0.448427                 NaN  0.541897                 NaN            NaN            NaN            NaN            NaN
  1419.36        2500.00        98.5457                 NaN  0.182658                 NaN  0.465984       0.359373                 NaN  0.446299                 NaN            NaN            NaN            NaN            NaN
  1417.78        2500.00        98.0131                 NaN  0.243065                 NaN  0.637477       0.502527                 NaN  0.603877                 NaN            NaN            NaN            NaN            NaN
  1416.19        2500.00        98.3173                 NaN  0.212502                 NaN  0.540996       0.415541                 NaN  0.513659                 NaN            NaN            NaN            NaN            NaN
  1414.61        2500.00        98.3453                 NaN  0.210769                 NaN  0.406335       0.532667                 NaN  0.504914                 NaN            NaN            NaN            NaN            NaN
  1413.03        2500.00        98.3733                 NaN  0.209705                 NaN  0.395506       0.525090                 NaN  0.496365                 NaN            NaN            NaN            NaN            NaN
  1411.45        2500.00        98.3989                 NaN  0.208398                 NaN  0.517473       0.386494                 NaN  0.488743                 NaN            NaN            NaN            NaN            NaN
  1409.86        2500.00        98.4263                 NaN  0.206846                 NaN  0.509977       0.376704                 NaN  0.480169                 NaN            NaN            NaN            NaN            NaN
  1408.28        2500.00        98.4495                 NaN  0.205819                 NaN  0.367208       0.504540                 NaN  0.472888                 NaN            NaN            NaN            NaN            NaN
  1406.70        2500.00        98.4739                 NaN  0.204909                 NaN  0.496078       0.359110                 NaN  0.466022                 NaN            NaN            NaN            NaN            NaN
  1405.12        2500.00        98.5005                 NaN  0.202480                 NaN  0.350462       0.489564                 NaN  0.457022                 NaN            NaN            NaN            NaN            NaN
  1403.53        2500.00        98.5213                 NaN  0.203256                 NaN  0.483081       0.341159                 NaN  0.451196                 NaN            NaN            NaN            NaN            NaN
  1401.95        2500.00        98.5486                 NaN  0.199258                 NaN  0.334414       0.475650                 NaN  0.442098                 NaN            NaN            NaN            NaN            NaN
  1400.37        2500.00        98.5673                 NaN  0.198916                 NaN  0.326217       0.470887                 NaN  0.436660                 NaN            NaN            NaN            NaN            NaN
  1398.79        2500.00        98.5883                 NaN  0.197910                 NaN  0.318912       0.464669                 NaN  0.430170                 NaN            NaN            NaN            NaN            NaN
  1397.20        2500.00        98.6082                 NaN  0.226109                 NaN  0.471320       0.265828                 NaN  0.428517                 NaN            NaN            NaN            NaN            NaN
  1395.62        2500.00        98.6314                 NaN  0.165711                 NaN  0.439839       0.350330                 NaN  0.412727                 NaN            NaN            NaN            NaN            NaN
  1394.04        2500.00        98.6504                 NaN  0.193771                 NaN  0.447548       0.297370                 NaN  0.410903                 NaN            NaN            NaN            NaN            NaN
  1392.46        2500.00        98.6687                 NaN  0.192499                 NaN  0.442484       0.291273                 NaN  0.405051                 NaN            NaN            NaN            NaN            NaN
  1390.87        2500.00        98.6884                 NaN  0.191492                 NaN  0.284924       0.436206                 NaN  0.398987                 NaN            NaN            NaN            NaN            NaN
  1389.29        2500.00        98.7060                 NaN  0.190258                 NaN  0.431709       0.278368                 NaN  0.393654                 NaN            NaN            NaN            NaN            NaN
  1387.71        2500.00        98.7248                 NaN  0.174500                 NaN  0.295331       0.420011                 NaN  0.385346                 NaN            NaN            NaN            NaN            NaN
  1386.13        2500.00        98.7415                 NaN  0.201186                 NaN  0.427885       0.245243                 NaN  0.384151                 NaN            NaN            NaN            NaN            NaN
  1384.54        2500.00        98.7599                 NaN  0.185787                 NaN  0.416067       0.261756                 NaN  0.376441                 NaN            NaN            NaN            NaN            NaN
  1382.96        2500.00        98.7763                 NaN  0.184522                 NaN  0.411606       0.256369                 NaN  0.371207                 NaN            NaN            NaN            NaN            NaN
  1381.38        2500.00        98.7919                 NaN  0.183178                 NaN  0.407501       0.251238                 NaN  0.366149                 NaN            NaN            NaN            NaN            NaN
  1379.80        2500.00        98.8080                 NaN  0.181844                 NaN  0.402434       0.246587                 NaN  0.361162                 NaN            NaN            NaN            NaN            NaN
  1378.21        2500.00        98.8247                 NaN  0.179835                 NaN  0.242358       0.397410                 NaN  0.355720                 NaN            NaN            NaN            NaN            NaN
  1376.63        2500.00        98.8395                 NaN  0.178938                 NaN  0.237284       0.393167                 NaN  0.351119                 NaN            NaN            NaN            NaN            NaN
  1375.05        2500.00        98.8541                 NaN  0.177020                 NaN  0.389141       0.233545                 NaN  0.346197                 NaN            NaN            NaN            NaN            NaN
  1373.47        2500.00        98.8694                 NaN  0.175493                 NaN  0.384189       0.229494                 NaN  0.341425                 NaN            NaN            NaN            NaN            NaN
  1371.88        2500.00        98.8831                 NaN  0.174107                 NaN  0.224693       0.381109                 NaN  0.336945                 NaN            NaN            NaN            NaN            NaN
  1370.30        2500.00        98.8978                 NaN  0.172382                 NaN  0.375790       0.221763                 NaN  0.332270                 NaN            NaN            NaN            NaN            NaN
  1368.72        2500.00        98.9112                 NaN  0.170822                 NaN  0.371770       0.218141                 NaN  0.328018                 NaN            NaN            NaN            NaN            NaN
  1367.14        2500.00        98.9251                 NaN  0.168980                 NaN  0.367681       0.214915                 NaN  0.323351                 NaN            NaN            NaN            NaN            NaN
  1365.55        2500.00        98.9373                 NaN  0.167549                 NaN  0.211874       0.363799                 NaN  0.319457                 NaN            NaN            NaN            NaN            NaN
  1363.97        2500.00        98.9505                 NaN  0.165375                 NaN  0.360168       0.209026                 NaN  0.314964                 NaN            NaN            NaN            NaN            NaN
  1362.39        2500.00        98.9625                 NaN  0.163882                 NaN  0.356519       0.206036                 NaN  0.311046                 NaN            NaN            NaN            NaN            NaN
  1360.81        2500.00        98.9751                 NaN  0.162405                 NaN  0.352863       0.202589                 NaN  0.307050                 NaN            NaN            NaN            NaN            NaN
  1359.22        2500.00        98.9874                 NaN  0.160195                 NaN  0.201459       0.348049                 NaN  0.302869                 NaN            NaN            NaN            NaN            NaN
  1357.64        2500.00        98.9996                 NaN  0.158150                 NaN  0.199120       0.344316                 NaN  0.298848                 NaN            NaN            NaN            NaN            NaN
  1356.06        2500.00        99.0099                 NaN  0.156361                 NaN  0.197682       0.340639                 NaN  0.295403                 NaN            NaN            NaN            NaN            NaN
  1354.48        2500.00        99.0220                 NaN  0.154362                 NaN  0.337087       0.195165                 NaN  0.291408                 NaN            NaN            NaN            NaN            NaN
  1352.89        2500.00        99.0328                 NaN  0.152538                 NaN  0.333023       0.193829                 NaN  0.287783                 NaN            NaN            NaN            NaN            NaN
  1351.31        2500.00        99.0421                 NaN  0.150095                 NaN  0.329798       0.193471                 NaN  0.284579                 NaN            NaN            NaN            NaN            NaN
  1349.73        2500.00        99.0546                 NaN  0.148409                 NaN  0.325983       0.190641                 NaN  0.280368                 NaN            NaN            NaN            NaN            NaN
  1348.15        2500.00        99.0652                 NaN  0.146292                 NaN  0.321854       0.189676                 NaN  0.276954                 NaN            NaN            NaN            NaN            NaN
  1346.56        2500.00        99.0746                 NaN  0.144436                 NaN  0.318668       0.188314                 NaN  0.273933                 NaN            NaN            NaN            NaN            NaN
  1344.98        2500.00        99.0853                 NaN  0.141624                 NaN  0.187827       0.315370                 NaN  0.269871                 NaN            NaN            NaN            NaN            NaN
  1343.40        2500.00        99.0934                 NaN  0.140944                 NaN  0.185699       0.312302                 NaN  0.267621                 NaN            NaN            NaN            NaN            NaN
  1341.82        2500.00        99.1043                 NaN  0.136790                 NaN  0.307798       0.187615                 NaN  0.263454                 NaN            NaN            NaN            NaN            NaN
  1340.23        2500.00        99.1147                 NaN  0.135301                 NaN  0.185645       0.304117                 NaN  0.260234                 NaN            NaN            NaN            NaN            NaN
  1338.65        2500.00        99.1227                 NaN  0.131931                 NaN  0.299836       0.188363                 NaN  0.257157                 NaN            NaN            NaN            NaN            NaN
  1337.07        2500.00        99.1314                 NaN  0.130381                 NaN  0.297069       0.186829                 NaN  0.254333                 NaN            NaN            NaN            NaN            NaN
  1335.49        2500.00        99.1399                 NaN  0.128851                 NaN  0.294031       0.185652                 NaN  0.251551                 NaN            NaN            NaN            NaN            NaN
  1333.90        2500.00        99.1493                 NaN  0.124711                 NaN  0.289272       0.188745                 NaN  0.248015                 NaN            NaN            NaN            NaN            NaN
  1332.32        2500.00        99.1576                 NaN  0.122843                 NaN  0.285630       0.188578                 NaN  0.245309                 NaN            NaN            NaN            NaN            NaN
  1330.74        2500.00        99.1655                 NaN  0.120359                 NaN  0.282313       0.189329                 NaN  0.242483                 NaN            NaN            NaN            NaN            NaN
  1329.16        2500.00        99.1721                 NaN  0.117809                 NaN  0.280267       0.189480                 NaN  0.240338                 NaN            NaN            NaN            NaN            NaN
  1327.57        2500.00        99.1682                 NaN  0.119313                 NaN  0.273646       0.195913                 NaN  0.242898                 NaN            NaN            NaN            NaN            NaN
  1325.99        2500.00        99.2030                 NaN  0.105929                 NaN  0.263640       0.199279                 NaN  0.228155                 NaN            NaN            NaN            NaN            NaN
