|6.6.6
Archiving\03_Data\DfracLP/QFM_m4.75/K22/K22_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1857.14        500.000        99.6373                 NaN            NaN            NaN  0.354996       0.768461E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4961                 NaN            NaN            NaN  0.493123       0.107411E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.5032                 NaN            NaN            NaN  0.486253       0.105590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.5028                 NaN            NaN            NaN  0.486598       0.105804E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.5032                 NaN            NaN            NaN  0.486272       0.105716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.5069                 NaN            NaN            NaN  0.482663       0.104822E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.5069                 NaN            NaN            NaN  0.482603       0.104963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4969                 NaN            NaN            NaN  0.492377       0.106735E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.5201                 NaN            NaN            NaN  0.469676       0.101833E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.5110                 NaN            NaN            NaN  0.478588       0.103775E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.5109                 NaN            NaN            NaN  0.478765       0.103690E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.5132                 NaN            NaN            NaN  0.476528       0.102930E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.5060                 NaN            NaN            NaN  0.483512       0.105058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.5193                 NaN            NaN            NaN  0.470632       0.101146E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.5142                 NaN            NaN            NaN  0.475525       0.102366E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.5140                 NaN            NaN            NaN  0.475776       0.102071E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.6486                 NaN            NaN            NaN  0.343729       0.765286E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.3790                 NaN            NaN            NaN  0.608248       0.127087E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.5165                 NaN            NaN            NaN  0.473447       0.100824E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3490                 NaN            NaN            NaN  0.637499       0.135500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.7549                 NaN            NaN            NaN  0.239995       0.507422E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4390                 NaN            NaN            NaN  0.549334       0.116208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.5132                 NaN            NaN            NaN  0.476816       0.100268E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.5143                 NaN            NaN            NaN  0.475758       0.998852E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.5616                 NaN            NaN            NaN  0.429443       0.899777E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        98.6050                 NaN            NaN            NaN   1.36675       0.282389E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.8705                 NaN            NaN            NaN  0.127049       0.243271E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.6059                 NaN            NaN            NaN  0.386117       0.797083E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4131                 NaN            NaN            NaN  0.575166       0.117707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.5066                 NaN            NaN            NaN  0.483579       0.985604E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.5074                 NaN            NaN            NaN  0.482817       0.978745E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5048                 NaN            NaN            NaN  0.485399       0.978684E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.5024                 NaN            NaN            NaN  0.487783       0.981103E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.5027                 NaN            NaN            NaN  0.487534       0.973761E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4912                 NaN            NaN            NaN  0.498887       0.990212E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5065                 NaN            NaN            NaN  0.483899       0.956687E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4961                 NaN            NaN            NaN  0.494241       0.969754E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4942                 NaN            NaN            NaN  0.496080       0.969882E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4937                 NaN            NaN            NaN  0.496703       0.962619E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4901                 NaN            NaN            NaN  0.500243       0.965592E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        98.5001                 NaN            NaN            NaN   1.47035       0.295790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.9995                 NaN            NaN            NaN            NaN  0.511808E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.9461                 NaN            NaN            NaN  0.533237E-001  0.583850E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.5701                 NaN            NaN            NaN  0.421902       0.796538E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3894                 NaN            NaN            NaN  0.599415       0.112345E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4782                 NaN            NaN            NaN  0.512244       0.952509E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4729                 NaN            NaN            NaN  0.517577       0.955416E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4735                 NaN            NaN            NaN  0.517006       0.949400E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        98.1533                 NaN            NaN            NaN   1.81262       0.340343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.9997                 NaN            NaN            NaN            NaN  0.344618E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.7308                 NaN            NaN            NaN  0.265533       0.366454E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4589                 NaN            NaN            NaN  0.531702       0.944041E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4548                 NaN            NaN            NaN  0.535753       0.946277E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4530                 NaN            NaN            NaN  0.537578       0.941950E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4670                 NaN            NaN            NaN  0.524902       0.804910E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4321                 NaN            NaN            NaN  0.557101       0.107854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4441                 NaN            NaN            NaN  0.546480       0.939780E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4212                 NaN            NaN            NaN  0.569021       0.974159E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4566                 NaN            NaN            NaN  0.534305       0.907921E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4365                 NaN            NaN            NaN  0.554130       0.935290E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4337                 NaN            NaN            NaN  0.556929       0.934683E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4305                 NaN            NaN            NaN  0.560214       0.933563E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4276                 NaN            NaN            NaN  0.563029       0.933212E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4242                 NaN            NaN            NaN  0.566472       0.933567E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4219                 NaN            NaN            NaN  0.568764       0.933256E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4205                 NaN            NaN            NaN  0.570261       0.928915E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4163                 NaN            NaN            NaN  0.574389       0.930975E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4141                 NaN            NaN            NaN  0.576546       0.931402E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4144                 NaN            NaN            NaN  0.576332       0.924602E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4108                 NaN            NaN            NaN  0.579913       0.926146E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4075                 NaN            NaN            NaN  0.583237       0.927027E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.4062                 NaN            NaN            NaN  0.584542       0.924797E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3990                 NaN            NaN            NaN  0.591655       0.932502E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.4074                 NaN            NaN            NaN  0.583460       0.915612E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.4011                 NaN            NaN            NaN  0.589681       0.922827E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4014                 NaN            NaN            NaN  0.589466       0.917570E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3963                 NaN            NaN            NaN  0.594463       0.924165E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3972                 NaN            NaN            NaN  0.593560       0.919539E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3977                 NaN            NaN            NaN  0.593162       0.915985E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3936                 NaN            NaN            NaN  0.597193       0.919472E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3952                 NaN            NaN            NaN  0.595615       0.914757E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3937                 NaN            NaN            NaN  0.597152       0.915840E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3659                 NaN            NaN            NaN  0.624480       0.959104E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.4196                 NaN            NaN            NaN  0.571690       0.870964E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3896                 NaN            NaN            NaN  0.601208       0.917697E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        98.8976                 NaN            NaN            NaN   1.08567       0.166974E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.8946                 NaN            NaN            NaN  0.104110       0.132647E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3931                 NaN            NaN            NaN  0.597783       0.910421E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.4204                 NaN            NaN            NaN  0.570610       0.903687E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3695                 NaN            NaN            NaN  0.621403       0.906725E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.0069                 NaN            NaN            NaN  0.418307       0.268085E-002  0.572106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        98.2636                 NaN            NaN            NaN  0.691452E-001            NaN   1.66723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        98.3019                 NaN            NaN            NaN  0.671207E-001            NaN   1.63096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        97.3256                 NaN            NaN            NaN  0.969907E-001            NaN   2.57741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3770                 NaN            NaN            NaN  0.246316E-001            NaN  0.598374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.3963                 NaN            NaN            NaN  0.558182E-001            NaN   1.54788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.4305                 NaN            NaN            NaN  0.542544E-001            NaN   1.51522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.4546                 NaN            NaN            NaN  0.493045E-001            NaN   1.49606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.4915                 NaN            NaN            NaN  0.501843E-001            NaN   1.45827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.5124                 NaN            NaN            NaN  0.461704E-001            NaN   1.44145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.5468                 NaN            NaN            NaN  0.410494E-001            NaN   1.41214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.5716                 NaN            NaN            NaN  0.414192E-001            NaN   1.38696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.4384                 NaN            NaN            NaN  0.419997E-001            NaN   1.51959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.7765                 NaN            NaN            NaN  0.318519E-001            NaN   1.19160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.6464                 NaN            NaN            NaN  0.339943E-001            NaN   1.31957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.6697                 NaN            NaN            NaN  0.315468E-001            NaN   1.29876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.6922                 NaN            NaN            NaN  0.309483E-001            NaN   1.27686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.5277                 NaN            NaN            NaN  0.110590E-001            NaN  0.461231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        97.9226                 NaN            NaN            NaN  0.432622E-001            NaN   2.03410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.7574                 NaN            NaN            NaN  0.223523E-001            NaN   1.22027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7776                 NaN            NaN            NaN  0.211288E-001            NaN   1.20131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7967                 NaN            NaN            NaN  0.201486E-001            NaN   1.18313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.8162                 NaN            NaN            NaN  0.159291E-001            NaN   1.16787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.8318                 NaN            NaN            NaN  0.136337E-001            NaN   1.15452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.8546                 NaN            NaN            NaN  0.238722E-001            NaN   1.12153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8710                 NaN            NaN            NaN  0.218868E-001            NaN   1.10711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8857                 NaN            NaN            NaN            NaN            NaN   1.11427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.9006                 NaN            NaN            NaN  0.198619E-001            NaN   1.07953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
