|6.6.6
Archiving\03_Data\DfracLP/QFM_m4.75/K22/K22_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.12078        7.20548                 NaN            NaN   7.36628        42.5112       0.265180        40.5311     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.10844        7.22212                 NaN            NaN   7.37063        42.5012       0.263960        40.5336     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.01301        5.27962                 NaN            NaN   7.34172        42.5640       0.274025        40.5277     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.06250        7.27794                 NaN            NaN   7.37999        42.4792       0.261351        40.5390     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.10648        5.19398                 NaN            NaN   7.34972        42.5456       0.271756        40.5325     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.03658        5.26906                 NaN            NaN   7.35464        42.5342       0.270328        40.5352     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.58675        5.73377                 NaN            NaN   7.35842        42.5136       0.267390        40.5400     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.12847        5.18510                 NaN            NaN   7.36262        42.5156       0.268041        40.5401     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.16877        5.14883                 NaN            NaN   7.36663        42.5063       0.266886        40.5426     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.20788        5.11377                 NaN            NaN   7.37065        42.4969       0.265727        40.5450     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.24392        5.08183                 NaN            NaN   7.37467        42.4875       0.264562        40.5475     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.27593        5.05394                 NaN            NaN   7.37869        42.4781       0.263394        40.5500     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.30589        5.02812                 NaN            NaN   7.38272        42.4686       0.262222        40.5525     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.33279        5.00539                 NaN            NaN   7.38674        42.4591       0.261049        40.5549     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.35800        4.98436                 NaN            NaN   7.39076        42.4496       0.259875        40.5574     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.38197        4.96458                 NaN            NaN   7.39477        42.4401       0.258702        40.5599     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.40444        4.94632                 NaN            NaN   7.39876        42.4305       0.257531        40.5624     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.42503        4.92992                 NaN            NaN   7.40274        42.4210       0.256362        40.5649     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.44504        4.91412                 NaN            NaN   7.40671        42.4115       0.255197        40.5674     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.46283        4.90053                 NaN            NaN   7.41065        42.4021       0.254037        40.5699     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.48112        4.88642                 NaN            NaN   7.41457        42.3926       0.252883        40.5724     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.49883        4.87289                 NaN            NaN   7.41846        42.3832       0.251735        40.5749     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.51574        4.86015                 NaN            NaN   7.42233        42.3738       0.250594        40.5774     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.53348        4.84656                 NaN            NaN   7.42618        42.3644       0.249460        40.5799     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.55133        4.83285                 NaN            NaN   7.42999        42.3551       0.248335        40.5824     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.56968        4.81862                 NaN            NaN   7.43379        42.3458       0.247216        40.5849     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.58667        4.80571                 NaN            NaN   7.43754        42.3366       0.246109        40.5874     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.60508        4.79138                 NaN            NaN   7.44127        42.3274       0.245008        40.5899     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.62337        4.77715                 NaN            NaN   7.44498        42.3182       0.243915        40.5923     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.65412        4.74489                 NaN            NaN   7.44710        42.3156       0.243361        40.5949     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.78010        4.64659                 NaN            NaN   7.46630        42.2686       0.237265        40.6011     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.17413        5.29058                 NaN            NaN   7.49451        42.2008       0.228421        40.6116     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.89501        3.47782                 NaN            NaN   7.43582        42.3503       0.247758        40.5933     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.86943        3.50770       0.376308E-005            NaN   7.43955        42.3407       0.246697        40.5959     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.84454        3.53692       0.337857E-005            NaN   7.44328        42.3311       0.245636        40.5985     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.30519        5.18686                 NaN            NaN   7.51679        42.1455       0.221597        40.6241     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.77999        4.66603                 NaN            NaN   7.48394        42.2229       0.232082        40.6151     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.19460        4.30510                 NaN            NaN   7.52344        42.1281       0.219686        40.6291     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.47363        3.99071                 NaN            NaN   7.49951        42.1854       0.227855        40.6229     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.91321        4.54139                 NaN            NaN   7.48814        42.2026       0.231421        40.6233     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.01400        4.44041                 NaN            NaN   7.49171        42.2011       0.229828        40.6230     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.02564        3.47690                 NaN            NaN   7.53218        42.1134       0.217383        40.6345     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.84577        4.62117                 NaN            NaN   7.50098        42.1746       0.227586        40.6299     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.80778        3.71935                 NaN            NaN   7.54447        42.0703       0.213234        40.6449     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.24682        4.28208                 NaN            NaN   7.54835        42.0632       0.212542        40.6471     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.25439        4.27888                 NaN            NaN   7.55202        42.0536       0.211486        40.6497     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.26258        4.27513                 NaN            NaN   7.55577        42.0438       0.210406        40.6523     
