|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1/WD94/WD94_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1528.76        500.000        99.4953       0.158301E-001  0.488824                 NaN            NaN            NaN            NaN            NaN            NaN
  1527.34        500.000        99.5002       0.164074E-001  0.483374                 NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        500.000        99.5044       0.153478E-001  0.480301                 NaN            NaN            NaN            NaN            NaN            NaN
  1524.51        500.000        99.5069       0.138455E-001  0.479241                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.10        500.000        99.7827       0.287649E-002  0.214402                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.69        500.000        99.2421       0.231730E-001  0.734749                 NaN            NaN            NaN            NaN            NaN            NaN
  1520.27        500.000        99.5188       0.132576E-001  0.467974                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.86        500.000        99.5077       0.119805E-001  0.480279                 NaN            NaN            NaN            NaN            NaN            NaN
  1517.45        500.000        99.6018       0.111230E-001  0.387115                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        99.4718       0.421407E-001  0.486025                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.62        500.000        99.5288                 NaN  0.471164                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.20        500.000        99.5344                 NaN  0.465557                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.79        500.000        99.5376       0.158932E-002  0.460842                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.38        500.000        99.5405       0.306142E-002  0.456457                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.96        500.000        99.5431       0.550459E-002  0.451393                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.55        500.000        99.5458       0.443197E-002  0.449803                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.13        500.000        99.5462       0.566526E-002  0.448154                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        500.000        99.3144       0.160977       0.524612                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.31        500.000        99.8249       0.121009E-005  0.175112                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.89        500.000        99.5607       0.852964E-002  0.430794                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.48        500.000        99.5612                 NaN  0.438796                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.07        500.000        99.5619                 NaN  0.438064                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.65        500.000        99.5680                 NaN  0.431986                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.5626       0.330987E-005  0.437352                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.82        500.000        99.6108                 NaN  0.389161                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.41        500.000        99.5429                 NaN  0.457122                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.00        500.000        99.5775       0.244429E-005  0.422513                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.58        500.000        99.5643                 NaN  0.435668                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.17        500.000        99.6000                 NaN  0.400040                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.76        500.000        99.5984       0.829053E-001  0.318659                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.34        500.000        99.5934                 NaN  0.406605                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.93        500.000        99.5186                 NaN  0.481417                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.51        500.000        99.6664                 NaN  0.333576                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.10        500.000        99.5948                 NaN  0.405231                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.69        500.000        99.5983                 NaN  0.401748                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.27        500.000        99.6005                 NaN  0.399531                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.86        500.000        99.6488                 NaN  0.351196                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.45        500.000        99.5550                 NaN  0.444992                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.03        500.000        99.6091                 NaN  0.390940                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.62        500.000        99.6101                 NaN  0.389908                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.20        500.000        99.6121                 NaN  0.387866                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.79        500.000        99.6155                 NaN  0.384511                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.38        500.000        99.6161                 NaN  0.383944                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.96        500.000        99.6189                 NaN  0.381073                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.55        500.000        99.6199                 NaN  0.380105                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.14        500.000        99.6211       0.150898E-005  0.378866                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.72        500.000        99.6245       0.150373E-005  0.375492                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.31        500.000        99.6250       0.279948E-005  0.375017                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.89        500.000        99.6275       0.201277E-005  0.372471                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.48        500.000        99.6252                 NaN  0.374830                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.07        500.000        99.6329                 NaN  0.367114                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.65        500.000        99.6333                 NaN  0.366704                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.24        500.000        99.6354                 NaN  0.364564                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.82        500.000        99.6365                 NaN  0.363503                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.41        500.000        99.5969                 NaN  0.183274       0.219834                 NaN            NaN            NaN            NaN            NaN
  1451.00        500.000        99.5366                 NaN            NaN  0.463400                 NaN            NaN            NaN            NaN            NaN
  1449.58        500.000        99.5357                 NaN            NaN  0.464322                 NaN            NaN            NaN            NaN            NaN
  1448.17        500.000        99.5338                 NaN            NaN  0.466183                 NaN            NaN            NaN            NaN            NaN
  1446.76        500.000        99.5332                 NaN            NaN  0.466798                 NaN            NaN            NaN            NaN            NaN
  1445.34        500.000        99.5314                 NaN            NaN  0.468635                 NaN            NaN            NaN            NaN            NaN
  1443.93        500.000        99.5300                 NaN            NaN  0.470035                 NaN            NaN            NaN            NaN            NaN
  1442.51        500.000        99.3485                 NaN            NaN  0.315249       0.336293                 NaN            NaN            NaN            NaN
  1441.10        500.000        99.2783                 NaN            NaN  0.443738       0.277954                 NaN            NaN            NaN            NaN
  1439.69        500.000        99.2849                 NaN            NaN  0.439571       0.275538                 NaN            NaN            NaN            NaN
  1438.27        500.000        99.2907                 NaN            NaN  0.272190       0.437070                 NaN            NaN            NaN            NaN
  1436.86        500.000        99.2985                 NaN            NaN  0.270071       0.431379                 NaN            NaN            NaN            NaN
  1435.45        500.000        99.3041                 NaN            NaN  0.428261       0.267591                 NaN            NaN            NaN            NaN
  1434.03        500.000        99.3098                 NaN            NaN  0.265282       0.424939                 NaN            NaN            NaN            NaN
  1432.62        500.000        99.3140                 NaN            NaN  0.422902       0.263116                 NaN            NaN            NaN            NaN
  1431.20        500.000        99.3241                 NaN            NaN  0.259146       0.416758                 NaN            NaN            NaN            NaN
  1429.79        500.000        99.3275                 NaN            NaN  0.258130       0.414411                 NaN            NaN            NaN            NaN
  1428.38        500.000        99.3312                 NaN            NaN  0.413566       0.255216                 NaN            NaN            NaN            NaN
  1426.96        500.000        99.3404                 NaN            NaN  0.407171       0.252473                 NaN            NaN            NaN            NaN
  1425.55        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1424.14        500.000        98.6945                 NaN            NaN  0.498378       0.807146                 NaN            NaN            NaN            NaN
  1422.72        500.000        99.3552                 NaN            NaN  0.245822       0.398986                 NaN            NaN            NaN            NaN
  1421.31        500.000        99.3603                 NaN            NaN  0.395912       0.243811                 NaN            NaN            NaN            NaN
  1419.89        500.000        99.3652                 NaN            NaN  0.242199       0.392559                 NaN            NaN            NaN            NaN
  1418.48        500.000        99.3708                 NaN            NaN  0.389773       0.239455                 NaN            NaN            NaN            NaN
  1417.07        500.000        99.3760                 NaN            NaN  0.237357       0.386594                 NaN            NaN            NaN            NaN
  1415.65        500.000        99.3798                 NaN            NaN  0.384683       0.235479                 NaN            NaN            NaN            NaN
  1414.24        500.000        99.3839                 NaN            NaN  0.382364       0.233710                 NaN            NaN            NaN            NaN
  1412.83        500.000        99.3922                 NaN            NaN  0.377418       0.230404                 NaN            NaN            NaN            NaN
  1411.41        500.000        99.3767                 NaN            NaN  0.377907       0.236512       0.887535E-002            NaN            NaN            NaN
  1410.00        500.000        98.3539                 NaN            NaN  0.670756       0.448593       0.526746                 NaN            NaN            NaN
  1408.58        500.000        98.3816                 NaN            NaN  0.659433       0.440825       0.518139                 NaN            NaN            NaN
  1407.17        500.000        98.4108                 NaN            NaN  0.647710       0.432532       0.508935                 NaN            NaN            NaN
  1405.76        500.000        98.4389                 NaN            NaN  0.424826       0.636386       0.499908                 NaN            NaN            NaN
  1404.34        500.000        98.4658                 NaN            NaN  0.417393       0.625357       0.491467                 NaN            NaN            NaN
  1402.93        500.000        98.4928                 NaN            NaN  0.614962       0.409323       0.482920                 NaN            NaN            NaN
  1401.51        500.000        98.5202                 NaN            NaN  0.402368       0.603303       0.474126                 NaN            NaN            NaN
  1400.10        500.000        98.5448                 NaN            NaN  0.395294       0.593627       0.466248                 NaN            NaN            NaN
  1398.69        500.000        99.0336                 NaN  0.977420E-001  0.555444                 NaN  0.313228                 NaN            NaN            NaN
  1397.27        500.000        98.1371                 NaN            NaN   1.03977       0.230083       0.593092                 NaN            NaN            NaN
  1395.86        500.000        98.6171                 NaN            NaN  0.564764       0.374886       0.443216                 NaN            NaN            NaN
  1394.45        500.000        98.6380                 NaN            NaN  0.368939       0.556460       0.436561                 NaN            NaN            NaN
  1393.03        500.000        98.6609                 NaN            NaN  0.547175       0.362679       0.429198                 NaN            NaN            NaN
  1391.62        500.000        98.6823                 NaN            NaN  0.356250       0.539095       0.422360                 NaN            NaN            NaN
  1390.20        500.000        98.6999                 NaN            NaN  0.350826       0.532324       0.416978                 NaN            NaN            NaN
  1388.79        500.000        99.1992                 NaN            NaN  0.541124                 NaN  0.259627                 NaN            NaN            NaN
  1387.38        500.000        98.2645                 NaN            NaN   1.03059       0.151931       0.552973                 NaN            NaN            NaN
  1385.96        500.000        98.7609                 NaN            NaN  0.508220       0.333804       0.397115                 NaN            NaN            NaN
  1384.55        500.000        98.7764                 NaN            NaN  0.329149       0.502123       0.392291                 NaN            NaN            NaN
  1383.14        500.000        98.8003                 NaN            NaN  0.492924       0.322392       0.384348                 NaN            NaN            NaN
  1381.72        500.000        98.8164                 NaN            NaN  0.486565       0.317766       0.379263                 NaN            NaN            NaN
  1380.31        500.000        98.8326                 NaN            NaN  0.313565       0.479796       0.373997                 NaN            NaN            NaN
  1378.89        500.000        98.8513                 NaN            NaN  0.307470       0.473184       0.368064                 NaN            NaN            NaN
  1377.48        500.000        98.8662                 NaN            NaN  0.302874       0.467458       0.363424                 NaN            NaN            NaN
  1376.07        500.000        98.8832                 NaN            NaN  0.460626       0.298434       0.357714                 NaN            NaN            NaN
  1374.65        500.000        98.8985                 NaN            NaN  0.294034       0.454854       0.352636                 NaN            NaN            NaN
  1373.24        500.000        98.9165       0.250940E-001            NaN  0.408759       0.298434       0.351235                 NaN            NaN            NaN
  1371.83        500.000        98.9420       0.114368                 NaN  0.324777       0.259963       0.358845                 NaN            NaN            NaN
  1370.41        500.000        98.9573       0.115432                 NaN  0.320971       0.252080       0.354202                 NaN            NaN            NaN
  1369.00        500.000        98.9731       0.114958                 NaN  0.316648       0.246360       0.348903                 NaN            NaN            NaN
  1367.58        500.000        98.9881       0.115665                 NaN  0.238799       0.313310       0.344150                 NaN            NaN            NaN
  1366.17        500.000        99.0021       0.116216                 NaN  0.231840       0.310168       0.339673                 NaN            NaN            NaN
  1364.76        500.000        99.0153       0.116550                 NaN  0.306473       0.226146       0.335490                 NaN            NaN            NaN
  1363.34        500.000        99.0305       0.116831                 NaN  0.219186       0.302992       0.330502                 NaN            NaN            NaN
  1361.93        500.000        99.0439       0.117400                 NaN  0.299851       0.212550       0.326328                 NaN            NaN            NaN
  1360.52        500.000        99.0516       0.117827                 NaN  0.297807       0.208482       0.324257                 NaN            NaN            NaN
  1359.10        500.000        99.0774       0.117725                 NaN  0.197927       0.291835       0.315078                 NaN            NaN            NaN
  1357.69        500.000        99.0830       0.118198                 NaN  0.290633       0.194520       0.313682                 NaN            NaN            NaN
  1356.27        500.000        99.0906       0.120028                 NaN  0.188692       0.289009       0.311704                 NaN            NaN            NaN
  1354.86        500.000        99.1126       0.117125                 NaN  0.184153       0.282683       0.303447                 NaN            NaN            NaN
  1353.45        500.000        99.1212       0.118774                 NaN  0.177896       0.280874       0.301220                 NaN            NaN            NaN
  1352.03        500.000        99.1323       0.119280                 NaN  0.172397       0.278289       0.297704                 NaN            NaN            NaN
  1350.62        500.000        99.1433       0.118787                 NaN  0.275357       0.168583       0.293955                 NaN            NaN            NaN
  1349.20        500.000        99.1549       0.119011                 NaN  0.163636       0.272210       0.290285                 NaN            NaN            NaN
  1347.79        500.000        99.1657       0.120540                 NaN  0.155978       0.270902       0.286846                 NaN            NaN            NaN
  1346.38        500.000        99.1799       0.118551                 NaN  0.266143       0.153585       0.281807                 NaN            NaN            NaN
  1344.96        500.000        99.1859       0.120231                 NaN  0.264789       0.148377       0.280675                 NaN            NaN            NaN
  1343.55        500.000        99.2032       0.118433                 NaN  0.260454       0.143940       0.273945                 NaN            NaN            NaN
  1342.14        500.000        99.2027       0.121646                 NaN  0.261463       0.138782       0.275362                 NaN            NaN            NaN
  1340.72        500.000        99.2248       0.116017                 NaN  0.253817       0.139206       0.266196                 NaN            NaN            NaN
  1339.31        500.000        99.2299       0.119547                 NaN  0.254050       0.130914       0.265630                 NaN            NaN            NaN
  1337.89        500.000        99.2405       0.118584                 NaN  0.251098       0.127972       0.261861                 NaN            NaN            NaN
  1336.48        500.000        99.2490       0.118544                 NaN  0.124346       0.248992       0.259101                 NaN            NaN            NaN
  1335.07        500.000        99.2583       0.118415                 NaN  0.246750       0.120564       0.255927                 NaN            NaN            NaN
  1333.65        500.000        99.2686       0.117758                 NaN  0.244048       0.117268       0.252341                 NaN            NaN            NaN
  1332.24        500.000        99.2767       0.117856                 NaN  0.242097       0.113649       0.249697                 NaN            NaN            NaN
  1330.83        500.000        99.2857       0.117473                 NaN  0.239889       0.110318       0.246621                 NaN            NaN            NaN
  1329.41        500.000        99.2942       0.117116                 NaN  0.237706       0.107161       0.243788                 NaN            NaN            NaN
  1328.00        500.000        99.3050       0.117369                 NaN  0.234987       0.102413       0.240236                 NaN            NaN            NaN
  1326.58        500.000        99.3116       0.115013                 NaN  0.231415       0.104396       0.237553                 NaN            NaN            NaN
  1325.17        500.000        99.3211       0.115521                 NaN  0.984636E-001  0.230502       0.234445                 NaN            NaN            NaN
  1323.76        500.000        99.3291       0.114755                 NaN  0.228052       0.964064E-001  0.231696                 NaN            NaN            NaN
  1322.34        500.000        99.3371       0.114419                 NaN  0.934601E-001  0.226018       0.228988                 NaN            NaN            NaN
  1320.93        500.000        99.3439       0.113290                 NaN  0.926611E-001  0.223671       0.226514                 NaN            NaN            NaN
  1319.52        500.000        99.3540       0.113866                 NaN  0.873618E-001  0.221567       0.223238                 NaN            NaN            NaN
  1318.10        500.000        99.3602       0.111864                 NaN  0.880262E-001  0.219134       0.220784                 NaN            NaN            NaN
  1316.69        500.000        99.3680       0.111569                 NaN  0.851543E-001  0.217075       0.218184                 NaN            NaN            NaN
  1315.27        500.000        99.3748       0.111107                 NaN  0.215132       0.831202E-001  0.215811                 NaN            NaN            NaN
  1313.86        500.000        99.3825       0.109329                 NaN  0.212724       0.826163E-001  0.212839                 NaN            NaN            NaN
  1312.45        500.000        99.3896       0.109064                 NaN  0.806126E-001  0.210041       0.210661                 NaN            NaN            NaN
  1311.03        500.000        99.3974       0.107675                 NaN  0.208466       0.788990E-001  0.207512                 NaN            NaN            NaN
  1309.62        500.000        99.4035       0.106937                 NaN  0.776561E-001  0.206455       0.205476                 NaN            NaN            NaN
  1308.21        500.000        99.4109       0.106337                 NaN  0.204220       0.756526E-001  0.202931                 NaN            NaN            NaN
  1306.79        500.000        99.4176       0.104957                 NaN  0.201852       0.751592E-001  0.200422                 NaN            NaN            NaN
  1305.38        500.000        99.4242       0.104008                 NaN  0.738187E-001  0.199873       0.198074                 NaN            NaN            NaN
  1303.96        500.000        99.4305       0.103060                 NaN  0.197986       0.726764E-001  0.195814                 NaN            NaN            NaN
  1302.55        500.000        99.4365       0.101635                 NaN  0.195963       0.724001E-001  0.193517                 NaN            NaN            NaN
  1301.14        500.000        99.4437       0.100786                 NaN  0.708832E-001  0.193676       0.190999                 NaN            NaN            NaN
  1299.72        500.000        99.4457       0.103246                 NaN  0.650523E-001  0.195143       0.190871                 NaN            NaN            NaN
  1298.31        500.000        99.4579       0.942721E-001            NaN  0.186337       0.765148E-001  0.184946                 NaN            NaN            NaN
  1296.89        500.000        99.4616       0.981968E-001            NaN  0.187896       0.676703E-001  0.184683                 NaN            NaN            NaN
  1295.48        500.000        99.4667       0.942162E-001            NaN  0.185069       0.719667E-001  0.182073                 NaN            NaN            NaN
  1294.07        500.000        99.4718       0.947439E-001            NaN  0.184151       0.687603E-001  0.180593                 NaN            NaN            NaN
  1292.65        500.000        99.4796       0.924222E-001            NaN  0.698674E-001  0.180528       0.177536                 NaN            NaN            NaN
  1291.24        500.000        99.4823       0.915630E-001            NaN  0.179075       0.702117E-001  0.176849                 NaN            NaN            NaN
  1289.83        500.000        99.4914       0.908468E-001            NaN  0.177136       0.674935E-001  0.173163                 NaN            NaN            NaN
  1288.41        500.000        99.4946       0.884489E-001            NaN  0.174726       0.702045E-001  0.171971                 NaN            NaN            NaN
  1287.00        500.000        99.4998       0.870532E-001            NaN  0.702562E-001  0.172884       0.169957                 NaN            NaN            NaN
  1285.58        500.000        99.5055       0.859681E-001            NaN  0.170895       0.697078E-001  0.167930                 NaN            NaN            NaN
  1284.17        500.000        99.5105       0.842128E-001            NaN  0.707457E-001  0.168562       0.166024                 NaN            NaN            NaN
  1282.76        500.000        99.5156       0.843602E-001            NaN  0.678605E-001  0.167758       0.164373                 NaN            NaN            NaN
  1281.34        500.000        97.7284       0.811234E-001            NaN  0.286024       0.367794       0.357605        1.17908                 NaN            NaN
  1279.93        500.000        90.6636       0.607485E-001            NaN   1.57786       0.747579        1.12722        5.82297                 NaN            NaN
  1278.52        500.000        91.3533       0.546534E-001            NaN  0.693862        1.47341        1.05149        5.37328                 NaN            NaN
  1277.10        500.000        91.9424       0.481228E-001            NaN   1.38853       0.646380       0.986752        4.98782                 NaN            NaN
  1275.69        500.000        92.4773       0.439374E-001            NaN  0.604282        1.30699       0.927530        4.63998                 NaN            NaN
  1274.27        500.000        92.9369       0.375525E-001            NaN   1.24400       0.565111       0.876544        4.33988                 NaN            NaN
  1272.86        500.000        93.3657       0.353603E-001            NaN   1.17749       0.530657       0.828748        4.06205                 NaN            NaN
  1271.45        500.000        93.7465       0.323581E-001            NaN   1.11983       0.499435       0.785911        3.81592                 NaN            NaN
  1270.03        500.000        94.0865       0.291346E-001            NaN  0.469680        1.07166       0.747779        3.59529                 NaN            NaN
  1268.62        500.000        94.3930       0.267201E-001            NaN  0.443496        1.02641       0.713113        3.39728                 NaN            NaN
  1267.21        500.000        94.6702       0.244128E-001            NaN  0.987996       0.418076       0.682027        3.21731                 NaN            NaN
  1265.79        500.000        94.9346       0.219839E-001            NaN  0.949178       0.394957       0.651499        3.04780                 NaN            NaN
  1264.38        500.000        95.1686       0.185914E-001            NaN  0.371647       0.919830       0.624635        2.89672                 NaN            NaN
  1262.96        500.000        95.3839       0.164261E-001            NaN  0.351086       0.890322       0.599831        2.75842                 NaN            NaN
  1261.55        500.000        95.5802       0.133592E-001            NaN  0.330706       0.866598       0.577092        2.63200                 NaN            NaN
  1260.14        500.000        95.7611       0.918750E-002            NaN  0.848767       0.309585       0.555915        2.51541                 NaN            NaN
  1258.72        500.000        95.9333       0.682516E-002            NaN  0.828231       0.291039       0.535709        2.40491                 NaN            NaN
  1257.31        500.000        96.0843       0.303734E-002            NaN  0.815789       0.271388       0.518004        2.30747                 NaN            NaN
  1255.89        500.000        96.2295       0.340526E-002            NaN  0.256855       0.794507       0.501099        2.21465                 NaN            NaN
  1254.48        500.000        96.3665                 NaN            NaN  0.238020       0.783628       0.484728        2.12715                 NaN            NaN
  1253.07        500.000        96.4976       0.852413E-002            NaN  0.745125       0.233812       0.469832        2.04514                 NaN            NaN
  1251.65        500.000        96.6140       0.126159E-005            NaN  0.209436       0.751252       0.455390        1.96995                 NaN            NaN
  1250.24        500.000        96.7267                 NaN            NaN  0.737907       0.195118       0.442050        1.89826                 NaN            NaN
  1248.83        500.000        96.8309                 NaN            NaN  0.726022       0.181409       0.429514        1.83215                 NaN            NaN
  1247.41        500.000        96.9264                 NaN            NaN  0.167700       0.716452       0.418077        1.77139                 NaN            NaN
  1246.00        500.000        96.6657       0.111971E-005            NaN  0.667472       0.250059       0.450922        1.92960       0.362930E-001            NaN
  1244.58        500.000        96.5397       0.962136E-001            NaN  0.335012       0.460312       0.470986        2.03036       0.674510E-001            NaN
  1243.17        500.000        96.6933       0.148242                 NaN  0.528760       0.158185       0.453385        1.95134       0.668207E-001            NaN
  1241.76        500.000        96.8266       0.142810                 NaN  0.508995       0.150321       0.435270        1.87235       0.636644E-001            NaN
  1240.34        500.000        96.9492       0.137460                 NaN  0.489581       0.144381       0.418461        1.80013       0.607478E-001            NaN
  1238.93        500.000        97.0699       0.132285                 NaN  0.138240       0.470988       0.401819        1.72890       0.578912E-001            NaN
  1237.52        500.000        97.1764       0.127149                 NaN  0.453038       0.134638       0.386960        1.66649       0.553007E-001            NaN
  1236.10        500.000        97.2813       0.122491                 NaN  0.129929       0.436017       0.372380        1.60511       0.527762E-001            NaN
  1234.69        500.000        97.3781       0.116928                 NaN  0.129840       0.417775       0.358742        1.54828       0.503683E-001            NaN
  1233.27        500.000        97.4697       0.111855                 NaN  0.400326       0.129507       0.345741        1.49480       0.480867E-001            NaN
  1231.86        500.000        97.5571       0.106720                 NaN  0.383352       0.129972       0.333318        1.44365       0.458970E-001            NaN
  1230.45        500.000        97.6386       0.100495                 NaN  0.135281       0.364518       0.321609        1.39571       0.437733E-001            NaN
  1229.03        500.000        97.7160       0.955221E-001            NaN  0.137467       0.348003       0.310369        1.35083       0.417728E-001            NaN
  1227.62        500.000        97.7899       0.895815E-001            NaN  0.330220       0.143407       0.299792        1.30726       0.398160E-001            NaN
  1226.21        500.000        97.8599       0.832799E-001            NaN  0.311334       0.151880       0.289550        1.26613       0.378859E-001            NaN
  1224.79        500.000        97.8815       0.442076E-002            NaN  0.423792       0.140106       0.285781        1.23198       0.323706E-001            NaN
  1223.38        500.000        96.3988                 NaN            NaN  0.363206       0.478667       0.489884        2.21626       0.531710E-001            NaN
  1221.96        500.000        99.7237       0.701475E-001            NaN  0.874514E-001            NaN  0.273247E-001  0.786509E-001  0.127229E-001            NaN
  1220.55        500.000        98.1253       0.139648                 NaN  0.329179                 NaN  0.256859        1.11620       0.328569E-001            NaN
  1219.14        500.000        96.2176       0.256476                 NaN  0.696039                 NaN  0.517986        2.24485       0.670415E-001            NaN
  1217.72        500.000        99.0250       0.530196E-001            NaN  0.179679                 NaN  0.133678       0.587518       0.211007E-001            NaN
  1216.31        500.000        99.1550       0.453705E-002            NaN  0.885814E-001  0.151119       0.113303       0.477589       0.990940E-002            NaN
  1214.90        500.000        99.7994       0.134358E-002            NaN  0.240101E-001            NaN  0.106459E-001  0.164620                 NaN            NaN
  1213.48        500.000        96.4570                 NaN            NaN  0.310954       0.623232       0.466468        2.09452       0.477903E-001            NaN
  1212.07        500.000        98.5934                 NaN            NaN  0.189254E-001  0.402123       0.204599       0.754939       0.260432E-001            NaN
  1210.65        500.000        98.4980                 NaN            NaN  0.321931       0.775995E-001  0.205996       0.872962       0.235225E-001            NaN
  1209.24        500.000        98.9310       0.931324E-006            NaN  0.609187E-001  0.206736       0.105028       0.692268       0.400878E-002            NaN
  1207.83        500.000        98.6342       0.551937E-001            NaN  0.271128                 NaN  0.167250       0.847829       0.243504E-001            NaN
  1206.41        500.000        97.6374                 NaN            NaN  0.473298       0.877501E-001  0.300977        1.45716       0.434358E-001            NaN
  1205.00        500.000        99.4728       0.319895E-001            NaN  0.988342E-001            NaN  0.588932E-001  0.337336       0.186510E-003            NaN
