|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m2.75/T13/T13_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1581.33        500.000        99.6199                 NaN            NaN  0.362036       0.180253E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.83        500.000        99.1476                 NaN            NaN  0.814299       0.380556E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.33        500.000        99.1415                 NaN            NaN  0.818398       0.401189E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.83        500.000        99.1453                 NaN            NaN  0.815774       0.389327E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.33        500.000        99.1643                 NaN            NaN  0.797597       0.381171E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.82        500.000        99.1636                 NaN            NaN  0.801643       0.347085E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.32        500.000        99.1765                 NaN            NaN  0.787968       0.354974E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.82        500.000        99.1812                 NaN            NaN  0.784389       0.344388E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.32        500.000        99.1884                 NaN            NaN  0.779118       0.325164E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.81        500.000        99.1968                 NaN            NaN  0.770746       0.324587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.31        500.000        99.1929                 NaN            NaN  0.772925       0.341925E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.81        500.000        99.2215                 NaN            NaN  0.748371       0.301389E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.31        500.000        99.2208                 NaN            NaN  0.751345       0.278883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.81        500.000        99.3192                 NaN            NaN  0.654421       0.264179E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.30        500.000        99.1365                 NaN            NaN  0.834991       0.284820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.80        500.000        99.2394                 NaN            NaN  0.734961       0.256342E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.30        500.000        99.2411                 NaN            NaN  0.732369       0.265743E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.80        500.000        99.2569                 NaN            NaN  0.718922       0.241671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.30        500.000        99.2539                 NaN            NaN  0.726696       0.194229E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.79        500.000        99.2654                 NaN            NaN  0.712212       0.223382E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.29        500.000        99.2062                 NaN            NaN  0.767248       0.265591E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.79        500.000        99.3419                 NaN            NaN  0.641228       0.169199E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.29        500.000        99.2654                 NaN            NaN  0.677190       0.573891E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.78        500.000        99.3096                 NaN            NaN  0.630730       0.596718E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.28        500.000        99.2920                 NaN            NaN  0.707964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.78        500.000        99.3073                 NaN            NaN  0.671843       0.209045E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.28        500.000        99.2934                 NaN            NaN  0.704328       0.226880E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.78        500.000        99.3114                 NaN            NaN  0.688597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.27        500.000        99.2245                 NaN            NaN  0.775532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.77        500.000        99.4100                 NaN            NaN  0.590021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.27        500.000        99.3261                 NaN            NaN  0.673870       0.106360E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.77        500.000        99.3291                 NaN            NaN  0.668396       0.248778E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.27        500.000        99.3354                 NaN            NaN  0.656123       0.848412E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.76        500.000        99.3390                 NaN            NaN  0.654640       0.637364E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.26        500.000        99.3449                 NaN            NaN  0.635652       0.194822E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.76        500.000        98.6864                 NaN            NaN   1.24176       0.718585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.26        500.000        99.8276                 NaN            NaN  0.164733       0.768576E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.75        500.000        99.9006                 NaN            NaN  0.972103E-001  0.217760E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.25        500.000        99.0256                 NaN            NaN  0.974391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.75        500.000        99.3686                 NaN            NaN  0.624907       0.647090E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.25        500.000        99.3709                 NaN            NaN  0.629115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.75        500.000        99.3803                 NaN            NaN  0.607054       0.126896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.24        500.000        99.3801                 NaN            NaN  0.619930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.74        500.000        99.3853                 NaN            NaN  0.614676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.24        500.000        99.3828                 NaN            NaN  0.577497       0.396612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.74        500.000        99.4055                 NaN            NaN  0.594466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.23        500.000        99.3965                 NaN            NaN  0.603465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.73        500.000        99.3993                 NaN            NaN  0.600727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.23        500.000        99.4075                 NaN            NaN  0.592473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.73        500.000        99.4084                 NaN            NaN  0.591605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.23        500.000        99.4118                 NaN            NaN  0.588167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        500.000        99.4168                 NaN            NaN  0.583158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.22        500.000        99.3911                 NaN            NaN  0.608927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.72        500.000        99.6432                 NaN            NaN  0.356838       0.437954E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.22        500.000        99.2378                 NaN            NaN  0.762221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.72        500.000        99.4286                 NaN            NaN  0.571377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.21        500.000        99.3819                 NaN            NaN  0.618130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.71        500.000        99.5217                 NaN            NaN  0.478348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.21        500.000        99.4070                 NaN            NaN  0.592992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.71        500.000        98.7767                 NaN            NaN   1.22328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.20        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.70        500.000        99.5235                 NaN            NaN  0.209659                 NaN            NaN  0.266811                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.20        500.000        99.3283                 NaN            NaN  0.501900E-001  0.279259E-005            NaN  0.621495                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.70        500.000        99.3269                 NaN            NaN            NaN            NaN            NaN  0.673057                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.20        500.000        99.3255                 NaN            NaN            NaN            NaN            NaN  0.674537                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.69        500.000        99.4696                 NaN            NaN            NaN            NaN            NaN  0.530355                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.19        500.000        99.1931                 NaN            NaN  0.374801E-001            NaN            NaN  0.769373                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.69        500.000        99.3304                 NaN            NaN            NaN            NaN            NaN  0.669614                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.19        500.000        99.3307                 NaN            NaN            NaN            NaN            NaN  0.669282                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.69        500.000        99.3294                 NaN            NaN            NaN            NaN            NaN  0.670581                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.18        500.000        99.3285                 NaN            NaN            NaN            NaN            NaN  0.671535                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.68        500.000        99.3270                 NaN            NaN            NaN            NaN            NaN  0.672959                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.18        500.000        99.3266                 NaN            NaN            NaN            NaN            NaN  0.673389                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.68        500.000        99.3237                 NaN            NaN            NaN            NaN            NaN  0.676296                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.17        500.000        99.3200                 NaN            NaN            NaN            NaN            NaN  0.679960                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.3169                 NaN            NaN            NaN            NaN            NaN  0.683061                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.17        500.000        99.3142                 NaN            NaN            NaN            NaN            NaN  0.685819                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.67        500.000        99.3052                 NaN            NaN            NaN            NaN            NaN  0.694827                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.17        500.000        99.2988                 NaN            NaN            NaN            NaN            NaN  0.701215                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.66        500.000        99.2220                 NaN            NaN            NaN            NaN            NaN  0.652624       0.125375                 NaN            NaN            NaN            NaN            NaN
  1461.16        500.000        98.8951                 NaN            NaN            NaN            NaN            NaN  0.732822       0.372093                 NaN            NaN            NaN            NaN            NaN
  1459.66        500.000        98.9069                 NaN            NaN            NaN            NaN            NaN  0.726230       0.366863                 NaN            NaN            NaN            NaN            NaN
  1458.16        500.000        98.9158                 NaN            NaN            NaN            NaN            NaN  0.720019       0.364209                 NaN            NaN            NaN            NaN            NaN
  1456.66        500.000        98.9283                 NaN            NaN            NaN            NaN            NaN  0.360322       0.711366                 NaN            NaN            NaN            NaN            NaN
  1455.15        500.000        98.9392                 NaN            NaN            NaN            NaN            NaN  0.355261       0.705562                 NaN            NaN            NaN            NaN            NaN
  1453.65        500.000        98.9480                 NaN            NaN            NaN            NaN            NaN  0.352646       0.699360                 NaN            NaN            NaN            NaN            NaN
  1452.15        500.000        98.9592                 NaN            NaN            NaN            NaN            NaN  0.348076       0.692719                 NaN            NaN            NaN            NaN            NaN
  1450.65        500.000        98.9683                 NaN            NaN            NaN            NaN            NaN  0.687601       0.344144                 NaN            NaN            NaN            NaN            NaN
  1449.14        500.000        98.9774                 NaN            NaN            NaN            NaN            NaN  0.681783       0.340794                 NaN            NaN            NaN            NaN            NaN
  1447.64        500.000        98.9860                 NaN            NaN            NaN            NaN            NaN  0.677478       0.336490                 NaN            NaN            NaN            NaN            NaN
  1446.14        500.000        98.9973                 NaN            NaN            NaN            NaN            NaN  0.669258       0.333446                 NaN            NaN            NaN            NaN            NaN
  1444.64        500.000        99.0058                 NaN            NaN            NaN            NaN            NaN  0.664062       0.330108                 NaN            NaN            NaN            NaN            NaN
  1443.14        500.000        99.0121                 NaN            NaN            NaN            NaN            NaN  0.326955       0.660907                 NaN            NaN            NaN            NaN            NaN
  1441.63        500.000        99.0240                 NaN            NaN            NaN            NaN            NaN  0.652541       0.323429                 NaN            NaN            NaN            NaN            NaN
  1440.13        500.000        99.0306                 NaN            NaN            NaN            NaN            NaN  0.648891       0.320535                 NaN            NaN            NaN            NaN            NaN
  1438.63        500.000        99.0396                 NaN            NaN            NaN            NaN            NaN  0.643672       0.316708                 NaN            NaN            NaN            NaN            NaN
  1437.13        500.000        99.0473                 NaN            NaN            NaN            NaN            NaN  0.313691       0.639009                 NaN            NaN            NaN            NaN            NaN
  1435.63        500.000        98.9668                 NaN            NaN            NaN            NaN            NaN  0.647534       0.350056                 NaN  0.356085E-001            NaN            NaN            NaN
  1434.12        500.000        97.0833                 NaN            NaN            NaN            NaN            NaN  0.909352        1.19888                 NaN  0.808425                 NaN            NaN            NaN
  1432.62        500.000        96.9713                 NaN            NaN            NaN            NaN            NaN   1.24893       0.918895                 NaN  0.860834                 NaN            NaN            NaN
  1431.12        500.000        97.0666                 NaN            NaN            NaN            NaN            NaN  0.890019        1.20925                 NaN  0.834157                 NaN            NaN            NaN
  1429.62        500.000        97.1228                 NaN            NaN            NaN            NaN            NaN   1.18478       0.874387                 NaN  0.818067                 NaN            NaN            NaN
  1428.11        500.000        97.1905                 NaN            NaN            NaN            NaN            NaN  0.854548        1.15574                 NaN  0.799206                 NaN            NaN            NaN
  1426.61        500.000        97.2518                 NaN            NaN            NaN            NaN            NaN  0.836049        1.13001                 NaN  0.782114                 NaN            NaN            NaN
  1425.11        500.000        97.3161                 NaN            NaN            NaN            NaN            NaN  0.818104        1.10249                 NaN  0.763289                 NaN            NaN            NaN
  1423.61        500.000        97.3706                 NaN            NaN            NaN            NaN            NaN  0.801378        1.08041                 NaN  0.747624                 NaN            NaN            NaN
  1422.11        500.000        97.4241                 NaN            NaN            NaN            NaN            NaN  0.785806        1.05763                 NaN  0.732513                 NaN            NaN            NaN
  1420.60        500.000        97.4788                 NaN            NaN            NaN            NaN            NaN  0.769987        1.03456                 NaN  0.716628                 NaN            NaN            NaN
  1419.10        500.000        97.5285                 NaN            NaN            NaN            NaN            NaN  0.755011        1.01381                 NaN  0.702722                 NaN            NaN            NaN
  1417.60        500.000        97.5746                 NaN            NaN            NaN            NaN            NaN  0.742786       0.993698                 NaN  0.688947                 NaN            NaN            NaN
  1416.10        500.000        97.6288                 NaN            NaN            NaN            NaN            NaN  0.971707       0.725984                 NaN  0.673555                 NaN            NaN            NaN
  1414.59        500.000        97.6674                 NaN            NaN            NaN            NaN            NaN  0.714623       0.955432                 NaN  0.662568                 NaN            NaN            NaN
  1413.09        500.000        97.7199                 NaN            NaN            NaN            NaN            NaN  0.934491       0.698311                 NaN  0.647312                 NaN            NaN            NaN
  1411.59        500.000        97.7588                 NaN            NaN            NaN            NaN            NaN  0.687462       0.917816                 NaN  0.635960                 NaN            NaN            NaN
  1410.09        500.000        97.8008                 NaN            NaN            NaN            NaN            NaN  0.675094       0.900381                 NaN  0.623683                 NaN            NaN            NaN
  1408.59        500.000        97.8166                 NaN            NaN            NaN            NaN            NaN  0.666772       0.896198                 NaN  0.620415                 NaN            NaN            NaN
  1407.08        500.000        97.9119                 NaN            NaN            NaN            NaN            NaN  0.642618       0.854563                 NaN  0.590892                 NaN            NaN            NaN
  1405.58        500.000        97.9153                 NaN            NaN            NaN            NaN            NaN  0.639891       0.854261                 NaN  0.590549                 NaN            NaN            NaN
  1404.08        500.000        97.9527                 NaN            NaN            NaN            NaN            NaN  0.628411       0.839051                 NaN  0.579887                 NaN            NaN            NaN
  1402.58        500.000        97.9865                 NaN            NaN            NaN            NaN            NaN  0.825363       0.618340                 NaN  0.569806                 NaN            NaN            NaN
  1401.08        500.000        98.0201                 NaN            NaN            NaN            NaN            NaN  0.811778       0.608360                 NaN  0.559790                 NaN            NaN            NaN
  1399.57        500.000        98.0522                 NaN            NaN            NaN            NaN            NaN  0.799129       0.598215                 NaN  0.550412                 NaN            NaN            NaN
  1398.07        500.000        98.0845                 NaN            NaN            NaN            NaN            NaN  0.588843       0.785757                 NaN  0.540929                 NaN            NaN            NaN
  1396.57        500.000        98.1129                 NaN            NaN            NaN            NaN            NaN  0.774920       0.579047                 NaN  0.533175                 NaN            NaN            NaN
  1395.07        500.000        98.1488                 NaN            NaN            NaN            NaN            NaN  0.568423       0.760885                 NaN  0.521912                 NaN            NaN            NaN
  1393.56        500.000        98.1181                 NaN            NaN            NaN            NaN            NaN  0.758683       0.587579                 NaN  0.535642                 NaN            NaN            NaN
  1392.06        500.000        98.2551                 NaN            NaN            NaN            NaN            NaN  0.525274       0.735179                 NaN  0.484441                 NaN            NaN            NaN
  1390.56        500.000        98.2290                 NaN            NaN            NaN            NaN            NaN  0.543173       0.729459                 NaN  0.498345                 NaN            NaN            NaN
  1389.06        500.000        98.2565                 NaN            NaN            NaN            NaN            NaN  0.535240       0.718092                 NaN  0.490140                 NaN            NaN            NaN
  1387.56        500.000        98.2819                 NaN            NaN            NaN            NaN            NaN  0.708878       0.526564                 NaN  0.482674                 NaN            NaN            NaN
  1386.05        500.000        98.3065                 NaN            NaN            NaN            NaN            NaN  0.699531       0.518655                 NaN  0.475336                 NaN            NaN            NaN
  1384.55        500.000        98.3298                 NaN            NaN            NaN            NaN            NaN  0.511491       0.690388                 NaN  0.468275                 NaN            NaN            NaN
  1383.05        500.000        98.3540                 NaN            NaN            NaN            NaN            NaN  0.503652       0.681160                 NaN  0.461154                 NaN            NaN            NaN
  1381.55        500.000        98.3755                 NaN            NaN            NaN            NaN            NaN  0.672528       0.497458                 NaN  0.454510                 NaN            NaN            NaN
  1380.05        500.000        98.4001                 NaN            NaN            NaN  0.141007E-005            NaN  0.663638       0.488743                 NaN  0.447544                 NaN            NaN            NaN
  1378.54        500.000        98.4226                 NaN            NaN            NaN            NaN            NaN  0.481252       0.655555                 NaN  0.440617                 NaN            NaN            NaN
  1377.04        500.000        98.4429                 NaN            NaN            NaN  0.111357E-001            NaN  0.627802       0.482216                 NaN  0.435921                 NaN            NaN            NaN
  1375.54        500.000        98.4692                 NaN            NaN            NaN  0.268745                 NaN  0.153915       0.648438                 NaN  0.459702                 NaN            NaN            NaN
  1374.04        500.000        98.4905                 NaN            NaN            NaN  0.270747                 NaN  0.138906       0.646282                 NaN  0.453602                 NaN            NaN            NaN
  1372.53        500.000        98.5134                 NaN            NaN            NaN  0.272296                 NaN  0.641796       0.125726                 NaN  0.446824                 NaN            NaN            NaN
  1371.03        500.000        98.5338                 NaN            NaN            NaN  0.273741                 NaN  0.639171       0.112308                 NaN  0.440979                 NaN            NaN            NaN
  1369.53        500.000        98.5546                 NaN            NaN            NaN  0.275256                 NaN  0.993950E-001  0.636019                 NaN  0.434736                 NaN            NaN            NaN
  1368.03        500.000        98.5738                 NaN            NaN            NaN  0.277769                 NaN  0.858346E-001  0.633272                 NaN  0.429364                 NaN            NaN            NaN
  1366.53        500.000        98.5958                 NaN            NaN            NaN  0.277425                 NaN  0.742639E-001  0.630028                 NaN  0.422451                 NaN            NaN            NaN
  1365.02        500.000        98.6148                 NaN            NaN            NaN  0.279743                 NaN  0.628403       0.597957E-001            NaN  0.417232                 NaN            NaN            NaN
  1363.52        500.000        98.6336                 NaN            NaN            NaN  0.280237                 NaN  0.625037       0.496032E-001            NaN  0.411492                 NaN            NaN            NaN
  1362.02        500.000        98.6514                 NaN            NaN            NaN  0.282042                 NaN  0.369640E-001  0.623198                 NaN  0.406361                 NaN            NaN            NaN
  1360.52        500.000        98.6711                 NaN            NaN            NaN  0.281765                 NaN  0.618822       0.279480E-001            NaN  0.400370                 NaN            NaN            NaN
  1359.02        500.000        98.6898                 NaN            NaN            NaN  0.283026                 NaN  0.617522       0.148246E-001            NaN  0.394820                 NaN            NaN            NaN
  1357.51        500.000        98.7047                 NaN            NaN            NaN  0.283015                 NaN  0.615632       0.654157E-002            NaN  0.390124                 NaN            NaN            NaN
  1356.01        500.000        98.7225                 NaN            NaN            NaN  0.282241                 NaN  0.610544                 NaN            NaN  0.384715                 NaN            NaN            NaN
  1354.51        500.000        98.7346                 NaN            NaN            NaN  0.282531                 NaN  0.600964                 NaN            NaN  0.381890                 NaN            NaN            NaN
  1353.01        500.000        98.7610                 NaN            NaN            NaN  0.273602                 NaN  0.593905                 NaN            NaN  0.371484                 NaN            NaN            NaN
  1351.50        500.000        98.7696                 NaN            NaN            NaN  0.276617                 NaN  0.584102                 NaN            NaN  0.369696                 NaN            NaN            NaN
  1350.00        500.000        98.7847                 NaN            NaN            NaN  0.273075                 NaN  0.577603                 NaN            NaN  0.364651                 NaN            NaN            NaN
  1348.50        500.000        98.7996                 NaN            NaN            NaN  0.267516                 NaN  0.573582                 NaN            NaN  0.359300                 NaN            NaN            NaN
  1347.00        500.000        98.8126                 NaN            NaN            NaN  0.264142                 NaN  0.568320                 NaN            NaN  0.354957                 NaN            NaN            NaN
  1345.50        500.000        98.8269                 NaN            NaN            NaN  0.260118                 NaN  0.562786                 NaN            NaN  0.350236                 NaN            NaN            NaN
  1343.99        500.000        98.8424                 NaN            NaN            NaN  0.258927                 NaN  0.553511                 NaN            NaN  0.345182                 NaN            NaN            NaN
  1342.49        500.000        98.8557                 NaN            NaN            NaN  0.258378                 NaN  0.544808                 NaN            NaN  0.341091                 NaN            NaN            NaN
  1340.99        500.000        98.8690                 NaN            NaN            NaN  0.255075                 NaN  0.539432                 NaN            NaN  0.336521                 NaN            NaN            NaN
  1339.49        500.000        98.8825                 NaN            NaN            NaN  0.249859                 NaN  0.535773                 NaN            NaN  0.331833                 NaN            NaN            NaN
  1337.98        500.000        98.8962                 NaN            NaN            NaN  0.247357                 NaN  0.529121                 NaN            NaN  0.327341                 NaN            NaN            NaN
  1336.48        500.000        98.9099                 NaN            NaN            NaN  0.246463                 NaN  0.520477                 NaN            NaN  0.323118                 NaN            NaN            NaN
  1334.98        500.000        98.9212                 NaN            NaN            NaN  0.242190                 NaN  0.517663                 NaN            NaN  0.318941                 NaN            NaN            NaN
  1333.48        500.000        98.9348                 NaN            NaN            NaN  0.241048                 NaN  0.509351                 NaN            NaN  0.314825                 NaN            NaN            NaN
  1331.98        500.000        98.9471                 NaN            NaN            NaN  0.237291                 NaN  0.505275                 NaN            NaN  0.310305                 NaN            NaN            NaN
  1330.47        500.000        98.9537                 NaN            NaN            NaN  0.228183                 NaN  0.510352                 NaN            NaN  0.307716                 NaN            NaN            NaN
  1328.97        500.000        98.9733                 NaN            NaN            NaN  0.231287                 NaN  0.494270                 NaN            NaN  0.301146                 NaN            NaN            NaN
  1327.47        500.000        98.9825                 NaN            NaN            NaN  0.229448                 NaN  0.489411                 NaN            NaN  0.298595                 NaN            NaN            NaN
  1325.97        500.000        98.9944                 NaN            NaN            NaN  0.226054                 NaN  0.485154                 NaN            NaN  0.294439                 NaN            NaN            NaN
  1324.47        500.000        99.0060                 NaN            NaN            NaN  0.226172                 NaN  0.477029                 NaN            NaN  0.290772                 NaN            NaN            NaN
  1322.96        500.000        99.0173                 NaN            NaN            NaN  0.221722                 NaN  0.473887                 NaN            NaN  0.287123                 NaN            NaN            NaN
  1321.46        500.000        99.0291                 NaN            NaN            NaN  0.218680                 NaN  0.469517                 NaN            NaN  0.282693                 NaN            NaN            NaN
  1319.96        500.000        99.0398                 NaN            NaN            NaN  0.216565                 NaN  0.464303                 NaN            NaN  0.279308                 NaN            NaN            NaN
  1318.46        500.000        99.0521                 NaN            NaN            NaN  0.210401                 NaN  0.461576                 NaN            NaN  0.275924                 NaN            NaN            NaN
  1316.95        500.000        99.0631                 NaN            NaN            NaN  0.211000                 NaN  0.454773                 NaN            NaN  0.271165                 NaN            NaN            NaN
  1315.45        500.000        99.0709                 NaN            NaN            NaN  0.209050                 NaN  0.451328                 NaN            NaN  0.268691                 NaN            NaN            NaN
  1313.95        500.000        99.0817                 NaN            NaN            NaN  0.205439                 NaN  0.447814                 NaN            NaN  0.265073                 NaN            NaN            NaN
  1312.45        500.000        99.0924                 NaN            NaN            NaN  0.204993                 NaN  0.440994                 NaN            NaN  0.261632                 NaN            NaN            NaN
  1310.95        500.000        99.1026                 NaN            NaN            NaN  0.202182                 NaN  0.436912                 NaN            NaN  0.258259                 NaN            NaN            NaN
  1309.44        500.000        99.1113                 NaN            NaN            NaN  0.199101                 NaN  0.434583                 NaN            NaN  0.255036                 NaN            NaN            NaN
  1307.94        500.000        99.1228                 NaN            NaN            NaN  0.196660                 NaN  0.429278                 NaN            NaN  0.251295                 NaN            NaN            NaN
  1306.44        500.000        99.1320                 NaN            NaN            NaN  0.193613                 NaN  0.426230                 NaN            NaN  0.248205                 NaN            NaN            NaN
  1304.94        500.000        99.1421                 NaN            NaN            NaN  0.191551                 NaN  0.421412                 NaN            NaN  0.244915                 NaN            NaN            NaN
  1303.44        500.000        99.1509                 NaN            NaN            NaN  0.187861                 NaN  0.419483                 NaN            NaN  0.241778                 NaN            NaN            NaN
