|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m2.75/T13/T13_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1013.52        500.000                 NaN            NaN            NaN            NaN   3.32323                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
  1012.02        500.000                 NaN            NaN            NaN            NaN   3.32323                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
  1010.52        500.000                 NaN            NaN            NaN            NaN   3.32323                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
  1009.01        500.000                 NaN            NaN            NaN            NaN   3.32323                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
  1007.51        500.000                 NaN            NaN            NaN            NaN   3.32323                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
  1006.01        500.000                 NaN            NaN            NaN            NaN   3.32323                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
  1004.51        500.000                 NaN            NaN            NaN            NaN   3.32323                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
  1003.00        500.000                 NaN            NaN            NaN            NaN   3.32323                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
  1001.50        500.000                 NaN            NaN            NaN            NaN   3.32323                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
  1000.00        500.000                 NaN            NaN            NaN            NaN   3.32323                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
