|6.6.6
Archiving\03_Data\eqfrac/QFM/Y98/Y98_3.tab                                
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             Sp(TH)         San(TH)        ilm            q             
  1433.03        2500.00        98.9579       0.655880       0.350379                 NaN  0.358288E-001            NaN            NaN            NaN            NaN            NaN
  1431.81        2500.00        99.2772       0.275602       0.447205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1430.60        2500.00        99.2790       0.274610       0.446390                 NaN  0.106737E-005            NaN            NaN            NaN            NaN            NaN
  1429.39        2500.00        99.2879       0.449651       0.236600                 NaN  0.258246E-001            NaN            NaN            NaN            NaN            NaN
  1428.17        2500.00        98.8659       0.478250       0.359830                 NaN  0.625813E-001  0.233454                 NaN            NaN            NaN            NaN
  1426.96        2500.00        98.3775       0.520010       0.358272                 NaN  0.214556       0.529712                 NaN            NaN            NaN            NaN
  1425.75        2500.00        98.3886       0.517554       0.349460                 NaN  0.217092       0.527320                 NaN            NaN            NaN            NaN
  1424.54        2500.00        98.4093       0.511880       0.341301                 NaN  0.216879       0.520685                 NaN            NaN            NaN            NaN
  1423.32        2500.00        98.4282       0.332975       0.506882                 NaN  0.217190       0.514736                 NaN            NaN            NaN            NaN
  1422.11        2500.00        98.4484       0.324569       0.501484                 NaN  0.217001       0.508590                 NaN            NaN            NaN            NaN
  1420.90        2500.00        98.4669       0.316579       0.496473                 NaN  0.217175       0.502853                 NaN            NaN            NaN            NaN
  1419.68        2500.00        98.4860       0.491239       0.308532                 NaN  0.217348       0.496862                 NaN            NaN            NaN            NaN
  1418.47        2500.00        98.5027       0.487294       0.300453                 NaN  0.217711       0.491862                 NaN            NaN            NaN            NaN
  1417.26        2500.00        98.5219       0.482215       0.292823                 NaN  0.217409       0.485689                 NaN            NaN            NaN            NaN
  1416.04        2500.00        98.5374       0.478372       0.285205                 NaN  0.217933       0.481137                 NaN            NaN            NaN            NaN
  1414.83        2500.00        98.5556       0.277891       0.473418                 NaN  0.217852       0.475270                 NaN            NaN            NaN            NaN
  1413.62        2500.00        98.5700       0.470020       0.270515                 NaN  0.218519       0.470973                 NaN            NaN            NaN            NaN
  1412.41        2500.00        98.5886       0.263618       0.464714                 NaN  0.218133       0.464963                 NaN            NaN            NaN            NaN
  1411.19        2500.00        98.6028       0.256528       0.461238                 NaN  0.218695       0.460738                 NaN            NaN            NaN            NaN
  1409.98        2500.00        98.6190       0.249604       0.456819                 NaN  0.218869       0.455690                 NaN            NaN            NaN            NaN
  1408.77        2500.00        98.6336       0.453153       0.242932                 NaN  0.219187       0.451149                 NaN            NaN            NaN            NaN
  1407.55        2500.00        98.6471       0.236275       0.450024                 NaN  0.219568       0.447004                 NaN            NaN            NaN            NaN
  1406.34        2500.00        98.6643       0.445080       0.229636                 NaN  0.219523       0.441452                 NaN            NaN            NaN            NaN
  1405.13        2500.00        98.6775       0.223410       0.441718                 NaN  0.219927       0.437471                 NaN            NaN            NaN            NaN
  1403.91        2500.00        98.6840       0.217639       0.440619                 NaN  0.221697       0.436059                 NaN            NaN            NaN            NaN
  1402.70        2500.00        98.7085       0.210003       0.433391                 NaN  0.220186       0.427932                 NaN            NaN            NaN            NaN
  1401.49        2500.00        98.7200       0.431114       0.204708                 NaN  0.220277       0.423858                 NaN            NaN            NaN            NaN
  1400.28        2500.00        98.7314       0.198903       0.427960                 NaN  0.221133       0.420625                 NaN            NaN            NaN            NaN
  1399.06        2500.00        98.7433       0.193372       0.424307                 NaN  0.221884       0.417140                 NaN            NaN            NaN            NaN
  1397.85        2500.00        98.7572       0.187182       0.421349                 NaN  0.221739       0.412556                 NaN            NaN            NaN            NaN
  1396.64        2500.00        98.7697       0.417884       0.181457                 NaN  0.222157       0.408774                 NaN            NaN            NaN            NaN
  1395.42        2500.00        98.7796       0.415501       0.176184                 NaN  0.223009       0.405755                 NaN            NaN            NaN            NaN
  1394.21        2500.00        98.7926       0.170470       0.412257                 NaN  0.222984       0.401651                 NaN            NaN            NaN            NaN
  1393.00        2500.00        98.8041       0.164806       0.409535                 NaN  0.223382       0.398157                 NaN            NaN            NaN            NaN
  1391.79        2500.00        98.8075       0.409428       0.158924                 NaN  0.226536       0.397586                 NaN            NaN            NaN            NaN
  1390.57        2500.00        98.8055       0.409831       0.159450                 NaN  0.227187       0.398018                 NaN            NaN            NaN            NaN
  1389.36        2500.00        98.8559       0.146892       0.397321                 NaN  0.220102       0.379792                 NaN            NaN            NaN            NaN
  1388.15        2500.00        98.8481       0.398378       0.144319                 NaN  0.224915       0.384301                 NaN            NaN            NaN            NaN
  1386.93        2500.00        98.6654       0.285052       0.451257                 NaN  0.123212       0.404297       0.707959E-001            NaN            NaN            NaN
  1385.72        2500.00        98.5633       0.493416       0.354170                 NaN  0.674961E-001  0.413593       0.107983                 NaN            NaN            NaN
  1384.51        2500.00        98.4518       0.428927       0.542348                 NaN  0.569886E-002  0.423217       0.147978                 NaN            NaN            NaN
  1383.29        2500.00        98.3628       0.589296       0.428706                 NaN            NaN  0.442611       0.176601                 NaN            NaN            NaN
  1382.08        2500.00        98.3088       0.621579       0.418875                 NaN            NaN  0.454997       0.195773                 NaN            NaN            NaN
  1380.87        2500.00        98.2804       0.641636       0.408509                 NaN            NaN  0.461407       0.208062                 NaN            NaN            NaN
  1379.66        2500.00        98.2847       0.643995       0.398970                 NaN            NaN  0.460244       0.212042                 NaN            NaN            NaN
  1378.44        2500.00        98.2943       0.643605       0.389843                 NaN            NaN  0.458132       0.214071                 NaN            NaN            NaN
  1377.23        2500.00        98.3076       0.642096       0.380378                 NaN            NaN  0.454817       0.215106                 NaN            NaN            NaN
  1376.02        2500.00        98.3369       0.372110       0.630700                 NaN            NaN  0.447870       0.212409                 NaN            NaN            NaN
  1374.80        2500.00        98.3636       0.620741       0.364043                 NaN            NaN  0.441715       0.209877                 NaN            NaN            NaN
  1373.59        2500.00        98.3899       0.355726       0.611400                 NaN            NaN  0.435476       0.207537                 NaN            NaN            NaN
  1372.38        2500.00        98.4192       0.599602       0.348453                 NaN            NaN  0.428680       0.204113                 NaN            NaN            NaN
  1371.16        2500.00        98.4468       0.588946       0.341085                 NaN            NaN  0.422125       0.201078                 NaN            NaN            NaN
  1369.95        2500.00        98.4744       0.578172       0.333838                 NaN            NaN  0.415620       0.197948                 NaN            NaN            NaN
  1368.74        2500.00        98.5043       0.327004       0.565955                 NaN            NaN  0.408507       0.194232                 NaN            NaN            NaN
  1367.53        2500.00        98.5307       0.555109       0.320943                 NaN            NaN  0.402390       0.190865                 NaN            NaN            NaN
  1366.31        2500.00        98.5574       0.544702       0.314120                 NaN            NaN  0.396010       0.187803                 NaN            NaN            NaN
  1365.10        2500.00        98.5836       0.534123       0.308039                 NaN            NaN  0.389785       0.184443                 NaN            NaN            NaN
  1363.89        2500.00        98.6096       0.302138       0.523381                 NaN            NaN  0.383566       0.181310                 NaN            NaN            NaN
  1362.67        2500.00        98.6366       0.512375       0.296153                 NaN            NaN  0.377064       0.177822                 NaN            NaN            NaN
  1361.46        2500.00        98.6601       0.503373       0.290271                 NaN            NaN  0.371396       0.174864                 NaN            NaN            NaN
  1360.25        2500.00        98.6846       0.284850       0.493273                 NaN            NaN  0.365468       0.171833                 NaN            NaN            NaN
  1359.04        2500.00        98.7090       0.483080       0.279693                 NaN            NaN  0.359681       0.168577                 NaN            NaN            NaN
  1357.82        2500.00        98.7317       0.274438       0.473966                 NaN            NaN  0.354148       0.165726                 NaN            NaN            NaN
  1356.61        2500.00        98.7539       0.464693       0.269955                 NaN            NaN  0.348802       0.162621                 NaN            NaN            NaN
  1355.40        2500.00        98.7768       0.455407       0.264820                 NaN            NaN  0.343188       0.159773                 NaN            NaN            NaN
  1354.18        2500.00        98.7975       0.260293       0.447145                 NaN            NaN  0.338150       0.156946                 NaN            NaN            NaN
  1352.97        2500.00        98.8188       0.438531       0.255488                 NaN            NaN  0.332933       0.154239                 NaN            NaN            NaN
  1351.76        2500.00        98.8393       0.430111       0.251127                 NaN            NaN  0.327960       0.151516                 NaN            NaN            NaN
  1350.54        2500.00        98.8592       0.422144       0.246794                 NaN            NaN  0.323024       0.148880                 NaN            NaN            NaN
  1349.33        2500.00        98.8784       0.413898       0.243112                 NaN            NaN  0.318400       0.146174                 NaN            NaN            NaN
  1348.12        2500.00        98.8979       0.238618       0.406445                 NaN            NaN  0.313473       0.143611                 NaN            NaN            NaN
  1346.91        2500.00        98.9162       0.398528       0.235046                 NaN            NaN  0.308984       0.141198                 NaN            NaN            NaN
  1345.69        2500.00        98.9347       0.391542       0.230798                 NaN            NaN  0.304355       0.138645                 NaN            NaN            NaN
  1344.48        2500.00        98.9524       0.227221       0.384109                 NaN            NaN  0.299927       0.136304                 NaN            NaN            NaN
  1343.27        2500.00        98.9695       0.377012       0.223744                 NaN            NaN  0.295749       0.133957                 NaN            NaN            NaN
  1342.05        2500.00        98.9864       0.220257       0.370240                 NaN            NaN  0.291456       0.131623                 NaN            NaN            NaN
  1340.84        2500.00        99.0031       0.217069       0.363232                 NaN            NaN  0.287345       0.129278                 NaN            NaN            NaN
  1339.63        2500.00        99.0188       0.213584       0.357159                 NaN            NaN  0.283398       0.127038                 NaN            NaN            NaN
  1338.42        2500.00        99.0351       0.350410       0.210342                 NaN            NaN  0.279311       0.124855                 NaN            NaN            NaN
  1337.20        2500.00        99.0506       0.344226       0.207072                 NaN            NaN  0.275295       0.122793                 NaN            NaN            NaN
  1335.99        2500.00        99.0654       0.337996       0.204252                 NaN            NaN  0.271658       0.120687                 NaN            NaN            NaN
  1334.78        2500.00        99.0804       0.201079       0.332257                 NaN            NaN  0.267674       0.118560                 NaN            NaN            NaN
  1333.56        2500.00        99.0944       0.326285       0.198440                 NaN            NaN  0.264265       0.116592                 NaN            NaN            NaN
  1332.35        2500.00        99.1087       0.320699       0.195409                 NaN            NaN  0.260546       0.114648                 NaN            NaN            NaN
  1331.14        2500.00        99.1227       0.314808       0.192908                 NaN            NaN  0.257053       0.112580                 NaN            NaN            NaN
  1329.92        2500.00        99.1361       0.309584       0.190006                 NaN            NaN  0.253513       0.110784                 NaN            NaN            NaN
  1328.71        2500.00        99.1493       0.304175       0.187517                 NaN            NaN  0.250194       0.108861                 NaN            NaN            NaN
  1327.50        2500.00        99.1621       0.298942       0.185071                 NaN            NaN  0.246854       0.107036                 NaN            NaN            NaN
  1326.29        2500.00        99.1746       0.293886       0.182689                 NaN            NaN  0.243672       0.105137                 NaN            NaN            NaN
  1325.07        2500.00        99.1874       0.288749       0.180030                 NaN            NaN  0.240336       0.103486                 NaN            NaN            NaN
  1323.86        2500.00        99.1991       0.178063       0.283884                 NaN            NaN  0.237309       0.101638                 NaN            NaN            NaN
  1322.65        2500.00        99.2111       0.279176       0.175611                 NaN            NaN  0.234154       0.999284E-001            NaN            NaN            NaN
  1321.43        2500.00        99.2223       0.173551       0.274526                 NaN            NaN  0.231311       0.982972E-001            NaN            NaN            NaN
  1320.22        2500.00        99.2340       0.269866       0.171300                 NaN            NaN  0.228193       0.966048E-001            NaN            NaN            NaN
  1319.01        2500.00        99.2451       0.169602       0.265164                 NaN            NaN  0.225263       0.948723E-001            NaN            NaN            NaN
  1317.79        2500.00        99.2246       0.176851       0.267844                 NaN            NaN  0.233543       0.971203E-001            NaN            NaN            NaN
  1316.58        2500.00        99.2972       0.250027       0.156322                 NaN            NaN  0.208709       0.877860E-001            NaN            NaN            NaN
  1315.37        2500.00        99.2769       0.163927       0.252053                 NaN            NaN  0.217012       0.901180E-001            NaN            NaN            NaN
  1314.16        2500.00        99.2874       0.161485       0.248154                 NaN            NaN  0.214231       0.886833E-001            NaN            NaN            NaN
  1312.94        2500.00        99.2975       0.243802       0.160061                 NaN            NaN  0.211531       0.871188E-001            NaN            NaN            NaN
  1311.73        2500.00        99.3071       0.158233       0.240120                 NaN            NaN  0.208918       0.856118E-001            NaN            NaN            NaN
  1310.52        2500.00        99.3164       0.236095       0.156887                 NaN            NaN  0.206526       0.841276E-001            NaN            NaN            NaN
  1309.30        2500.00        99.3262       0.232363       0.154750                 NaN            NaN  0.203935       0.827257E-001            NaN            NaN            NaN
  1308.09        2500.00        99.3348       0.153636       0.228548                 NaN            NaN  0.201659       0.813106E-001            NaN            NaN            NaN
  1306.88        2500.00        99.3449       0.224640       0.151728                 NaN            NaN  0.198970       0.797963E-001            NaN            NaN            NaN
  1305.67        2500.00        99.3536       0.149969       0.221225                 NaN            NaN  0.196557       0.786769E-001            NaN            NaN            NaN
  1304.45        2500.00        99.3618       0.148841       0.217737                 NaN            NaN  0.194446       0.772192E-001            NaN            NaN            NaN
  1303.24        2500.00        99.3711       0.214118       0.147094                 NaN            NaN  0.191854       0.758845E-001            NaN            NaN            NaN
  1302.03        2500.00        99.3788       0.210520       0.146249                 NaN            NaN  0.189881       0.745069E-001            NaN            NaN            NaN
  1300.81        2500.00        99.3873       0.144667       0.207210                 NaN            NaN  0.187544       0.733233E-001            NaN            NaN            NaN
  1299.60        2500.00        99.3952       0.204008       0.143517                 NaN            NaN  0.185384       0.719199E-001            NaN            NaN            NaN
  1298.39        2500.00        99.4034       0.200321       0.142238                 NaN            NaN  0.183304       0.707259E-001            NaN            NaN            NaN
  1297.17        2500.00        94.6574       0.670864       0.699180                 NaN            NaN  0.776049       0.274562        2.92198                 NaN            NaN
  1295.96        2500.00        82.3855        1.84089        2.17403                 NaN            NaN   2.30901       0.782789        10.5078                 NaN            NaN
  1294.75        2500.00        85.5250        1.50506        1.79847                 NaN            NaN   1.91234       0.641774        8.61733                 NaN            NaN
  1293.54        2500.00        87.7485        1.52799        1.26939                 NaN            NaN   1.63032       0.543574        7.28018                 NaN            NaN
  1292.32        2500.00        89.3973        1.09649        1.32481                 NaN            NaN   1.42053       0.471609        6.28924                 NaN            NaN
  1291.11        2500.00        82.8506        1.76529        2.26729                 NaN            NaN   2.26121       0.539903        10.3157                 NaN            NaN
  1289.90        2500.00        97.1311       0.256580       0.265528                 NaN            NaN  0.469557       0.366374        1.51089                 NaN            NaN
  1288.68        2500.00        95.0911       0.516625       0.598168                 NaN            NaN  0.662040       0.248408        2.88367                 NaN            NaN
  1287.47        2500.00        92.2075       0.837840       0.922209                 NaN            NaN   1.06837       0.352193        4.61189                 NaN            NaN
  1286.26        2500.00        94.6002       0.645796       0.569455                 NaN            NaN  0.743632       0.263296        3.17757                 NaN            NaN
  1285.04        2500.00        94.2577       0.717291       0.586856                 NaN            NaN  0.795214       0.265679        3.37723                 NaN            NaN
  1283.83        2500.00        94.3684       0.597031       0.666788                 NaN            NaN  0.782313       0.268811        3.31662                 NaN            NaN
  1282.62        2500.00        95.1555       0.519385       0.560959                 NaN            NaN  0.675269       0.235202        2.85371                 NaN            NaN
  1281.41        2500.00        97.0216       0.313112       0.343553                 NaN            NaN  0.419115       0.147865        1.75473                 NaN            NaN
  1280.19        2500.00        91.2624       0.928283        1.00569                 NaN            NaN   1.22414       0.431669        5.14786                 NaN            NaN
  1278.98        2500.00        97.9513       0.278934       0.196039                 NaN            NaN  0.289898       0.921624E-001   1.19166                 NaN            NaN
  1277.77        2500.00        97.2563       0.305186       0.273017                 NaN            NaN  0.392039       0.148426        1.62506                 NaN            NaN
  1276.55        2500.00        99.8450       0.208616E-001  0.124875E-001            NaN            NaN  0.218652E-001  0.874824E-002  0.910408E-001            NaN            NaN
  1275.34        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1274.13        2500.00        95.4111       0.523423       0.536372                 NaN            NaN  0.624299       0.805003E-001   2.70547       0.118847                 NaN
  1272.92        2500.00        86.5854        1.39932        1.89312                 NaN            NaN   1.85641       0.215722        7.76702       0.283030                 NaN
  1271.70        2500.00        97.8220       0.362067       0.111523E-001            NaN            NaN  0.311606       0.118793        1.36247       0.119588E-001            NaN
  1270.49        2500.00        96.7013       0.440333       0.267555                 NaN            NaN  0.450207       0.757259E-001   1.98272       0.821759E-001            NaN
  1269.28        2500.00        96.4012       0.308022       0.579898                 NaN            NaN  0.502552       0.391032E-001   2.08083       0.884080E-001            NaN
  1268.06        2500.00        94.6910       0.802512       0.225290E-001            NaN            NaN  0.831668       0.528554        3.12369                 NaN            NaN
  1266.85        2500.00        98.4906       0.268554       0.145689                 NaN            NaN  0.181864                 NaN  0.889199       0.240704E-001            NaN
  1265.64        2500.00        97.3620       0.226380       0.421218                 NaN            NaN  0.363391                 NaN   1.54591       0.811091E-001            NaN
  1264.42        2500.00        89.1439       0.777074        1.47719                 NaN            NaN   1.53156       0.335781        6.44475       0.289761                 NaN
  1263.21        2500.00       100.0000       0.139517E-004            NaN            NaN  0.159669E-005            NaN            NaN  0.119362E-004            NaN            NaN
  1262.00        2500.00       100.0000                 NaN            NaN            NaN            NaN  0.546495E-005            NaN  0.226116E-004            NaN            NaN
  1260.79        2500.00        98.3050       0.404516                 NaN            NaN            NaN  0.220442                 NaN   1.07004                 NaN            NaN
  1259.57        2500.00        98.9168       0.204261E-001  0.255700                 NaN            NaN  0.175624                 NaN  0.631464                 NaN            NaN
  1258.36        2500.00        99.2815       0.138651       0.646352E-001            NaN            NaN  0.101479                 NaN  0.387388       0.263446E-001            NaN
  1257.15        2500.00        98.3533       0.188016       0.163297                 NaN            NaN  0.224263                 NaN   1.02538       0.457500E-001            NaN
  1255.93        2500.00        95.0843       0.429364       0.755027                 NaN            NaN  0.681864                 NaN   2.90046       0.148963                 NaN
  1254.72        2500.00        98.6061       0.116339       0.214587                 NaN            NaN  0.198756                 NaN  0.820659       0.435766E-001            NaN
  1253.51        2500.00        99.8736       0.278449E-001            NaN            NaN            NaN  0.125449E-001            NaN  0.860194E-001            NaN            NaN
  1252.30        2500.00        98.5953       0.143765       0.170915                 NaN            NaN  0.190915                 NaN  0.856193       0.429300E-001            NaN
  1251.08        2500.00        93.8984       0.420366       0.786158                 NaN            NaN  0.874881       0.282669        3.65119       0.863547E-001            NaN
  1249.87        2500.00        99.9785       0.138593E-001  0.166340E-002            NaN            NaN  0.223367E-002            NaN            NaN  0.378368E-002            NaN
  1248.66        2500.00        99.2963       0.123729E-001  0.101103                 NaN            NaN  0.103826       0.607000E-001  0.425693                 NaN            NaN
  1247.44        2500.00        97.1375       0.379644       0.290148                 NaN            NaN  0.361299                 NaN   1.75755       0.738526E-001            NaN
  1246.23        2500.00        99.9264                 NaN            NaN            NaN            NaN  0.317138E-001  0.400394E-001            NaN  0.185666E-002            NaN
  1245.02        2500.00        96.0380       0.600723       0.284421                 NaN            NaN  0.566177                 NaN   2.39012       0.953411E-001  0.251830E-001
  1243.80        2500.00        99.8602       0.512650E-002  0.884971E-001            NaN            NaN  0.183989E-001            NaN  0.266826E-001  0.104737E-002            NaN
  1242.59        2500.00        93.8024       0.473926                 NaN            NaN            NaN  0.593991       0.250705        2.75014       0.616613E-002   2.12271     
  1241.38        2500.00        88.7228        1.06962                 NaN            NaN            NaN   1.09170       0.328005        5.25374       0.810096E-001   3.45310     
  1240.17        2500.00        84.1523        1.30568                 NaN            NaN            NaN   1.52878       0.650730        7.05706       0.200952E-001   5.28534     
  1238.95        2500.00        99.8667       0.116637E-001            NaN            NaN            NaN  0.128045E-001  0.525401E-002  0.592629E-001  0.223688E-003  0.440781E-001
  1237.74        2500.00        99.9635       0.131629E-002            NaN            NaN            NaN  0.342877E-002  0.158973E-002  0.167053E-001  0.154747E-004  0.134649E-001
  1236.53        2500.00        77.6306        1.84249       0.443576E-001            NaN            NaN   2.14743       0.851160        10.0547       0.404385E-001   7.38887     
  1235.31        2500.00        86.6861        1.06250                 NaN            NaN            NaN   1.26751       0.513453        5.98078       0.291680E-001   4.46047     
  1234.10        2500.00       100.0000       0.261466E-005            NaN            NaN            NaN  0.278016E-005  0.110049E-005  0.131469E-004            NaN  0.977529E-005
  1232.89        2500.00        99.9993       0.515661E-004            NaN            NaN            NaN  0.643766E-004  0.277955E-004  0.308941E-003  0.980690E-006  0.232352E-003
  1231.67        2500.00        78.7798        1.65222                 NaN            NaN            NaN   1.98314       0.794068        9.65971       0.373912E-001   7.09366     
  1230.46        2500.00        88.7465       0.851187                 NaN            NaN            NaN   1.03969       0.415131        5.17322       0.229721E-001   3.75125     
  1229.25        2500.00        98.9880       0.566297E-002  0.118627                 NaN            NaN  0.102015       0.664713E-002  0.466899       0.803970E-002  0.304068     
  1228.04        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1226.82        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1225.61        2500.00                 NaN   6.20447                 NaN            NaN            NaN   8.31807        3.26990        47.9637       0.248284        33.9956     
  1224.40        2500.00                 NaN   6.20433                 NaN            NaN            NaN   8.31805        3.26979        47.9631       0.248280        33.9964     
  1223.18        2500.00                 NaN   6.20420                 NaN            NaN            NaN   8.31804        3.26967        47.9626       0.248275        33.9972     
  1221.97        2500.00                 NaN   6.20407                 NaN            NaN            NaN   8.31803        3.26955        47.9621       0.248271        33.9980     
  1220.76        2500.00                 NaN   6.20110                 NaN            NaN            NaN   8.31856        3.24761        47.9635       0.270087        33.9992     
  1219.55        2500.00                 NaN   6.32852                 NaN            NaN            NaN   8.36848        3.19591        47.8695       0.276916        33.9606     
  1218.33        2500.00                 NaN   6.32839                 NaN            NaN            NaN   8.36846        3.19580        47.8690       0.276911        33.9614     
  1217.12        2500.00                 NaN   6.32825                 NaN            NaN            NaN   8.36845        3.19568        47.8685       0.276907        33.9622     
  1215.91        2500.00                 NaN   6.33348                 NaN            NaN            NaN   8.37225        3.17091        47.8639       0.298680        33.9608     
  1214.69        2500.00                 NaN   6.33335                 NaN            NaN            NaN   8.37223        3.17079        47.8633       0.298675        33.9616     
  1213.48        2500.00                 NaN   6.33321                 NaN            NaN            NaN   8.37222        3.17068        47.8628       0.298670        33.9624     
  1212.27        2500.00                 NaN   6.33307                 NaN            NaN            NaN   8.37221        3.17056        47.8623       0.298664        33.9632     
  1211.05        2500.00                 NaN   6.33827                 NaN            NaN            NaN   8.37606        3.14596        47.8577       0.320264        33.9618     
  1209.84        2500.00                 NaN   6.33814                 NaN            NaN            NaN   8.37605        3.14584        47.8571       0.320258        33.9626     
  1208.63        2500.00                 NaN   6.33800                 NaN            NaN            NaN   8.37603        3.14573        47.8566       0.320253        33.9634     
  1207.42        2500.00                 NaN   6.33786                 NaN            NaN            NaN   8.37602        3.14562        47.8561       0.320247        33.9642     
