|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.75/Y98/Y98_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1457.20        2500.00        99.2766                 NaN  0.494282       0.217373                 NaN            NaN  0.112207E-001  0.557597E-003            NaN            NaN            NaN            NaN
  1455.97        2500.00        99.2815                 NaN  0.490589       0.216540                 NaN            NaN  0.108566E-001  0.534101E-003            NaN            NaN            NaN            NaN
  1454.74        2500.00        99.2808                 NaN  0.485532       0.233025                 NaN            NaN  0.895018E-004  0.542963E-003            NaN            NaN            NaN            NaN
  1453.51        2500.00        99.2782                 NaN  0.197375       0.503275                 NaN            NaN  0.206880E-001  0.455120E-003            NaN            NaN            NaN            NaN
  1452.28        2500.00        99.3040                 NaN  0.215634       0.471465                 NaN            NaN  0.839943E-002  0.478982E-003            NaN            NaN            NaN            NaN
  1451.05        2500.00        99.2944                 NaN  0.214140       0.482290                 NaN            NaN  0.870206E-002  0.453761E-003            NaN            NaN            NaN            NaN
  1449.82        2500.00        98.2554                 NaN  0.390538       0.645225                 NaN            NaN  0.173655                 NaN  0.535203                 NaN            NaN            NaN
  1448.59        2500.00        97.8557                 NaN  0.704220       0.451321                 NaN            NaN  0.241285                 NaN  0.747488                 NaN            NaN            NaN
  1447.36        2500.00        97.8764                 NaN  0.437352       0.702673                 NaN            NaN  0.241856                 NaN  0.741765                 NaN            NaN            NaN
  1446.14        2500.00        97.9389                 NaN  0.419628       0.684153                 NaN            NaN  0.237967                 NaN  0.719369                 NaN            NaN            NaN
  1444.91        2500.00        97.9627                 NaN  0.679480       0.407549                 NaN            NaN  0.238094                 NaN  0.712157                 NaN            NaN            NaN
  1443.68        2500.00        97.9961                 NaN  0.671228       0.394423                 NaN            NaN  0.237205                 NaN  0.701046                 NaN            NaN            NaN
  1442.45        2500.00        98.0279                 NaN  0.664488       0.380636                 NaN            NaN  0.236375                 NaN  0.690618                 NaN            NaN            NaN
  1441.22        2500.00        97.8518                 NaN  0.406316       0.728174                 NaN            NaN  0.260863                 NaN  0.752876                 NaN            NaN            NaN
  1439.99        2500.00        98.2975                 NaN  0.579977       0.316100                 NaN            NaN  0.209285                 NaN  0.597179                 NaN            NaN            NaN
  1438.76        2500.00        98.1223                 NaN  0.642645       0.342437                 NaN            NaN  0.233382                 NaN  0.659259                 NaN            NaN            NaN
  1437.53        2500.00        98.1434                 NaN  0.330725       0.639646                 NaN            NaN  0.233722                 NaN  0.652469                 NaN            NaN            NaN
  1436.30        2500.00        98.1768                 NaN  0.632087       0.318138                 NaN            NaN  0.232085                 NaN  0.640923                 NaN            NaN            NaN
  1435.07        2500.00        98.2061                 NaN  0.306059       0.625282                 NaN            NaN  0.231115                 NaN  0.631493                 NaN            NaN            NaN
  1433.84        2500.00        98.2316                 NaN  0.295656       0.619132                 NaN            NaN  0.230714                 NaN  0.622948                 NaN            NaN            NaN
  1432.62        2500.00        98.2598                 NaN  0.284610       0.612451                 NaN            NaN  0.229657                 NaN  0.613484                 NaN            NaN            NaN
  1431.39        2500.00        98.2821                 NaN  0.608818       0.273216                 NaN            NaN  0.229440                 NaN  0.606391                 NaN            NaN            NaN
  1430.16        2500.00        98.3087                 NaN  0.262293       0.602831                 NaN            NaN  0.228598                 NaN  0.597548                 NaN            NaN            NaN
  1428.93        2500.00        98.3365                 NaN  0.253105       0.595721                 NaN            NaN  0.226976                 NaN  0.587735                 NaN            NaN            NaN
  1427.70        2500.00        98.3566                 NaN  0.242700       0.592122                 NaN            NaN  0.227175                 NaN  0.581437                 NaN            NaN            NaN
  1426.47        2500.00        98.3805                 NaN  0.232996       0.586877                 NaN            NaN  0.226337                 NaN  0.573329                 NaN            NaN            NaN
  1425.24        2500.00        98.4001                 NaN  0.222504       0.584367                 NaN            NaN  0.226153                 NaN  0.566887                 NaN            NaN            NaN
  1424.01        2500.00        98.4256                 NaN  0.214014       0.577543                 NaN            NaN  0.224782                 NaN  0.558029                 NaN            NaN            NaN
  1422.78        2500.00        98.4449                 NaN  0.575348       0.203189                 NaN            NaN  0.224583                 NaN  0.551972                 NaN            NaN            NaN
  1421.55        2500.00        98.4667                 NaN  0.570116       0.195117                 NaN            NaN  0.223841                 NaN  0.544205                 NaN            NaN            NaN
  1420.33        2500.00        98.4865                 NaN  0.567094       0.185468                 NaN            NaN  0.223290                 NaN  0.537638                 NaN            NaN            NaN
  1419.10        2500.00        98.5053                 NaN  0.176655       0.563641                 NaN            NaN  0.222942                 NaN  0.531446                 NaN            NaN            NaN
  1417.87        2500.00        98.5271                 NaN  0.169157       0.557613                 NaN            NaN  0.222138                 NaN  0.523977                 NaN            NaN            NaN
  1416.64        2500.00        98.5455                 NaN  0.555827       0.159722                 NaN            NaN  0.221361                 NaN  0.517598                 NaN            NaN            NaN
  1415.41        2500.00        98.6575                 NaN  0.109220       0.528335                 NaN            NaN  0.222965                 NaN  0.481967                 NaN            NaN            NaN
  1414.18        2500.00        98.4883                 NaN  0.575024       0.185028                 NaN            NaN  0.217521                 NaN  0.534129                 NaN            NaN            NaN
  1412.95        2500.00        98.6040                 NaN  0.155714       0.537684                 NaN            NaN  0.207498                 NaN  0.495153                 NaN            NaN            NaN
  1411.72        2500.00        98.6113                 NaN  0.103991       0.554583                 NaN            NaN  0.231804                 NaN  0.498348                 NaN            NaN            NaN
  1410.49        2500.00        98.6361                 NaN  0.120682       0.539164                 NaN            NaN  0.217476                 NaN  0.486542                 NaN            NaN            NaN
  1409.26        2500.00        98.6509                 NaN  0.537628       0.111930                 NaN            NaN  0.217700                 NaN  0.481882                 NaN            NaN            NaN
  1408.04        2500.00        98.6663                 NaN  0.104842       0.535350                 NaN            NaN  0.217013                 NaN  0.476534                 NaN            NaN            NaN
  1406.81        2500.00        98.6819                 NaN  0.532898       0.977437E-001            NaN            NaN  0.216435                 NaN  0.471053                 NaN            NaN            NaN
  1405.58        2500.00        98.6994                 NaN  0.530609       0.896541E-001            NaN            NaN  0.215389                 NaN  0.464957                 NaN            NaN            NaN
  1404.35        2500.00        98.7145                 NaN  0.528063       0.827738E-001            NaN            NaN  0.214888                 NaN  0.459793                 NaN            NaN            NaN
  1403.12        2500.00        98.7289                 NaN  0.526648       0.756267E-001            NaN            NaN  0.214095                 NaN  0.454718                 NaN            NaN            NaN
  1401.89        2500.00        98.7438                 NaN  0.524762       0.675528E-001            NaN            NaN  0.213849                 NaN  0.450040                 NaN            NaN            NaN
  1400.66        2500.00        98.7582                 NaN  0.522888       0.615640E-001            NaN            NaN  0.212787                 NaN  0.444520                 NaN            NaN            NaN
  1399.43        2500.00        98.7732                 NaN  0.520264       0.558879E-001            NaN            NaN  0.211440                 NaN  0.439212                 NaN            NaN            NaN
  1398.20        2500.00        98.7850                 NaN  0.486747E-001  0.520110                 NaN            NaN  0.211036                 NaN  0.435135                 NaN            NaN            NaN
  1396.97        2500.00        98.7998                 NaN  0.519532       0.405021E-001            NaN            NaN  0.210212                 NaN  0.429994                 NaN            NaN            NaN
  1395.75        2500.00        98.8134                 NaN  0.516798       0.358663E-001            NaN            NaN  0.208902                 NaN  0.425037                 NaN            NaN            NaN
  1394.52        2500.00        98.8208                 NaN  0.509149       0.361324E-001            NaN            NaN  0.209808                 NaN  0.424131                 NaN            NaN            NaN
  1393.29        2500.00        98.8457                 NaN  0.186886E-001  0.517156                 NaN            NaN  0.206081                 NaN  0.412360                 NaN            NaN            NaN
  1392.06        2500.00        98.8520                 NaN  0.513539       0.164059E-001            NaN            NaN  0.206561                 NaN  0.411446                 NaN            NaN            NaN
  1390.83        2500.00        98.8621                 NaN  0.513552       0.660359E-002            NaN            NaN  0.208674                 NaN  0.409033                 NaN            NaN            NaN
  1389.60        2500.00        98.8821                 NaN  0.507008       0.942068E-002            NaN            NaN  0.201750                 NaN  0.399725                 NaN            NaN            NaN
  1388.37        2500.00        98.8837                 NaN  0.486836       0.394809E-001            NaN            NaN  0.192584                 NaN  0.397423                 NaN            NaN            NaN
  1387.14        2500.00        98.5512                 NaN  0.664070                 NaN            NaN            NaN  0.265055                 NaN  0.519629                 NaN            NaN            NaN
  1385.91        2500.00        99.2602                 NaN  0.338684       0.592143E-004            NaN            NaN  0.137287                 NaN  0.263748                 NaN            NaN            NaN
  1384.68        2500.00        98.9209                 NaN  0.498635                 NaN            NaN            NaN  0.195032                 NaN  0.385383                 NaN            NaN            NaN
  1383.46        2500.00        98.9293                 NaN  0.913919E-002  0.490054                 NaN            NaN  0.190251                 NaN  0.381303                 NaN            NaN            NaN
  1382.23        2500.00        98.9222                 NaN  0.403453       0.142916                 NaN            NaN  0.155232                 NaN  0.376217                 NaN            NaN            NaN
  1381.00        2500.00        98.8962                 NaN  0.517963                 NaN            NaN            NaN  0.191566                 NaN  0.394232                 NaN            NaN            NaN
  1379.77        2500.00        99.0096                 NaN  0.457074                 NaN            NaN            NaN  0.183391                 NaN  0.349966                 NaN            NaN            NaN
  1378.54        2500.00        98.9476                 NaN  0.184312       0.369521                 NaN            NaN  0.135960                 NaN  0.362642                 NaN            NaN            NaN
  1377.31        2500.00        98.9859                 NaN  0.469908                 NaN            NaN            NaN  0.183900                 NaN  0.360275                 NaN            NaN            NaN
  1376.08        2500.00        98.9940                 NaN  0.465982                 NaN            NaN            NaN  0.182637                 NaN  0.357430                 NaN            NaN            NaN
  1374.85        2500.00        99.0004                 NaN  0.456251                 NaN            NaN            NaN  0.187138                 NaN  0.356222                 NaN            NaN            NaN
  1373.62        2500.00        99.0170                 NaN  0.455171                 NaN            NaN            NaN  0.179293                 NaN  0.348490                 NaN            NaN            NaN
  1372.39        2500.00        99.0211                 NaN  0.455884                 NaN            NaN            NaN  0.176373                 NaN  0.346630                 NaN            NaN            NaN
  1371.16        2500.00        99.0295                 NaN  0.450219                 NaN            NaN            NaN  0.176318                 NaN  0.343918                 NaN            NaN            NaN
  1369.94        2500.00        99.0405                 NaN  0.446431                 NaN            NaN            NaN  0.174065                 NaN  0.339042                 NaN            NaN            NaN
  1368.71        2500.00        99.0484                 NaN  0.444045                 NaN            NaN            NaN  0.171554                 NaN  0.335964                 NaN            NaN            NaN
  1367.48        2500.00        99.0575                 NaN  0.439343                 NaN            NaN            NaN  0.170594                 NaN  0.332566                 NaN            NaN            NaN
  1366.25        2500.00        99.0659                 NaN  0.436665                 NaN            NaN            NaN  0.168254                 NaN  0.329157                 NaN            NaN            NaN
  1365.02        2500.00        99.0727                 NaN  0.435507                 NaN            NaN            NaN  0.165641                 NaN  0.326170                 NaN            NaN            NaN
  1363.79        2500.00        99.0788                 NaN  0.438494                 NaN            NaN            NaN  0.160013                 NaN  0.322683                 NaN            NaN            NaN
  1362.56        2500.00        99.0916                 NaN  0.429336                 NaN            NaN            NaN  0.160452                 NaN  0.318571                 NaN            NaN            NaN
  1361.33        2500.00        99.0984                 NaN  0.425721                 NaN            NaN            NaN  0.160096                 NaN  0.315811                 NaN            NaN            NaN
  1360.10        2500.00        99.1063                 NaN  0.422040                 NaN            NaN            NaN  0.158764                 NaN  0.312912                 NaN            NaN            NaN
  1358.87        2500.00        99.1142                 NaN  0.418903                 NaN            NaN            NaN  0.157060                 NaN  0.309837                 NaN            NaN            NaN
  1357.65        2500.00        99.1221                 NaN  0.415670                 NaN            NaN            NaN  0.155510                 NaN  0.306724                 NaN            NaN            NaN
  1356.42        2500.00        99.1268                 NaN  0.410981                 NaN            NaN            NaN  0.156910                 NaN  0.305337                 NaN            NaN            NaN
  1355.19        2500.00        99.1388                 NaN  0.412351                 NaN            NaN            NaN  0.149594                 NaN  0.299220                 NaN            NaN            NaN
  1353.96        2500.00        99.1433                 NaN  0.409565                 NaN            NaN            NaN  0.149306                 NaN  0.297803                 NaN            NaN            NaN
  1352.73        2500.00        99.1503                 NaN  0.408629                 NaN            NaN            NaN  0.146357                 NaN  0.294748                 NaN            NaN            NaN
  1351.50        2500.00        99.1567                 NaN  0.406196                 NaN            NaN            NaN  0.144942                 NaN  0.292138                 NaN            NaN            NaN
  1350.27        2500.00        99.1605                 NaN  0.411130                 NaN            NaN            NaN  0.138951                 NaN  0.289469                 NaN            NaN            NaN
  1349.04        2500.00        99.1717                 NaN  0.403082                 NaN            NaN            NaN  0.139614                 NaN  0.285608                 NaN            NaN            NaN
  1347.81        2500.00        99.1782                 NaN  0.396999                 NaN            NaN            NaN  0.141022                 NaN  0.283737                 NaN            NaN            NaN
  1346.58        2500.00        99.1846                 NaN  0.395217                 NaN            NaN            NaN  0.139157                 NaN  0.281005                 NaN            NaN            NaN
  1345.36        2500.00        99.1901                 NaN  0.396097                 NaN            NaN            NaN  0.135506                 NaN  0.278273                 NaN            NaN            NaN
  1344.13        2500.00        99.1967                 NaN  0.393351                 NaN            NaN            NaN  0.134168                 NaN  0.275732                 NaN            NaN            NaN
  1342.90        2500.00        99.2039                 NaN  0.388382                 NaN            NaN            NaN  0.134388                 NaN  0.273325                 NaN            NaN            NaN
  1341.67        2500.00        99.2089                 NaN  0.390691                 NaN            NaN            NaN  0.129885                 NaN  0.270536                 NaN            NaN            NaN
  1340.44        2500.00        99.2135                 NaN  0.391666                 NaN            NaN            NaN  0.126649                 NaN  0.268187                 NaN            NaN            NaN
  1339.21        2500.00        99.2204                 NaN  0.387721                 NaN            NaN            NaN  0.126241                 NaN  0.265677                 NaN            NaN            NaN
  1337.98        2500.00        99.2264                 NaN  0.385928                 NaN            NaN            NaN  0.124269                 NaN  0.263381                 NaN            NaN            NaN
  1336.75        2500.00        99.2278                 NaN  0.379554                 NaN            NaN            NaN  0.126833                 NaN  0.265822                 NaN            NaN            NaN
  1335.52        2500.00        99.1789                 NaN  0.413733                 NaN            NaN            NaN  0.111135                 NaN  0.271281       0.249952E-001            NaN            NaN
  1334.29        2500.00        99.1554                 NaN  0.416779                 NaN            NaN            NaN  0.111263                 NaN  0.280797       0.357945E-001            NaN            NaN
  1333.07        2500.00        99.1643                 NaN  0.412819                 NaN            NaN            NaN  0.109882                 NaN  0.277851       0.351949E-001            NaN            NaN
  1331.84        2500.00        99.1733                 NaN  0.409179                 NaN            NaN            NaN  0.108243                 NaN  0.274678       0.345612E-001            NaN            NaN
  1330.61        2500.00        99.1832                 NaN  0.402820                 NaN            NaN            NaN  0.108474                 NaN  0.271487       0.340133E-001            NaN            NaN
  1329.38        2500.00        99.1925                 NaN  0.397380                 NaN            NaN            NaN  0.108083                 NaN  0.268575       0.335119E-001            NaN            NaN
  1328.15        2500.00        99.2010                 NaN  0.391323                 NaN            NaN            NaN  0.108423                 NaN  0.266179       0.330375E-001            NaN            NaN
  1326.92        2500.00        99.2116                 NaN  0.388951                 NaN            NaN            NaN  0.105413                 NaN  0.261754       0.322794E-001            NaN            NaN
  1325.69        2500.00        99.2186                 NaN  0.386575                 NaN            NaN            NaN  0.103756                 NaN  0.259369       0.317212E-001            NaN            NaN
  1324.46        2500.00        99.2270                 NaN  0.382417                 NaN            NaN            NaN  0.102775                 NaN  0.256606       0.311967E-001            NaN            NaN
  1323.23        2500.00        99.2353                 NaN  0.378738                 NaN            NaN            NaN  0.101550                 NaN  0.253739       0.306578E-001            NaN            NaN
  1322.00        2500.00        99.2433                 NaN  0.374863                 NaN            NaN            NaN  0.100695                 NaN  0.251028       0.301353E-001            NaN            NaN
  1320.77        2500.00        99.2513                 NaN  0.372093                 NaN            NaN            NaN  0.988472E-001            NaN  0.248153       0.295784E-001            NaN            NaN
  1319.55        2500.00        99.2579                 NaN  0.369053                 NaN            NaN            NaN  0.974502E-001            NaN  0.246497       0.290932E-001            NaN            NaN
  1318.32        2500.00        99.2676                 NaN  0.367051                 NaN            NaN            NaN  0.951611E-001            NaN  0.241742       0.284006E-001            NaN            NaN
  1317.09        2500.00        99.2758                 NaN  0.360213                 NaN            NaN            NaN  0.959897E-001            NaN  0.239893       0.280685E-001            NaN            NaN
  1315.86        2500.00        99.2817                 NaN  0.360954                 NaN            NaN            NaN  0.924474E-001            NaN  0.237470       0.274535E-001            NaN            NaN
  1314.63        2500.00        99.2895                 NaN  0.356928                 NaN            NaN            NaN  0.918560E-001            NaN  0.234726       0.269844E-001            NaN            NaN
  1313.40        2500.00        99.2975                 NaN  0.353520                 NaN            NaN            NaN  0.903788E-001            NaN  0.232105       0.264938E-001            NaN            NaN
  1312.17        2500.00        99.3044                 NaN  0.350895                 NaN            NaN            NaN  0.890775E-001            NaN  0.229617       0.259877E-001            NaN            NaN
  1310.94        2500.00        99.3119                 NaN  0.347311                 NaN            NaN            NaN  0.880972E-001            NaN  0.227096       0.255470E-001            NaN            NaN
  1309.71        2500.00        99.3204                 NaN  0.341536                 NaN            NaN            NaN  0.874666E-001            NaN  0.225486       0.251492E-001            NaN            NaN
  1308.48        2500.00        98.3363                 NaN  0.851271                 NaN            NaN            NaN  0.204931                 NaN  0.544529       0.629992E-001            NaN            NaN
  1307.26        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1306.03        2500.00        99.6435                 NaN  0.157802                 NaN            NaN            NaN  0.690298E-001            NaN  0.119464       0.102339E-001            NaN            NaN
  1304.80        2500.00        99.3455                 NaN  0.337614                 NaN            NaN            NaN  0.787215E-001            NaN  0.215087       0.230969E-001            NaN            NaN
  1303.57        2500.00        99.3526                 NaN  0.333766                 NaN            NaN            NaN  0.781697E-001            NaN  0.212730       0.227218E-001            NaN            NaN
  1302.34        2500.00        91.5151                 NaN   1.71899                 NaN            NaN            NaN  0.429339                 NaN   1.26011       0.185443        4.89104                 NaN
  1301.11        2500.00        75.5963                 NaN   4.51860                 NaN            NaN            NaN   1.21026                 NaN   3.38968       0.508584        14.7765                 NaN
  1299.88        2500.00        77.4148                 NaN   4.21223                 NaN            NaN            NaN   1.16066                 NaN   3.14565       0.461966        13.6047                 NaN
  1298.65        2500.00        79.1031                 NaN   3.94137                 NaN            NaN            NaN   1.09768                 NaN   2.91869       0.419075        12.5201                 NaN
  1297.42        2500.00        80.6880                 NaN   3.69352                 NaN            NaN            NaN   1.02578                 NaN   2.70462       0.379639        11.5084                 NaN
  1296.19        2500.00        82.1295                 NaN   3.46887                 NaN            NaN            NaN  0.954194                 NaN   2.50899       0.344598        10.5939                 NaN
  1294.97        2500.00        84.1638                 NaN   3.05164                 NaN            NaN            NaN  0.851019                 NaN   2.22619       0.305200        9.40217                 NaN
  1293.74        2500.00        84.3337                 NaN   3.15423                 NaN            NaN            NaN  0.844549                 NaN   2.20713       0.289549        9.17084                 NaN
  1292.51        2500.00        85.8572                 NaN   2.87625                 NaN            NaN            NaN  0.743848                 NaN   1.99752       0.258849        8.26630                 NaN
  1291.28        2500.00        87.0856                 NaN   2.66816                 NaN            NaN            NaN  0.662248                 NaN   1.82588       0.233401        7.52472                 NaN
  1290.05        2500.00        85.7372                 NaN   3.10495                 NaN            NaN            NaN  0.608922                 NaN   1.99997       0.258444        8.29056                 NaN
  1288.82        2500.00        90.6467                 NaN   1.88529                 NaN            NaN            NaN  0.616194                 NaN   1.35437       0.155044        5.34243                 NaN
  1287.59        2500.00        80.4640                 NaN   4.18540                 NaN            NaN            NaN  0.887378                 NaN   2.79803       0.366618        11.2985                 NaN
  1286.36        2500.00        96.7931                 NaN  0.646769E-001            NaN            NaN            NaN  0.299887                 NaN  0.489734       0.596001E-001   2.29304                 NaN
  1285.13        2500.00        96.4874                 NaN  0.624291                 NaN            NaN            NaN  0.245873                 NaN  0.494752       0.645871E-001   2.08313                 NaN
  1283.90        2500.00        89.1945                 NaN   3.23751                 NaN            NaN            NaN  0.407970                 NaN   1.47789       0.138051        5.54407                 NaN
  1282.68        2500.00        92.1460                 NaN   1.76942                 NaN            NaN            NaN  0.357417                 NaN   1.11845       0.131199        4.47753                 NaN
  1281.45        2500.00        92.5863                 NaN   1.67876                 NaN            NaN            NaN  0.327510                 NaN   1.05716       0.123192        4.22705                 NaN
  1280.22        2500.00        92.8282                 NaN   1.66933                 NaN            NaN            NaN  0.278303                 NaN   1.01846       0.119176        4.08657                 NaN
  1278.99        2500.00        93.2841                 NaN   1.54471                 NaN            NaN            NaN  0.279220                 NaN  0.961583       0.109400        3.82095                 NaN
  1277.76        2500.00        93.7890                 NaN   1.49862                 NaN            NaN            NaN  0.211999                 NaN  0.877300       0.101204        3.52192                 NaN
  1276.53        2500.00        93.7148                 NaN   1.17015                 NaN            NaN            NaN  0.294394                 NaN  0.949080       0.122368        3.74924                 NaN
  1275.30        2500.00        94.3065                 NaN   1.69548                 NaN            NaN            NaN  0.151671                 NaN  0.758215       0.658468E-001   3.02231                 NaN
  1274.07        2500.00        93.9004                 NaN   1.43553                 NaN            NaN            NaN  0.234792                 NaN  0.881491       0.100905        3.44689                 NaN
  1272.84        2500.00        95.4398                 NaN   1.20177                 NaN            NaN            NaN  0.103325                 NaN  0.633279       0.645183E-001   2.55729                 NaN
  1271.61        2500.00        94.8954                 NaN   1.31648                 NaN            NaN            NaN  0.114758                 NaN  0.725374       0.774339E-001   2.87051                 NaN
  1270.38        2500.00        95.1186                 NaN   1.28750                 NaN            NaN            NaN  0.936053E-001            NaN  0.694756       0.720055E-001   2.73354                 NaN
  1269.16        2500.00        92.4572                 NaN  0.467321                 NaN            NaN            NaN  0.827736                 NaN   1.10046       0.150677        4.99661                 NaN
  1267.93        2500.00        97.0144                 NaN   1.32496                 NaN            NaN            NaN            NaN            NaN  0.480305       0.905764E-002   1.17130                 NaN
  1266.70        2500.00        94.9158                 NaN  0.227240                 NaN            NaN            NaN  0.322741                 NaN  0.536492       0.143515        3.85419                 NaN
  1265.47        2500.00        95.0852                 NaN  0.613250E-001  0.707589                 NaN            NaN  0.389334                 NaN  0.712110       0.695589E-001   2.97488                 NaN
  1264.24        2500.00        28.1565        62.4989                 NaN            NaN            NaN            NaN  0.794466                 NaN  0.958908       0.240621        7.35055                 NaN
  1263.01        2500.00        44.7301        54.5670       0.406154                 NaN            NaN            NaN            NaN            NaN  0.296705                 NaN            NaN            NaN
  1261.78        2500.00        95.4817                 NaN   3.19413                 NaN            NaN            NaN            NaN            NaN   1.00694                 NaN  0.317256                 NaN
  1260.55        2500.00        99.0698                 NaN  0.434841                 NaN            NaN            NaN            NaN            NaN  0.286422E-001            NaN  0.466688                 NaN
  1259.32        2500.00        98.2158                 NaN  0.513042                 NaN            NaN            NaN            NaN            NaN  0.216816       0.204918E-001   1.03385                 NaN
  1258.09        2500.00        96.5258                 NaN  0.925728                 NaN            NaN            NaN            NaN            NaN  0.465642       0.550229E-001   2.02777                 NaN
  1256.87        2500.00        95.2114                 NaN  0.504048       0.407163                 NaN            NaN            NaN            NaN  0.688457       0.104008        3.08490                 NaN
  1255.64        2500.00        97.8408                 NaN   1.08922                 NaN            NaN            NaN            NaN            NaN  0.295385       0.594549E-002  0.768655                 NaN
  1254.41        2500.00        99.0868                 NaN  0.303222                 NaN            NaN            NaN            NaN            NaN  0.127681       0.122292E-001  0.470117                 NaN
  1253.18        2500.00        97.7745                 NaN  0.613733                 NaN            NaN            NaN            NaN            NaN  0.283825       0.281187E-001   1.29981                 NaN
  1251.95        2500.00        96.5889                 NaN  0.614449                 NaN            NaN            NaN            NaN            NaN  0.354002       0.864238E-001   2.35626                 NaN
  1250.72        2500.00        97.8969                 NaN  0.597980                 NaN            NaN            NaN            NaN            NaN  0.571390       0.681934E-002  0.926926                 NaN
  1249.49        2500.00        97.9397                 NaN  0.880233                 NaN            NaN            NaN            NaN            NaN  0.158667       0.465467E-002   1.01670                 NaN
